	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,444]	-0.36	0.0037	0.34	-0.96	-0.34	0.16	8626.0	2.4	1.0
theta[1,445]	0.14	0.0031	0.28	-0.34	0.14	0.59	8259.0	2.3	1.0
theta[1,446]	0.16	0.0031	0.27	-0.3	0.16	0.59	7765.0	2.1	1.0
theta[1,447]	0.13	0.0029	0.28	-0.34	0.14	0.56	9013.0	2.5	1.0
theta[1,448]	-1.5	0.0058	0.54	-2.4	-1.5	-0.68	8387.0	2.3	1.0
theta[1,449]	-1.1	0.0051	0.45	-1.9	-1.1	-0.4	7818.0	2.2	1.0
theta[1,450]	-0.21	0.0035	0.31	-0.73	-0.19	0.28	7867.0	2.2	1.0
theta[1,451]	-1.6	0.0065	0.55	-2.6	-1.6	-0.77	7302.0	2.0	1.0
theta[1,452]	1.1	0.0026	0.23	0.67	1.1	1.4	8147.0	2.3	1.0
theta[1,453]	-1.3	0.0059	0.49	-2.2	-1.3	-0.55	6883.0	1.9	1.0
theta[1,454]	0.63	0.0026	0.24	0.23	0.63	1.0	8652.0	2.4	1.0
theta[1,455]	0.64	0.0027	0.25	0.22	0.64	1.0	8421.0	2.3	1.0
theta[1,456]	-1.6	0.0067	0.56	-2.6	-1.6	-0.78	6978.0	1.9	1.0
theta[1,457]	-0.96	0.0053	0.45	-1.7	-0.93	-0.28	7046.0	1.9	1.0
theta[1,458]	-0.3	0.004	0.33	-0.86	-0.29	0.22	6802.0	1.9	1.0
theta[1,459]	-1.3	0.0057	0.5	-2.2	-1.3	-0.53	7784.0	2.2	1.0
theta[1,460]	-1.3	0.0062	0.51	-2.2	-1.3	-0.51	6715.0	1.9	1.0
theta[1,461]	-0.96	0.0051	0.43	-1.7	-0.94	-0.29	7190.0	2.0	1.0
theta[1,462]	0.062	0.0033	0.28	-0.41	0.073	0.49	7238.0	2.0	1.0
theta[1,463]	-0.29	0.0037	0.33	-0.86	-0.28	0.23	7953.0	2.2	1.0
theta[1,464]	0.57	0.0027	0.24	0.18	0.58	0.95	7583.0	2.1	1.0
theta[1,465]	-1.9	0.0074	0.62	-3.0	-1.9	-0.99	7003.0	1.9	1.0
theta[1,466]	0.55	0.0028	0.25	0.12	0.56	0.96	7982.0	2.2	1.0
theta[1,467]	-1.3	0.0056	0.5	-2.2	-1.3	-0.5	8076.0	2.2	1.0
theta[1,468]	0.8	0.0025	0.23	0.42	0.8	1.2	8549.0	2.4	1.0
theta[1,469]	-1.9	0.0066	0.63	-3.0	-1.9	-0.94	9132.0	2.5	1.0
theta[1,470]	-1.9	0.0074	0.61	-3.0	-1.9	-0.98	6862.0	1.9	1.0
theta[1,471]	-0.27	0.0036	0.31	-0.8	-0.26	0.21	7292.0	2.0	1.0
theta[1,472]	-1.9	0.0068	0.63	-3.0	-1.9	-0.97	8429.0	2.3	1.0
theta[1,473]	-0.74	0.0045	0.41	-1.5	-0.71	-0.11	7969.0	2.2	1.0
theta[1,474]	0.4	0.0028	0.27	-0.052	0.41	0.83	9226.0	2.6	1.0
theta[1,475]	-0.34	0.0041	0.33	-0.91	-0.33	0.16	6506.0	1.8	1.0
theta[1,476]	-0.022	0.0033	0.28	-0.5	-0.0094	0.42	7244.0	2.0	1.0
theta[1,477]	-1.1	0.005	0.45	-1.9	-1.1	-0.38	8244.0	2.3	1.0
theta[1,478]	-1.1	0.0054	0.48	-1.9	-1.1	-0.39	7771.0	2.2	1.0
theta[1,479]	0.82	0.0027	0.24	0.43	0.82	1.2	7820.0	2.2	1.0
theta[1,480]	-0.24	0.0036	0.32	-0.78	-0.22	0.24	7787.0	2.2	1.0
theta[1,481]	-0.41	0.0038	0.33	-0.99	-0.39	0.097	7553.0	2.1	1.0
theta[1,482]	-0.42	0.0036	0.34	-0.99	-0.4	0.11	8725.0	2.4	1.0
theta[1,483]	-1.1	0.0058	0.48	-2.0	-1.1	-0.4	6928.0	1.9	1.0
theta[1,484]	-0.79	0.005	0.42	-1.5	-0.76	-0.15	7236.0	2.0	1.0
theta[1,485]	-0.18	0.0033	0.31	-0.72	-0.17	0.31	9056.0	2.5	1.0
theta[1,486]	-1.3	0.0056	0.49	-2.1	-1.2	-0.53	7637.0	2.1	1.0
theta[1,487]	-0.47	0.004	0.34	-1.1	-0.45	0.075	7317.0	2.0	1.0
theta[1,488]	-1.6	0.0064	0.54	-2.6	-1.6	-0.79	7171.0	2.0	1.0
theta[1,489]	0.22	0.0028	0.26	-0.22	0.23	0.64	8541.0	2.4	1.0
theta[1,490]	0.13	0.0032	0.29	-0.36	0.14	0.59	8014.0	2.2	1.0
theta[1,491]	1.2	0.0024	0.23	0.83	1.2	1.6	9256.0	2.6	1.0
theta[1,492]	0.14	0.003	0.28	-0.33	0.14	0.58	8329.0	2.3	1.0
theta[1,493]	-0.72	0.0046	0.39	-1.4	-0.69	-0.13	7105.0	2.0	1.0
theta[1,494]	-1.4	0.0059	0.51	-2.3	-1.3	-0.61	7354.0	2.0	1.0
theta[1,495]	-1.0	0.005	0.45	-1.8	-1.0	-0.34	8134.0	2.3	1.0
theta[1,496]	-0.57	0.0041	0.37	-1.2	-0.55	0.018	8123.0	2.2	1.0
theta[1,497]	-0.33	0.0038	0.34	-0.9	-0.31	0.2	8090.0	2.2	1.0
theta[1,498]	-1.1	0.0055	0.48	-1.9	-1.1	-0.39	7600.0	2.1	1.0
theta[1,499]	0.46	0.0029	0.24	0.058	0.46	0.84	7095.0	2.0	1.0
theta[1,500]	1.6	0.0025	0.22	1.2	1.6	2.0	8055.0	2.2	1.0
theta[1,501]	0.4	0.003	0.26	-0.025	0.41	0.81	7346.0	2.0	1.0
theta[1,502]	-1.2	0.0059	0.48	-2.0	-1.2	-0.47	6731.0	1.9	1.0
theta[1,503]	-0.32	0.0033	0.33	-0.87	-0.3	0.2	9896.0	2.7	1.0
theta[1,504]	0.71	0.0027	0.25	0.3	0.71	1.1	8350.0	2.3	1.0
theta[1,505]	-1.5	0.0064	0.54	-2.5	-1.5	-0.72	7072.0	2.0	1.0
theta[1,506]	-0.56	0.004	0.37	-1.2	-0.54	0.013	8511.0	2.4	1.0
theta[1,507]	-0.92	0.0051	0.44	-1.7	-0.89	-0.26	7539.0	2.1	1.0
theta[1,508]	-0.68	0.0043	0.38	-1.4	-0.66	-0.097	8097.0	2.2	1.0
theta[1,509]	1.0	0.0027	0.24	0.62	1.0	1.4	7901.0	2.2	1.0
theta[1,510]	-1.3	0.0057	0.5	-2.2	-1.3	-0.57	7877.0	2.2	1.0
theta[1,511]	-0.66	0.0045	0.39	-1.4	-0.64	-0.048	7413.0	2.1	1.0
theta[1,512]	-0.39	0.0041	0.34	-0.97	-0.37	0.15	7057.0	2.0	1.0
theta[1,513]	-0.49	0.0041	0.36	-1.1	-0.46	0.07	7641.0	2.1	1.0
theta[1,514]	-0.21	0.0037	0.32	-0.76	-0.2	0.29	7223.0	2.0	1.0
theta[1,515]	-0.21	0.0036	0.32	-0.76	-0.19	0.28	7685.0	2.1	1.0
theta[1,516]	0.15	0.003	0.27	-0.31	0.16	0.58	8267.0	2.3	1.0
theta[1,517]	-1.6	0.0064	0.55	-2.6	-1.6	-0.78	7302.0	2.0	1.0
theta[1,518]	-0.73	0.0044	0.4	-1.4	-0.71	-0.11	8049.0	2.2	1.0
theta[1,519]	-0.98	0.0051	0.44	-1.7	-0.95	-0.31	7357.0	2.0	1.0
theta[1,520]	0.32	0.0027	0.26	-0.12	0.32	0.74	9726.0	2.7	1.0
theta[1,521]	-0.78	0.0044	0.4	-1.5	-0.76	-0.17	8441.0	2.3	1.0
theta[1,522]	-0.71	0.0047	0.4	-1.4	-0.68	-0.092	7203.0	2.0	1.0
theta[1,523]	0.081	0.0032	0.28	-0.4	0.089	0.52	7892.0	2.2	1.0
theta[1,524]	-0.45	0.0039	0.35	-1.0	-0.43	0.072	7703.0	2.1	1.0
theta[1,525]	0.32	0.0027	0.25	-0.11	0.33	0.72	8640.0	2.4	1.0
theta[1,526]	1.3	0.0025	0.23	0.94	1.3	1.7	8726.0	2.4	1.0
theta[1,527]	-0.15	0.0032	0.3	-0.67	-0.14	0.32	8959.0	2.5	1.0
theta[1,528]	-1.4	0.0059	0.53	-2.3	-1.4	-0.6	7912.0	2.2	1.0
theta[1,529]	0.5	0.0027	0.25	0.086	0.5	0.9	8940.0	2.5	1.0
theta[1,530]	0.78	0.0026	0.24	0.38	0.78	1.2	8312.0	2.3	1.0
theta[1,531]	0.47	0.0027	0.25	0.051	0.47	0.88	8635.0	2.4	1.0
theta[1,532]	-1.3	0.0057	0.49	-2.1	-1.3	-0.5	7375.0	2.0	1.0
theta[1,533]	-1.4	0.0061	0.53	-2.4	-1.4	-0.61	7409.0	2.1	1.0
theta[1,534]	-1.7	0.0066	0.57	-2.6	-1.6	-0.8	7419.0	2.1	1.0
theta[1,535]	-0.87	0.005	0.43	-1.6	-0.85	-0.22	7471.0	2.1	1.0
theta[1,536]	-1.2	0.0061	0.48	-2.0	-1.1	-0.42	6123.0	1.7	1.0
theta[1,537]	0.15	0.003	0.27	-0.29	0.16	0.59	7889.0	2.2	1.0
theta[1,538]	-0.86	0.0043	0.42	-1.6	-0.85	-0.21	9349.0	2.6	1.0
theta[1,539]	-0.42	0.0037	0.35	-1.0	-0.4	0.12	8835.0	2.4	1.0
theta[1,540]	-0.053	0.0035	0.3	-0.58	-0.034	0.42	7444.0	2.1	1.0
theta[1,541]	-1.9	0.0071	0.6	-2.9	-1.9	-0.99	7207.0	2.0	1.0
theta[1,542]	0.18	0.0029	0.27	-0.28	0.18	0.6	8659.0	2.4	1.0
theta[1,543]	-0.27	0.0037	0.33	-0.85	-0.25	0.24	7831.0	2.2	1.0
theta[1,544]	0.52	0.0026	0.25	0.1	0.52	0.91	8699.0	2.4	1.0
theta[1,545]	-1.1	0.006	0.47	-1.9	-1.1	-0.39	6218.0	1.7	1.0
theta[1,546]	-0.42	0.0039	0.34	-0.99	-0.41	0.098	7591.0	2.1	1.0
theta[1,547]	-0.25	0.0036	0.33	-0.82	-0.24	0.26	8370.0	2.3	1.0
theta[1,548]	-0.22	0.0035	0.31	-0.75	-0.21	0.26	7786.0	2.2	1.0
theta[1,549]	0.4	0.0027	0.25	-0.0079	0.4	0.81	8645.0	2.4	1.0
theta[1,550]	-1.9	0.007	0.63	-3.0	-1.9	-0.95	8137.0	2.3	1.0
theta[1,551]	-0.37	0.004	0.34	-0.96	-0.35	0.17	7551.0	2.1	1.0
theta[1,552]	-0.86	0.0048	0.42	-1.6	-0.84	-0.22	7452.0	2.1	1.0
theta[1,553]	1.1	0.0025	0.22	0.75	1.1	1.5	8022.0	2.2	1.0
theta[1,554]	0.18	0.0027	0.26	-0.25	0.19	0.61	8938.0	2.5	1.0
theta[1,555]	1.1	0.0024	0.23	0.72	1.1	1.5	8830.0	2.4	1.0
theta[1,556]	0.96	0.0025	0.23	0.59	0.97	1.3	8605.0	2.4	1.0
theta[1,557]	0.64	0.0026	0.24	0.23	0.65	1.0	8346.0	2.3	1.0
theta[1,558]	-0.71	0.0046	0.39	-1.4	-0.7	-0.1	7326.0	2.0	1.0
theta[1,559]	-0.67	0.0045	0.39	-1.3	-0.65	-0.066	7529.0	2.1	1.0
theta[1,560]	0.041	0.0031	0.28	-0.45	0.051	0.48	8120.0	2.2	1.0
theta[1,561]	0.85	0.0027	0.23	0.46	0.85	1.2	7342.0	2.0	1.0
theta[1,562]	1.2	0.0025	0.23	0.82	1.2	1.6	8313.0	2.3	1.0
theta[1,563]	0.47	0.0028	0.25	0.068	0.48	0.88	8064.0	2.2	1.0
theta[1,564]	0.86	0.0026	0.23	0.47	0.87	1.2	7763.0	2.1	1.0
theta[1,565]	-1.9	0.0069	0.6	-3.0	-1.9	-0.98	7577.0	2.1	1.0
theta[1,566]	0.25	0.0031	0.27	-0.2	0.25	0.67	7475.0	2.1	1.0
theta[1,567]	-0.62	0.0045	0.37	-1.3	-0.6	-0.049	7030.0	1.9	1.0
theta[1,568]	-1.2	0.0052	0.47	-2.0	-1.2	-0.47	8185.0	2.3	1.0
theta[1,569]	-0.99	0.0052	0.44	-1.8	-0.96	-0.32	7193.0	2.0	1.0
theta[1,570]	1.4	0.0025	0.22	1.0	1.4	1.7	7925.0	2.2	1.0
theta[1,571]	-0.23	0.0034	0.32	-0.76	-0.21	0.26	8831.0	2.4	1.0
theta[1,572]	-0.62	0.0043	0.39	-1.3	-0.6	-0.036	7939.0	2.2	1.0
theta[1,573]	1.1	0.0024	0.22	0.72	1.1	1.5	8531.0	2.4	1.0
theta[1,574]	-0.58	0.0044	0.38	-1.2	-0.55	0.016	7447.0	2.1	1.0
theta[1,575]	1.3	0.0027	0.22	0.89	1.3	1.6	6991.0	1.9	1.0
theta[1,576]	-1.9	0.0072	0.6	-3.0	-1.9	-1.0	6901.0	1.9	1.0
theta[1,577]	-1.6	0.0062	0.55	-2.5	-1.6	-0.77	7655.0	2.1	1.0
theta[1,578]	-1.1	0.0052	0.46	-1.9	-1.1	-0.41	7553.0	2.1	1.0
theta[1,579]	-1.0	0.005	0.44	-1.8	-1.0	-0.35	7589.0	2.1	1.0
theta[1,580]	-1.9	0.0071	0.62	-3.0	-1.9	-0.97	7663.0	2.1	1.0
theta[1,581]	1.0	0.0024	0.23	0.65	1.0	1.4	9078.0	2.5	1.0
theta[1,582]	-1.6	0.0063	0.56	-2.6	-1.6	-0.77	7971.0	2.2	1.0
theta[1,583]	0.69	0.0028	0.25	0.29	0.69	1.1	7853.0	2.2	1.0
theta[1,584]	0.0088	0.0031	0.29	-0.47	0.017	0.46	8349.0	2.3	1.0
theta[1,585]	-0.31	0.0035	0.32	-0.86	-0.29	0.19	8316.0	2.3	1.0
theta[1,586]	-1.6	0.0063	0.55	-2.6	-1.6	-0.74	7562.0	2.1	1.0
theta[1,587]	-0.67	0.0045	0.38	-1.3	-0.65	-0.081	7413.0	2.1	1.0
theta[1,588]	1.5	0.0024	0.22	1.1	1.5	1.8	8287.0	2.3	1.0
theta[1,589]	0.59	0.0026	0.24	0.18	0.59	0.99	8982.0	2.5	1.0
theta[1,590]	-1.9	0.0058	0.6	-2.9	-1.9	-0.98	10455.0	2.9	1.0
theta[1,591]	0.71	0.0027	0.24	0.31	0.72	1.1	7553.0	2.1	1.0
theta[1,592]	-0.76	0.0044	0.4	-1.5	-0.73	-0.14	8198.0	2.3	1.0
theta[1,593]	-0.86	0.0048	0.42	-1.6	-0.84	-0.22	7695.0	2.1	1.0
theta[1,594]	0.48	0.0027	0.25	0.066	0.48	0.88	8642.0	2.4	1.0
theta[1,595]	0.52	0.0027	0.25	0.11	0.52	0.93	8312.0	2.3	1.0
theta[1,596]	-0.62	0.0042	0.38	-1.3	-0.59	-0.04	8147.0	2.3	1.0
theta[1,597]	-0.48	0.0041	0.37	-1.1	-0.46	0.09	7970.0	2.2	1.0
theta[1,598]	-0.019	0.0034	0.29	-0.5	-0.011	0.44	7275.0	2.0	1.0
theta[1,599]	-1.9	0.0064	0.62	-3.0	-1.9	-0.94	9182.0	2.5	1.0
theta[1,600]	-1.0	0.0049	0.45	-1.8	-1.0	-0.35	8382.0	2.3	1.0
theta[1,601]	-0.31	0.0037	0.32	-0.86	-0.3	0.2	7681.0	2.1	1.0
theta[1,602]	0.46	0.0027	0.25	0.041	0.46	0.85	8888.0	2.5	1.0
theta[1,603]	-1.5	0.0069	0.54	-2.4	-1.5	-0.69	6059.0	1.7	1.0
theta[1,604]	-1.4	0.0063	0.52	-2.3	-1.4	-0.6	6855.0	1.9	1.0
theta[1,605]	0.074	0.0031	0.28	-0.4	0.086	0.51	8061.0	2.2	1.0
theta[1,606]	-0.89	0.005	0.43	-1.6	-0.86	-0.23	7207.0	2.0	1.0
theta[1,607]	-0.87	0.0048	0.42	-1.6	-0.84	-0.22	7449.0	2.1	1.0
theta[1,608]	0.54	0.0026	0.25	0.12	0.55	0.94	8772.0	2.4	1.0
theta[1,609]	-0.33	0.0039	0.35	-0.93	-0.32	0.22	7792.0	2.2	1.0
theta[1,610]	-0.86	0.0048	0.42	-1.6	-0.84	-0.22	7723.0	2.1	1.0
theta[1,611]	-1.3	0.0057	0.5	-2.2	-1.3	-0.52	7628.0	2.1	1.0
theta[1,612]	-1.9	0.007	0.62	-3.0	-1.9	-0.98	7943.0	2.2	1.0
theta[1,613]	0.74	0.0027	0.25	0.33	0.74	1.1	8310.0	2.3	1.0
theta[1,614]	-0.35	0.0036	0.32	-0.9	-0.33	0.15	7990.0	2.2	1.0
theta[1,615]	0.43	0.0026	0.25	0.0092	0.44	0.84	9170.0	2.5	1.0
theta[1,616]	-0.52	0.004	0.37	-1.2	-0.5	0.063	8541.0	2.4	1.0
theta[1,617]	0.95	0.0028	0.24	0.55	0.95	1.3	7313.0	2.0	1.0
theta[1,618]	-1.4	0.0057	0.52	-2.3	-1.3	-0.6	8311.0	2.3	1.0
theta[1,619]	-0.71	0.0046	0.38	-1.4	-0.69	-0.12	6903.0	1.9	1.0
theta[1,620]	0.14	0.0031	0.29	-0.35	0.15	0.59	8566.0	2.4	1.0
theta[1,621]	0.76	0.0026	0.24	0.36	0.76	1.2	8451.0	2.3	1.0
theta[1,622]	1.1	0.0025	0.24	0.71	1.1	1.5	8957.0	2.5	1.0
theta[1,623]	-1.0	0.0056	0.46	-1.8	-1.0	-0.34	6531.0	1.8	1.0
theta[1,624]	0.2	0.0031	0.27	-0.26	0.21	0.63	7576.0	2.1	1.0
theta[1,625]	-1.9	0.0072	0.61	-3.0	-1.9	-0.96	7197.0	2.0	1.0
theta[1,626]	0.16	0.0032	0.27	-0.3	0.17	0.58	7156.0	2.0	1.0
theta[1,627]	-0.56	0.0046	0.38	-1.2	-0.53	0.021	6658.0	1.8	1.0
theta[1,628]	-0.65	0.0044	0.38	-1.3	-0.63	-0.071	7378.0	2.0	1.0
theta[1,629]	-1.5	0.006	0.54	-2.4	-1.5	-0.7	8043.0	2.2	1.0
theta[1,630]	-0.59	0.0039	0.37	-1.2	-0.57	-0.01	9105.0	2.5	1.0
theta[1,631]	-0.13	0.0033	0.3	-0.64	-0.12	0.34	8379.0	2.3	1.0
theta[1,632]	-0.083	0.0034	0.29	-0.6	-0.07	0.38	7640.0	2.1	1.0
theta[1,633]	-0.69	0.0049	0.4	-1.4	-0.67	-0.081	6788.0	1.9	1.0
theta[1,634]	-1.1	0.0055	0.47	-2.0	-1.1	-0.42	7250.0	2.0	1.0
theta[1,635]	-0.35	0.0039	0.33	-0.93	-0.34	0.16	7425.0	2.1	1.0
theta[1,636]	0.88	0.0024	0.23	0.5	0.88	1.3	9215.0	2.6	1.0
theta[1,637]	0.64	0.0026	0.24	0.23	0.64	1.0	8505.0	2.4	1.0
theta[1,638]	-1.4	0.0062	0.51	-2.3	-1.4	-0.62	6634.0	1.8	1.0
theta[1,639]	0.43	0.0026	0.25	-0.002	0.44	0.84	9874.0	2.7	1.0
theta[1,640]	-0.7	0.0048	0.4	-1.4	-0.67	-0.099	6995.0	1.9	1.0
theta[1,641]	-1.9	0.0072	0.64	-3.0	-1.9	-0.94	7806.0	2.2	1.0
theta[1,642]	-1.9	0.0069	0.61	-3.0	-1.9	-1.0	7985.0	2.2	1.0
theta[1,643]	0.34	0.0029	0.26	-0.092	0.35	0.75	7616.0	2.1	1.0
theta[1,644]	-0.55	0.0045	0.37	-1.2	-0.52	0.015	6857.0	1.9	1.0
theta[1,645]	0.47	0.0027	0.25	0.057	0.47	0.88	8600.0	2.4	1.0
theta[1,646]	0.41	0.0029	0.25	-0.022	0.42	0.81	7749.0	2.1	1.0
theta[1,647]	0.022	0.0031	0.29	-0.47	0.031	0.48	8276.0	2.3	1.0
theta[1,648]	-0.95	0.0054	0.43	-1.7	-0.93	-0.3	6493.0	1.8	1.0
theta[1,649]	-0.082	0.0035	0.3	-0.58	-0.072	0.39	7366.0	2.0	1.0
theta[1,650]	-0.16	0.0037	0.31	-0.7	-0.15	0.33	6974.0	1.9	1.0
theta[1,651]	0.19	0.0029	0.28	-0.28	0.19	0.63	8916.0	2.5	1.0
theta[1,652]	-1.6	0.0063	0.56	-2.6	-1.6	-0.76	7826.0	2.2	1.0
theta[1,653]	0.57	0.0025	0.25	0.14	0.58	0.98	9823.0	2.7	1.0
theta[1,654]	1.3	0.0026	0.23	0.94	1.3	1.7	8121.0	2.2	1.0
theta[1,655]	-1.1	0.0051	0.45	-1.9	-1.1	-0.41	7792.0	2.2	1.0
theta[1,656]	0.42	0.0029	0.26	-0.0048	0.42	0.84	7718.0	2.1	1.0
theta[1,657]	-1.4	0.0056	0.53	-2.3	-1.3	-0.58	8902.0	2.5	1.0
theta[1,658]	-1.3	0.0057	0.49	-2.2	-1.3	-0.55	7343.0	2.0	1.0
theta[1,659]	-0.59	0.0042	0.37	-1.2	-0.58	-0.029	7777.0	2.2	1.0
theta[1,660]	-1.9	0.0073	0.61	-3.0	-1.9	-0.96	7024.0	1.9	1.0
theta[1,661]	-0.41	0.004	0.35	-1.0	-0.39	0.12	7305.0	2.0	1.0
theta[1,662]	-1.9	0.0073	0.62	-3.0	-1.9	-0.99	7359.0	2.0	1.0
theta[1,663]	-0.92	0.0051	0.44	-1.7	-0.89	-0.24	7301.0	2.0	1.0
theta[1,664]	-1.5	0.0064	0.54	-2.5	-1.5	-0.7	7323.0	2.0	1.0
theta[1,665]	-0.22	0.0035	0.31	-0.75	-0.2	0.27	7739.0	2.1	1.0
theta[1,666]	-1.2	0.0055	0.49	-2.1	-1.2	-0.44	7849.0	2.2	1.0
theta[1,667]	-0.27	0.0035	0.32	-0.83	-0.25	0.21	8128.0	2.2	1.0
theta[1,668]	1.3	0.0025	0.23	0.94	1.3	1.7	7990.0	2.2	1.0
theta[1,669]	0.36	0.0028	0.26	-0.081	0.37	0.77	8564.0	2.4	1.0
theta[1,670]	1.0	0.0025	0.23	0.64	1.0	1.4	8287.0	2.3	1.0
theta[1,671]	-1.9	0.0068	0.62	-3.0	-1.9	-0.98	8234.0	2.3	1.0
theta[1,672]	-0.9	0.005	0.42	-1.6	-0.87	-0.27	7053.0	2.0	1.0
theta[1,673]	-0.41	0.0039	0.34	-0.99	-0.4	0.13	7663.0	2.1	1.0
theta[1,674]	-0.16	0.0033	0.31	-0.69	-0.15	0.33	8968.0	2.5	1.0
theta[1,675]	-0.45	0.004	0.34	-1.1	-0.43	0.081	7479.0	2.1	1.0
theta[1,676]	-0.86	0.005	0.42	-1.6	-0.83	-0.21	6823.0	1.9	1.0
theta[1,677]	-1.9	0.0068	0.61	-3.0	-1.9	-0.98	8055.0	2.2	1.0
theta[1,678]	0.02	0.0031	0.28	-0.47	0.031	0.47	8100.0	2.2	1.0
theta[1,679]	1.7	0.0026	0.22	1.3	1.7	2.0	7322.0	2.0	1.0
theta[1,680]	-1.9	0.0068	0.59	-3.0	-1.9	-1.0	7400.0	2.0	1.0
theta[1,681]	-0.27	0.004	0.32	-0.81	-0.26	0.23	6466.0	1.8	1.0
theta[1,682]	-0.47	0.0041	0.35	-1.1	-0.46	0.083	7154.0	2.0	1.0
theta[1,683]	0.079	0.0031	0.28	-0.4	0.089	0.52	8005.0	2.2	1.0
theta[1,684]	-1.3	0.0057	0.51	-2.2	-1.3	-0.49	8062.0	2.2	1.0
theta[1,685]	-0.53	0.004	0.36	-1.1	-0.51	0.037	8219.0	2.3	1.0
theta[1,686]	0.28	0.0029	0.27	-0.17	0.28	0.7	8458.0	2.3	1.0
theta[1,687]	0.035	0.0034	0.29	-0.46	0.053	0.49	7350.0	2.0	1.0
theta[1,688]	0.36	0.0031	0.25	-0.069	0.36	0.76	6559.0	1.8	1.0
theta[1,689]	0.56	0.0027	0.25	0.15	0.57	0.97	8823.0	2.4	1.0
theta[1,690]	-0.71	0.0044	0.39	-1.4	-0.69	-0.096	7865.0	2.2	1.0
theta[1,691]	-1.2	0.0056	0.49	-2.0	-1.2	-0.47	7511.0	2.1	1.0
theta[1,692]	-0.15	0.0035	0.31	-0.68	-0.14	0.33	7681.0	2.1	1.0
theta[1,693]	-0.63	0.0044	0.38	-1.3	-0.6	-0.044	7192.0	2.0	1.0
theta[1,694]	1.0	0.0024	0.23	0.66	1.0	1.4	9768.0	2.7	1.0
theta[1,695]	-0.94	0.0054	0.45	-1.7	-0.91	-0.27	6680.0	1.8	1.0
theta[1,696]	0.79	0.0026	0.24	0.4	0.79	1.2	8270.0	2.3	1.0
theta[1,697]	-0.66	0.0041	0.38	-1.3	-0.64	-0.063	8568.0	2.4	1.0
theta[1,698]	0.21	0.0028	0.26	-0.24	0.22	0.62	8725.0	2.4	1.0
theta[1,699]	2.6	0.0027	0.23	2.2	2.6	3.0	6864.0	1.9	1.0
theta[1,700]	-0.55	0.0041	0.36	-1.2	-0.53	0.021	7616.0	2.1	1.0
theta[1,701]	0.091	0.0031	0.28	-0.38	0.1	0.53	7826.0	2.2	1.0
theta[1,702]	1.3	0.0027	0.23	0.94	1.3	1.7	7227.0	2.0	1.0
theta[1,703]	1.1	0.0027	0.23	0.68	1.1	1.4	7372.0	2.0	1.0
theta[1,704]	0.77	0.0025	0.23	0.39	0.77	1.1	8502.0	2.4	1.0
theta[1,705]	0.45	0.0026	0.24	0.03	0.45	0.84	8734.0	2.4	1.0
theta[1,706]	0.37	0.0027	0.26	-0.058	0.37	0.79	9040.0	2.5	1.0
theta[1,707]	0.48	0.0026	0.24	0.078	0.49	0.87	8455.0	2.3	1.0
theta[1,708]	1.1	0.0026	0.23	0.74	1.1	1.5	8120.0	2.2	1.0
theta[1,709]	-0.95	0.0049	0.43	-1.7	-0.92	-0.29	7624.0	2.1	1.0
theta[1,710]	0.66	0.0025	0.24	0.27	0.67	1.1	9581.0	2.7	1.0
theta[1,711]	-0.8	0.0046	0.4	-1.5	-0.78	-0.19	7604.0	2.1	1.0
theta[1,712]	0.84	0.0026	0.24	0.44	0.83	1.2	8212.0	2.3	1.0
theta[1,713]	0.71	0.0025	0.24	0.31	0.72	1.1	9135.0	2.5	1.0
theta[1,714]	1.9	0.0024	0.22	1.6	1.9	2.3	8071.0	2.2	1.0
theta[1,715]	-0.88	0.0047	0.41	-1.6	-0.85	-0.24	7621.0	2.1	1.0
theta[1,716]	0.61	0.0027	0.25	0.2	0.61	1.0	8458.0	2.3	1.0
theta[1,717]	0.15	0.0031	0.28	-0.32	0.16	0.59	7980.0	2.2	1.0
theta[1,718]	-0.25	0.0038	0.32	-0.82	-0.24	0.26	7312.0	2.0	1.0
theta[1,719]	0.96	0.0025	0.23	0.56	0.96	1.3	8371.0	2.3	1.0
theta[1,720]	-0.56	0.0045	0.37	-1.2	-0.54	0.0022	6692.0	1.9	1.0
theta[1,721]	0.85	0.0025	0.23	0.48	0.86	1.2	8786.0	2.4	1.0
theta[1,722]	-0.8	0.0043	0.41	-1.5	-0.79	-0.16	9050.0	2.5	1.0
theta[1,723]	0.3	0.0028	0.26	-0.14	0.31	0.71	8682.0	2.4	1.0
theta[1,724]	-0.83	0.005	0.44	-1.6	-0.8	-0.16	7846.0	2.2	1.0
theta[1,725]	0.4	0.0027	0.25	-0.02	0.4	0.81	8589.0	2.4	1.0
theta[1,726]	-0.57	0.0041	0.37	-1.2	-0.54	-0.018	7968.0	2.2	1.0
theta[1,727]	-0.41	0.0039	0.34	-0.99	-0.39	0.12	7402.0	2.0	1.0
theta[1,728]	1.9	0.0026	0.23	1.6	1.9	2.3	7601.0	2.1	1.0
theta[1,729]	-0.38	0.0039	0.33	-0.96	-0.35	0.13	7550.0	2.1	1.0
theta[1,730]	-0.5	0.0041	0.36	-1.1	-0.48	0.06	7838.0	2.2	1.0
theta[1,731]	0.24	0.0029	0.27	-0.21	0.24	0.67	8774.0	2.4	1.0
