k1,k2,mu,lb,ub,pval
46,12,-0.101578,-0.13018,-0.073445,0.0115
46,13,-0.005781,-0.034578,0.02709,0.45475
46,14,0.006403,-0.024979,0.041014,0.56975
46,15,0.007203,-0.034932,0.054686,0.5655
46,16,-0.08885,-0.135574,-0.033739,0.05525
46,17,-0.053785,-0.103904,0.005678,0.17725
46,18,0.061945,0.041093,0.08443,0.95175
46,19,-0.006047,-0.033803,0.021317,0.45925
46,20,-0.041207,-0.084288,0.006456,0.15575
46,21,-0.022272,-0.068521,0.022597,0.309
46,22,0.048393,0.007274,0.086076,0.84375
46,23,0.021176,-0.002765,0.046143,0.7135
46,24,-0.006943,-0.03646,0.023758,0.44475
46,25,-0.003633,-0.022047,0.015298,0.443
46,26,0.017526,-0.008542,0.043644,0.76925
46,27,0.019536,0.0013,0.038968,0.77325
46,28,0.003332,-0.017174,0.02237,0.55775
46,29,-0.04362,-0.062346,-0.025643,0.072
46,30,0.029708,0.005954,0.053535,0.79275
46,31,0.005866,-0.014688,0.023844,0.55975
46,32,0.00256,-0.027384,0.03165,0.5375
46,33,0.032656,-0.00873,0.075464,0.80775
46,34,-0.021592,-0.074627,0.024625,0.31725
46,35,0.012803,-0.033988,0.059696,0.622
46,36,0.001429,-0.045461,0.046551,0.519
46,37,0.013976,-0.004947,0.032531,0.66425
46,38,-0.023754,-0.038376,-0.00988,0.18925
46,39,-0.040519,-0.054973,-0.028538,0.0425
46,40,-0.037846,-0.056324,-0.020451,0.11025
46,41,-0.015509,-0.056202,0.030169,0.34675
46,42,-0.001133,-0.044381,0.043722,0.4865
46,43,-0.020607,-0.086185,0.039642,0.35625
46,44,-0.036719,-0.087194,0.013512,0.22525
46,45,0.345665,0.321939,0.371498,1.0
47,0,-0.017815,-0.057658,0.023045,0.2945
47,1,0.001713,-0.032194,0.039789,0.53875
47,2,-0.035684,-0.070328,-0.000786,0.134
47,3,0.054312,0.021326,0.086678,0.95375
47,4,0.001463,-0.029936,0.03322,0.52525
47,5,-0.039277,-0.072789,-0.006588,0.1085
47,6,-0.017393,-0.053829,0.016484,0.30125
47,7,-0.009022,-0.039573,0.024024,0.38125
47,8,0.010195,-0.030291,0.050675,0.628
47,9,0.041849,0.006884,0.075462,0.91575
47,10,-0.039503,-0.073399,-0.002671,0.108
47,11,-0.011251,-0.043271,0.020685,0.3655
47,12,-0.029513,-0.062403,0.001864,0.169
47,13,-0.056989,-0.090244,-0.023604,0.03775
47,14,-0.010318,-0.049593,0.028783,0.391
47,15,-0.052811,-0.092499,-0.013333,0.0675
47,16,-0.013919,-0.050909,0.024052,0.33325
47,17,-0.000679,-0.036826,0.034626,0.48375
47,18,0.007089,-0.022479,0.039434,0.593
47,19,-0.031001,-0.06253,0.000354,0.1535
47,20,0.033807,-0.008682,0.07526,0.82725
47,21,-0.026288,-0.068103,0.01671,0.22025
47,22,-0.041809,-0.078385,-0.006442,0.11125
47,23,0.011667,-0.017811,0.044031,0.643
47,24,0.020453,-0.014615,0.050422,0.74
47,25,0.005069,-0.027238,0.036853,0.5685
47,26,-0.003167,-0.041746,0.033058,0.4565
47,27,-0.018315,-0.048821,0.011745,0.26475
47,28,0.000356,-0.029356,0.032926,0.4955
47,29,-0.00881,-0.037028,0.02328,0.38125
47,30,-0.003079,-0.033684,0.025441,0.46875
47,31,0.013541,-0.016037,0.043719,0.68075
47,32,-0.041954,-0.078973,-0.00642,0.094
47,33,0.009094,-0.030105,0.051324,0.6025
47,34,0.024356,-0.016296,0.060407,0.78125
47,35,0.028174,-0.015213,0.071153,0.79
47,36,0.034427,-0.005898,0.078004,0.84125
47,37,0.108787,0.06752,0.143124,0.99875
47,38,0.051344,0.018709,0.084008,0.95025
47,39,0.017224,-0.019281,0.051759,0.71725
47,40,-0.02697,-0.06609,0.01134,0.221
47,41,-0.017393,-0.054056,0.018995,0.2835
47,42,-0.01673,-0.054031,0.024171,0.31025
47,43,0.018668,-0.018642,0.06047,0.71525
47,44,-0.026472,-0.061623,0.007049,0.2035
47,45,0.041719,0.008028,0.07696,0.90425
47,46,0.047301,0.014749,0.079054,0.93225
48,0,-0.020545,-0.056404,0.015759,0.2655
48,1,-0.021658,-0.053909,0.014127,0.24575
48,2,0.015433,-0.014422,0.04418,0.6935
48,3,0.015455,-0.009439,0.040208,0.71775
48,4,-0.025816,-0.04922,-0.000875,0.1825
48,5,-0.032021,-0.059386,-0.004946,0.1345
48,6,-0.034277,-0.064464,-0.004965,0.13475
48,7,0.00139,-0.021663,0.025668,0.51125
48,8,0.002922,-0.035714,0.04224,0.5285
48,9,0.012412,-0.019761,0.040263,0.66525
48,10,0.041666,0.012156,0.072108,0.92725
48,11,-0.004032,-0.028841,0.019966,0.4375
48,12,0.015251,-0.008344,0.038957,0.69825
48,13,0.00444,-0.019498,0.029372,0.5625
48,14,-0.027594,-0.061849,0.006352,0.20225
48,15,0.014475,-0.014669,0.042359,0.67325
48,16,0.001363,-0.031022,0.031218,0.50625
48,17,-0.036476,-0.063362,-0.005288,0.123
48,18,-0.000727,-0.024319,0.024647,0.491
48,19,-0.023491,-0.048474,0.001064,0.1905
48,20,0.028805,-0.011242,0.067732,0.80975
48,21,0.012068,-0.02399,0.046556,0.639
48,22,0.014505,-0.015633,0.042277,0.68075
48,23,0.02629,0.000377,0.049657,0.81425
48,24,-0.044622,-0.068384,-0.018419,0.05375
48,25,0.031504,0.003953,0.062121,0.8645
48,26,0.020102,-0.01292,0.055892,0.74675
48,27,0.014362,-0.01287,0.041074,0.692
48,28,-0.021197,-0.048156,0.004595,0.2305
48,29,0.011549,-0.013166,0.034393,0.666
48,30,0.038789,0.015633,0.064651,0.91875
48,31,0.022662,-0.003634,0.045752,0.779
48,32,0.0384,0.004336,0.072139,0.89325
48,33,-0.013901,-0.050559,0.022526,0.3335
48,34,-0.043544,-0.075277,-0.012075,0.08225
48,35,-0.012164,-0.047941,0.028753,0.34975
48,36,-0.012413,-0.050706,0.025815,0.34575
48,37,0.03116,0.004536,0.058373,0.85225
48,38,0.055111,0.030218,0.081209,0.96675
48,39,-0.088416,-0.115155,-0.058278,0.00275
48,40,0.004455,-0.030062,0.034243,0.55325
48,41,0.00587,-0.028704,0.038635,0.56675
48,42,-0.025846,-0.060676,0.01123,0.209
48,43,-0.011937,-0.047554,0.022928,0.3525
48,44,-0.014591,-0.044901,0.014159,0.3195
48,45,0.074675,0.04805,0.098406,0.994
48,46,0.058085,0.034373,0.082143,0.9815
48,47,0.001998,-0.06057,0.057405,0.52025
49,0,-0.002394,-0.034035,0.030894,0.4765
49,1,-0.020719,-0.05102,0.008124,0.2365
49,2,0.001151,-0.022184,0.024349,0.5125
49,3,-0.009311,-0.026925,0.007498,0.38175
49,4,-0.019042,-0.032994,-0.003826,0.24725
49,5,0.000509,-0.019443,0.021197,0.49775
49,6,-0.089971,-0.113531,-0.066734,0.00075
49,7,-0.005406,-0.021304,0.012907,0.428
49,8,-0.004847,-0.04034,0.032979,0.442
49,9,0.014594,-0.009308,0.039604,0.691
49,10,-0.043782,-0.068869,-0.01976,0.0665
49,11,0.014184,-0.004286,0.030458,0.6825
49,12,-0.006041,-0.022653,0.01007,0.4005
49,13,0.003043,-0.014346,0.018614,0.5505
49,14,0.012407,-0.017135,0.042418,0.651
49,15,-0.019434,-0.042247,0.001654,0.2745
49,16,0.030974,0.005404,0.058072,0.82675
49,17,0.006167,-0.020967,0.029553,0.58
49,18,0.035974,0.019012,0.051846,0.9025
49,19,0.011024,-0.006904,0.030284,0.652
49,20,-0.032021,-0.068178,0.003376,0.1685
49,21,-0.042937,-0.076622,-0.010657,0.094
49,22,-0.020611,-0.046736,0.006679,0.26375
49,23,0.033278,0.014361,0.051561,0.87025
49,24,0.009666,-0.008404,0.028955,0.6365
49,25,-0.014858,-0.039695,0.007597,0.292
49,26,0.014006,-0.017551,0.04493,0.6755
49,27,0.051136,0.031672,0.075007,0.9715
49,28,0.081664,0.061101,0.101813,0.99875
49,29,0.028728,0.010744,0.045774,0.84475
49,30,-0.013015,-0.029999,0.004245,0.32225
49,31,0.033527,0.015451,0.04883,0.87775
49,32,0.030666,-0.001378,0.059106,0.853
49,33,0.007911,-0.026926,0.043461,0.593
49,34,-0.013898,-0.044165,0.01465,0.32625
49,35,0.012346,-0.025973,0.049101,0.6535
49,36,0.027123,-0.009705,0.068193,0.79775
49,37,0.037947,0.017297,0.057807,0.902
49,38,0.043823,0.027603,0.061053,0.938
49,39,0.072921,0.055929,0.091672,0.99525
49,40,0.041645,0.023198,0.061561,0.92425
49,41,-0.034222,-0.06374,-0.003748,0.135
49,42,-0.075474,-0.110506,-0.039761,0.0105
49,43,-0.069605,-0.101729,-0.03671,0.01225
49,44,0.015286,-0.009966,0.040946,0.7045
49,45,-0.019782,-0.038475,-0.000923,0.24775
49,46,-0.048278,-0.065652,-0.030945,0.05275
49,47,-0.002864,-0.05638,0.048846,0.47375
49,48,0.01081,-0.039659,0.061702,0.613
50,0,0.006371,-0.02834,0.0425,0.57325
50,1,0.031616,0.000573,0.061506,0.8575
50,2,-0.050501,-0.080279,-0.020406,0.05925
50,3,0.043157,0.015425,0.071553,0.8905
50,4,-0.047067,-0.07337,-0.018366,0.09575
50,5,-0.06938,-0.095816,-0.042953,0.015
50,6,-0.016504,-0.048135,0.0155,0.3225
50,7,-0.037374,-0.067945,-0.00578,0.15675
50,8,-0.019739,-0.055972,0.016872,0.25675
50,9,-0.03074,-0.060428,-0.000806,0.15425
50,10,0.001888,-0.028649,0.031792,0.533
50,11,0.01731,-0.015689,0.047867,0.67925
50,12,0.017133,-0.01245,0.047928,0.676
50,13,-0.020555,-0.050399,0.006506,0.29275
50,14,-0.103345,-0.140807,-0.059047,0.004
50,15,-0.00491,-0.041243,0.036509,0.45475
50,16,-0.046871,-0.08715,-0.006109,0.12425
50,17,0.004406,-0.033879,0.040957,0.5575
50,18,-0.07227,-0.10056,-0.046097,0.01475
50,19,-0.047499,-0.076718,-0.018451,0.08825
50,20,0.007203,-0.034443,0.050684,0.565
50,21,-0.003319,-0.049905,0.038537,0.4685
50,22,-0.040955,-0.078127,-0.006104,0.13725
50,23,-0.028049,-0.055007,0.004533,0.20825
50,24,0.010412,-0.022344,0.039415,0.62275
50,25,-0.002345,-0.027166,0.025594,0.45125
50,26,-0.027233,-0.059985,0.006028,0.1715
50,27,-0.00832,-0.032668,0.017965,0.396
50,28,-0.014665,-0.038658,0.011754,0.30575
50,29,-0.029189,-0.056449,-0.005784,0.17675
50,30,0.000572,-0.027212,0.026541,0.517
50,31,-0.006608,-0.033238,0.017835,0.42325
50,32,-0.048206,-0.082027,-0.014056,0.0615
50,33,-0.002605,-0.041591,0.036862,0.465
50,34,0.023573,-0.011812,0.057432,0.75825
50,35,0.007558,-0.034572,0.050949,0.575
50,36,0.025937,-0.016921,0.068559,0.758
50,37,0.026187,-0.006737,0.058173,0.7805
50,38,-0.0481,-0.075098,-0.02054,0.054
50,39,0.032845,0.00966,0.056554,0.8735
50,40,0.00636,-0.020853,0.034327,0.5785
50,41,0.043914,-0.006337,0.098259,0.8615
50,42,0.024718,-0.03023,0.077318,0.7285
50,43,0.092689,0.023325,0.16623,0.95
50,44,0.010962,-0.042742,0.063359,0.597
50,45,0.013135,-0.035782,0.057538,0.6165
50,46,-0.042827,-0.08439,-0.003298,0.146
50,47,-0.018498,-0.049794,0.016345,0.27975
50,48,-0.061759,-0.090348,-0.032412,0.021
50,49,-0.017558,-0.041438,0.009176,0.27925
51,0,-0.000644,-0.038721,0.036506,0.5
51,1,0.030215,-0.000962,0.063701,0.83475
51,2,-0.050252,-0.082814,-0.020531,0.0635
51,3,-0.000938,-0.030567,0.027908,0.496
51,4,0.005944,-0.024426,0.035641,0.563
51,5,-0.107417,-0.135878,-0.076069,0.00025
51,6,-0.012164,-0.046199,0.020228,0.361
51,7,-0.066464,-0.098993,-0.031741,0.03325
51,8,0.006077,-0.030369,0.043635,0.575
51,9,0.002751,-0.027712,0.033486,0.538
51,10,-0.029623,-0.062617,0.001148,0.168
51,11,0.035647,0.003144,0.065444,0.83475
51,12,-0.004664,-0.037542,0.024578,0.4485
51,13,0.012335,-0.0165,0.042816,0.63175
51,14,-0.057661,-0.096145,-0.014322,0.05775
51,15,-0.052942,-0.093341,-0.011882,0.08825
51,16,0.019538,-0.020061,0.058218,0.6925
51,17,0.010804,-0.024476,0.048774,0.6165
51,18,-0.023377,-0.053121,0.004126,0.246
51,19,-0.007964,-0.03716,0.023739,0.411
51,20,-0.00626,-0.048,0.042386,0.427
51,21,-0.004676,-0.049463,0.037848,0.44425
51,22,-0.017764,-0.054531,0.020155,0.32025
51,23,-0.031379,-0.063483,-0.000797,0.18625
51,24,0.016574,-0.015669,0.047198,0.67125
51,25,-0.023513,-0.048032,0.004105,0.18725
51,26,0.002748,-0.028206,0.03436,0.5395
51,27,-0.018764,-0.045303,0.005687,0.25225
51,28,0.013944,-0.012244,0.039168,0.67525
51,29,-0.032955,-0.059781,-0.007727,0.1385
51,30,-0.021448,-0.050571,0.005643,0.264
51,31,-0.018544,-0.045882,0.007909,0.277
51,32,-0.030496,-0.063808,0.004164,0.164
51,33,0.010615,-0.027917,0.049315,0.63
51,34,0.014831,-0.022438,0.050553,0.676
51,35,-0.013969,-0.055099,0.031383,0.36375
51,36,0.00685,-0.03726,0.047571,0.56
51,37,0.08593,0.045154,0.12319,0.98925
51,38,-0.021148,-0.052776,0.009061,0.261
51,39,-0.025499,-0.049445,-0.002725,0.182
51,40,0.017824,-0.010271,0.047286,0.72
51,41,-0.005357,-0.048675,0.046671,0.457
51,42,0.047835,-0.018185,0.110729,0.84
51,43,0.052077,-0.001255,0.106686,0.88825
51,44,-0.031528,-0.075205,0.011733,0.2005
51,45,0.046387,0.009045,0.085499,0.891
51,46,0.001783,-0.034318,0.03665,0.525
51,47,-0.007436,-0.041358,0.027067,0.3905
51,48,-0.031101,-0.059556,-0.000605,0.14575
51,49,-0.00389,-0.030135,0.023174,0.46625
51,50,0.404117,0.360232,0.445771,1.0
