sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,66,58,104,94,92,113,103,104,89,75,62,75,68,63,56,50,63,29,37,32,34,30,20,21,25,13,11,7,4,4,5,7,3,2,3,1,1,1,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0
1,61,60,82,95,109,110,100,118,86,74,66,72,66,59,68,56,34,48,43,22,31,27,31,18,14,13,12,7,12,7,8,1,3,1,6,2,1,2,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0
2,48,74,78,104,111,111,98,115,85,87,72,79,53,59,59,42,38,52,39,29,27,35,24,21,13,13,17,9,4,8,6,4,2,4,3,0,3,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0
3,48,77,87,104,111,111,93,93,94,82,78,78,57,61,67,44,44,38,43,26,30,23,23,19,18,16,22,10,7,4,4,1,3,3,4,1,1,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
4,44,83,88,85,94,108,112,113,80,87,71,68,74,50,54,46,44,61,44,25,40,19,25,25,14,11,14,10,7,7,9,6,2,2,1,1,1,0,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0
5,53,73,83,113,106,97,108,91,87,76,89,73,60,60,60,45,50,38,46,32,36,33,17,21,19,10,9,3,6,9,4,4,5,4,1,3,1,2,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0
6,53,70,84,98,119,98,109,102,91,86,63,60,54,57,65,44,53,52,35,40,38,16,22,21,17,16,10,10,15,5,4,4,4,5,2,2,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
7,52,77,95,95,96,100,117,97,88,89,66,70,69,61,57,46,43,39,47,29,34,26,21,23,12,19,13,9,5,8,7,3,4,4,2,0,2,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
8,44,72,76,110,121,103,99,96,92,84,76,78,55,57,58,46,50,47,43,34,33,34,21,27,7,11,7,10,7,7,6,2,3,2,2,2,3,2,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0
9,55,67,92,97,108,100,103,96,101,75,72,79,65,68,44,56,49,46,30,28,32,23,27,16,19,15,13,15,7,5,1,7,5,3,2,2,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
10,48,81,94,96,104,110,90,92,79,87,73,84,65,58,47,54,60,45,37,35,35,20,28,16,16,18,13,12,6,4,2,2,5,3,2,2,4,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
11,44,70,95,99,108,94,88,92,89,103,86,79,64,65,57,65,42,40,33,34,27,23,27,22,12,9,6,9,17,6,6,4,0,0,5,5,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12,48,74,105,94,94,97,114,81,101,77,77,82,72,54,71,47,43,38,47,33,25,25,28,15,16,14,8,10,5,8,3,7,3,2,4,5,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
13,54,80,83,99,97,101,103,102,83,87,94,64,61,66,45,41,52,52,37,32,33,22,32,25,18,10,8,15,3,6,4,5,3,4,1,2,1,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0
14,53,67,89,100,110,106,101,85,110,77,72,90,60,59,51,42,43,42,38,38,32,30,33,17,13,10,13,9,6,7,5,2,3,6,3,1,2,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
15,49,100,82,93,97,87,120,121,81,64,85,75,68,59,44,55,47,40,47,30,30,19,13,29,14,14,7,9,5,8,11,7,3,3,4,4,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
16,49,86,82,85,106,97,116,85,105,81,80,68,64,56,43,58,55,49,41,42,31,32,17,16,19,10,9,8,10,5,3,3,5,3,1,4,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
17,49,70,81,104,112,102,98,93,112,82,72,68,51,75,47,63,36,48,38,41,35,25,22,19,17,14,16,6,4,5,2,4,3,6,2,1,2,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0
18,57,72,94,98,93,121,98,82,89,92,83,74,49,59,58,45,57,43,32,37,34,22,28,22,16,16,15,8,3,5,5,3,5,4,3,2,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19,47,78,86,83,109,107,114,89,108,91,67,70,58,62,57,54,40,43,39,34,28,33,18,20,20,11,15,8,8,4,4,4,5,2,2,2,5,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
20,56,79,88,109,110,113,84,87,97,74,89,74,58,57,59,52,44,41,30,37,30,22,24,15,16,14,10,16,11,8,7,1,3,5,0,1,2,2,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0
21,51,67,72,108,101,124,103,112,93,79,84,76,61,54,63,45,42,41,31,41,24,30,21,15,18,19,7,9,6,5,3,1,1,7,6,3,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0
22,48,78,80,88,101,120,94,79,106,85,80,78,65,43,55,55,47,45,36,33,47,28,27,20,14,17,13,6,6,6,4,6,3,4,3,2,3,0,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0
23,58,60,94,99,99,111,105,102,91,80,75,66,68,65,52,59,41,36,36,37,29,41,20,24,15,15,9,9,5,4,3,4,6,3,1,3,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24,48,85,85,95,101,115,95,108,98,88,75,67,57,63,43,54,47,40,39,37,29,25,23,25,24,11,7,12,7,6,4,2,3,3,3,2,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
25,49,70,86,103,93,114,112,92,93,81,92,83,57,47,48,54,46,31,41,40,36,23,17,24,19,18,14,12,4,3,6,4,3,2,1,2,3,1,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0
26,59,72,79,89,113,119,122,84,96,101,77,66,44,71,48,33,38,45,30,42,33,29,21,24,22,14,12,8,5,6,8,7,2,3,3,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
27,45,79,83,106,105,104,106,101,87,86,69,62,73,64,65,55,35,34,41,41,27,30,20,16,17,12,13,17,9,5,5,2,6,3,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28,44,72,91,103,109,110,104,101,89,84,87,63,63,61,53,43,41,34,38,41,33,26,27,26,15,12,14,8,7,7,5,2,3,6,1,3,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
29,49,64,93,120,100,92,100,84,91,106,76,76,69,60,41,58,54,41,43,32,33,25,19,14,18,10,8,5,11,11,7,3,5,1,3,3,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
30,61,71,70,110,102,92,112,85,99,106,94,44,71,70,46,43,47,44,34,34,28,23,24,24,22,14,12,10,7,5,4,4,4,1,2,4,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0
31,47,73,84,102,108,99,112,108,100,71,77,73,64,50,47,50,58,33,39,40,38,28,17,19,17,13,14,11,6,11,4,2,1,3,2,3,3,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0
32,46,68,89,110,100,108,110,93,90,91,72,73,71,59,41,53,52,45,34,33,34,14,22,33,16,13,8,9,10,2,7,4,6,2,3,1,4,1,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0
33,54,78,84,104,105,114,84,106,92,72,77,65,77,59,49,40,62,35,40,37,30,26,13,25,18,18,16,11,5,5,1,7,7,3,4,3,1,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
