name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,1]	-0.335	0.00677	0.335	-0.908	-0.326	0.215	2442.0	0.718	1.0
theta[2,1]	-0.246	0.0141	0.844	-1.69	-0.216	1.08	3599.0	1.06	1.0
theta[3,1]	-0.393	0.0132	0.812	-1.78	-0.364	0.859	3757.0	1.1	0.999
theta[4,1]	-0.238	0.0139	0.924	-1.77	-0.236	1.27	4410.0	1.3	1.0
theta[5,1]	-1.1	0.0115	0.677	-2.31	-1.05	-0.101	3441.0	1.01	1.0
theta[6,1]	1.01	0.0119	0.71	-0.123	0.997	2.22	3543.0	1.04	1.0
theta[7,1]	-0.269	0.0129	0.751	-1.61	-0.196	0.834	3412.0	1.0	1.0
theta[8,1]	-0.933	0.00858	0.524	-1.82	-0.907	-0.118	3732.0	1.1	1.0
theta[9,1]	-0.214	0.013	0.843	-1.72	-0.155	1.06	4236.0	1.25	1.0
theta[10,1]	1.32	0.0115	0.638	0.252	1.33	2.35	3092.0	0.909	1.0
theta[11,1]	-0.0547	0.0136	0.93	-1.63	-0.0335	1.41	4703.0	1.38	0.999
theta[1,2]	0.336	0.00616	0.287	-0.152	0.353	0.792	2170.0	0.638	1.0
theta[2,2]	1.06	0.00853	0.5	0.227	1.07	1.88	3445.0	1.01	1.0
theta[3,2]	0.692	0.0134	0.746	-0.529	0.67	1.93	3083.0	0.906	1.0
theta[4,2]	1.32	0.0111	0.637	0.242	1.33	2.35	3291.0	0.967	1.0
theta[5,2]	-1.2	0.00948	0.606	-2.26	-1.16	-0.274	4090.0	1.2	1.0
theta[6,2]	-1.24	0.0115	0.683	-2.38	-1.24	-0.122	3506.0	1.03	1.0
theta[7,2]	-0.295	0.0118	0.658	-1.48	-0.242	0.679	3116.0	0.916	1.0
theta[8,2]	-0.484	0.00844	0.492	-1.25	-0.515	0.365	3405.0	1.0	1.0
theta[9,2]	1.99	0.00852	0.505	1.2	1.96	2.88	3510.0	1.03	1.0
theta[10,2]	-0.378	0.012	0.78	-1.76	-0.321	0.78	4215.0	1.24	1.0
theta[11,2]	-0.108	0.0134	0.902	-1.63	-0.0848	1.34	4545.0	1.34	1.0
theta[1,3]	-0.664	0.00825	0.405	-1.35	-0.647	-0.0297	2402.0	0.706	1.0
theta[2,3]	-0.088	0.0152	0.859	-1.58	-0.052	1.24	3199.0	0.94	0.999
theta[3,3]	-0.53	0.0133	0.846	-1.92	-0.503	0.813	4055.0	1.19	0.999
theta[4,3]	-0.105	0.0136	0.923	-1.65	-0.0723	1.37	4612.0	1.36	0.999
theta[5,3]	-0.916	0.0106	0.654	-2.07	-0.862	0.0262	3820.0	1.12	1.0
theta[6,3]	-0.466	0.0134	0.782	-1.82	-0.433	0.755	3417.0	1.0	1.0
theta[7,3]	1.58	0.00754	0.487	0.799	1.57	2.4	4166.0	1.22	1.0
theta[8,3]	0.183	0.00908	0.524	-0.639	0.16	1.09	3334.0	0.98	1.0
theta[9,3]	1.93	0.00729	0.441	1.23	1.91	2.69	3659.0	1.08	1.0
theta[10,3]	-0.0599	0.0138	0.876	-1.58	-0.027	1.32	4043.0	1.19	1.0
theta[11,3]	-0.00712	0.0146	0.995	-1.67	0.0104	1.57	4638.0	1.36	0.999
theta[1,4]	-1.08	0.00971	0.463	-1.87	-1.05	-0.349	2278.0	0.67	1.0
theta[2,4]	-0.128	0.0153	0.931	-1.66	-0.101	1.36	3720.0	1.09	1.0
theta[3,4]	-0.367	0.0139	0.892	-1.9	-0.311	1.03	4123.0	1.21	0.999
theta[4,4]	-0.00717	0.0157	0.987	-1.66	0.00962	1.57	3957.0	1.16	1.0
theta[5,4]	0.318	0.00968	0.55	-0.556	0.307	1.22	3226.0	0.949	1.0
theta[6,4]	-0.371	0.0142	0.868	-1.85	-0.337	1.0	3754.0	1.1	0.999
theta[7,4]	1.79	0.00872	0.496	0.994	1.8	2.61	3239.0	0.952	1.0
theta[8,4]	0.234	0.00953	0.515	-0.607	0.238	1.09	2921.0	0.859	1.0
theta[9,4]	-0.253	0.0137	0.891	-1.76	-0.222	1.16	4198.0	1.23	1.0
theta[10,4]	0.013	0.0146	0.938	-1.55	0.0421	1.49	4150.0	1.22	1.0
theta[11,4]	-0.0146	0.0146	0.985	-1.63	-0.0245	1.62	4535.0	1.33	1.0
theta[1,5]	1.32	0.00587	0.281	0.848	1.32	1.77	2297.0	0.675	1.0
theta[2,5]	-0.958	0.0121	0.719	-2.22	-0.923	0.15	3511.0	1.03	1.0
theta[3,5]	-0.784	0.0274	0.75	-2.02	-0.793	0.462	748.0	0.22	1.0
theta[4,5]	-0.835	0.0131	0.786	-2.15	-0.801	0.405	3625.0	1.07	0.999
theta[5,5]	-1.24	0.00901	0.529	-2.12	-1.22	-0.39	3451.0	1.01	1.0
theta[6,5]	0.218	0.0134	0.856	-1.14	0.179	1.65	4064.0	1.19	0.999
theta[7,5]	0.637	0.00774	0.469	-0.117	0.638	1.4	3678.0	1.08	1.0
theta[8,5]	-0.0565	0.0108	0.67	-1.09	-0.0931	1.13	3826.0	1.12	0.999
theta[9,5]	0.596	0.0086	0.407	-0.062	0.599	1.26	2238.0	0.658	1.0
theta[10,5]	0.95	0.0101	0.573	0.0212	0.94	1.9	3227.0	0.949	1.0
theta[11,5]	0.329	0.0163	0.854	-1.12	0.344	1.67	2750.0	0.808	0.999
theta[1,6]	-1.67	0.011	0.599	-2.71	-1.63	-0.767	2940.0	0.864	1.0
theta[2,6]	-0.127	0.0146	0.971	-1.76	-0.115	1.41	4417.0	1.3	1.0
theta[3,6]	-0.196	0.0142	0.936	-1.79	-0.186	1.33	4328.0	1.27	1.0
theta[4,6]	-0.0311	0.0158	0.998	-1.7	-0.016	1.62	3997.0	1.18	1.0
theta[5,6]	0.532	0.0103	0.583	-0.411	0.529	1.49	3204.0	0.942	1.0
theta[6,6]	-0.218	0.0142	0.905	-1.76	-0.205	1.23	4077.0	1.2	1.0
theta[7,6]	-0.124	0.0139	0.878	-1.61	-0.071	1.22	3999.0	1.18	1.0
theta[8,6]	-0.748	0.0125	0.736	-2.02	-0.715	0.389	3478.0	1.02	1.0
theta[9,6]	-0.0622	0.0139	0.897	-1.62	-0.0296	1.38	4182.0	1.23	1.0
theta[10,6]	-0.087	0.0147	0.957	-1.71	-0.0655	1.45	4235.0	1.25	1.0
theta[11,6]	-0.053	0.0142	0.985	-1.68	-0.0601	1.55	4808.0	1.41	1.0
theta[1,7]	-0.913	0.00895	0.443	-1.67	-0.888	-0.229	2445.0	0.719	1.0
theta[2,7]	-0.677	0.0145	0.946	-2.26	-0.659	0.829	4266.0	1.25	1.0
theta[3,7]	0.0471	0.0135	0.832	-1.35	0.0727	1.38	3817.0	1.12	1.0
theta[4,7]	2.35	0.0161	0.76	1.05	2.38	3.54	2242.0	0.659	1.0
theta[5,7]	-0.821	0.0113	0.682	-2.05	-0.76	0.201	3634.0	1.07	1.0
theta[6,7]	-0.377	0.0136	0.83	-1.8	-0.349	0.928	3745.0	1.1	1.0
theta[7,7]	-0.193	0.0128	0.824	-1.63	-0.133	1.03	4166.0	1.22	0.999
theta[8,7]	-1.04	0.0109	0.653	-2.2	-0.989	-0.0662	3565.0	1.05	1.0
theta[9,7]	-0.168	0.0133	0.877	-1.67	-0.119	1.2	4352.0	1.28	1.0
theta[10,7]	-0.163	0.0138	0.946	-1.78	-0.137	1.37	4707.0	1.38	0.999
theta[11,7]	0.0247	0.0142	0.971	-1.6	0.0124	1.62	4704.0	1.38	0.999
theta[1,8]	0.728	0.0058	0.291	0.243	0.728	1.2	2527.0	0.743	1.0
theta[2,8]	-0.0195	0.0114	0.631	-1.1	0.0282	0.925	3081.0	0.906	1.0
theta[3,8]	0.844	0.0129	0.791	-0.39	0.818	2.22	3740.0	1.1	1.0
theta[4,8]	-0.351	0.0133	0.811	-1.75	-0.305	0.92	3743.0	1.1	1.0
theta[5,8]	-1.46	0.0108	0.61	-2.53	-1.41	-0.548	3166.0	0.931	1.0
theta[6,8]	0.468	0.0127	0.797	-0.776	0.454	1.82	3917.0	1.15	1.0
theta[7,8]	-0.733	0.0118	0.702	-1.97	-0.679	0.326	3531.0	1.04	1.0
theta[8,8]	0.00116	0.0103	0.622	-0.959	-0.0251	1.05	3661.0	1.08	1.0
theta[9,8]	0.126	0.0101	0.589	-0.909	0.186	0.993	3370.0	0.991	1.0
theta[10,8]	0.564	0.00938	0.564	-0.395	0.578	1.49	3614.0	1.06	1.0
theta[11,8]	-0.26	0.0136	0.882	-1.73	-0.248	1.17	4214.0	1.24	0.999
theta[1,9]	-0.014	0.00672	0.307	-0.545	-0.0023	0.481	2087.0	0.614	1.0
theta[2,9]	1.56	0.00927	0.521	0.751	1.54	2.44	3155.0	0.928	1.0
theta[3,9]	-0.436	0.0117	0.766	-1.76	-0.407	0.81	4253.0	1.25	1.0
theta[4,9]	1.55	0.0145	0.702	0.386	1.58	2.68	2352.0	0.692	1.0
theta[5,9]	1.03	0.0102	0.597	0.0888	1.01	2.05	3451.0	1.01	1.0
theta[6,9]	-1.06	0.0119	0.709	-2.26	-1.04	0.0831	3554.0	1.04	1.0
theta[7,9]	-0.468	0.0125	0.744	-1.77	-0.421	0.648	3547.0	1.04	1.0
theta[8,9]	-1.33	0.0107	0.558	-2.29	-1.29	-0.483	2702.0	0.794	1.0
theta[9,9]	-0.274	0.0125	0.793	-1.64	-0.226	0.929	4006.0	1.18	1.0
theta[10,9]	-0.342	0.0128	0.851	-1.8	-0.313	1.0	4407.0	1.3	1.0
theta[11,9]	-0.188	0.0137	0.913	-1.75	-0.17	1.31	4414.0	1.3	1.0
theta[1,10]	0.538	0.00631	0.284	0.0699	0.538	1.01	2033.0	0.598	1.0
theta[2,10]	-0.76	0.0136	0.802	-2.17	-0.702	0.468	3456.0	1.02	1.0
theta[3,10]	-0.429	0.0261	0.782	-1.75	-0.4	0.798	900.0	0.265	1.0
theta[4,10]	-0.356	0.0126	0.821	-1.79	-0.334	0.945	4237.0	1.25	1.0
theta[5,10]	0.59	0.0104	0.569	-0.336	0.584	1.53	2966.0	0.872	1.0
theta[6,10]	0.545	0.0147	0.786	-0.665	0.519	1.86	2864.0	0.842	1.0
theta[7,10]	1.02	0.0073	0.461	0.269	1.02	1.79	4000.0	1.18	1.0
theta[8,10]	-0.207	0.0102	0.568	-1.09	-0.231	0.776	3100.0	0.911	1.0
theta[9,10]	-0.486	0.0123	0.769	-1.86	-0.421	0.653	3879.0	1.14	1.0
theta[10,10]	0.895	0.0092	0.535	0.0161	0.899	1.77	3378.0	0.993	1.0
theta[11,10]	0.598	0.0217	0.865	-0.936	0.653	1.93	1588.0	0.467	1.0
theta[1,11]	0.223	0.00604	0.298	-0.285	0.229	0.702	2437.0	0.717	1.0
theta[2,11]	0.859	0.0095	0.546	-0.0812	0.883	1.71	3300.0	0.97	1.0
theta[3,11]	0.849	0.0124	0.735	-0.328	0.838	2.08	3528.0	1.04	1.0
theta[4,11]	-0.47	0.0139	0.875	-1.99	-0.439	0.928	3961.0	1.16	1.0
theta[5,11]	-0.0626	0.0115	0.537	-0.919	-0.0851	0.859	2193.0	0.645	1.0
theta[6,11]	-0.391	0.0122	0.665	-1.46	-0.404	0.716	2980.0	0.876	1.0
theta[7,11]	-0.253	0.0109	0.653	-1.41	-0.196	0.72	3607.0	1.06	1.0
theta[8,11]	0.144	0.00976	0.583	-0.79	0.123	1.16	3566.0	1.05	0.999
theta[9,11]	-0.4	0.0134	0.803	-1.84	-0.345	0.795	3569.0	1.05	1.0
theta[10,11]	-0.38	0.0135	0.819	-1.79	-0.336	0.884	3704.0	1.09	1.0
theta[11,11]	-0.167	0.0142	0.889	-1.66	-0.144	1.28	3911.0	1.15	0.999
theta[1,12]	0.943	0.00614	0.287	0.473	0.942	1.42	2184.0	0.642	1.0
theta[2,12]	0.672	0.00911	0.517	-0.17	0.671	1.51	3217.0	0.946	1.0
theta[3,12]	0.828	0.0126	0.815	-0.459	0.801	2.23	4160.0	1.22	1.0
theta[4,12]	1.45	0.0123	0.686	0.358	1.43	2.59	3118.0	0.917	1.0
theta[5,12]	-0.599	0.00882	0.521	-1.45	-0.594	0.249	3495.0	1.03	1.0
theta[6,12]	0.18	0.0152	0.805	-1.11	0.146	1.56	2820.0	0.829	1.0
theta[7,12]	0.0751	0.00892	0.518	-0.806	0.091	0.903	3365.0	0.989	0.999
theta[8,12]	0.821	0.0121	0.765	-0.389	0.792	2.11	4009.0	1.18	1.0
theta[9,12]	-0.61	0.0124	0.732	-1.89	-0.573	0.486	3475.0	1.02	1.0
theta[10,12]	-0.332	0.0111	0.644	-1.49	-0.282	0.654	3380.0	0.994	1.0
theta[11,12]	-0.364	0.015	0.875	-1.82	-0.357	1.07	3394.0	0.998	1.0
theta[1,13]	-0.504	0.00722	0.369	-1.13	-0.49	0.0851	2608.0	0.767	1.0
theta[2,13]	-0.179	0.0144	0.874	-1.69	-0.138	1.16	3667.0	1.08	1.0
theta[3,13]	0.596	0.0331	0.829	-0.816	0.628	1.92	629.0	0.185	1.0
theta[4,13]	-0.0418	0.0153	0.922	-1.6	-0.0125	1.43	3630.0	1.07	0.999
theta[5,13]	1.29	0.0096	0.597	0.334	1.27	2.3	3873.0	1.14	1.0
theta[6,13]	-0.696	0.0132	0.779	-2.03	-0.666	0.52	3485.0	1.02	1.0
theta[7,13]	2.36	0.00925	0.55	1.48	2.34	3.29	3544.0	1.04	1.0
theta[8,13]	0.34	0.0108	0.565	-0.513	0.303	1.31	2760.0	0.811	0.999
theta[9,13]	-0.354	0.0143	0.87	-1.85	-0.308	0.978	3695.0	1.09	1.0
theta[10,13]	-0.065	0.0136	0.872	-1.55	-0.0306	1.31	4102.0	1.21	0.999
theta[11,13]	-0.0633	0.0145	0.981	-1.66	-0.0428	1.51	4564.0	1.34	0.999
theta[1,14]	-1.68	0.0114	0.584	-2.69	-1.65	-0.784	2619.0	0.77	1.0
theta[2,14]	-0.079	0.0168	0.943	-1.68	-0.0376	1.42	3155.0	0.928	1.0
theta[3,14]	-0.156	0.0133	0.911	-1.72	-0.143	1.32	4688.0	1.38	1.0
theta[4,14]	-0.0801	0.0157	1.01	-1.75	-0.0825	1.57	4096.0	1.2	0.999
theta[5,14]	0.531	0.00964	0.576	-0.403	0.52	1.48	3570.0	1.05	0.999
theta[6,14]	-0.225	0.0144	0.929	-1.79	-0.198	1.24	4175.0	1.23	1.0
theta[7,14]	-0.132	0.0138	0.895	-1.67	-0.0977	1.24	4195.0	1.23	1.0
theta[8,14]	-0.762	0.0124	0.721	-2.03	-0.722	0.338	3392.0	0.997	1.0
theta[9,14]	-0.0612	0.0147	0.914	-1.61	-0.0311	1.4	3882.0	1.14	1.0
theta[10,14]	-0.0816	0.015	0.966	-1.71	-0.0773	1.46	4126.0	1.21	1.0
theta[11,14]	-0.0753	0.0146	1.0	-1.75	-0.087	1.56	4667.0	1.37	0.999
theta[1,15]	-0.478	0.00688	0.387	-1.13	-0.464	0.139	3160.0	0.929	1.0
theta[2,15]	-0.245	0.0144	0.867	-1.77	-0.198	1.08	3644.0	1.07	1.0
theta[3,15]	-0.424	0.0135	0.828	-1.82	-0.393	0.862	3744.0	1.1	1.0
theta[4,15]	-0.0424	0.0151	0.939	-1.62	-0.0251	1.46	3849.0	1.13	1.0
theta[5,15]	0.69	0.00956	0.581	-0.235	0.689	1.67	3700.0	1.09	1.0
theta[6,15]	-0.773	0.0131	0.79	-2.13	-0.748	0.49	3616.0	1.06	1.0
theta[7,15]	0.702	0.0103	0.554	-0.263	0.735	1.56	2870.0	0.844	1.0
theta[8,15]	1.34	0.0106	0.703	0.232	1.3	2.61	4426.0	1.3	0.999
theta[9,15]	-0.302	0.013	0.835	-1.71	-0.27	0.988	4137.0	1.22	1.0
theta[10,15]	-0.087	0.0138	0.878	-1.58	-0.0513	1.31	4051.0	1.19	1.0
theta[11,15]	-0.0891	0.0149	1.0	-1.72	-0.0937	1.56	4484.0	1.32	1.0
theta[1,16]	0.425	0.00597	0.289	-0.0505	0.428	0.901	2346.0	0.69	1.0
theta[2,16]	0.95	0.00834	0.504	0.133	0.948	1.77	3648.0	1.07	1.0
theta[3,16]	-0.309	0.0266	0.752	-1.53	-0.309	0.906	800.0	0.235	1.0
theta[4,16]	0.304	0.0122	0.767	-1.04	0.345	1.46	3925.0	1.15	1.0
theta[5,16]	0.205	0.00878	0.541	-0.68	0.195	1.09	3794.0	1.12	0.999
theta[6,16]	0.784	0.0138	0.788	-0.442	0.746	2.12	3263.0	0.959	1.0
theta[7,16]	-0.355	0.0103	0.656	-1.5	-0.296	0.64	4067.0	1.2	1.0
theta[8,16]	0.723	0.0114	0.732	-0.416	0.674	1.99	4095.0	1.2	1.0
theta[9,16]	-0.407	0.0131	0.795	-1.81	-0.338	0.784	3699.0	1.09	1.0
theta[10,16]	-0.457	0.0131	0.796	-1.89	-0.406	0.746	3723.0	1.09	1.0
theta[11,16]	-0.256	0.0147	0.906	-1.77	-0.235	1.17	3789.0	1.11	0.999
theta[1,17]	-0.484	0.00723	0.372	-1.12	-0.467	0.0964	2646.0	0.778	1.0
theta[2,17]	-0.185	0.0139	0.851	-1.68	-0.134	1.14	3765.0	1.11	1.0
theta[3,17]	-0.442	0.0126	0.833	-1.87	-0.422	0.884	4400.0	1.29	0.999
theta[4,17]	-0.141	0.0138	0.909	-1.67	-0.115	1.3	4320.0	1.27	1.0
theta[5,17]	0.663	0.00935	0.568	-0.267	0.655	1.64	3696.0	1.09	1.0
theta[6,17]	0.233	0.0167	0.715	-0.929	0.24	1.39	1833.0	0.539	1.0
theta[7,17]	-0.394	0.0135	0.788	-1.79	-0.344	0.794	3426.0	1.01	1.0
theta[8,17]	-0.549	0.00891	0.513	-1.44	-0.531	0.253	3310.0	0.973	1.0
theta[9,17]	-0.205	0.0124	0.838	-1.67	-0.162	1.08	4565.0	1.34	1.0
theta[10,17]	-0.224	0.0131	0.898	-1.79	-0.164	1.16	4720.0	1.39	0.999
theta[11,17]	-0.116	0.0143	0.982	-1.72	-0.0995	1.47	4728.0	1.39	1.0
theta[1,18]	-0.443	0.00815	0.361	-1.07	-0.433	0.123	1964.0	0.577	1.0
theta[2,18]	-0.301	0.0139	0.87	-1.76	-0.278	1.08	3909.0	1.15	1.0
theta[3,18]	0.294	0.0227	0.785	-1.04	0.313	1.52	1198.0	0.352	1.0
theta[4,18]	-0.146	0.0148	0.928	-1.73	-0.126	1.33	3935.0	1.16	1.0
theta[5,18]	-0.999	0.0109	0.669	-2.2	-0.946	-0.00203	3781.0	1.11	1.0
theta[6,18]	0.238	0.0199	0.712	-0.91	0.237	1.42	1275.0	0.375	1.0
theta[7,18]	-0.354	0.0152	0.792	-1.73	-0.281	0.83	2701.0	0.794	1.0
theta[8,18]	0.149	0.00974	0.523	-0.669	0.126	1.03	2884.0	0.848	1.0
theta[9,18]	-0.238	0.013	0.842	-1.71	-0.184	1.02	4190.0	1.23	1.0
theta[10,18]	1.43	0.0127	0.63	0.379	1.44	2.43	2478.0	0.729	0.999
theta[11,18]	-0.045	0.0149	0.936	-1.61	-0.0397	1.46	3962.0	1.16	1.0
theta[1,19]	-1.87	0.0119	0.651	-3.01	-1.83	-0.87	2999.0	0.882	1.0
theta[2,19]	-0.0953	0.0145	0.969	-1.71	-0.0814	1.51	4491.0	1.32	1.0
theta[3,19]	-0.128	0.0134	0.926	-1.68	-0.116	1.35	4796.0	1.41	1.0
theta[4,19]	-0.0684	0.0137	0.979	-1.69	-0.0626	1.52	5072.0	1.49	1.0
theta[5,19]	-0.661	0.0138	0.749	-1.98	-0.608	0.458	2948.0	0.867	1.0
theta[6,19]	-0.0564	0.0149	0.899	-1.55	-0.0394	1.41	3643.0	1.07	1.0
theta[7,19]	-0.0456	0.0145	0.9	-1.59	-0.00604	1.38	3831.0	1.13	1.0
theta[8,19]	-0.775	0.0124	0.76	-2.09	-0.735	0.381	3753.0	1.1	1.0
theta[9,19]	-0.0478	0.0142	0.92	-1.62	-0.0317	1.43	4205.0	1.24	1.0
theta[10,19]	-0.0449	0.0144	0.958	-1.66	-0.00496	1.43	4420.0	1.3	1.0
theta[11,19]	0.0554	0.0149	1.01	-1.61	0.0359	1.77	4577.0	1.35	1.0
theta[1,20]	-0.896	0.00889	0.431	-1.66	-0.874	-0.226	2345.0	0.69	1.0
theta[2,20]	-0.237	0.0145	0.901	-1.78	-0.184	1.16	3866.0	1.14	1.0
theta[3,20]	-0.349	0.0137	0.886	-1.84	-0.318	1.1	4201.0	1.23	1.0
theta[4,20]	-0.0218	0.0156	0.973	-1.64	5.49e-05	1.53	3867.0	1.14	1.0
theta[5,20]	0.21	0.00876	0.539	-0.657	0.202	1.1	3786.0	1.11	1.0
theta[6,20]	1.47	0.013	0.728	0.297	1.46	2.67	3124.0	0.918	1.0
theta[7,20]	-0.226	0.0134	0.821	-1.66	-0.172	1.0	3763.0	1.11	1.0
theta[8,20]	-0.58	0.00979	0.571	-1.56	-0.555	0.302	3408.0	1.0	1.0
theta[9,20]	-0.0795	0.0138	0.87	-1.55	-0.0284	1.28	3999.0	1.18	1.0
theta[10,20]	-0.174	0.0139	0.903	-1.71	-0.151	1.24	4239.0	1.25	1.0
theta[11,20]	-0.0747	0.0151	0.974	-1.74	-0.0451	1.51	4153.0	1.22	1.0
theta[1,21]	-0.761	0.00811	0.425	-1.49	-0.741	-0.111	2751.0	0.809	1.0
theta[2,21]	-0.207	0.0143	0.887	-1.72	-0.154	1.18	3845.0	1.13	1.0
theta[3,21]	0.842	0.0372	0.834	-0.591	0.881	2.16	502.0	0.147	1.0
theta[4,21]	-0.0661	0.0147	0.968	-1.66	-0.0643	1.52	4355.0	1.28	0.999
theta[5,21]	-0.843	0.0106	0.647	-1.96	-0.797	0.13	3714.0	1.09	1.0
theta[6,21]	-0.547	0.0136	0.842	-1.99	-0.525	0.793	3834.0	1.13	0.999
theta[7,21]	-0.398	0.0138	0.821	-1.84	-0.356	0.872	3521.0	1.04	1.0
theta[8,21]	0.62	0.0105	0.6	-0.3	0.594	1.65	3249.0	0.955	1.0
theta[9,21]	-0.262	0.0152	0.866	-1.74	-0.247	1.15	3247.0	0.955	1.0
theta[10,21]	-0.0891	0.0134	0.942	-1.74	-0.0633	1.4	4908.0	1.44	0.999
theta[11,21]	0.0572	0.0151	1.01	-1.63	0.064	1.74	4483.0	1.32	1.0
theta[1,22]	-0.264	0.00758	0.339	-0.839	-0.248	0.266	2001.0	0.588	1.0
theta[2,22]	-0.0601	0.0144	0.796	-1.47	-0.00353	1.13	3060.0	0.9	1.0
theta[3,22]	-0.646	0.013	0.839	-2.05	-0.627	0.715	4165.0	1.22	0.999
theta[4,22]	-0.187	0.0146	0.914	-1.7	-0.158	1.26	3902.0	1.15	1.0
theta[5,22]	0.537	0.00945	0.561	-0.365	0.522	1.47	3527.0	1.04	1.0
theta[6,22]	0.116	0.0151	0.691	-0.995	0.106	1.26	2095.0	0.616	1.0
theta[7,22]	1.4	0.00751	0.449	0.678	1.39	2.14	3578.0	1.05	1.0
theta[8,22]	-0.391	0.00819	0.479	-1.16	-0.392	0.403	3424.0	1.01	1.0
theta[9,22]	1.75	0.00756	0.439	1.06	1.73	2.5	3379.0	0.993	1.0
theta[10,22]	-0.205	0.013	0.866	-1.7	-0.164	1.12	4415.0	1.3	1.0
theta[11,22]	-0.122	0.0135	0.949	-1.72	-0.111	1.43	4942.0	1.45	1.0
theta[1,23]	1.31	0.00595	0.301	0.82	1.3	1.81	2563.0	0.753	1.0
theta[2,23]	-0.539	0.0111	0.64	-1.68	-0.486	0.446	3333.0	0.98	1.0
theta[3,23]	0.663	0.0137	0.822	-0.612	0.631	2.07	3619.0	1.06	1.0
theta[4,23]	0.732	0.012	0.698	-0.383	0.737	1.89	3377.0	0.993	1.0
theta[5,23]	0.215	0.0103	0.595	-0.723	0.195	1.23	3309.0	0.973	1.0
theta[6,23]	0.377	0.0146	0.899	-1.03	0.365	1.88	3802.0	1.12	1.0
theta[7,23]	0.609	0.00778	0.484	-0.177	0.607	1.41	3866.0	1.14	1.0
theta[8,23]	0.233	0.0107	0.713	-0.869	0.209	1.49	4453.0	1.31	0.999
theta[9,23]	-0.748	0.0128	0.731	-2.04	-0.671	0.328	3269.0	0.961	1.0
theta[10,23]	-0.932	0.0117	0.726	-2.18	-0.893	0.173	3858.0	1.13	1.0
theta[11,23]	0.293	0.0163	0.832	-1.13	0.306	1.61	2618.0	0.77	1.0
theta[1,24]	-1.19	0.00939	0.489	-2.05	-1.16	-0.43	2708.0	0.796	1.0
theta[2,24]	-0.104	0.0145	0.931	-1.65	-0.0811	1.36	4147.0	1.22	1.0
theta[3,24]	-0.368	0.0142	0.922	-1.91	-0.357	1.13	4244.0	1.25	1.0
theta[4,24]	0.0377	0.0147	0.981	-1.57	0.0427	1.62	4472.0	1.31	1.0
theta[5,24]	1.68	0.0104	0.632	0.672	1.66	2.75	3699.0	1.09	1.0
theta[6,24]	-0.504	0.0135	0.878	-2.01	-0.495	0.877	4234.0	1.24	1.0
theta[7,24]	-0.419	0.0133	0.878	-1.92	-0.374	0.934	4394.0	1.29	1.0
theta[8,24]	0.6	0.00977	0.558	-0.288	0.59	1.54	3263.0	0.959	1.0
theta[9,24]	-0.154	0.0135	0.893	-1.68	-0.0986	1.2	4356.0	1.28	1.0
theta[10,24]	-0.07	0.0151	0.943	-1.62	-0.0315	1.44	3896.0	1.15	1.0
theta[11,24]	-0.151	0.0146	0.971	-1.74	-0.165	1.47	4425.0	1.3	1.0
theta[1,25]	-1.69	0.0106	0.581	-2.69	-1.65	-0.784	2989.0	0.879	1.0
theta[2,25]	-0.0887	0.0148	0.947	-1.67	-0.0622	1.43	4120.0	1.21	1.0
theta[3,25]	-0.169	0.0139	0.931	-1.73	-0.156	1.37	4456.0	1.31	0.999
theta[4,25]	-0.0522	0.0159	0.972	-1.65	-0.0492	1.54	3743.0	1.1	1.0
theta[5,25]	0.524	0.00943	0.572	-0.409	0.515	1.46	3675.0	1.08	1.0
theta[6,25]	-0.19	0.0138	0.913	-1.7	-0.176	1.23	4375.0	1.29	1.0
theta[7,25]	-0.115	0.0126	0.87	-1.6	-0.0897	1.26	4735.0	1.39	1.0
theta[8,25]	-0.749	0.0122	0.719	-2.01	-0.702	0.339	3484.0	1.02	1.0
theta[9,25]	-0.0701	0.0138	0.904	-1.62	-0.0412	1.4	4264.0	1.25	0.999
theta[10,25]	-0.063	0.0149	0.968	-1.67	-0.0438	1.52	4236.0	1.25	1.0
theta[11,25]	-0.0674	0.0139	0.951	-1.63	-0.0748	1.53	4676.0	1.37	1.0
theta[1,26]	0.458	0.00624	0.297	-0.0357	0.456	0.948	2269.0	0.667	1.0
theta[2,26]	0.77	0.00948	0.52	-0.113	0.781	1.61	3009.0	0.885	1.0
theta[3,26]	0.856	0.013	0.775	-0.375	0.833	2.22	3548.0	1.04	1.0
theta[4,26]	-0.582	0.0137	0.845	-2.01	-0.558	0.767	3819.0	1.12	1.0
theta[5,26]	-1.08	0.00911	0.57	-2.09	-1.03	-0.207	3905.0	1.15	1.0
theta[6,26]	0.861	0.0128	0.8	-0.405	0.841	2.22	3905.0	1.15	1.0
theta[7,26]	-0.64	0.0112	0.707	-1.86	-0.589	0.423	4002.0	1.18	1.0
theta[8,26]	-0.284	0.0102	0.551	-1.13	-0.307	0.657	2891.0	0.85	1.0
theta[9,26]	0.822	0.00763	0.44	0.0763	0.84	1.5	3330.0	0.979	1.0
theta[10,26]	-0.519	0.0135	0.8	-1.94	-0.446	0.701	3528.0	1.04	1.0
theta[11,26]	-0.177	0.0145	0.894	-1.72	-0.158	1.27	3820.0	1.12	1.0
theta[1,27]	0.282	0.00588	0.299	-0.216	0.287	0.767	2584.0	0.76	1.0
