k1,k2,mu,lb,ub,pval
10,1,-0.072515,-0.09829,-0.046964,0.01875
10,2,0.030471,0.003231,0.055786,0.79075
10,3,-0.040873,-0.058822,-0.023181,0.13425
10,4,-0.019186,-0.033969,-0.005915,0.30375
10,5,0.064057,0.042653,0.084711,0.9565
10,6,0.162187,0.142317,0.182418,0.99975
10,7,-0.010658,-0.028247,0.007475,0.4005
10,8,0.324997,0.313734,0.335159,1.0
10,9,0.170848,0.159687,0.183389,1.0
11,0,-0.015127,-0.037843,0.003939,0.3165
11,1,-0.01119,-0.026028,0.00369,0.32725
11,2,-0.044548,-0.066445,-0.022581,0.1045
11,3,-0.008531,-0.033728,0.017343,0.44625
11,4,0.070674,0.041806,0.100048,0.88375
11,5,-0.022357,-0.042343,-0.003567,0.25675
11,6,-0.039817,-0.067411,-0.009361,0.19575
11,7,-0.039281,-0.078817,0.002502,0.28925
11,8,0.001748,-0.007565,0.010453,0.51275
11,9,-0.016594,-0.035177,-0.000784,0.338
11,10,0.015878,-0.001664,0.035338,0.6685
12,0,-0.033184,-0.053019,-0.015301,0.15475
12,1,0.007221,-0.00811,0.021158,0.58925
12,2,-0.028978,-0.046592,-0.00857,0.194
12,3,-0.052305,-0.075996,-0.029784,0.1305
12,4,0.095533,0.065136,0.125606,0.938
12,5,-0.033905,-0.051965,-0.017505,0.16125
12,6,0.049324,0.024153,0.074793,0.85175
12,7,-0.007393,-0.051953,0.034169,0.4815
12,8,0.018718,0.010605,0.026784,0.77775
12,9,-0.012725,-0.028872,0.003074,0.383
12,10,0.016341,-0.000115,0.032255,0.666
12,11,0.359518,0.328513,0.391148,1.0
13,0,-0.059679,-0.078602,-0.041392,0.03125
13,1,-0.052932,-0.066052,-0.039595,0.0215
13,2,-0.028553,-0.047443,-0.00957,0.17925
13,3,-0.07928,-0.104214,-0.055914,0.03725
13,4,0.009335,-0.02832,0.043002,0.5805
13,5,0.006822,-0.009568,0.02239,0.57125
13,6,0.00916,-0.017878,0.03452,0.57775
13,7,-0.047657,-0.096526,-0.001069,0.2595
13,8,0.026282,0.018779,0.032992,0.8865
13,9,0.031908,0.014876,0.047298,0.806
13,10,0.064111,0.048018,0.078841,0.96075
13,11,0.327351,0.29371,0.360209,1.0
13,12,0.495,0.462243,0.528656,1.0
14,0,0.033766,0.004785,0.061473,0.7765
14,1,-0.024602,-0.054481,0.005723,0.27525
14,2,0.132137,0.10443,0.163215,0.999
14,3,-0.051856,-0.072158,-0.030344,0.11475
14,4,0.017206,0.000181,0.033409,0.66275
14,5,0.408805,0.390637,0.428675,1.0
14,6,0.082397,0.057557,0.105815,0.96575
14,7,0.055574,0.036186,0.077101,0.899
14,8,-0.000522,-0.016826,0.01489,0.51025
14,9,-0.02533,-0.042427,-0.010025,0.2655
14,10,0.02277,0.005095,0.041172,0.7215
14,11,-0.023812,-0.048118,-0.00313,0.3025
14,12,-0.127493,-0.147847,-0.107526,0.002
14,13,-0.087086,-0.107351,-0.066927,0.021
15,0,0.008071,-0.007165,0.023089,0.578
15,1,0.016756,0.007907,0.026201,0.72325
15,2,0.038441,0.023077,0.0538,0.87475
15,3,-0.032469,-0.06252,-0.005201,0.27025
15,4,-0.013928,-0.048546,0.020052,0.45025
15,5,0.043481,0.02749,0.059218,0.89225
15,6,0.096863,0.06805,0.127218,0.96825
15,7,0.348329,0.30048,0.394005,1.0
15,8,-0.016281,-0.023893,-0.007672,0.26525
15,9,-0.0202,-0.038937,-0.00302,0.329
15,10,0.043292,0.024815,0.061154,0.8495
15,11,-0.106491,-0.153216,-0.063859,0.074
15,12,-0.125717,-0.174548,-0.075602,0.04525
15,13,-0.142366,-0.201108,-0.086527,0.04575
15,14,0.120107,0.100788,0.140182,0.99875
16,0,-0.012956,-0.032452,0.008867,0.341
16,1,-0.013287,-0.029068,0.004557,0.30425
16,2,-0.07583,-0.096998,-0.055563,0.02175
16,3,-0.034183,-0.057531,-0.009528,0.25325
16,4,-0.04559,-0.077895,-0.015579,0.26725
16,5,-0.035508,-0.055785,-0.018152,0.16
16,6,-0.086004,-0.112849,-0.060851,0.04525
16,7,-0.162741,-0.211858,-0.121533,0.00725
16,8,0.011521,0.004247,0.018953,0.636
16,9,0.021394,0.006754,0.036971,0.6945
16,10,0.053185,0.036967,0.067949,0.8995
16,11,0.399894,0.367137,0.429563,1.0
16,12,0.126855,0.084571,0.16907,0.94025
16,13,0.28204,0.231831,0.329709,0.9965
16,14,-0.028778,-0.047757,-0.010254,0.231
16,15,-0.091633,-0.144665,-0.039338,0.1315
17,0,-0.029009,-0.048939,-0.0083,0.2
17,1,-0.009239,-0.024248,0.007522,0.33125
17,2,-0.029868,-0.049459,-0.008834,0.18575
17,3,-0.066853,-0.089752,-0.042514,0.09625
17,4,-0.079343,-0.115106,-0.042781,0.10975
17,5,-0.025042,-0.042848,-0.007228,0.22975
17,6,-0.010119,-0.035044,0.013779,0.426
17,7,-0.111436,-0.161662,-0.061963,0.05975
17,8,0.022551,0.015625,0.029098,0.79025
17,9,0.018617,0.003377,0.032136,0.68075
17,10,0.087704,0.073288,0.101158,0.98825
17,11,0.187447,0.153911,0.224357,0.993
17,12,0.262113,0.221407,0.308419,0.998
17,13,0.455697,0.400085,0.506727,1.0
17,14,-0.015593,-0.033855,0.003939,0.34925
17,15,-0.153282,-0.209282,-0.093593,0.02525
17,16,0.573237,0.526791,0.617038,1.0
18,0,-0.055209,-0.07874,-0.032241,0.065
18,1,-0.056384,-0.077925,-0.035905,0.041
18,2,-0.048277,-0.072136,-0.025009,0.1005
18,3,-0.005504,-0.0235,0.011001,0.4625
18,4,0.060165,0.043699,0.075246,0.9135
18,5,-0.003715,-0.023343,0.01406,0.448
18,6,-0.083957,-0.105242,-0.060005,0.0185
18,7,-0.107271,-0.131196,-0.085497,0.00875
18,8,0.01682,0.006613,0.025934,0.731
18,9,-0.002316,-0.014012,0.009516,0.48575
18,10,0.023819,0.010148,0.039083,0.741
18,11,0.044599,0.024161,0.066174,0.8375
18,12,0.034674,0.012481,0.053406,0.77725
18,13,-0.020402,-0.042346,0.00271,0.34475
18,14,-0.092946,-0.109861,-0.074298,0.00825
18,15,0.020759,-0.004827,0.043972,0.655
18,16,-0.041979,-0.061838,-0.021954,0.20625
18,17,-0.065943,-0.08688,-0.045556,0.0925
19,0,-0.006749,-0.027819,0.013506,0.4295
19,1,-0.020064,-0.03931,-0.001197,0.25025
19,2,-0.05145,-0.072734,-0.030763,0.07175
19,3,-0.023139,-0.039479,-0.006771,0.309
19,4,-0.040937,-0.059076,-0.022962,0.20575
19,5,-0.049733,-0.067058,-0.032485,0.07225
19,6,-0.041735,-0.062139,-0.020992,0.16675
19,7,-0.0814,-0.106206,-0.057926,0.04875
19,8,0.00029,-0.007702,0.008499,0.47675
19,9,-0.00581,-0.016231,0.004407,0.44425
19,10,0.025638,0.012487,0.037992,0.7555
19,11,0.065947,0.043323,0.090217,0.89825
19,12,-0.029939,-0.053232,-0.006121,0.28925
19,13,-0.02338,-0.052859,0.008387,0.36475
19,14,-0.048574,-0.063876,-0.032197,0.115
19,15,-0.030207,-0.058093,-0.003352,0.3245
19,16,-0.011313,-0.035767,0.016084,0.46025
19,17,0.029466,-0.000855,0.060071,0.7095
19,18,0.491224,0.481364,0.50097,1.0
20,0,0.051508,0.025903,0.077608,0.9185
20,1,0.00329,-0.019268,0.025549,0.52775
20,2,0.061253,0.035176,0.087223,0.939
20,3,-0.025247,-0.04635,-0.004993,0.276
20,4,0.017787,-0.001306,0.036075,0.65025
20,5,0.033469,0.012143,0.055853,0.82225
20,6,-0.016021,-0.044054,0.008984,0.35225
20,7,0.049663,0.025507,0.077154,0.8365
20,8,-0.00134,-0.012321,0.010336,0.46975
20,9,-0.049231,-0.063671,-0.035265,0.0825
20,10,0.059636,0.043045,0.077422,0.93325
20,11,0.014453,-0.011631,0.040333,0.6135
20,12,-0.021161,-0.045043,0.003764,0.34525
20,13,0.00761,-0.016682,0.032943,0.571
20,14,0.095354,0.075003,0.116503,0.98325
20,15,0.051002,0.024355,0.080244,0.8305
20,16,0.010807,-0.013077,0.034264,0.58625
20,17,-0.061101,-0.083019,-0.03719,0.11425
20,18,-0.075265,-0.092884,-0.05793,0.034
20,19,-0.073053,-0.089056,-0.057152,0.034
21,0,0.021554,0.000549,0.041454,0.73375
21,1,0.020897,0.005468,0.037458,0.752
21,2,0.056957,0.034921,0.076936,0.9535
21,3,-0.097915,-0.119436,-0.076331,0.0125
21,4,-0.065781,-0.087543,-0.043171,0.104
21,5,0.018293,-0.000415,0.036996,0.6995
21,6,0.065375,0.038049,0.092366,0.92225
21,7,0.082291,0.048581,0.117815,0.90625
21,8,-0.018169,-0.027253,-0.009642,0.2305
21,9,-0.04444,-0.058895,-0.030543,0.1115
21,10,0.015831,-0.002022,0.032639,0.6755
21,11,-0.049699,-0.083253,-0.017779,0.197
21,12,-0.05379,-0.084988,-0.022198,0.1765
21,13,0.004615,-0.03206,0.038482,0.54425
21,14,0.007401,-0.013514,0.027539,0.567
21,15,0.067388,0.029546,0.107045,0.8335
21,16,0.020892,-0.010835,0.055003,0.64375
21,17,-0.016041,-0.050877,0.019089,0.43075
21,18,-0.086592,-0.105395,-0.068924,0.025
21,19,-0.10212,-0.120542,-0.084442,0.01075
21,20,0.464333,0.44837,0.480519,1.0
22,0,0.006029,-0.012749,0.025029,0.571
22,1,0.005486,-0.009789,0.019935,0.565
22,2,0.050659,0.031669,0.069945,0.942
22,3,-0.045231,-0.064653,-0.025527,0.1585
22,4,-0.052528,-0.07572,-0.024527,0.1795
22,5,-0.033942,-0.051255,-0.017244,0.159
22,6,-0.00381,-0.028653,0.019867,0.4685
22,7,0.073734,0.033021,0.110131,0.86825
22,8,0.002116,-0.00579,0.009036,0.4995
22,9,0.03911,0.025982,0.053302,0.8545
22,10,0.026443,0.011385,0.04153,0.76175
22,11,-0.080532,-0.117885,-0.047377,0.09125
22,12,-0.032227,-0.067369,0.006081,0.323
22,13,0.061999,0.014929,0.104132,0.80575
22,14,-0.022212,-0.04039,-0.003833,0.28225
22,15,0.035063,-0.019373,0.082924,0.67575
22,16,0.023187,-0.021597,0.068911,0.657
22,17,0.025637,-0.029773,0.077384,0.66025
22,18,-0.06567,-0.083088,-0.047965,0.08
22,19,-0.036702,-0.05735,-0.018192,0.2415
22,20,0.27828,0.259026,0.296389,1.0
22,21,0.581228,0.560837,0.599955,1.0
23,0,0.013099,-0.010582,0.038092,0.63675
23,1,0.004476,-0.016974,0.025702,0.5505
23,2,0.010293,-0.016081,0.034393,0.62
23,3,0.007117,-0.011423,0.027925,0.576
23,4,-0.070498,-0.091852,-0.052183,0.0625
23,5,0.043955,0.022876,0.063756,0.889
23,6,-0.032666,-0.060116,-0.008263,0.24075
23,7,-0.026086,-0.053088,0.001828,0.30725
23,8,0.019722,0.009623,0.030471,0.76075
23,9,0.005068,-0.00841,0.01889,0.563
23,10,0.073271,0.055699,0.08906,0.9715
23,11,0.019532,-0.006488,0.045319,0.66375
23,12,0.012838,-0.012229,0.03642,0.60425
23,13,0.028855,0.003704,0.05385,0.71975
23,14,0.029906,0.010058,0.049218,0.76025
23,15,-0.023649,-0.055281,0.007406,0.35275
23,16,-0.001928,-0.02855,0.020324,0.48475
23,17,-0.050594,-0.07397,-0.027532,0.169
23,18,0.022198,0.005677,0.038509,0.69
23,19,-0.045433,-0.060046,-0.029646,0.15325
23,20,0.354572,0.337277,0.370281,1.0
23,21,0.223191,0.202855,0.244413,1.0
23,22,0.113074,0.090984,0.132841,0.9865
24,0,0.069365,0.05067,0.086686,0.985
24,1,-0.008224,-0.02254,0.006021,0.365
24,2,-0.008255,-0.026069,0.011935,0.39975
24,3,0.019032,-0.001521,0.038987,0.65725
24,4,-0.073208,-0.100906,-0.0468,0.09375
24,5,0.005456,-0.010966,0.021489,0.5565
24,6,0.064896,0.040384,0.087543,0.9275
24,7,-0.024351,-0.065601,0.011938,0.3715
24,8,0.011608,0.004777,0.01861,0.66825
24,9,0.055612,0.040675,0.068536,0.933
24,10,0.046061,0.031909,0.061652,0.8985
24,11,-0.047832,-0.080939,-0.013819,0.23475
24,12,-0.047641,-0.08345,-0.010565,0.2535
24,13,0.032256,-0.013091,0.075771,0.6895
24,14,-0.032437,-0.049879,-0.012687,0.21725
24,15,0.105343,0.06071,0.14843,0.9075
24,16,-0.06811,-0.105524,-0.030152,0.1845
24,17,-0.118349,-0.161528,-0.074354,0.03925
24,18,-0.050182,-0.069104,-0.03169,0.13525
24,19,-0.025059,-0.045917,-0.003717,0.32375
24,20,0.118787,0.098535,0.138629,0.993
24,21,0.130298,0.104787,0.155763,0.9825
24,22,0.056646,0.022063,0.087085,0.81225
24,23,0.390641,0.373448,0.408111,1.0
25,0,-0.01171,-0.033947,0.009457,0.35725
25,1,-0.016002,-0.04234,0.009431,0.32025
25,2,-0.127283,-0.150546,-0.10593,0.00025
25,3,-0.089768,-0.103181,-0.076955,0.00075
25,4,-0.007634,-0.015639,0.001324,0.3655
25,5,-0.039917,-0.057907,-0.021135,0.11425
25,6,-0.077216,-0.091804,-0.061615,0.00325
25,7,-0.003379,-0.013261,0.006174,0.4225
25,8,-0.071211,-0.089617,-0.052189,0.01675
25,9,-0.025589,-0.038635,-0.011981,0.20525
25,10,-0.108582,-0.123414,-0.093036,0.00025
25,11,-0.03006,-0.039581,-0.019751,0.1075
25,12,-0.049411,-0.058964,-0.039362,0.02375
25,13,-0.032307,-0.041228,-0.023942,0.08275
25,14,-0.057873,-0.076243,-0.040624,0.046
25,15,-0.014623,-0.02254,-0.005377,0.2635
25,16,-0.032461,-0.040632,-0.023831,0.1155
25,17,-0.068758,-0.077824,-0.059791,0.00825
25,18,-0.000827,-0.012635,0.009877,0.46375
25,19,-0.004586,-0.014028,0.005362,0.42075
25,20,-0.051146,-0.064522,-0.039621,0.04425
25,21,-0.022622,-0.033057,-0.013672,0.18075
25,22,0.008715,0.000651,0.01721,0.617
25,23,-0.120414,-0.132843,-0.108381,0.0
25,24,-0.06184,-0.069887,-0.053209,0.0095
26,0,-0.074231,-0.094872,-0.052871,0.0105
26,1,0.025462,0.001809,0.049367,0.774
26,2,-0.140495,-0.160913,-0.119679,0.0
26,3,-0.095022,-0.107564,-0.082659,0.0005
26,4,-0.003893,-0.011283,0.004011,0.43025
26,5,-0.051966,-0.069775,-0.034227,0.05625
26,6,-0.077839,-0.091879,-0.062133,0.00325
26,7,0.004229,-0.005353,0.013265,0.5465
26,8,-0.053484,-0.071988,-0.034658,0.04925
26,9,-0.043614,-0.055995,-0.031183,0.0795
26,10,-0.074521,-0.088269,-0.060075,0.00675
26,11,-0.024724,-0.034377,-0.015165,0.13675
26,12,-0.011103,-0.019786,-0.002598,0.308
26,13,-0.015749,-0.022817,-0.007978,0.2165
26,14,-0.069919,-0.0867,-0.053509,0.0215
26,15,-0.000165,-0.007594,0.006974,0.47325
26,16,-0.042556,-0.049901,-0.035333,0.065
26,17,-0.012377,-0.018784,-0.005588,0.28375
26,18,0.028743,0.018089,0.038361,0.8485
26,19,-0.018407,-0.0271,-0.009566,0.23375
26,20,-0.105666,-0.118013,-0.093962,0.0
26,21,-0.079785,-0.089121,-0.070661,0.00075
26,22,-0.029946,-0.037987,-0.022355,0.09825
26,23,-0.082055,-0.092875,-0.070953,0.00175
26,24,-0.053045,-0.060669,-0.045528,0.0155
26,25,0.498933,0.484672,0.512467,1.0
27,0,0.006557,-0.015875,0.027963,0.57725
27,1,-0.001597,-0.027929,0.02246,0.4945
27,2,-0.069668,-0.093237,-0.047506,0.024
27,3,0.013623,0.001238,0.027242,0.66275
27,4,0.016754,0.007518,0.025416,0.70675
27,5,-0.057899,-0.076175,-0.038586,0.047
27,6,-0.037545,-0.054178,-0.021626,0.12725
27,7,-0.001477,-0.012333,0.009903,0.4775
27,8,-0.070781,-0.085646,-0.054619,0.01425
27,9,-0.056432,-0.068295,-0.045021,0.044
27,10,-0.07291,-0.086855,-0.059689,0.01325
27,11,-0.025959,-0.038083,-0.014353,0.18725
27,12,-0.047902,-0.059347,-0.037821,0.045
27,13,-0.003275,-0.013609,0.005987,0.4395
27,14,-0.041369,-0.058423,-0.024916,0.132
27,15,0.019078,0.007952,0.030388,0.73
27,16,0.002696,-0.006796,0.013123,0.5255
27,17,-0.041488,-0.051499,-0.030886,0.1025
27,18,0.011585,0.000693,0.022785,0.63525
27,19,0.000748,-0.007852,0.009937,0.51175
27,20,-0.043431,-0.056029,-0.029793,0.08525
27,21,-0.026594,-0.037346,-0.015605,0.189
27,22,0.033548,0.024427,0.043368,0.8915
27,23,-0.088124,-0.100036,-0.075617,0.00125
27,24,-0.019611,-0.028463,-0.009864,0.23525
27,25,0.281691,0.267108,0.296779,1.0
27,26,0.350234,0.33585,0.363567,1.0
28,0,-0.10243,-0.12358,-0.080515,0.00175
28,1,-0.009078,-0.033364,0.014454,0.40275
28,2,-0.07337,-0.094177,-0.050398,0.01325
28,3,-0.010256,-0.022757,0.002447,0.36775
28,4,0.027046,0.01848,0.035642,0.8185
28,5,-0.057363,-0.075009,-0.039978,0.04025
28,6,-0.090354,-0.107106,-0.074499,0.00125
28,7,0.039027,0.027418,0.050924,0.9055
28,8,-0.067752,-0.082272,-0.054565,0.01425
28,9,-0.024798,-0.034485,-0.014484,0.2215
28,10,-0.12191,-0.134019,-0.108866,0.0
28,11,-0.043465,-0.056139,-0.030595,0.074
28,12,-0.022765,-0.03372,-0.011737,0.21825
28,13,-0.005298,-0.016416,0.00476,0.41875
28,14,-0.092644,-0.108297,-0.07649,0.003
28,15,0.021133,0.00789,0.033347,0.72925
28,16,-0.044239,-0.054644,-0.033992,0.09225
28,17,-0.084679,-0.095033,-0.073814,0.007
28,18,-0.002835,-0.012466,0.007658,0.47275
28,19,-0.05976,-0.06804,-0.05178,0.02675
28,20,-0.086888,-0.098929,-0.073801,0.00275
28,21,-0.059094,-0.069593,-0.048361,0.03325
28,22,-0.002302,-0.011796,0.007225,0.46625
28,23,-0.061143,-0.072607,-0.049404,0.02875
28,24,-0.012586,-0.022304,-0.003421,0.32925
28,25,0.280099,0.265855,0.294453,1.0
28,26,0.360318,0.348375,0.37336,1.0
28,27,0.333599,0.322702,0.344063,1.0
29,0,-0.082207,-0.106314,-0.059423,0.01275
29,1,-0.063247,-0.087557,-0.040132,0.0315
29,2,-0.047941,-0.072476,-0.023694,0.09175
29,3,-0.03411,-0.049405,-0.017509,0.176
29,4,0.028813,0.017123,0.042437,0.77175
29,5,-0.061632,-0.081365,-0.04317,0.0375
29,6,-0.152547,-0.171612,-0.131404,0.0
29,7,0.003896,-0.013374,0.019953,0.5495
29,8,-0.079698,-0.091303,-0.067044,0.00675
29,9,-0.009305,-0.020002,0.001803,0.3915
29,10,-0.113133,-0.126802,-0.098859,0.0005
29,11,-0.032265,-0.050419,-0.016039,0.21725
29,12,-0.013615,-0.028734,0.002385,0.366
29,13,-0.038898,-0.055518,-0.023194,0.15525
29,14,-0.045984,-0.064113,-0.029491,0.11525
29,15,-0.03002,-0.047542,-0.012209,0.25
29,16,-0.012565,-0.028092,0.002033,0.3905
29,17,-0.022261,-0.038192,-0.007607,0.30275
29,18,0.005003,-0.007846,0.016863,0.562
29,19,-0.047784,-0.059,-0.037198,0.09775
29,20,-0.129229,-0.145714,-0.114282,0.0
29,21,-0.060757,-0.074993,-0.045089,0.0505
29,22,-0.063025,-0.07719,-0.049588,0.042
29,23,-0.031573,-0.046566,-0.016925,0.20825
29,24,-0.013054,-0.02782,0.000473,0.36375
29,25,0.196748,0.18374,0.209327,1.0
29,26,0.170643,0.158775,0.182286,1.0
29,27,0.045083,0.032908,0.057758,0.91275
29,28,0.173406,0.163728,0.183788,1.0
30,0,0.001355,-0.020801,0.023755,0.513
30,1,0.021253,0.002051,0.040275,0.7435
30,2,-0.068798,-0.093494,-0.045819,0.0355
30,3,-0.026899,-0.044771,-0.0084,0.26075
30,4,0.038729,0.021261,0.056574,0.7885
30,5,-0.088315,-0.107225,-0.069541,0.008
30,6,-0.112905,-0.135428,-0.088924,0.00375
30,7,-0.03253,-0.058194,-0.005267,0.2715
30,8,-0.064383,-0.072955,-0.055351,0.01175
30,9,0.004012,-0.007672,0.015849,0.54825
30,10,-0.043583,-0.058421,-0.028697,0.1125
30,11,-0.03589,-0.060088,-0.01039,0.2515
30,12,-0.065544,-0.090881,-0.04214,0.1005
30,13,-0.064626,-0.091349,-0.036365,0.1175
30,14,-0.061413,-0.07978,-0.043497,0.067
30,15,0.001393,-0.028474,0.030111,0.51175
30,16,0.038763,0.014661,0.063072,0.75075
30,17,0.008456,-0.018308,0.035199,0.58325
30,18,0.04809,0.032839,0.062346,0.87325
30,19,0.019955,0.00609,0.034408,0.6875
30,20,-0.075343,-0.094416,-0.057256,0.03575
30,21,-0.025774,-0.045636,-0.00638,0.307
30,22,-0.024755,-0.046676,-0.003755,0.32525
30,23,0.001599,-0.016943,0.019264,0.5325
30,24,0.021911,-0.002138,0.041681,0.6825
30,25,0.077923,0.068456,0.086973,0.999
30,26,0.042962,0.034094,0.051421,0.94675
30,27,0.010104,-0.00055,0.01971,0.619
30,28,0.057346,0.04855,0.067422,0.966
30,29,0.197383,0.185219,0.208318,1.0
31,0,-0.066734,-0.09045,-0.042982,0.03525
31,1,-0.042358,-0.06646,-0.021106,0.101
31,2,-0.138453,-0.163971,-0.11492,0.0
31,3,-0.076436,-0.093572,-0.058951,0.025
31,4,-0.033408,-0.049689,-0.018748,0.21975
31,5,-0.073685,-0.093504,-0.054973,0.0175
31,6,-0.128093,-0.149932,-0.106357,0.001
31,7,-0.039396,-0.060854,-0.017582,0.2005
31,8,-0.043611,-0.05365,-0.033859,0.064
31,9,0.010019,-0.001708,0.020545,0.61075
31,10,-0.069991,-0.083605,-0.054395,0.02275
31,11,0.004632,-0.016951,0.026012,0.544
31,12,-0.077059,-0.098338,-0.055779,0.0445
31,13,-0.017875,-0.041552,0.005119,0.36625
31,14,0.003506,-0.012871,0.021454,0.52375
31,15,-0.025064,-0.049454,-0.000304,0.323
31,16,0.088021,0.067278,0.107343,0.95125
31,17,0.064576,0.042879,0.084748,0.8975
31,18,0.056921,0.042812,0.069197,0.9255
31,19,0.142917,0.131217,0.154848,1.0
31,20,-0.147294,-0.165582,-0.131142,0.0
31,21,-0.049087,-0.066734,-0.030765,0.1305
31,22,-0.03773,-0.055799,-0.019407,0.20025
31,23,-0.035047,-0.053072,-0.019856,0.2035
31,24,-0.045089,-0.062837,-0.026434,0.15975
31,25,0.060263,0.049428,0.071949,0.98325
31,26,0.070377,0.059304,0.080071,0.9945
31,27,0.060036,0.049306,0.070828,0.97775
31,28,0.051745,0.042358,0.061454,0.9485
31,29,0.261458,0.251377,0.272134,1.0
31,30,0.274478,0.26192,0.286995,1.0
32,0,-0.058343,-0.081518,-0.035221,0.047
32,1,-0.078332,-0.101848,-0.053544,0.01225
32,2,-0.022039,-0.044998,0.001537,0.273
32,3,-0.081988,-0.097315,-0.068155,0.01125
32,4,0.010883,0.000385,0.021681,0.62225
32,5,0.008359,-0.009462,0.027489,0.6015
32,6,-0.116031,-0.134024,-0.098051,0.0
32,7,-0.049897,-0.063986,-0.036186,0.0725
32,8,-0.045492,-0.058436,-0.031902,0.07625
32,9,0.02683,0.016145,0.037293,0.79225
32,10,-0.083339,-0.096604,-0.06939,0.00775
32,11,-0.038121,-0.052341,-0.022555,0.13475
32,12,-0.030967,-0.045094,-0.018236,0.18625
32,13,-0.003157,-0.017589,0.009216,0.45825
32,14,-0.000898,-0.017279,0.016216,0.494
32,15,-0.043638,-0.059874,-0.030321,0.12925
32,16,-0.001539,-0.014134,0.010716,0.489
32,17,0.046707,0.035836,0.059262,0.90075
32,18,0.031149,0.01933,0.0419,0.8225
32,19,0.038029,0.028776,0.047967,0.87725
32,20,-0.089579,-0.103124,-0.07456,0.0035
32,21,-0.086458,-0.099273,-0.073816,0.00625
32,22,-0.101162,-0.112899,-0.089799,0.00075
32,23,-0.00544,-0.018112,0.007911,0.43375
32,24,-0.009149,-0.020596,0.001836,0.38225
32,25,0.179803,0.165878,0.193615,1.0
32,26,0.146375,0.13337,0.159795,1.0
32,27,-0.007573,-0.020733,0.00517,0.41525
32,28,0.076307,0.065678,0.088155,0.99125
32,29,0.406391,0.397818,0.41519,1.0
32,30,0.153709,0.143274,0.164051,1.0
32,31,0.185644,0.175579,0.195723,1.0
33,0,-0.060679,-0.082634,-0.037668,0.04925
33,1,-0.091765,-0.115365,-0.070008,0.00325
33,2,-0.110477,-0.13259,-0.086265,0.002
33,3,-0.056291,-0.071323,-0.040715,0.06375
33,4,0.048973,0.032152,0.062228,0.87825
33,5,-0.040636,-0.05866,-0.022045,0.11725
33,6,-0.087891,-0.107326,-0.06849,0.01075
33,7,-0.028056,-0.049413,-0.008009,0.27625
33,8,-0.053845,-0.064232,-0.043724,0.03425
33,9,0.032639,0.02286,0.042719,0.82275
33,10,-0.075919,-0.089088,-0.063022,0.01625
33,11,-0.041516,-0.061817,-0.021637,0.17025
33,12,-0.021775,-0.042093,-0.002112,0.3135
33,13,-0.01078,-0.036438,0.014662,0.42325
33,14,0.027461,0.011657,0.043372,0.75775
33,15,-0.010295,-0.032643,0.012369,0.43725
33,16,0.028658,0.00771,0.047589,0.73275
33,17,0.070036,0.046817,0.089565,0.91525
33,18,0.010067,-0.001777,0.021634,0.609
33,19,0.021077,0.007807,0.033338,0.71675
