k1,k2,mu,lb,ub,pval
37,31,0.075275,0.05348,0.098737,0.97325
37,32,-0.023056,-0.062246,0.015849,0.26025
37,33,-0.046469,-0.092905,9e-06,0.126
37,34,-0.007237,-0.041156,0.029032,0.42475
37,35,0.076599,0.024462,0.126998,0.9565
37,36,0.043428,-0.007865,0.09929,0.83875
38,0,-0.02258,-0.065549,0.018978,0.289
38,1,-0.016307,-0.055937,0.020678,0.33225
38,2,-0.028906,-0.061888,0.000981,0.22975
38,3,0.04502,0.023475,0.06686,0.8865
38,4,-0.003861,-0.024239,0.015093,0.45425
38,5,-0.098944,-0.125738,-0.073033,0.005
38,6,-0.119354,-0.145867,-0.09512,0.001
38,7,-0.012341,-0.033007,0.009397,0.364
38,8,0.035432,-0.011656,0.085833,0.8095
38,9,0.006102,-0.025333,0.042693,0.56875
38,10,-0.032321,-0.065157,0.001942,0.1955
38,11,-0.074518,-0.098576,-0.053698,0.021
38,12,-0.031343,-0.051813,-0.011774,0.18925
38,13,-0.031204,-0.050617,-0.010467,0.18425
38,14,-0.027048,-0.071754,0.018886,0.26075
38,15,-0.063386,-0.092927,-0.02922,0.065
38,16,0.029829,0.000979,0.058367,0.774
38,17,0.057326,0.031041,0.088403,0.926
38,18,-0.026509,-0.046707,-0.005365,0.2195
38,19,-0.026408,-0.049269,-0.005926,0.24
38,20,0.023756,-0.017666,0.068205,0.72275
38,21,0.013297,-0.02839,0.052265,0.6335
38,22,0.036992,0.003769,0.065701,0.841
38,23,-0.05221,-0.079597,-0.027569,0.07275
38,24,-0.013694,-0.032856,0.004025,0.35125
38,25,-0.022807,-0.049723,0.007335,0.24475
38,26,0.015255,-0.023841,0.05454,0.64375
38,27,0.007456,-0.016412,0.032933,0.59275
38,28,-0.011366,-0.037355,0.014712,0.36725
38,29,-0.045203,-0.066747,-0.025725,0.10075
38,30,-0.027078,-0.048765,-0.006441,0.2235
38,31,0.116446,0.095322,0.135956,0.9995
38,32,-0.057988,-0.096518,-0.019661,0.056
38,33,-0.05776,-0.100934,-0.014546,0.0755
38,34,0.018667,-0.015416,0.049298,0.69225
38,35,0.052421,0.005053,0.096895,0.8855
38,36,0.011224,-0.037517,0.057061,0.61425
38,37,0.212912,0.192513,0.231358,1.0
39,0,-0.014572,-0.057446,0.027504,0.36
39,1,0.078417,0.037746,0.118615,0.9725
39,2,-0.082803,-0.11416,-0.050113,0.01525
39,3,0.027454,0.006256,0.047321,0.784
39,4,-0.022183,-0.036657,-0.008431,0.2215
39,5,-0.019173,-0.049251,0.007107,0.3075
39,6,0.037411,0.0136,0.063673,0.86575
39,7,-0.034305,-0.05027,-0.018253,0.10975
39,8,-0.019735,-0.071781,0.025106,0.319
39,9,-0.035522,-0.066899,-0.000106,0.1645
39,10,-0.02377,-0.056282,0.00885,0.26225
39,11,-0.017831,-0.032647,-0.003419,0.258
39,12,0.009547,-0.004308,0.023686,0.6165
39,13,-0.026188,-0.039012,-0.013735,0.14725
39,14,-0.036938,-0.077418,0.010437,0.19625
39,15,-0.008413,-0.025427,0.011079,0.35825
39,16,-0.046427,-0.067026,-0.027306,0.0805
39,17,-0.031775,-0.049694,-0.013588,0.1475
39,18,0.040656,0.021204,0.06072,0.884
39,19,0.030657,0.010232,0.049885,0.817
39,20,-0.010123,-0.052461,0.028135,0.38325
39,21,-0.022077,-0.059582,0.014603,0.26
39,22,-0.018824,-0.049822,0.013985,0.2885
39,23,-0.058068,-0.08396,-0.029534,0.04575
39,24,-0.055443,-0.076457,-0.032356,0.04025
39,25,-0.012849,-0.04355,0.019736,0.37025
39,26,0.014933,-0.025047,0.054624,0.659
39,27,0.016919,-0.010907,0.043058,0.685
39,28,0.025018,-0.001396,0.054497,0.783
39,29,-0.005761,-0.026971,0.016737,0.426
39,30,0.004354,-0.016346,0.022996,0.544
39,31,-0.055316,-0.075435,-0.033003,0.0495
39,32,-0.013308,-0.053463,0.023942,0.367
39,33,0.064483,0.021875,0.109237,0.9435
39,34,-0.007451,-0.034751,0.021591,0.39675
39,35,-0.004973,-0.048984,0.0389,0.456
39,36,0.013911,-0.032114,0.060657,0.62775
39,37,0.03171,0.010523,0.054992,0.82725
39,38,0.02408,0.001469,0.047143,0.75975
40,0,-0.026642,-0.069421,0.020014,0.26925
40,1,0.014631,-0.022085,0.056387,0.64575
40,2,-0.054242,-0.087985,-0.017529,0.1
40,3,0.037613,0.010186,0.065632,0.822
40,4,-0.024091,-0.046356,-0.003907,0.2645
40,5,-0.127703,-0.157598,-0.094746,0.0005
40,6,-0.013666,-0.049648,0.021403,0.3745
40,7,0.014022,-0.010067,0.036099,0.629
40,8,-0.018805,-0.063409,0.026378,0.31325
40,9,-0.01882,-0.056948,0.015043,0.31175
40,10,0.051865,0.018609,0.088261,0.908
40,11,0.026969,0.001689,0.052281,0.74475
40,12,0.008578,-0.012925,0.030153,0.58875
40,13,-0.03513,-0.055875,-0.013472,0.174
40,14,-0.121862,-0.175839,-0.059061,0.01375
40,15,0.028202,-0.003983,0.061331,0.73925
40,16,0.015246,-0.013651,0.047299,0.629
40,17,-0.028631,-0.057695,-0.001535,0.251
40,18,-0.051881,-0.075179,-0.025767,0.09675
40,19,-0.014741,-0.039265,0.010663,0.3405
40,20,-0.031196,-0.080099,0.014782,0.233
40,21,0.015147,-0.028843,0.061284,0.628
40,22,0.069552,0.034942,0.102084,0.95275
40,23,-0.064102,-0.09588,-0.033553,0.059
40,24,0.017399,-0.006477,0.041101,0.6595
40,25,0.002764,-0.025025,0.030326,0.53
40,26,-0.030702,-0.067358,0.006963,0.193
40,27,-0.006272,-0.034657,0.018831,0.4175
40,28,0.034184,0.007602,0.062412,0.83825
40,29,-0.041539,-0.065122,-0.018535,0.1275
40,30,-0.022581,-0.051373,0.00437,0.27725
40,31,-0.005063,-0.030253,0.021504,0.4575
40,32,-0.046133,-0.086056,-0.007316,0.12275
40,33,-0.040325,-0.086764,0.005502,0.17075
40,34,0.010754,-0.026594,0.047788,0.60375
40,35,0.002116,-0.047994,0.054707,0.5175
40,36,0.009006,-0.044707,0.059015,0.5905
40,37,0.138276,0.111186,0.163234,0.99975
40,38,0.162905,0.13933,0.185538,1.0
40,39,0.144904,0.121942,0.169592,1.0
41,0,0.024118,-0.022012,0.072239,0.719
41,1,-0.003901,-0.044503,0.036199,0.461
41,2,0.027979,-0.011645,0.063399,0.77675
41,3,-0.010677,-0.047235,0.023603,0.40475
41,4,0.027055,-0.011199,0.060692,0.7555
41,5,-0.034377,-0.066237,0.000945,0.17925
41,6,0.019662,-0.019671,0.056228,0.691
41,7,0.004005,-0.027204,0.035065,0.57425
41,8,0.032734,-0.017612,0.081166,0.80925
41,9,-0.03627,-0.074354,0.00297,0.162
41,10,0.004466,-0.036967,0.04305,0.56575
41,11,0.017637,-0.019658,0.053158,0.677
41,12,0.011566,-0.040329,0.057245,0.623
41,13,0.060172,0.004793,0.111036,0.88725
41,14,0.009049,-0.037756,0.059425,0.58525
41,15,-0.029359,-0.070162,0.00581,0.271
41,16,-0.029927,-0.063455,0.002667,0.24975
41,17,-0.029994,-0.072927,0.002797,0.238
41,18,-0.01722,-0.046721,0.017097,0.3425
41,19,-0.025848,-0.057887,0.001098,0.26425
41,20,0.023438,-0.02118,0.067431,0.70375
41,21,0.009496,-0.034971,0.053602,0.59975
41,22,-0.012669,-0.052649,0.027347,0.384
41,23,-0.025698,-0.058706,0.00619,0.2525
41,24,0.003649,-0.026904,0.037963,0.5785
41,25,0.024815,-0.008431,0.060427,0.762
41,26,-0.004743,-0.045672,0.042063,0.4475
41,27,-0.015313,-0.045682,0.018451,0.326
41,28,-0.001318,-0.034537,0.03276,0.481
41,29,0.030877,-0.001699,0.064034,0.79875
41,30,0.007119,-0.030191,0.047068,0.5935
41,31,-0.026326,-0.056047,0.006714,0.242
41,32,0.007228,-0.033022,0.046743,0.56225
41,33,-0.004993,-0.054599,0.042775,0.46025
41,34,0.034315,-0.019998,0.078724,0.793
41,35,-0.003929,-0.060549,0.04651,0.4745
41,36,-0.00056,-0.056778,0.05614,0.50025
41,37,-0.062988,-0.107791,-0.020465,0.0565
41,38,-0.046481,-0.082007,-0.012716,0.10925
41,39,-0.030449,-0.060712,0.002052,0.18825
41,40,-0.011101,-0.045252,0.021784,0.38325
42,0,0.0012,-0.04623,0.048586,0.52025
42,1,-0.018309,-0.059188,0.022646,0.32375
42,2,0.031368,-0.008041,0.073416,0.78625
42,3,0.061491,0.022133,0.102768,0.92275
42,4,0.033303,-0.014646,0.078944,0.767
42,5,-0.006254,-0.042276,0.029727,0.434
42,6,0.035042,-0.009336,0.077657,0.7875
42,7,-0.019651,-0.062419,0.022972,0.3445
42,8,-0.038338,-0.086875,0.008114,0.151
42,9,-0.022056,-0.065195,0.019691,0.298
42,10,0.04245,-0.000452,0.084468,0.85575
42,11,-0.008608,-0.052443,0.03682,0.45525
42,12,0.072609,0.015154,0.123507,0.91525
42,13,0.028322,-0.028937,0.084907,0.71775
42,14,-0.048492,-0.099535,0.008451,0.151
42,15,-0.01204,-0.074375,0.045926,0.43475
42,16,-0.013715,-0.066297,0.037538,0.4115
42,17,0.004684,-0.058888,0.062536,0.5595
42,18,-0.007616,-0.047567,0.031057,0.4355
42,19,-0.011407,-0.05355,0.028134,0.4065
42,20,-0.015886,-0.065161,0.033133,0.361
42,21,0.009713,-0.040511,0.061226,0.57925
42,22,0.024501,-0.021166,0.072204,0.71475
42,23,-0.051235,-0.092816,-0.011933,0.11175
42,24,-0.047293,-0.08984,-0.004609,0.146
42,25,-0.010175,-0.044633,0.027422,0.377
42,26,-0.036902,-0.084222,0.01009,0.1605
42,27,0.014638,-0.016783,0.05139,0.65925
42,28,-0.013516,-0.04893,0.022034,0.34525
42,29,0.04371,0.00753,0.080079,0.869
42,30,-0.03128,-0.073769,0.014067,0.24275
42,31,-0.037117,-0.075188,-0.000125,0.16925
42,32,0.026122,-0.018821,0.069528,0.7465
42,33,-0.00866,-0.060309,0.042182,0.427
42,34,0.0442,-0.011888,0.097409,0.82325
42,35,-0.039529,-0.097168,0.011582,0.194
42,36,0.019396,-0.036055,0.072408,0.6685
42,37,-0.032397,-0.08536,0.015099,0.236
42,38,-0.03027,-0.073932,0.005219,0.22475
42,39,0.033575,0.001107,0.067557,0.82725
42,40,0.009134,-0.030255,0.045795,0.5865
42,41,0.116742,-0.012772,0.247646,0.89475
43,0,-0.042221,-0.084776,0.006747,0.15075
43,1,-0.003555,-0.040847,0.035925,0.461
43,2,-0.026093,-0.061831,0.014527,0.25375
43,3,0.017946,-0.026398,0.06391,0.65525
43,4,-0.036362,-0.085841,0.01006,0.242
43,5,0.044207,0.00948,0.079569,0.87475
43,6,-0.01273,-0.060092,0.032812,0.4025
43,7,-0.011764,-0.063416,0.038998,0.43775
43,8,0.002937,-0.038869,0.043153,0.53425
43,9,-0.018121,-0.060917,0.02638,0.32
43,10,0.02193,-0.018853,0.070024,0.70325
43,11,0.023057,-0.031477,0.08308,0.66175
43,12,-0.033876,-0.088087,0.023026,0.27775
43,13,-0.002587,-0.06123,0.059831,0.49375
43,14,-0.016628,-0.066739,0.039917,0.3665
43,15,-0.067104,-0.142989,0.004905,0.17075
43,16,0.038689,-0.035854,0.10939,0.72725
43,17,0.097064,0.004354,0.178258,0.90525
43,18,0.027915,-0.018755,0.069995,0.73025
43,19,0.053307,0.00125,0.105826,0.85925
43,20,0.000311,-0.056146,0.055447,0.5105
43,21,0.024801,-0.037585,0.08723,0.6845
43,22,0.018488,-0.041052,0.076469,0.6435
43,23,-0.006341,-0.050358,0.04278,0.4635
43,24,-0.036045,-0.089546,0.014324,0.253
43,25,-0.009665,-0.046196,0.024584,0.38225
43,26,-0.032513,-0.076868,0.017018,0.1915
43,27,-0.015159,-0.049311,0.02344,0.327
43,28,-0.00165,-0.038585,0.032325,0.485
43,29,0.015026,-0.021484,0.051162,0.647
43,30,0.011802,-0.044993,0.063765,0.606
43,31,0.023168,-0.017224,0.063695,0.71125
43,32,-0.008486,-0.052164,0.036674,0.402
43,33,-0.017296,-0.06913,0.032094,0.3475
43,34,0.031252,-0.03072,0.094871,0.732
43,35,0.01217,-0.048466,0.06733,0.6035
43,36,-0.010726,-0.07156,0.046269,0.421
43,37,0.031199,-0.01028,0.073438,0.767
43,38,0.000985,-0.036161,0.038822,0.511
43,39,-0.006766,-0.03778,0.024834,0.4145
43,40,-0.008322,-0.046396,0.031212,0.41275
43,41,-0.012189,-0.100536,0.066774,0.43725
43,42,0.2346,0.150975,0.316761,0.99975
44,0,0.043671,0.000423,0.088206,0.864
44,1,-0.002789,-0.040857,0.033514,0.4635
44,2,0.041366,0.000814,0.079155,0.85875
44,3,-0.015807,-0.062341,0.027521,0.3725
44,4,0.069248,0.015026,0.12236,0.9
44,5,0.011782,-0.024478,0.048627,0.62975
44,6,0.03965,-0.00423,0.081897,0.80875
44,7,0.027481,-0.026873,0.082871,0.69775
44,8,-0.006307,-0.047307,0.033517,0.41975
44,9,-0.015127,-0.061331,0.031378,0.359
44,10,0.044105,-0.002799,0.087324,0.8585
44,11,-0.012153,-0.066905,0.04523,0.4315
44,12,-0.000378,-0.054,0.053578,0.5175
44,13,0.004686,-0.059028,0.073548,0.5405
44,14,0.029667,-0.026359,0.087024,0.72025
44,15,0.013403,-0.069819,0.092135,0.5875
44,16,-0.043492,-0.114508,0.024888,0.251
44,17,-0.035774,-0.12783,0.05522,0.33225
44,18,-0.022104,-0.067052,0.022822,0.3205
44,19,-0.010903,-0.066456,0.039585,0.42875
44,20,-0.00763,-0.065125,0.047253,0.441
44,21,0.040657,-0.020404,0.096437,0.79725
44,22,-0.015735,-0.068817,0.032667,0.38375
44,23,-0.040133,-0.085701,0.008442,0.189
44,24,-0.026878,-0.075226,0.026592,0.316
44,25,-0.013207,-0.050974,0.024404,0.3615
44,26,0.019346,-0.027025,0.063702,0.688
44,27,-0.041179,-0.077931,-0.004446,0.12375
44,28,-0.012459,-0.047603,0.025365,0.3575
44,29,-0.044406,-0.079921,-0.007318,0.12375
44,30,-0.002072,-0.057545,0.054939,0.484
44,31,-0.028097,-0.067365,0.010392,0.25575
44,32,-0.015548,-0.060489,0.02967,0.344
44,33,-0.024441,-0.075898,0.0193,0.288
44,34,0.030656,-0.024308,0.089975,0.7385
44,35,-0.015999,-0.068492,0.036998,0.37325
44,36,-0.023157,-0.076122,0.030192,0.3155
44,37,-0.05753,-0.099911,-0.016729,0.0945
44,38,-0.039306,-0.076124,-0.002396,0.1465
44,39,0.011197,-0.024849,0.043061,0.6295
44,40,0.009651,-0.027185,0.051158,0.598
44,41,0.165647,0.081413,0.257151,0.99375
44,42,0.088985,-0.009639,0.184234,0.91
44,43,0.18515,0.032322,0.33065,0.93925
45,0,-0.016336,-0.060948,0.027904,0.351
45,1,0.006589,-0.024415,0.039086,0.5865
45,2,-0.058881,-0.089091,-0.028706,0.053
45,3,-0.017736,-0.051461,0.019628,0.352
45,4,-0.08281,-0.120675,-0.048291,0.059
45,5,-0.063504,-0.091173,-0.037934,0.04325
45,6,-0.044575,-0.081868,-0.006882,0.19825
45,7,-0.019055,-0.070523,0.029171,0.392
45,8,-0.004475,-0.047513,0.0378,0.4465
45,9,-0.000145,-0.037078,0.037213,0.5
45,10,0.016931,-0.017657,0.053396,0.65475
45,11,-0.046813,-0.095601,0.000336,0.23275
45,12,0.027212,-0.017694,0.076654,0.68875
45,13,-0.016437,-0.06397,0.028235,0.4285
45,14,-0.090838,-0.138913,-0.026223,0.03975
45,15,0.000965,-0.062303,0.07152,0.512
45,16,0.029867,-0.02283,0.080124,0.6815
45,17,6.2e-05,-0.050337,0.049296,0.52375
45,18,0.058671,0.024618,0.088852,0.89575
45,19,-0.030312,-0.06879,0.005437,0.27275
45,20,-0.075178,-0.131553,-0.021114,0.078
45,21,-0.034508,-0.089765,0.019588,0.26875
45,22,0.026135,-0.020431,0.070369,0.69725
45,23,0.006073,-0.035386,0.045045,0.537
45,24,0.026968,-0.017086,0.067672,0.689
45,25,-0.015436,-0.043387,0.010519,0.30275
45,26,0.030548,-0.007451,0.068043,0.8255
45,27,-0.054262,-0.079455,-0.026664,0.05725
45,28,0.017505,-0.012069,0.045264,0.69325
45,29,0.004589,-0.021029,0.030717,0.54575
45,30,0.006428,-0.02875,0.042209,0.56025
45,31,-0.007934,-0.03964,0.020763,0.4315
45,32,-0.007821,-0.047103,0.031426,0.43225
45,33,0.046734,-0.008475,0.096064,0.8515
45,34,-0.005962,-0.059246,0.044557,0.446
45,35,0.031714,-0.021522,0.086219,0.73675
45,36,-0.004281,-0.062057,0.046709,0.4715
45,37,0.067646,0.038003,0.093091,0.94375
45,38,0.027351,0.003998,0.052969,0.772
45,39,-0.031235,-0.04984,-0.01255,0.152
45,40,0.040072,0.010058,0.068505,0.835
45,41,-0.043779,-0.088235,-0.001317,0.15975
45,42,-0.014319,-0.068821,0.036744,0.404
45,43,0.068175,-0.023634,0.156213,0.83125
45,44,-0.077428,-0.162226,0.002381,0.12425
46,0,-0.003602,-0.043315,0.033719,0.4545
46,1,-0.045367,-0.072018,-0.01679,0.0675
46,2,0.02502,0.000739,0.048844,0.763
46,3,-0.005935,-0.038228,0.025468,0.463
46,4,-0.015297,-0.047956,0.019696,0.3965
46,5,-0.022505,-0.045519,-0.001505,0.26625
46,6,-0.000478,-0.035779,0.033051,0.50825
46,7,0.031763,-0.02102,0.079628,0.6925
46,8,-0.021641,-0.058249,0.014004,0.24975
46,9,-0.012853,-0.051264,0.026358,0.37525
46,10,0.057961,0.022677,0.091504,0.9245
46,11,-0.084104,-0.130562,-0.039109,0.10325
46,12,-0.133389,-0.175375,-0.087224,0.0165
46,13,-0.035142,-0.081195,0.013573,0.32025
46,14,-0.023958,-0.070274,0.024459,0.30775
46,15,0.053479,-0.015335,0.122145,0.749
46,16,-0.118215,-0.173206,-0.058832,0.047
46,17,-0.07957,-0.137403,-0.012666,0.13375
46,18,0.071325,0.040267,0.100794,0.93175
46,19,0.015836,-0.019743,0.049161,0.6425
46,20,-0.037901,-0.092718,0.013231,0.2365
46,21,0.015176,-0.038744,0.06704,0.611
46,22,0.043713,-0.003202,0.096127,0.78375
46,23,-0.077973,-0.114382,-0.043648,0.05675
46,24,-0.026431,-0.063036,0.01529,0.3465
46,25,0.034902,0.012614,0.057193,0.8905
46,26,0.038056,0.008349,0.068089,0.906
46,27,-0.005901,-0.029055,0.017511,0.4325
46,28,-0.007971,-0.034009,0.020922,0.39175
46,29,-0.041079,-0.064584,-0.016897,0.151
46,30,0.022969,-0.011184,0.059433,0.67875
46,31,-0.020263,-0.049159,0.008371,0.33225
46,32,0.026519,-0.009463,0.062228,0.76875
46,33,0.038028,-0.014285,0.092914,0.78275
46,34,0.019828,-0.038572,0.081113,0.65475
46,35,0.006421,-0.04665,0.062978,0.555
46,36,-0.017945,-0.07401,0.034121,0.363
46,37,-0.014861,-0.039215,0.010214,0.3515
46,38,-0.039754,-0.060073,-0.019722,0.1405
46,39,0.000534,-0.013287,0.015427,0.49525
46,40,-0.042931,-0.068239,-0.018031,0.13675
46,41,0.004828,-0.034231,0.041271,0.56725
46,42,-0.016409,-0.062839,0.031148,0.3745
46,43,-0.039176,-0.126322,0.040536,0.28925
46,44,-0.036406,-0.114165,0.04052,0.305
46,45,0.361548,0.316674,0.403411,1.0
47,0,-0.004505,-0.055258,0.045755,0.4435
47,1,0.013776,-0.03184,0.061633,0.64075
47,2,-0.041362,-0.086536,0.002141,0.153
47,3,0.034134,-0.007745,0.076865,0.81525
47,4,0.017575,-0.027997,0.060832,0.66775
47,5,-0.051237,-0.094895,-0.008307,0.10625
47,6,-0.02393,-0.068648,0.021514,0.282
47,7,-0.047141,-0.085998,0.000438,0.11875
47,8,0.012651,-0.041818,0.063983,0.6155
47,9,0.049065,0.002636,0.091237,0.895
47,10,-0.030353,-0.074112,0.013119,0.2225
47,11,-0.012725,-0.058438,0.028172,0.36725
47,12,0.012146,-0.028885,0.052701,0.6245
47,13,-0.028781,-0.067999,0.015732,0.22475
47,14,-0.007603,-0.061043,0.04382,0.44275
47,15,-0.081073,-0.136977,-0.027088,0.0485
47,16,-0.005082,-0.052433,0.040072,0.461
47,17,0.004088,-0.043426,0.049078,0.5355
47,18,0.009904,-0.030067,0.049766,0.60225
47,19,-0.026541,-0.065571,0.016548,0.2435
47,20,0.048796,5.6e-05,0.102025,0.87025
47,21,-0.050317,-0.101351,0.006563,0.12525
47,22,-0.03785,-0.082741,0.015049,0.1795
47,23,0.013765,-0.028563,0.057937,0.6245
47,24,0.012092,-0.033373,0.055383,0.615
47,25,0.023657,-0.018775,0.063752,0.7345
47,26,-0.004046,-0.048597,0.044205,0.459
47,27,-0.040142,-0.083037,-0.000267,0.13425
47,28,-0.024194,-0.065627,0.01456,0.264
47,29,0.01248,-0.026619,0.052624,0.6385
47,30,0.012477,-0.027849,0.052984,0.6345
47,31,-0.004128,-0.046007,0.036033,0.44025
47,32,-0.038178,-0.083384,0.011734,0.1625
47,33,0.018146,-0.032107,0.068854,0.67025
47,34,0.021099,-0.024494,0.065581,0.701
47,35,0.027487,-0.028344,0.079643,0.735
47,36,0.015362,-0.037214,0.070127,0.639
47,37,0.097071,0.049146,0.141524,0.9895
47,38,0.061173,0.016622,0.101749,0.9375
47,39,-0.017437,-0.061292,0.022089,0.33075
47,40,-0.007799,-0.059279,0.045831,0.4155
47,41,0.007927,-0.037916,0.051743,0.59225
47,42,-0.002874,-0.052042,0.04251,0.48075
47,43,0.025148,-0.02076,0.073756,0.72425
47,44,-0.04278,-0.087087,0.004761,0.1455
47,45,0.044251,0.002335,0.089943,0.868
47,46,0.061166,0.020014,0.102884,0.932
48,0,-0.034522,-0.0824,0.008288,0.19475
48,1,-0.021329,-0.064005,0.018991,0.286
48,2,0.035129,-0.000977,0.072315,0.8185
48,3,0.061589,0.029652,0.092833,0.94975
48,4,-0.028322,-0.059262,-0.000743,0.20975
48,5,-0.041129,-0.075946,-0.006124,0.13925
48,6,-0.081556,-0.116716,-0.045328,0.01475
48,7,0.058148,0.029076,0.086027,0.955
48,8,0.01059,-0.038957,0.060724,0.607
48,9,0.009209,-0.030057,0.045982,0.59075
48,10,0.0636,0.025943,0.099194,0.9515
48,11,0.00086,-0.029016,0.030051,0.50475
48,12,0.008058,-0.020152,0.033887,0.58775
48,13,-0.019925,-0.047482,0.007638,0.2815
48,14,-0.062118,-0.106314,-0.007576,0.074
48,15,0.022514,-0.01464,0.059584,0.69675
48,16,0.018271,-0.015576,0.051026,0.66325
48,17,-0.025832,-0.056995,0.008585,0.25275
48,18,0.019672,-0.009656,0.049429,0.7055
48,19,-0.025193,-0.057472,0.005559,0.2385
48,20,0.024806,-0.023078,0.068768,0.72925
48,21,0.011083,-0.032218,0.053359,0.61175
48,22,0.017951,-0.019122,0.054429,0.68325
48,23,0.034981,-0.00065,0.065693,0.83525
48,24,-0.044818,-0.075773,-0.012506,0.11125
48,25,0.003108,-0.032747,0.038541,0.544
48,26,0.010642,-0.034057,0.051146,0.62225
48,27,-0.00524,-0.038587,0.028636,0.44575
48,28,0.024922,-0.007128,0.059475,0.768
48,29,0.0031,-0.024377,0.032193,0.53825
48,30,0.013691,-0.015319,0.044639,0.6535
48,31,0.015086,-0.016129,0.043023,0.6605
48,32,0.038021,-0.003395,0.079449,0.83375
48,33,-0.014791,-0.060612,0.033396,0.35325
48,34,-0.059094,-0.095239,-0.02309,0.057
48,35,-0.014525,-0.063087,0.035648,0.37475
48,36,-0.020537,-0.070466,0.027223,0.31775
48,37,0.040104,0.00735,0.071414,0.8575
48,38,0.074333,0.0396,0.104616,0.97825
48,39,-0.092122,-0.123461,-0.058547,0.0065
48,40,-0.003674,-0.043586,0.033987,0.47425
48,41,0.008162,-0.029017,0.04465,0.589
48,42,-0.021578,-0.061694,0.019205,0.28225
48,43,-0.009359,-0.048979,0.031145,0.40775
48,44,-0.001269,-0.043486,0.036153,0.4815
48,45,0.082314,0.05145,0.113678,0.99025
48,46,0.054763,0.026193,0.082036,0.9395
48,47,0.003617,-0.067358,0.077188,0.5345
49,0,-0.001984,-0.039877,0.042258,0.494
49,1,-0.043542,-0.07997,-0.005959,0.128
49,2,0.002107,-0.028343,0.032207,0.51725
49,3,-0.030058,-0.053892,-0.007048,0.20575
49,4,7.6e-05,-0.020512,0.018946,0.502
49,5,-0.018213,-0.044937,0.010336,0.31975
49,6,-0.084958,-0.111817,-0.053376,0.01325
49,7,0.006016,-0.018739,0.028993,0.5485
49,8,-0.028766,-0.075679,0.020706,0.22575
49,9,0.015953,-0.016105,0.048972,0.668
49,10,-0.054634,-0.086085,-0.02085,0.06825
49,11,0.021593,-0.001613,0.045023,0.71025
49,12,0.012588,-0.008979,0.032742,0.6505
49,13,0.029711,0.008613,0.049353,0.79875
49,14,0.039797,-0.009306,0.081643,0.8185
49,15,-0.01997,-0.050029,0.010915,0.29975
49,16,0.008606,-0.019263,0.039297,0.57075
49,17,-0.035095,-0.061028,-0.007757,0.1885
49,18,0.040902,0.019791,0.063934,0.867
49,19,0.029541,0.005695,0.053024,0.79575
49,20,-0.041785,-0.082722,0.005212,0.14875
49,21,-0.018951,-0.06069,0.020227,0.3175
49,22,-0.029094,-0.060571,0.003959,0.2285
49,23,0.02694,0.000733,0.054832,0.7615
49,24,0.008574,-0.014006,0.032481,0.61075
49,25,-0.004302,-0.033801,0.023446,0.45525
49,26,0.00661,-0.030188,0.046317,0.58475
49,27,0.042318,0.016188,0.068301,0.89875
49,28,0.051748,0.023935,0.078356,0.9395
49,29,0.019874,-0.002669,0.040655,0.725
49,30,-0.008303,-0.030159,0.014779,0.4145
49,31,0.052083,0.029984,0.072335,0.9255
49,32,0.009965,-0.026267,0.047595,0.6005
49,33,0.004297,-0.03929,0.048631,0.55225
49,34,-0.018593,-0.050791,0.014109,0.32275
49,35,-0.006211,-0.055689,0.042602,0.43925
49,36,0.057735,0.004647,0.10522,0.91
49,37,0.040143,0.014307,0.064157,0.86125
49,38,0.055843,0.032757,0.077119,0.939
49,39,0.056768,0.032634,0.079111,0.95325
49,40,0.035157,0.009191,0.060131,0.83275
49,41,-0.050817,-0.08143,-0.015883,0.082
49,42,-0.080541,-0.115435,-0.040703,0.01375
49,43,-0.061942,-0.098007,-0.027053,0.05225
49,44,-0.009765,-0.045133,0.02855,0.41275
49,45,-0.020237,-0.047859,0.007806,0.29925
49,46,-0.024967,-0.047159,-0.002633,0.252
49,47,-0.00482,-0.069463,0.056284,0.45125
49,48,0.005644,-0.052287,0.059199,0.55325
50,0,0.012226,-0.030202,0.054573,0.619
50,1,0.031274,-0.002985,0.068654,0.80475
50,2,-0.028022,-0.06437,0.007308,0.232
50,3,0.060955,0.024294,0.095473,0.922
50,4,-0.006973,-0.041704,0.027563,0.4425
50,5,-0.047028,-0.07911,-0.016501,0.10775
50,6,-0.010866,-0.046395,0.030859,0.38375
50,7,-0.077905,-0.115379,-0.036687,0.0435
50,8,0.009281,-0.038616,0.057833,0.58875
50,9,-0.05078,-0.090345,-0.012836,0.09425
50,10,-0.009544,-0.048165,0.025798,0.395
50,11,0.026351,-0.012636,0.06597,0.71975
50,12,0.040093,0.003352,0.080169,0.79075
50,13,0.032362,-0.008269,0.070079,0.752
50,14,-0.071778,-0.120568,-0.0206,0.05675
50,15,-0.011207,-0.058774,0.038805,0.4345
50,16,0.014926,-0.031619,0.061023,0.62025
50,17,0.026886,-0.021355,0.073452,0.703
50,18,-0.018149,-0.050494,0.016613,0.33775
50,19,-0.005905,-0.046591,0.027619,0.454
50,20,0.0142,-0.036158,0.068168,0.62375
50,21,-0.039889,-0.090035,0.008732,0.2015
50,22,-0.057645,-0.098759,-0.014259,0.10025
50,23,-0.011535,-0.046763,0.03059,0.38525
