sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,49,36,74,71,65,71,77,69,62,51,38,43,43,33,33,32,37,19,24,19,20,16,12,13,15,5,5,1,2,1,2,3,2,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
1,28,47,51,84,104,61,64,70,63,53,51,40,39,33,34,33,29,22,26,21,15,12,16,12,13,10,3,1,5,4,0,0,1,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,31,58,73,69,64,69,57,72,55,49,59,52,34,43,38,28,28,22,24,17,17,18,18,10,8,5,4,5,7,1,4,1,0,4,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3,24,56,63,76,80,74,68,71,53,50,49,36,38,38,39,27,29,34,32,22,14,3,17,10,8,6,6,6,5,3,3,1,3,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,36,51,61,71,82,94,44,66,69,46,50,38,32,40,35,31,36,20,17,16,16,15,18,17,14,5,4,4,3,3,4,5,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,23,67,66,68,82,84,71,59,54,52,47,30,51,29,38,31,24,30,23,16,20,21,14,7,6,8,4,6,5,3,3,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,29,47,56,78,88,80,66,71,59,56,47,40,34,31,36,31,32,20,23,23,18,16,15,5,13,6,5,6,2,3,4,1,3,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7,22,60,68,74,92,64,75,51,65,47,54,38,53,28,34,37,22,21,27,21,8,12,13,8,11,8,5,4,8,3,4,4,1,1,1,1,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
8,31,64,66,77,62,74,73,57,48,49,50,37,42,39,40,25,30,30,23,24,17,12,14,11,9,7,11,6,6,3,2,5,0,1,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
9,28,63,65,72,64,79,73,62,62,54,51,40,43,37,31,32,26,16,16,21,27,16,14,13,9,9,3,8,1,3,2,1,2,1,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,72,59,72,58,62,68,70,67,43,39,46,34,41,31,37,31,24,31,26,14,21,16,13,11,7,8,5,6,2,2,0,2,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11,30,54,63,83,91,62,49,66,42,63,39,46,40,36,31,36,32,23,38,21,14,16,14,11,9,8,10,2,6,4,4,1,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
12,27,49,65,72,80,76,77,59,59,54,49,51,36,36,29,31,20,24,21,28,22,19,10,11,7,7,15,2,3,2,0,2,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
13,19,42,70,66,61,71,69,64,64,65,64,37,38,49,30,38,33,19,26,18,19,13,15,11,14,6,6,8,4,0,4,0,1,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
14,28,60,74,77,66,83,63,70,61,43,57,44,33,25,42,30,22,23,18,19,22,9,15,9,11,7,9,9,6,0,3,3,1,1,3,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15,29,53,69,73,65,77,62,63,49,56,51,39,34,38,40,31,40,24,29,24,21,15,5,10,7,10,10,7,4,5,3,1,0,0,2,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
16,22,59,76,68,66,70,62,61,50,60,58,43,55,38,35,28,25,21,26,18,15,25,13,7,8,7,5,9,3,2,2,2,2,2,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
17,36,45,59,72,81,83,56,64,54,53,50,43,43,35,35,26,27,26,28,26,20,16,22,13,6,5,5,4,2,1,4,2,3,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
18,25,62,55,71,75,69,73,71,41,61,55,48,40,46,20,31,37,31,11,29,22,13,14,10,6,7,4,2,2,1,2,3,3,2,1,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
19,27,58,63,63,77,66,74,72,63,53,43,36,36,44,23,33,39,36,19,18,25,15,16,7,6,7,6,8,2,6,0,0,0,1,2,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,23,55,54,90,59,67,81,69,60,53,59,39,28,37,32,43,24,22,25,20,15,18,13,7,13,7,12,2,3,4,3,4,0,4,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
