	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,291]	-0.081	0.0034	0.29	-0.59	-0.064	0.38	7461.0	3.4	1.0
theta[1,292]	-0.86	0.0055	0.43	-1.6	-0.83	-0.21	5954.0	2.7	1.0
theta[1,293]	-0.79	0.0055	0.43	-1.5	-0.76	-0.13	6149.0	2.8	1.0
theta[1,294]	0.36	0.0033	0.26	-0.073	0.36	0.79	6300.0	2.9	1.0
theta[1,295]	3.1	0.0038	0.3	2.6	3.1	3.6	6061.0	2.8	1.0
theta[1,296]	0.95	0.0029	0.24	0.56	0.95	1.3	6982.0	3.2	1.0
theta[1,297]	-1.6	0.0071	0.57	-2.5	-1.5	-0.69	6317.0	2.9	1.0
theta[1,298]	0.63	0.003	0.24	0.24	0.63	1.0	6260.0	2.9	1.0
theta[1,299]	0.63	0.0029	0.24	0.24	0.64	1.0	6971.0	3.2	1.0
theta[1,300]	-0.32	0.0044	0.33	-0.89	-0.3	0.19	5897.0	2.7	1.0
theta[1,301]	-0.54	0.0046	0.38	-1.2	-0.52	0.041	6983.0	3.2	1.0
theta[1,302]	1.9	0.0031	0.22	1.5	1.9	2.2	5006.0	2.3	1.0
theta[1,303]	-0.49	0.0046	0.38	-1.1	-0.47	0.074	6655.0	3.0	1.0
theta[1,304]	-1.3	0.0071	0.51	-2.2	-1.3	-0.51	5169.0	2.4	1.0
theta[1,305]	-0.54	0.005	0.37	-1.2	-0.52	0.029	5534.0	2.5	1.0
theta[1,306]	-1.2	0.0064	0.5	-2.1	-1.2	-0.49	6236.0	2.9	1.0
theta[1,307]	-1.3	0.0063	0.51	-2.2	-1.3	-0.53	6464.0	3.0	1.0
theta[1,308]	-0.14	0.0039	0.32	-0.69	-0.13	0.35	6584.0	3.0	1.0
theta[1,309]	-1.3	0.0061	0.5	-2.1	-1.3	-0.52	6600.0	3.0	1.0
theta[1,310]	1.4	0.003	0.23	1.0	1.4	1.8	5765.0	2.6	1.0
theta[1,311]	-0.49	0.0043	0.36	-1.1	-0.48	0.071	7021.0	3.2	1.0
theta[1,312]	-1.6	0.007	0.57	-2.6	-1.5	-0.69	6681.0	3.1	1.0
theta[1,313]	1.6	0.0029	0.23	1.2	1.6	2.0	6222.0	2.8	1.0
theta[1,314]	-0.39	0.0039	0.34	-0.98	-0.37	0.13	7435.0	3.4	1.0
theta[1,315]	-1.1	0.0062	0.48	-2.0	-1.1	-0.38	6055.0	2.8	1.0
theta[1,316]	-0.64	0.0051	0.39	-1.3	-0.61	-0.03	6008.0	2.7	1.0
theta[1,317]	-1.9	0.0074	0.63	-3.0	-1.8	-0.9	7342.0	3.4	1.0
theta[1,318]	-1.2	0.0065	0.51	-2.1	-1.2	-0.44	6265.0	2.9	1.0
theta[1,319]	0.64	0.003	0.24	0.23	0.64	1.0	6749.0	3.1	1.0
theta[1,320]	-1.1	0.0059	0.46	-1.9	-1.1	-0.38	6224.0	2.8	1.0
theta[1,321]	-0.89	0.0052	0.43	-1.6	-0.86	-0.21	6831.0	3.1	1.0
theta[1,322]	-0.033	0.0036	0.29	-0.53	-0.019	0.42	6571.0	3.0	1.0
theta[1,323]	-0.27	0.0042	0.33	-0.83	-0.25	0.25	6270.0	2.9	1.0
theta[1,324]	-1.2	0.0067	0.5	-2.1	-1.2	-0.44	5736.0	2.6	1.0
theta[1,325]	1.1	0.0033	0.24	0.76	1.1	1.5	5036.0	2.3	1.0
theta[1,326]	2.0	0.0028	0.22	1.7	2.0	2.4	5850.0	2.7	1.0
theta[1,327]	0.53	0.0029	0.25	0.11	0.53	0.93	7106.0	3.3	1.0
theta[1,328]	0.93	0.0031	0.23	0.55	0.93	1.3	5688.0	2.6	1.0
theta[1,329]	1.0	0.003	0.24	0.62	1.0	1.4	6112.0	2.8	1.0
theta[1,330]	-0.14	0.0045	0.38	-0.77	-0.14	0.46	6970.0	3.2	1.0
theta[1,331]	-0.46	0.0043	0.35	-1.0	-0.44	0.078	6533.0	3.0	1.0
theta[1,332]	1.4	0.0029	0.23	0.99	1.4	1.8	6233.0	2.9	1.0
theta[1,333]	-1.9	0.008	0.63	-3.0	-1.8	-0.91	6176.0	2.8	1.0
theta[1,334]	1.2	0.0027	0.24	0.85	1.2	1.6	7500.0	3.4	1.0
theta[1,335]	-0.14	0.0037	0.31	-0.69	-0.13	0.36	6995.0	3.2	1.0
theta[1,336]	-0.033	0.0038	0.29	-0.55	-0.017	0.43	6111.0	2.8	1.0
theta[1,337]	-1.9	0.0077	0.62	-3.0	-1.8	-0.94	6343.0	2.9	1.0
theta[1,338]	-0.93	0.006	0.44	-1.7	-0.9	-0.26	5492.0	2.5	1.0
theta[1,339]	-1.9	0.008	0.62	-3.0	-1.8	-0.92	5846.0	2.7	1.0
theta[1,340]	0.069	0.0038	0.28	-0.42	0.083	0.51	5556.0	2.5	1.0
theta[1,341]	0.72	0.0032	0.24	0.32	0.72	1.1	5758.0	2.6	1.0
theta[1,342]	0.79	0.0027	0.23	0.41	0.8	1.2	7367.0	3.4	1.0
theta[1,343]	1.3	0.0029	0.23	0.96	1.3	1.7	6179.0	2.8	1.0
theta[1,344]	-1.2	0.0061	0.48	-2.0	-1.1	-0.41	6213.0	2.8	1.0
theta[1,345]	-0.21	0.0043	0.32	-0.76	-0.19	0.29	5686.0	2.6	1.0
theta[1,346]	-0.042	0.0037	0.29	-0.55	-0.028	0.42	6240.0	2.9	1.0
theta[1,347]	-1.3	0.0063	0.52	-2.2	-1.3	-0.53	6663.0	3.0	1.0
theta[1,348]	-0.88	0.005	0.43	-1.6	-0.85	-0.22	7253.0	3.3	1.0
theta[1,349]	-0.34	0.0046	0.34	-0.94	-0.33	0.18	5540.0	2.5	1.0
theta[1,350]	0.033	0.0038	0.29	-0.46	0.039	0.48	5648.0	2.6	1.0
theta[1,351]	-0.3	0.0045	0.35	-0.9	-0.28	0.23	5961.0	2.7	1.0
theta[1,352]	-0.29	0.0042	0.33	-0.87	-0.27	0.24	6343.0	2.9	1.0
theta[1,353]	-1.2	0.0068	0.5	-2.1	-1.2	-0.43	5342.0	2.4	1.0
theta[1,354]	-1.1	0.0061	0.47	-1.9	-1.1	-0.38	6047.0	2.8	1.0
theta[1,355]	0.83	0.0032	0.24	0.44	0.83	1.2	5729.0	2.6	1.0
theta[1,356]	-0.42	0.0048	0.34	-1.0	-0.4	0.11	5078.0	2.3	1.0
theta[1,357]	-0.98	0.0058	0.46	-1.8	-0.95	-0.28	6320.0	2.9	1.0
theta[1,358]	-1.9	0.0077	0.63	-3.0	-1.8	-0.93	6579.0	3.0	1.0
theta[1,359]	-0.42	0.0044	0.35	-1.0	-0.41	0.12	6264.0	2.9	1.0
theta[1,360]	-0.8	0.0055	0.42	-1.5	-0.78	-0.16	5794.0	2.7	1.0
theta[1,361]	-0.11	0.0036	0.3	-0.63	-0.091	0.36	6831.0	3.1	1.0
theta[1,362]	0.6	0.0028	0.24	0.2	0.6	0.99	7496.0	3.4	1.0
theta[1,363]	0.72	0.003	0.24	0.33	0.73	1.1	6190.0	2.8	1.0
theta[1,364]	-1.2	0.0066	0.5	-2.1	-1.2	-0.47	5823.0	2.7	1.0
theta[1,365]	-1.3	0.0063	0.51	-2.2	-1.3	-0.51	6640.0	3.0	1.0
theta[1,366]	0.01	0.0035	0.28	-0.45	0.018	0.47	6709.0	3.1	1.0
theta[1,367]	0.066	0.0035	0.28	-0.41	0.073	0.51	6199.0	2.8	1.0
theta[1,368]	0.88	0.0029	0.24	0.48	0.88	1.3	6607.0	3.0	1.0
theta[1,369]	0.29	0.0032	0.26	-0.15	0.3	0.71	6634.0	3.0	1.0
theta[1,370]	-1.9	0.0077	0.61	-2.9	-1.8	-0.93	6216.0	2.8	1.0
theta[1,371]	-1.9	0.0072	0.59	-2.9	-1.8	-0.95	6746.0	3.1	1.0
theta[1,372]	-1.9	0.0076	0.62	-3.0	-1.8	-0.93	6566.0	3.0	1.0
theta[1,373]	-1.9	0.0075	0.61	-2.9	-1.8	-0.93	6669.0	3.1	1.0
theta[1,374]	0.39	0.0033	0.26	-0.047	0.39	0.8	6190.0	2.8	1.0
theta[1,375]	-0.23	0.004	0.32	-0.78	-0.21	0.27	6498.0	3.0	1.0
theta[1,376]	-1.1	0.0058	0.47	-2.0	-1.1	-0.41	6681.0	3.1	1.0
theta[1,377]	-1.0	0.0063	0.46	-1.8	-0.98	-0.31	5304.0	2.4	1.0
theta[1,378]	-0.22	0.0043	0.32	-0.78	-0.2	0.29	5580.0	2.6	1.0
theta[1,379]	-0.51	0.0047	0.37	-1.1	-0.49	0.056	6198.0	2.8	1.0
theta[1,380]	0.19	0.0037	0.28	-0.28	0.19	0.61	5613.0	2.6	1.0
theta[1,381]	-0.23	0.004	0.32	-0.8	-0.22	0.27	6368.0	2.9	1.0
theta[1,382]	-1.1	0.0057	0.47	-1.9	-1.0	-0.33	6628.0	3.0	1.0
theta[1,383]	-1.0	0.0058	0.46	-1.8	-0.97	-0.29	6284.0	2.9	1.0
theta[1,384]	-1.5	0.0069	0.54	-2.5	-1.5	-0.71	6197.0	2.8	1.0
theta[1,385]	0.37	0.0032	0.26	-0.06	0.37	0.79	6784.0	3.1	1.0
theta[1,386]	-1.3	0.0059	0.51	-2.2	-1.2	-0.47	7479.0	3.4	1.0
theta[1,387]	-1.3	0.0066	0.51	-2.1	-1.2	-0.49	5988.0	2.7	1.0
theta[1,388]	0.36	0.003	0.26	-0.067	0.37	0.77	7174.0	3.3	1.0
theta[1,389]	0.79	0.0031	0.23	0.41	0.79	1.2	5435.0	2.5	1.0
theta[1,390]	1.1	0.0028	0.24	0.67	1.1	1.4	6979.0	3.2	1.0
theta[1,391]	-1.2	0.0063	0.48	-2.0	-1.2	-0.46	5838.0	2.7	1.0
theta[1,392]	0.28	0.0032	0.27	-0.19	0.29	0.7	6946.0	3.2	1.0
theta[1,393]	-1.9	0.0078	0.63	-3.0	-1.9	-0.91	6456.0	3.0	1.0
theta[1,394]	0.88	0.0031	0.24	0.49	0.88	1.3	6093.0	2.8	1.0
theta[1,395]	-0.29	0.0042	0.34	-0.87	-0.28	0.24	6546.0	3.0	1.0
theta[1,396]	-0.98	0.0052	0.45	-1.7	-0.96	-0.29	7477.0	3.4	1.0
theta[1,397]	-0.96	0.0057	0.44	-1.7	-0.93	-0.29	6065.0	2.8	1.0
theta[1,398]	-1.0	0.0062	0.46	-1.8	-1.0	-0.31	5421.0	2.5	1.0
theta[1,399]	-0.055	0.0036	0.3	-0.56	-0.041	0.42	6963.0	3.2	1.0
theta[1,400]	0.52	0.0031	0.24	0.12	0.52	0.92	6155.0	2.8	1.0
theta[1,401]	0.91	0.0032	0.24	0.52	0.91	1.3	5776.0	2.6	1.0
theta[1,402]	0.42	0.003	0.25	-0.00059	0.42	0.82	6939.0	3.2	1.0
theta[1,403]	-1.6	0.0066	0.55	-2.5	-1.5	-0.72	6817.0	3.1	1.0
theta[1,404]	-0.14	0.0037	0.3	-0.67	-0.13	0.33	6925.0	3.2	1.0
theta[1,405]	0.54	0.0033	0.25	0.12	0.55	0.94	5717.0	2.6	1.0
theta[1,406]	0.17	0.0032	0.27	-0.29	0.17	0.59	7284.0	3.3	1.0
theta[1,407]	0.96	0.003	0.23	0.57	0.96	1.3	5938.0	2.7	1.0
theta[1,408]	-1.2	0.0065	0.5	-2.1	-1.2	-0.45	6056.0	2.8	1.0
theta[1,409]	-1.9	0.0077	0.63	-3.0	-1.8	-0.94	6584.0	3.0	1.0
theta[1,410]	-1.1	0.0066	0.46	-1.9	-1.0	-0.36	4884.0	2.2	1.0
theta[1,411]	-0.65	0.0053	0.4	-1.3	-0.63	-0.032	5732.0	2.6	1.0
theta[1,412]	-1.5	0.0069	0.55	-2.5	-1.5	-0.72	6480.0	3.0	1.0
theta[1,413]	-0.78	0.0057	0.42	-1.5	-0.76	-0.15	5565.0	2.5	1.0
theta[1,414]	1.4	0.0028	0.23	1.1	1.4	1.8	6847.0	3.1	1.0
theta[1,415]	-1.2	0.006	0.48	-2.0	-1.1	-0.44	6447.0	2.9	1.0
theta[1,416]	-0.59	0.0053	0.4	-1.3	-0.57	0.0063	5798.0	2.7	1.0
theta[1,417]	-1.9	0.0073	0.61	-2.9	-1.9	-0.93	7046.0	3.2	1.0
theta[1,418]	0.35	0.0033	0.25	-0.082	0.36	0.75	5758.0	2.6	1.0
theta[1,419]	-1.9	0.0079	0.61	-3.0	-1.8	-0.95	6086.0	2.8	1.0
theta[1,420]	-1.0	0.0057	0.45	-1.8	-1.0	-0.34	6154.0	2.8	1.0
theta[1,421]	-0.53	0.0044	0.37	-1.2	-0.51	0.031	6954.0	3.2	1.0
theta[1,422]	0.49	0.0031	0.25	0.07	0.5	0.89	6392.0	2.9	1.0
theta[1,423]	-1.5	0.0067	0.53	-2.5	-1.5	-0.72	6409.0	2.9	1.0
theta[1,424]	-0.049	0.004	0.31	-0.58	-0.029	0.42	6051.0	2.8	1.0
theta[1,425]	0.57	0.0032	0.26	0.13	0.57	0.99	6839.0	3.1	1.0
theta[1,426]	-1.1	0.006	0.48	-1.9	-1.0	-0.35	6248.0	2.9	1.0
theta[1,427]	-0.067	0.0039	0.3	-0.59	-0.055	0.41	5696.0	2.6	1.0
theta[1,428]	-0.09	0.0039	0.31	-0.61	-0.078	0.4	6430.0	2.9	1.0
theta[1,429]	0.9	0.0029	0.24	0.51	0.9	1.3	6982.0	3.2	1.0
theta[1,430]	-1.9	0.0075	0.61	-3.0	-1.8	-0.95	6569.0	3.0	1.0
theta[1,431]	-1.0	0.0056	0.45	-1.8	-0.99	-0.32	6475.0	3.0	1.0
theta[1,432]	-1.3	0.007	0.53	-2.2	-1.3	-0.54	5732.0	2.6	1.0
theta[1,433]	-1.9	0.0078	0.62	-3.0	-1.8	-0.93	6254.0	2.9	1.0
theta[1,434]	1.5	0.0027	0.23	1.2	1.5	1.9	7161.0	3.3	1.0
theta[1,435]	0.52	0.0031	0.25	0.086	0.52	0.93	6711.0	3.1	1.0
theta[1,436]	-0.28	0.004	0.33	-0.85	-0.26	0.24	6675.0	3.1	1.0
theta[1,437]	-0.45	0.0044	0.36	-1.1	-0.42	0.12	6641.0	3.0	1.0
theta[1,438]	0.73	0.0031	0.24	0.32	0.73	1.1	6105.0	2.8	1.0
theta[1,439]	-1.6	0.0077	0.56	-2.5	-1.5	-0.72	5314.0	2.4	1.0
theta[1,440]	-1.9	0.0079	0.61	-3.0	-1.8	-0.93	5839.0	2.7	1.0
theta[1,441]	-0.69	0.0047	0.39	-1.4	-0.67	-0.09	6701.0	3.1	1.0
theta[1,442]	1.2	0.0027	0.23	0.81	1.2	1.6	7375.0	3.4	1.0
theta[1,443]	-0.51	0.005	0.36	-1.1	-0.49	0.048	5037.0	2.3	1.0
theta[1,444]	-0.3	0.0039	0.33	-0.89	-0.28	0.21	7326.0	3.4	1.0
theta[1,445]	0.13	0.0036	0.28	-0.35	0.14	0.56	5829.0	2.7	1.0
theta[1,446]	0.26	0.0033	0.25	-0.16	0.27	0.66	5685.0	2.6	1.0
theta[1,447]	0.23	0.0035	0.26	-0.22	0.23	0.65	5411.0	2.5	1.0
theta[1,448]	-1.5	0.0071	0.56	-2.4	-1.4	-0.62	6245.0	2.9	1.0
theta[1,449]	-1.1	0.0056	0.47	-1.9	-1.1	-0.36	7012.0	3.2	1.0
theta[1,450]	-0.13	0.0038	0.31	-0.66	-0.12	0.35	6585.0	3.0	1.0
theta[1,451]	-1.6	0.0072	0.55	-2.6	-1.5	-0.7	5857.0	2.7	1.0
theta[1,452]	1.1	0.0027	0.23	0.75	1.1	1.5	7197.0	3.3	1.0
theta[1,453]	-1.4	0.0069	0.53	-2.3	-1.4	-0.59	5909.0	2.7	1.0
theta[1,454]	0.71	0.003	0.24	0.31	0.72	1.1	6532.0	3.0	1.0
theta[1,455]	0.69	0.0029	0.24	0.3	0.69	1.1	6912.0	3.2	1.0
theta[1,456]	-1.6	0.0067	0.57	-2.5	-1.5	-0.7	7118.0	3.3	1.0
theta[1,457]	-0.9	0.006	0.44	-1.7	-0.87	-0.22	5365.0	2.5	1.0
theta[1,458]	-0.25	0.0041	0.32	-0.83	-0.24	0.25	6311.0	2.9	1.0
theta[1,459]	-1.2	0.0061	0.51	-2.1	-1.2	-0.43	6905.0	3.2	1.0
theta[1,460]	-1.2	0.0063	0.51	-2.1	-1.2	-0.47	6403.0	2.9	1.0
theta[1,461]	-0.85	0.0057	0.43	-1.6	-0.83	-0.21	5737.0	2.6	1.0
theta[1,462]	0.049	0.0036	0.28	-0.43	0.058	0.5	6386.0	2.9	1.0
theta[1,463]	-0.26	0.0042	0.33	-0.81	-0.24	0.24	5925.0	2.7	1.0
theta[1,464]	0.59	0.0029	0.23	0.2	0.6	0.98	6420.0	2.9	1.0
theta[1,465]	-1.9	0.0075	0.62	-2.9	-1.8	-0.92	6891.0	3.2	1.0
theta[1,466]	0.56	0.003	0.25	0.14	0.56	0.97	6915.0	3.2	1.0
theta[1,467]	-1.2	0.0063	0.49	-2.1	-1.2	-0.49	6113.0	2.8	1.0
theta[1,468]	0.87	0.0032	0.24	0.48	0.88	1.2	5460.0	2.5	1.0
theta[1,469]	-1.9	0.0077	0.62	-3.0	-1.8	-0.93	6532.0	3.0	1.0
theta[1,470]	-1.9	0.0075	0.61	-2.9	-1.8	-0.93	6630.0	3.0	1.0
theta[1,471]	-0.2	0.0041	0.31	-0.73	-0.19	0.27	5780.0	2.6	1.0
theta[1,472]	-1.9	0.0073	0.62	-2.9	-1.9	-0.94	7157.0	3.3	1.0
theta[1,473]	-0.68	0.0056	0.4	-1.4	-0.66	-0.049	5123.0	2.3	1.0
theta[1,474]	0.46	0.0036	0.26	0.025	0.47	0.88	5130.0	2.3	1.0
theta[1,475]	-0.28	0.0037	0.32	-0.84	-0.27	0.23	7661.0	3.5	1.0
theta[1,476]	0.087	0.0037	0.28	-0.4	0.093	0.55	5785.0	2.6	1.0
theta[1,477]	-1.0	0.0059	0.46	-1.8	-0.99	-0.32	6234.0	2.9	1.0
theta[1,478]	-1.1	0.0062	0.46	-1.9	-1.0	-0.35	5654.0	2.6	1.0
theta[1,479]	0.91	0.003	0.24	0.53	0.91	1.3	6252.0	2.9	1.0
theta[1,480]	-0.23	0.0039	0.31	-0.78	-0.21	0.26	6381.0	2.9	1.0
theta[1,481]	-0.29	0.0042	0.33	-0.84	-0.28	0.22	6208.0	2.8	1.0
theta[1,482]	-0.37	0.0043	0.35	-0.97	-0.35	0.18	6621.0	3.0	1.0
theta[1,483]	-1.1	0.006	0.48	-1.9	-1.1	-0.35	6376.0	2.9	1.0
theta[1,484]	-0.72	0.0052	0.41	-1.4	-0.68	-0.1	6204.0	2.8	1.0
theta[1,485]	-0.12	0.0038	0.3	-0.63	-0.11	0.35	6401.0	2.9	1.0
theta[1,486]	-1.2	0.0076	0.5	-2.1	-1.2	-0.48	4355.0	2.0	1.0
theta[1,487]	-0.42	0.0046	0.35	-1.0	-0.4	0.11	5690.0	2.6	1.0
theta[1,488]	-1.6	0.0072	0.56	-2.6	-1.5	-0.7	6210.0	2.8	1.0
theta[1,489]	0.28	0.0033	0.26	-0.15	0.29	0.69	6182.0	2.8	1.0
theta[1,490]	0.23	0.0036	0.27	-0.25	0.24	0.65	5853.0	2.7	1.0
theta[1,491]	1.3	0.0028	0.23	0.89	1.3	1.6	6657.0	3.0	1.0
theta[1,492]	0.25	0.0033	0.26	-0.18	0.26	0.65	5838.0	2.7	1.0
theta[1,493]	-0.68	0.0048	0.39	-1.3	-0.65	-0.081	6725.0	3.1	1.0
theta[1,494]	-1.3	0.007	0.52	-2.3	-1.3	-0.55	5589.0	2.6	1.0
theta[1,495]	-0.99	0.0055	0.47	-1.8	-0.96	-0.28	7192.0	3.3	1.0
theta[1,496]	-0.48	0.0046	0.36	-1.1	-0.46	0.076	6267.0	2.9	1.0
theta[1,497]	-0.24	0.0041	0.32	-0.8	-0.23	0.26	6186.0	2.8	1.0
theta[1,498]	-1.1	0.006	0.45	-1.9	-1.0	-0.36	5634.0	2.6	1.0
theta[1,499]	0.55	0.0029	0.24	0.14	0.56	0.95	6801.0	3.1	1.0
theta[1,500]	1.7	0.0029	0.22	1.3	1.7	2.0	5650.0	2.6	1.0
theta[1,501]	0.48	0.0033	0.26	0.055	0.47	0.89	6024.0	2.8	1.0
theta[1,502]	-1.1	0.0063	0.48	-2.0	-1.1	-0.4	5950.0	2.7	1.0
theta[1,503]	-0.25	0.0038	0.32	-0.8	-0.23	0.26	7006.0	3.2	1.0
theta[1,504]	0.8	0.003	0.24	0.42	0.8	1.2	6216.0	2.8	1.0
theta[1,505]	-1.5	0.0068	0.55	-2.5	-1.5	-0.7	6443.0	2.9	1.0
theta[1,506]	-0.53	0.0048	0.36	-1.2	-0.51	0.026	5709.0	2.6	1.0
theta[1,507]	-0.89	0.0052	0.43	-1.6	-0.85	-0.22	6850.0	3.1	1.0
theta[1,508]	-0.61	0.0044	0.39	-1.3	-0.58	-0.0014	7878.0	3.6	1.0
theta[1,509]	1.1	0.0029	0.24	0.69	1.1	1.5	6850.0	3.1	1.0
theta[1,510]	-1.3	0.0067	0.5	-2.1	-1.2	-0.5	5646.0	2.6	1.0
theta[1,511]	-0.58	0.0046	0.36	-1.2	-0.56	-0.013	6171.0	2.8	1.0
theta[1,512]	-0.31	0.0044	0.34	-0.9	-0.29	0.2	5942.0	2.7	1.0
theta[1,513]	-0.38	0.0042	0.34	-0.96	-0.36	0.15	6594.0	3.0	1.0
theta[1,514]	-0.14	0.0038	0.32	-0.69	-0.13	0.37	6807.0	3.1	1.0
theta[1,515]	-0.14	0.0043	0.32	-0.66	-0.12	0.35	5286.0	2.4	1.0
theta[1,516]	0.25	0.0035	0.26	-0.19	0.25	0.65	5489.0	2.5	1.0
theta[1,517]	-1.6	0.0078	0.56	-2.5	-1.5	-0.73	5044.0	2.3	1.0
theta[1,518]	-0.72	0.0048	0.41	-1.4	-0.7	-0.095	7343.0	3.4	1.0
theta[1,519]	-0.94	0.0055	0.46	-1.8	-0.92	-0.22	7104.0	3.2	1.0
theta[1,520]	0.38	0.0032	0.26	-0.049	0.38	0.79	6564.0	3.0	1.0
theta[1,521]	-0.71	0.0054	0.41	-1.4	-0.68	-0.085	5697.0	2.6	1.0
theta[1,522]	-0.69	0.0049	0.4	-1.4	-0.67	-0.086	6622.0	3.0	1.0
theta[1,523]	0.13	0.0036	0.29	-0.37	0.14	0.58	6394.0	2.9	1.0
theta[1,524]	-0.4	0.0047	0.34	-0.99	-0.37	0.13	5492.0	2.5	1.0
theta[1,525]	0.38	0.0033	0.26	-0.047	0.39	0.8	6067.0	2.8	1.0
theta[1,526]	1.4	0.0027	0.22	0.98	1.4	1.7	6767.0	3.1	1.0
theta[1,527]	-0.089	0.0037	0.31	-0.62	-0.081	0.4	7061.0	3.2	1.0
theta[1,528]	-1.3	0.0069	0.51	-2.2	-1.3	-0.55	5504.0	2.5	1.0
theta[1,529]	0.61	0.0032	0.25	0.19	0.61	1.0	6322.0	2.9	1.0
theta[1,530]	0.87	0.0028	0.23	0.48	0.87	1.2	6787.0	3.1	1.0
theta[1,531]	0.55	0.0032	0.25	0.13	0.56	0.96	6277.0	2.9	1.0
theta[1,532]	-1.2	0.0061	0.49	-2.1	-1.2	-0.45	6509.0	3.0	1.0
theta[1,533]	-1.4	0.0067	0.53	-2.3	-1.3	-0.56	6214.0	2.8	1.0
theta[1,534]	-1.6	0.0076	0.57	-2.6	-1.6	-0.72	5552.0	2.5	1.0
theta[1,535]	-0.8	0.005	0.42	-1.5	-0.77	-0.16	7063.0	3.2	1.0
theta[1,536]	-1.1	0.0062	0.47	-1.9	-1.1	-0.37	5847.0	2.7	1.0
theta[1,537]	0.23	0.0031	0.26	-0.22	0.23	0.65	7522.0	3.4	1.0
theta[1,538]	-0.78	0.0051	0.43	-1.5	-0.77	-0.12	6967.0	3.2	1.0
theta[1,539]	-0.34	0.0041	0.34	-0.92	-0.33	0.19	6830.0	3.1	1.0
theta[1,540]	-0.012	0.0035	0.29	-0.51	-0.0044	0.45	6667.0	3.0	1.0
theta[1,541]	-1.9	0.0081	0.63	-3.0	-1.9	-0.91	6019.0	2.8	1.0
theta[1,542]	0.26	0.0032	0.27	-0.19	0.27	0.68	7070.0	3.2	1.0
theta[1,543]	-0.18	0.0039	0.32	-0.73	-0.17	0.31	6711.0	3.1	1.0
theta[1,544]	0.55	0.0032	0.25	0.13	0.56	0.97	6096.0	2.8	1.0
theta[1,545]	-1.0	0.0059	0.46	-1.9	-0.99	-0.34	6011.0	2.7	1.0
theta[1,546]	-0.35	0.0045	0.34	-0.95	-0.34	0.16	5664.0	2.6	1.0
theta[1,547]	-0.13	0.0037	0.31	-0.66	-0.12	0.35	6918.0	3.2	1.0
theta[1,548]	-0.16	0.0037	0.31	-0.71	-0.14	0.32	7062.0	3.2	1.0
theta[1,549]	0.45	0.0031	0.25	0.032	0.46	0.85	6498.0	3.0	1.0
theta[1,550]	-1.9	0.0073	0.61	-3.0	-1.9	-0.95	6867.0	3.1	1.0
theta[1,551]	-0.3	0.0043	0.33	-0.87	-0.28	0.22	6023.0	2.8	1.0
theta[1,552]	-0.79	0.0054	0.42	-1.5	-0.77	-0.16	5962.0	2.7	1.0
theta[1,553]	1.2	0.003	0.23	0.8	1.2	1.6	5898.0	2.7	1.0
theta[1,554]	0.27	0.0029	0.26	-0.19	0.27	0.69	7944.0	3.6	1.0
theta[1,555]	1.1	0.003	0.23	0.72	1.1	1.5	6110.0	2.8	1.0
theta[1,556]	1.1	0.0029	0.23	0.67	1.1	1.4	6561.0	3.0	1.0
theta[1,557]	0.72	0.0028	0.24	0.33	0.72	1.1	7042.0	3.2	1.0
theta[1,558]	-0.62	0.0049	0.41	-1.3	-0.6	-0.0076	6942.0	3.2	1.0
theta[1,559]	-0.57	0.0048	0.38	-1.2	-0.56	0.016	6417.0	2.9	1.0
theta[1,560]	0.089	0.0037	0.28	-0.38	0.098	0.53	5460.0	2.5	1.0
theta[1,561]	0.93	0.003	0.24	0.54	0.93	1.3	6574.0	3.0	1.0
theta[1,562]	1.3	0.0029	0.24	0.89	1.3	1.7	6925.0	3.2	1.0
theta[1,563]	0.55	0.0031	0.25	0.14	0.55	0.95	6442.0	2.9	1.0
theta[1,564]	0.93	0.0031	0.23	0.54	0.93	1.3	5774.0	2.6	1.0
theta[1,565]	-1.9	0.0077	0.61	-2.9	-1.8	-0.94	6341.0	2.9	1.0
theta[1,566]	0.31	0.0035	0.27	-0.15	0.32	0.75	6162.0	2.8	1.0
theta[1,567]	-0.6	0.0051	0.38	-1.3	-0.58	-0.017	5636.0	2.6	1.0
theta[1,568]	-1.2	0.0064	0.48	-2.0	-1.1	-0.42	5574.0	2.5	1.0
theta[1,569]	-0.98	0.0053	0.45	-1.8	-0.95	-0.31	7031.0	3.2	1.0
theta[1,570]	1.4	0.0028	0.23	1.0	1.4	1.8	7013.0	3.2	1.0
theta[1,571]	-0.2	0.0041	0.32	-0.76	-0.18	0.29	6015.0	2.8	1.0
theta[1,572]	-0.54	0.0046	0.37	-1.2	-0.51	0.022	6274.0	2.9	1.0
theta[1,573]	1.2	0.0028	0.24	0.8	1.2	1.6	6876.0	3.1	1.0
theta[1,574]	-0.51	0.0043	0.36	-1.1	-0.49	0.048	6934.0	3.2	1.0
theta[1,575]	1.4	0.0028	0.23	0.98	1.4	1.8	6608.0	3.0	1.0
theta[1,576]	-1.9	0.0084	0.61	-3.0	-1.9	-0.94	5355.0	2.4	1.0
theta[1,577]	-1.5	0.007	0.56	-2.5	-1.5	-0.7	6515.0	3.0	1.0
theta[1,578]	-1.0	0.0063	0.47	-1.9	-1.0	-0.34	5456.0	2.5	1.0
