	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[512,6]	-0.39	0.012	0.88	-1.9	-0.37	1.0	5199.0	1.0	1.0
theta[513,6]	0.37	0.014	0.84	-1.1	0.4	1.7	3661.0	0.72	1.0
theta[514,6]	0.61	0.012	0.79	-0.66	0.61	1.9	4033.0	0.79	1.0
theta[515,6]	-0.45	0.012	0.88	-2.0	-0.45	1.0	4999.0	0.98	1.0
theta[516,6]	0.19	0.011	0.77	-1.1	0.17	1.4	4634.0	0.91	1.0
theta[517,6]	-0.045	0.013	0.96	-1.6	-0.031	1.5	5352.0	1.0	1.0
theta[518,6]	-0.25	0.012	0.88	-1.8	-0.24	1.2	5076.0	0.99	1.0
theta[519,6]	-0.16	0.014	0.99	-1.8	-0.14	1.5	5062.0	0.99	1.0
theta[520,6]	0.12	0.012	0.77	-1.1	0.13	1.4	4023.0	0.79	1.0
theta[521,6]	-0.37	0.012	0.87	-1.9	-0.35	1.0	4959.0	0.97	1.0
theta[522,6]	-0.19	0.013	0.89	-1.7	-0.19	1.2	4719.0	0.92	1.0
theta[523,6]	-0.52	0.012	0.87	-2.0	-0.49	0.88	4871.0	0.95	1.0
theta[524,6]	-0.26	0.013	0.92	-1.8	-0.24	1.2	5194.0	1.0	1.0
theta[525,6]	0.81	0.011	0.8	-0.47	0.8	2.1	4937.0	0.97	1.0
theta[526,6]	-1.2	0.012	0.76	-2.4	-1.2	0.074	4220.0	0.83	1.0
theta[527,6]	-0.64	0.013	0.83	-2.0	-0.62	0.69	4407.0	0.86	1.0
theta[528,6]	-0.088	0.013	0.94	-1.7	-0.066	1.5	4985.0	0.98	1.0
theta[529,6]	0.66	0.011	0.79	-0.62	0.65	2.0	5277.0	1.0	1.0
theta[530,6]	0.51	0.012	0.84	-0.84	0.46	1.9	4734.0	0.93	1.0
theta[531,6]	0.0016	0.012	0.77	-1.2	-0.0036	1.3	4137.0	0.81	1.0
theta[532,6]	-0.14	0.012	0.95	-1.7	-0.13	1.4	5993.0	1.2	1.0
theta[533,6]	-0.088	0.012	0.96	-1.7	-0.088	1.5	5996.0	1.2	1.0
theta[534,6]	-0.053	0.013	0.97	-1.7	-0.04	1.5	5585.0	1.1	1.0
theta[535,6]	-0.18	0.013	0.94	-1.7	-0.16	1.3	5213.0	1.0	1.0
theta[536,6]	-0.13	0.012	0.89	-1.6	-0.12	1.3	5425.0	1.1	1.0
theta[537,6]	1.0	0.012	0.77	-0.27	0.98	2.3	4111.0	0.8	1.0
theta[538,6]	-0.2	0.014	0.97	-1.9	-0.17	1.3	5188.0	1.0	1.0
theta[539,6]	-0.33	0.013	0.92	-1.9	-0.32	1.2	4856.0	0.95	1.0
theta[540,6]	-0.58	0.012	0.84	-2.0	-0.56	0.8	4838.0	0.95	1.0
theta[541,6]	-0.037	0.014	1.0	-1.7	-0.031	1.6	5135.0	1.0	1.0
theta[542,6]	0.99	0.013	0.8	-0.28	0.98	2.3	4015.0	0.79	1.0
theta[543,6]	-0.38	0.012	0.88	-1.8	-0.37	1.0	4985.0	0.98	1.0
theta[544,6]	-0.069	0.012	0.78	-1.4	-0.063	1.2	4251.0	0.83	1.0
theta[545,6]	-0.13	0.014	0.92	-1.7	-0.11	1.3	4544.0	0.89	1.0
theta[546,6]	-0.23	0.012	0.87	-1.7	-0.23	1.2	5165.0	1.0	1.0
theta[547,6]	1.4	0.013	0.79	0.1	1.4	2.7	3802.0	0.74	1.0
theta[548,6]	-0.44	0.012	0.84	-1.8	-0.43	0.91	4934.0	0.97	1.0
theta[549,6]	0.073	0.013	0.77	-1.2	0.072	1.3	3335.0	0.65	1.0
theta[550,6]	-0.031	0.013	0.98	-1.7	-0.0099	1.6	5854.0	1.1	1.0
theta[551,6]	-0.3	0.012	0.9	-1.8	-0.27	1.1	5654.0	1.1	1.0
theta[552,6]	-0.17	0.013	0.95	-1.8	-0.16	1.4	5527.0	1.1	1.0
theta[553,6]	0.28	0.013	0.87	-1.1	0.26	1.7	4803.0	0.94	1.0
theta[554,6]	-0.16	0.012	0.77	-1.4	-0.15	1.1	4187.0	0.82	1.0
theta[555,6]	0.41	0.012	0.89	-1.0	0.39	1.9	5938.0	1.2	1.0
theta[556,6]	0.3	0.013	0.87	-1.1	0.27	1.8	4507.0	0.88	1.0
theta[557,6]	0.47	0.012	0.85	-0.88	0.44	1.9	5034.0	0.98	1.0
theta[558,6]	-0.2	0.014	0.94	-1.8	-0.19	1.3	4754.0	0.93	1.0
theta[559,6]	0.99	0.013	0.81	-0.33	1.0	2.3	3924.0	0.77	1.0
theta[560,6]	-0.73	0.013	0.85	-2.2	-0.69	0.6	4577.0	0.9	1.0
theta[561,6]	0.39	0.012	0.84	-0.93	0.36	1.8	5116.0	1.0	1.0
theta[562,6]	0.3	0.013	0.94	-1.2	0.28	1.9	5515.0	1.1	1.0
theta[563,6]	0.66	0.012	0.81	-0.63	0.65	2.0	4662.0	0.91	1.0
theta[564,6]	0.42	0.012	0.83	-0.88	0.4	1.8	4740.0	0.93	1.0
theta[565,6]	-0.024	0.014	0.97	-1.6	-0.026	1.5	5098.0	1.0	1.0
theta[566,6]	-0.69	0.012	0.8	-2.0	-0.69	0.58	4113.0	0.8	1.0
theta[567,6]	-0.29	0.014	0.95	-1.9	-0.26	1.2	4919.0	0.96	1.0
theta[568,6]	-0.11	0.012	0.95	-1.7	-0.11	1.4	6041.0	1.2	1.0
theta[569,6]	-0.15	0.013	0.94	-1.7	-0.14	1.4	5114.0	1.0	1.0
theta[570,6]	0.12	0.013	0.9	-1.4	0.098	1.6	4727.0	0.92	1.0
theta[571,6]	-0.61	0.012	0.84	-2.0	-0.58	0.71	4909.0	0.96	1.0
theta[572,6]	-0.25	0.012	0.91	-1.8	-0.25	1.2	5469.0	1.1	1.0
theta[573,6]	0.21	0.012	0.85	-1.1	0.19	1.6	5229.0	1.0	1.0
theta[574,6]	-0.35	0.012	0.85	-1.8	-0.32	1.0	4944.0	0.97	1.0
theta[575,6]	0.17	0.012	0.87	-1.2	0.16	1.6	5392.0	1.1	1.0
theta[576,6]	-0.014	0.013	0.98	-1.6	-0.0018	1.6	5513.0	1.1	1.0
theta[577,6]	-0.048	0.012	0.97	-1.7	-0.031	1.6	6178.0	1.2	1.0
theta[578,6]	-0.14	0.013	0.97	-1.8	-0.11	1.5	5377.0	1.1	1.0
theta[579,6]	-0.12	0.013	0.93	-1.7	-0.11	1.4	4922.0	0.96	1.0
theta[580,6]	-0.0049	0.013	1.0	-1.7	-0.01	1.7	6380.0	1.2	1.0
theta[581,6]	0.37	0.013	0.87	-1.0	0.33	1.9	4257.0	0.83	1.0
theta[582,6]	-0.05	0.013	0.97	-1.6	-0.042	1.5	5862.0	1.1	1.0
theta[583,6]	-0.28	0.013	0.78	-1.6	-0.3	1.0	3879.0	0.76	1.0
theta[584,6]	0.47	0.013	0.78	-0.83	0.47	1.8	3725.0	0.73	1.0
theta[585,6]	1.2	0.012	0.79	-0.043	1.2	2.5	4464.0	0.87	1.0
theta[586,6]	-0.054	0.013	0.96	-1.7	-0.032	1.5	5179.0	1.0	1.0
theta[587,6]	-0.34	0.012	0.87	-1.8	-0.31	1.0	5142.0	1.0	1.0
theta[588,6]	0.2	0.013	0.95	-1.4	0.17	1.8	5754.0	1.1	1.0
theta[589,6]	-0.13	0.012	0.8	-1.4	-0.15	1.2	4381.0	0.86	1.0
theta[590,6]	-0.0035	0.012	0.96	-1.6	0.0057	1.5	6764.0	1.3	1.0
theta[591,6]	-0.15	0.013	0.76	-1.3	-0.16	1.1	3557.0	0.7	1.0
theta[592,6]	-0.26	0.012	0.88	-1.8	-0.24	1.2	5660.0	1.1	1.0
theta[593,6]	-0.15	0.012	0.95	-1.8	-0.14	1.4	5945.0	1.2	1.0
theta[594,6]	0.079	0.012	0.77	-1.2	0.075	1.3	4134.0	0.81	1.0
theta[595,6]	-0.03	0.012	0.78	-1.3	-0.042	1.3	3941.0	0.77	1.0
theta[596,6]	-0.35	0.012	0.86	-1.8	-0.34	1.0	5266.0	1.0	1.0
theta[597,6]	-0.31	0.012	0.91	-1.9	-0.31	1.2	5369.0	1.1	1.0
theta[598,6]	0.49	0.013	0.8	-0.82	0.48	1.8	3850.0	0.75	1.0
theta[599,6]	-0.018	0.013	0.98	-1.6	-0.0068	1.6	5662.0	1.1	1.0
theta[600,6]	-0.14	0.013	0.95	-1.8	-0.11	1.4	5757.0	1.1	1.0
theta[601,6]	0.81	0.013	0.8	-0.52	0.82	2.1	3799.0	0.74	1.0
theta[602,6]	-0.44	0.013	0.75	-1.6	-0.44	0.8	3544.0	0.69	1.0
theta[603,6]	-0.095	0.013	0.95	-1.7	-0.08	1.4	5449.0	1.1	1.0
theta[604,6]	-0.069	0.014	0.97	-1.6	-0.056	1.5	4515.0	0.88	1.0
theta[605,6]	1.1	0.012	0.8	-0.2	1.1	2.4	4376.0	0.86	1.0
theta[606,6]	-0.21	0.013	0.91	-1.7	-0.2	1.2	5050.0	0.99	1.0
theta[607,6]	-0.21	0.013	0.94	-1.8	-0.19	1.3	5474.0	1.1	1.0
theta[608,6]	-0.083	0.012	0.78	-1.3	-0.11	1.2	4270.0	0.84	1.0
theta[609,6]	-0.28	0.014	0.91	-1.8	-0.24	1.2	4276.0	0.84	1.0
theta[610,6]	-0.22	0.012	0.92	-1.7	-0.2	1.3	5683.0	1.1	1.0
theta[611,6]	-0.062	0.014	0.96	-1.6	-0.038	1.5	4647.0	0.91	1.0
theta[612,6]	-0.00061	0.014	0.97	-1.6	0.0078	1.5	4981.0	0.97	1.0
theta[613,6]	0.69	0.012	0.86	-0.71	0.67	2.1	4906.0	0.96	1.0
theta[614,6]	-0.53	0.013	0.83	-1.9	-0.5	0.8	4171.0	0.82	1.0
theta[615,6]	0.61	0.012	0.83	-0.71	0.58	2.0	4953.0	0.97	1.0
theta[616,6]	-0.32	0.013	0.89	-1.8	-0.31	1.2	4463.0	0.87	1.0
theta[617,6]	-1.5	0.012	0.78	-2.7	-1.5	-0.17	4118.0	0.81	1.0
theta[618,6]	-0.086	0.012	0.94	-1.7	-0.061	1.5	6432.0	1.3	1.0
theta[619,6]	-0.19	0.013	0.93	-1.7	-0.18	1.3	5348.0	1.0	1.0
theta[620,6]	1.0	0.012	0.78	-0.24	1.0	2.3	4354.0	0.85	1.0
theta[621,6]	0.43	0.013	0.84	-0.9	0.42	1.9	4310.0	0.84	1.0
theta[622,6]	0.17	0.013	0.91	-1.3	0.13	1.7	4893.0	0.96	1.0
theta[623,6]	-0.093	0.012	0.94	-1.6	-0.078	1.4	6526.0	1.3	1.0
theta[624,6]	0.94	0.012	0.81	-0.33	0.91	2.3	4445.0	0.87	1.0
theta[625,6]	-0.026	0.012	0.97	-1.6	-0.014	1.5	6101.0	1.2	1.0
theta[626,6]	0.4	0.012	0.76	-0.86	0.41	1.7	4332.0	0.85	1.0
theta[627,6]	-0.41	0.013	0.88	-1.8	-0.41	1.1	4609.0	0.9	1.0
theta[628,6]	-0.24	0.013	0.93	-1.8	-0.23	1.3	5362.0	1.0	1.0
theta[629,6]	-0.072	0.013	0.98	-1.8	-0.064	1.5	5702.0	1.1	1.0
theta[630,6]	-0.27	0.013	0.87	-1.7	-0.25	1.1	4372.0	0.86	1.0
theta[631,6]	0.58	0.015	0.79	-0.74	0.57	1.9	2939.0	0.57	1.0
theta[632,6]	0.53	0.012	0.79	-0.79	0.53	1.8	4316.0	0.84	1.0
theta[633,6]	1.1	0.013	0.8	-0.19	1.1	2.5	3929.0	0.77	1.0
theta[634,6]	-0.13	0.012	0.94	-1.8	-0.12	1.4	6095.0	1.2	1.0
theta[635,6]	-0.3	0.014	0.82	-1.7	-0.28	1.0	3461.0	0.68	1.0
theta[636,6]	-1.4	0.012	0.78	-2.7	-1.4	-0.12	4036.0	0.79	1.0
theta[637,6]	0.69	0.013	0.85	-0.69	0.65	2.1	4370.0	0.85	1.0
theta[638,6]	-0.1	0.013	0.94	-1.7	-0.08	1.4	5467.0	1.1	1.0
theta[639,6]	0.072	0.012	0.77	-1.2	0.061	1.3	3940.0	0.77	1.0
theta[640,6]	-0.25	0.012	0.92	-1.8	-0.24	1.2	5651.0	1.1	1.0
theta[641,6]	-0.022	0.013	0.96	-1.6	-0.032	1.5	5807.0	1.1	1.0
theta[642,6]	-0.047	0.013	1.0	-1.7	-0.035	1.6	6212.0	1.2	1.0
theta[643,6]	-0.72	0.011	0.8	-2.0	-0.72	0.57	4977.0	0.97	1.0
theta[644,6]	-0.47	0.013	0.86	-1.9	-0.46	0.93	4283.0	0.84	1.0
theta[645,6]	0.65	0.013	0.81	-0.67	0.63	2.0	4052.0	0.79	1.0
theta[646,6]	0.74	0.011	0.81	-0.57	0.74	2.1	5044.0	0.99	1.0
theta[647,6]	0.45	0.012	0.78	-0.84	0.46	1.7	4290.0	0.84	1.0
theta[648,6]	1.2	0.014	0.82	-0.16	1.2	2.6	3233.0	0.63	1.0
theta[649,6]	0.59	0.013	0.78	-0.69	0.59	1.9	3772.0	0.74	1.0
theta[650,6]	0.63	0.013	0.8	-0.75	0.64	1.9	3682.0	0.72	1.0
theta[651,6]	-0.72	0.012	0.81	-2.1	-0.72	0.6	4844.0	0.95	1.0
theta[652,6]	-0.067	0.013	0.94	-1.6	-0.057	1.4	5201.0	1.0	1.0
theta[653,6]	0.62	0.013	0.85	-0.75	0.6	2.0	4252.0	0.83	1.0
theta[654,6]	0.12	0.013	0.9	-1.3	0.088	1.7	5060.0	0.99	1.0
theta[655,6]	0.02	0.013	0.91	-1.5	0.044	1.5	4693.0	0.92	1.0
theta[656,6]	-0.82	0.012	0.8	-2.2	-0.8	0.47	4383.0	0.86	1.0
theta[657,6]	-0.077	0.013	0.96	-1.7	-0.049	1.5	5772.0	1.1	1.0
theta[658,6]	-0.072	0.013	0.93	-1.6	-0.05	1.4	4834.0	0.95	1.0
theta[659,6]	-0.23	0.012	0.93	-1.8	-0.21	1.2	6195.0	1.2	1.0
theta[660,6]	-0.024	0.013	0.97	-1.6	-0.018	1.6	5545.0	1.1	1.0
theta[661,6]	-0.46	0.013	0.84	-1.9	-0.44	0.88	4269.0	0.83	1.0
theta[662,6]	-0.014	0.013	0.95	-1.6	-0.0025	1.6	5685.0	1.1	1.0
theta[663,6]	-0.18	0.013	0.94	-1.7	-0.17	1.3	5546.0	1.1	1.0
theta[664,6]	-0.067	0.013	0.96	-1.7	-0.058	1.5	5841.0	1.1	1.0
theta[665,6]	-0.47	0.012	0.86	-2.0	-0.45	0.87	4720.0	0.92	1.0
theta[666,6]	-0.12	0.013	0.94	-1.7	-0.1	1.4	5658.0	1.1	1.0
theta[667,6]	0.97	0.013	0.8	-0.33	0.96	2.3	3850.0	0.75	1.0
theta[668,6]	0.31	0.012	0.89	-1.1	0.29	1.8	5412.0	1.1	1.0
theta[669,6]	-0.3	0.012	0.77	-1.6	-0.29	0.95	3961.0	0.77	1.0
theta[670,6]	0.32	0.012	0.87	-1.1	0.3	1.8	5115.0	1.0	1.0
theta[671,6]	-0.018	0.012	0.99	-1.7	0.013	1.6	6368.0	1.2	1.0
theta[672,6]	-0.22	0.012	0.92	-1.8	-0.19	1.3	5799.0	1.1	1.0
theta[673,6]	-0.19	0.013	0.94	-1.8	-0.18	1.3	5004.0	0.98	1.0
theta[674,6]	-0.54	0.012	0.84	-2.0	-0.52	0.79	5251.0	1.0	1.0
theta[675,6]	-0.25	0.011	0.94	-1.8	-0.23	1.3	7211.0	1.4	1.0
theta[676,6]	-0.16	0.013	0.99	-1.8	-0.17	1.4	5354.0	1.0	1.0
theta[677,6]	-0.022	0.013	0.98	-1.7	-0.0086	1.6	5666.0	1.1	1.0
theta[678,6]	-0.52	0.012	0.84	-1.9	-0.49	0.82	4689.0	0.92	1.0
theta[679,6]	0.16	0.013	0.95	-1.3	0.14	1.7	5387.0	1.1	1.0
theta[680,6]	-0.03	0.013	1.0	-1.7	-0.0018	1.6	6017.0	1.2	1.0
theta[681,6]	-0.42	0.012	0.83	-1.8	-0.39	0.92	4448.0	0.87	1.0
theta[682,6]	-0.41	0.012	0.88	-1.9	-0.38	1.0	5713.0	1.1	1.0
theta[683,6]	-0.64	0.012	0.81	-2.0	-0.63	0.69	4633.0	0.91	1.0
theta[684,6]	-0.08	0.013	0.95	-1.7	-0.064	1.4	5206.0	1.0	1.0
theta[685,6]	-0.24	0.013	0.91	-1.8	-0.22	1.2	4757.0	0.93	1.0
theta[686,6]	-0.84	0.012	0.81	-2.2	-0.84	0.47	4255.0	0.83	1.0
theta[687,6]	-0.68	0.012	0.81	-2.1	-0.67	0.6	4320.0	0.84	1.0
theta[688,6]	-0.94	0.013	0.79	-2.3	-0.93	0.35	3861.0	0.76	1.0
theta[689,6]	0.65	0.011	0.83	-0.65	0.62	2.0	5205.0	1.0	1.0
theta[690,6]	-0.2	0.014	0.93	-1.8	-0.17	1.3	4573.0	0.89	1.0
theta[691,6]	-0.11	0.013	0.96	-1.7	-0.086	1.4	5636.0	1.1	1.0
theta[692,6]	-0.56	0.012	0.84	-1.9	-0.54	0.78	5081.0	0.99	1.0
theta[693,6]	-0.24	0.014	0.95	-1.8	-0.24	1.3	4945.0	0.97	1.0
theta[694,6]	0.28	0.013	0.89	-1.2	0.27	1.8	4896.0	0.96	1.0
theta[695,6]	-0.14	0.013	0.96	-1.7	-0.12	1.4	5581.0	1.1	1.0
theta[696,6]	-0.64	0.012	0.76	-1.9	-0.64	0.62	3962.0	0.77	1.0
theta[697,6]	-0.21	0.012	0.91	-1.7	-0.19	1.3	5782.0	1.1	1.0
theta[698,6]	1.1	0.012	0.78	-0.18	1.0	2.4	4207.0	0.82	1.0
theta[699,6]	3.3e-05	0.013	0.98	-1.6	-0.0036	1.6	5450.0	1.1	1.0
theta[700,6]	-0.29	0.013	0.9	-1.8	-0.27	1.2	5140.0	1.0	1.0
theta[701,6]	1.0	0.012	0.79	-0.26	1.0	2.3	4254.0	0.83	1.0
theta[702,6]	0.26	0.013	0.96	-1.3	0.26	1.9	5192.0	1.0	1.0
theta[703,6]	0.38	0.012	0.91	-1.1	0.37	1.9	5721.0	1.1	1.0
theta[704,6]	0.45	0.011	0.84	-0.92	0.42	1.8	5409.0	1.1	1.0
theta[705,6]	-0.028	0.012	0.76	-1.3	-0.03	1.2	3810.0	0.75	1.0
theta[706,6]	0.69	0.012	0.81	-0.61	0.67	2.1	4623.0	0.9	1.0
theta[707,6]	0.71	0.012	0.82	-0.61	0.7	2.1	4879.0	0.95	1.0
theta[708,6]	0.41	0.013	0.92	-1.0	0.38	2.0	4914.0	0.96	1.0
theta[709,6]	-0.19	0.012	0.93	-1.8	-0.16	1.3	5835.0	1.1	1.0
theta[710,6]	0.46	0.013	0.83	-0.86	0.45	1.9	4419.0	0.86	1.0
theta[711,6]	1.2	0.014	0.82	-0.18	1.2	2.5	3646.0	0.71	1.0
theta[712,6]	-0.13	0.012	0.77	-1.4	-0.15	1.2	3892.0	0.76	1.0
theta[713,6]	0.55	0.012	0.85	-0.82	0.53	2.0	5219.0	1.0	1.0
theta[714,6]	0.038	0.012	0.97	-1.5	0.045	1.7	6339.0	1.2	1.0
theta[715,6]	-0.14	0.013	0.94	-1.7	-0.14	1.4	5397.0	1.1	1.0
theta[716,6]	-0.08	0.012	0.78	-1.3	-0.12	1.2	4142.0	0.81	1.0
theta[717,6]	-0.72	0.012	0.82	-2.1	-0.7	0.59	4348.0	0.85	1.0
theta[718,6]	0.75	0.013	0.82	-0.58	0.75	2.1	3717.0	0.73	1.0
theta[719,6]	0.46	0.012	0.89	-0.96	0.44	2.0	5136.0	1.0	1.0
theta[720,6]	-0.21	0.013	0.89	-1.7	-0.2	1.2	4541.0	0.89	1.0
theta[721,6]	-0.18	0.012	0.8	-1.5	-0.19	1.2	4662.0	0.91	1.0
theta[722,6]	-0.17	0.013	0.93	-1.7	-0.15	1.3	4928.0	0.96	1.0
theta[723,6]	-0.89	0.012	0.81	-2.3	-0.87	0.45	4513.0	0.88	1.0
theta[724,6]	-0.33	0.013	0.87	-1.8	-0.31	1.1	4642.0	0.91	1.0
theta[725,6]	-0.4	0.012	0.76	-1.7	-0.39	0.87	3799.0	0.74	1.0
theta[726,6]	-0.23	0.012	0.9	-1.7	-0.2	1.2	6037.0	1.2	1.0
theta[727,6]	1.0	0.013	0.79	-0.31	1.0	2.3	3599.0	0.7	1.0
theta[728,6]	-0.12	0.012	0.99	-1.7	-0.13	1.5	6583.0	1.3	1.0
theta[729,6]	0.97	0.013	0.83	-0.4	0.96	2.3	3795.0	0.74	1.0
theta[730,6]	-0.27	0.013	0.91	-1.8	-0.27	1.2	4981.0	0.97	1.0
theta[731,6]	0.3	0.013	0.77	-0.95	0.27	1.6	3783.0	0.74	1.0
theta[732,6]	-0.82	0.011	0.78	-2.1	-0.82	0.44	4667.0	0.91	1.0
theta[733,6]	0.34	0.012	0.87	-1.0	0.3	1.8	5367.0	1.0	1.0
theta[734,6]	0.25	0.013	0.98	-1.3	0.22	1.9	5704.0	1.1	1.0
theta[735,6]	-0.49	0.012	0.86	-1.9	-0.47	0.88	5138.0	1.0	1.0
theta[736,6]	0.62	0.013	0.89	-0.8	0.6	2.1	4838.0	0.95	1.0
theta[737,6]	0.61	0.013	0.86	-0.8	0.6	2.1	4323.0	0.85	1.0
theta[738,6]	-0.73	0.013	0.83	-2.0	-0.74	0.67	4244.0	0.83	1.0
theta[739,6]	0.015	0.012	0.77	-1.2	0.016	1.3	4246.0	0.83	1.0
theta[740,6]	0.62	0.013	0.9	-0.83	0.6	2.1	4428.0	0.87	1.0
theta[741,6]	-0.12	0.013	0.93	-1.7	-0.087	1.4	5411.0	1.1	1.0
theta[742,6]	0.57	0.012	0.81	-0.69	0.54	2.0	4229.0	0.83	1.0
theta[743,6]	-0.97	0.012	0.78	-2.3	-0.96	0.3	4084.0	0.8	1.0
theta[744,6]	0.53	0.012	0.77	-0.77	0.54	1.8	4198.0	0.82	1.0
theta[745,6]	0.81	0.012	0.8	-0.48	0.78	2.2	4354.0	0.85	1.0
theta[746,6]	-0.12	0.013	0.93	-1.7	-0.12	1.4	5051.0	0.99	1.0
theta[747,6]	0.02	0.012	0.77	-1.2	0.0025	1.3	3965.0	0.78	1.0
theta[748,6]	-0.29	0.012	0.91	-1.8	-0.27	1.2	5774.0	1.1	1.0
theta[749,6]	0.2	0.011	0.86	-1.2	0.21	1.6	6122.0	1.2	1.0
theta[750,6]	0.42	0.013	0.87	-0.98	0.39	1.9	4456.0	0.87	1.0
theta[751,6]	-0.68	0.012	0.82	-2.0	-0.67	0.62	4791.0	0.94	1.0
theta[752,6]	0.2	0.013	0.93	-1.3	0.19	1.7	5062.0	0.99	1.0
theta[753,6]	0.017	0.012	1.0	-1.7	0.037	1.7	6699.0	1.3	1.0
theta[754,6]	-0.36	0.012	0.88	-1.9	-0.34	1.1	5067.0	0.99	1.0
theta[755,6]	0.45	0.013	0.76	-0.77	0.44	1.7	3354.0	0.66	1.0
theta[756,6]	-0.37	0.012	0.91	-1.9	-0.36	1.1	5484.0	1.1	1.0
theta[757,6]	0.36	0.012	0.85	-0.99	0.34	1.8	5004.0	0.98	1.0
theta[758,6]	-0.11	0.013	0.95	-1.7	-0.12	1.4	5411.0	1.1	1.0
theta[759,6]	-0.27	0.012	0.79	-1.5	-0.28	1.1	4177.0	0.82	1.0
theta[760,6]	-0.11	0.013	0.8	-1.4	-0.12	1.2	3915.0	0.77	1.0
theta[761,6]	-0.21	0.013	0.94	-1.8	-0.18	1.3	4983.0	0.97	1.0
theta[762,6]	-0.62	0.012	0.84	-2.0	-0.61	0.74	4754.0	0.93	1.0
theta[763,6]	0.26	0.013	0.93	-1.2	0.25	1.8	4980.0	0.97	1.0
theta[764,6]	1.1	0.012	0.8	-0.16	1.1	2.5	4349.0	0.85	1.0
theta[765,6]	-0.17	0.012	0.91	-1.7	-0.16	1.3	5379.0	1.1	1.0
theta[766,6]	-0.14	0.012	0.94	-1.7	-0.14	1.4	6424.0	1.3	1.0
theta[767,6]	0.64	0.013	0.85	-0.7	0.62	2.1	4408.0	0.86	1.0
theta[768,6]	-0.27	0.013	0.9	-1.8	-0.26	1.2	4663.0	0.91	1.0
theta[769,6]	-0.04	0.011	0.76	-1.3	-0.055	1.2	4484.0	0.88	1.0
theta[770,6]	0.56	0.013	0.79	-0.75	0.59	1.8	3933.0	0.77	1.0
theta[771,6]	-0.4	0.012	0.84	-1.8	-0.38	0.95	5052.0	0.99	1.0
theta[772,6]	-0.35	0.012	0.79	-1.6	-0.39	0.98	4192.0	0.82	1.0
theta[773,6]	-0.14	0.012	0.9	-1.6	-0.12	1.3	5491.0	1.1	1.0
theta[774,6]	-0.67	0.013	0.82	-2.0	-0.69	0.75	4114.0	0.8	1.0
theta[775,6]	-0.83	0.012	0.8	-2.2	-0.8	0.47	4304.0	0.84	1.0
theta[776,6]	-1.1	0.012	0.77	-2.4	-1.1	0.13	4397.0	0.86	1.0
theta[777,6]	0.38	0.012	0.84	-0.98	0.35	1.8	5310.0	1.0	1.0
theta[778,6]	-0.87	0.012	0.78	-2.2	-0.87	0.4	4403.0	0.86	1.0
theta[779,6]	-1.3	0.013	0.78	-2.5	-1.4	0.0085	3830.0	0.75	1.0
theta[780,6]	0.014	0.014	0.95	-1.6	0.022	1.6	4889.0	0.96	1.0
theta[781,6]	-0.0036	0.014	0.95	-1.5	-0.02	1.6	4382.0	0.86	1.0
theta[782,6]	0.74	0.012	0.82	-0.57	0.72	2.1	4522.0	0.88	1.0
theta[783,6]	-0.64	0.012	0.81	-2.0	-0.62	0.67	4910.0	0.96	1.0
theta[784,6]	0.14	0.013	0.9	-1.3	0.11	1.6	4902.0	0.96	1.0
theta[785,6]	-0.28	0.014	0.93	-1.8	-0.27	1.2	4700.0	0.92	1.0
theta[786,6]	-1.0	0.013	0.81	-2.4	-0.97	0.29	4015.0	0.79	1.0
theta[787,6]	0.42	0.012	0.87	-0.93	0.41	1.9	5112.0	1.0	1.0
theta[788,6]	-0.23	0.013	0.95	-1.8	-0.21	1.3	5204.0	1.0	1.0
theta[789,6]	0.42	0.013	0.9	-1.0	0.39	1.9	4746.0	0.93	1.0
theta[790,6]	-0.086	0.012	0.97	-1.7	-0.086	1.5	6352.0	1.2	1.0
theta[791,6]	-0.31	0.014	0.93	-1.8	-0.31	1.2	4474.0	0.87	1.0
theta[792,6]	0.36	0.013	0.91	-1.1	0.36	1.9	5227.0	1.0	1.0
theta[793,6]	0.57	0.012	0.78	-0.72	0.56	1.9	4447.0	0.87	1.0
theta[794,6]	0.68	0.012	0.8	-0.64	0.69	2.0	4223.0	0.83	1.0
theta[795,6]	-0.62	0.012	0.85	-2.1	-0.58	0.72	4843.0	0.95	1.0
theta[796,6]	0.36	0.013	0.85	-1.0	0.34	1.8	4661.0	0.91	1.0
theta[797,6]	0.96	0.012	0.81	-0.4	0.96	2.3	4274.0	0.84	1.0
theta[798,6]	-0.26	0.013	0.78	-1.5	-0.27	1.0	3626.0	0.71	1.0
theta[799,6]	-0.042	0.012	0.94	-1.6	-0.032	1.5	6220.0	1.2	1.0
theta[800,6]	-0.57	0.013	0.84	-2.0	-0.56	0.78	4421.0	0.86	1.0
theta[801,6]	-0.051	0.012	0.94	-1.6	-0.077	1.5	5716.0	1.1	1.0
theta[802,6]	-0.23	0.012	0.93	-1.8	-0.22	1.3	5521.0	1.1	1.0
theta[803,6]	0.62	0.012	0.77	-0.6	0.6	1.9	4340.0	0.85	1.0
theta[804,6]	-0.54	0.012	0.81	-1.9	-0.55	0.8	4516.0	0.88	1.0
theta[805,6]	-0.15	0.013	0.92	-1.7	-0.11	1.3	5298.0	1.0	1.0
