name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,267]	0.01	0.00444	0.308	-0.516	0.0194	0.482	4819.0	3.14	1.0
theta[2,267]	0.618	0.00641	0.484	-0.188	0.614	1.43	5707.0	3.72	1.0
theta[3,267]	-0.236	0.0107	0.837	-1.67	-0.183	1.04	6170.0	4.02	0.999
theta[1,268]	0.543	0.00372	0.255	0.129	0.547	0.955	4683.0	3.05	1.0
theta[2,268]	0.678	0.0066	0.491	-0.142	0.671	1.48	5525.0	3.6	1.0
theta[3,268]	0.954	0.00924	0.512	0.067	0.982	1.72	3077.0	2.01	1.0
theta[1,269]	-0.534	0.00585	0.4	-1.23	-0.506	0.0675	4674.0	3.05	1.0
theta[2,269]	0.352	0.00702	0.476	-0.409	0.347	1.16	4596.0	3.0	1.0
theta[3,269]	-0.187	0.0117	0.902	-1.76	-0.132	1.22	5959.0	3.88	1.0
theta[1,270]	0.143	0.00401	0.294	-0.365	0.155	0.613	5358.0	3.49	1.0
theta[2,270]	0.261	0.00604	0.463	-0.486	0.261	1.03	5875.0	3.83	1.0
theta[3,270]	-0.288	0.0114	0.853	-1.75	-0.239	1.02	5622.0	3.66	1.0
theta[1,271]	-1.3	0.00864	0.575	-2.3	-1.24	-0.423	4440.0	2.89	1.0
theta[2,271]	-0.898	0.00997	0.692	-2.11	-0.857	0.159	4814.0	3.14	1.0
theta[3,271]	-0.0942	0.0114	0.924	-1.66	-0.0605	1.37	6572.0	4.28	0.999
theta[1,272]	0.668	0.00358	0.245	0.265	0.672	1.06	4663.0	3.04	0.999
theta[2,272]	1.07	0.00589	0.48	0.273	1.07	1.87	6642.0	4.33	0.999
theta[3,272]	-0.39	0.0114	0.826	-1.86	-0.318	0.846	5288.0	3.45	1.0
theta[1,273]	-0.481	0.00583	0.402	-1.18	-0.451	0.13	4737.0	3.09	1.0
theta[2,273]	-1.19	0.00918	0.666	-2.38	-1.14	-0.184	5265.0	3.43	0.999
theta[3,273]	-0.195	0.0117	0.883	-1.74	-0.152	1.16	5720.0	3.73	1.0
theta[1,274]	0.447	0.00365	0.254	0.0188	0.453	0.848	4854.0	3.16	1.0
theta[2,274]	-0.647	0.00624	0.463	-1.42	-0.641	0.104	5498.0	3.58	1.0
theta[3,274]	0.522	0.00996	0.642	-0.62	0.582	1.47	4158.0	2.71	1.0
theta[1,275]	0.2	0.00398	0.279	-0.294	0.216	0.642	4922.0	3.21	1.0
theta[2,275]	-1.11	0.00743	0.521	-2.0	-1.08	-0.311	4923.0	3.21	0.999
theta[3,275]	-0.307	0.0112	0.831	-1.74	-0.267	0.976	5482.0	3.57	0.999
theta[1,276]	1.36	0.00355	0.249	0.951	1.36	1.78	4940.0	3.22	1.0
theta[2,276]	0.128	0.00626	0.472	-0.645	0.13	0.897	5684.0	3.7	1.0
theta[3,276]	0.479	0.00697	0.489	-0.382	0.51	1.23	4913.0	3.2	1.0
theta[1,277]	0.296	0.00403	0.272	-0.168	0.3	0.731	4554.0	2.97	0.999
theta[2,277]	0.195	0.00688	0.485	-0.582	0.191	1.0	4955.0	3.23	0.999
theta[3,277]	-0.3	0.0115	0.837	-1.79	-0.239	0.966	5338.0	3.48	0.999
theta[1,278]	-0.647	0.00656	0.428	-1.41	-0.616	0.00476	4253.0	2.77	1.0
theta[2,278]	2.06	0.00746	0.505	1.25	2.06	2.88	4573.0	2.98	0.999
theta[3,278]	-0.118	0.0114	0.869	-1.59	-0.0789	1.24	5771.0	3.76	1.0
theta[1,279]	-0.956	0.00707	0.482	-1.8	-0.926	-0.229	4645.0	3.03	0.999
theta[2,279]	0.51	0.0073	0.5	-0.312	0.518	1.34	4692.0	3.06	0.999
theta[3,279]	-0.121	0.0116	0.898	-1.61	-0.0982	1.31	6037.0	3.93	0.999
theta[1,280]	-0.747	0.00699	0.45	-1.53	-0.726	-0.0538	4148.0	2.7	1.0
theta[2,280]	0.636	0.00793	0.509	-0.181	0.632	1.5	4117.0	2.68	1.0
theta[3,280]	-0.146	0.012	0.924	-1.76	-0.116	1.31	5887.0	3.84	1.0
theta[1,281]	-1.31	0.00895	0.55	-2.28	-1.27	-0.483	3784.0	2.47	1.0
theta[2,281]	0.89	0.00785	0.523	0.0523	0.883	1.74	4435.0	2.89	1.0
theta[3,281]	-0.0772	0.0122	0.937	-1.67	-0.0397	1.4	5897.0	3.84	0.999
theta[1,282]	1.54	0.00344	0.236	1.15	1.54	1.93	4722.0	3.08	0.999
theta[2,282]	1.81	0.00704	0.514	0.995	1.78	2.69	5326.0	3.47	1.0
theta[3,282]	1.3	0.00582	0.433	0.594	1.31	2.01	5532.0	3.61	1.0
theta[1,283]	-0.251	0.00476	0.354	-0.867	-0.227	0.289	5525.0	3.6	1.0
theta[2,283]	-1.29	0.00923	0.631	-2.41	-1.25	-0.333	4670.0	3.04	1.0
theta[3,283]	-0.238	0.0114	0.882	-1.72	-0.21	1.09	5948.0	3.88	1.0
theta[1,284]	-1.66	0.00913	0.651	-2.79	-1.62	-0.656	5085.0	3.31	1.0
theta[2,284]	-0.805	0.0119	0.748	-2.1	-0.76	0.351	3959.0	2.58	1.0
theta[3,284]	-0.0737	0.0128	0.93	-1.67	-0.0347	1.4	5308.0	3.46	1.0
theta[1,285]	-0.997	0.00775	0.501	-1.88	-0.969	-0.245	4183.0	2.73	1.0
theta[2,285]	-0.58	0.00849	0.586	-1.58	-0.564	0.338	4767.0	3.11	1.0
theta[3,285]	-0.134	0.012	0.915	-1.68	-0.1	1.32	5786.0	3.77	1.0
theta[1,286]	0.0773	0.00397	0.292	-0.407	0.087	0.541	5437.0	3.54	0.999
theta[2,286]	-1.04	0.00759	0.523	-1.98	-1.02	-0.237	4745.0	3.09	0.999
theta[3,286]	-0.285	0.0114	0.858	-1.79	-0.216	1.05	5647.0	3.68	0.999
theta[1,287]	0.202	0.00421	0.284	-0.276	0.215	0.646	4553.0	2.97	1.0
theta[2,287]	-1.47	0.00907	0.604	-2.52	-1.43	-0.552	4441.0	2.89	1.0
theta[3,287]	-0.312	0.0115	0.846	-1.8	-0.252	0.984	5410.0	3.53	1.0
theta[1,288]	-1.67	0.00905	0.657	-2.81	-1.62	-0.661	5270.0	3.43	1.0
theta[2,288]	-0.793	0.0112	0.742	-2.06	-0.757	0.361	4416.0	2.88	1.0
theta[3,288]	-0.102	0.0119	0.938	-1.68	-0.0801	1.41	6238.0	4.07	1.0
theta[1,289]	1.49	0.00369	0.238	1.11	1.49	1.88	4161.0	2.71	1.0
theta[2,289]	-0.409	0.00656	0.489	-1.2	-0.418	0.403	5550.0	3.62	1.0
theta[3,289]	-0.622	0.0103	0.724	-1.91	-0.57	0.484	4982.0	3.25	1.0
theta[1,290]	1.38	0.00376	0.238	0.988	1.39	1.78	4010.0	2.61	1.0
theta[2,290]	0.731	0.00663	0.484	-0.0663	0.74	1.52	5340.0	3.48	1.0
theta[3,290]	0.985	0.00614	0.442	0.246	0.998	1.69	5177.0	3.37	1.0
theta[1,291]	0.0508	0.00445	0.3	-0.484	0.0641	0.524	4560.0	2.97	1.0
theta[2,291]	-0.42	0.00622	0.479	-1.21	-0.409	0.346	5934.0	3.87	1.0
theta[3,291]	-0.25	0.0107	0.839	-1.68	-0.203	1.01	6089.0	3.97	1.0
theta[1,292]	-0.548	0.00595	0.404	-1.28	-0.526	0.0582	4601.0	3.0	1.0
theta[2,292]	-1.17	0.00932	0.659	-2.33	-1.12	-0.18	4997.0	3.26	1.0
theta[3,292]	-0.207	0.0115	0.877	-1.74	-0.174	1.18	5767.0	3.76	0.999
theta[1,293]	-1.03	0.00771	0.51	-1.91	-0.998	-0.248	4378.0	2.85	0.999
theta[2,293]	0.449	0.00767	0.513	-0.393	0.438	1.31	4472.0	2.91	1.0
theta[3,293]	-0.119	0.0109	0.89	-1.63	-0.0844	1.29	6673.0	4.35	0.999
theta[1,294]	0.471	0.0041	0.258	0.0364	0.478	0.877	3948.0	2.57	0.999
theta[2,294]	-0.366	0.00646	0.468	-1.15	-0.362	0.404	5237.0	3.41	1.0
theta[3,294]	-0.336	0.0103	0.808	-1.74	-0.272	0.877	6101.0	3.98	0.999
theta[1,295]	2.91	0.00463	0.311	2.44	2.89	3.44	4520.0	2.95	0.999
theta[2,295]	0.659	0.00715	0.518	-0.17	0.653	1.51	5243.0	3.42	1.0
theta[3,295]	1.57	0.00733	0.544	0.682	1.56	2.46	5509.0	3.59	1.0
theta[1,296]	0.958	0.00348	0.238	0.581	0.96	1.35	4705.0	3.07	1.0
theta[2,296]	-0.125	0.00627	0.478	-0.918	-0.136	0.677	5804.0	3.78	0.999
theta[3,296]	0.988	0.00677	0.454	0.225	1.0	1.7	4501.0	2.93	1.0
theta[1,297]	-1.27	0.00809	0.567	-2.31	-1.23	-0.42	4910.0	3.2	1.0
theta[2,297]	-0.926	0.0103	0.709	-2.18	-0.872	0.15	4760.0	3.1	1.0
theta[3,297]	-0.127	0.0121	0.932	-1.71	-0.109	1.34	5960.0	3.88	1.0
theta[1,298]	0.448	0.00329	0.256	0.0257	0.453	0.874	6051.0	3.94	1.0
theta[2,298]	1.34	0.00631	0.472	0.568	1.35	2.1	5606.0	3.65	1.0
theta[3,298]	-0.308	0.0114	0.795	-1.67	-0.237	0.875	4899.0	3.19	1.0
theta[1,299]	0.688	0.00387	0.254	0.265	0.689	1.11	4304.0	2.8	1.0
theta[2,299]	-0.736	0.00611	0.459	-1.51	-0.738	0.0154	5638.0	3.67	1.0
theta[3,299]	1.32	0.00597	0.426	0.617	1.33	2.01	5078.0	3.31	1.0
theta[1,300]	-0.488	0.00647	0.395	-1.17	-0.469	0.12	3718.0	2.42	1.0
theta[2,300]	-0.377	0.00751	0.524	-1.26	-0.364	0.46	4875.0	3.18	1.0
theta[3,300]	2.01	0.0084	0.472	1.21	2.01	2.75	3160.0	2.06	1.0
theta[1,301]	-0.389	0.00568	0.374	-1.04	-0.374	0.191	4334.0	2.82	1.0
theta[2,301]	-0.486	0.00711	0.501	-1.35	-0.471	0.32	4969.0	3.24	1.0
theta[3,301]	-0.207	0.0114	0.897	-1.78	-0.178	1.18	6185.0	4.03	0.999
theta[1,302]	1.94	0.00371	0.235	1.54	1.94	2.32	4027.0	2.62	0.999
theta[2,302]	0.157	0.00739	0.482	-0.647	0.151	0.967	4262.0	2.78	0.999
theta[3,302]	-0.743	0.00936	0.698	-1.99	-0.685	0.303	5561.0	3.62	1.0
theta[1,303]	-0.374	0.0054	0.371	-1.02	-0.347	0.191	4717.0	3.07	1.0
theta[2,303]	-0.836	0.00712	0.548	-1.79	-0.804	0.000391	5924.0	3.86	0.999
theta[3,303]	0.808	0.0111	0.674	-0.394	0.875	1.8	3663.0	2.39	1.0
theta[1,304]	-1.02	0.00812	0.526	-1.96	-0.98	-0.23	4195.0	2.73	1.0
theta[2,304]	-1.01	0.0104	0.698	-2.26	-0.967	0.0427	4521.0	2.95	1.0
theta[3,304]	-0.145	0.0122	0.923	-1.73	-0.112	1.33	5700.0	3.71	0.999
theta[1,305]	-1.23	0.00901	0.552	-2.22	-1.19	-0.392	3750.0	2.44	1.0
theta[2,305]	1.39	0.00799	0.529	0.533	1.38	2.27	4390.0	2.86	0.999
theta[3,305]	-0.0963	0.0119	0.942	-1.67	-0.0706	1.41	6315.0	4.12	0.999
theta[1,306]	-1.43	0.00922	0.588	-2.48	-1.39	-0.514	4068.0	2.65	1.0
theta[2,306]	0.357	0.0081	0.544	-0.574	0.368	1.23	4508.0	2.94	1.0
theta[3,306]	-0.0701	0.0114	0.922	-1.61	-0.0574	1.4	6586.0	4.29	0.999
theta[1,307]	-1.04	0.00818	0.527	-1.97	-1.0	-0.262	4142.0	2.7	1.0
theta[2,307]	-0.985	0.00923	0.685	-2.16	-0.948	0.0759	5514.0	3.59	1.0
theta[3,307]	-0.163	0.0115	0.939	-1.76	-0.133	1.29	6649.0	4.33	1.0
theta[1,308]	-0.0192	0.00484	0.303	-0.536	-0.00112	0.448	3927.0	2.56	1.0
theta[2,308]	-0.706	0.00767	0.493	-1.55	-0.68	0.0739	4121.0	2.69	1.0
theta[3,308]	-0.269	0.0113	0.875	-1.78	-0.226	1.08	5952.0	3.88	1.0
theta[1,309]	-1.23	0.00836	0.534	-2.16	-1.21	-0.387	4076.0	2.66	1.0
theta[2,309]	-0.394	0.00946	0.611	-1.43	-0.361	0.554	4168.0	2.72	1.0
theta[3,309]	1.57	0.00995	0.631	0.481	1.62	2.53	4019.0	2.62	1.0
theta[1,310]	1.2	0.00357	0.241	0.794	1.2	1.59	4554.0	2.97	1.0
theta[2,310]	1.16	0.00703	0.492	0.353	1.16	1.97	4890.0	3.19	0.999
theta[3,310]	1.09	0.00608	0.441	0.345	1.1	1.8	5259.0	3.43	0.999
theta[1,311]	-0.469	0.00626	0.395	-1.17	-0.437	0.12	3986.0	2.6	1.0
theta[2,311]	-0.293	0.00719	0.5	-1.14	-0.285	0.519	4841.0	3.15	0.999
theta[3,311]	-0.191	0.0119	0.887	-1.71	-0.144	1.2	5542.0	3.61	1.0
theta[1,312]	-1.49	0.00945	0.613	-2.59	-1.44	-0.555	4212.0	2.75	1.0
theta[2,312]	-0.376	0.00908	0.642	-1.49	-0.356	0.632	4990.0	3.25	0.999
theta[3,312]	-0.0871	0.0124	0.933	-1.69	-0.0587	1.42	5685.0	3.71	1.0
theta[1,313]	1.73	0.00361	0.231	1.34	1.73	2.1	4074.0	2.65	1.0
theta[2,313]	-0.528	0.0059	0.466	-1.29	-0.546	0.249	6224.0	4.06	1.0
theta[3,313]	-0.0185	0.00884	0.565	-1.02	0.0262	0.842	4089.0	2.66	1.0
theta[1,314]	-0.542	0.00624	0.401	-1.25	-0.519	0.0835	4123.0	2.69	1.0
theta[2,314]	0.623	0.00702	0.487	-0.15	0.62	1.42	4807.0	3.13	1.0
theta[3,314]	-0.157	0.0118	0.889	-1.71	-0.122	1.2	5641.0	3.68	0.999
theta[1,315]	-0.884	0.00739	0.494	-1.75	-0.85	-0.138	4463.0	2.91	1.0
theta[2,315]	-1.05	0.01	0.675	-2.24	-0.998	-0.015	4528.0	2.95	1.0
theta[3,315]	-0.164	0.0112	0.902	-1.71	-0.152	1.26	6469.0	4.22	0.999
theta[1,316]	-0.363	0.00532	0.375	-1.01	-0.335	0.209	4953.0	3.23	1.0
theta[2,316]	-1.25	0.00915	0.646	-2.4	-1.21	-0.271	4985.0	3.25	1.0
theta[3,316]	-0.202	0.0112	0.866	-1.69	-0.145	1.11	5972.0	3.89	1.0
theta[1,317]	-1.68	0.00937	0.649	-2.81	-1.65	-0.7	4795.0	3.13	1.0
theta[2,317]	-0.793	0.0108	0.735	-2.06	-0.754	0.35	4602.0	3.0	1.0
theta[3,317]	-0.0695	0.0113	0.922	-1.66	-0.0331	1.41	6651.0	4.33	0.999
theta[1,318]	-0.978	0.00706	0.487	-1.82	-0.937	-0.237	4748.0	3.09	1.0
theta[2,318]	-1.03	0.00986	0.683	-2.25	-0.986	0.00668	4801.0	3.13	0.999
theta[3,318]	-0.16	0.0121	0.925	-1.72	-0.135	1.3	5831.0	3.8	1.0
theta[1,319]	0.784	0.00358	0.249	0.377	0.788	1.19	4840.0	3.15	1.0
theta[2,319]	-1.06	0.0061	0.477	-1.89	-1.05	-0.299	6130.0	3.99	1.0
theta[3,319]	0.736	0.00772	0.515	-0.167	0.765	1.52	4460.0	2.91	1.0
theta[1,320]	-1.11	0.00771	0.538	-2.05	-1.07	-0.284	4859.0	3.17	1.0
theta[2,320]	-0.173	0.00793	0.537	-1.07	-0.166	0.695	4573.0	2.98	1.0
theta[3,320]	-0.101	0.0112	0.895	-1.65	-0.0798	1.36	6374.0	4.15	0.999
theta[1,321]	-1.24	0.0098	0.568	-2.26	-1.2	-0.391	3357.0	2.19	1.0
theta[2,321]	0.803	0.00811	0.526	-0.0569	0.803	1.67	4210.0	2.74	1.0
theta[3,321]	-0.0856	0.0114	0.925	-1.66	-0.0569	1.37	6601.0	4.3	0.999
theta[1,322]	0.124	0.00434	0.294	-0.377	0.143	0.572	4597.0	3.0	1.0
theta[2,322]	-1.06	0.00721	0.52	-2.0	-1.03	-0.275	5193.0	3.38	1.0
theta[3,322]	1.03	0.00809	0.552	0.0756	1.06	1.86	4655.0	3.03	1.0
theta[1,323]	-0.672	0.00697	0.423	-1.43	-0.639	-0.0369	3683.0	2.4	0.999
theta[2,323]	0.975	0.00752	0.494	0.175	0.96	1.81	4309.0	2.81	1.0
theta[3,323]	1.99	0.00673	0.463	1.22	1.99	2.73	4739.0	3.09	1.0
theta[1,324]	-1.05	0.00786	0.496	-1.91	-1.03	-0.306	3987.0	2.6	1.0
theta[2,324]	-0.972	0.00983	0.677	-2.15	-0.927	0.0681	4752.0	3.1	1.0
theta[3,324]	2.15	0.00753	0.481	1.38	2.15	2.93	4071.0	2.65	1.0
theta[1,325]	1.12	0.00332	0.242	0.716	1.12	1.52	5285.0	3.44	0.999
theta[2,325]	0.494	0.00743	0.489	-0.317	0.502	1.29	4334.0	2.82	1.0
theta[3,325]	-0.49	0.0101	0.757	-1.82	-0.435	0.635	5572.0	3.63	0.999
theta[1,326]	1.9	0.00329	0.234	1.51	1.9	2.28	5064.0	3.3	1.0
theta[2,326]	1.3	0.00694	0.518	0.47	1.29	2.17	5565.0	3.63	0.999
theta[3,326]	0.0533	0.00855	0.531	-0.87	0.0876	0.851	3855.0	2.51	1.0
theta[1,327]	0.557	0.00326	0.251	0.134	0.562	0.958	5931.0	3.87	0.999
theta[2,327]	-0.0784	0.00663	0.48	-0.859	-0.0871	0.712	5255.0	3.42	1.0
theta[3,327]	-0.368	0.0106	0.807	-1.76	-0.304	0.856	5823.0	3.79	0.999
theta[1,328]	0.922	0.00366	0.247	0.527	0.925	1.33	4533.0	2.95	1.0
theta[2,328]	0.461	0.00643	0.479	-0.347	0.469	1.26	5549.0	3.62	1.0
theta[3,328]	-0.457	0.0109	0.768	-1.78	-0.391	0.69	4923.0	3.21	1.0
theta[1,329]	1.16	0.00345	0.243	0.757	1.15	1.56	4936.0	3.22	0.999
theta[2,329]	-1.11	0.00645	0.465	-1.88	-1.11	-0.348	5192.0	3.38	0.999
theta[3,329]	-0.505	0.0111	0.77	-1.9	-0.434	0.626	4838.0	3.15	1.0
theta[1,330]	-0.119	0.00643	0.424	-0.864	-0.0949	0.528	4351.0	2.84	1.0
theta[2,330]	-0.0879	0.00749	0.481	-0.87	-0.0965	0.715	4133.0	2.69	1.0
theta[3,330]	-0.237	0.0108	0.852	-1.72	-0.183	1.11	6262.0	4.08	1.0
theta[1,331]	-0.285	0.00538	0.366	-0.946	-0.266	0.276	4627.0	3.02	1.0
theta[2,331]	-0.551	0.00698	0.506	-1.41	-0.534	0.241	5261.0	3.43	1.0
theta[3,331]	-0.218	0.0117	0.88	-1.73	-0.194	1.12	5685.0	3.71	1.0
theta[1,332]	1.31	0.00352	0.243	0.918	1.31	1.71	4745.0	3.09	1.0
theta[2,332]	0.664	0.0072	0.474	-0.131	0.664	1.42	4333.0	2.82	1.0
theta[3,332]	-0.53	0.00977	0.744	-1.84	-0.47	0.594	5804.0	3.78	1.0
theta[1,333]	-1.67	0.00912	0.659	-2.81	-1.62	-0.673	5218.0	3.4	1.0
theta[2,333]	-0.786	0.0109	0.742	-2.05	-0.754	0.383	4668.0	3.04	0.999
theta[3,333]	-0.0801	0.0116	0.923	-1.6	-0.0605	1.41	6343.0	4.13	0.999
theta[1,334]	1.26	0.00335	0.245	0.861	1.26	1.67	5376.0	3.5	0.999
theta[2,334]	0.16	0.00618	0.47	-0.62	0.165	0.908	5795.0	3.78	0.999
theta[3,334]	-0.543	0.0111	0.765	-1.89	-0.481	0.606	4773.0	3.11	1.0
theta[1,335]	-0.133	0.00515	0.33	-0.716	-0.11	0.376	4101.0	2.67	1.0
theta[2,335]	-0.0839	0.0071	0.471	-0.85	-0.0928	0.706	4391.0	2.86	1.0
theta[3,335]	-0.231	0.0119	0.869	-1.74	-0.192	1.13	5291.0	3.45	1.0
theta[1,336]	0.0319	0.00446	0.299	-0.485	0.0531	0.491	4481.0	2.92	0.999
theta[2,336]	-0.14	0.00633	0.46	-0.897	-0.144	0.636	5288.0	3.45	1.0
theta[3,336]	-0.248	0.011	0.856	-1.73	-0.207	1.09	6023.0	3.93	1.0
theta[1,337]	-1.68	0.0093	0.657	-2.84	-1.63	-0.719	4989.0	3.25	1.0
theta[2,337]	-0.797	0.00947	0.735	-2.07	-0.762	0.342	6019.0	3.92	1.0
theta[3,337]	-0.0844	0.0118	0.926	-1.65	-0.0642	1.39	6155.0	4.01	0.999
theta[1,338]	-0.969	0.00761	0.492	-1.8	-0.94	-0.204	4170.0	2.72	0.999
theta[2,338]	-0.0992	0.00806	0.532	-0.992	-0.0864	0.747	4352.0	2.84	0.999
theta[3,338]	-0.119	0.0114	0.888	-1.63	-0.0741	1.29	6121.0	3.99	1.0
theta[1,339]	-1.67	0.00891	0.651	-2.8	-1.64	-0.667	5337.0	3.48	1.0
theta[2,339]	-0.793	0.0104	0.725	-2.04	-0.766	0.314	4829.0	3.15	1.0
theta[3,339]	-0.0821	0.0112	0.916	-1.61	-0.046	1.38	6692.0	4.36	0.999
theta[1,340]	-0.0215	0.00482	0.315	-0.565	-0.00376	0.461	4270.0	2.78	1.0
theta[2,340]	0.629	0.00642	0.478	-0.158	0.631	1.4	5559.0	3.62	1.0
theta[3,340]	-0.248	0.0117	0.868	-1.77	-0.2	1.09	5545.0	3.61	1.0
theta[1,341]	0.902	0.00313	0.241	0.507	0.903	1.29	5934.0	3.87	1.0
theta[2,341]	-0.928	0.00613	0.454	-1.69	-0.929	-0.178	5485.0	3.57	0.999
theta[3,341]	-0.424	0.0097	0.769	-1.77	-0.351	0.714	6287.0	4.1	1.0
theta[1,342]	0.679	0.00355	0.241	0.275	0.682	1.07	4614.0	3.01	0.999
theta[2,342]	0.294	0.00638	0.467	-0.47	0.285	1.06	5353.0	3.49	0.999
theta[3,342]	1.17	0.00737	0.457	0.395	1.18	1.88	3841.0	2.5	1.0
theta[1,343]	1.59	0.00338	0.24	1.19	1.59	1.97	5045.0	3.29	1.0
theta[2,343]	-1.47	0.00636	0.477	-2.26	-1.45	-0.73	5629.0	3.67	0.999
theta[3,343]	0.29	0.00721	0.515	-0.62	0.326	1.06	5100.0	3.32	1.0
theta[1,344]	-1.34	0.00889	0.574	-2.37	-1.3	-0.469	4178.0	2.72	1.0
theta[2,344]	0.546	0.00811	0.526	-0.307	0.544	1.42	4202.0	2.74	1.0
theta[3,344]	-0.107	0.0114	0.942	-1.7	-0.0915	1.39	6811.0	4.44	0.999
theta[1,345]	0.0759	0.00398	0.293	-0.43	0.0911	0.525	5413.0	3.53	1.0
theta[2,345]	-1.41	0.00839	0.6	-2.46	-1.36	-0.49	5123.0	3.34	1.0
theta[3,345]	-0.312	0.012	0.855	-1.82	-0.262	1.02	5102.0	3.32	0.999
theta[1,346]	0.0428	0.00436	0.3	-0.477	0.0607	0.51	4751.0	3.1	1.0
theta[2,346]	-0.16	0.00645	0.472	-0.923	-0.168	0.62	5354.0	3.49	1.0
theta[3,346]	-0.262	0.0112	0.847	-1.73	-0.181	1.02	5757.0	3.75	0.999
theta[1,347]	-1.0	0.00767	0.506	-1.88	-0.96	-0.242	4356.0	2.84	1.0
theta[2,347]	-1.01	0.00966	0.695	-2.22	-0.959	0.0567	5180.0	3.38	1.0
theta[3,347]	-0.138	0.0114	0.904	-1.65	-0.107	1.29	6249.0	4.07	1.0
theta[1,348]	-0.621	0.00649	0.436	-1.38	-0.586	0.04	4524.0	2.95	1.0
theta[2,348]	-1.14	0.0097	0.661	-2.27	-1.1	-0.133	4642.0	3.03	1.0
theta[3,348]	-0.18	0.0122	0.892	-1.71	-0.166	1.22	5314.0	3.46	1.0
theta[1,349]	-0.75	0.0076	0.462	-1.56	-0.727	-0.0566	3704.0	2.41	1.0
theta[2,349]	1.19	0.00835	0.533	0.302	1.2	2.05	4073.0	2.65	0.999
theta[3,349]	-0.134	0.0117	0.904	-1.65	-0.104	1.28	5944.0	3.87	1.0
theta[1,350]	-0.457	0.00565	0.385	-1.14	-0.427	0.127	4656.0	3.03	1.0
theta[2,350]	1.97	0.00767	0.508	1.14	1.98	2.8	4378.0	2.85	1.0
theta[3,350]	-0.146	0.0112	0.874	-1.65	-0.109	1.22	6111.0	3.98	0.999
theta[1,351]	-0.0434	0.00421	0.326	-0.606	-0.0269	0.473	6021.0	3.92	1.0
theta[2,351]	-1.36	0.00861	0.617	-2.45	-1.32	-0.423	5133.0	3.35	0.999
theta[3,351]	-0.267	0.0111	0.842	-1.69	-0.223	1.04	5733.0	3.74	1.0
theta[1,352]	-0.297	0.00527	0.361	-0.916	-0.282	0.266	4706.0	3.07	1.0
theta[2,352]	0.276	0.00669	0.48	-0.503	0.26	1.1	5140.0	3.35	1.0
theta[3,352]	-0.19	0.0111	0.862	-1.7	-0.128	1.13	5975.0	3.89	1.0
theta[1,353]	-1.27	0.00916	0.563	-2.27	-1.24	-0.409	3781.0	2.46	1.0
theta[2,353]	0.183	0.00851	0.532	-0.69	0.187	1.07	3913.0	2.55	0.999
theta[3,353]	-0.11	0.0117	0.923	-1.7	-0.0682	1.38	6258.0	4.08	0.999
theta[1,354]	-0.854	0.00662	0.482	-1.69	-0.813	-0.141	5301.0	3.45	1.0
theta[2,354]	-1.08	0.00971	0.703	-2.36	-1.02	-0.0127	5241.0	3.42	1.0
theta[3,354]	-0.162	0.0122	0.916	-1.74	-0.128	1.26	5646.0	3.68	1.0
theta[1,355]	1.03	0.00347	0.243	0.632	1.02	1.43	4883.0	3.18	1.0
theta[2,355]	-1.21	0.006	0.472	-2.01	-1.2	-0.457	6200.0	4.04	1.0
theta[3,355]	-0.481	0.0115	0.786	-1.89	-0.421	0.678	4679.0	3.05	1.0
theta[1,356]	-0.181	0.0052	0.353	-0.793	-0.157	0.36	4602.0	3.0	1.0
theta[2,356]	-1.31	0.00977	0.655	-2.47	-1.25	-0.314	4493.0	2.93	1.0
theta[3,356]	-0.253	0.0118	0.86	-1.75	-0.218	1.09	5319.0	3.47	1.0
theta[1,357]	-0.677	0.00617	0.439	-1.45	-0.64	-0.0186	5054.0	3.29	0.999
theta[2,357]	-1.13	0.00951	0.684	-2.32	-1.08	-0.078	5166.0	3.37	1.0
theta[3,357]	-0.174	0.0115	0.918	-1.78	-0.13	1.27	6406.0	4.17	1.0
theta[1,358]	-1.67	0.00845	0.646	-2.78	-1.63	-0.688	5850.0	3.81	0.999
theta[2,358]	-0.804	0.00991	0.748	-2.07	-0.764	0.379	5705.0	3.72	0.999
theta[3,358]	-0.113	0.0129	0.937	-1.72	-0.0826	1.37	5290.0	3.45	1.0
theta[1,359]	-0.139	0.00473	0.331	-0.725	-0.116	0.372	4889.0	3.19	1.0
theta[2,359]	-1.32	0.00902	0.616	-2.39	-1.27	-0.406	4657.0	3.04	1.0
theta[3,359]	-0.246	0.0124	0.893	-1.78	-0.193	1.12	5216.0	3.4	0.999
theta[1,360]	-1.22	0.00878	0.544	-2.15	-1.18	-0.38	3840.0	2.5	1.0
theta[2,360]	0.948	0.00763	0.511	0.117	0.939	1.79	4484.0	2.92	1.0
theta[3,360]	-0.0791	0.0113	0.929	-1.66	-0.0581	1.39	6697.0	4.36	1.0
theta[1,361]	-0.173	0.00493	0.319	-0.725	-0.154	0.323	4192.0	2.73	1.0
theta[2,361]	0.421	0.00634	0.473	-0.332	0.416	1.22	5554.0	3.62	1.0
theta[3,361]	-0.225	0.0118	0.862	-1.75	-0.183	1.11	5306.0	3.46	1.0
theta[1,362]	0.442	0.00358	0.253	0.0248	0.446	0.854	4986.0	3.25	0.999
theta[2,362]	0.278	0.00594	0.471	-0.509	0.289	1.05	6281.0	4.09	1.0
