sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
82,42,57,54,66,70,56,69,77,63,49,38,45,50,34,45,32,34,21,29,16,16,16,14,18,8,8,4,4,0,0,4,0,4,1,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
83,35,52,51,87,77,75,67,58,50,52,38,48,53,33,34,33,31,27,20,24,21,12,11,11,16,8,5,5,3,4,0,3,1,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
84,45,49,59,62,52,72,66,72,78,46,42,51,48,31,33,30,26,26,21,24,21,16,11,18,11,6,9,2,2,1,5,2,4,2,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
85,29,51,69,84,56,72,59,64,54,65,49,44,42,36,40,31,29,28,21,19,21,18,11,11,7,7,5,8,2,3,3,3,2,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
86,28,57,67,57,77,62,76,62,60,56,58,46,40,36,31,28,32,23,29,23,15,14,17,5,8,7,7,5,10,2,1,3,0,1,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
87,42,49,51,55,77,77,75,56,59,71,34,37,60,43,37,36,26,25,17,20,15,12,14,13,9,11,3,6,2,2,2,3,4,1,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
88,42,48,57,70,74,78,74,53,55,48,65,48,42,28,40,30,27,24,31,18,16,17,14,8,11,1,6,8,2,3,3,2,0,1,0,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
89,42,47,61,84,61,67,66,61,54,58,40,52,38,42,33,44,32,21,29,22,9,22,18,4,12,5,1,5,5,1,3,3,1,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90,33,50,53,75,70,71,71,64,71,45,39,48,35,42,37,42,27,19,29,25,13,23,9,11,7,10,7,7,3,1,3,1,1,0,0,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0
91,35,51,72,54,74,66,80,43,60,49,44,56,45,41,34,43,33,28,22,21,19,17,8,7,8,3,6,9,3,5,3,0,3,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
92,37,53,70,64,70,75,60,53,48,52,41,53,50,42,41,27,32,24,22,22,17,14,11,21,6,7,4,5,5,4,5,2,6,1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,40,53,51,75,70,68,67,54,69,60,54,49,42,36,33,29,16,22,26,18,27,11,21,14,8,6,3,6,6,4,2,2,2,1,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94,39,49,64,71,68,70,67,55,51,65,54,32,44,42,40,33,27,26,23,21,15,16,14,15,11,11,5,3,6,3,2,0,1,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
95,30,50,68,71,76,62,64,74,64,58,45,54,42,30,28,27,32,22,28,21,13,14,11,11,15,11,5,2,3,2,3,2,4,0,1,0,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
96,27,55,62,68,54,83,62,78,57,48,43,58,47,27,33,27,31,29,22,20,25,24,12,16,12,1,9,3,2,1,2,1,2,3,0,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
97,40,53,44,68,69,70,86,75,51,53,44,42,46,36,43,27,21,19,30,22,14,22,13,6,11,5,10,9,9,0,0,4,1,0,1,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
98,26,54,68,66,64,75,63,62,58,60,56,49,48,35,40,19,27,33,18,18,23,13,17,9,10,11,5,4,5,5,1,3,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0
99,33,54,61,68,78,78,62,69,58,47,48,31,41,24,47,36,33,23,32,27,17,14,18,9,5,10,4,5,1,3,5,0,3,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
100,29,56,65,79,66,59,65,69,57,49,47,70,36,30,36,29,24,25,24,20,19,14,15,12,15,8,4,4,4,3,1,4,4,2,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101,38,49,69,74,66,80,66,59,57,55,47,48,40,45,27,25,30,30,29,16,12,11,13,16,17,6,5,3,3,2,2,1,0,2,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
