sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,49,36,74,71,65,71,77,69,62,51,38,43,43,33,33,32,37,19,24,19,20,16,12,13,15,5,5,1,2,1,2,3,2,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
1,29,53,54,80,72,82,65,65,66,71,52,34,36,34,41,27,27,28,11,26,13,16,11,10,10,7,10,4,4,2,1,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0
2,26,50,70,81,79,63,60,66,75,55,43,45,43,41,37,31,22,20,22,15,26,14,9,12,13,7,6,4,2,1,3,2,0,1,0,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3,35,50,67,75,73,75,66,73,59,43,54,39,42,41,34,27,24,21,26,27,18,16,16,9,10,4,7,2,3,3,2,2,1,0,1,0,2,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
4,22,50,67,92,70,77,59,61,62,41,60,48,43,37,25,32,25,34,26,17,14,20,16,11,9,4,2,4,4,3,5,1,0,3,0,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,34,60,67,59,79,70,81,58,54,61,48,45,36,45,26,37,28,16,21,21,21,18,17,14,7,2,3,4,4,3,3,1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,28,56,60,71,90,72,83,56,56,53,41,50,37,35,41,22,30,31,22,12,14,18,9,14,8,7,7,6,1,4,4,5,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
7,37,50,79,61,74,79,62,55,62,46,48,44,37,38,35,31,35,23,27,24,24,16,12,3,11,16,0,8,3,2,2,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8,31,43,55,73,69,74,76,60,61,53,62,48,38,34,28,35,41,24,16,19,29,19,10,10,9,8,4,4,7,1,0,0,2,0,1,2,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9,32,42,70,84,78,71,68,65,53,51,49,49,36,43,32,35,22,18,28,16,21,14,10,12,11,7,7,7,1,4,5,2,1,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
10,29,58,57,78,70,80,69,68,59,46,36,46,46,40,42,25,24,33,14,24,12,19,12,11,11,8,6,4,2,3,0,6,1,0,2,2,1,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
11,23,54,78,66,77,66,72,58,57,53,53,36,48,40,35,32,27,28,29,19,24,10,9,13,6,4,11,6,2,2,0,2,6,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,34,51,67,79,75,67,75,63,67,46,40,40,36,35,33,25,29,26,27,35,22,14,16,12,6,3,3,3,10,3,1,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13,27,56,58,81,78,79,66,70,60,40,46,44,47,38,33,31,26,19,18,27,21,13,9,12,14,5,7,6,5,5,1,1,1,0,0,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,30,53,67,74,72,82,61,60,56,48,36,51,35,37,40,41,30,22,26,29,18,14,17,7,12,7,3,2,4,5,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,31,54,78,80,53,72,72,64,61,49,47,43,42,39,34,21,24,27,29,21,23,13,16,10,8,14,2,4,3,2,3,2,1,2,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
16,26,53,68,88,76,73,75,58,51,46,52,44,43,39,17,28,31,30,18,19,18,18,20,13,12,4,5,4,2,2,4,3,1,2,2,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
17,26,59,58,72,65,78,65,60,70,60,50,34,35,32,37,32,32,32,31,16,19,17,13,13,6,7,8,3,3,3,4,2,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,35,59,68,66,82,69,52,59,66,65,57,38,38,40,36,23,34,25,14,25,11,17,12,6,12,13,5,7,5,0,1,1,3,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
19,29,62,64,59,86,70,68,63,73,55,38,44,52,34,36,27,27,18,20,23,18,11,21,12,13,7,4,5,3,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
20,28,53,83,87,69,80,57,67,60,53,37,34,39,33,42,30,24,24,14,14,28,13,12,15,9,7,4,9,7,4,4,3,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
