sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,49,36,74,71,65,71,77,69,62,51,38,43,43,33,33,32,37,19,24,19,20,16,12,13,15,5,5,1,2,1,2,3,2,0,1,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
1,36,55,61,75,62,64,71,75,54,51,63,40,35,38,34,35,31,20,22,18,21,15,17,13,7,9,4,5,7,3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
2,33,63,71,57,55,72,71,68,56,61,53,42,42,37,34,38,23,27,19,24,19,14,15,8,9,7,7,6,3,2,3,2,2,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,41,49,63,65,79,67,72,67,57,60,46,47,34,32,26,31,44,20,30,28,13,14,12,13,9,7,5,2,2,2,2,2,0,3,1,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
4,41,55,64,48,67,87,85,58,46,51,47,47,40,38,41,33,31,18,26,18,16,15,18,10,13,10,3,4,3,3,2,3,0,2,0,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5,36,53,68,71,63,75,62,63,53,57,56,56,36,37,31,30,30,29,23,20,13,12,17,14,12,5,2,9,1,3,2,6,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,28,42,76,68,61,68,73,74,56,51,40,48,56,36,30,30,41,27,16,17,20,20,14,12,10,8,6,7,5,2,0,2,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7,20,58,69,67,72,80,69,68,61,40,45,42,47,36,49,29,34,20,22,11,20,12,22,15,3,5,8,3,4,3,2,3,3,1,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
8,39,53,47,67,78,76,80,62,47,53,47,57,42,30,34,28,28,26,24,22,21,17,13,9,8,9,5,6,6,4,0,1,2,2,0,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0
9,33,44,68,68,80,67,56,76,61,40,47,36,46,42,31,34,34,22,26,27,18,11,17,15,10,10,5,5,4,1,4,4,2,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,40,51,56,60,71,76,57,62,64,58,55,37,46,48,29,36,34,22,30,21,14,10,14,10,10,5,12,2,3,1,3,3,2,0,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11,23,63,60,70,80,63,74,68,53,52,45,47,47,36,26,22,41,22,21,22,21,17,16,12,8,14,7,6,4,1,1,2,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
12,36,47,59,66,70,70,77,59,60,55,49,51,44,32,27,27,30,40,20,16,19,18,10,10,15,14,5,8,3,0,2,2,3,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,39,35,57,74,70,76,66,78,53,59,46,41,47,39,45,31,25,32,16,21,16,12,14,13,7,10,11,3,0,3,1,5,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
14,35,52,70,60,68,66,75,77,60,52,38,49,39,31,28,35,31,30,23,18,24,17,18,6,6,9,6,7,3,5,2,1,0,2,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,32,45,60,58,91,82,60,70,51,46,56,46,35,38,46,39,27,15,21,14,20,14,12,14,15,5,5,5,7,5,2,4,2,3,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
16,42,46,58,72,59,71,88,63,49,45,74,40,43,34,32,31,31,24,19,29,20,10,10,12,13,4,6,2,4,5,2,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
17,43,48,64,54,72,70,67,69,55,51,41,52,38,49,39,45,25,17,27,23,16,15,15,8,7,7,6,4,3,6,3,0,1,4,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
18,40,44,51,68,75,72,81,66,62,54,43,41,34,34,44,31,35,22,20,23,18,21,18,6,7,8,6,5,7,3,2,2,2,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
19,32,55,53,59,72,70,78,76,59,58,56,36,34,25,48,31,37,20,29,15,19,20,13,10,7,10,4,7,0,5,1,1,3,3,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
20,29,42,64,72,76,73,74,70,62,46,53,42,40,40,34,29,33,28,18,20,18,10,12,6,8,16,7,7,6,4,2,1,0,2,1,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
21,35,54,47,57,58,90,76,70,58,57,46,53,36,32,33,35,26,29,27,27,19,9,14,9,15,9,5,4,5,3,1,3,2,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22,36,56,53,65,89,75,58,58,59,61,44,46,41,36,31,37,33,33,24,23,14,12,11,9,5,9,6,8,6,3,3,0,1,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
23,38,40,52,74,76,60,67,70,52,54,62,46,42,34,46,28,26,23,25,24,23,15,16,8,12,7,3,5,6,5,0,0,1,0,3,2,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
24,31,50,58,75,66,72,77,63,46,65,36,50,35,52,41,37,25,25,23,24,11,12,11,16,9,8,8,5,2,2,2,3,2,4,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,47,55,63,64,76,81,72,44,56,47,42,45,50,39,36,34,28,21,21,19,15,22,15,14,4,6,7,9,3,2,2,0,3,0,2,1,1,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0
