	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
tau_pr[71]	21.0	0.28	22.0	0.98	14.0	63.0	5932.0	8.1	1.0
tau_pr[72]	21.0	0.28	22.0	1.0	14.0	65.0	6224.0	8.5	1.0
tau_pr[73]	21.0	0.29	22.0	0.97	14.0	66.0	6087.0	8.3	1.0
tau_pr[74]	21.0	0.29	22.0	1.0	14.0	65.0	5671.0	7.8	1.0
tau_pr[75]	21.0	0.28	21.0	1.1	14.0	62.0	5964.0	8.2	1.0
tau_pr[76]	21.0	0.27	22.0	1.1	15.0	62.0	6529.0	8.9	1.0
tau_pr[77]	21.0	0.3	22.0	1.1	15.0	65.0	5345.0	7.3	1.0
tau_pr[78]	21.0	0.27	22.0	0.97	14.0	65.0	6370.0	8.7	1.0
tau_pr[79]	21.0	0.28	21.0	1.1	15.0	64.0	5708.0	7.8	1.0
tau_pr[80]	21.0	0.26	21.0	1.2	14.0	65.0	6443.0	8.8	1.0
tau_pr[81]	21.0	0.27	21.0	1.0	15.0	64.0	6211.0	8.5	1.0
tau_pr[82]	21.0	0.3	21.0	1.3	14.0	65.0	5067.0	6.9	1.0
tau_pr[83]	21.0	0.29	21.0	0.92	14.0	64.0	5554.0	7.6	1.0
tau_pr[84]	21.0	0.27	21.0	1.2	14.0	65.0	6472.0	8.9	1.0
tau_pr[85]	22.0	0.3	23.0	1.1	15.0	66.0	5742.0	7.9	1.0
tau_pr[86]	21.0	0.27	22.0	1.0	15.0	63.0	6361.0	8.7	1.0
tau_pr[87]	22.0	0.31	23.0	1.1	14.0	66.0	5261.0	7.2	1.0
tau_pr[88]	21.0	0.28	22.0	1.0	14.0	66.0	6393.0	8.7	1.0
tau_pr[89]	21.0	0.31	22.0	1.0	15.0	65.0	4992.0	6.8	1.0
tau_pr[90]	21.0	0.28	21.0	1.1	15.0	64.0	5654.0	7.7	1.0
tau_pr[91]	21.0	0.29	22.0	1.2	14.0	65.0	5770.0	7.9	1.0
tau_pr[92]	22.0	0.28	22.0	1.3	15.0	65.0	5971.0	8.2	1.0
lambda[1,1]	0.84	0.00025	0.018	0.81	0.84	0.87	4933.0	6.7	1.0
lambda[2,1]	0.86	0.00025	0.017	0.84	0.86	0.89	4742.0	6.5	1.0
lambda[3,1]	0.84	0.00026	0.018	0.81	0.84	0.87	4752.0	6.5	1.0
lambda[4,1]	0.67	0.00042	0.032	0.61	0.67	0.72	5621.0	7.7	1.0
lambda[5,1]	0.61	0.00064	0.051	0.52	0.61	0.68	6212.0	8.5	1.0
lambda[6,1]	0.76	0.00034	0.024	0.72	0.77	0.8	5080.0	7.0	1.0
lambda[7,1]	0.74	0.00033	0.024	0.69	0.74	0.77	5312.0	7.3	1.0
lambda[8,1]	0.48	0.00035	0.028	0.43	0.48	0.52	6326.0	8.7	1.0
lambda[9,1]	0.69	0.00046	0.04	0.62	0.69	0.75	7346.0	10.0	1.0
lambda[10,1]	0.66	0.00053	0.042	0.59	0.66	0.72	6272.0	8.6	1.0
lambda[11,1]	0.68	0.0004	0.029	0.63	0.68	0.73	5339.0	7.3	1.0
lambda[12,1]	0.63	0.0008	0.065	0.51	0.63	0.72	6543.0	9.0	1.0
lambda[13,1]	0.6	0.0011	0.082	0.45	0.61	0.71	5621.0	7.7	1.0
lambda[14,1]	0.54	0.00049	0.042	0.47	0.54	0.6	7251.0	9.9	1.0
lambda[15,1]	0.64	0.00041	0.032	0.58	0.64	0.69	5892.0	8.1	1.0
lambda[16,1]	0.61	0.00046	0.036	0.55	0.62	0.67	6149.0	8.4	1.0
lambda[17,1]	0.58	0.0004	0.031	0.53	0.58	0.63	5979.0	8.2	1.0
lambda[18,1]	0.54	0.00044	0.033	0.48	0.54	0.59	5467.0	7.5	1.0
lambda[19,1]	0.51	0.00044	0.034	0.45	0.51	0.56	6069.0	8.3	1.0
lambda[20,1]	0.43	0.00043	0.036	0.37	0.43	0.49	7272.0	9.9	1.0
lambda[21,1]	0.52	0.00045	0.038	0.45	0.52	0.58	7179.0	9.8	1.0
lambda[22,1]	0.58	0.00052	0.045	0.5	0.58	0.65	7661.0	10.0	1.0
lambda[23,1]	0.53	0.00055	0.044	0.45	0.53	0.6	6363.0	8.7	1.0
lambda[24,1]	0.48	0.0004	0.034	0.42	0.48	0.53	7155.0	9.8	1.0
lambda[25,1]	0.46	0.0006	0.052	0.38	0.47	0.55	7527.0	10.0	1.0
lambda[26,1]	0.67	0.00042	0.031	0.61	0.67	0.71	5421.0	7.4	1.0
lambda[27,1]	0.6	0.0004	0.033	0.54	0.6	0.65	6592.0	9.0	1.0
lambda[28,1]	0.7	0.00035	0.028	0.65	0.7	0.74	6218.0	8.5	1.0
lambda[29,1]	0.72	0.00035	0.026	0.68	0.73	0.77	5434.0	7.4	1.0
lambda[30,1]	0.27	0.002	0.12	0.066	0.28	0.45	3261.0	4.5	1.0
lambda[31,1]	0.39	0.00097	0.074	0.26	0.39	0.5	5697.0	7.8	1.0
lambda[32,1]	0.58	0.00073	0.056	0.48	0.58	0.67	5892.0	8.1	1.0
lambda[33,1]	0.54	0.00093	0.067	0.42	0.55	0.64	5215.0	7.1	1.0
lambda[34,1]	0.69	0.00044	0.035	0.63	0.7	0.75	6348.0	8.7	1.0
lambda[35,1]	0.68	0.00053	0.041	0.61	0.68	0.74	5960.0	8.2	1.0
lambda[36,1]	0.54	0.0004	0.035	0.48	0.54	0.6	7619.0	10.0	1.0
lambda[37,1]	0.57	0.00038	0.032	0.52	0.57	0.63	6955.0	9.5	1.0
lambda[38,1]	0.52	0.00042	0.036	0.46	0.52	0.57	7208.0	9.9	1.0
lambda[39,1]	0.5	0.0006	0.047	0.42	0.5	0.58	6235.0	8.5	1.0
lambda[40,1]	0.59	0.00053	0.04	0.52	0.59	0.65	5721.0	7.8	1.0
