k1,k2,obs,pred,pval
0,0,0.05978114886691821,0.02873204738084193,1.0
1,0,0.24443109185873588,-0.0007131263692070256,1.0
2,0,0.04152459361396231,0.0002812444245880143,0.83425
2,1,0.02436158262522826,-0.00020943324135618192,0.71025
3,0,0.0745118587678988,-0.0001213253476941553,0.98025
3,1,0.01582524331871507,-0.0004034765326987943,0.676
3,2,0.06325243189492039,0.00028042761597807186,0.94975
4,0,0.0015192064717140833,-0.0006523684207317632,0.51775
4,1,-0.024881046863622323,0.0005024174102289718,0.20225
4,2,0.008779377481542791,0.0002603266240581332,0.60175
4,3,0.02407994819377302,0.0001410027792236878,0.72875
5,0,0.0548328094875867,-0.0002823965923702819,0.9235
5,1,0.023113895769325214,-0.00047959879103323693,0.7375
5,2,0.3041323587258123,-0.00041949043967004566,1.0
5,3,0.017889563558996655,0.0009796551880860596,0.6665
5,4,0.057315147909080245,-9.643206809742536e-05,0.928
6,0,0.04840446751879673,-0.0004415573107553523,0.91675
6,1,-0.05736417251797479,0.00029683874325562724,0.04575
6,2,0.12548163362069054,-0.00043934185887161835,0.99975
6,3,0.006650122030495895,-0.0002430376003541436,0.58175
6,4,0.04655021690375761,0.0005532944303136818,0.923
6,5,0.20158809578498518,0.0002997205087881303,1.0
7,0,0.005161101743609441,0.00025908936877293325,0.54775
7,1,-0.007741525865200513,4.437500669375141e-05,0.391
7,2,-0.020283639077509876,-0.0004070399409192238,0.27775
7,3,-0.001917208885537152,-0.0007146496733128887,0.4895
7,4,0.07712603570032049,-0.0003793531931591952,0.93575
7,5,0.006849121434729082,-0.000438262978819537,0.5655
7,6,0.02218799869958023,-0.0003246637393354598,0.76025
8,0,-0.026552636563420624,0.0007780042798515485,0.207
8,1,-0.012876149687197856,9.301425344575828e-05,0.32375
8,2,-0.007741884099944813,0.0006225781341707191,0.4005
8,3,-0.056146759361509514,-0.0005536677821499525,0.09725
8,4,0.08269249232922536,0.0005286094473212862,0.92775
8,5,0.051064844625727045,0.0008065003625646978,0.887
8,6,0.051536025954801494,0.0002844188983137311,0.945
8,7,0.42550200097291396,0.0015983814977546403,1.0
9,0,0.05204270547199012,0.0009955593921503996,0.887
9,1,-0.01371365791546121,0.0004313267000007173,0.3655
9,2,0.156738275191341,-0.00029544079590224255,1.0
9,3,-0.04620621635954122,-0.00036004843400577643,0.14025
9,4,0.01651731978154665,0.0006692617805417369,0.649
9,5,0.3887152239000481,0.00047570773615829303,1.0
9,6,0.03453633849449404,0.0002971348463883064,0.821
9,7,-0.02973176833622074,-0.00014109531887373833,0.2595
9,8,-0.12339693714283315,-0.000910602009895462,0.00125
10,0,-0.00013850163940845643,0.0005016465502970244,0.48175
10,1,-0.009119733424536746,-0.00025288024029116016,0.3775
10,2,-0.06209967297239531,5.7424840070018294e-05,0.05
10,3,-0.023342252965584887,-8.494031140645449e-05,0.31275
10,4,-0.04240782821246482,0.0003040267511294206,0.24275
10,5,-0.07518738502394037,8.47281120947606e-06,0.04775
10,6,0.049999420900706984,0.00041443472838113425,0.91375
10,7,0.41920325122594876,-0.0006120558635057366,1.0
