k1,k2,obs,pred,pval
0,0,0.055494132860969596,0.02859421770790101,1.0
1,0,0.2461201569447281,-0.0003821805300991043,1.0
2,0,0.040222964640672876,0.0006940513339576962,0.81675
2,1,0.025131022531167065,-0.00048685574251488856,0.72475
3,0,0.07804127262276155,0.0006736283137376449,0.97775
3,1,0.018927934751757813,-0.0006042408063762523,0.7065
3,2,0.06659961812319062,-0.0011344304421188121,0.96425
4,0,0.0006567737717512006,-5.321999656001848e-05,0.511
4,1,-0.024422589819352462,0.0005921838584807183,0.209
4,2,0.0077361943834898025,0.00041835278484187664,0.5835
4,3,0.02557251532133504,-0.0001642438426798551,0.7345
5,0,0.050878096305872825,4.75106715714768e-06,0.90675
5,1,0.020070532747724145,-0.0006503169416949764,0.7015
5,2,0.30044212714606233,0.00014030962238078902,1.0
5,3,0.020999282321927677,0.0005149670364332634,0.70275
5,4,0.0563463976512262,-0.000260375821942686,0.90775
6,0,0.04683776080160836,-0.0002953874390707752,0.9115
6,1,-0.05764501871907602,9.461104138460515e-05,0.05475
6,2,0.12371222137438889,-0.0007525139187985098,0.99975
6,3,0.006775209255193768,-3.367640491954237e-05,0.5845
6,4,0.045093751210086894,0.0005828256081481976,0.908
6,5,0.19831799040499754,-0.00015979263826829392,1.0
7,0,0.005272333852342921,-0.0002040843896689585,0.56325
7,1,-0.007584888850869395,1.1008453846594084e-05,0.38425
7,2,-0.020135413005301916,-0.0003818157842458346,0.292
7,3,0.0030878528105241277,-0.0007133849183490666,0.538
7,4,0.08021713902320711,-0.0006701141490378491,0.9375
7,5,0.008836047736390146,-0.0010601537424817721,0.597
7,6,0.02102576221812176,0.0005639786981179436,0.73625
8,0,-0.024337553290608452,-0.00015063385831753202,0.2295
8,1,-0.011755760990622744,-0.0006107013067003333,0.34925
8,2,-0.005617590621835041,0.00011206162960238803,0.42275
8,3,-0.047381467384608814,-0.0005888720855275438,0.1365
8,4,0.08919170035221577,0.00017731189933963215,0.95
8,5,0.05776727601661572,0.0004836520475404785,0.91275
8,6,0.05206525411422408,0.0008442232043944986,0.9405
8,7,0.43408456226632025,2.753591613481706e-06,1.0
9,0,0.04713071076338224,0.0011969726020438377,0.8635
9,1,-0.016790364770703642,0.0005950140775082663,0.3345
9,2,0.1523062055898092,-0.00014028243059468112,1.0
9,3,-0.0488738351605144,0.0009273994679547682,0.1275
9,4,0.01239908107613399,0.00017605035647679703,0.6165
9,5,0.38241674776976026,-0.00012807244000432325,1.0
9,6,0.028855955735776623,-0.0005013870033963247,0.77975
9,7,-0.032745519971838964,-0.00017137426656707626,0.23725
9,8,-0.12592104103885568,-0.00062210986725503,0.001
10,0,-0.0020817470169640644,-7.037651507249371e-05,0.46825
10,1,-0.010776233297205522,0.00014031429768196255,0.3645
10,2,-0.06394651358576685,-0.0002990245387671779,0.041
10,3,-0.02337663325113622,-0.0006258916124363698,0.32325
10,4,-0.03899037666324643,8.903568505501174e-05,0.261
10,5,-0.07793829967906374,0.00045046863238023985,0.042
10,6,0.047342681347980774,-0.00013294944576749707,0.90375
10,7,0.4221394942373562,-0.0007202209843198259,1.0
10,8,0.2545886909977729,0.000301476879190712,0.9995
10,9,-0.040250330116937724,0.0002984136727554533,0.18675
11,0,-0.010167543696537842,0.00010876497867036097,0.379
11,1,-0.00024788097808972804,-0.000930144037324643,0.4945
11,2,-0.012363533159935665,0.00043658744697440193,0.35725
11,3,-0.047950668788609915,0.00046284831288937134,0.154
11,4,-0.0673890341708863,-0.0013510912275953857,0.1135
11,5,-0.014354626444800967,-0.0008934293352958895,0.38625
11,6,0.06610670821889258,0.0003651923568912539,0.965
11,7,0.22139562490240822,0.001611027879158408,0.99925
11,8,0.42570465803412333,1.9222900551552797e-05,1.0
11,9,-0.0391153921228507,0.0004398570893755333,0.19125
11,10,0.5911485215050122,0.00011382823988994647,1.0
12,0,-0.02437300905877783,-0.0007665000377132205,0.25775
12,1,-0.03852083968898045,-5.348967882595163e-05,0.12525
12,2,-0.033453541185370146,0.0004447427867811166,0.1715
12,3,-0.009020324709273738,-0.0013754019647377247,0.42975
12,4,0.023248494684665208,0.00115884490627395,0.7055
