	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,1]	-0.94	0.0074	0.48	-1.8	-0.92	-0.21	4182.0	0.4	1.0
theta[2,1]	-0.08	0.011	0.94	-1.7	-0.065	1.4	7321.0	0.69	1.0
theta[3,1]	1.5	0.0091	0.7	0.35	1.5	2.6	5890.0	0.56	1.0
theta[4,1]	-0.074	0.011	0.97	-1.7	-0.031	1.5	7357.0	0.7	1.0
theta[5,1]	0.52	0.0077	0.55	-0.36	0.5	1.4	5045.0	0.48	1.0
theta[6,1]	-0.1	0.012	0.95	-1.6	-0.091	1.4	6539.0	0.62	1.0
theta[7,1]	-0.17	0.01	0.81	-1.6	-0.12	1.1	6512.0	0.62	1.0
theta[8,1]	-0.93	0.0085	0.64	-2.1	-0.87	0.054	5671.0	0.54	1.0
theta[9,1]	0.0057	0.012	0.97	-1.6	0.016	1.6	6686.0	0.63	1.0
theta[10,1]	-0.12	0.011	0.95	-1.7	-0.11	1.4	7020.0	0.66	1.0
theta[11,1]	-0.051	0.012	0.98	-1.7	-0.034	1.5	6150.0	0.58	1.0
theta[1,2]	-0.29	0.0056	0.37	-0.91	-0.28	0.29	4257.0	0.4	1.0
theta[2,2]	-0.13	0.011	0.96	-1.7	-0.11	1.4	7552.0	0.71	1.0
theta[3,2]	-0.59	0.0095	0.78	-1.9	-0.57	0.64	6683.0	0.63	1.0
theta[4,2]	-0.088	0.01	0.91	-1.6	-0.059	1.4	7759.0	0.73	1.0
theta[5,2]	-0.96	0.0093	0.65	-2.1	-0.89	-0.012	4840.0	0.46	1.0
theta[6,2]	1.5	0.011	0.75	0.29	1.5	2.8	4806.0	0.45	1.0
theta[7,2]	-0.59	0.01	0.82	-2.0	-0.54	0.68	6452.0	0.61	1.0
theta[8,2]	1.0	0.0086	0.65	0.016	0.98	2.1	5764.0	0.55	1.0
theta[9,2]	-0.12	0.011	0.95	-1.7	-0.11	1.4	7653.0	0.72	1.0
theta[10,2]	-0.12	0.011	0.91	-1.7	-0.074	1.3	6477.0	0.61	1.0
theta[11,2]	0.02	0.011	1.0	-1.6	0.015	1.7	7747.0	0.73	1.0
theta[1,3]	1.3	0.004	0.27	0.84	1.3	1.7	4545.0	0.43	1.0
theta[2,3]	-0.41	0.011	0.87	-1.9	-0.38	0.96	6215.0	0.59	1.0
theta[3,3]	0.28	0.0094	0.72	-0.86	0.24	1.5	5906.0	0.56	1.0
theta[4,3]	-0.2	0.013	0.83	-1.6	-0.15	1.1	4314.0	0.41	1.0
theta[5,3]	0.28	0.0092	0.64	-0.73	0.25	1.4	4794.0	0.45	1.0
theta[6,3]	0.088	0.01	0.84	-1.2	0.08	1.6	6751.0	0.64	1.0
theta[7,3]	-0.87	0.0093	0.7	-2.1	-0.82	0.22	5759.0	0.54	1.0
theta[8,3]	-0.21	0.0075	0.58	-1.1	-0.25	0.81	6007.0	0.57	1.0
theta[9,3]	-0.27	0.011	0.9	-1.8	-0.26	1.2	6713.0	0.63	1.0
theta[10,3]	0.96	0.0068	0.49	0.15	0.97	1.7	5215.0	0.49	1.0
theta[11,3]	0.19	0.031	0.9	-1.3	0.19	1.7	825.0	0.078	1.0
theta[1,4]	0.13	0.0047	0.31	-0.39	0.13	0.63	4328.0	0.41	1.0
theta[2,4]	1.8	0.0092	0.62	0.69	1.8	2.7	4541.0	0.43	1.0
theta[3,4]	-0.73	0.0095	0.77	-2.0	-0.7	0.45	6444.0	0.61	1.0
theta[4,4]	-0.35	0.012	0.93	-2.0	-0.33	1.1	6406.0	0.61	1.0
theta[5,4]	-1.1	0.0085	0.6	-2.2	-1.1	-0.23	4924.0	0.47	1.0
theta[6,4]	0.33	0.017	0.77	-0.94	0.34	1.6	2052.0	0.19	1.0
theta[7,4]	1.6	0.0061	0.46	0.85	1.6	2.4	5692.0	0.54	1.0
theta[8,4]	0.01	0.0062	0.47	-0.72	-0.0022	0.82	5780.0	0.55	1.0
theta[9,4]	-0.21	0.011	0.94	-1.8	-0.2	1.3	7793.0	0.74	1.0
theta[10,4]	-0.16	0.011	0.85	-1.7	-0.12	1.1	6473.0	0.61	1.0
theta[11,4]	-0.011	0.012	0.99	-1.6	-0.019	1.6	6861.0	0.65	1.0
theta[1,5]	1.2	0.0042	0.27	0.78	1.2	1.7	4039.0	0.38	1.0
theta[2,5]	-0.35	0.01	0.85	-1.8	-0.33	1.0	6847.0	0.65	1.0
theta[3,5]	0.74	0.0098	0.77	-0.46	0.7	2.1	6287.0	0.59	1.0
theta[4,5]	-0.37	0.011	0.84	-1.8	-0.34	0.94	5661.0	0.54	1.0
theta[5,5]	0.043	0.0085	0.58	-0.87	0.024	1.0	4637.0	0.44	1.0
theta[6,5]	0.036	0.012	0.85	-1.4	0.022	1.5	5163.0	0.49	1.0
theta[7,5]	0.54	0.0063	0.48	-0.28	0.55	1.3	5823.0	0.55	1.0
theta[8,5]	0.75	0.0093	0.73	-0.38	0.7	2.0	6038.0	0.57	1.0
theta[9,5]	0.5	0.011	0.88	-0.99	0.51	1.9	6123.0	0.58	1.0
theta[10,5]	1.4	0.0062	0.49	0.57	1.4	2.2	6409.0	0.61	1.0
theta[11,5]	-0.068	0.25	1.2	-1.8	-0.2	1.9	22.0	0.0021	1.1
theta[1,6]	-0.58	0.0063	0.42	-1.3	-0.56	0.082	4452.0	0.42	1.0
theta[2,6]	-0.11	0.012	0.94	-1.7	-0.073	1.4	6170.0	0.58	1.0
theta[3,6]	0.59	0.013	0.72	-0.59	0.6	1.7	2862.0	0.27	1.0
theta[4,6]	-0.076	0.012	0.98	-1.7	-0.058	1.5	6722.0	0.64	1.0
theta[5,6]	-0.86	0.0094	0.66	-2.1	-0.81	0.12	5024.0	0.48	1.0
theta[6,6]	-0.26	0.011	0.9	-1.8	-0.24	1.2	6534.0	0.62	1.0
theta[7,6]	0.68	0.0081	0.61	-0.39	0.72	1.6	5673.0	0.54	1.0
theta[8,6]	0.57	0.0078	0.51	-0.22	0.55	1.5	4404.0	0.42	1.0
theta[9,6]	-0.14	0.011	0.95	-1.7	-0.12	1.4	7795.0	0.74	1.0
theta[10,6]	-0.044	0.011	0.95	-1.6	-0.023	1.5	7033.0	0.67	1.0
theta[11,6]	-0.073	0.012	0.95	-1.7	-0.062	1.5	5983.0	0.57	1.0
theta[1,7]	0.76	0.004	0.27	0.31	0.76	1.2	4497.0	0.43	1.0
theta[2,7]	-0.22	0.01	0.84	-1.6	-0.2	1.1	6646.0	0.63	1.0
theta[3,7]	0.63	0.0091	0.71	-0.49	0.62	1.8	6022.0	0.57	1.0
theta[4,7]	-0.22	0.01	0.86	-1.7	-0.2	1.2	6787.0	0.64	1.0
theta[5,7]	0.29	0.0088	0.6	-0.67	0.27	1.3	4674.0	0.44	1.0
theta[6,7]	-0.5	0.011	0.73	-1.7	-0.51	0.69	4494.0	0.42	1.0
theta[7,7]	-0.74	0.0099	0.74	-2.0	-0.7	0.37	5606.0	0.53	1.0
theta[8,7]	0.36	0.0086	0.62	-0.57	0.31	1.5	5229.0	0.49	1.0
theta[9,7]	-0.14	0.011	0.94	-1.7	-0.1	1.4	7142.0	0.68	1.0
theta[10,7]	1.7	0.0068	0.5	0.9	1.7	2.6	5414.0	0.51	1.0
theta[11,7]	-0.022	0.01	0.98	-1.6	-0.0046	1.6	9029.0	0.85	1.0
theta[1,8]	0.82	0.0043	0.28	0.35	0.83	1.3	4242.0	0.4	1.0
theta[2,8]	-0.2	0.011	0.87	-1.7	-0.16	1.2	6423.0	0.61	1.0
theta[3,8]	0.98	0.0095	0.75	-0.21	0.94	2.3	6303.0	0.6	1.0
theta[4,8]	0.62	0.012	0.72	-0.65	0.67	1.7	3737.0	0.35	1.0
theta[5,8]	-0.41	0.0073	0.53	-1.2	-0.42	0.51	5326.0	0.5	1.0
theta[6,8]	0.65	0.011	0.84	-0.7	0.62	2.1	5732.0	0.54	1.0
theta[7,8]	-0.21	0.0084	0.61	-1.3	-0.19	0.73	5326.0	0.5	1.0
theta[8,8]	-0.44	0.0065	0.48	-1.2	-0.47	0.39	5576.0	0.53	1.0
theta[9,8]	-0.2	0.01	0.91	-1.7	-0.16	1.2	7848.0	0.74	1.0
theta[10,8]	-0.49	0.01	0.81	-1.9	-0.43	0.73	6516.0	0.62	1.0
theta[11,8]	0.0089	0.012	0.98	-1.6	0.0007	1.6	6424.0	0.61	1.0
theta[1,9]	0.85	0.0045	0.27	0.4	0.85	1.3	3694.0	0.35	1.0
theta[2,9]	-0.26	0.01	0.87	-1.8	-0.21	1.1	7099.0	0.67	1.0
theta[3,9]	-0.11	0.013	0.69	-1.2	-0.11	1.0	2634.0	0.25	1.0
theta[4,9]	-0.27	0.01	0.84	-1.7	-0.25	1.1	6693.0	0.63	1.0
theta[5,9]	0.24	0.0086	0.59	-0.72	0.22	1.2	4718.0	0.45	1.0
theta[6,9]	0.44	0.01	0.81	-0.85	0.41	1.8	6344.0	0.6	1.0
theta[7,9]	0.18	0.0075	0.55	-0.78	0.22	1.0	5359.0	0.51	1.0
theta[8,9]	-0.065	0.0079	0.56	-0.91	-0.1	0.9	4947.0	0.47	1.0
theta[9,9]	0.51	0.01	0.88	-0.93	0.52	2.0	7651.0	0.72	1.0
theta[10,9]	1.6	0.007	0.5	0.81	1.6	2.5	5096.0	0.48	1.0
theta[11,9]	0.32	0.063	0.94	-1.3	0.35	1.8	224.0	0.021	1.0
theta[1,10]	0.77	0.0041	0.28	0.3	0.77	1.2	4776.0	0.45	1.0
theta[2,10]	0.64	0.011	0.75	-0.66	0.7	1.8	4974.0	0.47	1.0
theta[3,10]	0.67	0.009	0.72	-0.47	0.65	1.9	6429.0	0.61	1.0
theta[4,10]	-0.39	0.011	0.87	-1.9	-0.36	1.0	5827.0	0.55	1.0
theta[5,10]	0.33	0.0086	0.61	-0.61	0.31	1.4	5081.0	0.48	1.0
theta[6,10]	-0.33	0.014	0.79	-1.6	-0.34	0.96	3065.0	0.29	1.0
theta[7,10]	-0.55	0.0091	0.69	-1.7	-0.5	0.51	5821.0	0.55	1.0
theta[8,10]	-1.6	0.0082	0.57	-2.7	-1.6	-0.8	4808.0	0.45	1.0
theta[9,10]	-0.1	0.011	0.94	-1.7	-0.11	1.4	7020.0	0.66	1.0
theta[10,10]	-0.5	0.01	0.81	-2.0	-0.45	0.76	6057.0	0.57	1.0
theta[11,10]	-0.41	0.037	0.86	-1.8	-0.41	1.0	547.0	0.052	1.0
theta[1,11]	1.4	0.0042	0.26	0.95	1.4	1.8	3861.0	0.37	1.0
theta[2,11]	0.37	0.0099	0.75	-0.92	0.41	1.5	5667.0	0.54	1.0
theta[3,11]	-0.72	0.011	0.68	-1.8	-0.73	0.4	3806.0	0.36	1.0
theta[4,11]	0.34	0.011	0.69	-0.86	0.38	1.4	4088.0	0.39	1.0
theta[5,11]	0.15	0.0089	0.64	-0.89	0.13	1.2	5229.0	0.49	1.0
theta[6,11]	0.031	0.011	0.84	-1.3	-0.0028	1.5	6279.0	0.59	1.0
theta[7,11]	-0.87	0.0081	0.67	-2.0	-0.84	0.17	6764.0	0.64	1.0
theta[8,11]	-0.47	0.0073	0.54	-1.3	-0.5	0.47	5411.0	0.51	1.0
theta[9,11]	0.38	0.01	0.89	-1.1	0.4	1.8	7434.0	0.7	1.0
theta[10,11]	0.62	0.0068	0.49	-0.2	0.63	1.4	5253.0	0.5	1.0
theta[11,11]	0.6	0.096	1.0	-1.1	0.62	2.2	110.0	0.01	1.0
theta[1,12]	-1.1	0.0077	0.52	-2.0	-1.1	-0.29	4625.0	0.44	1.0
theta[2,12]	-0.078	0.01	0.96	-1.7	-0.053	1.5	8726.0	0.83	1.0
theta[3,12]	-0.36	0.011	0.85	-1.8	-0.31	0.98	6480.0	0.61	1.0
theta[4,12]	-0.086	0.012	0.97	-1.7	-0.084	1.5	6542.0	0.62	1.0
theta[5,12]	1.8	0.0083	0.67	0.71	1.8	2.9	6427.0	0.61	1.0
theta[6,12]	-0.12	0.011	0.93	-1.7	-0.1	1.4	6664.0	0.63	1.0
theta[7,12]	-0.13	0.011	0.84	-1.6	-0.072	1.2	5825.0	0.55	1.0
theta[8,12]	-0.86	0.0094	0.67	-2.0	-0.81	0.16	5158.0	0.49	1.0
theta[9,12]	0.1	0.011	0.96	-1.5	0.1	1.7	6965.0	0.66	1.0
theta[10,12]	-0.12	0.011	0.96	-1.7	-0.1	1.5	7374.0	0.7	1.0
theta[11,12]	-0.095	0.012	0.97	-1.7	-0.076	1.5	6893.0	0.65	1.0
theta[1,13]	3.4	0.0064	0.41	2.8	3.4	4.1	4006.0	0.38	1.0
theta[2,13]	-0.26	0.0093	0.75	-1.6	-0.23	0.91	6532.0	0.62	1.0
theta[3,13]	0.19	0.012	0.89	-1.2	0.18	1.7	5817.0	0.55	1.0
theta[4,13]	-0.34	0.0089	0.63	-1.4	-0.3	0.65	5040.0	0.48	1.0
theta[5,13]	0.45	0.01	0.83	-0.84	0.42	1.8	6316.0	0.6	1.0
theta[6,13]	0.062	0.011	1.0	-1.6	0.068	1.7	8197.0	0.78	1.0
theta[7,13]	1.1	0.0091	0.65	0.12	1.1	2.2	5053.0	0.48	1.0
theta[8,13]	0.041	0.01	0.83	-1.2	0.0077	1.4	6293.0	0.6	1.0
theta[9,13]	0.65	0.0098	0.85	-0.73	0.63	2.1	7413.0	0.7	1.0
theta[10,13]	-0.79	0.0086	0.58	-1.8	-0.77	0.15	4556.0	0.43	1.0
theta[11,13]	-0.00018	0.011	0.97	-1.6	0.012	1.6	7744.0	0.73	1.0
theta[1,14]	1.6	0.004	0.27	1.2	1.6	2.1	4558.0	0.43	1.0
theta[2,14]	0.27	0.01	0.76	-1.0	0.31	1.4	5547.0	0.52	1.0
theta[3,14]	-1.1	0.0086	0.69	-2.3	-1.1	-0.056	6399.0	0.61	1.0
theta[4,14]	-0.2	0.01	0.77	-1.5	-0.15	0.98	5504.0	0.52	1.0
theta[5,14]	0.85	0.0093	0.73	-0.26	0.81	2.1	6122.0	0.58	1.0
theta[6,14]	-0.083	0.012	0.91	-1.5	-0.1	1.5	5908.0	0.56	1.0
theta[7,14]	-0.17	0.0072	0.53	-1.1	-0.14	0.67	5405.0	0.51	1.0
theta[8,14]	-0.062	0.0087	0.66	-1.1	-0.11	1.1	5691.0	0.54	1.0
theta[9,14]	-0.18	0.011	0.88	-1.7	-0.15	1.2	6787.0	0.64	1.0
theta[10,14]	0.0036	0.0079	0.56	-0.96	0.031	0.9	5029.0	0.48	1.0
theta[11,14]	-0.75	0.12	0.95	-2.2	-0.81	0.91	60.0	0.0057	1.0
theta[1,15]	1.2	0.0039	0.27	0.7	1.2	1.6	4978.0	0.47	1.0
theta[2,15]	-0.29	0.01	0.84	-1.7	-0.26	1.0	6753.0	0.64	1.0
theta[3,15]	0.8	0.01	0.79	-0.41	0.77	2.2	6078.0	0.57	1.0
theta[4,15]	-0.16	0.011	0.85	-1.7	-0.12	1.2	5573.0	0.53	1.0
theta[5,15]	0.071	0.0084	0.6	-0.89	0.05	1.1	5174.0	0.49	1.0
theta[6,15]	0.54	0.011	0.88	-0.89	0.52	2.0	6581.0	0.62	1.0
theta[7,15]	0.011	0.0073	0.58	-1.0	0.046	0.9	6305.0	0.6	1.0
theta[8,15]	0.41	0.0087	0.7	-0.67	0.38	1.6	6516.0	0.62	1.0
theta[9,15]	-0.33	0.011	0.92	-1.9	-0.31	1.2	7740.0	0.73	1.0
theta[10,15]	-0.63	0.01	0.76	-2.0	-0.57	0.52	5408.0	0.51	1.0
theta[11,15]	-0.5	0.068	0.91	-1.9	-0.55	1.1	180.0	0.017	1.0
theta[1,16]	-0.74	0.0074	0.44	-1.5	-0.72	-0.062	3592.0	0.34	1.0
theta[2,16]	-0.084	0.01	0.95	-1.7	-0.07	1.4	9075.0	0.86	1.0
theta[3,16]	0.36	0.012	0.74	-0.89	0.38	1.5	3776.0	0.36	1.0
theta[4,16]	-0.042	0.011	0.95	-1.7	0.0055	1.5	7301.0	0.69	1.0
theta[5,16]	0.98	0.0095	0.61	-0.0092	0.96	2.0	4141.0	0.39	1.0
theta[6,16]	-0.21	0.011	0.91	-1.7	-0.19	1.2	6475.0	0.61	1.0
theta[7,16]	-0.37	0.011	0.85	-1.9	-0.32	0.97	6435.0	0.61	1.0
theta[8,16]	0.23	0.0069	0.49	-0.52	0.22	1.1	5080.0	0.48	1.0
theta[9,16]	-0.0097	0.012	0.99	-1.6	-0.0019	1.6	6813.0	0.64	1.0
theta[10,16]	-0.11	0.012	0.94	-1.7	-0.099	1.4	6354.0	0.6	1.0
theta[11,16]	-0.074	0.013	0.98	-1.7	-0.063	1.5	6100.0	0.58	1.0
theta[1,17]	-0.31	0.0055	0.36	-0.92	-0.29	0.25	4329.0	0.41	1.0
theta[2,17]	-0.12	0.011	0.93	-1.7	-0.096	1.4	7286.0	0.69	1.0
theta[3,17]	0.54	0.012	0.71	-0.65	0.56	1.7	3250.0	0.31	1.0
theta[4,17]	-0.086	0.011	0.9	-1.6	-0.069	1.3	6561.0	0.62	1.0
theta[5,17]	0.72	0.0094	0.6	-0.23	0.72	1.7	4117.0	0.39	1.0
theta[6,17]	-0.41	0.011	0.86	-1.8	-0.4	0.96	6447.0	0.61	1.0
theta[7,17]	0.73	0.0074	0.55	-0.23	0.76	1.6	5624.0	0.53	1.0
theta[8,17]	-1.2	0.0095	0.64	-2.4	-1.2	-0.3	4557.0	0.43	1.0
theta[9,17]	0.027	0.012	0.99	-1.6	0.028	1.6	6697.0	0.63	1.0
theta[10,17]	1.9	0.0078	0.55	0.99	2.0	2.8	5004.0	0.47	1.0
theta[11,17]	-0.15	0.014	0.96	-1.7	-0.15	1.4	4756.0	0.45	1.0
theta[1,18]	0.38	0.0044	0.28	-0.082	0.39	0.85	4159.0	0.39	1.0
theta[2,18]	-0.19	0.012	0.9	-1.7	-0.16	1.2	5789.0	0.55	1.0
theta[3,18]	0.73	0.0092	0.7	-0.36	0.71	1.9	5732.0	0.54	1.0
theta[4,18]	-0.15	0.011	0.87	-1.6	-0.12	1.2	6435.0	0.61	1.0
theta[5,18]	1.2	0.0094	0.67	0.14	1.2	2.4	5174.0	0.49	1.0
theta[6,18]	-0.081	0.012	0.75	-1.3	-0.071	1.1	3963.0	0.37	1.0
theta[7,18]	-0.53	0.0093	0.73	-1.8	-0.48	0.57	6167.0	0.58	1.0
theta[8,18]	-0.16	0.0066	0.49	-0.92	-0.18	0.68	5487.0	0.52	1.0
theta[9,18]	-0.022	0.011	0.97	-1.6	-0.01	1.6	7349.0	0.69	1.0
theta[10,18]	2.1	0.007	0.5	1.4	2.1	3.0	5000.0	0.47	1.0
theta[11,18]	-0.29	0.028	0.91	-1.8	-0.29	1.2	1031.0	0.098	1.0
theta[1,19]	-0.56	0.0066	0.42	-1.3	-0.54	0.092	4103.0	0.39	1.0
theta[2,19]	-0.046	0.012	0.93	-1.6	-0.028	1.4	5990.0	0.57	1.0
theta[3,19]	-0.48	0.01	0.82	-1.9	-0.44	0.79	6344.0	0.6	1.0
theta[4,19]	-0.083	0.01	0.95	-1.7	-0.076	1.5	8774.0	0.83	1.0
theta[5,19]	0.36	0.0068	0.55	-0.5	0.34	1.3	6622.0	0.63	1.0
theta[6,19]	-0.3	0.011	0.92	-1.9	-0.27	1.2	6747.0	0.64	1.0
theta[7,19]	-0.42	0.011	0.83	-1.9	-0.34	0.86	5971.0	0.56	1.0
theta[8,19]	0.17	0.0069	0.48	-0.61	0.15	0.96	4797.0	0.45	1.0
theta[9,19]	-0.013	0.011	1.0	-1.7	-0.0067	1.6	8233.0	0.78	1.0
theta[10,19]	-0.11	0.011	0.93	-1.7	-0.095	1.4	7311.0	0.69	1.0
theta[11,19]	-0.095	0.013	0.92	-1.7	-0.076	1.4	5195.0	0.49	1.0
theta[1,20]	-0.39	0.0063	0.4	-1.1	-0.36	0.22	3996.0	0.38	1.0
theta[2,20]	-0.14	0.011	0.94	-1.8	-0.098	1.4	7911.0	0.75	1.0
theta[3,20]	-0.57	0.011	0.82	-2.0	-0.54	0.71	5447.0	0.52	1.0
theta[4,20]	-0.11	0.011	0.94	-1.7	-0.093	1.4	8056.0	0.76	1.0
theta[5,20]	-0.74	0.0083	0.6	-1.8	-0.69	0.18	5294.0	0.5	1.0
theta[6,20]	-0.35	0.012	0.86	-1.8	-0.32	1.0	5371.0	0.51	1.0
theta[7,20]	0.71	0.0082	0.58	-0.27	0.74	1.6	5070.0	0.48	1.0
theta[8,20]	-0.75	0.0072	0.53	-1.7	-0.72	0.07	5502.0	0.52	1.0
theta[9,20]	-0.068	0.01	0.96	-1.7	-0.066	1.5	8616.0	0.81	1.0
theta[10,20]	0.97	0.011	0.77	-0.4	1.0	2.1	4710.0	0.45	1.0
theta[11,20]	-0.04	0.011	1.0	-1.7	-0.04	1.6	7665.0	0.72	1.0
theta[1,21]	-1.3	0.0095	0.57	-2.2	-1.2	-0.39	3510.0	0.33	1.0
theta[2,21]	-0.07	0.011	0.97	-1.7	-0.049	1.5	7313.0	0.69	1.0
theta[3,21]	-0.33	0.012	0.88	-1.8	-0.31	1.1	5725.0	0.54	1.0
theta[4,21]	-0.0086	0.011	0.97	-1.6	-0.00079	1.5	7986.0	0.76	1.0
theta[5,21]	0.67	0.0082	0.57	-0.22	0.66	1.6	4827.0	0.46	1.0
theta[6,21]	-0.11	0.011	0.99	-1.7	-0.096	1.5	7583.0	0.72	1.0
theta[7,21]	-0.27	0.011	0.84	-1.7	-0.23	1.0	6278.0	0.59	1.0
theta[8,21]	0.22	0.0077	0.51	-0.61	0.22	1.1	4334.0	0.41	1.0
theta[9,21]	0.00095	0.011	0.96	-1.6	-0.0082	1.6	8154.0	0.77	1.0
theta[10,21]	-0.057	0.011	0.99	-1.7	-0.04	1.5	8459.0	0.8	1.0
theta[11,21]	-0.052	0.011	0.96	-1.6	-0.059	1.5	7180.0	0.68	1.0
theta[1,22]	-0.49	0.006	0.4	-1.2	-0.47	0.14	4456.0	0.42	1.0
theta[2,22]	0.086	0.011	0.92	-1.5	0.11	1.5	6611.0	0.63	1.0
theta[3,22]	0.24	0.013	0.74	-1.0	0.27	1.4	3114.0	0.29	1.0
theta[4,22]	-0.076	0.011	0.97	-1.7	-0.053	1.5	7147.0	0.68	1.0
theta[5,22]	0.32	0.0073	0.55	-0.54	0.31	1.3	5698.0	0.54	1.0
theta[6,22]	-0.34	0.012	0.88	-1.8	-0.33	1.1	5590.0	0.53	1.0
theta[7,22]	-0.6	0.011	0.84	-2.1	-0.56	0.72	6343.0	0.6	1.0
theta[8,22]	1.2	0.0094	0.67	0.15	1.1	2.3	5081.0	0.48	1.0
theta[9,22]	-0.089	0.011	0.98	-1.7	-0.082	1.5	7981.0	0.75	1.0
theta[10,22]	-0.083	0.011	0.94	-1.7	-0.054	1.4	6941.0	0.66	1.0
theta[11,22]	-0.095	0.012	0.94	-1.7	-0.09	1.4	5997.0	0.57	1.0
theta[1,23]	0.15	0.0045	0.3	-0.37	0.16	0.63	4609.0	0.44	1.0
theta[2,23]	-0.017	0.011	0.87	-1.5	0.0081	1.4	6213.0	0.59	1.0
theta[3,23]	0.56	0.012	0.67	-0.56	0.55	1.7	3325.0	0.31	1.0
theta[4,23]	-0.16	0.011	0.91	-1.7	-0.14	1.3	7331.0	0.69	1.0
theta[5,23]	1.2	0.0087	0.64	0.14	1.2	2.3	5450.0	0.52	1.0
theta[6,23]	0.35	0.013	0.76	-0.92	0.37	1.6	3186.0	0.3	1.0
theta[7,23]	-0.48	0.0096	0.75	-1.8	-0.42	0.65	6004.0	0.57	1.0
theta[8,23]	-0.24	0.006	0.46	-0.96	-0.26	0.56	5962.0	0.56	1.0
theta[9,23]	-0.044	0.012	0.97	-1.6	-0.023	1.5	6471.0	0.61	1.0
theta[10,23]	-0.3	0.011	0.88	-1.8	-0.27	1.1	6913.0	0.65	1.0
theta[11,23]	-0.22	0.02	0.93	-1.8	-0.21	1.3	2081.0	0.2	1.0
theta[1,24]	-1.1	0.0089	0.54	-2.1	-1.1	-0.29	3650.0	0.35	1.0
theta[2,24]	-0.091	0.011	0.93	-1.7	-0.058	1.4	7269.0	0.69	1.0
theta[3,24]	-0.35	0.011	0.89	-1.9	-0.32	1.1	6415.0	0.61	1.0
theta[4,24]	-0.093	0.011	0.96	-1.7	-0.088	1.5	7405.0	0.7	1.0
theta[5,24]	-0.69	0.01	0.72	-1.9	-0.63	0.38	4766.0	0.45	1.0
theta[6,24]	-0.082	0.012	0.97	-1.7	-0.066	1.5	7048.0	0.67	1.0
theta[7,24]	0.97	0.0084	0.6	-0.08	1.0	1.9	5187.0	0.49	1.0
theta[8,24]	-0.67	0.009	0.63	-1.8	-0.63	0.3	4872.0	0.46	1.0
theta[9,24]	-0.041	0.011	0.99	-1.7	-0.017	1.6	7581.0	0.72	1.0
theta[10,24]	-0.028	0.011	0.97	-1.7	-0.0087	1.6	7476.0	0.71	1.0
theta[11,24]	-0.055	0.012	0.97	-1.7	-0.033	1.5	7119.0	0.67	1.0
theta[1,25]	0.1	0.0053	0.33	-0.48	0.11	0.61	3835.0	0.36	1.0
theta[2,25]	-0.24	0.011	0.91	-1.8	-0.21	1.2	6798.0	0.64	1.0
theta[3,25]	-0.74	0.0097	0.79	-2.1	-0.7	0.52	6633.0	0.63	1.0
theta[4,25]	-0.2	0.011	0.9	-1.7	-0.18	1.3	6297.0	0.6	1.0
theta[5,25]	-0.97	0.0089	0.58	-2.0	-0.93	-0.086	4305.0	0.41	1.0
theta[6,25]	-0.59	0.011	0.81	-1.9	-0.58	0.72	5785.0	0.55	1.0
theta[7,25]	-0.45	0.0097	0.77	-1.8	-0.42	0.74	6331.0	0.6	1.0
theta[8,25]	-0.93	0.007	0.5	-1.8	-0.91	-0.14	5128.0	0.48	1.0
theta[9,25]	-0.068	0.011	0.92	-1.6	-0.056	1.5	7259.0	0.69	1.0
theta[10,25]	-0.25	0.012	0.86	-1.8	-0.2	1.1	5510.0	0.52	1.0
theta[11,25]	0.6	0.11	0.98	-1.1	0.67	2.1	78.0	0.0073	1.0
theta[1,26]	-1.3	0.0084	0.56	-2.3	-1.3	-0.48	4425.0	0.42	1.0
theta[2,26]	-0.043	0.012	0.95	-1.6	-0.05	1.5	5784.0	0.55	1.0
theta[3,26]	-0.33	0.011	0.88	-1.8	-0.3	1.1	6795.0	0.64	1.0
theta[4,26]	-0.022	0.012	0.98	-1.7	-0.0086	1.6	6890.0	0.65	1.0
theta[5,26]	0.7	0.0078	0.56	-0.2	0.68	1.7	5232.0	0.49	1.0
theta[6,26]	-0.065	0.011	0.94	-1.6	-0.057	1.5	6975.0	0.66	1.0
theta[7,26]	-0.21	0.011	0.86	-1.7	-0.15	1.1	6514.0	0.62	1.0
theta[8,26]	-0.2	0.0084	0.57	-1.2	-0.17	0.68	4490.0	0.42	1.0
theta[9,26]	0.043	0.012	0.98	-1.6	0.045	1.6	6537.0	0.62	1.0
theta[10,26]	-0.064	0.012	1.0	-1.7	-0.066	1.6	7070.0	0.67	1.0
theta[11,26]	-0.04	0.011	0.97	-1.6	-0.038	1.5	7703.0	0.73	1.0
theta[1,27]	-0.27	0.0051	0.35	-0.86	-0.25	0.27	4671.0	0.44	1.0
theta[2,27]	-0.13	0.011	0.91	-1.7	-0.093	1.4	6522.0	0.62	1.0
theta[3,27]	-0.62	0.011	0.82	-2.0	-0.59	0.65	5490.0	0.52	1.0
theta[4,27]	-0.094	0.011	0.93	-1.7	-0.059	1.4	7243.0	0.68	1.0
theta[5,27]	0.79	0.0085	0.61	-0.18	0.77	1.8	5105.0	0.48	1.0
theta[6,27]	1.5	0.01	0.76	0.24	1.5	2.7	5396.0	0.51	1.0
theta[7,27]	-0.47	0.011	0.81	-1.9	-0.42	0.75	5782.0	0.55	1.0
