	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[67,1]	-0.85	0.0049	0.41	-1.6	-0.83	-0.24	6887.0	5.9	1.0
theta[68,1]	1.1	0.003	0.29	0.64	1.1	1.6	9450.0	8.1	1.0
theta[69,1]	1.2	0.0033	0.28	0.71	1.2	1.7	7649.0	6.6	1.0
theta[70,1]	-0.64	0.0046	0.39	-1.3	-0.62	-0.054	7114.0	6.1	1.0
theta[71,1]	-0.16	0.0031	0.29	-0.65	-0.15	0.28	8839.0	7.6	1.0
theta[72,1]	-0.33	0.0033	0.32	-0.9	-0.31	0.17	9606.0	8.3	1.0
theta[73,1]	-0.46	0.0039	0.34	-1.0	-0.44	0.061	7681.0	6.6	1.0
theta[74,1]	0.073	0.003	0.28	-0.41	0.085	0.51	8475.0	7.3	1.0
theta[75,1]	-0.84	0.0049	0.4	-1.6	-0.82	-0.23	6775.0	5.8	1.0
theta[76,1]	-0.0015	0.0031	0.29	-0.5	0.0098	0.46	8733.0	7.5	1.0
theta[77,1]	-0.9	0.0045	0.4	-1.6	-0.87	-0.29	7669.0	6.6	1.0
theta[78,1]	-0.64	0.0042	0.37	-1.3	-0.62	-0.082	7698.0	6.6	1.0
theta[79,1]	0.071	0.0026	0.28	-0.4	0.077	0.52	11201.0	9.6	1.0
theta[80,1]	-1.2	0.005	0.48	-2.1	-1.2	-0.49	9198.0	7.9	1.0
theta[81,1]	-0.36	0.0036	0.32	-0.91	-0.35	0.14	7926.0	6.8	1.0
theta[82,1]	0.12	0.003	0.28	-0.36	0.12	0.56	8542.0	7.3	1.0
theta[83,1]	-0.5	0.0037	0.35	-1.1	-0.49	0.052	9121.0	7.8	1.0
theta[84,1]	-1.1	0.0053	0.45	-1.9	-1.1	-0.39	7074.0	6.1	1.0
theta[85,1]	0.11	0.0028	0.27	-0.34	0.11	0.53	9201.0	7.9	1.0
theta[86,1]	-0.016	0.0031	0.28	-0.49	-0.012	0.43	8439.0	7.3	1.0
theta[87,1]	0.12	0.0028	0.28	-0.34	0.13	0.57	10037.0	8.6	1.0
theta[88,1]	-0.29	0.0035	0.32	-0.83	-0.27	0.2	8436.0	7.3	1.0
theta[89,1]	-0.61	0.0045	0.37	-1.3	-0.59	-0.04	6795.0	5.8	1.0
theta[90,1]	0.08	0.0028	0.27	-0.37	0.086	0.52	9728.0	8.4	1.0
theta[91,1]	0.58	0.0029	0.28	0.13	0.58	1.0	8928.0	7.7	1.0
theta[92,1]	0.26	0.0027	0.27	-0.17	0.26	0.71	9684.0	8.3	1.0
theta[93,1]	0.93	0.0029	0.27	0.49	0.93	1.4	8272.0	7.1	1.0
theta[94,1]	-0.7	0.0045	0.39	-1.4	-0.68	-0.11	7355.0	6.3	1.0
theta[95,1]	-0.74	0.0043	0.38	-1.4	-0.71	-0.15	8027.0	6.9	1.0
theta[96,1]	-0.23	0.0033	0.31	-0.76	-0.21	0.25	8701.0	7.5	1.0
theta[97,1]	0.75	0.0027	0.27	0.3	0.74	1.2	9696.0	8.3	1.0
theta[98,1]	-1.6	0.0059	0.55	-2.5	-1.5	-0.72	8547.0	7.4	1.0
theta[99,1]	-0.34	0.0039	0.33	-0.89	-0.32	0.17	7089.0	6.1	1.0
theta[100,1]	-1.0	0.0051	0.45	-1.8	-1.0	-0.35	7593.0	6.5	1.0
theta[101,1]	0.39	0.0026	0.26	-0.039	0.4	0.82	10041.0	8.6	1.0
theta[102,1]	1.1	0.0031	0.29	0.66	1.1	1.6	9045.0	7.8	1.0
theta[103,1]	-1.2	0.0053	0.46	-2.0	-1.1	-0.46	7437.0	6.4	1.0
theta[104,1]	-0.073	0.003	0.29	-0.57	-0.066	0.38	8819.0	7.6	1.0
theta[105,1]	1.1	0.0033	0.29	0.66	1.1	1.6	7581.0	6.5	1.0
theta[106,1]	-0.23	0.0033	0.31	-0.75	-0.23	0.27	9160.0	7.9	1.0
theta[107,1]	1.0	0.003	0.29	0.57	1.0	1.5	9670.0	8.3	1.0
theta[108,1]	-0.21	0.0033	0.31	-0.72	-0.2	0.26	8930.0	7.7	1.0
theta[109,1]	-0.94	0.0052	0.44	-1.7	-0.92	-0.29	7028.0	6.0	1.0
theta[110,1]	-0.37	0.0036	0.33	-0.92	-0.35	0.13	8113.0	7.0	1.0
theta[111,1]	0.46	0.003	0.27	0.016	0.46	0.89	8034.0	6.9	1.0
theta[112,1]	-0.73	0.0042	0.37	-1.4	-0.72	-0.14	7839.0	6.7	1.0
theta[113,1]	-0.19	0.0033	0.29	-0.7	-0.18	0.27	8054.0	6.9	1.0
theta[114,1]	-0.21	0.0032	0.31	-0.73	-0.2	0.27	9607.0	8.3	1.0
theta[115,1]	-0.66	0.0041	0.37	-1.3	-0.64	-0.095	8289.0	7.1	1.0
theta[116,1]	0.6	0.0029	0.27	0.15	0.6	1.0	8708.0	7.5	1.0
theta[117,1]	-0.24	0.0033	0.3	-0.76	-0.23	0.22	8265.0	7.1	1.0
theta[118,1]	-0.89	0.0048	0.4	-1.6	-0.87	-0.26	7004.0	6.0	1.0
theta[119,1]	-1.9	0.0066	0.61	-3.0	-1.9	-0.98	8549.0	7.4	1.0
theta[120,1]	-0.85	0.0044	0.41	-1.6	-0.82	-0.22	8528.0	7.3	1.0
theta[121,1]	-0.46	0.0038	0.33	-1.0	-0.44	0.043	7638.0	6.6	1.0
theta[122,1]	-0.58	0.0041	0.34	-1.2	-0.55	-0.046	7180.0	6.2	1.0
theta[123,1]	0.78	0.0029	0.28	0.32	0.77	1.3	9787.0	8.4	1.0
theta[124,1]	0.47	0.003	0.28	0.023	0.47	0.94	8525.0	7.3	1.0
theta[125,1]	-0.9	0.0048	0.42	-1.7	-0.88	-0.25	7659.0	6.6	1.0
theta[126,1]	-0.35	0.0035	0.32	-0.91	-0.33	0.14	8475.0	7.3	1.0
theta[127,1]	2.1	0.0033	0.3	1.6	2.1	2.6	8229.0	7.1	1.0
theta[128,1]	-1.1	0.0054	0.46	-1.9	-1.1	-0.37	7137.0	6.1	1.0
theta[129,1]	-0.46	0.0042	0.33	-1.0	-0.44	0.064	6410.0	5.5	1.0
theta[130,1]	0.25	0.0028	0.26	-0.19	0.25	0.67	8521.0	7.3	1.0
theta[131,1]	-0.9	0.0045	0.42	-1.6	-0.88	-0.26	8569.0	7.4	1.0
theta[132,1]	0.058	0.0029	0.28	-0.42	0.068	0.5	9088.0	7.8	1.0
theta[133,1]	1.3	0.0031	0.29	0.87	1.3	1.8	9244.0	8.0	1.0
theta[134,1]	0.59	0.0028	0.26	0.16	0.59	1.0	8307.0	7.1	1.0
theta[135,1]	1.0	0.003	0.27	0.57	1.0	1.5	7886.0	6.8	1.0
theta[136,1]	1.4	0.003	0.29	0.87	1.3	1.8	9473.0	8.1	1.0
theta[137,1]	0.53	0.003	0.28	0.071	0.53	1.0	8853.0	7.6	1.0
theta[138,1]	0.71	0.0028	0.26	0.27	0.7	1.1	9148.0	7.9	1.0
theta[139,1]	0.49	0.0027	0.26	0.058	0.49	0.91	9417.0	8.1	1.0
theta[140,1]	-0.42	0.0036	0.33	-1.0	-0.41	0.085	8362.0	7.2	1.0
theta[141,1]	-0.016	0.0031	0.29	-0.5	-0.0086	0.43	8537.0	7.3	1.0
theta[142,1]	-0.39	0.0038	0.34	-0.97	-0.38	0.13	7770.0	6.7	1.0
theta[143,1]	-0.5	0.004	0.34	-1.1	-0.49	0.028	7118.0	6.1	1.0
theta[144,1]	-1.6	0.0063	0.56	-2.6	-1.6	-0.75	7919.0	6.8	1.0
theta[145,1]	-0.26	0.0033	0.31	-0.78	-0.25	0.23	8532.0	7.3	1.0
theta[146,1]	-0.16	0.0029	0.29	-0.66	-0.15	0.3	10418.0	9.0	1.0
theta[147,1]	0.52	0.0029	0.27	0.068	0.52	0.97	9141.0	7.9	1.0
theta[148,1]	-0.29	0.0035	0.3	-0.82	-0.28	0.17	7169.0	6.2	1.0
theta[149,1]	1.4	0.0032	0.28	0.98	1.4	1.9	7877.0	6.8	1.0
theta[150,1]	-1.0	0.0049	0.43	-1.8	-0.97	-0.34	7590.0	6.5	1.0
theta[151,1]	-0.16	0.0031	0.3	-0.68	-0.15	0.3	8901.0	7.7	1.0
theta[152,1]	0.36	0.0027	0.26	-0.071	0.37	0.78	9768.0	8.4	1.0
theta[153,1]	0.8	0.0029	0.27	0.35	0.8	1.2	8951.0	7.7	1.0
theta[154,1]	-1.9	0.0069	0.62	-3.0	-1.9	-0.95	7990.0	6.9	1.0
theta[155,1]	-1.5	0.006	0.54	-2.5	-1.5	-0.68	8082.0	7.0	1.0
theta[156,1]	0.48	0.0025	0.27	0.033	0.48	0.92	11272.0	9.7	1.0
theta[157,1]	-1.0	0.0053	0.45	-1.8	-1.0	-0.35	7199.0	6.2	1.0
theta[158,1]	-0.23	0.0031	0.3	-0.75	-0.22	0.25	9548.0	8.2	1.0
theta[159,1]	0.96	0.003	0.27	0.51	0.95	1.4	8047.0	6.9	1.0
theta[160,1]	0.93	0.0031	0.28	0.5	0.93	1.4	8135.0	7.0	1.0
theta[161,1]	0.6	0.0027	0.27	0.17	0.59	1.0	9590.0	8.2	1.0
theta[162,1]	-0.41	0.0037	0.34	-1.0	-0.4	0.12	8436.0	7.3	1.0
theta[163,1]	-0.29	0.0035	0.32	-0.85	-0.28	0.2	8204.0	7.1	1.0
theta[164,1]	0.8	0.0031	0.27	0.37	0.8	1.3	7785.0	6.7	1.0
theta[165,1]	-0.19	0.0035	0.3	-0.7	-0.18	0.27	7229.0	6.2	1.0
theta[166,1]	0.64	0.0026	0.26	0.23	0.64	1.1	9420.0	8.1	1.0
theta[167,1]	-1.9	0.0068	0.59	-2.9	-1.9	-0.99	7436.0	6.4	1.0
theta[168,1]	0.16	0.0029	0.27	-0.29	0.17	0.59	8818.0	7.6	1.0
theta[169,1]	-0.57	0.0042	0.37	-1.2	-0.55	-0.017	7701.0	6.6	1.0
theta[170,1]	-1.5	0.0063	0.53	-2.4	-1.5	-0.72	7025.0	6.0	1.0
theta[171,1]	0.072	0.0031	0.29	-0.41	0.079	0.53	8474.0	7.3	1.0
theta[172,1]	-0.59	0.0045	0.38	-1.2	-0.57	-0.033	7010.0	6.0	1.0
theta[173,1]	0.41	0.0028	0.26	-0.017	0.41	0.83	8178.0	7.0	1.0
theta[174,1]	-0.28	0.0034	0.3	-0.78	-0.27	0.18	7790.0	6.7	1.0
theta[175,1]	1.4	0.0033	0.32	0.84	1.4	1.9	9390.0	8.1	1.0
theta[176,1]	-1.9	0.0071	0.62	-3.0	-1.8	-0.95	7615.0	6.5	1.0
theta[177,1]	0.49	0.0026	0.26	0.062	0.49	0.91	10029.0	8.6	1.0
theta[178,1]	-0.83	0.0048	0.4	-1.5	-0.8	-0.23	6855.0	5.9	1.0
theta[179,1]	-0.25	0.0034	0.31	-0.79	-0.24	0.23	7975.0	6.9	1.0
theta[180,1]	-0.15	0.0032	0.29	-0.64	-0.14	0.31	8643.0	7.4	1.0
theta[181,1]	0.73	0.0028	0.27	0.29	0.73	1.2	9413.0	8.1	1.0
theta[182,1]	-0.34	0.0036	0.31	-0.87	-0.32	0.15	7659.0	6.6	1.0
theta[183,1]	1.4	0.0034	0.31	0.92	1.4	1.9	8301.0	7.1	1.0
theta[184,1]	0.71	0.0028	0.27	0.28	0.71	1.2	9252.0	8.0	1.0
theta[185,1]	-0.51	0.0039	0.35	-1.1	-0.5	0.022	7920.0	6.8	1.0
theta[186,1]	0.44	0.0027	0.26	0.02	0.44	0.87	9022.0	7.8	1.0
theta[187,1]	1.3	0.0032	0.31	0.76	1.3	1.8	9371.0	8.1	1.0
theta[188,1]	-1.1	0.0049	0.46	-1.9	-1.1	-0.45	8611.0	7.4	1.0
theta[189,1]	-0.3	0.0036	0.31	-0.83	-0.29	0.19	7564.0	6.5	1.0
theta[190,1]	1.5	0.0032	0.27	1.1	1.5	2.0	7429.0	6.4	1.0
theta[191,1]	-1.5	0.0063	0.54	-2.5	-1.5	-0.69	7389.0	6.4	1.0
theta[192,1]	0.61	0.0026	0.27	0.16	0.61	1.1	10574.0	9.1	1.0
theta[193,1]	-0.45	0.0039	0.34	-1.0	-0.44	0.064	7588.0	6.5	1.0
theta[194,1]	0.74	0.0028	0.28	0.29	0.74	1.2	9442.0	8.1	1.0
theta[195,1]	-0.3	0.0033	0.31	-0.84	-0.29	0.21	9285.0	8.0	1.0
theta[196,1]	1.5	0.0032	0.3	1.0	1.5	2.0	8928.0	7.7	1.0
theta[197,1]	-0.74	0.0042	0.38	-1.4	-0.72	-0.14	8390.0	7.2	1.0
theta[198,1]	-1.2	0.0055	0.48	-2.1	-1.2	-0.53	7436.0	6.4	1.0
theta[199,1]	1.2	0.003	0.29	0.71	1.2	1.7	9500.0	8.2	1.0
theta[200,1]	-0.24	0.0034	0.3	-0.76	-0.23	0.24	8176.0	7.0	1.0
theta[201,1]	-0.056	0.0031	0.28	-0.52	-0.05	0.39	7870.0	6.8	1.0
theta[202,1]	-0.2	0.0032	0.31	-0.74	-0.19	0.29	9435.0	8.1	1.0
theta[203,1]	0.23	0.0028	0.27	-0.22	0.23	0.66	9107.0	7.8	1.0
theta[204,1]	-0.41	0.0038	0.34	-0.97	-0.39	0.12	7711.0	6.6	1.0
theta[205,1]	0.96	0.0031	0.27	0.53	0.96	1.4	7384.0	6.4	1.0
theta[206,1]	-1.1	0.0053	0.43	-1.9	-1.1	-0.43	6713.0	5.8	1.0
theta[207,1]	-1.2	0.0053	0.48	-2.0	-1.2	-0.48	8131.0	7.0	1.0
theta[208,1]	-0.74	0.0049	0.39	-1.4	-0.72	-0.15	6358.0	5.5	1.0
theta[209,1]	-0.093	0.0033	0.28	-0.56	-0.088	0.36	7453.0	6.4	1.0
theta[210,1]	1.7	0.0032	0.29	1.2	1.7	2.2	8086.0	7.0	1.0
theta[211,1]	-0.22	0.0035	0.31	-0.75	-0.2	0.27	7701.0	6.6	1.0
theta[212,1]	-0.68	0.0043	0.37	-1.3	-0.66	-0.11	7553.0	6.5	1.0
theta[213,1]	0.13	0.0029	0.28	-0.33	0.13	0.58	9158.0	7.9	1.0
theta[214,1]	-0.018	0.0029	0.29	-0.51	-0.014	0.45	10188.0	8.8	1.0
theta[215,1]	1.5	0.0034	0.3	0.98	1.5	2.0	7607.0	6.5	1.0
theta[216,1]	-0.74	0.0052	0.39	-1.4	-0.71	-0.15	5661.0	4.9	1.0
theta[217,1]	0.083	0.0031	0.29	-0.4	0.091	0.54	8474.0	7.3	1.0
theta[218,1]	1.3	0.0035	0.29	0.81	1.3	1.8	6843.0	5.9	1.0
theta[219,1]	-0.14	0.003	0.29	-0.63	-0.13	0.32	9208.0	7.9	1.0
theta[220,1]	-0.52	0.004	0.35	-1.1	-0.5	0.015	7597.0	6.5	1.0
theta[221,1]	1.0	0.0027	0.27	0.56	1.0	1.4	9527.0	8.2	1.0
theta[222,1]	0.18	0.0027	0.26	-0.26	0.19	0.6	9236.0	7.9	1.0
theta[223,1]	0.99	0.0029	0.27	0.56	0.99	1.4	9033.0	7.8	1.0
theta[224,1]	-1.0	0.005	0.44	-1.8	-1.0	-0.37	7680.0	6.6	1.0
theta[225,1]	-0.19	0.0034	0.31	-0.7	-0.18	0.29	8090.0	7.0	1.0
theta[226,1]	-0.5	0.0037	0.33	-1.1	-0.48	0.011	8201.0	7.1	1.0
theta[227,1]	-0.25	0.0034	0.3	-0.76	-0.23	0.23	8063.0	6.9	1.0
theta[228,1]	-0.025	0.0031	0.29	-0.52	-0.017	0.43	8529.0	7.3	1.0
theta[229,1]	-0.32	0.0034	0.3	-0.85	-0.31	0.14	7696.0	6.6	1.0
theta[230,1]	-0.83	0.0045	0.41	-1.5	-0.81	-0.2	8253.0	7.1	1.0
theta[231,1]	-1.1	0.0051	0.45	-1.8	-1.0	-0.39	7675.0	6.6	1.0
theta[232,1]	-1.2	0.0061	0.48	-2.1	-1.2	-0.49	6229.0	5.4	1.0
theta[233,1]	-0.45	0.0041	0.34	-1.0	-0.43	0.08	6900.0	5.9	1.0
theta[234,1]	-0.82	0.0046	0.41	-1.5	-0.79	-0.2	7678.0	6.6	1.0
theta[235,1]	-0.42	0.0035	0.33	-0.98	-0.4	0.087	8650.0	7.4	1.0
theta[236,1]	1.4	0.0034	0.31	0.86	1.4	1.9	8354.0	7.2	1.0
theta[237,1]	-0.84	0.0041	0.4	-1.5	-0.81	-0.24	9436.0	8.1	1.0
theta[238,1]	0.45	0.003	0.27	0.0022	0.44	0.88	7989.0	6.9	1.0
theta[239,1]	0.009	0.0029	0.28	-0.46	0.015	0.47	9338.0	8.0	1.0
theta[240,1]	-1.3	0.0058	0.49	-2.1	-1.2	-0.51	7181.0	6.2	1.0
theta[241,1]	-0.48	0.0036	0.35	-1.1	-0.47	0.067	9183.0	7.9	1.0
theta[242,1]	0.67	0.0028	0.26	0.25	0.67	1.1	8574.0	7.4	1.0
theta[243,1]	0.76	0.0032	0.28	0.31	0.76	1.2	7505.0	6.5	1.0
theta[244,1]	0.82	0.0029	0.28	0.36	0.82	1.3	9495.0	8.2	1.0
theta[245,1]	-0.81	0.0046	0.4	-1.5	-0.79	-0.2	7442.0	6.4	1.0
theta[246,1]	0.86	0.0026	0.26	0.44	0.86	1.3	10320.0	8.9	1.0
theta[247,1]	0.51	0.003	0.26	0.073	0.51	0.94	7970.0	6.9	1.0
theta[248,1]	-1.3	0.0063	0.5	-2.2	-1.3	-0.55	6330.0	5.4	1.0
theta[249,1]	0.082	0.003	0.28	-0.39	0.087	0.53	8506.0	7.3	1.0
theta[250,1]	-1.3	0.0055	0.48	-2.1	-1.3	-0.56	7664.0	6.6	1.0
theta[251,1]	-1.2	0.0053	0.47	-2.1	-1.2	-0.51	7852.0	6.8	1.0
theta[252,1]	-1.0	0.0053	0.43	-1.8	-1.0	-0.39	6786.0	5.8	1.0
theta[253,1]	0.81	0.0029	0.27	0.38	0.81	1.3	8480.0	7.3	1.0
theta[254,1]	-0.4	0.0035	0.32	-0.93	-0.38	0.087	8217.0	7.1	1.0
theta[255,1]	-0.11	0.0031	0.29	-0.6	-0.1	0.34	8310.0	7.1	1.0
theta[256,1]	-0.71	0.0045	0.38	-1.4	-0.68	-0.11	7242.0	6.2	1.0
theta[257,1]	-1.3	0.0059	0.5	-2.2	-1.3	-0.59	7312.0	6.3	1.0
theta[258,1]	-0.37	0.0034	0.32	-0.92	-0.36	0.15	8802.0	7.6	1.0
theta[259,1]	0.38	0.0027	0.25	-0.03	0.38	0.79	8476.0	7.3	1.0
theta[260,1]	-0.49	0.0042	0.36	-1.1	-0.48	0.057	7349.0	6.3	1.0
theta[261,1]	-0.038	0.0028	0.29	-0.53	-0.032	0.42	10543.0	9.1	1.0
theta[262,1]	0.4	0.0028	0.27	-0.035	0.4	0.84	8797.0	7.6	1.0
theta[263,1]	0.61	0.0029	0.26	0.19	0.6	1.0	8251.0	7.1	1.0
theta[264,1]	-0.92	0.005	0.42	-1.7	-0.89	-0.29	7270.0	6.3	1.0
theta[265,1]	-0.87	0.0046	0.4	-1.6	-0.84	-0.26	7655.0	6.6	1.0
theta[266,1]	1.5	0.0032	0.3	0.98	1.5	2.0	8649.0	7.4	1.0
theta[267,1]	-0.016	0.0027	0.27	-0.49	-0.0076	0.41	9963.0	8.6	1.0
theta[268,1]	0.48	0.0027	0.26	0.062	0.49	0.91	9196.0	7.9	1.0
theta[269,1]	-0.56	0.0038	0.35	-1.2	-0.54	-0.014	8895.0	7.7	1.0
theta[270,1]	0.14	0.0029	0.27	-0.31	0.15	0.58	9259.0	8.0	1.0
theta[271,1]	-1.6	0.0062	0.56	-2.6	-1.6	-0.77	8091.0	7.0	1.0
theta[272,1]	0.39	0.0027	0.28	-0.075	0.39	0.84	10313.0	8.9	1.0
theta[273,1]	-0.9	0.0048	0.41	-1.6	-0.86	-0.27	7574.0	6.5	1.0
theta[274,1]	-0.22	0.0036	0.3	-0.74	-0.21	0.27	7318.0	6.3	1.0
theta[275,1]	-0.093	0.0033	0.29	-0.57	-0.09	0.37	7650.0	6.6	1.0
theta[276,1]	1.2	0.003	0.29	0.76	1.2	1.7	8952.0	7.7	1.0
theta[277,1]	0.17	0.003	0.28	-0.29	0.17	0.61	8580.0	7.4	1.0
theta[278,1]	-0.3	0.0036	0.32	-0.85	-0.28	0.19	7819.0	6.7	1.0
theta[279,1]	-0.8	0.0046	0.39	-1.5	-0.77	-0.19	7265.0	6.2	1.0
theta[280,1]	-0.74	0.005	0.39	-1.4	-0.72	-0.15	6127.0	5.3	1.0
theta[281,1]	-1.0	0.0048	0.42	-1.7	-0.97	-0.35	7508.0	6.5	1.0
theta[282,1]	1.7	0.0033	0.29	1.2	1.6	2.1	8083.0	7.0	1.0
theta[283,1]	-0.78	0.0046	0.39	-1.4	-0.76	-0.17	7113.0	6.1	1.0
theta[284,1]	-1.9	0.0074	0.6	-2.9	-1.9	-0.97	6667.0	5.7	1.0
theta[285,1]	-1.2	0.0058	0.48	-2.0	-1.1	-0.42	6846.0	5.9	1.0
theta[286,1]	-0.28	0.0033	0.31	-0.81	-0.26	0.21	8802.0	7.6	1.0
theta[287,1]	-0.066	0.0031	0.29	-0.57	-0.054	0.4	9030.0	7.8	1.0
theta[288,1]	-1.9	0.0068	0.61	-3.0	-1.9	-0.95	7969.0	6.9	1.0
theta[289,1]	1.1	0.003	0.27	0.66	1.1	1.6	8170.0	7.0	1.0
theta[290,1]	1.3	0.0031	0.28	0.87	1.3	1.8	8137.0	7.0	1.0
theta[291,1]	-0.31	0.0033	0.31	-0.85	-0.3	0.18	9245.0	8.0	1.0
theta[292,1]	-0.96	0.0052	0.43	-1.7	-0.93	-0.3	6887.0	5.9	1.0
theta[293,1]	-0.98	0.0046	0.43	-1.7	-0.95	-0.34	8574.0	7.4	1.0
theta[294,1]	0.17	0.0028	0.27	-0.26	0.18	0.6	8826.0	7.6	1.0
theta[295,1]	2.9	0.004	0.37	2.3	2.9	3.5	8609.0	7.4	1.0
theta[296,1]	0.74	0.003	0.27	0.31	0.74	1.2	8088.0	7.0	1.0
theta[297,1]	-1.6	0.0065	0.57	-2.6	-1.6	-0.76	7689.0	6.6	1.0
theta[298,1]	0.52	0.0029	0.28	0.062	0.52	0.97	8947.0	7.7	1.0
theta[299,1]	0.34	0.0028	0.26	-0.08	0.34	0.76	8285.0	7.1	1.0
theta[300,1]	-0.72	0.005	0.38	-1.4	-0.69	-0.13	5883.0	5.1	1.0
theta[301,1]	-0.99	0.005	0.42	-1.7	-0.97	-0.35	7134.0	6.1	1.0
theta[302,1]	1.7	0.0033	0.29	1.2	1.7	2.2	7653.0	6.6	1.0
theta[303,1]	-0.6	0.0037	0.36	-1.2	-0.57	-0.04	9478.0	8.2	1.0
theta[304,1]	-1.5	0.0062	0.54	-2.5	-1.5	-0.72	7675.0	6.6	1.0
theta[305,1]	-0.71	0.0042	0.38	-1.4	-0.69	-0.12	8273.0	7.1	1.0
theta[306,1]	-1.3	0.0055	0.48	-2.2	-1.3	-0.56	7644.0	6.6	1.0
theta[307,1]	-1.6	0.0063	0.55	-2.6	-1.5	-0.72	7645.0	6.6	1.0
theta[308,1]	-0.23	0.0033	0.31	-0.76	-0.22	0.25	8569.0	7.4	1.0
theta[309,1]	-1.4	0.0061	0.5	-2.3	-1.4	-0.66	6640.0	5.7	1.0
theta[310,1]	1.3	0.003	0.28	0.8	1.3	1.7	8814.0	7.6	1.0
theta[311,1]	-0.56	0.0038	0.35	-1.2	-0.55	-0.027	8319.0	7.2	1.0
theta[312,1]	-1.6	0.0071	0.56	-2.5	-1.5	-0.74	6283.0	5.4	1.0
theta[313,1]	1.6	0.0033	0.3	1.1	1.6	2.1	8086.0	7.0	1.0
theta[314,1]	-0.53	0.004	0.34	-1.1	-0.52	-0.0014	7393.0	6.4	1.0
theta[315,1]	-1.1	0.0056	0.48	-2.0	-1.1	-0.42	7283.0	6.3	1.0
theta[316,1]	-0.74	0.0046	0.39	-1.4	-0.72	-0.15	7126.0	6.1	1.0
theta[317,1]	-1.9	0.0072	0.61	-3.0	-1.9	-0.98	7156.0	6.2	1.0
theta[318,1]	-1.3	0.0051	0.48	-2.1	-1.2	-0.54	8942.0	7.7	1.0
theta[319,1]	0.4	0.0027	0.26	-0.028	0.4	0.82	9722.0	8.4	1.0
theta[320,1]	-1.1	0.0057	0.47	-1.9	-1.0	-0.38	6735.0	5.8	1.0
theta[321,1]	-0.96	0.005	0.43	-1.8	-0.93	-0.3	7427.0	6.4	1.0
theta[322,1]	-0.24	0.0034	0.31	-0.78	-0.24	0.23	8076.0	6.9	1.0
theta[323,1]	-0.48	0.0038	0.35	-1.1	-0.46	0.071	8799.0	7.6	1.0
theta[324,1]	-1.4	0.0057	0.49	-2.3	-1.4	-0.68	7330.0	6.3	1.0
theta[325,1]	0.7	0.0031	0.27	0.24	0.7	1.1	7635.0	6.6	1.0
theta[326,1]	1.9	0.0031	0.3	1.4	1.8	2.4	9097.0	7.8	1.0
theta[327,1]	0.37	0.0026	0.26	-0.064	0.38	0.8	10166.0	8.7	1.0
theta[328,1]	0.8	0.0027	0.26	0.37	0.79	1.2	9664.0	8.3	1.0
theta[329,1]	0.91	0.0027	0.27	0.48	0.91	1.4	9606.0	8.3	1.0
theta[330,1]	-0.17	0.0044	0.39	-0.84	-0.16	0.45	8113.0	7.0	1.0
theta[331,1]	-0.54	0.0043	0.36	-1.2	-0.53	0.013	6827.0	5.9	1.0
theta[332,1]	1.3	0.0033	0.3	0.85	1.3	1.8	8084.0	7.0	1.0
theta[333,1]	-1.9	0.0068	0.61	-2.9	-1.9	-0.97	7948.0	6.8	1.0
theta[334,1]	1.1	0.0027	0.29	0.62	1.1	1.6	11344.0	9.8	1.0
theta[335,1]	-0.24	0.0033	0.3	-0.77	-0.23	0.24	8619.0	7.4	1.0
theta[336,1]	-0.092	0.003	0.3	-0.61	-0.082	0.39	9886.0	8.5	1.0
theta[337,1]	-1.9	0.0075	0.61	-3.0	-1.9	-0.99	6592.0	5.7	1.0
theta[338,1]	-1.1	0.0049	0.43	-1.8	-1.1	-0.4	7758.0	6.7	1.0
theta[339,1]	-1.9	0.0068	0.6	-3.0	-1.9	-0.98	7798.0	6.7	1.0
theta[340,1]	-0.13	0.0034	0.3	-0.64	-0.12	0.35	8148.0	7.0	1.0
theta[341,1]	0.44	0.0028	0.26	0.01	0.44	0.86	8487.0	7.3	1.0
theta[342,1]	0.63	0.0027	0.26	0.21	0.63	1.1	8713.0	7.5	1.0
theta[343,1]	1.0	0.003	0.29	0.53	1.0	1.5	9067.0	7.8	1.0
theta[344,1]	-1.2	0.0056	0.45	-2.0	-1.2	-0.52	6652.0	5.7	1.0
theta[345,1]	-0.57	0.0041	0.36	-1.2	-0.56	-0.02	7762.0	6.7	1.0
theta[346,1]	-0.19	0.0031	0.3	-0.69	-0.19	0.27	9158.0	7.9	1.0
theta[347,1]	-1.5	0.007	0.53	-2.5	-1.5	-0.73	5775.0	5.0	1.0
theta[348,1]	-0.94	0.005	0.43	-1.7	-0.91	-0.28	7378.0	6.3	1.0
theta[349,1]	-0.7	0.0044	0.38	-1.4	-0.67	-0.13	7195.0	6.2	1.0
theta[350,1]	-0.19	0.0034	0.31	-0.71	-0.18	0.3	8141.0	7.0	1.0
theta[351,1]	-0.41	0.0037	0.34	-1.0	-0.39	0.11	8441.0	7.3	1.0
theta[352,1]	-0.62	0.0041	0.36	-1.3	-0.6	-0.071	8062.0	6.9	1.0
theta[353,1]	-1.2	0.0054	0.5	-2.1	-1.2	-0.46	8476.0	7.3	1.0
theta[354,1]	-1.1	0.0053	0.46	-1.9	-1.1	-0.42	7647.0	6.6	1.0
theta[355,1]	0.44	0.0027	0.27	-0.0035	0.44	0.88	9671.0	8.3	1.0
