"k1","k2","tuominen2022","teicher2015"
"x45","x16",0.362481,0.355803
"x46","x16",0.272915,0.522172
"x47","x16",0.362551,0.554522
"x48","x16",0.178744,0.074973
"x49","x16",0.103846,0.336866
"x50","x16",0.178992,0.254661
"x51","x16",0.278691,0.303365
"x52","x16",0.151451,0.370221
"x1","x17",0.231968,0.439437
"x2","x17",0.146651,0.464644
"x3","x17",0.184858,0.339331
"x4","x17",0.279658,0.369502
"x5","x17",0.454138,0.295086
"x6","x17",0.319986,0.390592
"x7","x17",0.436282,0.324819
"x8","x17",0.411133,0.347124
"x9","x17",0.091706,0.348217
"x10","x17",0.245505,0.347314
"x11","x17",0.210904,0.506524
"x12","x17",0.61979,0.799502
"x13","x17",0.449758,0.645824
"x14","x17",0.436851,0.714525
"x15","x17",0.504389,0.303218
"x16","x17",0.447479,0.380093
"x17","x17",1,1
"x18","x17",0.710356,0.820052
"x19","x17",0.375614,0.256191
"x20","x17",0.342396,0.295526
"x21","x17",0.424904,0.432955
"x22","x17",0.386959,0.47726
"x23","x17",0.443854,0.520418
"x24","x17",0.143605,0.431812
"x25","x17",0.394838,0.387907
"x26","x17",0.173616,0.206997
"x27","x17",0.097082,0.162598
"x28","x17",0.034643,0.289251
"x29","x17",0.060882,0.108986
"x30","x17",0.246485,0.277229
"x31","x17",0.304367,0.451043
"x32","x17",0.107763,0.500644
"x33","x17",0.337801,0.285128
"x34","x17",0.188205,0.373109
"x35","x17",0.338974,0.399819
"x36","x17",0.257126,0.248214
"x37","x17",0.027026,0.227397
"x38","x17",0.351759,0.30147
"x39","x17",0.154265,0.387236
"x40","x17",0.226327,0.274461
"x41","x17",0.295986,0.459118
"x42","x17",0.291921,0.044001
"x43","x17",0.347953,0.11189
"x44","x17",0.47324,0.423208
"x45","x17",0.387895,0.228504
"x46","x17",0.294118,0.517727
"x47","x17",0.425505,0.302294
"x48","x17",0.167735,0.284668
"x49","x17",0.18065,0.375969
"x50","x17",0.296834,0.324037
"x51","x17",0.250985,0.384563
"x52","x17",0.342398,0.410197
"x1","x18",0.164131,0.380867
"x2","x18",0.21977,0.426713
"x3","x18",0.272564,0.384048
"x4","x18",0.207307,0.273961
"x5","x18",0.2806,0.256483
"x6","x18",0.224273,0.381337
"x7","x18",0.471717,0.436425
"x8","x18",0.57402,0.39197
"x9","x18",0.018629,0.378625
"x10","x18",0.262973,0.335004
"x11","x18",0.199249,0.553285
"x12","x18",0.476073,0.678525
"x13","x18",0.613461,0.685076
"x14","x18",0.489674,0.745935
"x15","x18",0.496403,0.294043
"x16","x18",0.691469,0.319024
"x17","x18",0.710356,0.820052
"x18","x18",1,1
"x19","x18",0.598895,0.217857
"x20","x18",0.466384,0.373142
"x21","x18",0.416576,0.31881
"x22","x18",0.425608,0.421443
"x23","x18",0.359523,0.486926
"x24","x18",0.259996,0.354521
"x25","x18",0.556354,0.329052
"x26","x18",0.117854,0.089265
"x27","x18",0.165448,0.196163
"x28","x18",0.044544,0.133699
"x29","x18",0.073643,-0.035794
"x30","x18",0.378076,0.259077
"x31","x18",0.378386,0.395838
"x32","x18",0.137196,0.50516
"x33","x18",0.178055,0.414976
"x34","x18",0.39124,0.43409
"x35","x18",0.425417,0.431749
"x36","x18",0.252121,0.215802
"x37","x18",0.099699,0.206839
"x38","x18",0.347463,0.266682
"x39","x18",0.331191,0.441424
"x40","x18",0.263469,0.291281
"x41","x18",0.406193,0.362674
"x42","x18",0.35477,0.113537
"x43","x18",0.389402,0.23662
"x44","x18",0.376885,0.50689
"x45","x18",0.467285,0.328498
"x46","x18",0.282628,0.536429
"x47","x18",0.446202,0.391321
"x48","x18",0.113897,0.224286
"x49","x18",0.138053,0.232326
"x50","x18",0.36838,0.192093
"x51","x18",0.326485,0.429682
"x52","x18",0.320707,0.478554
"x1","x19",0.209736,0.364124
"x2","x19",0.1967,0.385584
"x3","x19",0.302711,0.383139
"x4","x19",0.190007,0.3264
"x5","x19",0.179066,0.40129
"x6","x19",0.202793,0.385687
"x7","x19",0.32517,0.278824
"x8","x19",0.351034,0.230027
"x9","x19",0.073711,0.288581
"x10","x19",0.231579,0.219213
"x11","x19",0.029682,0.336502
"x12","x19",0.440611,0.432274
"x13","x19",0.607494,0.406137
"x14","x19",0.646367,0.348935
"x15","x19",0.246126,0.204891
"x16","x19",0.379628,0.364282
"x17","x19",0.375614,0.256191
"x18","x19",0.598895,0.217857
"x19","x19",1,1
"x20","x19",0.78783,0.819326
"x21","x19",0.31251,0.226028
"x22","x19",0.369515,0.137497
"x23","x19",0.247964,0.215322
"x24","x19",0.373005,0.326728
"x25","x19",0.515515,0.256015
"x26","x19",0.180391,0.299107
"x27","x19",0.317891,0.322261
"x28","x19",0.170028,0.271866
"x29","x19",0.07438,0.204876
"x30","x19",0.264662,0.255482
"x31","x19",0.285063,0.352515
"x32","x19",0.147148,0.358147
"x33","x19",0.17481,0.282508
"x34","x19",0.270864,0.234752
"x35","x19",0.300155,0.285577
"x36","x19",0.547254,0.406166
"x37","x19",0.513121,0.441957
"x38","x19",0.32635,0.379559
"x39","x19",0.331771,0.251515
"x40","x19",0.223977,0.42666
"x41","x19",0.286991,0.302747
"x42","x19",0.099611,-0.044519
"x43","x19",0.12451,0.109063
"x44","x19",0.228344,0.325669
"x45","x19",0.251212,0.188033
"x46","x19",0.193438,0.442193
"x47","x19",0.366431,0.457266
"x48","x19",0.181117,0.283362
"x49","x19",0.093818,0.315371
"x50","x19",0.196814,0.34054
"x51","x19",0.106692,0.239479
"x52","x19",0.23245,0.286554
"x1","x20",0.278841,0.34297
"x2","x20",0.177072,0.302741
"x3","x20",0.345895,0.269698
"x4","x20",0.369037,0.249088
"x5","x20",0.132625,0.21107
"x6","x20",0.225353,0.23593
"x7","x20",0.359337,0.257311
"x8","x20",0.253095,0.182267
"x9","x20",0.170195,0.218695
"x10","x20",0.216437,0.190925
"x11","x20",0.087008,0.300958
"x12","x20",0.492007,0.443868
"x13","x20",0.614123,0.315259
"x14","x20",0.663296,0.335914
"x15","x20",0.223296,0.15962
"x16","x20",0.227265,0.245475
"x17","x20",0.342396,0.295526
"x18","x20",0.466384,0.373142
"x19","x20",0.78783,0.819326
"x20","x20",1,1
"x21","x20",0.330007,0.127156
"x22","x20",0.341962,0.074109
"x23","x20",0.290032,0.214411
"x24","x20",0.269097,0.214932
"x25","x20",0.264875,0.240587
"x26","x20",0.201765,0.215887
"x27","x20",0.225742,0.184362
"x28","x20",0.220281,0.219178
"x29","x20",-0.009584,0.028992
"x30","x20",0.301806,0.115163
"x31","x20",0.182931,0.304628
"x32","x20",0.338885,0.486674
"x33","x20",0.257419,0.277172
"x34","x20",0.220345,0.27226
"x35","x20",0.301752,0.329446
"x36","x20",0.554773,0.520161
"x37","x20",0.532388,0.547035
"x38","x20",0.289117,0.301941
"x39","x20",0.302192,0.234343
"x40","x20",0.354311,0.343133
"x41","x20",0.354107,0.26857
"x42","x20",-0.025352,-0.083019
"x43","x20",0.110835,0.057662
"x44","x20",0.138151,0.344724
"x45","x20",0.188787,0.175606
"x46","x20",0.225653,0.345222
"x47","x20",0.229119,0.372429
"x48","x20",0.194944,0.134834
"x49","x20",0.166323,0.117211
"x50","x20",0.189543,0.294414
"x51","x20",0.109422,0.241473
"x52","x20",0.243263,0.268932
"x1","x21",0.512979,0.589071
"x2","x21",0.424577,0.558349
"x3","x21",0.5769,0.601487
"x4","x21",0.506597,0.381258
"x5","x21",0.296141,0.392511
"x6","x21",0.485599,0.524049
"x7","x21",0.583197,0.471312
"x8","x21",0.473208,0.514477
"x9","x21",0.24254,0.322448
"x10","x21",0.170127,0.206462
"x11","x21",0.328696,0.429775
"x12","x21",0.297215,0.471808
"x13","x21",0.308427,0.423809
"x14","x21",0.235145,0.456282
"x15","x21",0.507843,0.508423
"x16","x21",0.441967,0.504931
"x17","x21",0.424904,0.432955
"x18","x21",0.416576,0.31881
"x19","x21",0.31251,0.226028
"x20","x21",0.330007,0.127156
"x21","x21",1,1
"x22","x21",0.859883,0.843582
"x23","x21",0.696351,0.734216
"x24","x21",0.545978,0.738706
"x25","x21",0.574676,0.57239
"x26","x21",0.229701,0.273895
"x27","x21",0.156939,0.115871
"x28","x21",0.154605,0.258162
"x29","x21",0.073661,0.12158
"x30","x21",0.214499,0.130457
"x31","x21",0.146563,0.217536
"x32","x21",0.103658,0.098417
"x33","x21",0.169762,0.13477
"x34","x21",0.095429,0.167361
"x35","x21",0.222675,0.267524
"x36","x21",0.218375,0.098834
"x37","x21",0.177701,0.126079
"x38","x21",0.33407,0.315365
"x39","x21",0.344764,0.382112
"x40","x21",0.307305,0.337049
"x41","x21",0.350965,0.425122
"x42","x21",0.220514,0.155354
"x43","x21",0.277518,0.111411
"x44","x21",0.393834,0.28885
"x45","x21",0.174696,0.227376
"x46","x21",0.469229,0.281536
"x47","x21",0.3324,0.327622
"x48","x21",0.394953,0.341222
"x49","x21",0.403024,0.409215
"x50","x21",0.22415,0.224547
"x51","x21",0.351126,0.230185
"x52","x21",0.364388,0.263086
"x1","x22",0.537613,0.567932
"x2","x22",0.488719,0.571159
"x3","x22",0.556571,0.625221
"x4","x22",0.521187,0.282665
"x5","x22",0.396099,0.286752
"x6","x22",0.530855,0.525675
"x7","x22",0.656052,0.553202
"x8","x22",0.533137,0.569753
"x9","x22",0.320594,0.261223
"x10","x22",0.316213,0.214073
"x11","x22",0.444073,0.419698
"x12","x22",0.323675,0.432428
"x13","x22",0.445343,0.424061
"x14","x22",0.289624,0.503402
"x15","x22",0.539526,0.420367
"x16","x22",0.461791,0.545956
"x17","x22",0.386959,0.47726
"x18","x22",0.425608,0.421443
"x19","x22",0.369515,0.137497
"x20","x22",0.341962,0.074109
"x21","x22",0.859883,0.843582
"x22","x22",1,1
"x23","x22",0.767236,0.861035
"x24","x22",0.443144,0.658834
"x25","x22",0.626616,0.56864
"x26","x22",0.277608,0.273178
"x27","x22",0.166368,0.128656
"x28","x22",0.181684,0.25086
"x29","x22",0.020626,0.120145
"x30","x22",0.299033,0.197448
"x31","x22",0.133832,0.312283
"x32","x22",0.208962,0.253654
"x33","x22",0.202297,0.124555
"x34","x22",0.246306,0.144072
"x35","x22",0.320467,0.213912
"x36","x22",0.326638,0.122646
"x37","x22",0.344081,0.087987
"x38","x22",0.370518,0.234087
"x39","x22",0.376976,0.372328
"x40","x22",0.282131,0.269835
"x41","x22",0.352339,0.441011
"x42","x22",0.363077,0.134069
"x43","x22",0.31932,0.151323
"x44","x22",0.48313,0.344539
"x45","x22",0.300908,0.283919
"x46","x22",0.468815,0.359779
"x47","x22",0.395129,0.372145
"x48","x22",0.314617,0.139927
"x49","x22",0.396558,0.363477
"x50","x22",0.170761,0.173696
"x51","x22",0.448281,0.173564
"x52","x22",0.439882,0.224313
"x1","x23",0.486851,0.500318
"x2","x23",0.312495,0.511928
"x3","x23",0.446402,0.580562
"x4","x23",0.330361,0.35477
"x5","x23",0.347839,0.336523
"x6","x23",0.471103,0.414059
"x7","x23",0.583926,0.475869
"x8","x23",0.431624,0.621741
"x9","x23",0.255366,0.31795
"x10","x23",0.182376,0.372083
"x11","x23",0.346015,0.447772
"x12","x23",0.248673,0.461284
"x13","x23",0.265924,0.486461
"x14","x23",0.112408,0.599155
"x15","x23",0.417858,0.321016
"x16","x23",0.385638,0.566097
"x17","x23",0.443854,0.520418
"x18","x23",0.359523,0.486926
"x19","x23",0.247964,0.215322
"x20","x23",0.290032,0.214411
"x21","x23",0.696351,0.734216
"x22","x23",0.767236,0.861035
"x23","x23",1,1
"x24","x23",0.285796,0.541093
"x25","x23",0.52899,0.538085
"x26","x23",0.118504,0.333704
"x27","x23",0.012861,0.213096
"x28","x23",0.18517,0.380468
"x29","x23",0.052337,0.228612
"x30","x23",0.279162,0.168319
"x31","x23",0.287502,0.336032
"x32","x23",0.371611,0.271502
"x33","x23",0.316988,0.090903
"x34","x23",0.314583,0.217585
"x35","x23",0.336773,0.271614
"x36","x23",0.311512,0.012043
"x37","x23",0.265922,-0.017952
"x38","x23",0.221107,0.181931
"x39","x23",0.203833,0.410445
"x40","x23",0.181942,0.244618
"x41","x23",0.228532,0.480357
"x42","x23",0.091326,0.101434
"x43","x23",0.09521,0.195546
"x44","x23",0.225271,0.349768
"x45","x23",0.116527,0.231461
"x46","x23",0.427555,0.423762
"x47","x23",0.395298,0.461781
"x48","x23",0.230591,0.13743
"x49","x23",0.280381,0.370987
"x50","x23",0.084324,0.158041
"x51","x23",0.214306,0.121838
"x52","x23",0.189881,0.271248
"x1","x24",0.322713,0.531927
"x2","x24",0.387119,0.517062
"x3","x24",0.464294,0.507068
"x4","x24",0.372648,0.409594
"x5","x24",0.205022,0.264779
"x6","x24",0.427135,0.524949
"x7","x24",0.443462,0.431857
"x8","x24",0.202184,0.435559
"x9","x24",0.309305,0.345731
"x10","x24",0.114597,0.293392
"x11","x24",0.272647,0.441836
"x12","x24",0.271505,0.485004
"x13","x24",0.245523,0.471072
"x14","x24",0.250963,0.503606
"x15","x24",0.358453,0.401076
"x16","x24",0.202296,0.453365
"x17","x24",0.143605,0.431812
"x18","x24",0.259996,0.354521
"x19","x24",0.373005,0.326728
"x20","x24",0.269097,0.214932
"x21","x24",0.545978,0.738706
"x22","x24",0.443144,0.658834
"x23","x24",0.285796,0.541093
"x24","x24",1,1
"x25","x24",0.713638,0.822641
"x26","x24",0.206239,0.117484
"x27","x24",0.36234,0.131446
"x28","x24",0.125847,0.146603
"x29","x24",0.140821,0.144354
"x30","x24",0.136131,0.264042
"x31","x24",0.248504,0.347644
"x32","x24",0.243004,0.254425
"x33","x24",0.230877,0.257862
"x34","x24",0.259934,0.237129
"x35","x24",0.269343,0.259205
"x36","x24",0.228779,0.2022
"x37","x24",0.28436,0.197778
"x38","x24",0.425726,0.419519
"x39","x24",0.252943,0.281314
"x40","x24",0.144834,0.266561
"x41","x24",0.1999,0.347188
"x42","x24",0.169063,0.000146
"x43","x24",0.192122,-0.018692
"x44","x24",0.29658,0.271013
"x45","x24",0.167893,0.131946
"x46","x24",0.285927,0.376263
"x47","x24",0.501914,0.283688
"x48","x24",0.362244,0.304236
"x49","x24",0.315874,0.395274
"x50","x24",0.276801,0.304073
"x51","x24",0.274798,0.185041
"x52","x24",0.292113,0.243887
"x1","x25",0.374958,0.656509
"x2","x25",0.377579,0.502034
"x3","x25",0.424008,0.520517
"x4","x25",0.217266,0.449658
"x5","x25",0.236917,0.294724
"x6","x25",0.373682,0.474681
"x7","x25",0.477113,0.543587
"x8","x25",0.410764,0.505764
"x9","x25",0.297856,0.382496
"x10","x25",0.255645,0.394677
"x11","x25",0.355106,0.453307
"x12","x25",0.289677,0.428558
"x13","x25",0.425369,0.441781
"x14","x25",0.299129,0.543123
"x15","x25",0.473203,0.319963
"x16","x25",0.465789,0.564291
"x17","x25",0.394838,0.387907
"x18","x25",0.556354,0.329052
"x19","x25",0.515515,0.256015
"x20","x25",0.264875,0.240587
"x21","x25",0.574676,0.57239
"x22","x25",0.626616,0.56864
"x23","x25",0.52899,0.538085
"x24","x25",0.713638,0.822641
"x25","x25",1,1
"x26","x25",0.186335,0.169882
"x27","x25",0.234996,0.134609
"x28","x25",0.054205,0.226146
"x29","x25",0.113726,0.2113
"x30","x25",0.248064,0.272745
"x31","x25",0.351975,0.384668
"x32","x25",0.251825,0.264806
"x33","x25",0.158804,0.272532
"x34","x25",0.338097,0.331639
"x35","x25",0.323432,0.343524
"x36","x25",0.349206,0.118912
"x37","x25",0.372425,0.09462
"x38","x25",0.443438,0.376821
"x39","x25",0.324032,0.264739
"x40","x25",0.22235,0.227661
"x41","x25",0.26331,0.436596
"x42","x25",0.373497,0.083254
"x43","x25",0.351608,0.012294
"x44","x25",0.480115,0.187361
"x45","x25",0.326749,0.121224
"x46","x25",0.301308,0.448575
"x47","x25",0.469578,0.384265
"x48","x25",0.309977,0.229343
"x49","x25",0.204449,0.24245
"x50","x25",0.278534,0.260197
"x51","x25",0.471528,0.200956
"x52","x25",0.441439,0.299374
"x1","x26",0.419969,0.428863
"x2","x26",0.441292,0.458083
"x3","x26",0.336763,0.349785
"x4","x26",0.300249,0.215591
"x5","x26",0.249404,0.312053
"x6","x26",0.2906,0.35243
"x7","x26",0.278607,0.281835
"x8","x26",0.225518,0.357428
"x9","x26",0.226511,0.203405
"x10","x26",0.242684,0.19167
"x11","x26",0.190021,0.154977
"x12","x26",0.282944,0.274227
"x13","x26",0.264014,0.191125
"x14","x26",0.119257,0.22683
"x15","x26",0.261817,0.300636
"x16","x26",0.032856,0.343936
"x17","x26",0.173616,0.206997
"x18","x26",0.117854,0.089265
"x19","x26",0.180391,0.299107
"x20","x26",0.201765,0.215887
"x21","x26",0.229701,0.273895
"x22","x26",0.277608,0.273178
"x23","x26",0.118504,0.333704
"x24","x26",0.206239,0.117484
"x25","x26",0.186335,0.169882
"x26","x26",1,1
"x27","x26",0.803181,0.772958
"x28","x26",0.581262,0.593946
"x29","x26",0.51032,0.576704
"x30","x26",0.589604,0.570107
"x31","x26",0.315272,0.525218
"x32","x26",0.337802,0.388119
"x33","x26",0.43645,0.48224
"x34","x26",0.308584,0.440996
"x35","x26",0.183645,0.469296
"x36","x26",0.234528,0.348527
"x37","x26",0.262311,0.289294
"x38","x26",0.35251,0.259948
"x39","x26",0.214537,0.255205
"x40","x26",0.365864,0.378382
"x41","x26",0.310828,0.341955
"x42","x26",0.073612,0.154817
"x43","x26",0.072161,0.079843
"x44","x26",0.052755,0.112765
"x45","x26",-0.077028,0.085498
"x46","x26",0.219844,0.295924
"x47","x26",-0.026901,0.504211
"x48","x26",0.273011,0.279824
"x49","x26",0.410456,0.307942
"x50","x26",0.268794,0.298093
"x51","x26",0.14703,0.119317
"x52","x26",0.252906,0.20877
"x1","x27",0.292915,0.333035
"x2","x27",0.515369,0.454076
"x3","x27",0.33917,0.281671
"x4","x27",0.276533,0.166187
"x5","x27",0.206525,0.285229
"x6","x27",0.271365,0.31928
"x7","x27",0.235885,0.253635
"x8","x27",0.119543,0.363753
"x9","x27",0.200421,0.19802
"x10","x27",0.239045,0.147521
"x11","x27",0.103996,0.203377
"x12","x27",0.310113,0.274359
"x13","x27",0.390513,0.275735
"x14","x27",0.265496,0.265785
"x15","x27",0.289171,0.272755
"x16","x27",0.067483,0.361363
"x17","x27",0.097082,0.162598
"x18","x27",0.165448,0.196163
"x19","x27",0.317891,0.322261
"x20","x27",0.225742,0.184362
"x21","x27",0.156939,0.115871
"x22","x27",0.166368,0.128656
"x23","x27",0.012861,0.213096
"x24","x27",0.36234,0.131446
"x25","x27",0.234996,0.134609
"x26","x27",0.803181,0.772958
"x27","x27",1,1
"x28","x27",0.636189,0.656455
"x29","x27",0.553489,0.661865
"x30","x27",0.515641,0.533679
"x31","x27",0.218065,0.411092
"x32","x27",0.356683,0.411832
"x33","x27",0.348134,0.458468
"x34","x27",0.261559,0.354077
"x35","x27",0.129608,0.369001
"x36","x27",0.28727,0.355831
"x37","x27",0.327645,0.332262
"x38","x27",0.410132,0.235102
"x39","x27",0.28894,0.276297
"x40","x27",0.429442,0.354481
"x41","x27",0.284782,0.271295
"x42","x27",-0.066075,0.048858
"x43","x27",-0.023674,-0.018993
"x44","x27",-0.020613,0.046109
"x45","x27",-0.159627,0.095447
"x46","x27",0.194728,0.355386
"x47","x27",0.074193,0.514875
"x48","x27",0.318433,0.23344
"x49","x27",0.420408,0.285416
"x50","x27",0.374051,0.285264
"x51","x27",0.113131,0.068609
"x52","x27",0.264771,0.117359
"x1","x28",0.314345,0.402858
"x2","x28",0.348188,0.405845
"x3","x28",0.282567,0.324264
"x4","x28",0.30961,0.331618
"x5","x28",0.154245,0.314547
"x6","x28",0.263965,0.299618
"x7","x28",0.111181,0.313119
"x8","x28",0.166247,0.317584
"x9","x28",0.146088,0.162265
"x10","x28",0.066969,0.119817
"x11","x28",0.05348,0.178452
"x12","x28",0.323931,0.286491
"x13","x28",0.093196,0.205687
"x14","x28",-0.064838,0.301932
"x15","x28",0.150107,0.260633
"x16","x28",0.02265,0.383648
"x17","x28",0.034643,0.289251
"x18","x28",0.044544,0.133699
"x19","x28",0.170028,0.271866
"x20","x28",0.220281,0.219178
"x21","x28",0.154605,0.258162
"x22","x28",0.181684,0.25086
"x23","x28",0.18517,0.380468
"x24","x28",0.125847,0.146603
"x25","x28",0.054205,0.226146
"x26","x28",0.581262,0.593946
"x27","x28",0.636189,0.656455
"x28","x28",1,1
"x29","x28",0.629337,0.60947
"x30","x28",0.375654,0.319342
"x31","x28",0.209069,0.289688
"x32","x28",0.342386,0.3638
"x33","x28",0.338856,0.205735
"x34","x28",0.225268,0.211841
"x35","x28",0.223522,0.171437
"x36","x28",0.234072,0.396365
"x37","x28",0.284399,0.364516
"x38","x28",0.260257,0.212545
"x39","x28",0.247272,0.251872
"x40","x28",0.364435,0.32303
"x41","x28",0.245683,0.306842
"x42","x28",-0.053711,0.03573
"x43","x28",-0.034624,0.075895
"x44","x28",-0.038783,0.048917
"x45","x28",-0.141449,-0.007202
"x46","x28",0.17615,0.196576
"x47","x28",0.089217,0.335162
"x48","x28",0.310499,0.135798
"x49","x28",0.352134,0.225403
"x50","x28",0.342142,0.296657
"x51","x28",0.095361,0.109615
"x52","x28",0.20116,0.161746
"x1","x29",0.245058,0.217194
"x2","x29",0.412086,0.325751
"x3","x29",0.201333,0.238717
"x4","x29",0.324042,0.23531
"x5","x29",0.155263,0.311826
"x6","x29",0.168759,0.231344
"x7","x29",0.055668,0.168661
"x8","x29",0.191,0.38367
"x9","x29",0.105939,0.126204
"x10","x29",0.129744,0.135444
"x11","x29",0.052408,0.047023
"x12","x29",0.260881,0.179528
"x13","x29",0.031432,0.200248
"x14","x29",-0.116685,0.247912
"x15","x29",0.111382,0.154085
"x16","x29",-0.007903,0.342399
"x17","x29",0.060882,0.108986
"x18","x29",0.073643,-0.035794
"x19","x29",0.07438,0.204876
"x20","x29",-0.009584,0.028992
"x21","x29",0.073661,0.12158
"x22","x29",0.020626,0.120145
"x23","x29",0.052337,0.228612
"x24","x29",0.140821,0.144354
"x25","x29",0.113726,0.2113
"x26","x29",0.51032,0.576704
"x27","x29",0.553489,0.661865
"x28","x29",0.629337,0.60947
"x29","x29",1,1
"x30","x29",0.356685,0.455584
"x31","x29",0.303391,0.345543
"x32","x29",0.257422,0.294242
"x33","x29",0.282501,0.278906
"x34","x29",0.132583,0.289738
"x35","x29",0.192644,0.214891
"x36","x29",0.223758,0.173557
"x37","x29",0.162421,0.202236
"x38","x29",0.189545,0.174353
"x39","x29",0.225008,0.163644
"x40","x29",0.344315,0.278823
"x41","x29",0.294825,0.27981
"x42","x29",-0.009887,0.058817
"x43","x29",-0.055719,0.027364
"x44","x29",-0.08912,0.086863
"x45","x29",-0.213612,0.070016
"x46","x29",0.018256,0.270323
"x47","x29",0.07238,0.291779
"x48","x29",0.237847,0.133603
"x49","x29",0.150301,0.237127
"x50","x29",0.389713,0.292141
"x51","x29",0.01675,0.090518
"x52","x29",0.144622,0.184331
"x1","x30",0.277689,0.322646
"x2","x30",0.300779,0.345353
"x3","x30",0.383892,0.346881
"x4","x30",0.236462,0.266149
"x5","x30",0.199182,0.344179
"x6","x30",0.307361,0.292915
"x7","x30",0.292502,0.176472
"x8","x30",0.334456,0.356164
"x9","x30",0.195606,0.141845
"x10","x30",0.279245,0.18495
"x11","x30",0.252375,0.10544
"x12","x30",0.248035,0.303373
"x13","x30",0.311592,0.323868
"x14","x30",0.22741,0.288432
"x15","x30",0.272715,0.243733
"x16","x30",0.144378,0.278152
"x17","x30",0.246485,0.277229
"x18","x30",0.378076,0.259077
"x19","x30",0.264662,0.255482
"x20","x30",0.301806,0.115163
"x21","x30",0.214499,0.130457
"x22","x30",0.299033,0.197448
"x23","x30",0.279162,0.168319
"x24","x30",0.136131,0.264042
"x25","x30",0.248064,0.272745
"x26","x30",0.589604,0.570107
"x27","x30",0.515641,0.533679
"x28","x30",0.375654,0.319342
"x29","x30",0.356685,0.455584
"x30","x30",1,1
"x31","x30",0.583646,0.592663
"x32","x30",0.508671,0.599268
"x33","x30",0.706645,0.696984
"x34","x30",0.659388,0.631056
"x35","x30",0.514015,0.499756
"x36","x30",0.367536,0.347564
"x37","x30",0.293159,0.358287
"x38","x30",0.26897,0.304905
"x39","x30",0.372074,0.191432
"x40","x30",0.288334,0.301347
"x41","x30",0.389012,0.280887
"x42","x30",0.122163,0.193269
"x43","x30",0.071609,0.227374
"x44","x30",0.164346,0.191484
"x45","x30",-0.009558,0.058719
"x46","x30",0.264372,0.317591
"x47","x30",0.127573,0.289653
"x48","x30",0.239316,0.233154
"x49","x30",0.299103,0.26086
"x50","x30",0.310459,0.276178
"x51","x30",0.128414,0.174147
"x52","x30",0.265031,0.190773
"x1","x31",0.216714,0.461125
"x2","x31",0.12713,0.514888
"x3","x31",0.30756,0.358374
"x4","x31",0.176464,0.321371
"x5","x31",0.309674,0.39569
"x6","x31",0.257924,0.286725
"x7","x31",0.270263,0.242768
"x8","x31",0.371133,0.373903
"x9","x31",0.077176,0.13235
"x10","x31",0.237749,0.251441
"x11","x31",0.248194,0.246407
"x12","x31",0.174718,0.368904
"x13","x31",0.000177,0.310976
"x14","x31",0.097722,0.3435
"x15","x31",0.283117,0.245592
"x16","x31",0.292068,0.423986
"x17","x31",0.304367,0.451043
"x18","x31",0.378386,0.395838
"x19","x31",0.285063,0.352515
"x20","x31",0.182931,0.304628
"x21","x31",0.146563,0.217536
"x22","x31",0.133832,0.312283
"x23","x31",0.287502,0.336032
"x24","x31",0.248504,0.347644
"x25","x31",0.351975,0.384668
"x26","x31",0.315272,0.525218
"x27","x31",0.218065,0.411092
"x28","x31",0.209069,0.289688
"x29","x31",0.303391,0.345543
"x30","x31",0.583646,0.592663
"x31","x31",1,1
"x32","x31",0.475413,0.637623
"x33","x31",0.590047,0.547643
"x34","x31",0.565357,0.584893
"x35","x31",0.588293,0.57174
"x36","x31",0.372275,0.322129
"x37","x31",0.262135,0.173688
"x38","x31",0.355913,0.25563
"x39","x31",0.205584,0.236621
"x40","x31",0.156319,0.386513
"x41","x31",0.287537,0.283596
"x42","x31",0.291912,0.067706
"x43","x31",0.171719,0.08049
"x44","x31",0.213758,0.331041
"x45","x31",0.135582,0.247497
"x46","x31",0.316398,0.414796
"x47","x31",0.397502,0.449142
"x48","x31",0.208908,0.287279
"x49","x31",0.30738,0.282421
"x50","x31",0.233507,0.255116
"x51","x31",0.094571,0.33769
"x52","x31",0.14929,0.261556
"x1","x32",0.319696,0.328755
"x2","x32",0.230773,0.350104
"x3","x32",0.302597,0.249947
"x4","x32",0.28324,0.20877
"x5","x32",0.292657,0.256992
"x6","x32",0.309081,0.27256
"x7","x32",0.334134,0.204329
"x8","x32",0.245853,0.323753
"x9","x32",0.133801,0.146758
"x10","x32",0.182223,0.238057
"x11","x32",0.207917,0.194111
"x12","x32",0.256215,0.403854
"x13","x32",0.188804,0.262499
"x14","x32",0.116604,0.358098
"x15","x32",0.187669,0.328994
"x16","x32",0.099623,0.293772
"x17","x32",0.107763,0.500644
"x18","x32",0.137196,0.50516
"x19","x32",0.147148,0.358147
"x20","x32",0.338885,0.486674
"x21","x32",0.103658,0.098417
"x22","x32",0.208962,0.253654
"x23","x32",0.371611,0.271502
"x24","x32",0.243004,0.254425
"x25","x32",0.251825,0.264806
"x26","x32",0.337802,0.388119
"x27","x32",0.356683,0.411832
"x28","x32",0.342386,0.3638
"x29","x32",0.257422,0.294242
"x30","x32",0.508671,0.599268
"x31","x32",0.475413,0.637623
"x32","x32",1,1
"x33","x32",0.465208,0.497722
"x34","x32",0.522815,0.558262
"x35","x32",0.517261,0.468536
"x36","x32",0.614082,0.658455
"x37","x32",0.590718,0.627459
"x38","x32",0.270864,0.36326
