teicher2015_1,teicher2015_2,teicher2015_3,teicher2015_4,tuominen2022_1,tuominen2022_2,tuominen2022_3,tuominen2022_4
0.0329687565927716,0.03289980416969027,0.03550548187164408,0.0358159664171382,0.04201602490716287,0.04650273930945942,0.04228459045627426,0.043970955726830546
0.03738088952359821,0.03921607831616982,0.03881991521836014,0.037561922982313894,0.043401931274593776,0.0451064878575515,0.04047245106447454,0.03626525783318193
0.04354955966144395,0.037398059682093025,0.041159968454152526,0.04023239352320523,0.04171556660302222,0.03793836527656067,0.04462088105927584,0.04649304701494757
0.03941503498361623,0.03808728746787216,0.041514843175735026,0.03468206727477061,0.04271135442406166,0.05212540879056784,0.03678275131508403,0.041831243205478555
0.03854052777475521,0.04068392022280456,0.039927378593787706,0.03610006338513532,0.04135294833241204,0.03864157536108856,0.043670508470293225,0.04332255561137469
0.040110874134708034,0.034646182704586345,0.039703401362297976,0.035224491751487653,0.036581519486391226,0.0440051253557864,0.02925605947850922,0.042714266212564966
0.03781927369936773,0.03909963117550393,0.039868714609288584,0.032597280850998694,0.03999470054516688,0.044454213988641036,0.043628883152055625,0.045972386467085645
0.036453028723962465,0.03727797454204141,0.03874572072444603,0.038438515447372555,0.038554002150770116,0.03980260713108268,0.04248577218238213,0.03934928654520448
0.03812912069997311,0.03729537814079283,0.03540788236081944,0.03434550471085355,0.04328915909464862,0.04576547416903634,0.04055065804540224,0.03322975621396818
0.037681054147034196,0.032849487996186824,0.035824235867941555,0.0389927691791296,0.04823840623423843,0.03895669759525929,0.04586173456166144,0.040892804347721926
0.04156542644176078,0.03654586574450064,0.044298102206211803,0.03983221342534923,0.04277901328070327,0.04572492506906314,0.03941067764753684,0.04810508843269743
0.03884105555638355,0.03974589086360481,0.04491758610269825,0.03733950257575067,0.04560768368441715,0.048193388356063425,0.046889615491039385,0.03927203664783468
0.03841412885795461,0.043841463295816174,0.042811194062060756,0.03764976137124671,0.03956656282880999,0.04445346636925973,0.043120206301220584,0.03747012568718632
0.04123351443800085,0.035385765878628815,0.03980964732913029,0.03716950530268064,0.04013551987919922,0.045600224432973756,0.035049536317806405,0.047155919154077505
0.040595869779149786,0.038738188313889366,0.04152925317864214,0.03798744129899881,0.04116469352467039,0.04473528446528633,0.04933127015534872,0.037690164045856574
0.03625767631810097,0.035662782310064076,0.03201739832650759,0.028640081127463655,0.036505861700473645,0.0391804025536642,0.044309575621660886,0.034555270530963224
0.041074040355877806,0.03290105904579449,0.04020634352243001,0.03636212715010931,0.04446279321030022,0.04414930761445295,0.037119659326562186,0.042451406829148164
0.03682194328676274,0.034387779566265424,0.03643579777175842,0.03027793841954823,0.03747776882226424,0.051618065396639976,0.0413067196889186,0.04401000743379111
0.039288593974976554,0.0374865229239952,0.04026923554728768,0.036126416105110824,0.051939738678918594,0.049962619172168626,0.0488834247602324,0.054131050063268335
0.04196973750739695,0.037938917268128446,0.04073771756032129,0.036386186825578676,0.04470082335273959,0.04312946579372244,0.039398720391247234,0.04158968801055293
0.04328108770875805,0.03685082653910252,0.04234401704282147,0.04053867351175992,0.04092077501973129,0.039778708725600416,0.03685831703319252,0.043964908504824235
0.046750033288639116,6.538453752685292e+61,0.03825033949364595,0.03667570273889504,0.04070024877744936,0.03897598910658678,0.037823885112683905,0.04771700670067813
0.038036908363591304,0.03144991984671201,0.04057098732136625,0.03531387238368815,0.04339162688370176,0.03973913543164881,0.03243372565987785,0.03979516611375594
0.034432436796593975,0.03286602019649427,0.040462139747593655,0.03534993935610426,0.044257334052157773,0.048806333043272844,0.04466904610946537,0.03579310532449654
0.03755094519410074,0.03501313345489263,0.03853045784343006,0.032405331483519935,0.04224756140628061,0.04675456430227863,0.04539967507817636,0.04093335128840873
0.03545618323903923,0.03504935123461827,0.03901366383251413,0.036008190214207744,0.04618681240492972,0.042023139890993745,0.04012292582699344,0.0376801614319155
0.039987029194542945,0.04093178596284401,2.5450919739355064e+59,0.04144236918584462,0.036818244404433424,0.043954834013830255,0.04778204131358718,0.04050313959521295
0.041690277823871955,0.03901186765560365,0.03946406135696069,0.038587281296341217,0.041040531783721274,0.04256421453715476,0.045571398834965304,0.04680266873968418
0.04137464561030753,0.036494116719034575,0.037861335037443135,0.038441519825138354,0.04559246726620093,0.04182609169286261,0.038559049114320516,0.04677887837118424
0.0330568308012599,0.035431245077538115,0.03748009084623181,0.03851860548061856,0.048117283641333636,0.045829146236623396,0.042294645034931494,0.05097869705891892
0.0385101414595894,0.040201951481813394,0.043801849593100524,0.034402165859086196,0.04251708492297439,0.038721828012201205,0.041646372064728966,0.04664373013941958
0.03831544205609241,0.03795681171052213,2.5450919739355064e+59,0.034677204046568114,0.04052609983388499,0.04122902803244639,0.03883668407220875,0.04588455593391084
0.04076710519200627,0.0420464851324681,0.038976532171194254,0.0371716889064702,0.043490149518218606,0.035422757909163834,0.03764225152604821,0.04095124476901978
0.04124179104810384,0.04215714053892568,0.04239469396339663,0.034717895441564436,0.04816580622035763,0.046768792374284315,0.039745584753226634,0.03812926978514484
0.04030413707572599,0.03743574632749087,0.039093888113765435,0.03455976443642115,0.03646777983872518,0.04445572605948341,0.043919938834930505,0.036536688060155094
0.036096813651732534,0.03409791619533621,0.036588159392387375,0.03240310281175097,0.04679437890308294,0.04363723509014868,0.050262521172216794,0.043279753156902474
0.03882959785932408,0.034938788510760974,0.03943674221120936,0.03705685552201571,0.03914380007649531,0.04468592496000706,0.043542035012589256,0.03925802719756377
