study,model,k1,k2,Q3,Q3_95,Q3_99,Q3_star,Q3_star_95,Q3_star_99
teicher2015,1,1,0,0.160073,0.205353,0.238558,0.174638,0.186545,0.217733
teicher2015,1,2,0,-0.063511,0.205353,0.238558,-0.048946,0.186545,0.217733
teicher2015,1,2,1,-0.084938,0.205353,0.238558,-0.070373,0.186545,0.217733
teicher2015,1,3,0,0.02409,0.205353,0.238558,0.038655,0.186545,0.217733
teicher2015,1,3,1,-0.031824,0.205353,0.238558,-0.017259,0.186545,0.217733
teicher2015,1,3,2,0.013888,0.205353,0.238558,0.028453,0.186545,0.217733
teicher2015,1,4,0,-0.024194,0.205353,0.238558,-0.009628,0.186545,0.217733
teicher2015,1,4,1,-0.04624,0.205353,0.238558,-0.031675,0.186545,0.217733
teicher2015,1,4,2,-0.015677,0.205353,0.238558,-0.001112,0.186545,0.217733
teicher2015,1,4,3,0.003315,0.205353,0.238558,0.01788,0.186545,0.217733
teicher2015,1,5,0,-0.072607,0.205353,0.238558,-0.058042,0.186545,0.217733
teicher2015,1,5,1,-0.088083,0.205353,0.238558,-0.073518,0.186545,0.217733
teicher2015,1,5,2,0.227432,0.205353,0.238558,0.241998,0.186545,0.217733
teicher2015,1,5,3,-0.03917,0.205353,0.238558,-0.024605,0.186545,0.217733
teicher2015,1,5,4,0.025931,0.205353,0.238558,0.040496,0.186545,0.217733
teicher2015,1,6,0,0.000833,0.205353,0.238558,0.015399,0.186545,0.217733
teicher2015,1,6,1,-0.107673,0.205353,0.238558,-0.093108,0.186545,0.217733
teicher2015,1,6,2,0.064728,0.205353,0.238558,0.079293,0.186545,0.217733
teicher2015,1,6,3,-0.001664,0.205353,0.238558,0.012901,0.186545,0.217733
teicher2015,1,6,4,0.037671,0.205353,0.238558,0.052236,0.186545,0.217733
teicher2015,1,6,5,0.14208,0.205353,0.238558,0.156645,0.186545,0.217733
teicher2015,1,7,0,-0.028828,0.205353,0.238558,-0.014263,0.186545,0.217733
teicher2015,1,7,1,-0.035088,0.205353,0.238558,-0.020523,0.186545,0.217733
teicher2015,1,7,2,-0.058579,0.205353,0.238558,-0.044014,0.186545,0.217733
teicher2015,1,7,3,-0.033262,0.205353,0.238558,-0.018696,0.186545,0.217733
teicher2015,1,7,4,0.057489,0.205353,0.238558,0.072055,0.186545,0.217733
teicher2015,1,7,5,-0.036285,0.205353,0.238558,-0.02172,0.186545,0.217733
teicher2015,1,7,6,0.002752,0.205353,0.238558,0.017317,0.186545,0.217733
teicher2015,1,8,0,-0.048199,0.205353,0.238558,-0.033633,0.186545,0.217733
teicher2015,1,8,1,-0.018916,0.205353,0.238558,-0.00435,0.186545,0.217733
teicher2015,1,8,2,-0.021608,0.205353,0.238558,-0.007043,0.186545,0.217733
teicher2015,1,8,3,-0.079031,0.205353,0.238558,-0.064466,0.186545,0.217733
teicher2015,1,8,4,0.081351,0.205353,0.238558,0.095917,0.186545,0.217733
teicher2015,1,8,5,0.004036,0.205353,0.238558,0.018601,0.186545,0.217733
teicher2015,1,8,6,0.025302,0.205353,0.238558,0.039867,0.186545,0.217733
teicher2015,1,8,7,0.349781,0.205353,0.238558,0.364346,0.186545,0.217733
teicher2015,1,9,0,-0.012396,0.205353,0.238558,0.002169,0.186545,0.217733
teicher2015,1,9,1,-0.086838,0.205353,0.238558,-0.072273,0.186545,0.217733
teicher2015,1,9,2,0.104155,0.205353,0.238558,0.11872,0.186545,0.217733
teicher2015,1,9,3,-0.085645,0.205353,0.238558,-0.07108,0.186545,0.217733
teicher2015,1,9,4,0.00758,0.205353,0.238558,0.022145,0.186545,0.217733
teicher2015,1,9,5,0.34326,0.205353,0.238558,0.357826,0.186545,0.217733
teicher2015,1,9,6,0.000204,0.205353,0.238558,0.014769,0.186545,0.217733
teicher2015,1,9,7,-0.034669,0.205353,0.238558,-0.020103,0.186545,0.217733
teicher2015,1,9,8,-0.140377,0.205353,0.238558,-0.125812,0.186545,0.217733
teicher2015,1,10,0,-0.02348,0.205353,0.238558,-0.008915,0.186545,0.217733
teicher2015,1,10,1,-0.024864,0.205353,0.238558,-0.010299,0.186545,0.217733
teicher2015,1,10,2,-0.088565,0.205353,0.238558,-0.073999,0.186545,0.217733
teicher2015,1,10,3,-0.046746,0.205353,0.238558,-0.03218,0.186545,0.217733
teicher2015,1,10,4,-0.056413,0.205353,0.238558,-0.041847,0.186545,0.217733
teicher2015,1,10,5,-0.045908,0.205353,0.238558,-0.031343,0.186545,0.217733
teicher2015,1,10,6,0.012875,0.205353,0.238558,0.02744,0.186545,0.217733
teicher2015,1,10,7,0.41255,0.205353,0.238558,0.427115,0.186545,0.217733
teicher2015,1,10,8,0.136443,0.205353,0.238558,0.151008,0.186545,0.217733
teicher2015,1,10,9,-0.03562,0.205353,0.238558,-0.021055,0.186545,0.217733
teicher2015,1,11,0,-0.031678,0.205353,0.238558,-0.017112,0.186545,0.217733
teicher2015,1,11,1,-0.013618,0.205353,0.238558,0.000947,0.186545,0.217733
teicher2015,1,11,2,-0.031394,0.205353,0.238558,-0.016828,0.186545,0.217733
teicher2015,1,11,3,-0.072787,0.205353,0.238558,-0.058222,0.186545,0.217733
teicher2015,1,11,4,-0.086877,0.205353,0.238558,-0.072312,0.186545,0.217733
teicher2015,1,11,5,-0.028025,0.205353,0.238558,-0.013459,0.186545,0.217733
teicher2015,1,11,6,0.024249,0.205353,0.238558,0.038814,0.186545,0.217733
teicher2015,1,11,7,0.202531,0.205353,0.238558,0.217097,0.186545,0.217733
teicher2015,1,11,8,0.273817,0.205353,0.238558,0.288382,0.186545,0.217733
teicher2015,1,11,9,-0.017459,0.205353,0.238558,-0.002894,0.186545,0.217733
teicher2015,1,11,10,0.58872,0.205353,0.238558,0.603285,0.186545,0.217733
teicher2015,1,12,0,-0.077218,0.205353,0.238558,-0.062653,0.186545,0.217733
teicher2015,1,12,1,-0.086502,0.205353,0.238558,-0.071937,0.186545,0.217733
teicher2015,1,12,2,-0.0617,0.205353,0.238558,-0.047135,0.186545,0.217733
teicher2015,1,12,3,-0.031199,0.205353,0.238558,-0.016634,0.186545,0.217733
teicher2015,1,12,4,0.046154,0.205353,0.238558,0.06072,0.186545,0.217733
teicher2015,1,12,5,-0.018233,0.205353,0.238558,-0.003668,0.186545,0.217733
teicher2015,1,12,6,0.009261,0.205353,0.238558,0.023826,0.186545,0.217733
teicher2015,1,12,7,0.027964,0.205353,0.238558,0.042529,0.186545,0.217733
teicher2015,1,12,8,0.036402,0.205353,0.238558,0.050968,0.186545,0.217733
teicher2015,1,12,9,-0.098818,0.205353,0.238558,-0.084253,0.186545,0.217733
teicher2015,1,12,10,-0.048734,0.205353,0.238558,-0.034169,0.186545,0.217733
teicher2015,1,12,11,-0.070594,0.205353,0.238558,-0.056029,0.186545,0.217733
teicher2015,1,13,0,0.056988,0.205353,0.238558,0.071553,0.186545,0.217733
teicher2015,1,13,1,-0.00954,0.205353,0.238558,0.005025,0.186545,0.217733
teicher2015,1,13,2,0.064847,0.205353,0.238558,0.079413,0.186545,0.217733
teicher2015,1,13,3,-0.056996,0.205353,0.238558,-0.042431,0.186545,0.217733
teicher2015,1,13,4,0.009533,0.205353,0.238558,0.024098,0.186545,0.217733
teicher2015,1,13,5,0.020846,0.205353,0.238558,0.035412,0.186545,0.217733
teicher2015,1,13,6,9.4e-05,0.205353,0.238558,0.01466,0.186545,0.217733
teicher2015,1,13,7,0.009562,0.205353,0.238558,0.024127,0.186545,0.217733
teicher2015,1,13,8,-0.006444,0.205353,0.238558,0.008122,0.186545,0.217733
teicher2015,1,13,9,0.114005,0.205353,0.238558,0.128571,0.186545,0.217733
teicher2015,1,13,10,0.008918,0.205353,0.238558,0.023484,0.186545,0.217733
teicher2015,1,13,11,-0.05304,0.205353,0.238558,-0.038475,0.186545,0.217733
teicher2015,1,13,12,-0.076237,0.205353,0.238558,-0.061672,0.186545,0.217733
teicher2015,1,14,0,0.002459,0.205353,0.238558,0.017025,0.186545,0.217733
teicher2015,1,14,1,-0.014916,0.205353,0.238558,-0.000351,0.186545,0.217733
teicher2015,1,14,2,0.006436,0.205353,0.238558,0.021001,0.186545,0.217733
teicher2015,1,14,3,-0.004823,0.205353,0.238558,0.009742,0.186545,0.217733
teicher2015,1,14,4,-0.075916,0.205353,0.238558,-0.061351,0.186545,0.217733
teicher2015,1,14,5,0.048935,0.205353,0.238558,0.0635,0.186545,0.217733
teicher2015,1,14,6,0.025529,0.205353,0.238558,0.040094,0.186545,0.217733
teicher2015,1,14,7,0.023945,0.205353,0.238558,0.03851,0.186545,0.217733
teicher2015,1,14,8,0.037569,0.205353,0.238558,0.052134,0.186545,0.217733
teicher2015,1,14,9,0.028405,0.205353,0.238558,0.04297,0.186545,0.217733
teicher2015,1,14,10,0.002425,0.205353,0.238558,0.01699,0.186545,0.217733
teicher2015,1,14,11,-0.041432,0.205353,0.238558,-0.026867,0.186545,0.217733
teicher2015,1,14,12,0.015647,0.205353,0.238558,0.030212,0.186545,0.217733
teicher2015,1,14,13,0.357089,0.205353,0.238558,0.371655,0.186545,0.217733
teicher2015,1,15,0,-0.080224,0.205353,0.238558,-0.065659,0.186545,0.217733
teicher2015,1,15,1,-0.100184,0.205353,0.238558,-0.085619,0.186545,0.217733
teicher2015,1,15,2,-0.190842,0.205353,0.238558,-0.176276,0.186545,0.217733
teicher2015,1,15,3,-0.128126,0.205353,0.238558,-0.113561,0.186545,0.217733
teicher2015,1,15,4,-0.018512,0.205353,0.238558,-0.003946,0.186545,0.217733
teicher2015,1,15,5,-0.09802,0.205353,0.238558,-0.083454,0.186545,0.217733
teicher2015,1,15,6,-0.084219,0.205353,0.238558,-0.069654,0.186545,0.217733
teicher2015,1,15,7,-0.046822,0.205353,0.238558,-0.032257,0.186545,0.217733
teicher2015,1,15,8,-0.069838,0.205353,0.238558,-0.055273,0.186545,0.217733
teicher2015,1,15,9,-0.089397,0.205353,0.238558,-0.074831,0.186545,0.217733
teicher2015,1,15,10,-0.042381,0.205353,0.238558,-0.027816,0.186545,0.217733
teicher2015,1,15,11,-0.075426,0.205353,0.238558,-0.06086,0.186545,0.217733
teicher2015,1,15,12,-0.009419,0.205353,0.238558,0.005146,0.186545,0.217733
teicher2015,1,15,13,-0.067966,0.205353,0.238558,-0.053401,0.186545,0.217733
teicher2015,1,15,14,-0.136173,0.205353,0.238558,-0.121607,0.186545,0.217733
teicher2015,1,16,0,-0.143299,0.205353,0.238558,-0.128734,0.186545,0.217733
teicher2015,1,16,1,-0.04828,0.205353,0.238558,-0.033714,0.186545,0.217733
teicher2015,1,16,2,-0.203083,0.205353,0.238558,-0.188518,0.186545,0.217733
teicher2015,1,16,3,-0.13029,0.205353,0.238558,-0.115725,0.186545,0.217733
teicher2015,1,16,4,-0.016065,0.205353,0.238558,-0.0015,0.186545,0.217733
teicher2015,1,16,5,-0.099158,0.205353,0.238558,-0.084592,0.186545,0.217733
teicher2015,1,16,6,-0.06791,0.205353,0.238558,-0.053345,0.186545,0.217733
teicher2015,1,16,7,-0.039935,0.205353,0.238558,-0.02537,0.186545,0.217733
teicher2015,1,16,8,-0.03104,0.205353,0.238558,-0.016475,0.186545,0.217733
teicher2015,1,16,9,-0.103354,0.205353,0.238558,-0.088788,0.186545,0.217733
teicher2015,1,16,10,-0.051684,0.205353,0.238558,-0.037119,0.186545,0.217733
teicher2015,1,16,11,-0.018193,0.205353,0.238558,-0.003627,0.186545,0.217733
teicher2015,1,16,12,0.019339,0.205353,0.238558,0.033904,0.186545,0.217733
teicher2015,1,16,13,-0.131642,0.205353,0.238558,-0.117077,0.186545,0.217733
teicher2015,1,16,14,-0.097138,0.205353,0.238558,-0.082572,0.186545,0.217733
teicher2015,1,16,15,0.477453,0.205353,0.238558,0.492019,0.186545,0.217733
teicher2015,1,17,0,-0.054121,0.205353,0.238558,-0.039556,0.186545,0.217733
teicher2015,1,17,1,-0.074283,0.205353,0.238558,-0.059718,0.186545,0.217733
teicher2015,1,17,2,-0.124068,0.205353,0.238558,-0.109503,0.186545,0.217733
teicher2015,1,17,3,-0.016811,0.205353,0.238558,-0.002245,0.186545,0.217733
teicher2015,1,17,4,0.006051,0.205353,0.238558,0.020617,0.186545,0.217733
teicher2015,1,17,5,-0.081031,0.205353,0.238558,-0.066465,0.186545,0.217733
teicher2015,1,17,6,-0.083145,0.205353,0.238558,-0.06858,0.186545,0.217733
teicher2015,1,17,7,-0.039455,0.205353,0.238558,-0.024889,0.186545,0.217733
teicher2015,1,17,8,-0.045877,0.205353,0.238558,-0.031312,0.186545,0.217733
teicher2015,1,17,9,-0.071642,0.205353,0.238558,-0.057077,0.186545,0.217733
teicher2015,1,17,10,-0.005482,0.205353,0.238558,0.009083,0.186545,0.217733
teicher2015,1,17,11,-0.045851,0.205353,0.238558,-0.031286,0.186545,0.217733
teicher2015,1,17,12,0.005126,0.205353,0.238558,0.019691,0.186545,0.217733
teicher2015,1,17,13,-0.045711,0.205353,0.238558,-0.031146,0.186545,0.217733
teicher2015,1,17,14,-0.101813,0.205353,0.238558,-0.087248,0.186545,0.217733
teicher2015,1,17,15,0.253324,0.205353,0.238558,0.26789,0.186545,0.217733
teicher2015,1,17,16,0.325202,0.205353,0.238558,0.339767,0.186545,0.217733
teicher2015,1,18,0,-0.165598,0.205353,0.238558,-0.151032,0.186545,0.217733
teicher2015,1,18,1,-0.073624,0.205353,0.238558,-0.059058,0.186545,0.217733
teicher2015,1,18,2,-0.125971,0.205353,0.238558,-0.111406,0.186545,0.217733
teicher2015,1,18,3,-0.040402,0.205353,0.238558,-0.025837,0.186545,0.217733
teicher2015,1,18,4,0.016503,0.205353,0.238558,0.031068,0.186545,0.217733
teicher2015,1,18,5,-0.080257,0.205353,0.238558,-0.065692,0.186545,0.217733
teicher2015,1,18,6,-0.079306,0.205353,0.238558,-0.064741,0.186545,0.217733
teicher2015,1,18,7,-0.058576,0.205353,0.238558,-0.044011,0.186545,0.217733
teicher2015,1,18,8,-0.035828,0.205353,0.238558,-0.021263,0.186545,0.217733
teicher2015,1,18,9,-0.121776,0.205353,0.238558,-0.10721,0.186545,0.217733
teicher2015,1,18,10,-0.052936,0.205353,0.238558,-0.03837,0.186545,0.217733
teicher2015,1,18,11,-0.090428,0.205353,0.238558,-0.075863,0.186545,0.217733
teicher2015,1,18,12,-0.0178,0.205353,0.238558,-0.003235,0.186545,0.217733
teicher2015,1,18,13,-0.108469,0.205353,0.238558,-0.093904,0.186545,0.217733
teicher2015,1,18,14,-0.075378,0.205353,0.238558,-0.060812,0.186545,0.217733
teicher2015,1,18,15,0.255804,0.205353,0.238558,0.27037,0.186545,0.217733
teicher2015,1,18,16,0.339428,0.205353,0.238558,0.353994,0.186545,0.217733
teicher2015,1,18,17,0.313239,0.205353,0.238558,0.327804,0.186545,0.217733
teicher2015,1,19,0,-0.136778,0.205353,0.238558,-0.122213,0.186545,0.217733
teicher2015,1,19,1,-0.125455,0.205353,0.238558,-0.11089,0.186545,0.217733
teicher2015,1,19,2,-0.093749,0.205353,0.238558,-0.079184,0.186545,0.217733
teicher2015,1,19,3,-0.067922,0.205353,0.238558,-0.053357,0.186545,0.217733
teicher2015,1,19,4,0.015539,0.205353,0.238558,0.030104,0.186545,0.217733
teicher2015,1,19,5,-0.109806,0.205353,0.238558,-0.095241,0.186545,0.217733
teicher2015,1,19,6,-0.085492,0.205353,0.238558,-0.070926,0.186545,0.217733
teicher2015,1,19,7,-0.049936,0.205353,0.238558,-0.035371,0.186545,0.217733
teicher2015,1,19,8,-0.037261,0.205353,0.238558,-0.022696,0.186545,0.217733
teicher2015,1,19,9,-0.069385,0.205353,0.238558,-0.054819,0.186545,0.217733
teicher2015,1,19,10,-0.022485,0.205353,0.238558,-0.00792,0.186545,0.217733
teicher2015,1,19,11,-0.027294,0.205353,0.238558,-0.012728,0.186545,0.217733
teicher2015,1,19,12,-0.014356,0.205353,0.238558,0.000209,0.186545,0.217733
teicher2015,1,19,13,-0.138638,0.205353,0.238558,-0.124073,0.186545,0.217733
teicher2015,1,19,14,-0.043656,0.205353,0.238558,-0.029091,0.186545,0.217733
teicher2015,1,19,15,0.177704,0.205353,0.238558,0.192269,0.186545,0.217733
teicher2015,1,19,16,0.150211,0.205353,0.238558,0.164777,0.186545,0.217733
teicher2015,1,19,17,0.021066,0.205353,0.238558,0.035632,0.186545,0.217733
teicher2015,1,19,18,0.153777,0.205353,0.238558,0.168342,0.186545,0.217733
teicher2015,1,20,0,-0.027457,0.205353,0.238558,-0.012892,0.186545,0.217733
teicher2015,1,20,1,-0.007705,0.205353,0.238558,0.00686,0.186545,0.217733
teicher2015,1,20,2,-0.096152,0.205353,0.238558,-0.081587,0.186545,0.217733
teicher2015,1,20,3,-0.056268,0.205353,0.238558,-0.041702,0.186545,0.217733
teicher2015,1,20,4,0.021598,0.205353,0.238558,0.036164,0.186545,0.217733
teicher2015,1,20,5,-0.077228,0.205353,0.238558,-0.062663,0.186545,0.217733
teicher2015,1,20,6,-0.064742,0.205353,0.238558,-0.050177,0.186545,0.217733
teicher2015,1,20,7,-0.060933,0.205353,0.238558,-0.046367,0.186545,0.217733
teicher2015,1,20,8,-0.086395,0.205353,0.238558,-0.07183,0.186545,0.217733
teicher2015,1,20,9,-0.07684,0.205353,0.238558,-0.062274,0.186545,0.217733
teicher2015,1,20,10,0.029078,0.205353,0.238558,0.043643,0.186545,0.217733
teicher2015,1,20,11,0.00374,0.205353,0.238558,0.018305,0.186545,0.217733
teicher2015,1,20,12,0.044863,0.205353,0.238558,0.059428,0.186545,0.217733
teicher2015,1,20,13,-0.062934,0.205353,0.238558,-0.048369,0.186545,0.217733
teicher2015,1,20,14,-0.007438,0.205353,0.238558,0.007128,0.186545,0.217733
teicher2015,1,20,15,0.063773,0.205353,0.238558,0.078338,0.186545,0.217733
teicher2015,1,20,16,0.029264,0.205353,0.238558,0.04383,0.186545,0.217733
teicher2015,1,20,17,-0.007029,0.205353,0.238558,0.007536,0.186545,0.217733
teicher2015,1,20,18,0.042897,0.205353,0.238558,0.057463,0.186545,0.217733
teicher2015,1,20,19,0.183203,0.205353,0.238558,0.197769,0.186545,0.217733
teicher2015,1,21,0,-0.100101,0.205353,0.238558,-0.085536,0.186545,0.217733
teicher2015,1,21,1,-0.08103,0.205353,0.238558,-0.066464,0.186545,0.217733
teicher2015,1,21,2,-0.169791,0.205353,0.238558,-0.155226,0.186545,0.217733
teicher2015,1,21,3,-0.103511,0.205353,0.238558,-0.088946,0.186545,0.217733
teicher2015,1,21,4,-0.045432,0.205353,0.238558,-0.030866,0.186545,0.217733
teicher2015,1,21,5,-0.101771,0.205353,0.238558,-0.087205,0.186545,0.217733
teicher2015,1,21,6,-0.044346,0.205353,0.238558,-0.02978,0.186545,0.217733
teicher2015,1,21,7,-0.006254,0.205353,0.238558,0.008312,0.186545,0.217733
teicher2015,1,21,8,-0.087617,0.205353,0.238558,-0.073051,0.186545,0.217733
teicher2015,1,21,9,-0.009676,0.205353,0.238558,0.00489,0.186545,0.217733
teicher2015,1,21,10,0.0848,0.205353,0.238558,0.099365,0.186545,0.217733
teicher2015,1,21,11,0.063489,0.205353,0.238558,0.078054,0.186545,0.217733
teicher2015,1,21,12,0.053801,0.205353,0.238558,0.068366,0.186545,0.217733
teicher2015,1,21,13,-0.139669,0.205353,0.238558,-0.125104,0.186545,0.217733
teicher2015,1,21,14,-0.041856,0.205353,0.238558,-0.027291,0.186545,0.217733
teicher2015,1,21,15,0.044125,0.205353,0.238558,0.05869,0.186545,0.217733
teicher2015,1,21,16,0.054725,0.205353,0.238558,0.069291,0.186545,0.217733
teicher2015,1,21,17,0.043949,0.205353,0.238558,0.058514,0.186545,0.217733
teicher2015,1,21,18,0.036348,0.205353,0.238558,0.050914,0.186545,0.217733
teicher2015,1,21,19,0.248256,0.205353,0.238558,0.262821,0.186545,0.217733
teicher2015,1,21,20,0.262269,0.205353,0.238558,0.276834,0.186545,0.217733
teicher2015,1,22,0,-0.099375,0.205353,0.238558,-0.084809,0.186545,0.217733
teicher2015,1,22,1,-0.132718,0.205353,0.238558,-0.118153,0.186545,0.217733
teicher2015,1,22,2,-0.060541,0.205353,0.238558,-0.045975,0.186545,0.217733
teicher2015,1,22,3,-0.097939,0.205353,0.238558,-0.083374,0.186545,0.217733
teicher2015,1,22,4,0.008487,0.205353,0.238558,0.023052,0.186545,0.217733
teicher2015,1,22,5,-0.011517,0.205353,0.238558,0.003049,0.186545,0.217733
teicher2015,1,22,6,-0.042819,0.205353,0.238558,-0.028253,0.186545,0.217733
teicher2015,1,22,7,-0.057248,0.205353,0.238558,-0.042683,0.186545,0.217733
teicher2015,1,22,8,-0.043519,0.205353,0.238558,-0.028953,0.186545,0.217733
teicher2015,1,22,9,-0.023941,0.205353,0.238558,-0.009376,0.186545,0.217733
teicher2015,1,22,10,-0.013837,0.205353,0.238558,0.000729,0.186545,0.217733
teicher2015,1,22,11,0.039083,0.205353,0.238558,0.053648,0.186545,0.217733
teicher2015,1,22,12,0.019033,0.205353,0.238558,0.033598,0.186545,0.217733
teicher2015,1,22,13,-0.093524,0.205353,0.238558,-0.078958,0.186545,0.217733
teicher2015,1,22,14,-0.012764,0.205353,0.238558,0.001801,0.186545,0.217733
teicher2015,1,22,15,0.167016,0.205353,0.238558,0.181581,0.186545,0.217733
teicher2015,1,22,16,0.130058,0.205353,0.238558,0.144623,0.186545,0.217733
teicher2015,1,22,17,-0.034787,0.205353,0.238558,-0.020222,0.186545,0.217733
teicher2015,1,22,18,0.057852,0.205353,0.238558,0.072418,0.186545,0.217733
teicher2015,1,22,19,0.391333,0.205353,0.238558,0.405899,0.186545,0.217733
teicher2015,1,22,20,0.154415,0.205353,0.238558,0.16898,0.186545,0.217733
teicher2015,1,22,21,0.172194,0.205353,0.238558,0.186759,0.186545,0.217733
teicher2015,1,23,0,-0.047041,0.205353,0.238558,-0.032475,0.186545,0.217733
teicher2015,1,23,1,-0.052469,0.205353,0.238558,-0.037904,0.186545,0.217733
teicher2015,1,23,2,-0.134325,0.205353,0.238558,-0.11976,0.186545,0.217733
teicher2015,1,23,3,-0.059202,0.205353,0.238558,-0.044637,0.186545,0.217733
teicher2015,1,23,4,-0.049121,0.205353,0.238558,-0.034556,0.186545,0.217733
teicher2015,1,23,5,-0.130614,0.205353,0.238558,-0.116049,0.186545,0.217733
teicher2015,1,23,6,-0.067571,0.205353,0.238558,-0.053006,0.186545,0.217733
teicher2015,1,23,7,-0.014859,0.205353,0.238558,-0.000293,0.186545,0.217733
teicher2015,1,23,8,-0.086255,0.205353,0.238558,-0.07169,0.186545,0.217733
teicher2015,1,23,9,-0.019969,0.205353,0.238558,-0.005404,0.186545,0.217733
teicher2015,1,23,10,-0.022991,0.205353,0.238558,-0.008426,0.186545,0.217733
teicher2015,1,23,11,-0.023664,0.205353,0.238558,-0.009098,0.186545,0.217733
teicher2015,1,23,12,0.132895,0.205353,0.238558,0.14746,0.186545,0.217733
teicher2015,1,23,13,-0.086281,0.205353,0.238558,-0.071715,0.186545,0.217733
teicher2015,1,23,14,-0.020699,0.205353,0.238558,-0.006133,0.186545,0.217733
teicher2015,1,23,15,0.018706,0.205353,0.238558,0.033271,0.186545,0.217733
teicher2015,1,23,16,0.048485,0.205353,0.238558,0.063051,0.186545,0.217733
teicher2015,1,23,17,0.088567,0.205353,0.238558,0.103132,0.186545,0.217733
teicher2015,1,23,18,0.010149,0.205353,0.238558,0.024714,0.186545,0.217733
teicher2015,1,23,19,0.102787,0.205353,0.238558,0.117353,0.186545,0.217733
teicher2015,1,23,20,0.00692,0.205353,0.238558,0.021485,0.186545,0.217733
teicher2015,1,23,21,0.360215,0.205353,0.238558,0.374781,0.186545,0.217733
teicher2015,1,23,22,0.029846,0.205353,0.238558,0.044411,0.186545,0.217733
teicher2015,1,24,0,-0.099558,0.205353,0.238558,-0.084993,0.186545,0.217733
teicher2015,1,24,1,-0.080363,0.205353,0.238558,-0.065798,0.186545,0.217733
teicher2015,1,24,2,-0.107549,0.205353,0.238558,-0.092984,0.186545,0.217733
teicher2015,1,24,3,0.038232,0.205353,0.238558,0.052797,0.186545,0.217733
teicher2015,1,24,4,-0.046959,0.205353,0.238558,-0.032394,0.186545,0.217733
teicher2015,1,24,5,-0.191175,0.205353,0.238558,-0.17661,0.186545,0.217733
teicher2015,1,24,6,-0.020652,0.205353,0.238558,-0.006087,0.186545,0.217733
teicher2015,1,24,7,-0.023354,0.205353,0.238558,-0.008788,0.186545,0.217733
teicher2015,1,24,8,-0.055567,0.205353,0.238558,-0.041002,0.186545,0.217733
teicher2015,1,24,9,-0.137873,0.205353,0.238558,-0.123308,0.186545,0.217733
teicher2015,1,24,10,-0.058994,0.205353,0.238558,-0.044429,0.186545,0.217733
teicher2015,1,24,11,-0.054646,0.205353,0.238558,-0.040081,0.186545,0.217733
teicher2015,1,24,12,0.008911,0.205353,0.238558,0.023477,0.186545,0.217733
teicher2015,1,24,13,-0.098008,0.205353,0.238558,-0.083442,0.186545,0.217733
teicher2015,1,24,14,0.013002,0.205353,0.238558,0.027567,0.186545,0.217733
teicher2015,1,24,15,-0.119452,0.205353,0.238558,-0.104886,0.186545,0.217733
teicher2015,1,24,16,-0.111238,0.205353,0.238558,-0.096672,0.186545,0.217733
teicher2015,1,24,17,-0.112894,0.205353,0.238558,-0.098328,0.186545,0.217733
teicher2015,1,24,18,-0.099944,0.205353,0.238558,-0.085378,0.186545,0.217733
teicher2015,1,24,19,-0.034806,0.205353,0.238558,-0.020241,0.186545,0.217733
teicher2015,1,24,20,-0.083352,0.205353,0.238558,-0.068787,0.186545,0.217733
teicher2015,1,24,21,0.011302,0.205353,0.238558,0.025867,0.186545,0.217733
teicher2015,1,24,22,-0.097463,0.205353,0.238558,-0.082897,0.186545,0.217733
teicher2015,1,24,23,0.090785,0.205353,0.238558,0.10535,0.186545,0.217733
teicher2015,1,25,0,-0.106441,0.205353,0.238558,-0.091875,0.186545,0.217733
teicher2015,1,25,1,-0.106188,0.205353,0.238558,-0.091623,0.186545,0.217733
teicher2015,1,25,2,-0.060494,0.205353,0.238558,-0.045929,0.186545,0.217733
teicher2015,1,25,3,0.006515,0.205353,0.238558,0.02108,0.186545,0.217733
teicher2015,1,25,4,-0.013982,0.205353,0.238558,0.000583,0.186545,0.217733
teicher2015,1,25,5,-0.13013,0.205353,0.238558,-0.115564,0.186545,0.217733
teicher2015,1,25,6,-0.003308,0.205353,0.238558,0.011257,0.186545,0.217733
teicher2015,1,25,7,-0.091789,0.205353,0.238558,-0.077223,0.186545,0.217733
teicher2015,1,25,8,-0.039074,0.205353,0.238558,-0.024509,0.186545,0.217733
teicher2015,1,25,9,-0.047431,0.205353,0.238558,-0.032866,0.186545,0.217733
teicher2015,1,25,10,0.018015,0.205353,0.238558,0.03258,0.186545,0.217733
teicher2015,1,25,11,0.050159,0.205353,0.238558,0.064724,0.186545,0.217733
teicher2015,1,25,12,-0.026222,0.205353,0.238558,-0.011657,0.186545,0.217733
teicher2015,1,25,13,0.002828,0.205353,0.238558,0.017394,0.186545,0.217733
teicher2015,1,25,14,-0.059618,0.205353,0.238558,-0.045053,0.186545,0.217733
teicher2015,1,25,15,-0.090937,0.205353,0.238558,-0.076372,0.186545,0.217733
teicher2015,1,25,16,-0.059076,0.205353,0.238558,-0.04451,0.186545,0.217733
teicher2015,1,25,17,-0.060472,0.205353,0.238558,-0.045906,0.186545,0.217733
teicher2015,1,25,18,-0.079139,0.205353,0.238558,-0.064574,0.186545,0.217733
teicher2015,1,25,19,-0.096147,0.205353,0.238558,-0.081581,0.186545,0.217733
teicher2015,1,25,20,-0.068723,0.205353,0.238558,-0.054158,0.186545,0.217733
teicher2015,1,25,21,0.059751,0.205353,0.238558,0.074316,0.186545,0.217733
