study,model,k1,k2,Q3,Q3_95,Q3_99,Q3_star,Q3_star_95,Q3_star_99
tuominen2022,1,28,0,-0.049878,0.220597,0.250007,-0.03146,0.201022,0.228203
tuominen2022,1,28,1,-0.063324,0.220597,0.250007,-0.044907,0.201022,0.228203
tuominen2022,1,28,2,-0.095069,0.220597,0.250007,-0.076651,0.201022,0.228203
tuominen2022,1,28,3,-0.138324,0.220597,0.250007,-0.119906,0.201022,0.228203
tuominen2022,1,28,4,-0.1253,0.220597,0.250007,-0.106883,0.201022,0.228203
tuominen2022,1,28,5,-0.067034,0.220597,0.250007,-0.048617,0.201022,0.228203
tuominen2022,1,28,6,-0.033867,0.220597,0.250007,-0.01545,0.201022,0.228203
tuominen2022,1,28,7,-0.090086,0.220597,0.250007,-0.071669,0.201022,0.228203
tuominen2022,1,28,8,-0.030815,0.220597,0.250007,-0.012398,0.201022,0.228203
tuominen2022,1,28,9,-0.139883,0.220597,0.250007,-0.121466,0.201022,0.228203
tuominen2022,1,28,10,-0.081246,0.220597,0.250007,-0.062829,0.201022,0.228203
tuominen2022,1,28,11,-0.079751,0.220597,0.250007,-0.061334,0.201022,0.228203
tuominen2022,1,28,12,-0.092817,0.220597,0.250007,-0.074399,0.201022,0.228203
tuominen2022,1,28,13,-0.067016,0.220597,0.250007,-0.048599,0.201022,0.228203
tuominen2022,1,28,14,-0.06326,0.220597,0.250007,-0.044843,0.201022,0.228203
tuominen2022,1,28,15,0.002568,0.220597,0.250007,0.020985,0.201022,0.228203
tuominen2022,1,28,16,-0.08861,0.220597,0.250007,-0.070193,0.201022,0.228203
tuominen2022,1,28,17,-0.096771,0.220597,0.250007,-0.078354,0.201022,0.228203
tuominen2022,1,28,18,-0.064219,0.220597,0.250007,-0.045802,0.201022,0.228203
tuominen2022,1,28,19,-0.040504,0.220597,0.250007,-0.022087,0.201022,0.228203
tuominen2022,1,28,20,0.049694,0.220597,0.250007,0.068111,0.201022,0.228203
tuominen2022,1,28,21,-0.095719,0.220597,0.250007,-0.077302,0.201022,0.228203
tuominen2022,1,28,22,-0.062145,0.220597,0.250007,-0.043728,0.201022,0.228203
tuominen2022,1,28,23,-0.10882,0.220597,0.250007,-0.090403,0.201022,0.228203
tuominen2022,1,28,24,0.010669,0.220597,0.250007,0.029087,0.201022,0.228203
tuominen2022,1,28,25,-0.050275,0.220597,0.250007,-0.031858,0.201022,0.228203
tuominen2022,1,28,26,-0.034954,0.220597,0.250007,-0.016537,0.201022,0.228203
tuominen2022,1,28,27,-0.049665,0.220597,0.250007,-0.031248,0.201022,0.228203
tuominen2022,1,29,0,-0.008069,0.220597,0.250007,0.010348,0.201022,0.228203
tuominen2022,1,29,1,-0.044264,0.220597,0.250007,-0.025846,0.201022,0.228203
tuominen2022,1,29,2,-0.123655,0.220597,0.250007,-0.105238,0.201022,0.228203
tuominen2022,1,29,3,-0.098357,0.220597,0.250007,-0.079939,0.201022,0.228203
tuominen2022,1,29,4,-0.057856,0.220597,0.250007,-0.039439,0.201022,0.228203
tuominen2022,1,29,5,-0.04544,0.220597,0.250007,-0.027023,0.201022,0.228203
tuominen2022,1,29,6,-0.019521,0.220597,0.250007,-0.001103,0.201022,0.228203
tuominen2022,1,29,7,-0.064242,0.220597,0.250007,-0.045825,0.201022,0.228203
tuominen2022,1,29,8,0.011149,0.220597,0.250007,0.029566,0.201022,0.228203
tuominen2022,1,29,9,-0.08874,0.220597,0.250007,-0.070322,0.201022,0.228203
tuominen2022,1,29,10,-0.045753,0.220597,0.250007,-0.027336,0.201022,0.228203
tuominen2022,1,29,11,0.00237,0.220597,0.250007,0.020788,0.201022,0.228203
tuominen2022,1,29,12,-0.05814,0.220597,0.250007,-0.039723,0.201022,0.228203
tuominen2022,1,29,13,-0.061365,0.220597,0.250007,-0.042947,0.201022,0.228203
tuominen2022,1,29,14,-0.018958,0.220597,0.250007,-0.000541,0.201022,0.228203
tuominen2022,1,29,15,-0.102626,0.220597,0.250007,-0.084209,0.201022,0.228203
tuominen2022,1,29,16,-0.119998,0.220597,0.250007,-0.101581,0.201022,0.228203
tuominen2022,1,29,17,-0.15302,0.220597,0.250007,-0.134603,0.201022,0.228203
tuominen2022,1,29,18,-0.126016,0.220597,0.250007,-0.107599,0.201022,0.228203
tuominen2022,1,29,19,-0.144555,0.220597,0.250007,-0.126138,0.201022,0.228203
tuominen2022,1,29,20,-0.020171,0.220597,0.250007,-0.001753,0.201022,0.228203
tuominen2022,1,29,21,-0.099355,0.220597,0.250007,-0.080938,0.201022,0.228203
tuominen2022,1,29,22,-0.097134,0.220597,0.250007,-0.078717,0.201022,0.228203
tuominen2022,1,29,23,-0.074958,0.220597,0.250007,-0.056541,0.201022,0.228203
tuominen2022,1,29,24,-0.004427,0.220597,0.250007,0.01399,0.201022,0.228203
tuominen2022,1,29,25,0.024321,0.220597,0.250007,0.042739,0.201022,0.228203
tuominen2022,1,29,26,-0.076114,0.220597,0.250007,-0.057697,0.201022,0.228203
tuominen2022,1,29,27,-0.049857,0.220597,0.250007,-0.031439,0.201022,0.228203
tuominen2022,1,29,28,0.512964,0.220597,0.250007,0.531382,0.201022,0.228203
tuominen2022,1,30,0,-0.107203,0.220597,0.250007,-0.088786,0.201022,0.228203
tuominen2022,1,30,1,-0.112177,0.220597,0.250007,-0.09376,0.201022,0.228203
tuominen2022,1,30,2,-0.152729,0.220597,0.250007,-0.134312,0.201022,0.228203
tuominen2022,1,30,3,-0.127406,0.220597,0.250007,-0.108989,0.201022,0.228203
tuominen2022,1,30,4,0.0095,0.220597,0.250007,0.027918,0.201022,0.228203
tuominen2022,1,30,5,-0.0465,0.220597,0.250007,-0.028083,0.201022,0.228203
tuominen2022,1,30,6,-0.089522,0.220597,0.250007,-0.071105,0.201022,0.228203
tuominen2022,1,30,7,0.070627,0.220597,0.250007,0.089045,0.201022,0.228203
tuominen2022,1,30,8,-0.019927,0.220597,0.250007,-0.00151,0.201022,0.228203
tuominen2022,1,30,9,-0.076516,0.220597,0.250007,-0.058098,0.201022,0.228203
tuominen2022,1,30,10,0.034293,0.220597,0.250007,0.05271,0.201022,0.228203
tuominen2022,1,30,11,-0.04689,0.220597,0.250007,-0.028472,0.201022,0.228203
tuominen2022,1,30,12,-0.043543,0.220597,0.250007,-0.025126,0.201022,0.228203
tuominen2022,1,30,13,0.016005,0.220597,0.250007,0.034423,0.201022,0.228203
tuominen2022,1,30,14,-0.0112,0.220597,0.250007,0.007218,0.201022,0.228203
tuominen2022,1,30,15,-0.090718,0.220597,0.250007,-0.072301,0.201022,0.228203
tuominen2022,1,30,16,-0.076512,0.220597,0.250007,-0.058094,0.201022,0.228203
tuominen2022,1,30,17,-0.090773,0.220597,0.250007,-0.072356,0.201022,0.228203
tuominen2022,1,30,18,-0.13124,0.220597,0.250007,-0.112823,0.201022,0.228203
tuominen2022,1,30,19,-0.066685,0.220597,0.250007,-0.048268,0.201022,0.228203
tuominen2022,1,30,20,-0.034572,0.220597,0.250007,-0.016154,0.201022,0.228203
tuominen2022,1,30,21,-0.066695,0.220597,0.250007,-0.048277,0.201022,0.228203
tuominen2022,1,30,22,-0.028726,0.220597,0.250007,-0.010309,0.201022,0.228203
tuominen2022,1,30,23,-0.036954,0.220597,0.250007,-0.018536,0.201022,0.228203
tuominen2022,1,30,24,-0.030735,0.220597,0.250007,-0.012317,0.201022,0.228203
tuominen2022,1,30,25,-0.043915,0.220597,0.250007,-0.025497,0.201022,0.228203
tuominen2022,1,30,26,-0.158376,0.220597,0.250007,-0.139959,0.201022,0.228203
tuominen2022,1,30,27,-0.070106,0.220597,0.250007,-0.051688,0.201022,0.228203
tuominen2022,1,30,28,0.324071,0.220597,0.250007,0.342488,0.201022,0.228203
tuominen2022,1,30,29,0.255613,0.220597,0.250007,0.27403,0.201022,0.228203
tuominen2022,1,31,0,-0.016961,0.220597,0.250007,0.001456,0.201022,0.228203
tuominen2022,1,31,1,-0.061152,0.220597,0.250007,-0.042735,0.201022,0.228203
tuominen2022,1,31,2,-0.074968,0.220597,0.250007,-0.056551,0.201022,0.228203
tuominen2022,1,31,3,-0.0736,0.220597,0.250007,-0.055182,0.201022,0.228203
tuominen2022,1,31,4,0.032672,0.220597,0.250007,0.051089,0.201022,0.228203
tuominen2022,1,31,5,0.030669,0.220597,0.250007,0.049086,0.201022,0.228203
tuominen2022,1,31,6,0.008495,0.220597,0.250007,0.026913,0.201022,0.228203
tuominen2022,1,31,7,-0.04183,0.220597,0.250007,-0.023412,0.201022,0.228203
tuominen2022,1,31,8,0.02576,0.220597,0.250007,0.044177,0.201022,0.228203
tuominen2022,1,31,9,-0.084757,0.220597,0.250007,-0.066339,0.201022,0.228203
tuominen2022,1,31,10,0.022619,0.220597,0.250007,0.041037,0.201022,0.228203
tuominen2022,1,31,11,-0.0428,0.220597,0.250007,-0.024383,0.201022,0.228203
tuominen2022,1,31,12,0.046731,0.220597,0.250007,0.065149,0.201022,0.228203
tuominen2022,1,31,13,-0.065943,0.220597,0.250007,-0.047526,0.201022,0.228203
tuominen2022,1,31,14,-0.021759,0.220597,0.250007,-0.003342,0.201022,0.228203
tuominen2022,1,31,15,-0.064473,0.220597,0.250007,-0.046056,0.201022,0.228203
tuominen2022,1,31,16,-0.087974,0.220597,0.250007,-0.069556,0.201022,0.228203
tuominen2022,1,31,17,-0.119881,0.220597,0.250007,-0.101464,0.201022,0.228203
tuominen2022,1,31,18,-0.125856,0.220597,0.250007,-0.107438,0.201022,0.228203
tuominen2022,1,31,19,-0.094387,0.220597,0.250007,-0.075969,0.201022,0.228203
tuominen2022,1,31,20,-0.048405,0.220597,0.250007,-0.029987,0.201022,0.228203
tuominen2022,1,31,21,0.04658,0.220597,0.250007,0.064997,0.201022,0.228203
tuominen2022,1,31,22,-0.040121,0.220597,0.250007,-0.021704,0.201022,0.228203
tuominen2022,1,31,23,-0.020389,0.220597,0.250007,-0.001972,0.201022,0.228203
tuominen2022,1,31,24,0.015625,0.220597,0.250007,0.034043,0.201022,0.228203
tuominen2022,1,31,25,-0.038126,0.220597,0.250007,-0.019709,0.201022,0.228203
tuominen2022,1,31,26,-0.070795,0.220597,0.250007,-0.052378,0.201022,0.228203
tuominen2022,1,31,27,-0.002494,0.220597,0.250007,0.015924,0.201022,0.228203
tuominen2022,1,31,28,0.130941,0.220597,0.250007,0.149359,0.201022,0.228203
tuominen2022,1,31,29,0.151879,0.220597,0.250007,0.170296,0.201022,0.228203
tuominen2022,1,31,30,0.288366,0.220597,0.250007,0.306784,0.201022,0.228203
tuominen2022,1,32,0,0.02588,0.220597,0.250007,0.044298,0.201022,0.228203
tuominen2022,1,32,1,-0.042046,0.220597,0.250007,-0.023629,0.201022,0.228203
tuominen2022,1,32,2,-0.1102,0.220597,0.250007,-0.091783,0.201022,0.228203
tuominen2022,1,32,3,-0.091987,0.220597,0.250007,-0.073569,0.201022,0.228203
tuominen2022,1,32,4,-0.077383,0.220597,0.250007,-0.058966,0.201022,0.228203
tuominen2022,1,32,5,-0.027254,0.220597,0.250007,-0.008836,0.201022,0.228203
tuominen2022,1,32,6,-0.018551,0.220597,0.250007,-0.000133,0.201022,0.228203
tuominen2022,1,32,7,-0.085379,0.220597,0.250007,-0.066961,0.201022,0.228203
tuominen2022,1,32,8,-0.050433,0.220597,0.250007,-0.032015,0.201022,0.228203
tuominen2022,1,32,9,0.03845,0.220597,0.250007,0.056867,0.201022,0.228203
tuominen2022,1,32,10,-0.099358,0.220597,0.250007,-0.08094,0.201022,0.228203
tuominen2022,1,32,11,-0.016911,0.220597,0.250007,0.001507,0.201022,0.228203
tuominen2022,1,32,12,-0.033169,0.220597,0.250007,-0.014752,0.201022,0.228203
tuominen2022,1,32,13,0.073889,0.220597,0.250007,0.092306,0.201022,0.228203
tuominen2022,1,32,14,-0.008526,0.220597,0.250007,0.009892,0.201022,0.228203
tuominen2022,1,32,15,-0.044436,0.220597,0.250007,-0.026019,0.201022,0.228203
tuominen2022,1,32,16,-0.015358,0.220597,0.250007,0.003059,0.201022,0.228203
tuominen2022,1,32,17,-0.050535,0.220597,0.250007,-0.032118,0.201022,0.228203
tuominen2022,1,32,18,-0.109524,0.220597,0.250007,-0.091106,0.201022,0.228203
tuominen2022,1,32,19,-0.058086,0.220597,0.250007,-0.039668,0.201022,0.228203
tuominen2022,1,32,20,0.031819,0.220597,0.250007,0.050236,0.201022,0.228203
tuominen2022,1,32,21,-0.030301,0.220597,0.250007,-0.011884,0.201022,0.228203
tuominen2022,1,32,22,-0.097025,0.220597,0.250007,-0.078607,0.201022,0.228203
tuominen2022,1,32,23,0.002377,0.220597,0.250007,0.020794,0.201022,0.228203
tuominen2022,1,32,24,-0.068505,0.220597,0.250007,-0.050088,0.201022,0.228203
tuominen2022,1,32,25,-0.066292,0.220597,0.250007,-0.047874,0.201022,0.228203
tuominen2022,1,32,26,-0.047964,0.220597,0.250007,-0.029547,0.201022,0.228203
tuominen2022,1,32,27,-0.029231,0.220597,0.250007,-0.010814,0.201022,0.228203
tuominen2022,1,32,28,0.053091,0.220597,0.250007,0.071508,0.201022,0.228203
tuominen2022,1,32,29,-0.012715,0.220597,0.250007,0.005702,0.201022,0.228203
tuominen2022,1,32,30,0.007182,0.220597,0.250007,0.0256,0.201022,0.228203
tuominen2022,1,32,31,-0.011928,0.220597,0.250007,0.006489,0.201022,0.228203
tuominen2022,1,33,0,-0.046345,0.220597,0.250007,-0.027928,0.201022,0.228203
tuominen2022,1,33,1,-0.065685,0.220597,0.250007,-0.047268,0.201022,0.228203
tuominen2022,1,33,2,-0.084795,0.220597,0.250007,-0.066378,0.201022,0.228203
tuominen2022,1,33,3,-0.020275,0.220597,0.250007,-0.001857,0.201022,0.228203
tuominen2022,1,33,4,0.07088,0.220597,0.250007,0.089298,0.201022,0.228203
tuominen2022,1,33,5,1.8e-05,0.220597,0.250007,0.018435,0.201022,0.228203
tuominen2022,1,33,6,-0.017352,0.220597,0.250007,0.001066,0.201022,0.228203
tuominen2022,1,33,7,0.037212,0.220597,0.250007,0.055629,0.201022,0.228203
tuominen2022,1,33,8,-0.062866,0.220597,0.250007,-0.044449,0.201022,0.228203
tuominen2022,1,33,9,0.048778,0.220597,0.250007,0.067195,0.201022,0.228203
tuominen2022,1,33,10,-0.058204,0.220597,0.250007,-0.039786,0.201022,0.228203
tuominen2022,1,33,11,-0.035033,0.220597,0.250007,-0.016616,0.201022,0.228203
tuominen2022,1,33,12,-0.007869,0.220597,0.250007,0.010549,0.201022,0.228203
tuominen2022,1,33,13,-0.039748,0.220597,0.250007,-0.021331,0.201022,0.228203
tuominen2022,1,33,14,0.133952,0.220597,0.250007,0.152369,0.201022,0.228203
tuominen2022,1,33,15,-0.093852,0.220597,0.250007,-0.075435,0.201022,0.228203
tuominen2022,1,33,16,-0.052888,0.220597,0.250007,-0.034471,0.201022,0.228203
tuominen2022,1,33,17,0.006846,0.220597,0.250007,0.025263,0.201022,0.228203
tuominen2022,1,33,18,-0.026687,0.220597,0.250007,-0.00827,0.201022,0.228203
tuominen2022,1,33,19,-0.076284,0.220597,0.250007,-0.057866,0.201022,0.228203
tuominen2022,1,33,20,0.017014,0.220597,0.250007,0.035431,0.201022,0.228203
tuominen2022,1,33,21,0.02083,0.220597,0.250007,0.039247,0.201022,0.228203
tuominen2022,1,33,22,-0.052485,0.220597,0.250007,-0.034068,0.201022,0.228203
tuominen2022,1,33,23,0.037429,0.220597,0.250007,0.055846,0.201022,0.228203
tuominen2022,1,33,24,0.053855,0.220597,0.250007,0.072272,0.201022,0.228203
tuominen2022,1,33,25,-0.004084,0.220597,0.250007,0.014333,0.201022,0.228203
tuominen2022,1,33,26,-0.13307,0.220597,0.250007,-0.114653,0.201022,0.228203
tuominen2022,1,33,27,-0.049567,0.220597,0.250007,-0.03115,0.201022,0.228203
tuominen2022,1,33,28,-0.047764,0.220597,0.250007,-0.029347,0.201022,0.228203
tuominen2022,1,33,29,-0.006388,0.220597,0.250007,0.012029,0.201022,0.228203
tuominen2022,1,33,30,0.002961,0.220597,0.250007,0.021378,0.201022,0.228203
tuominen2022,1,33,31,-0.028684,0.220597,0.250007,-0.010267,0.201022,0.228203
tuominen2022,1,33,32,0.303102,0.220597,0.250007,0.321519,0.201022,0.228203
tuominen2022,1,34,0,-0.121587,0.220597,0.250007,-0.10317,0.201022,0.228203
tuominen2022,1,34,1,-0.090526,0.220597,0.250007,-0.072109,0.201022,0.228203
tuominen2022,1,34,2,-0.084599,0.220597,0.250007,-0.066182,0.201022,0.228203
tuominen2022,1,34,3,0.056427,0.220597,0.250007,0.074844,0.201022,0.228203
tuominen2022,1,34,4,-0.074371,0.220597,0.250007,-0.055954,0.201022,0.228203
tuominen2022,1,34,5,-0.054902,0.220597,0.250007,-0.036485,0.201022,0.228203
tuominen2022,1,34,6,-0.032994,0.220597,0.250007,-0.014576,0.201022,0.228203
tuominen2022,1,34,7,-0.024043,0.220597,0.250007,-0.005625,0.201022,0.228203
tuominen2022,1,34,8,-0.102858,0.220597,0.250007,-0.084441,0.201022,0.228203
tuominen2022,1,34,9,-0.053652,0.220597,0.250007,-0.035234,0.201022,0.228203
tuominen2022,1,34,10,-0.045949,0.220597,0.250007,-0.027531,0.201022,0.228203
tuominen2022,1,34,11,-0.017748,0.220597,0.250007,0.000669,0.201022,0.228203
tuominen2022,1,34,12,-0.017996,0.220597,0.250007,0.000421,0.201022,0.228203
tuominen2022,1,34,13,0.005981,0.220597,0.250007,0.024398,0.201022,0.228203
tuominen2022,1,34,14,0.00784,0.220597,0.250007,0.026258,0.201022,0.228203
tuominen2022,1,34,15,-0.069165,0.220597,0.250007,-0.050747,0.201022,0.228203
tuominen2022,1,34,16,-0.025077,0.220597,0.250007,-0.006659,0.201022,0.228203
tuominen2022,1,34,17,0.008487,0.220597,0.250007,0.026905,0.201022,0.228203
tuominen2022,1,34,18,0.012601,0.220597,0.250007,0.031019,0.201022,0.228203
tuominen2022,1,34,19,-0.087561,0.220597,0.250007,-0.069144,0.201022,0.228203
tuominen2022,1,34,20,-0.044202,0.220597,0.250007,-0.025785,0.201022,0.228203
tuominen2022,1,34,21,0.024389,0.220597,0.250007,0.042807,0.201022,0.228203
tuominen2022,1,34,22,-0.098359,0.220597,0.250007,-0.079942,0.201022,0.228203
tuominen2022,1,34,23,0.083192,0.220597,0.250007,0.10161,0.201022,0.228203
tuominen2022,1,34,24,0.095997,0.220597,0.250007,0.114414,0.201022,0.228203
tuominen2022,1,34,25,0.01743,0.220597,0.250007,0.035847,0.201022,0.228203
tuominen2022,1,34,26,0.073535,0.220597,0.250007,0.091952,0.201022,0.228203
tuominen2022,1,34,27,-0.097656,0.220597,0.250007,-0.079239,0.201022,0.228203
tuominen2022,1,34,28,-0.150806,0.220597,0.250007,-0.132389,0.201022,0.228203
tuominen2022,1,34,29,-0.146878,0.220597,0.250007,-0.12846,0.201022,0.228203
tuominen2022,1,34,30,-0.072304,0.220597,0.250007,-0.053887,0.201022,0.228203
tuominen2022,1,34,31,-0.054146,0.220597,0.250007,-0.035729,0.201022,0.228203
tuominen2022,1,34,32,0.041142,0.220597,0.250007,0.05956,0.201022,0.228203
tuominen2022,1,34,33,0.015643,0.220597,0.250007,0.034061,0.201022,0.228203
tuominen2022,1,35,0,-0.098663,0.220597,0.250007,-0.080246,0.201022,0.228203
tuominen2022,1,35,1,-0.118373,0.220597,0.250007,-0.099956,0.201022,0.228203
tuominen2022,1,35,2,-0.07763,0.220597,0.250007,-0.059213,0.201022,0.228203
tuominen2022,1,35,3,-0.068724,0.220597,0.250007,-0.050306,0.201022,0.228203
tuominen2022,1,35,4,-0.058784,0.220597,0.250007,-0.040367,0.201022,0.228203
tuominen2022,1,35,5,-0.034208,0.220597,0.250007,-0.015791,0.201022,0.228203
tuominen2022,1,35,6,-0.049318,0.220597,0.250007,-0.030901,0.201022,0.228203
tuominen2022,1,35,7,-0.036796,0.220597,0.250007,-0.018378,0.201022,0.228203
tuominen2022,1,35,8,-0.020265,0.220597,0.250007,-0.001848,0.201022,0.228203
tuominen2022,1,35,9,-0.011572,0.220597,0.250007,0.006845,0.201022,0.228203
tuominen2022,1,35,10,-0.038686,0.220597,0.250007,-0.020269,0.201022,0.228203
tuominen2022,1,35,11,-0.056301,0.220597,0.250007,-0.037883,0.201022,0.228203
tuominen2022,1,35,12,-0.070008,0.220597,0.250007,-0.051591,0.201022,0.228203
tuominen2022,1,35,13,0.038617,0.220597,0.250007,0.057034,0.201022,0.228203
tuominen2022,1,35,14,0.00195,0.220597,0.250007,0.020368,0.201022,0.228203
tuominen2022,1,35,15,0.052976,0.220597,0.250007,0.071393,0.201022,0.228203
tuominen2022,1,35,16,0.042915,0.220597,0.250007,0.061333,0.201022,0.228203
tuominen2022,1,35,17,0.054502,0.220597,0.250007,0.072919,0.201022,0.228203
tuominen2022,1,35,18,-0.072904,0.220597,0.250007,-0.054487,0.201022,0.228203
tuominen2022,1,35,19,-0.002299,0.220597,0.250007,0.016118,0.201022,0.228203
tuominen2022,1,35,20,0.062151,0.220597,0.250007,0.080568,0.201022,0.228203
tuominen2022,1,35,21,0.041242,0.220597,0.250007,0.059659,0.201022,0.228203
tuominen2022,1,35,22,-0.002396,0.220597,0.250007,0.016021,0.201022,0.228203
tuominen2022,1,35,23,-0.018951,0.220597,0.250007,-0.000534,0.201022,0.228203
tuominen2022,1,35,24,0.006959,0.220597,0.250007,0.025376,0.201022,0.228203
tuominen2022,1,35,25,0.008697,0.220597,0.250007,0.027114,0.201022,0.228203
tuominen2022,1,35,26,-0.08521,0.220597,0.250007,-0.066793,0.201022,0.228203
tuominen2022,1,35,27,-0.024634,0.220597,0.250007,-0.006216,0.201022,0.228203
tuominen2022,1,35,28,-0.104026,0.220597,0.250007,-0.085609,0.201022,0.228203
tuominen2022,1,35,29,-0.131593,0.220597,0.250007,-0.113176,0.201022,0.228203
tuominen2022,1,35,30,-0.076803,0.220597,0.250007,-0.058386,0.201022,0.228203
tuominen2022,1,35,31,-0.064249,0.220597,0.250007,-0.045832,0.201022,0.228203
tuominen2022,1,35,32,0.058079,0.220597,0.250007,0.076496,0.201022,0.228203
tuominen2022,1,35,33,0.050382,0.220597,0.250007,0.068799,0.201022,0.228203
tuominen2022,1,35,34,0.216943,0.220597,0.250007,0.235361,0.201022,0.228203
tuominen2022,1,36,0,-0.055447,0.220597,0.250007,-0.037029,0.201022,0.228203
tuominen2022,1,36,1,-0.035192,0.220597,0.250007,-0.016774,0.201022,0.228203
tuominen2022,1,36,2,-0.060569,0.220597,0.250007,-0.042151,0.201022,0.228203
tuominen2022,1,36,3,0.005351,0.220597,0.250007,0.023769,0.201022,0.228203
tuominen2022,1,36,4,-0.077797,0.220597,0.250007,-0.05938,0.201022,0.228203
tuominen2022,1,36,5,-0.03629,0.220597,0.250007,-0.017873,0.201022,0.228203
tuominen2022,1,36,6,-0.027387,0.220597,0.250007,-0.00897,0.201022,0.228203
tuominen2022,1,36,7,-0.001683,0.220597,0.250007,0.016734,0.201022,0.228203
tuominen2022,1,36,8,-0.034936,0.220597,0.250007,-0.016519,0.201022,0.228203
tuominen2022,1,36,9,-0.1032,0.220597,0.250007,-0.084782,0.201022,0.228203
tuominen2022,1,36,10,0.047347,0.220597,0.250007,0.065765,0.201022,0.228203
tuominen2022,1,36,11,0.059571,0.220597,0.250007,0.077989,0.201022,0.228203
tuominen2022,1,36,12,0.007151,0.220597,0.250007,0.025569,0.201022,0.228203
tuominen2022,1,36,13,-0.081241,0.220597,0.250007,-0.062824,0.201022,0.228203
tuominen2022,1,36,14,-0.000899,0.220597,0.250007,0.017519,0.201022,0.228203
tuominen2022,1,36,15,-0.008936,0.220597,0.250007,0.009481,0.201022,0.228203
tuominen2022,1,36,16,0.061189,0.220597,0.250007,0.079607,0.201022,0.228203
tuominen2022,1,36,17,0.087321,0.220597,0.250007,0.105738,0.201022,0.228203
tuominen2022,1,36,18,0.141208,0.220597,0.250007,0.159625,0.201022,0.228203
tuominen2022,1,36,19,0.038598,0.220597,0.250007,0.057016,0.201022,0.228203
tuominen2022,1,36,20,-0.013231,0.220597,0.250007,0.005187,0.201022,0.228203
tuominen2022,1,36,21,0.020664,0.220597,0.250007,0.039081,0.201022,0.228203
tuominen2022,1,36,22,0.047219,0.220597,0.250007,0.065637,0.201022,0.228203
tuominen2022,1,36,23,0.004721,0.220597,0.250007,0.023138,0.201022,0.228203
tuominen2022,1,36,24,-0.009846,0.220597,0.250007,0.008572,0.201022,0.228203
tuominen2022,1,36,25,-0.000617,0.220597,0.250007,0.0178,0.201022,0.228203
tuominen2022,1,36,26,0.073869,0.220597,0.250007,0.092287,0.201022,0.228203
tuominen2022,1,36,27,0.009453,0.220597,0.250007,0.02787,0.201022,0.228203
tuominen2022,1,36,28,-0.131789,0.220597,0.250007,-0.113372,0.201022,0.228203
tuominen2022,1,36,29,-0.182813,0.220597,0.250007,-0.164396,0.201022,0.228203
tuominen2022,1,36,30,-0.143795,0.220597,0.250007,-0.125378,0.201022,0.228203
tuominen2022,1,36,31,-0.014628,0.220597,0.250007,0.00379,0.201022,0.228203
tuominen2022,1,36,32,-0.032112,0.220597,0.250007,-0.013695,0.201022,0.228203
tuominen2022,1,36,33,-0.101011,0.220597,0.250007,-0.082594,0.201022,0.228203
tuominen2022,1,36,34,0.087809,0.220597,0.250007,0.106227,0.201022,0.228203
tuominen2022,1,36,35,0.100341,0.220597,0.250007,0.118758,0.201022,0.228203
tuominen2022,1,37,0,-0.079355,0.220597,0.250007,-0.060938,0.201022,0.228203
tuominen2022,1,37,1,-0.065344,0.220597,0.250007,-0.046927,0.201022,0.228203
tuominen2022,1,37,2,-0.174518,0.220597,0.250007,-0.156101,0.201022,0.228203
tuominen2022,1,37,3,-0.070594,0.220597,0.250007,-0.052177,0.201022,0.228203
tuominen2022,1,37,4,-0.116225,0.220597,0.250007,-0.097807,0.201022,0.228203
tuominen2022,1,37,5,-0.158924,0.220597,0.250007,-0.140507,0.201022,0.228203
tuominen2022,1,37,6,-0.133167,0.220597,0.250007,-0.11475,0.201022,0.228203
tuominen2022,1,37,7,-0.025952,0.220597,0.250007,-0.007535,0.201022,0.228203
tuominen2022,1,37,8,-0.033733,0.220597,0.250007,-0.015315,0.201022,0.228203
tuominen2022,1,37,9,-0.160269,0.220597,0.250007,-0.141852,0.201022,0.228203
tuominen2022,1,37,10,-0.130793,0.220597,0.250007,-0.112376,0.201022,0.228203
tuominen2022,1,37,11,-0.041778,0.220597,0.250007,-0.023361,0.201022,0.228203
tuominen2022,1,37,12,-0.15124,0.220597,0.250007,-0.132823,0.201022,0.228203
tuominen2022,1,37,13,-0.034801,0.220597,0.250007,-0.016384,0.201022,0.228203
tuominen2022,1,37,14,-0.063372,0.220597,0.250007,-0.044955,0.201022,0.228203
tuominen2022,1,37,15,-0.09564,0.220597,0.250007,-0.077223,0.201022,0.228203
tuominen2022,1,37,16,-0.091095,0.220597,0.250007,-0.072677,0.201022,0.228203
tuominen2022,1,37,17,-0.111482,0.220597,0.250007,-0.093064,0.201022,0.228203
tuominen2022,1,37,18,-0.124613,0.220597,0.250007,-0.106195,0.201022,0.228203
tuominen2022,1,37,19,-0.166052,0.220597,0.250007,-0.147635,0.201022,0.228203
tuominen2022,1,37,20,-0.109746,0.220597,0.250007,-0.091328,0.201022,0.228203
tuominen2022,1,37,21,-0.042033,0.220597,0.250007,-0.023615,0.201022,0.228203
tuominen2022,1,37,22,-0.129036,0.220597,0.250007,-0.110618,0.201022,0.228203
tuominen2022,1,37,23,-0.036233,0.220597,0.250007,-0.017815,0.201022,0.228203
tuominen2022,1,37,24,0.00886,0.220597,0.250007,0.027277,0.201022,0.228203
tuominen2022,1,37,25,-0.086775,0.220597,0.250007,-0.068358,0.201022,0.228203
