k1,k2,obs,pred,pval
0,0,0.05748626350924038,0.03653539557877509,1.0
1,0,0.32993117962996726,0.0008168451931668291,1.0
2,0,0.11358542583945089,-0.00047553653623177034,0.9845
2,1,0.07099285431556641,-0.0011900456847670372,0.91925
3,0,0.040321249550611254,-0.001465746355332258,0.81275
3,1,0.03443884949704152,0.0003976957145394983,0.78025
3,2,0.05453812484950735,0.00014106426059327083,0.85875
4,0,-0.008850352497716006,-0.0011611176631451136,0.42725
4,1,0.029603612718682237,-8.889992371250971e-05,0.7765
4,2,-0.0033534249257845834,-0.0003332710609741854,0.47575
4,3,0.07393916945783517,-0.0005184789266970012,0.9265
5,0,0.14836452107888876,0.0003917954612862629,0.99875
5,1,-0.018776347996150522,0.00010706226958930426,0.339
5,2,0.2664323612242354,0.0012809975025057593,1.0
5,3,0.13502353172048995,0.000303845056439463,0.994
5,4,0.013277419934661888,-0.00012768635271331267,0.6095
6,0,0.0518031733840276,0.0006887641595421622,0.8705
6,1,0.0057416113337874775,-0.00025707079082852585,0.55575
6,2,0.07530359582409359,0.0010920124167866625,0.941
6,3,-0.009573652021920212,-0.00029231690451036156,0.42325
6,4,0.004640043700893114,-0.0002456963806045926,0.54275
6,5,0.2759660216182746,0.0010492145355061613,1.0
7,0,-0.13120435619866175,7.386452097718306e-05,0.00025
7,1,-0.02630307319833495,-0.000533469469833702,0.25225
7,2,0.015227307270622232,-0.00017303144039985325,0.63325
7,3,0.009980966515448508,-0.0005077096318135045,0.5845
7,4,0.04522785867148875,-0.0006285373891447132,0.787
7,5,-0.07988882754206444,-0.0005541509219067019,0.06325
7,6,-0.05195019413325827,-0.0007353355057260164,0.12625
8,0,-0.0982887082978735,0.0001987850361377286,0.0115
8,1,-0.06946087926783165,0.00019494659383994918,0.04625
8,2,-0.0005420623199061715,0.000596063798225504,0.4885
8,3,-0.0367879680601539,0.001150268248924759,0.2355
8,4,-0.09381903612131837,0.0010224944858956782,0.04075
8,5,0.003266926897541933,2.4345265641444268e-05,0.532
8,6,0.01648451449756001,-0.000211154370792266,0.655
8,7,0.27843196458559033,0.0005741560807384919,1.0
9,0,-0.013208637707196706,0.0003443802886872863,0.39225
9,1,-0.012040216531774697,0.0011685232708723205,0.3735
9,2,0.11243640504933596,0.0005373649148487845,0.98625
9,3,0.05469387659184773,-0.0005377884937000594,0.8505
9,4,0.00597902475477498,-0.0003670342367694132,0.56325
9,5,0.24612174194307235,0.0003330840166398268,1.0
9,6,0.23148014979807324,-0.00047101307122322724,1.0
9,7,-0.05843477821432208,0.0004270380052585177,0.1455
9,8,0.02061295113756022,-0.0004259868000979611,0.653
10,0,-0.052790122686862374,-0.0008921806917758361,0.109
10,1,-0.025144559401800593,0.0004266511925067593,0.2475
10,2,-0.03747043272020705,0.0005384060343772331,0.20275
10,3,0.006336267136162188,0.0005429376840744237,0.5395
10,4,0.09740408663436383,0.00047393439023203854,0.92775
10,5,0.005648877549142043,0.0017287123314850268,0.53175
10,6,0.00643446709303869,-0.0005822025869186344,0.55725
10,7,0.2806888362634217,-0.0011381143840819897,1.0
10,8,0.16068734108030253,0.000580843268126904,0.9895
10,9,0.03117951692518954,0.00022397353696373918,0.709
