	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[92,1]	0.62	0.0036	0.26	0.19	0.61	1.1	5296.0	12.0	1.0
theta[93,1]	1.8	0.004	0.28	1.4	1.8	2.3	5041.0	11.0	1.0
theta[94,1]	0.15	0.0037	0.27	-0.31	0.15	0.58	5180.0	11.0	1.0
theta[95,1]	-1.1	0.0064	0.41	-1.7	-1.0	-0.42	4006.0	8.8	1.0
theta[96,1]	-1.5	0.007	0.49	-2.4	-1.5	-0.75	4941.0	11.0	1.0
theta[97,1]	0.64	0.0038	0.27	0.18	0.63	1.1	5232.0	12.0	1.0
theta[98,1]	-0.78	0.0055	0.39	-1.4	-0.75	-0.19	4857.0	11.0	1.0
theta[99,1]	-0.029	0.0038	0.27	-0.5	-0.027	0.41	5263.0	12.0	1.0
theta[100,1]	-1.0	0.0059	0.4	-1.7	-0.97	-0.38	4565.0	10.0	1.0
theta[101,1]	-0.77	0.0055	0.38	-1.4	-0.74	-0.19	4626.0	10.0	1.0
theta[102,1]	0.19	0.0035	0.27	-0.24	0.2	0.64	5803.0	13.0	1.0
theta[103,1]	0.55	0.0037	0.26	0.12	0.55	0.97	4951.0	11.0	1.0
theta[104,1]	1.3	0.0039	0.27	0.89	1.3	1.8	4994.0	11.0	1.0
theta[105,1]	0.24	0.0035	0.25	-0.2	0.25	0.66	5211.0	11.0	1.0
theta[106,1]	-0.084	0.0038	0.28	-0.57	-0.076	0.38	5424.0	12.0	1.0
theta[107,1]	0.26	0.0035	0.26	-0.17	0.26	0.67	5317.0	12.0	1.0
theta[108,1]	-0.84	0.006	0.39	-1.5	-0.81	-0.23	4255.0	9.4	1.0
theta[109,1]	0.094	0.0036	0.27	-0.36	0.094	0.54	5686.0	13.0	1.0
theta[110,1]	-1.3	0.0069	0.45	-2.0	-1.2	-0.57	4146.0	9.1	1.0
theta[111,1]	-1.1	0.0063	0.43	-1.8	-1.1	-0.43	4662.0	10.0	1.0
theta[112,1]	-0.61	0.0049	0.35	-1.2	-0.6	-0.084	4935.0	11.0	1.0
theta[113,1]	-0.072	0.004	0.28	-0.55	-0.066	0.38	4968.0	11.0	1.0
theta[114,1]	-0.4	0.0042	0.3	-0.9	-0.4	0.06	5162.0	11.0	1.0
theta[115,1]	-0.76	0.0051	0.36	-1.4	-0.74	-0.19	5080.0	11.0	1.0
theta[116,1]	0.12	0.0036	0.27	-0.33	0.12	0.55	5610.0	12.0	1.0
theta[117,1]	-1.2	0.0069	0.44	-2.0	-1.2	-0.53	4052.0	8.9	1.0
theta[118,1]	-0.29	0.0043	0.3	-0.79	-0.28	0.19	4949.0	11.0	1.0
theta[119,1]	0.088	0.0041	0.27	-0.38	0.095	0.54	4448.0	9.8	1.0
theta[120,1]	-1.1	0.0062	0.42	-1.8	-1.1	-0.46	4606.0	10.0	1.0
theta[121,1]	-0.46	0.0047	0.32	-1.0	-0.45	0.06	4764.0	11.0	1.0
theta[122,1]	-1.1	0.0064	0.43	-1.9	-1.1	-0.43	4591.0	10.0	1.0
theta[123,1]	0.34	0.0037	0.27	-0.11	0.34	0.78	5332.0	12.0	1.0
theta[124,1]	0.45	0.0038	0.27	0.014	0.44	0.89	4822.0	11.0	1.0
theta[125,1]	0.94	0.0037	0.26	0.52	0.94	1.4	5011.0	11.0	1.0
theta[126,1]	-0.27	0.004	0.3	-0.78	-0.26	0.2	5469.0	12.0	1.0
theta[127,1]	-1.7	0.0072	0.53	-2.6	-1.6	-0.88	5364.0	12.0	1.0
theta[128,1]	-0.086	0.004	0.28	-0.57	-0.077	0.37	5054.0	11.0	1.0
theta[129,1]	-0.012	0.0042	0.27	-0.48	-0.0088	0.43	4167.0	9.2	1.0
theta[130,1]	-1.2	0.0066	0.44	-2.0	-1.2	-0.55	4424.0	9.8	1.0
theta[131,1]	1.8	0.0041	0.29	1.3	1.7	2.2	4814.0	11.0	1.0
theta[132,1]	-0.13	0.0037	0.28	-0.58	-0.12	0.31	5695.0	13.0	1.0
theta[133,1]	1.3	0.0039	0.26	0.87	1.3	1.8	4590.0	10.0	1.0
theta[134,1]	-1.4	0.0074	0.49	-2.3	-1.4	-0.67	4383.0	9.7	1.0
theta[135,1]	-0.73	0.0051	0.36	-1.3	-0.7	-0.18	4998.0	11.0	1.0
theta[136,1]	-1.7	0.0076	0.54	-2.6	-1.7	-0.85	4948.0	11.0	1.0
theta[137,1]	-0.77	0.0054	0.37	-1.4	-0.74	-0.21	4651.0	10.0	1.0
theta[138,1]	-0.39	0.0042	0.3	-0.9	-0.38	0.097	5142.0	11.0	1.0
theta[139,1]	0.3	0.0033	0.25	-0.14	0.3	0.71	6027.0	13.0	1.0
theta[140,1]	-1.0	0.0065	0.42	-1.7	-0.99	-0.37	4112.0	9.1	1.0
theta[141,1]	-1.7	0.0078	0.52	-2.5	-1.6	-0.85	4420.0	9.8	1.0
theta[142,1]	0.96	0.0036	0.26	0.54	0.96	1.4	5070.0	11.0	1.0
theta[143,1]	0.45	0.0036	0.25	0.036	0.45	0.86	4802.0	11.0	1.0
theta[144,1]	-0.085	0.0041	0.28	-0.56	-0.079	0.35	4695.0	10.0	1.0
theta[145,1]	-2.1	0.008	0.6	-3.1	-2.0	-1.1	5711.0	13.0	1.0
theta[146,1]	0.59	0.0037	0.26	0.17	0.59	1.0	5098.0	11.0	1.0
theta[147,1]	-0.4	0.0044	0.32	-0.94	-0.38	0.11	5247.0	12.0	1.0
theta[148,1]	0.015	0.0037	0.26	-0.43	0.019	0.44	5107.0	11.0	1.0
theta[149,1]	0.97	0.0037	0.25	0.55	0.97	1.4	4637.0	10.0	1.0
theta[150,1]	-1.8	0.0085	0.57	-2.8	-1.7	-0.91	4388.0	9.7	1.0
theta[151,1]	-0.7	0.0053	0.35	-1.3	-0.68	-0.16	4446.0	9.8	1.0
theta[152,1]	-1.1	0.006	0.41	-1.8	-1.1	-0.43	4687.0	10.0	1.0
theta[153,1]	-0.56	0.0053	0.34	-1.1	-0.54	-0.022	4123.0	9.1	1.0
theta[154,1]	-1.8	0.008	0.55	-2.7	-1.7	-0.9	4776.0	11.0	1.0
theta[155,1]	-1.7	0.0082	0.53	-2.6	-1.7	-0.9	4188.0	9.2	1.0
theta[156,1]	-0.88	0.0056	0.37	-1.5	-0.87	-0.32	4458.0	9.8	1.0
theta[157,1]	0.43	0.0033	0.26	0.0057	0.44	0.86	6057.0	13.0	1.0
theta[158,1]	0.072	0.0036	0.27	-0.36	0.078	0.49	5452.0	12.0	1.0
theta[159,1]	0.15	0.0036	0.26	-0.29	0.15	0.59	5356.0	12.0	1.0
theta[160,1]	0.047	0.0036	0.27	-0.4	0.049	0.48	5609.0	12.0	1.0
theta[161,1]	1.1	0.0037	0.27	0.64	1.1	1.5	5195.0	11.0	1.0
theta[162,1]	-0.4	0.0043	0.32	-0.95	-0.39	0.1	5390.0	12.0	1.0
theta[163,1]	0.75	0.0034	0.25	0.34	0.75	1.2	5238.0	12.0	1.0
theta[164,1]	0.57	0.0038	0.26	0.14	0.57	1.0	4590.0	10.0	1.0
theta[165,1]	-2.1	0.009	0.58	-3.0	-2.0	-1.2	4137.0	9.1	1.0
theta[166,1]	0.58	0.0032	0.25	0.18	0.58	0.98	5810.0	13.0	1.0
theta[167,1]	0.065	0.0036	0.28	-0.41	0.073	0.5	5997.0	13.0	1.0
theta[168,1]	-1.6	0.0082	0.52	-2.5	-1.5	-0.76	3996.0	8.8	1.0
theta[169,1]	-1.1	0.0062	0.42	-1.8	-1.0	-0.43	4558.0	10.0	1.0
theta[170,1]	-2.0	0.0096	0.61	-3.1	-2.0	-1.1	4022.0	8.9	1.0
theta[171,1]	-1.8	0.0074	0.55	-2.8	-1.8	-0.99	5485.0	12.0	1.0
theta[172,1]	-0.16	0.004	0.29	-0.64	-0.14	0.29	5158.0	11.0	1.0
theta[173,1]	0.61	0.0034	0.25	0.19	0.61	1.0	5444.0	12.0	1.0
theta[174,1]	1.3	0.0039	0.28	0.85	1.3	1.8	5119.0	11.0	1.0
theta[175,1]	0.29	0.0036	0.27	-0.16	0.28	0.72	5493.0	12.0	1.0
theta[176,1]	-0.48	0.005	0.33	-1.1	-0.46	0.035	4564.0	10.0	1.0
theta[177,1]	1.1	0.0038	0.27	0.68	1.1	1.5	4913.0	11.0	1.0
theta[178,1]	0.27	0.0039	0.26	-0.18	0.27	0.7	4618.0	10.0	1.0
theta[179,1]	0.76	0.0036	0.26	0.35	0.76	1.2	5145.0	11.0	1.0
theta[180,1]	-0.38	0.0043	0.31	-0.91	-0.37	0.11	5198.0	11.0	1.0
theta[181,1]	0.007	0.0036	0.28	-0.48	0.012	0.46	6293.0	14.0	1.0
theta[182,1]	-0.68	0.0054	0.36	-1.3	-0.67	-0.13	4363.0	9.6	1.0
theta[183,1]	1.5	0.004	0.29	1.0	1.5	2.0	5038.0	11.0	1.0
theta[184,1]	-0.33	0.0042	0.31	-0.85	-0.32	0.16	5364.0	12.0	1.0
theta[185,1]	0.87	0.0035	0.26	0.44	0.87	1.3	5601.0	12.0	1.0
theta[186,1]	0.026	0.0039	0.29	-0.45	0.038	0.48	5308.0	12.0	1.0
theta[187,1]	0.66	0.0036	0.26	0.24	0.66	1.1	5129.0	11.0	1.0
theta[188,1]	-1.8	0.0079	0.55	-2.7	-1.7	-0.94	4793.0	11.0	1.0
theta[189,1]	-1.2	0.0064	0.45	-2.0	-1.2	-0.53	4912.0	11.0	1.0
theta[190,1]	0.26	0.004	0.26	-0.17	0.26	0.68	4347.0	9.6	1.0
theta[191,1]	-0.44	0.0046	0.32	-1.0	-0.43	0.064	4812.0	11.0	1.0
theta[192,1]	-0.33	0.0045	0.31	-0.85	-0.33	0.15	4672.0	10.0	1.0
theta[193,1]	-1.2	0.0062	0.43	-1.9	-1.1	-0.49	4926.0	11.0	1.0
theta[194,1]	-0.21	0.0042	0.29	-0.71	-0.2	0.25	4835.0	11.0	1.0
theta[195,1]	-0.048	0.0041	0.29	-0.54	-0.041	0.41	5010.0	11.0	1.0
theta[196,1]	-2.1	0.0095	0.62	-3.1	-2.0	-1.1	4207.0	9.3	1.0
theta[197,1]	-0.3	0.0042	0.29	-0.82	-0.29	0.16	4897.0	11.0	1.0
theta[198,1]	0.49	0.0034	0.26	0.053	0.49	0.91	5756.0	13.0	1.0
theta[199,1]	-0.87	0.0056	0.39	-1.5	-0.84	-0.27	4784.0	11.0	1.0
theta[200,1]	0.032	0.0038	0.28	-0.42	0.035	0.49	5508.0	12.0	1.0
theta[201,1]	-1.8	0.0082	0.56	-2.8	-1.8	-0.95	4741.0	10.0	1.0
theta[202,1]	0.42	0.0034	0.26	-0.0091	0.43	0.85	5922.0	13.0	1.0
theta[203,1]	0.44	0.0037	0.27	-0.013	0.44	0.88	5437.0	12.0	1.0
theta[204,1]	1.1	0.0036	0.26	0.66	1.1	1.5	5136.0	11.0	1.0
theta[205,1]	-0.85	0.0055	0.38	-1.5	-0.82	-0.26	4720.0	10.0	1.0
theta[206,1]	0.74	0.0035	0.25	0.32	0.74	1.2	5311.0	12.0	1.0
theta[207,1]	0.21	0.0035	0.26	-0.23	0.22	0.64	5760.0	13.0	1.0
theta[208,1]	0.13	0.0039	0.27	-0.32	0.13	0.57	4933.0	11.0	1.0
theta[209,1]	-1.5	0.0071	0.49	-2.3	-1.4	-0.7	4789.0	11.0	1.0
theta[210,1]	-0.32	0.0042	0.31	-0.84	-0.31	0.16	5227.0	12.0	1.0
theta[211,1]	-1.4	0.0069	0.49	-2.3	-1.4	-0.68	5098.0	11.0	1.0
theta[212,1]	0.85	0.0037	0.27	0.42	0.85	1.3	5294.0	12.0	1.0
theta[213,1]	-0.046	0.0042	0.28	-0.51	-0.042	0.41	4511.0	10.0	1.0
theta[214,1]	0.7	0.0041	0.26	0.29	0.7	1.1	3933.0	8.7	1.0
theta[215,1]	-0.31	0.0043	0.3	-0.82	-0.3	0.17	5013.0	11.0	1.0
theta[216,1]	0.15	0.0038	0.26	-0.29	0.15	0.59	4937.0	11.0	1.0
theta[217,1]	0.87	0.0035	0.26	0.45	0.86	1.3	5527.0	12.0	1.0
theta[218,1]	0.35	0.0034	0.26	-0.078	0.35	0.77	5817.0	13.0	1.0
theta[219,1]	-0.023	0.0041	0.28	-0.51	-0.014	0.41	4684.0	10.0	1.0
theta[220,1]	-0.31	0.0043	0.31	-0.84	-0.3	0.18	5057.0	11.0	1.0
theta[221,1]	0.55	0.0037	0.26	0.12	0.55	0.97	4903.0	11.0	1.0
theta[222,1]	-1.6	0.0082	0.52	-2.5	-1.5	-0.79	3955.0	8.7	1.0
theta[223,1]	-0.47	0.0043	0.32	-1.0	-0.46	0.021	5354.0	12.0	1.0
theta[224,1]	0.13	0.0037	0.27	-0.33	0.13	0.56	5597.0	12.0	1.0
theta[225,1]	-1.1	0.006	0.43	-1.9	-1.1	-0.45	5109.0	11.0	1.0
theta[226,1]	-0.04	0.0039	0.28	-0.51	-0.031	0.4	5045.0	11.0	1.0
theta[227,1]	0.067	0.0036	0.27	-0.38	0.066	0.5	5428.0	12.0	1.0
theta[228,1]	-0.65	0.0054	0.36	-1.3	-0.63	-0.083	4504.0	9.9	1.0
theta[229,1]	0.45	0.0035	0.26	0.038	0.45	0.87	5300.0	12.0	1.0
theta[230,1]	-0.32	0.0042	0.3	-0.83	-0.31	0.15	5118.0	11.0	1.0
theta[231,1]	-0.96	0.0058	0.4	-1.6	-0.94	-0.35	4759.0	10.0	1.0
theta[232,1]	-0.54	0.005	0.34	-1.1	-0.53	-0.014	4542.0	10.0	1.0
theta[233,1]	0.59	0.0035	0.25	0.17	0.59	1.0	5225.0	12.0	1.0
theta[234,1]	-0.62	0.0053	0.35	-1.2	-0.6	-0.093	4322.0	9.5	1.0
theta[235,1]	0.21	0.0035	0.26	-0.2	0.21	0.62	5345.0	12.0	1.0
theta[236,1]	-1.3	0.0071	0.46	-2.1	-1.3	-0.64	4221.0	9.3	1.0
theta[237,1]	-0.28	0.0042	0.29	-0.78	-0.27	0.17	4849.0	11.0	1.0
theta[238,1]	-0.94	0.0053	0.38	-1.6	-0.92	-0.36	5155.0	11.0	1.0
theta[239,1]	0.63	0.0036	0.26	0.22	0.63	1.1	5113.0	11.0	1.0
theta[240,1]	0.47	0.0036	0.26	0.051	0.48	0.9	5262.0	12.0	1.0
theta[241,1]	0.34	0.0036	0.26	-0.094	0.34	0.77	5400.0	12.0	1.0
theta[242,1]	-0.48	0.0044	0.33	-1.0	-0.46	0.029	5419.0	12.0	1.0
theta[243,1]	0.058	0.0038	0.27	-0.41	0.073	0.48	5172.0	11.0	1.0
theta[244,1]	0.85	0.0037	0.26	0.42	0.85	1.3	4746.0	10.0	1.0
theta[245,1]	-0.24	0.0044	0.3	-0.75	-0.23	0.24	4598.0	10.0	1.0
theta[246,1]	0.3	0.0038	0.26	-0.14	0.3	0.72	4718.0	10.0	1.0
theta[247,1]	-0.39	0.0044	0.32	-0.92	-0.37	0.1	5166.0	11.0	1.0
theta[248,1]	1.2	0.0037	0.26	0.79	1.2	1.6	5085.0	11.0	1.0
theta[249,1]	0.75	0.0036	0.26	0.32	0.75	1.2	5461.0	12.0	1.0
theta[250,1]	-0.57	0.0049	0.33	-1.1	-0.56	-0.048	4627.0	10.0	1.0
theta[251,1]	-0.27	0.0039	0.29	-0.76	-0.26	0.19	5514.0	12.0	1.0
theta[252,1]	0.089	0.0038	0.27	-0.37	0.093	0.52	5245.0	12.0	1.0
theta[253,1]	0.71	0.0037	0.27	0.27	0.7	1.2	5031.0	11.0	1.0
theta[254,1]	-0.23	0.0042	0.3	-0.74	-0.22	0.23	4902.0	11.0	1.0
theta[255,1]	0.036	0.0034	0.27	-0.42	0.046	0.46	6254.0	14.0	1.0
theta[256,1]	0.25	0.0034	0.26	-0.18	0.26	0.66	5687.0	13.0	1.0
theta[257,1]	-0.78	0.0055	0.38	-1.4	-0.77	-0.19	4652.0	10.0	1.0
theta[258,1]	0.035	0.0041	0.28	-0.45	0.043	0.48	4574.0	10.0	1.0
theta[259,1]	0.4	0.0036	0.27	-0.05	0.4	0.84	5371.0	12.0	1.0
theta[260,1]	-1.8	0.0079	0.57	-2.8	-1.8	-0.98	5105.0	11.0	1.0
theta[261,1]	0.56	0.0035	0.26	0.15	0.56	0.98	5367.0	12.0	1.0
theta[262,1]	0.57	0.0034	0.26	0.15	0.56	0.99	5700.0	13.0	1.0
theta[263,1]	0.12	0.0037	0.27	-0.33	0.12	0.55	5223.0	12.0	1.0
theta[264,1]	-0.13	0.0041	0.29	-0.6	-0.13	0.32	4804.0	11.0	1.0
theta[265,1]	-0.86	0.0059	0.39	-1.5	-0.83	-0.26	4336.0	9.6	1.0
theta[266,1]	-0.91	0.0063	0.41	-1.6	-0.88	-0.29	4265.0	9.4	1.0
theta[267,1]	-0.28	0.0043	0.3	-0.8	-0.27	0.2	5060.0	11.0	1.0
theta[268,1]	0.47	0.0033	0.25	0.049	0.47	0.87	5716.0	13.0	1.0
theta[269,1]	-1.8	0.008	0.56	-2.7	-1.7	-0.91	4908.0	11.0	1.0
theta[270,1]	0.9	0.0033	0.25	0.47	0.9	1.3	6110.0	13.0	1.0
theta[271,1]	0.88	0.0036	0.26	0.47	0.89	1.3	4996.0	11.0	1.0
theta[272,1]	-0.74	0.0052	0.37	-1.4	-0.72	-0.16	4942.0	11.0	1.0
theta[273,1]	-0.9	0.0057	0.39	-1.6	-0.87	-0.3	4610.0	10.0	1.0
theta[274,1]	0.04	0.0037	0.27	-0.41	0.045	0.48	5503.0	12.0	1.0
theta[275,1]	0.86	0.0038	0.26	0.43	0.85	1.3	4721.0	10.0	1.0
theta[276,1]	1.2	0.0038	0.27	0.77	1.2	1.7	5351.0	12.0	1.0
theta[277,1]	-0.92	0.0056	0.39	-1.6	-0.9	-0.32	4740.0	10.0	1.0
theta[278,1]	0.58	0.004	0.26	0.15	0.57	1.0	4164.0	9.2	1.0
theta[279,1]	-2.0	0.0084	0.58	-3.0	-2.0	-1.2	4694.0	10.0	1.0
theta[280,1]	1.2	0.0039	0.27	0.78	1.2	1.7	4859.0	11.0	1.0
theta[281,1]	1.4	0.0042	0.29	0.9	1.4	1.8	4691.0	10.0	1.0
theta[282,1]	-1.4	0.0067	0.47	-2.2	-1.4	-0.68	4901.0	11.0	1.0
theta[283,1]	-0.49	0.0044	0.33	-1.0	-0.47	0.041	5711.0	13.0	1.0
theta[284,1]	-0.5	0.0045	0.32	-1.0	-0.49	-0.017	4973.0	11.0	1.0
theta[285,1]	-0.48	0.0048	0.32	-1.0	-0.46	0.017	4520.0	10.0	1.0
theta[286,1]	0.81	0.0034	0.26	0.39	0.81	1.2	5713.0	13.0	1.0
theta[287,1]	0.89	0.004	0.27	0.45	0.89	1.3	4678.0	10.0	1.0
theta[288,1]	2.0	0.0043	0.3	1.5	2.0	2.5	4859.0	11.0	1.0
theta[289,1]	0.49	0.0035	0.25	0.071	0.49	0.9	5285.0	12.0	1.0
theta[290,1]	1.8	0.004	0.28	1.3	1.8	2.2	4961.0	11.0	1.0
theta[291,1]	0.021	0.0038	0.27	-0.44	0.026	0.45	4891.0	11.0	1.0
theta[292,1]	-1.7	0.0086	0.54	-2.6	-1.6	-0.86	3906.0	8.6	1.0
theta[293,1]	-2.0	0.0092	0.59	-3.1	-2.0	-1.1	4134.0	9.1	1.0
theta[294,1]	-0.45	0.0046	0.33	-1.0	-0.43	0.057	5028.0	11.0	1.0
theta[295,1]	-1.7	0.0097	0.57	-2.8	-1.7	-0.89	3485.0	7.7	1.0
theta[296,1]	-1.1	0.0058	0.42	-1.9	-1.1	-0.48	5051.0	11.0	1.0
theta[297,1]	-0.64	0.005	0.35	-1.2	-0.62	-0.092	4914.0	11.0	1.0
theta[298,1]	-0.67	0.0047	0.35	-1.3	-0.65	-0.12	5528.0	12.0	1.0
theta[299,1]	-2.0	0.0086	0.6	-3.1	-2.0	-1.1	4896.0	11.0	1.0
theta[300,1]	0.94	0.0038	0.26	0.52	0.93	1.4	4645.0	10.0	1.0
theta[301,1]	-0.045	0.0037	0.27	-0.5	-0.043	0.4	5461.0	12.0	1.0
theta[302,1]	1.4	0.0037	0.27	0.97	1.4	1.9	5295.0	12.0	1.0
theta[303,1]	0.6	0.0034	0.25	0.18	0.6	1.0	5355.0	12.0	1.0
theta[304,1]	0.65	0.0037	0.25	0.24	0.65	1.1	4477.0	9.9	1.0
theta[305,1]	-0.77	0.0053	0.37	-1.4	-0.75	-0.18	4960.0	11.0	1.0
theta[306,1]	0.27	0.0039	0.26	-0.16	0.27	0.69	4426.0	9.8	1.0
theta[307,1]	0.089	0.004	0.27	-0.35	0.093	0.51	4312.0	9.5	1.0
theta[308,1]	-0.4	0.0044	0.32	-0.96	-0.39	0.094	5271.0	12.0	1.0
theta[309,1]	-1.8	0.0083	0.56	-2.8	-1.8	-0.99	4522.0	10.0	1.0
theta[310,1]	0.28	0.0036	0.26	-0.16	0.28	0.71	5319.0	12.0	1.0
theta[311,1]	1.1	0.0036	0.26	0.66	1.1	1.5	5043.0	11.0	1.0
theta[312,1]	1.1	0.0036	0.27	0.64	1.1	1.5	5392.0	12.0	1.0
theta[313,1]	0.3	0.0037	0.26	-0.13	0.3	0.71	4892.0	11.0	1.0
theta[314,1]	1.2	0.0036	0.26	0.77	1.2	1.6	5506.0	12.0	1.0
theta[315,1]	-0.4	0.0043	0.32	-0.94	-0.38	0.11	5609.0	12.0	1.0
theta[316,1]	-0.6	0.005	0.34	-1.2	-0.58	-0.072	4642.0	10.0	1.0
theta[317,1]	0.16	0.0036	0.26	-0.27	0.17	0.58	5253.0	12.0	1.0
theta[318,1]	0.18	0.0038	0.27	-0.27	0.18	0.61	4861.0	11.0	1.0
theta[319,1]	1.0	0.0037	0.26	0.59	1.0	1.5	4799.0	11.0	1.0
theta[320,1]	-0.73	0.005	0.36	-1.3	-0.71	-0.16	5026.0	11.0	1.0
theta[321,1]	1.5	0.0043	0.29	0.99	1.5	1.9	4559.0	10.0	1.0
theta[322,1]	0.26	0.0036	0.25	-0.16	0.26	0.68	4883.0	11.0	1.0
theta[323,1]	-0.85	0.0056	0.38	-1.5	-0.83	-0.27	4596.0	10.0	1.0
theta[324,1]	-2.1	0.0085	0.6	-3.1	-2.0	-1.1	4896.0	11.0	1.0
theta[325,1]	0.021	0.0038	0.27	-0.43	0.028	0.46	5216.0	12.0	1.0
theta[326,1]	-0.49	0.0048	0.33	-1.0	-0.47	0.031	4756.0	10.0	1.0
theta[327,1]	0.88	0.0037	0.26	0.46	0.87	1.3	5194.0	11.0	1.0
theta[328,1]	-2.0	0.0088	0.6	-3.1	-2.0	-1.1	4607.0	10.0	1.0
theta[329,1]	1.3	0.0036	0.28	0.83	1.3	1.8	5943.0	13.0	1.0
theta[330,1]	0.77	0.0034	0.26	0.34	0.77	1.2	5945.0	13.0	1.0
theta[331,1]	-0.054	0.0036	0.27	-0.5	-0.052	0.39	5505.0	12.0	1.0
theta[332,1]	-0.87	0.0054	0.39	-1.6	-0.85	-0.27	5077.0	11.0	1.0
theta[333,1]	0.87	0.0034	0.26	0.44	0.86	1.3	5688.0	13.0	1.0
theta[334,1]	0.57	0.0039	0.26	0.14	0.58	1.0	4372.0	9.6	1.0
theta[335,1]	0.37	0.0037	0.26	-0.066	0.38	0.79	5043.0	11.0	1.0
theta[336,1]	0.79	0.0038	0.26	0.36	0.79	1.2	4655.0	10.0	1.0
theta[337,1]	0.15	0.0034	0.27	-0.31	0.15	0.58	6092.0	13.0	1.0
theta[338,1]	0.33	0.0038	0.26	-0.08	0.34	0.74	4538.0	10.0	1.0
theta[339,1]	0.35	0.0034	0.27	-0.1	0.35	0.79	6151.0	14.0	1.0
theta[340,1]	0.42	0.0036	0.26	-0.012	0.43	0.85	5284.0	12.0	1.0
theta[341,1]	1.5	0.004	0.28	1.1	1.5	2.0	4807.0	11.0	1.0
theta[342,1]	0.064	0.0037	0.27	-0.39	0.071	0.5	5500.0	12.0	1.0
theta[343,1]	0.77	0.0037	0.26	0.34	0.77	1.2	4898.0	11.0	1.0
theta[344,1]	-0.46	0.0045	0.32	-1.0	-0.44	0.034	5001.0	11.0	1.0
theta[345,1]	0.95	0.0037	0.26	0.52	0.95	1.4	5111.0	11.0	1.0
theta[346,1]	-0.34	0.0045	0.31	-0.88	-0.33	0.16	4771.0	11.0	1.0
theta[347,1]	-1.7	0.0074	0.54	-2.7	-1.7	-0.88	5435.0	12.0	1.0
theta[348,1]	-0.2	0.0042	0.29	-0.69	-0.19	0.25	4837.0	11.0	1.0
theta[349,1]	-1.2	0.0065	0.44	-2.0	-1.2	-0.53	4724.0	10.0	1.0
theta[350,1]	0.76	0.0035	0.25	0.35	0.76	1.2	5167.0	11.0	1.0
theta[351,1]	-0.046	0.0041	0.28	-0.53	-0.039	0.4	4665.0	10.0	1.0
theta[352,1]	-0.11	0.004	0.28	-0.6	-0.11	0.34	4891.0	11.0	1.0
theta[353,1]	-1.4	0.0066	0.46	-2.2	-1.4	-0.69	4789.0	11.0	1.0
theta[354,1]	-0.74	0.0054	0.36	-1.4	-0.72	-0.17	4538.0	10.0	1.0
theta[355,1]	-1.7	0.0079	0.54	-2.7	-1.7	-0.91	4576.0	10.0	1.0
theta[356,1]	-1.7	0.0079	0.55	-2.7	-1.7	-0.91	4942.0	11.0	1.0
theta[357,1]	-0.098	0.0039	0.28	-0.56	-0.091	0.34	4880.0	11.0	1.0
theta[358,1]	-0.2	0.0042	0.29	-0.69	-0.2	0.25	4983.0	11.0	1.0
theta[359,1]	0.6	0.0036	0.26	0.17	0.6	1.0	5361.0	12.0	1.0
theta[360,1]	1.4	0.0043	0.29	0.95	1.4	1.9	4359.0	9.6	1.0
theta[361,1]	0.22	0.0038	0.27	-0.23	0.22	0.66	5083.0	11.0	1.0
theta[362,1]	-1.1	0.0057	0.41	-1.8	-1.1	-0.43	5216.0	12.0	1.0
theta[363,1]	1.2	0.0039	0.27	0.73	1.2	1.6	4822.0	11.0	1.0
theta[364,1]	0.29	0.0039	0.27	-0.15	0.29	0.71	4842.0	11.0	1.0
theta[365,1]	-2.1	0.0086	0.59	-3.1	-2.0	-1.2	4692.0	10.0	1.0
theta[366,1]	0.25	0.0038	0.27	-0.2	0.26	0.69	5007.0	11.0	1.0
theta[367,1]	0.75	0.0036	0.26	0.33	0.74	1.2	5267.0	12.0	1.0
theta[368,1]	-0.66	0.0051	0.36	-1.3	-0.64	-0.094	5045.0	11.0	1.0
theta[369,1]	-2.1	0.009	0.61	-3.1	-2.0	-1.1	4563.0	10.0	1.0
theta[370,1]	-0.59	0.0049	0.35	-1.2	-0.58	-0.048	5067.0	11.0	1.0
theta[371,1]	2.2	0.0043	0.3	1.8	2.2	2.7	4735.0	10.0	1.0
theta[372,1]	0.84	0.0036	0.25	0.43	0.84	1.3	5035.0	11.0	1.0
theta[373,1]	-0.64	0.0049	0.35	-1.2	-0.62	-0.096	5174.0	11.0	1.0
theta[374,1]	0.34	0.0037	0.26	-0.076	0.34	0.76	4751.0	10.0	1.0
theta[375,1]	-0.27	0.0044	0.3	-0.79	-0.26	0.2	4839.0	11.0	1.0
theta[376,1]	1.2	0.0037	0.27	0.77	1.2	1.7	5178.0	11.0	1.0
theta[377,1]	0.14	0.0038	0.27	-0.32	0.14	0.58	4913.0	11.0	1.0
theta[378,1]	0.36	0.0037	0.26	-0.064	0.37	0.79	5077.0	11.0	1.0
theta[379,1]	1.8	0.0038	0.29	1.3	1.8	2.3	5776.0	13.0	1.0
theta[380,1]	0.23	0.0035	0.27	-0.22	0.24	0.67	5642.0	12.0	1.0
theta[381,1]	-1.1	0.0062	0.43	-1.9	-1.1	-0.48	4668.0	10.0	1.0
theta[382,1]	0.11	0.0038	0.27	-0.34	0.12	0.55	5107.0	11.0	1.0
