k1,k2,stat,lb,ub,pval
33,2,-0.002903,-0.006964,0.005314,0.25275
33,3,0.003951,-0.005955,0.005797,0.89525
33,4,0.002316,-0.003229,0.00354,0.89225
33,5,0.00087,-0.00728,0.006218,0.69025
33,6,0.002204,-0.005717,0.005705,0.74025
33,7,0.000799,-0.003006,0.003292,0.655
33,8,-0.001007,-0.006777,0.005137,0.44975
33,9,0.002273,-0.006951,0.006492,0.742
33,10,-0.003787,-0.006731,0.006565,0.14675
33,11,-0.00065,-0.003345,0.003607,0.3425
33,12,-0.000312,-0.003188,0.003233,0.40575
33,13,-0.000815,-0.00244,0.002587,0.26675
33,14,0.002112,-0.00758,0.00773,0.727
33,15,-0.000329,-0.003103,0.003232,0.394
33,16,0.000332,-0.003047,0.003122,0.59775
33,17,-5.8e-05,-0.002884,0.002758,0.498
33,18,-0.001737,-0.006033,0.004595,0.35925
