	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[289,1]	0.54	0.0035	0.28	0.079	0.54	1.0	6138.0	8.6	1.0
theta[290,1]	2.1	0.0042	0.33	1.6	2.1	2.7	6092.0	8.6	1.0
theta[291,1]	0.11	0.0032	0.3	-0.39	0.11	0.57	8619.0	12.0	1.0
theta[292,1]	-1.9	0.0064	0.54	-2.8	-1.8	-1.0	7231.0	10.0	1.0
theta[293,1]	-2.0	0.0074	0.61	-3.1	-2.0	-1.1	6738.0	9.5	1.0
theta[294,1]	-0.52	0.0039	0.34	-1.1	-0.51	0.014	7555.0	11.0	1.0
theta[295,1]	-1.7	0.0063	0.54	-2.7	-1.7	-0.91	7345.0	10.0	1.0
theta[296,1]	-1.2	0.0051	0.43	-1.9	-1.1	-0.5	7304.0	10.0	1.0
theta[297,1]	-0.57	0.0038	0.35	-1.2	-0.56	-0.027	8233.0	12.0	1.0
theta[298,1]	-0.61	0.0041	0.35	-1.2	-0.59	-0.076	7103.0	10.0	1.0
theta[299,1]	-2.0	0.0073	0.6	-3.1	-2.0	-1.1	6732.0	9.5	1.0
theta[300,1]	0.96	0.0037	0.3	0.47	0.95	1.5	6716.0	9.5	1.0
theta[301,1]	0.06	0.0031	0.28	-0.42	0.064	0.53	8275.0	12.0	1.0
theta[302,1]	1.1	0.003	0.28	0.66	1.1	1.6	8749.0	12.0	1.0
theta[303,1]	0.2	0.0032	0.28	-0.26	0.21	0.66	7738.0	11.0	1.0
theta[304,1]	0.76	0.0031	0.27	0.32	0.76	1.2	7384.0	10.0	1.0
theta[305,1]	-0.72	0.004	0.36	-1.3	-0.7	-0.16	7859.0	11.0	1.0
theta[306,1]	0.43	0.0032	0.28	-0.027	0.43	0.88	7701.0	11.0	1.0
theta[307,1]	-0.23	0.0035	0.3	-0.74	-0.22	0.24	7678.0	11.0	1.0
theta[308,1]	-0.34	0.0034	0.32	-0.9	-0.33	0.16	8666.0	12.0	1.0
theta[309,1]	-1.8	0.0061	0.54	-2.8	-1.8	-1.0	7718.0	11.0	1.0
theta[310,1]	0.27	0.0035	0.28	-0.2	0.26	0.74	6565.0	9.3	1.0
theta[311,1]	1.1	0.0034	0.28	0.6	1.1	1.5	7012.0	9.9	1.0
theta[312,1]	0.92	0.0034	0.29	0.44	0.91	1.4	7431.0	10.0	1.0
theta[313,1]	0.21	0.0033	0.27	-0.23	0.21	0.65	6562.0	9.2	1.0
theta[314,1]	1.3	0.0036	0.29	0.85	1.3	1.8	6565.0	9.3	1.0
theta[315,1]	-0.32	0.0036	0.32	-0.87	-0.32	0.18	8188.0	12.0	1.0
theta[316,1]	-0.54	0.0037	0.34	-1.1	-0.53	-0.0017	8773.0	12.0	1.0
theta[317,1]	0.11	0.0035	0.29	-0.37	0.11	0.58	7086.0	10.0	1.0
theta[318,1]	-0.094	0.0034	0.3	-0.58	-0.083	0.37	7504.0	11.0	1.0
theta[319,1]	1.0	0.0035	0.29	0.57	1.0	1.5	6617.0	9.3	1.0
theta[320,1]	-0.68	0.0045	0.37	-1.3	-0.66	-0.1	6717.0	9.5	1.0
theta[321,1]	1.1	0.0037	0.31	0.6	1.1	1.6	7067.0	10.0	1.0
theta[322,1]	0.41	0.003	0.28	-0.043	0.41	0.86	8419.0	12.0	1.0
theta[323,1]	-0.8	0.0043	0.38	-1.5	-0.78	-0.21	7772.0	11.0	1.0
theta[324,1]	-2.0	0.0067	0.59	-3.1	-2.0	-1.1	7583.0	11.0	1.0
theta[325,1]	0.12	0.0033	0.29	-0.36	0.13	0.59	7581.0	11.0	1.0
theta[326,1]	-0.41	0.0035	0.33	-0.99	-0.41	0.1	9225.0	13.0	1.0
theta[327,1]	1.0	0.0034	0.29	0.54	1.0	1.5	7209.0	10.0	1.0
theta[328,1]	-2.1	0.0074	0.62	-3.1	-2.0	-1.1	6910.0	9.7	1.0
theta[329,1]	1.4	0.0035	0.32	0.84	1.4	1.9	8193.0	12.0	1.0
theta[330,1]	0.58	0.0034	0.28	0.11	0.58	1.0	6805.0	9.6	1.0
theta[331,1]	0.01	0.003	0.28	-0.48	0.014	0.45	8641.0	12.0	1.0
theta[332,1]	-0.84	0.0043	0.4	-1.5	-0.82	-0.21	8767.0	12.0	1.0
theta[333,1]	0.45	0.0032	0.29	-0.028	0.45	0.93	8031.0	11.0	1.0
theta[334,1]	0.8	0.0033	0.29	0.31	0.8	1.3	7736.0	11.0	1.0
theta[335,1]	0.49	0.0031	0.27	0.039	0.49	0.93	7838.0	11.0	1.0
theta[336,1]	0.88	0.0032	0.28	0.42	0.88	1.3	7517.0	11.0	1.0
theta[337,1]	-0.21	0.0036	0.31	-0.73	-0.2	0.28	7409.0	10.0	1.0
theta[338,1]	0.51	0.0031	0.28	0.043	0.51	0.98	8421.0	12.0	1.0
theta[339,1]	0.22	0.0035	0.29	-0.27	0.22	0.7	7128.0	10.0	1.0
theta[340,1]	0.32	0.0032	0.28	-0.15	0.32	0.77	7594.0	11.0	1.0
theta[341,1]	1.6	0.0038	0.3	1.1	1.6	2.1	6441.0	9.1	1.0
theta[342,1]	0.18	0.0029	0.3	-0.31	0.19	0.66	10269.0	14.0	1.0
theta[343,1]	0.79	0.0038	0.29	0.3	0.78	1.3	6027.0	8.5	1.0
theta[344,1]	-0.4	0.0037	0.33	-0.95	-0.39	0.11	7642.0	11.0	1.0
theta[345,1]	0.9	0.0033	0.29	0.43	0.91	1.4	7788.0	11.0	1.0
theta[346,1]	-0.55	0.0041	0.33	-1.1	-0.53	-0.024	6434.0	9.1	1.0
theta[347,1]	-1.7	0.0068	0.55	-2.7	-1.7	-0.89	6516.0	9.2	1.0
theta[348,1]	-0.13	0.0033	0.3	-0.63	-0.12	0.35	8016.0	11.0	1.0
theta[349,1]	-1.2	0.0049	0.44	-1.9	-1.1	-0.51	7820.0	11.0	1.0
theta[350,1]	0.73	0.0034	0.27	0.28	0.73	1.2	6371.0	9.0	1.0
theta[351,1]	-0.016	0.0033	0.29	-0.51	-0.021	0.46	7732.0	11.0	1.0
theta[352,1]	-0.43	0.0041	0.32	-0.98	-0.42	0.054	5781.0	8.1	1.0
theta[353,1]	-1.4	0.0052	0.47	-2.2	-1.3	-0.66	8125.0	11.0	1.0
theta[354,1]	-0.68	0.004	0.37	-1.3	-0.66	-0.1	8549.0	12.0	1.0
theta[355,1]	-1.7	0.0061	0.53	-2.6	-1.7	-0.91	7402.0	10.0	1.0
theta[356,1]	-1.7	0.0064	0.55	-2.7	-1.7	-0.88	7382.0	10.0	1.0
theta[357,1]	-0.093	0.0039	0.3	-0.6	-0.085	0.4	6178.0	8.7	1.0
theta[358,1]	-0.13	0.0034	0.32	-0.67	-0.12	0.38	8795.0	12.0	1.0
theta[359,1]	0.58	0.0033	0.27	0.12	0.58	1.0	6913.0	9.7	1.0
theta[360,1]	1.1	0.0034	0.3	0.57	1.0	1.6	7647.0	11.0	1.0
theta[361,1]	0.25	0.0036	0.29	-0.25	0.26	0.71	6672.0	9.4	1.0
theta[362,1]	-1.0	0.0044	0.43	-1.8	-1.0	-0.38	9550.0	13.0	1.0
theta[363,1]	0.8	0.0031	0.29	0.32	0.8	1.3	9161.0	13.0	1.0
theta[364,1]	0.43	0.0032	0.3	-0.065	0.43	0.93	9113.0	13.0	1.0
theta[365,1]	-2.1	0.0073	0.6	-3.1	-2.0	-1.1	6621.0	9.3	1.0
theta[366,1]	0.34	0.0033	0.29	-0.14	0.33	0.81	7726.0	11.0	1.0
theta[367,1]	0.84	0.0035	0.28	0.39	0.84	1.3	6565.0	9.2	1.0
theta[368,1]	-0.61	0.0043	0.35	-1.2	-0.6	-0.059	6682.0	9.4	1.0
theta[369,1]	-2.1	0.0069	0.59	-3.1	-2.0	-1.2	7473.0	11.0	1.0
theta[370,1]	-0.64	0.0042	0.34	-1.2	-0.63	-0.089	6518.0	9.2	1.0
theta[371,1]	2.2	0.0037	0.33	1.7	2.2	2.8	7955.0	11.0	1.0
theta[372,1]	0.84	0.0034	0.29	0.36	0.84	1.3	6840.0	9.6	1.0
theta[373,1]	-0.59	0.0037	0.36	-1.2	-0.57	-0.027	9031.0	13.0	1.0
theta[374,1]	0.52	0.0031	0.28	0.063	0.51	0.99	8020.0	11.0	1.0
theta[375,1]	-0.19	0.0037	0.31	-0.72	-0.18	0.31	7113.0	10.0	1.0
theta[376,1]	1.4	0.0037	0.31	0.89	1.4	1.9	6936.0	9.8	1.0
theta[377,1]	0.16	0.0033	0.28	-0.33	0.17	0.62	7335.0	10.0	1.0
theta[378,1]	0.34	0.0031	0.28	-0.11	0.34	0.81	7899.0	11.0	1.0
theta[379,1]	1.7	0.0036	0.31	1.2	1.7	2.2	7359.0	10.0	1.0
theta[380,1]	0.36	0.0028	0.28	-0.1	0.37	0.81	9436.0	13.0	1.0
theta[381,1]	-1.1	0.0049	0.42	-1.8	-1.1	-0.45	7209.0	10.0	1.0
theta[382,1]	0.23	0.0032	0.28	-0.24	0.23	0.69	7985.0	11.0	1.0
theta[383,1]	0.32	0.0029	0.27	-0.13	0.32	0.76	8684.0	12.0	1.0
theta[384,1]	0.44	0.0031	0.27	-0.0088	0.43	0.89	7588.0	11.0	1.0
theta[385,1]	-0.65	0.0043	0.37	-1.3	-0.63	-0.078	7564.0	11.0	1.0
theta[386,1]	-0.00022	0.0033	0.3	-0.5	0.0085	0.47	7992.0	11.0	1.0
theta[387,1]	-1.5	0.0057	0.49	-2.4	-1.5	-0.75	7333.0	10.0	1.0
theta[388,1]	0.033	0.0031	0.29	-0.46	0.04	0.51	8816.0	12.0	1.0
theta[389,1]	-0.26	0.0036	0.31	-0.79	-0.25	0.25	7520.0	11.0	1.0
theta[390,1]	-0.66	0.0044	0.36	-1.3	-0.64	-0.11	6553.0	9.2	1.0
theta[391,1]	-0.54	0.0037	0.34	-1.1	-0.52	0.0024	8720.0	12.0	1.0
theta[392,1]	-0.22	0.0037	0.31	-0.74	-0.22	0.27	6693.0	9.4	1.0
theta[393,1]	-1.2	0.0051	0.44	-2.0	-1.2	-0.5	7462.0	11.0	1.0
theta[394,1]	0.37	0.0031	0.27	-0.076	0.38	0.83	7698.0	11.0	1.0
theta[395,1]	-1.4	0.0051	0.47	-2.2	-1.3	-0.63	8614.0	12.0	1.0
theta[396,1]	-1.8	0.0068	0.55	-2.8	-1.8	-0.95	6657.0	9.4	1.0
theta[397,1]	-0.63	0.0043	0.35	-1.2	-0.62	-0.087	6829.0	9.6	1.0
theta[398,1]	-0.53	0.004	0.35	-1.1	-0.52	0.017	7860.0	11.0	1.0
theta[399,1]	-1.0	0.0044	0.42	-1.8	-1.0	-0.39	9378.0	13.0	1.0
theta[400,1]	1.4	0.0035	0.3	0.93	1.4	1.9	7069.0	10.0	1.0
theta[401,1]	0.45	0.0035	0.3	-0.042	0.45	0.93	7155.0	10.0	1.0
theta[402,1]	0.98	0.0034	0.3	0.51	0.98	1.5	7807.0	11.0	1.0
theta[403,1]	0.24	0.0029	0.27	-0.22	0.24	0.68	8814.0	12.0	1.0
theta[404,1]	-1.1	0.0055	0.41	-1.8	-1.0	-0.42	5698.0	8.0	1.0
theta[405,1]	1.4	0.0038	0.31	0.9	1.4	1.9	6572.0	9.3	1.0
theta[406,1]	-2.0	0.0069	0.6	-3.1	-2.0	-1.1	7578.0	11.0	1.0
theta[407,1]	0.56	0.0032	0.28	0.12	0.56	1.0	7329.0	10.0	1.0
theta[408,1]	-1.3	0.0055	0.46	-2.1	-1.3	-0.6	6745.0	9.5	1.0
theta[409,1]	0.83	0.0031	0.29	0.35	0.83	1.3	8857.0	12.0	1.0
theta[410,1]	1.5	0.0032	0.29	1.0	1.5	2.0	8372.0	12.0	1.0
theta[411,1]	-1.0	0.0046	0.41	-1.7	-1.0	-0.4	7971.0	11.0	1.0
theta[412,1]	1.0	0.0036	0.3	0.57	1.0	1.5	6634.0	9.3	1.0
theta[413,1]	-1.1	0.0048	0.43	-1.9	-1.1	-0.49	7850.0	11.0	1.0
theta[414,1]	-0.69	0.0041	0.35	-1.3	-0.68	-0.13	7353.0	10.0	1.0
theta[415,1]	-1.8	0.0068	0.55	-2.7	-1.7	-0.91	6631.0	9.3	1.0
theta[416,1]	0.05	0.0036	0.29	-0.43	0.057	0.51	6617.0	9.3	1.0
theta[417,1]	-0.51	0.0037	0.34	-1.1	-0.49	0.036	8647.0	12.0	1.0
theta[418,1]	-1.1	0.0051	0.43	-1.9	-1.1	-0.44	7091.0	10.0	1.0
theta[419,1]	0.96	0.0031	0.28	0.48	0.96	1.4	8450.0	12.0	1.0
theta[420,1]	-2.0	0.0067	0.59	-3.1	-2.0	-1.1	7657.0	11.0	1.0
theta[421,1]	-0.32	0.0037	0.32	-0.85	-0.31	0.18	7394.0	10.0	1.0
theta[422,1]	0.47	0.0033	0.29	-0.011	0.47	0.95	8043.0	11.0	1.0
theta[423,1]	-1.2	0.0052	0.44	-2.0	-1.2	-0.51	7103.0	10.0	1.0
theta[424,1]	-0.17	0.0036	0.3	-0.69	-0.16	0.33	7232.0	10.0	1.0
theta[425,1]	-0.53	0.0041	0.35	-1.1	-0.52	0.012	7268.0	10.0	1.0
theta[426,1]	-0.35	0.0038	0.31	-0.86	-0.34	0.14	6538.0	9.2	1.0
theta[427,1]	-1.1	0.0047	0.41	-1.8	-1.0	-0.43	7535.0	11.0	1.0
theta[428,1]	-0.39	0.0037	0.33	-0.96	-0.37	0.13	8101.0	11.0	1.0
theta[429,1]	0.3	0.0034	0.29	-0.19	0.3	0.77	7208.0	10.0	1.0
theta[430,1]	0.4	0.0031	0.29	-0.082	0.39	0.88	9096.0	13.0	1.0
theta[431,1]	-0.4	0.0034	0.33	-0.95	-0.39	0.12	9258.0	13.0	1.0
theta[432,1]	0.48	0.0033	0.28	0.021	0.48	0.94	7150.0	10.0	1.0
theta[433,1]	-0.83	0.0052	0.36	-1.4	-0.82	-0.25	4675.0	6.6	1.0
theta[434,1]	-0.046	0.0032	0.3	-0.55	-0.038	0.43	8714.0	12.0	1.0
theta[435,1]	-1.5	0.0055	0.48	-2.3	-1.5	-0.77	7527.0	11.0	1.0
theta[436,1]	-1.3	0.0052	0.44	-2.0	-1.2	-0.58	7138.0	10.0	1.0
theta[437,1]	-1.8	0.0061	0.53	-2.7	-1.7	-0.95	7638.0	11.0	1.0
theta[438,1]	-0.15	0.0034	0.3	-0.66	-0.14	0.33	7775.0	11.0	1.0
theta[439,1]	-1.2	0.0056	0.45	-1.9	-1.1	-0.47	6447.0	9.1	1.0
theta[440,1]	1.3	0.0036	0.3	0.8	1.3	1.8	6730.0	9.5	1.0
theta[441,1]	-0.063	0.0032	0.3	-0.57	-0.057	0.42	8944.0	13.0	1.0
theta[442,1]	-0.98	0.0046	0.4	-1.7	-0.96	-0.35	7765.0	11.0	1.0
theta[443,1]	-0.9	0.0042	0.39	-1.6	-0.88	-0.3	8824.0	12.0	1.0
theta[444,1]	0.33	0.0033	0.29	-0.14	0.33	0.81	8026.0	11.0	1.0
theta[445,1]	0.36	0.003	0.27	-0.1	0.36	0.81	8550.0	12.0	1.0
theta[446,1]	-1.1	0.0048	0.41	-1.8	-1.0	-0.42	7355.0	10.0	1.0
theta[447,1]	-0.71	0.0042	0.38	-1.4	-0.69	-0.12	8127.0	11.0	1.0
theta[448,1]	-0.91	0.0043	0.39	-1.6	-0.89	-0.31	8177.0	12.0	1.0
theta[449,1]	-0.74	0.0047	0.36	-1.4	-0.73	-0.18	6042.0	8.5	1.0
theta[450,1]	1.1	0.0033	0.3	0.61	1.1	1.6	7790.0	11.0	1.0
theta[451,1]	1.3	0.0037	0.3	0.83	1.3	1.8	6463.0	9.1	1.0
theta[452,1]	1.3	0.0035	0.29	0.8	1.3	1.8	6596.0	9.3	1.0
theta[453,1]	0.16	0.0034	0.28	-0.29	0.17	0.6	6600.0	9.3	1.0
theta[454,1]	0.17	0.0032	0.29	-0.31	0.17	0.64	7891.0	11.0	1.0
theta[455,1]	1.4	0.0036	0.32	0.9	1.4	2.0	7794.0	11.0	1.0
theta[456,1]	-0.33	0.0033	0.31	-0.87	-0.32	0.17	8811.0	12.0	1.0
theta[457,1]	-0.08	0.0032	0.3	-0.58	-0.071	0.41	8884.0	13.0	1.0
theta[458,1]	0.38	0.0033	0.29	-0.09	0.37	0.84	7318.0	10.0	1.0
theta[459,1]	0.3	0.0031	0.28	-0.15	0.31	0.76	7993.0	11.0	1.0
theta[460,1]	0.41	0.0033	0.28	-0.034	0.41	0.88	7297.0	10.0	1.0
theta[461,1]	1.1	0.0033	0.29	0.62	1.1	1.6	7959.0	11.0	1.0
theta[462,1]	-0.46	0.0034	0.34	-1.0	-0.45	0.063	9679.0	14.0	1.0
theta[463,1]	0.32	0.003	0.28	-0.14	0.32	0.78	8794.0	12.0	1.0
theta[464,1]	-0.73	0.0043	0.39	-1.4	-0.71	-0.14	8279.0	12.0	1.0
theta[465,1]	0.65	0.0032	0.28	0.2	0.65	1.1	7527.0	11.0	1.0
theta[466,1]	0.047	0.0032	0.28	-0.43	0.055	0.5	7984.0	11.0	1.0
theta[467,1]	1.4	0.0038	0.31	0.91	1.4	1.9	6691.0	9.4	1.0
theta[468,1]	-0.63	0.0041	0.36	-1.3	-0.61	-0.078	7616.0	11.0	1.0
theta[469,1]	-0.51	0.0037	0.34	-1.1	-0.49	0.042	8686.0	12.0	1.0
theta[470,1]	-0.16	0.0034	0.3	-0.68	-0.15	0.31	7919.0	11.0	1.0
theta[471,1]	-1.7	0.0064	0.54	-2.6	-1.7	-0.88	7080.0	10.0	1.0
theta[472,1]	-0.5	0.0042	0.34	-1.1	-0.48	0.036	6600.0	9.3	1.0
theta[473,1]	-0.2	0.0034	0.31	-0.71	-0.18	0.29	8187.0	12.0	1.0
theta[474,1]	-0.44	0.0034	0.32	-1.0	-0.43	0.071	9089.0	13.0	1.0
theta[475,1]	0.52	0.0033	0.28	0.047	0.52	0.98	7316.0	10.0	1.0
theta[476,1]	-0.7	0.0041	0.37	-1.4	-0.68	-0.11	8175.0	12.0	1.0
theta[477,1]	-0.087	0.0033	0.3	-0.59	-0.088	0.4	8008.0	11.0	1.0
theta[478,1]	0.77	0.0032	0.28	0.32	0.76	1.2	7297.0	10.0	1.0
theta[479,1]	0.27	0.0032	0.28	-0.21	0.27	0.72	7683.0	11.0	1.0
theta[480,1]	-1.2	0.0051	0.45	-2.0	-1.2	-0.54	7787.0	11.0	1.0
theta[481,1]	-1.7	0.007	0.57	-2.8	-1.7	-0.87	6599.0	9.3	1.0
theta[482,1]	0.65	0.0034	0.28	0.2	0.65	1.1	6583.0	9.3	1.0
theta[483,1]	0.23	0.003	0.28	-0.24	0.24	0.69	8677.0	12.0	1.0
theta[484,1]	-1.5	0.0057	0.5	-2.3	-1.4	-0.67	7922.0	11.0	1.0
theta[485,1]	-1.7	0.0067	0.52	-2.6	-1.7	-0.91	6090.0	8.6	1.0
theta[486,1]	1.3	0.0034	0.3	0.77	1.3	1.8	7658.0	11.0	1.0
theta[487,1]	-0.51	0.0037	0.34	-1.1	-0.5	0.019	8436.0	12.0	1.0
theta[488,1]	0.81	0.0034	0.28	0.37	0.81	1.3	6582.0	9.3	1.0
theta[489,1]	0.61	0.0032	0.29	0.13	0.61	1.1	8448.0	12.0	1.0
theta[490,1]	-0.93	0.0046	0.4	-1.6	-0.92	-0.31	7619.0	11.0	1.0
theta[491,1]	0.73	0.0034	0.28	0.27	0.73	1.2	6917.0	9.7	1.0
theta[492,1]	-0.22	0.0038	0.3	-0.73	-0.21	0.27	6527.0	9.2	1.0
theta[493,1]	-1.8	0.006	0.55	-2.7	-1.8	-0.97	8417.0	12.0	1.0
theta[494,1]	1.4	0.0038	0.3	0.92	1.4	1.9	6139.0	8.6	1.0
theta[495,1]	-1.7	0.0064	0.52	-2.6	-1.7	-0.92	6689.0	9.4	1.0
theta[496,1]	-1.5	0.0057	0.49	-2.4	-1.5	-0.8	7462.0	11.0	1.0
theta[497,1]	0.052	0.0034	0.29	-0.42	0.053	0.53	7226.0	10.0	1.0
theta[498,1]	0.95	0.0034	0.29	0.48	0.95	1.4	7238.0	10.0	1.0
theta[499,1]	-0.25	0.0034	0.31	-0.8	-0.24	0.24	8630.0	12.0	1.0
theta[500,1]	0.45	0.0034	0.28	-0.02	0.45	0.91	6909.0	9.7	1.0
theta[501,1]	-0.018	0.0033	0.29	-0.51	-0.0097	0.45	7590.0	11.0	1.0
theta[502,1]	-0.7	0.0047	0.38	-1.4	-0.69	-0.12	6687.0	9.4	1.0
theta[503,1]	-1.2	0.0054	0.46	-2.0	-1.2	-0.52	7038.0	9.9	1.0
theta[504,1]	-0.7	0.0038	0.37	-1.3	-0.68	-0.12	9357.0	13.0	1.0
theta[505,1]	-1.8	0.0062	0.55	-2.7	-1.7	-0.9	7881.0	11.0	1.0
theta[506,1]	-0.7	0.0046	0.38	-1.3	-0.68	-0.13	6832.0	9.6	1.0
theta[507,1]	-0.11	0.0034	0.29	-0.6	-0.11	0.35	7447.0	10.0	1.0
theta[508,1]	0.75	0.0031	0.27	0.32	0.75	1.2	7424.0	10.0	1.0
theta[509,1]	-0.3	0.0033	0.32	-0.84	-0.29	0.21	9290.0	13.0	1.0
theta[510,1]	0.58	0.0031	0.28	0.11	0.57	1.0	8292.0	12.0	1.0
theta[511,1]	0.65	0.0033	0.28	0.18	0.65	1.1	7544.0	11.0	1.0
theta[512,1]	0.67	0.0033	0.28	0.21	0.66	1.1	6955.0	9.8	1.0
theta[513,1]	-0.12	0.0034	0.3	-0.63	-0.12	0.34	7786.0	11.0	1.0
theta[514,1]	0.75	0.0034	0.28	0.29	0.75	1.2	6556.0	9.2	1.0
theta[515,1]	0.95	0.0033	0.29	0.47	0.95	1.4	7700.0	11.0	1.0
theta[516,1]	-0.7	0.0043	0.37	-1.3	-0.68	-0.12	7412.0	10.0	1.0
theta[517,1]	1.4	0.0038	0.31	0.94	1.4	1.9	6670.0	9.4	1.0
theta[518,1]	-0.51	0.004	0.34	-1.1	-0.49	0.022	6982.0	9.8	1.0
theta[519,1]	0.54	0.003	0.28	0.085	0.54	1.0	8874.0	13.0	1.0
theta[520,1]	0.36	0.0031	0.27	-0.096	0.36	0.8	7861.0	11.0	1.0
theta[521,1]	0.51	0.0032	0.27	0.065	0.5	0.95	7280.0	10.0	1.0
theta[522,1]	-0.18	0.0038	0.31	-0.72	-0.17	0.31	7017.0	9.9	1.0
theta[523,1]	0.36	0.0031	0.27	-0.087	0.36	0.81	7890.0	11.0	1.0
theta[524,1]	-1.2	0.005	0.45	-2.0	-1.2	-0.51	8357.0	12.0	1.0
theta[525,1]	-0.54	0.0039	0.35	-1.1	-0.52	0.00043	7824.0	11.0	1.0
theta[526,1]	1.8	0.0039	0.32	1.3	1.8	2.4	6961.0	9.8	1.0
theta[527,1]	-1.5	0.006	0.49	-2.3	-1.5	-0.75	6632.0	9.3	1.0
theta[528,1]	0.8	0.0036	0.3	0.31	0.8	1.3	6687.0	9.4	1.0
theta[529,1]	-0.47	0.0041	0.32	-1.0	-0.45	0.042	6164.0	8.7	1.0
theta[530,1]	1.5	0.0037	0.32	0.95	1.5	2.0	7439.0	10.0	1.0
theta[531,1]	-0.065	0.0034	0.29	-0.56	-0.056	0.4	7414.0	10.0	1.0
theta[532,1]	-2.0	0.0066	0.6	-3.1	-2.0	-1.1	8463.0	12.0	1.0
theta[533,1]	0.015	0.0032	0.3	-0.47	0.019	0.49	8795.0	12.0	1.0
theta[534,1]	-0.22	0.0034	0.32	-0.76	-0.2	0.29	8551.0	12.0	1.0
theta[535,1]	-0.46	0.0036	0.33	-1.0	-0.45	0.07	8645.0	12.0	1.0
theta[536,1]	0.069	0.0032	0.29	-0.42	0.07	0.56	8395.0	12.0	1.0
theta[537,1]	0.58	0.0034	0.28	0.13	0.58	1.1	6774.0	9.5	1.0
theta[538,1]	0.29	0.0033	0.28	-0.17	0.3	0.75	6877.0	9.7	1.0
theta[539,1]	0.36	0.0031	0.29	-0.12	0.35	0.83	8464.0	12.0	1.0
theta[540,1]	0.087	0.0035	0.28	-0.38	0.086	0.55	6704.0	9.4	1.0
theta[541,1]	0.1	0.0032	0.29	-0.38	0.11	0.57	8104.0	11.0	1.0
theta[542,1]	-1.1	0.0054	0.41	-1.8	-1.1	-0.46	5888.0	8.3	1.0
theta[543,1]	-0.41	0.0037	0.32	-0.95	-0.39	0.1	7524.0	11.0	1.0
theta[544,1]	-0.77	0.0045	0.38	-1.4	-0.75	-0.18	7081.0	10.0	1.0
theta[545,1]	-0.66	0.0039	0.35	-1.3	-0.64	-0.11	7866.0	11.0	1.0
theta[546,1]	0.18	0.003	0.29	-0.3	0.18	0.64	9127.0	13.0	1.0
theta[547,1]	-0.18	0.0036	0.31	-0.71	-0.17	0.31	7553.0	11.0	1.0
theta[548,1]	0.014	0.0032	0.29	-0.47	0.025	0.47	8472.0	12.0	1.0
theta[549,1]	0.015	0.0028	0.29	-0.46	0.025	0.48	10507.0	15.0	1.0
theta[550,1]	-0.67	0.0045	0.37	-1.3	-0.65	-0.086	6820.0	9.6	1.0
theta[551,1]	0.27	0.0032	0.29	-0.21	0.27	0.73	7938.0	11.0	1.0
theta[552,1]	0.61	0.003	0.27	0.16	0.61	1.1	7938.0	11.0	1.0
theta[553,1]	-0.7	0.0041	0.37	-1.3	-0.68	-0.12	8142.0	11.0	1.0
theta[554,1]	1.5	0.0036	0.32	0.99	1.5	2.0	7804.0	11.0	1.0
theta[555,1]	-0.68	0.0041	0.36	-1.3	-0.66	-0.13	7879.0	11.0	1.0
theta[556,1]	-0.0061	0.0034	0.29	-0.48	0.003	0.46	7155.0	10.0	1.0
theta[557,1]	0.29	0.0031	0.28	-0.17	0.29	0.76	7798.0	11.0	1.0
theta[558,1]	0.16	0.0036	0.28	-0.3	0.17	0.62	6131.0	8.6	1.0
theta[559,1]	-1.8	0.0064	0.55	-2.8	-1.8	-0.99	7367.0	10.0	1.0
theta[560,1]	0.47	0.0033	0.29	0.0058	0.47	0.94	7727.0	11.0	1.0
theta[561,1]	-1.8	0.0071	0.57	-2.8	-1.8	-0.97	6518.0	9.2	1.0
theta[562,1]	-0.75	0.0043	0.38	-1.4	-0.73	-0.17	7597.0	11.0	1.0
theta[563,1]	0.017	0.0032	0.3	-0.5	0.024	0.49	8892.0	13.0	1.0
theta[564,1]	-0.89	0.0047	0.41	-1.6	-0.87	-0.26	7408.0	10.0	1.0
theta[565,1]	-0.67	0.0041	0.34	-1.3	-0.66	-0.12	6934.0	9.8	1.0
theta[566,1]	-1.5	0.0062	0.48	-2.4	-1.5	-0.76	5997.0	8.4	1.0
theta[567,1]	-1.8	0.0076	0.55	-2.8	-1.8	-1.0	5388.0	7.6	1.0
theta[568,1]	0.029	0.0032	0.29	-0.45	0.032	0.5	8457.0	12.0	1.0
theta[569,1]	-0.2	0.0035	0.31	-0.71	-0.19	0.29	7523.0	11.0	1.0
theta[570,1]	-0.39	0.0033	0.31	-0.93	-0.38	0.11	9066.0	13.0	1.0
theta[571,1]	0.49	0.0032	0.27	0.036	0.49	0.94	7260.0	10.0	1.0
theta[572,1]	-0.25	0.0035	0.32	-0.81	-0.24	0.25	8496.0	12.0	1.0
theta[573,1]	-1.0	0.0049	0.42	-1.7	-0.99	-0.37	7241.0	10.0	1.0
theta[574,1]	-1.0	0.0048	0.42	-1.8	-0.99	-0.38	7622.0	11.0	1.0
theta[575,1]	-0.11	0.0034	0.3	-0.62	-0.1	0.38	8197.0	12.0	1.0
theta[576,1]	0.84	0.0032	0.28	0.39	0.84	1.3	7596.0	11.0	1.0
theta[577,1]	0.64	0.0033	0.29	0.16	0.64	1.1	8096.0	11.0	1.0
theta[578,1]	-1.5	0.0059	0.49	-2.4	-1.5	-0.75	6944.0	9.8	1.0
