	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[72,1]	-0.2	0.0037	0.31	-0.72	-0.19	0.3	6825.0	9.6	1.0
theta[73,1]	-0.13	0.0033	0.31	-0.64	-0.13	0.36	8440.0	12.0	1.0
theta[74,1]	-0.99	0.0049	0.41	-1.7	-0.97	-0.37	6994.0	9.9	1.0
theta[75,1]	-1.7	0.0065	0.55	-2.7	-1.7	-0.92	7093.0	10.0	1.0
theta[76,1]	0.15	0.0034	0.29	-0.34	0.15	0.62	7126.0	10.0	1.0
theta[77,1]	0.86	0.0035	0.28	0.39	0.86	1.3	6665.0	9.4	1.0
theta[78,1]	-1.1	0.0052	0.43	-1.9	-1.1	-0.45	6886.0	9.7	1.0
theta[79,1]	-0.95	0.0048	0.39	-1.6	-0.93	-0.35	6872.0	9.7	1.0
theta[80,1]	-0.43	0.0038	0.33	-1.0	-0.41	0.097	7559.0	11.0	1.0
theta[81,1]	1.9	0.004	0.35	1.3	1.9	2.5	7526.0	11.0	1.0
theta[82,1]	-1.2	0.0053	0.46	-2.0	-1.2	-0.52	7726.0	11.0	1.0
theta[83,1]	-0.66	0.0044	0.37	-1.3	-0.63	-0.076	7245.0	10.0	1.0
theta[84,1]	0.49	0.0033	0.27	0.045	0.49	0.93	6549.0	9.2	1.0
theta[85,1]	0.33	0.003	0.27	-0.12	0.34	0.78	8437.0	12.0	1.0
theta[86,1]	0.51	0.0029	0.27	0.051	0.5	0.96	8649.0	12.0	1.0
theta[87,1]	-1.8	0.0064	0.55	-2.7	-1.7	-0.91	7618.0	11.0	1.0
theta[88,1]	0.17	0.0029	0.27	-0.29	0.17	0.61	9283.0	13.0	1.0
theta[89,1]	0.084	0.0032	0.28	-0.39	0.089	0.53	7720.0	11.0	1.0
theta[90,1]	0.13	0.0031	0.29	-0.36	0.13	0.59	8832.0	12.0	1.0
theta[91,1]	1.4	0.0043	0.33	0.88	1.4	2.0	5753.0	8.1	1.0
theta[92,1]	0.8	0.0034	0.29	0.33	0.81	1.3	7088.0	10.0	1.0
theta[93,1]	2.1	0.0039	0.32	1.6	2.1	2.7	6902.0	9.7	1.0
theta[94,1]	0.097	0.0033	0.28	-0.38	0.1	0.56	7549.0	11.0	1.0
theta[95,1]	-0.99	0.0048	0.41	-1.7	-0.96	-0.37	7491.0	11.0	1.0
theta[96,1]	-1.5	0.0062	0.49	-2.3	-1.4	-0.71	6263.0	8.8	1.0
theta[97,1]	0.58	0.0036	0.28	0.13	0.57	1.0	6005.0	8.5	1.0
theta[98,1]	-0.73	0.0047	0.38	-1.4	-0.71	-0.14	6586.0	9.3	1.0
theta[99,1]	0.08	0.0034	0.3	-0.42	0.081	0.55	7449.0	10.0	1.0
theta[100,1]	-0.95	0.0049	0.41	-1.7	-0.94	-0.31	6983.0	9.8	1.0
theta[101,1]	-0.7	0.0043	0.38	-1.4	-0.68	-0.11	7913.0	11.0	1.0
theta[102,1]	0.33	0.0031	0.28	-0.14	0.33	0.78	8260.0	12.0	1.0
theta[103,1]	0.64	0.0031	0.28	0.18	0.64	1.1	7873.0	11.0	1.0
theta[104,1]	0.97	0.0033	0.29	0.49	0.96	1.5	7999.0	11.0	1.0
theta[105,1]	0.17	0.0031	0.28	-0.29	0.17	0.63	8311.0	12.0	1.0
theta[106,1]	-0.068	0.0038	0.31	-0.57	-0.061	0.42	6550.0	9.2	1.0
theta[107,1]	0.093	0.0033	0.28	-0.38	0.1	0.55	7114.0	10.0	1.0
theta[108,1]	-0.81	0.0043	0.38	-1.5	-0.79	-0.21	7980.0	11.0	1.0
theta[109,1]	0.23	0.0031	0.28	-0.23	0.22	0.68	8122.0	11.0	1.0
theta[110,1]	-1.2	0.0055	0.44	-2.0	-1.2	-0.55	6358.0	9.0	1.0
theta[111,1]	-1.0	0.0045	0.41	-1.7	-1.0	-0.41	8330.0	12.0	1.0
theta[112,1]	-0.53	0.0037	0.33	-1.1	-0.52	-0.0015	8133.0	11.0	1.0
theta[113,1]	-0.051	0.0033	0.29	-0.54	-0.047	0.43	7803.0	11.0	1.0
theta[114,1]	-0.48	0.004	0.33	-1.0	-0.46	0.037	6797.0	9.6	1.0
theta[115,1]	-0.73	0.0045	0.37	-1.4	-0.72	-0.15	6955.0	9.8	1.0
theta[116,1]	0.15	0.0033	0.28	-0.32	0.16	0.6	7580.0	11.0	1.0
theta[117,1]	-1.1	0.0046	0.43	-1.9	-1.1	-0.48	8659.0	12.0	1.0
theta[118,1]	-0.47	0.0043	0.33	-1.0	-0.46	0.039	5654.0	8.0	1.0
theta[119,1]	-0.055	0.0034	0.28	-0.53	-0.048	0.4	7235.0	10.0	1.0
theta[120,1]	-1.0	0.0047	0.42	-1.8	-1.0	-0.4	8045.0	11.0	1.0
theta[121,1]	-0.68	0.0042	0.35	-1.3	-0.66	-0.12	6832.0	9.6	1.0
theta[122,1]	-1.0	0.0048	0.41	-1.7	-1.0	-0.41	7125.0	10.0	1.0
theta[123,1]	-0.23	0.0035	0.3	-0.74	-0.22	0.26	7447.0	10.0	1.0
theta[124,1]	0.61	0.0032	0.28	0.15	0.61	1.1	7709.0	11.0	1.0
theta[125,1]	1.1	0.0035	0.3	0.66	1.1	1.6	7315.0	10.0	1.0
theta[126,1]	-0.19	0.0034	0.3	-0.71	-0.19	0.28	7788.0	11.0	1.0
theta[127,1]	-1.7	0.0061	0.54	-2.6	-1.6	-0.85	7767.0	11.0	1.0
theta[128,1]	0.0087	0.0037	0.3	-0.5	0.019	0.48	6359.0	9.0	1.0
theta[129,1]	0.089	0.003	0.28	-0.38	0.096	0.55	9003.0	13.0	1.0
theta[130,1]	-1.2	0.0055	0.44	-2.0	-1.1	-0.49	6494.0	9.2	1.0
theta[131,1]	1.6	0.0035	0.32	1.1	1.6	2.1	8169.0	12.0	1.0
theta[132,1]	-0.018	0.0031	0.3	-0.52	-0.011	0.47	9327.0	13.0	1.0
theta[133,1]	1.1	0.003	0.28	0.66	1.1	1.6	8755.0	12.0	1.0
theta[134,1]	-1.4	0.0053	0.48	-2.2	-1.3	-0.67	8086.0	11.0	1.0
theta[135,1]	-0.7	0.0042	0.37	-1.3	-0.68	-0.12	7944.0	11.0	1.0
theta[136,1]	-1.7	0.0057	0.54	-2.6	-1.6	-0.84	9061.0	13.0	1.0
theta[137,1]	-0.8	0.0045	0.37	-1.5	-0.78	-0.23	6847.0	9.6	1.0
theta[138,1]	-0.38	0.0034	0.32	-0.9	-0.37	0.12	8408.0	12.0	1.0
theta[139,1]	0.38	0.0031	0.27	-0.066	0.37	0.82	7572.0	11.0	1.0
theta[140,1]	-0.98	0.0048	0.41	-1.7	-0.96	-0.35	7290.0	10.0	1.0
theta[141,1]	-1.7	0.0059	0.52	-2.6	-1.6	-0.85	7866.0	11.0	1.0
theta[142,1]	0.92	0.0031	0.29	0.46	0.92	1.4	8606.0	12.0	1.0
theta[143,1]	0.58	0.003	0.27	0.13	0.58	1.0	8255.0	12.0	1.0
theta[144,1]	-0.24	0.0037	0.3	-0.73	-0.23	0.24	6525.0	9.2	1.0
theta[145,1]	-2.0	0.0063	0.58	-3.1	-2.0	-1.1	8508.0	12.0	1.0
theta[146,1]	0.83	0.0033	0.29	0.35	0.82	1.3	7847.0	11.0	1.0
theta[147,1]	-0.61	0.0043	0.34	-1.2	-0.6	-0.075	6215.0	8.8	1.0
theta[148,1]	0.12	0.0033	0.29	-0.36	0.13	0.58	7513.0	11.0	1.0
theta[149,1]	0.78	0.0033	0.28	0.31	0.78	1.2	7328.0	10.0	1.0
theta[150,1]	-1.7	0.006	0.54	-2.7	-1.7	-0.92	8053.0	11.0	1.0
theta[151,1]	-0.72	0.0038	0.36	-1.4	-0.7	-0.15	8996.0	13.0	1.0
theta[152,1]	-1.0	0.0048	0.41	-1.7	-1.0	-0.4	7152.0	10.0	1.0
theta[153,1]	-0.51	0.0038	0.35	-1.1	-0.49	0.044	8252.0	12.0	1.0
theta[154,1]	-1.7	0.0061	0.53	-2.7	-1.7	-0.94	7678.0	11.0	1.0
theta[155,1]	-1.8	0.007	0.55	-2.8	-1.8	-1.0	6224.0	8.8	1.0
theta[156,1]	-0.84	0.0044	0.39	-1.5	-0.83	-0.24	7779.0	11.0	1.0
theta[157,1]	0.51	0.0036	0.28	0.047	0.51	0.96	6223.0	8.8	1.0
theta[158,1]	0.17	0.003	0.28	-0.29	0.18	0.64	8845.0	12.0	1.0
theta[159,1]	0.28	0.003	0.27	-0.18	0.28	0.71	8025.0	11.0	1.0
theta[160,1]	0.15	0.003	0.28	-0.31	0.15	0.6	8551.0	12.0	1.0
theta[161,1]	0.7	0.003	0.28	0.24	0.7	1.2	8640.0	12.0	1.0
theta[162,1]	-0.42	0.0038	0.32	-0.97	-0.41	0.076	7189.0	10.0	1.0
theta[163,1]	0.84	0.0034	0.28	0.39	0.84	1.3	6792.0	9.6	1.0
theta[164,1]	0.5	0.0032	0.28	0.035	0.5	0.97	7553.0	11.0	1.0
theta[165,1]	-2.1	0.0077	0.61	-3.1	-2.0	-1.1	6261.0	8.8	1.0
theta[166,1]	0.55	0.0034	0.28	0.1	0.55	1.0	6677.0	9.4	1.0
theta[167,1]	0.2	0.0033	0.29	-0.28	0.21	0.67	7735.0	11.0	1.0
theta[168,1]	-1.5	0.0056	0.5	-2.4	-1.5	-0.78	7907.0	11.0	1.0
theta[169,1]	-1.1	0.005	0.42	-1.8	-1.0	-0.42	6953.0	9.8	1.0
theta[170,1]	-2.0	0.0068	0.59	-3.1	-2.0	-1.1	7431.0	10.0	1.0
theta[171,1]	-1.8	0.0067	0.56	-2.8	-1.8	-0.97	7115.0	10.0	1.0
theta[172,1]	-0.068	0.0033	0.29	-0.57	-0.058	0.4	7987.0	11.0	1.0
theta[173,1]	0.33	0.003	0.27	-0.13	0.33	0.77	8071.0	11.0	1.0
theta[174,1]	1.3	0.0035	0.3	0.77	1.3	1.8	7276.0	10.0	1.0
theta[175,1]	0.12	0.0035	0.29	-0.36	0.13	0.6	7100.0	10.0	1.0
theta[176,1]	-0.53	0.0041	0.34	-1.1	-0.51	0.016	7040.0	9.9	1.0
theta[177,1]	1.0	0.0032	0.3	0.53	1.0	1.5	8392.0	12.0	1.0
theta[178,1]	0.089	0.0034	0.29	-0.39	0.092	0.56	7051.0	9.9	1.0
theta[179,1]	0.87	0.0034	0.28	0.41	0.87	1.3	7096.0	10.0	1.0
theta[180,1]	-0.33	0.0038	0.33	-0.9	-0.32	0.19	7413.0	10.0	1.0
theta[181,1]	0.054	0.0034	0.29	-0.43	0.061	0.52	7019.0	9.9	1.0
theta[182,1]	-0.66	0.0036	0.35	-1.3	-0.64	-0.1	9654.0	14.0	1.0
theta[183,1]	1.4	0.0037	0.33	0.87	1.4	1.9	7699.0	11.0	1.0
theta[184,1]	-0.25	0.0035	0.31	-0.77	-0.24	0.24	7777.0	11.0	1.0
theta[185,1]	0.93	0.0033	0.29	0.46	0.93	1.4	7788.0	11.0	1.0
theta[186,1]	0.094	0.0032	0.29	-0.38	0.1	0.55	8270.0	12.0	1.0
theta[187,1]	0.87	0.0034	0.29	0.39	0.88	1.3	7085.0	10.0	1.0
theta[188,1]	-1.8	0.0065	0.55	-2.7	-1.7	-0.92	7023.0	9.9	1.0
theta[189,1]	-1.2	0.0052	0.44	-1.9	-1.2	-0.49	7271.0	10.0	1.0
theta[190,1]	0.35	0.0032	0.29	-0.13	0.35	0.82	7842.0	11.0	1.0
theta[191,1]	-0.54	0.0042	0.33	-1.1	-0.53	-0.023	6057.0	8.5	1.0
theta[192,1]	-0.6	0.0045	0.35	-1.2	-0.58	-0.06	6256.0	8.8	1.0
theta[193,1]	-1.1	0.0053	0.45	-1.9	-1.1	-0.42	7046.0	9.9	1.0
theta[194,1]	-0.14	0.0034	0.3	-0.64	-0.15	0.34	7780.0	11.0	1.0
theta[195,1]	-0.53	0.0043	0.33	-1.1	-0.52	0.0023	5960.0	8.4	1.0
theta[196,1]	-2.1	0.0069	0.61	-3.1	-2.0	-1.2	7618.0	11.0	1.0
theta[197,1]	-0.26	0.0033	0.31	-0.78	-0.25	0.23	9074.0	13.0	1.0
theta[198,1]	0.62	0.0032	0.28	0.15	0.62	1.1	7725.0	11.0	1.0
theta[199,1]	-0.81	0.0042	0.38	-1.4	-0.79	-0.2	8064.0	11.0	1.0
theta[200,1]	0.11	0.0033	0.29	-0.39	0.11	0.58	7484.0	11.0	1.0
theta[201,1]	-1.8	0.0067	0.57	-2.8	-1.8	-0.94	7089.0	10.0	1.0
theta[202,1]	-0.011	0.0034	0.29	-0.5	-0.009	0.45	7339.0	10.0	1.0
theta[203,1]	-0.078	0.0033	0.29	-0.57	-0.072	0.39	7697.0	11.0	1.0
theta[204,1]	0.83	0.0031	0.29	0.37	0.83	1.3	8473.0	12.0	1.0
theta[205,1]	-0.79	0.0042	0.38	-1.4	-0.77	-0.21	8165.0	12.0	1.0
theta[206,1]	0.66	0.0034	0.28	0.21	0.66	1.1	6567.0	9.3	1.0
theta[207,1]	0.36	0.0032	0.29	-0.12	0.36	0.82	7745.0	11.0	1.0
theta[208,1]	-0.25	0.0037	0.31	-0.77	-0.24	0.24	6886.0	9.7	1.0
theta[209,1]	-1.4	0.0056	0.49	-2.3	-1.4	-0.68	7632.0	11.0	1.0
theta[210,1]	-0.23	0.0034	0.31	-0.75	-0.22	0.26	8033.0	11.0	1.0
theta[211,1]	-1.4	0.0055	0.47	-2.2	-1.4	-0.68	7306.0	10.0	1.0
theta[212,1]	0.67	0.0034	0.28	0.2	0.67	1.1	6756.0	9.5	1.0
theta[213,1]	0.072	0.0031	0.29	-0.42	0.076	0.54	8495.0	12.0	1.0
theta[214,1]	0.91	0.0033	0.29	0.43	0.91	1.4	7889.0	11.0	1.0
theta[215,1]	-0.23	0.0037	0.32	-0.78	-0.22	0.28	7855.0	11.0	1.0
theta[216,1]	0.28	0.003	0.28	-0.19	0.29	0.75	8792.0	12.0	1.0
theta[217,1]	1.1	0.0033	0.29	0.58	1.1	1.6	7863.0	11.0	1.0
theta[218,1]	0.35	0.0036	0.29	-0.12	0.35	0.82	6476.0	9.1	1.0
theta[219,1]	0.076	0.0034	0.3	-0.41	0.08	0.56	7646.0	11.0	1.0
theta[220,1]	-0.24	0.0034	0.31	-0.77	-0.23	0.25	8458.0	12.0	1.0
theta[221,1]	0.6	0.0032	0.28	0.14	0.6	1.1	7719.0	11.0	1.0
theta[222,1]	-1.5	0.006	0.5	-2.4	-1.5	-0.77	7016.0	9.9	1.0
theta[223,1]	-0.42	0.0037	0.33	-0.98	-0.41	0.11	8052.0	11.0	1.0
theta[224,1]	0.24	0.0032	0.29	-0.23	0.24	0.71	8147.0	11.0	1.0
theta[225,1]	-1.1	0.0049	0.43	-1.8	-1.0	-0.41	7758.0	11.0	1.0
theta[226,1]	0.046	0.003	0.28	-0.43	0.05	0.5	8638.0	12.0	1.0
theta[227,1]	-0.034	0.0035	0.3	-0.54	-0.024	0.44	7363.0	10.0	1.0
theta[228,1]	-0.56	0.0041	0.34	-1.1	-0.54	-0.02	6971.0	9.8	1.0
theta[229,1]	0.36	0.0032	0.29	-0.12	0.36	0.83	7780.0	11.0	1.0
theta[230,1]	-0.33	0.0035	0.3	-0.85	-0.33	0.15	7511.0	11.0	1.0
theta[231,1]	-0.91	0.0048	0.4	-1.6	-0.88	-0.3	6757.0	9.5	1.0
theta[232,1]	-0.47	0.0035	0.34	-1.0	-0.46	0.065	9248.0	13.0	1.0
theta[233,1]	0.76	0.0032	0.28	0.31	0.77	1.2	7698.0	11.0	1.0
theta[234,1]	-0.56	0.0035	0.35	-1.1	-0.55	-0.012	9522.0	13.0	1.0
theta[235,1]	0.31	0.0031	0.27	-0.15	0.3	0.75	7974.0	11.0	1.0
theta[236,1]	-1.4	0.0055	0.48	-2.2	-1.3	-0.64	7483.0	11.0	1.0
theta[237,1]	-0.3	0.0039	0.31	-0.83	-0.29	0.19	6560.0	9.2	1.0
theta[238,1]	-0.9	0.0045	0.4	-1.6	-0.88	-0.27	7825.0	11.0	1.0
theta[239,1]	0.39	0.0031	0.28	-0.071	0.39	0.86	8500.0	12.0	1.0
theta[240,1]	-0.11	0.0036	0.31	-0.64	-0.1	0.4	7469.0	11.0	1.0
theta[241,1]	0.39	0.0032	0.28	-0.08	0.39	0.85	7366.0	10.0	1.0
theta[242,1]	-0.41	0.0036	0.32	-0.98	-0.4	0.11	7960.0	11.0	1.0
theta[243,1]	0.17	0.0031	0.29	-0.32	0.17	0.64	8891.0	13.0	1.0
theta[244,1]	0.81	0.0034	0.28	0.35	0.81	1.3	7067.0	10.0	1.0
theta[245,1]	-0.14	0.0032	0.3	-0.63	-0.13	0.34	8765.0	12.0	1.0
theta[246,1]	0.089	0.0035	0.29	-0.41	0.092	0.56	7228.0	10.0	1.0
theta[247,1]	-0.32	0.0036	0.33	-0.87	-0.31	0.2	8159.0	11.0	1.0
theta[248,1]	1.3	0.0036	0.29	0.86	1.3	1.8	6493.0	9.1	1.0
theta[249,1]	0.85	0.0034	0.29	0.38	0.85	1.3	6923.0	9.8	1.0
theta[250,1]	-0.51	0.0038	0.34	-1.1	-0.5	0.023	8046.0	11.0	1.0
theta[251,1]	-0.17	0.0032	0.3	-0.67	-0.16	0.31	8496.0	12.0	1.0
theta[252,1]	-0.029	0.0036	0.3	-0.53	-0.022	0.46	6722.0	9.5	1.0
theta[253,1]	0.66	0.0037	0.3	0.17	0.66	1.2	6733.0	9.5	1.0
theta[254,1]	-0.18	0.0034	0.3	-0.69	-0.17	0.31	7691.0	11.0	1.0
theta[255,1]	0.14	0.0032	0.28	-0.32	0.14	0.6	7947.0	11.0	1.0
theta[256,1]	0.3	0.0034	0.28	-0.18	0.3	0.76	7135.0	10.0	1.0
theta[257,1]	-0.74	0.0042	0.38	-1.4	-0.71	-0.16	8373.0	12.0	1.0
theta[258,1]	0.11	0.0033	0.29	-0.39	0.11	0.58	7732.0	11.0	1.0
theta[259,1]	0.57	0.003	0.28	0.11	0.57	1.0	8598.0	12.0	1.0
theta[260,1]	-1.8	0.0066	0.54	-2.8	-1.8	-0.99	6681.0	9.4	1.0
theta[261,1]	0.69	0.0031	0.27	0.25	0.69	1.1	7494.0	11.0	1.0
theta[262,1]	0.43	0.0032	0.28	-0.034	0.43	0.88	7943.0	11.0	1.0
theta[263,1]	0.22	0.0031	0.28	-0.25	0.22	0.67	8224.0	12.0	1.0
theta[264,1]	-0.081	0.0032	0.3	-0.59	-0.074	0.39	8732.0	12.0	1.0
theta[265,1]	-0.99	0.005	0.39	-1.7	-0.98	-0.37	6071.0	8.6	1.0
theta[266,1]	-0.9	0.0049	0.41	-1.6	-0.87	-0.27	6959.0	9.8	1.0
theta[267,1]	-0.19	0.0034	0.31	-0.71	-0.18	0.33	8541.0	12.0	1.0
theta[268,1]	0.37	0.0032	0.27	-0.069	0.37	0.81	7438.0	10.0	1.0
theta[269,1]	-1.7	0.0062	0.56	-2.8	-1.7	-0.9	8212.0	12.0	1.0
theta[270,1]	0.69	0.0031	0.28	0.24	0.69	1.1	8196.0	12.0	1.0
theta[271,1]	0.63	0.0033	0.29	0.16	0.63	1.1	7706.0	11.0	1.0
theta[272,1]	-0.67	0.004	0.36	-1.3	-0.65	-0.12	8097.0	11.0	1.0
theta[273,1]	-0.85	0.0044	0.4	-1.6	-0.84	-0.25	8013.0	11.0	1.0
theta[274,1]	0.16	0.0029	0.29	-0.31	0.17	0.65	9825.0	14.0	1.0
theta[275,1]	0.99	0.0037	0.3	0.52	0.98	1.5	6615.0	9.3	1.0
theta[276,1]	1.3	0.0038	0.3	0.81	1.3	1.8	6511.0	9.2	1.0
theta[277,1]	-0.9	0.0049	0.39	-1.6	-0.88	-0.3	6295.0	8.9	1.0
theta[278,1]	0.54	0.0034	0.28	0.066	0.54	1.0	7105.0	10.0	1.0
theta[279,1]	-2.1	0.0071	0.6	-3.1	-2.0	-1.1	7201.0	10.0	1.0
theta[280,1]	0.97	0.0031	0.28	0.5	0.96	1.4	8223.0	12.0	1.0
theta[281,1]	1.1	0.0036	0.31	0.62	1.1	1.7	7504.0	11.0	1.0
theta[282,1]	-1.4	0.0054	0.48	-2.2	-1.3	-0.61	7876.0	11.0	1.0
theta[283,1]	-0.42	0.0038	0.34	-1.0	-0.4	0.12	8276.0	12.0	1.0
theta[284,1]	-0.44	0.0033	0.33	-1.0	-0.42	0.066	9972.0	14.0	1.0
theta[285,1]	-0.72	0.0042	0.35	-1.3	-0.71	-0.16	6846.0	9.6	1.0
theta[286,1]	1.0	0.0035	0.29	0.55	1.0	1.5	6900.0	9.7	1.0
theta[287,1]	1.2	0.0036	0.32	0.73	1.2	1.8	7869.0	11.0	1.0
theta[288,1]	1.9	0.0038	0.33	1.4	1.9	2.4	7249.0	10.0	1.0
