k1,k2,stat,lb,ub,pval
16,8,0.001382,-0.011224,0.012055,0.61875
16,9,-0.005263,-0.013381,0.013766,0.2045
16,10,-0.011183,-0.012551,0.014275,0.0445
16,11,0.005685,-0.009212,0.011519,0.82275
16,12,0.011895,-0.008157,0.009222,0.9815
16,13,0.005385,-0.00701,0.006655,0.93925
16,14,0.001988,-0.009536,0.020501,0.299
16,15,-0.001209,-0.007058,0.011238,0.27575
17,0,-0.00099,-0.009554,0.009264,0.314
17,1,-0.000689,-0.006967,0.010268,0.222
17,2,0.002782,-0.008167,0.010864,0.71325
17,3,-0.004796,-0.008842,0.011841,0.12375
17,4,-0.002737,-0.006895,0.008599,0.217
17,5,0.001995,-0.009393,0.01047,0.62475
17,6,0.001427,-0.009372,0.010853,0.62675
17,7,-0.000541,-0.007036,0.00767,0.46875
17,8,-0.000109,-0.007409,0.009839,0.46175
17,9,-0.003329,-0.010184,0.012254,0.23925
17,10,-0.005423,-0.010664,0.010396,0.14225
17,11,0.001104,-0.007372,0.010661,0.59275
17,12,0.002188,-0.007334,0.007908,0.744
17,13,0.002326,-0.005554,0.006392,0.8265
17,14,0.000736,-0.010615,0.013325,0.3855
17,15,-0.001208,-0.005507,0.009611,0.2775
17,16,0.007028,-0.005827,0.011865,0.86075
18,0,-0.003156,-0.007377,0.009199,0.18025
18,1,-0.000497,-0.006048,0.009433,0.332
18,2,0.003511,-0.00741,0.008901,0.765
18,3,-0.008227,-0.007494,0.008817,0.016
18,4,-0.002299,-0.005571,0.004933,0.232
18,5,-0.000868,-0.008034,0.008942,0.35775
18,6,0.002361,-0.006925,0.008672,0.70075
18,7,-0.002106,-0.00371,0.005042,0.09775
18,8,0.001824,-0.007637,0.008112,0.65475
18,9,0.002442,-0.007929,0.009133,0.659
18,10,-0.004719,-0.008524,0.008881,0.12525
18,11,-0.002682,-0.004086,0.01116,0.05825
18,12,0.004438,-0.003488,0.010482,0.6215
18,13,0.009013,-0.003557,0.008425,0.978
18,14,0.002847,-0.014767,0.012877,0.67975
18,15,-0.001383,-0.007689,0.008121,0.356
18,16,0.005514,-0.008566,0.00976,0.88825
18,17,0.002611,-0.007362,0.008509,0.7935
19,0,0.003413,-0.005531,0.006967,0.8225
19,1,-0.004312,-0.005219,0.005882,0.0455
19,2,0.001497,-0.00545,0.007077,0.55775
19,3,0.002769,-0.006005,0.00734,0.7305
19,4,-0.00221,-0.004058,0.004602,0.13925
19,5,-0.003371,-0.005997,0.007063,0.09475
19,6,0.003326,-0.005599,0.007103,0.799
19,7,-0.000177,-0.003364,0.004263,0.429
19,8,0.000691,-0.005234,0.006628,0.53825
19,9,0.002479,-0.006313,0.00653,0.7705
19,10,-0.002019,-0.006443,0.006742,0.245
19,11,0.000227,-0.005212,0.008081,0.36175
19,12,0.004062,-0.003318,0.008483,0.71475
19,13,0.006039,-0.002828,0.008035,0.88975
19,14,-2e-05,-0.010553,0.010415,0.43875
19,15,0.000143,-0.006382,0.006308,0.573
19,16,0.000281,-0.006615,0.008099,0.57725
19,17,0.002687,-0.00614,0.007512,0.84725
19,18,0.020358,-0.002977,0.010631,1.0
20,0,0.008926,-0.008433,0.013493,0.8935
20,1,-0.003144,-0.008822,0.01098,0.18375
20,2,0.004682,-0.008855,0.013939,0.6035
20,3,0.002839,-0.009046,0.012811,0.576
20,4,0.000856,-0.005609,0.007477,0.4995
20,5,-0.001799,-0.008355,0.015396,0.1915
20,6,0.001564,-0.008751,0.012694,0.446
20,7,0.001023,-0.005015,0.005237,0.626
20,8,5.7e-05,-0.009686,0.011153,0.46525
20,9,-0.001346,-0.011232,0.010295,0.46525
20,10,0.003894,-0.009764,0.01343,0.65075
20,11,-0.003028,-0.008063,0.008236,0.199
20,12,-0.003499,-0.006663,0.007075,0.143
20,13,-0.000985,-0.005162,0.004738,0.3765
20,14,-0.001425,-0.014062,0.026808,0.241
20,15,-0.000788,-0.009986,0.009797,0.3825
20,16,-0.00504,-0.011547,0.012508,0.17625
20,17,-0.000219,-0.009669,0.009509,0.47225
20,18,-0.001667,-0.008011,0.006848,0.37075
20,19,0.001837,-0.005918,0.005949,0.74425
21,0,0.00293,-0.005834,0.008082,0.6995
21,1,0.002796,-0.003829,0.007542,0.62775
21,2,-0.000482,-0.005863,0.008508,0.2745
21,3,0.004565,-0.007354,0.00939,0.782
21,4,0.001286,-0.00484,0.005598,0.64475
21,5,0.000707,-0.006153,0.00886,0.428
21,6,0.000611,-0.007437,0.008341,0.51275
21,7,0.003402,-0.003531,0.005306,0.884
21,8,-0.001729,-0.007024,0.00558,0.38875
21,9,-0.000851,-0.007352,0.008446,0.404
21,10,0.000338,-0.009381,0.006552,0.63425
21,11,-0.003927,-0.005952,0.006908,0.0965
21,12,0.000488,-0.004735,0.005644,0.538
21,13,0.000412,-0.00315,0.004535,0.53325
21,14,-0.000133,-0.011587,0.018172,0.3215
21,15,0.002435,-0.007206,0.009292,0.7155
21,16,0.007878,-0.008029,0.012577,0.88125
21,17,-0.00213,-0.007024,0.010025,0.1855
21,18,-0.000329,-0.005131,0.005927,0.42575
21,19,9e-06,-0.004367,0.004684,0.5065
21,20,0.002348,0.00462,0.020952,0.00325
22,0,0.002373,-0.00509,0.006148,0.73225
22,1,0.000448,-0.00427,0.005416,0.4515
22,2,0.000708,-0.006109,0.005499,0.589
22,3,-0.002929,-0.006559,0.0065,0.22725
22,4,1e-06,-0.004398,0.004066,0.53975
22,5,0.001551,-0.006528,0.005858,0.7315
22,6,0.000251,-0.00671,0.005569,0.57425
22,7,0.001477,-0.003621,0.003904,0.8095
22,8,-0.001341,-0.006157,0.004013,0.438
22,9,0.00096,-0.006337,0.006856,0.58675
22,10,0.00018,-0.006371,0.006473,0.5115
22,11,0.001378,-0.005777,0.004964,0.7165
22,12,-0.001251,-0.004385,0.004496,0.29775
22,13,-0.001892,-0.003472,0.003462,0.153
22,14,-0.001525,-0.008902,0.015939,0.22275
22,15,8.3e-05,-0.006126,0.00774,0.517
22,16,0.005483,-0.007896,0.009678,0.88175
22,17,-0.001435,-0.007067,0.007225,0.3255
22,18,-0.00126,-0.004317,0.004815,0.2765
22,19,0.000716,-0.003931,0.004044,0.663
22,20,-0.00029,0.002929,0.014509,0.00175
22,21,0.00741,0.000135,0.014346,0.5065
23,0,-0.002336,-0.007057,0.012087,0.1575
23,1,0.001737,-0.007256,0.009792,0.51125
23,2,0.001743,-0.005475,0.013446,0.3015
23,3,-0.000502,-0.006751,0.013272,0.27225
23,4,5e-06,-0.005544,0.007,0.37525
23,5,0.001427,-0.006493,0.013446,0.35025
23,6,0.000351,-0.005893,0.013264,0.30825
23,7,-0.003104,-0.004798,0.006096,0.09675
23,8,0.006546,-0.010267,0.007931,0.94525
23,9,-0.006543,-0.010227,0.01002,0.10775
23,10,0.000729,-0.008461,0.011829,0.437
23,11,-0.000746,-0.006545,0.009342,0.31025
23,12,-0.002387,-0.005985,0.007157,0.20675
23,13,-0.000844,-0.004786,0.005185,0.4165
23,14,0.01549,-0.013034,0.024055,0.85775
23,15,-0.003382,-0.009417,0.010164,0.21675
23,16,-0.002151,-0.011129,0.013445,0.3155
23,17,0.001288,-0.009919,0.010377,0.619
23,18,0.003121,-0.006836,0.007578,0.81775
23,19,0.000756,-0.005097,0.006193,0.58225
23,20,0.005038,0.004197,0.024819,0.0475
23,21,-0.007655,-0.002697,0.014736,0.00175
23,22,-0.008249,-0.001597,0.011893,0.00025
24,0,-0.00025,-0.003865,0.005243,0.3655
24,1,0.000119,-0.003071,0.004107,0.401
24,2,-0.000312,-0.00368,0.005583,0.2805
24,3,-0.003665,-0.004549,0.006748,0.0425
24,4,-0.00329,-0.003411,0.00448,0.02325
24,5,-0.002794,-0.004174,0.005762,0.079
24,6,-0.0033,-0.004973,0.005233,0.07575
24,7,-0.000412,-0.002779,0.004598,0.35
24,8,-0.000656,-0.004761,0.003824,0.448
24,9,-0.003249,-0.005435,0.005536,0.12525
24,10,-0.00125,-0.005646,0.00492,0.3675
24,11,-0.003204,-0.004077,0.005759,0.06275
24,12,0.000771,-0.003731,0.004376,0.599
24,13,1e-05,-0.002578,0.003709,0.4735
24,14,0.00309,-0.009929,0.011403,0.6965
24,15,-0.00195,-0.005285,0.007381,0.24275
24,16,0.002012,-0.005986,0.008846,0.678
24,17,0.003829,-0.004528,0.008323,0.861
24,18,0.004103,-0.003772,0.004527,0.95425
24,19,-0.000973,-0.00319,0.004229,0.275
24,20,0.001628,-0.002551,0.007261,0.39125
24,21,0.000188,-0.002464,0.008611,0.15625
24,22,-0.001829,-0.003246,0.006431,0.09275
24,23,0.01107,-0.004133,0.007118,0.998
25,0,0.015446,-0.012063,0.0151,0.97925
25,1,-0.002621,-0.012686,0.014918,0.29925
25,2,-0.001002,-0.012029,0.012997,0.3485
25,3,0.000656,-0.009514,0.013021,0.43475
25,4,0.001853,-0.006435,0.006481,0.71625
25,5,0.001535,-0.01136,0.014956,0.47925
25,6,0.001506,-0.009608,0.012517,0.52525
25,7,0.001596,-0.003508,0.004952,0.7185
25,8,-0.001269,-0.010977,0.015504,0.31775
25,9,0.000989,-0.012973,0.011859,0.58225
25,10,0.003143,-0.013342,0.013959,0.6405
25,11,-0.003616,-0.006713,0.008716,0.14075
25,12,-0.001919,-0.005881,0.007057,0.2325
25,13,-0.001432,-0.004474,0.005773,0.224
25,14,0.009025,-0.023293,0.020358,0.83875
25,15,0.002627,-0.010471,0.009619,0.76375
25,16,-0.001236,-0.013281,0.01142,0.3945
25,17,-0.005173,-0.010458,0.008981,0.1365
25,18,0.001889,-0.006982,0.009053,0.62225
25,19,0.000364,-0.005347,0.006364,0.4795
25,20,0.000769,-0.009658,0.011795,0.49925
25,21,0.003127,-0.005458,0.007627,0.75225
25,22,0.001315,-0.005326,0.005488,0.6765
25,23,-0.003897,-0.008638,0.008872,0.18525
25,24,-0.000843,-0.004205,0.004687,0.28375
26,0,-0.007397,-0.009577,0.012611,0.0575
26,1,0.006822,-0.010133,0.01365,0.79425
26,2,-0.00468,-0.008,0.01223,0.0915
26,3,-0.004242,-0.007433,0.01026,0.10575
26,4,0.00172,-0.004367,0.00528,0.7145
26,5,-0.004449,-0.00843,0.012776,0.10775
26,6,-0.0009,-0.007825,0.009411,0.324
26,7,-0.002735,-0.00329,0.00327,0.057
26,8,0.001896,-0.010195,0.012847,0.55775
26,9,0.002114,-0.011398,0.009574,0.699
26,10,-0.002981,-0.011493,0.011626,0.26425
26,11,-0.00069,-0.005368,0.006646,0.32975
26,12,0.002599,-0.004475,0.00554,0.81525
26,13,0.001348,-0.003967,0.00417,0.73175
26,14,0.002491,-0.018789,0.018878,0.65775
26,15,-4.2e-05,-0.009996,0.006892,0.5415
26,16,0.002526,-0.010791,0.008859,0.7275
26,17,6.5e-05,-0.009168,0.007037,0.4665
26,18,0.003435,-0.006835,0.006067,0.857
26,19,-0.000105,-0.00426,0.004618,0.40675
26,20,-0.002686,-0.006375,0.010849,0.155
26,21,-0.002271,-0.004964,0.005434,0.1635
26,22,-0.003159,-0.004382,0.004426,0.0625
26,23,0.003125,-0.006362,0.00802,0.75925
26,24,0.000414,-0.003462,0.003671,0.55275
26,25,-0.001463,0.030407,0.061449,0.00025
27,0,0.002691,-0.015366,0.014948,0.699
27,1,-0.005257,-0.016191,0.014524,0.27175
27,2,0.001857,-0.012294,0.015934,0.476
27,3,0.003697,-0.011252,0.013839,0.64175
27,4,-0.001848,-0.006874,0.007885,0.25575
27,5,0.00474,-0.01128,0.018502,0.5595
27,6,-0.012384,-0.010233,0.014511,0.01175
27,7,0.000841,-0.005192,0.005723,0.56775
27,8,0.010231,-0.011662,0.017874,0.83075
27,9,-0.008653,-0.01443,0.013547,0.1145
27,10,-0.010422,-0.014063,0.015791,0.06825
27,11,0.002717,-0.008542,0.009945,0.6805
27,12,-0.009203,-0.007518,0.00791,0.0065
27,13,-0.007596,-0.005779,0.00598,0.00675
27,14,-0.018121,-0.029005,0.021012,0.11825
27,15,-0.005221,-0.012075,0.010659,0.177
27,16,-0.00596,-0.014549,0.01445,0.1925
27,17,-0.001899,-0.010888,0.011293,0.328
27,18,-0.001777,-0.009353,0.009135,0.3725
27,19,0.00196,-0.006858,0.006621,0.70825
27,20,0.002633,-0.010389,0.013539,0.564
27,21,0.001829,-0.006674,0.009335,0.57325
27,22,0.001646,-0.006453,0.006305,0.65975
27,23,-0.006372,-0.009694,0.011008,0.09125
27,24,-0.003844,-0.005233,0.005652,0.0665
27,25,-0.008068,0.021392,0.054455,0.00025
27,26,0.003324,0.015311,0.043155,0.00025
28,0,-0.009102,-0.015246,0.014898,0.14
28,1,0.006722,-0.015852,0.01462,0.829
28,2,-0.006569,-0.01383,0.015496,0.1515
28,3,0.012413,-0.012562,0.013752,0.95825
28,4,0.000374,-0.007579,0.007389,0.501
28,5,0.000767,-0.013627,0.015734,0.48075
28,6,-0.006433,-0.011818,0.014602,0.13425
28,7,0.000673,-0.005652,0.005929,0.53875
28,8,-0.001528,-0.015598,0.01575,0.3935
28,9,0.000804,-0.015058,0.013993,0.5785
28,10,-0.000406,-0.015301,0.016207,0.416
28,11,0.004171,-0.008821,0.010426,0.76825
28,12,-0.008801,-0.007402,0.008262,0.015
28,13,-0.008854,-0.006304,0.005763,0.00375
28,14,-0.011054,-0.025945,0.025779,0.2165
28,15,-0.004494,-0.012388,0.011394,0.2425
28,16,-0.005941,-0.015211,0.01314,0.22425
28,17,-0.002556,-0.012036,0.010949,0.34325
28,18,-0.00636,-0.009173,0.00974,0.0945
28,19,-0.004717,-0.007436,0.007185,0.10025
28,20,0.002949,-0.01038,0.014014,0.5655
28,21,-0.004049,-0.007874,0.008446,0.15075
28,22,0.002557,-0.006116,0.00715,0.71475
28,23,0.000251,-0.009525,0.012577,0.4225
28,24,-0.00063,-0.005629,0.005874,0.398
28,25,-0.004523,0.017358,0.052434,0.0
28,26,-0.003582,0.011924,0.041216,0.0
28,27,0.039451,0.012985,0.051752,0.74425
29,0,0.000621,-0.011945,0.015608,0.4135
29,1,-0.000982,-0.010488,0.014457,0.301
29,2,0.003082,-0.006712,0.02028,0.2885
29,3,-0.009124,-0.009007,0.016754,0.0185
29,4,-0.003005,-0.006182,0.009266,0.12675
29,5,-0.00049,-0.006892,0.019679,0.15225
29,6,-0.004964,-0.008193,0.016333,0.06475
29,7,0.001516,-0.005422,0.007138,0.6125
29,8,0.001972,-0.012091,0.013237,0.55225
29,9,0.001126,-0.01353,0.012707,0.59875
29,10,0.004094,-0.01191,0.015471,0.61275
29,11,-0.00757,-0.007417,0.012595,0.0265
29,12,0.000661,-0.007538,0.0094,0.475
29,13,-2.2e-05,-0.005827,0.006313,0.51475
29,14,-0.008462,-0.022064,0.025012,0.24025
29,15,0.000763,-0.01241,0.010213,0.60025
29,16,-0.007533,-0.014907,0.013962,0.12425
29,17,-0.001566,-0.01088,0.011619,0.38725
29,18,0.000289,-0.009017,0.008925,0.53575
29,19,0.00078,-0.006358,0.008,0.533
29,20,0.001518,-0.009341,0.013935,0.4405
29,21,0.000829,-0.007624,0.009112,0.48125
29,22,0.000154,-0.006681,0.006798,0.44675
29,23,-0.007141,-0.008371,0.012984,0.039
29,24,-0.002209,-0.00526,0.006741,0.16625
29,25,0.005882,0.004135,0.029066,0.04375
29,26,-0.004775,6.7e-05,0.019084,0.00175
29,27,-0.002274,0.003472,0.035101,0.00425
29,28,0.004967,0.000625,0.032322,0.07325
30,0,-0.003149,-0.008919,0.009289,0.2085
30,1,-0.004678,-0.006896,0.009385,0.09175
30,2,0.003178,-0.007721,0.010088,0.70975
30,3,-0.004642,-0.007761,0.009837,0.1055
30,4,0.000437,-0.005348,0.005826,0.61075
30,5,-0.004375,-0.008695,0.009485,0.1555
30,6,-0.000954,-0.008478,0.008078,0.4325
30,7,0.000747,-0.003582,0.005595,0.55525
30,8,-0.001119,-0.009386,0.007643,0.458
30,9,0.004785,-0.009683,0.009019,0.8735
30,10,0.004724,-0.010696,0.008492,0.87475
30,11,-0.004836,-0.006933,0.007007,0.085
30,12,-0.004985,-0.005273,0.006501,0.0295
30,13,-0.000682,-0.00382,0.005085,0.32525
30,14,-0.000851,-0.016845,0.018478,0.44225
30,15,-0.000889,-0.007865,0.01043,0.43825
30,16,-0.002869,-0.009817,0.011686,0.291
30,17,-0.001103,-0.008107,0.009633,0.4055
30,18,0.001647,-0.005589,0.007278,0.62025
30,19,0.000588,-0.004911,0.005321,0.57175
30,20,-0.001408,-0.007548,0.008872,0.318
30,21,-0.001552,-0.005004,0.006384,0.22225
30,22,0.001576,-0.004153,0.005343,0.6915
30,23,0.001613,-0.00681,0.008303,0.6395
30,24,0.001343,-0.004028,0.00473,0.70625
30,25,0.003835,-0.009073,0.008234,0.8265
30,26,-0.003825,-0.007581,0.006412,0.1485
30,27,-0.001021,-0.010588,0.008517,0.47725
30,28,0.004418,-0.010733,0.009808,0.8405
30,29,0.014383,-0.010354,0.008976,0.99725
31,0,0.00127,-0.008991,0.0145,0.40225
31,1,-0.007194,-0.008202,0.014042,0.034
31,2,-0.003389,-0.006827,0.016985,0.07025
31,3,0.000167,-0.008411,0.014867,0.31075
31,4,0.002445,-0.005155,0.008589,0.6275
31,5,-0.007379,-0.008451,0.016317,0.03025
31,6,-0.001805,-0.008403,0.014543,0.17875
31,7,-0.000659,-0.005475,0.00585,0.399
31,8,-0.00017,-0.011157,0.011435,0.5025
31,9,0.00423,-0.013237,0.011199,0.80925
31,10,-0.002341,-0.010348,0.014279,0.28225
31,11,-0.006637,-0.006852,0.010968,0.02625
31,12,-0.003654,-0.006392,0.008577,0.115
31,13,-0.002658,-0.005908,0.005252,0.19525
31,14,-0.003534,-0.019096,0.025171,0.28675
31,15,-0.002934,-0.010519,0.012098,0.2645
31,16,-0.003393,-0.011605,0.014655,0.26075
31,17,-0.002812,-0.009778,0.01179,0.255
31,18,-0.009881,-0.008458,0.008079,0.0115
31,19,0.001409,-0.006394,0.00638,0.6515
31,20,-0.003202,-0.008847,0.012367,0.177
31,21,-0.001141,-0.007041,0.008553,0.3105
31,22,0.005907,-0.005901,0.006459,0.95825
31,23,0.004164,-0.007839,0.01126,0.67475
31,24,0.001101,-0.004897,0.005909,0.598
31,25,7.9e-05,-0.01168,0.010739,0.54025
31,26,0.004482,-0.008226,0.009735,0.80125
31,27,0.008622,-0.013391,0.012837,0.8965
31,28,0.002269,-0.013453,0.013166,0.6605
31,29,0.013444,-0.010566,0.014782,0.9585
31,30,0.005254,-0.004722,0.014696,0.534
32,0,-0.006279,-0.009938,0.015892,0.07625
32,1,0.002433,-0.00746,0.017424,0.38275
32,2,0.002826,-0.008249,0.017574,0.39625
32,3,0.001243,-0.009648,0.013913,0.41275
32,4,-0.003059,-0.005953,0.00762,0.13075
32,5,0.005662,-0.009522,0.016476,0.63475
32,6,-0.005897,-0.009208,0.013787,0.08375
32,7,-0.000126,-0.005262,0.005304,0.47575
32,8,0.002802,-0.013542,0.012093,0.6975
32,9,-0.002816,-0.013241,0.011258,0.39975
32,10,0.002385,-0.013182,0.013788,0.56125
32,11,0.001508,-0.007152,0.01045,0.48625
32,12,-5.8e-05,-0.006848,0.007903,0.4195
32,13,-0.000351,-0.005895,0.004853,0.47375
32,14,-0.000997,-0.021765,0.024607,0.415
32,15,-0.008414,-0.010052,0.011181,0.045
32,16,0.006536,-0.010845,0.014839,0.8075
32,17,-3.9e-05,-0.008982,0.011263,0.43525
32,18,0.003521,-0.007888,0.008716,0.78375
32,19,0.001887,-0.00624,0.006627,0.7065
32,20,-0.001579,-0.009045,0.013429,0.22975
32,21,8e-06,-0.006375,0.009105,0.365
32,22,0.006258,-0.004617,0.007786,0.928
32,23,-0.002893,-0.00756,0.012598,0.16725
32,24,-0.002095,-0.00519,0.005447,0.17825
32,25,-0.000678,-0.014968,0.010497,0.60425
32,26,-0.001118,-0.011678,0.009676,0.50125
32,27,0.003076,-0.016828,0.011938,0.775
32,28,-0.003508,-0.017114,0.011973,0.44675
32,29,0.023298,-0.013968,0.012611,0.99975
32,30,0.00668,0.003174,0.022369,0.10375
32,31,-0.00061,0.005973,0.032789,0.00075
33,0,-0.000461,-0.010186,0.009475,0.47425
33,1,0.001236,-0.009018,0.009423,0.5985
33,2,-0.005236,-0.009216,0.010859,0.145
33,3,-0.008236,-0.009216,0.009708,0.0385
33,4,-0.000817,-0.005396,0.006107,0.375
33,5,-0.003507,-0.010236,0.010278,0.28475
33,6,0.004395,-0.009433,0.009036,0.838
33,7,-0.001183,-0.004881,0.004396,0.3195
33,8,-0.004418,-0.009435,0.008969,0.201
33,9,0.000633,-0.011823,0.008073,0.676
33,10,-0.002417,-0.010594,0.009703,0.3465
33,11,-0.003313,-0.007368,0.007096,0.1645
33,12,0.002008,-0.005737,0.00608,0.74475
33,13,0.001894,-0.004867,0.004182,0.8265
33,14,0.002568,-0.018844,0.020103,0.58525
33,15,-0.001208,-0.009251,0.010198,0.33275
33,16,0.000185,-0.010911,0.012447,0.48275
33,17,0.001771,-0.009106,0.009665,0.67225
33,18,0.001247,-0.006578,0.006365,0.677
33,19,-0.001341,-0.005503,0.005042,0.33725
33,20,-0.000982,-0.006463,0.011299,0.23325
33,21,-0.000641,-0.005085,0.006883,0.3025
33,22,0.001982,-0.004492,0.005936,0.65525
