item,subject,response,y_hat,y_pred,loo,ku
0,1052,1.0,0.27,0.277892,-1.479137,0.171956
0,1053,0.0,0.58275,0.415912,-0.961699,0.083121
0,1054,0.0,0.17675,0.827351,-0.204455,0.040993
0,1055,0.0,0.111,0.886225,-0.129419,-0.035734
0,1056,1.0,0.82525,0.819778,-0.208072,0.146648
0,1057,0.0,0.04625,0.959847,-0.042899,0.075836
0,1058,0.0,0.11675,0.889232,-0.12514,-0.021587
0,1059,1.0,0.72225,0.727441,-0.339085,0.032404
0,1060,0.0,0.35325,0.640483,-0.487452,0.091338
0,1061,1.0,0.59875,0.600438,-0.551526,0.1126
0,1062,0.0,0.496,0.508364,-0.745116,-0.055234
0,1064,1.0,0.8575,0.863208,-0.152211,-0.031241
0,1065,0.0,0.27225,0.725385,-0.349728,0.101842
0,1066,0.0,0.0455,0.960368,-0.042258,0.042866
0,1068,0.0,0.277,0.732126,-0.33765,0.16186
0,1069,1.0,0.66925,0.676654,-0.41794,0.076581
0,1070,0.0,0.2205,0.788366,-0.256025,-0.059703
0,1071,1.0,0.2615,0.25874,-1.574031,0.3054
0,1072,0.0,0.03,0.970549,-0.031172,0.12852
0,1073,1.0,0.152,0.161124,-2.207353,0.233461
0,1074,0.0,0.18025,0.815478,-0.219855,0.076697
0,1075,0.0,0.3045,0.705398,-0.37914,0.091086
0,1076,1.0,0.8735,0.87266,-0.140894,-0.058788
0,1077,0.0,0.10725,0.898825,-0.113119,0.104813
0,1078,0.0,0.0365,0.960339,-0.0423,0.053831
0,1079,1.0,0.65475,0.65236,-0.456885,0.169504
0,1080,1.0,0.55875,0.565015,-0.618919,0.192097
0,1081,1.0,0.755,0.753777,-0.298796,-0.048414
0,1082,0.0,0.39625,0.603025,-0.5533,0.257796
0,1083,1.0,0.61925,0.61796,-0.518347,-0.079814
0,1084,1.0,0.64225,0.646737,-0.466167,0.031139
0,1085,0.0,0.2075,0.795409,-0.247542,0.040076
0,1086,0.0,0.156,0.849271,-0.175122,0.248096
0,1087,0.0,0.04775,0.946642,-0.057744,0.101141
0,1088,0.0,0.3345,0.665316,-0.443449,0.198739
0,1089,0.0,0.21125,0.787246,-0.258104,-0.007774
