item,subject,response,y_hat,y_pred,loo,ku
0,1052,1.0,0.71925,0.72047,-0.792015,0.63664
0,1053,0.0,0.14575,0.848693,-0.324725,0.579686
0,1054,0.0,0.0695,0.932167,-0.121774,0.643359
0,1055,0.0,0.04425,0.955775,-0.066379,0.389534
0,1056,1.0,0.90625,0.903126,-0.197894,0.610899
0,1057,0.0,0.02875,0.973679,-0.039294,0.546768
0,1058,0.0,0.06075,0.939017,-0.101865,0.479453
0,1059,1.0,0.88175,0.88456,-0.215714,0.443527
0,1060,0.0,0.11025,0.892557,-0.204156,0.507731
0,1061,1.0,0.8525,0.849575,-0.330989,0.474178
0,1062,0.0,0.27275,0.724488,-0.70284,0.590241
0,1064,1.0,0.8755,0.874614,-0.266076,0.710812
0,1065,0.0,0.07425,0.922116,-0.139365,0.693097
0,1066,0.0,0.02575,0.973903,-0.040952,0.634174
0,1068,0.0,0.06775,0.93403,-0.128219,0.726806
0,1069,1.0,0.88225,0.886931,-0.221824,0.544533
0,1070,0.0,0.23025,0.783917,-0.497798,0.476021
0,1071,1.0,0.48325,0.480291,-2.021796,0.78993
0,1072,0.0,0.02125,0.979282,-0.028871,0.52333
0,1073,1.0,0.62975,0.639817,-1.074816,0.540294
0,1074,0.0,0.0595,0.940005,-0.099464,0.420668
0,1075,0.0,0.2555,0.751149,-0.661684,0.684808
0,1076,1.0,0.93475,0.934985,-0.11047,0.392582
0,1077,0.0,0.0345,0.966724,-0.050986,0.61946
0,1078,0.0,0.022,0.975375,-0.034625,0.491947
0,1079,1.0,0.885,0.885412,-0.210352,0.402071
0,1080,1.0,0.765,0.76281,-0.577816,0.519026
0,1081,1.0,0.881,0.88118,-0.249239,0.584474
0,1082,0.0,0.30525,0.697775,-0.851836,0.537167
0,1083,1.0,0.785,0.776991,-0.581729,0.795108
0,1084,1.0,0.77075,0.772205,-0.556464,0.627052
0,1085,0.0,0.05425,0.942203,-0.097125,0.594214
0,1086,0.0,0.0455,0.957675,-0.067097,0.410832
0,1087,0.0,0.02475,0.974498,-0.037457,0.509776
0,1088,0.0,0.08725,0.906744,-0.169682,0.459666
0,1089,0.0,0.06575,0.934101,-0.11769,0.66114
0,1090,1.0,0.8465,0.846984,-0.326914,0.580628
0,1092,0.0,0.0655,0.92991,-0.11348,0.461042
0,1094,1.0,0.791,0.786992,-0.526798,0.555507
0,1095,0.0,0.02,0.979369,-0.030015,0.627495
0,1096,1.0,0.7315,0.729367,-0.737519,0.511446
0,1097,1.0,0.744,0.743878,-0.655534,0.672171
0,1098,0.0,0.03075,0.969636,-0.049349,0.627293
0,1100,1.0,0.78725,0.787587,-0.545592,0.735548
0,1101,0.0,0.04475,0.952774,-0.076429,0.493559
0,1102,0.0,0.2415,0.768593,-0.579712,0.675148
0,1104,1.0,0.99125,0.990249,-0.013013,0.60195
0,1105,1.0,0.90125,0.902805,-0.175204,0.64393
0,1106,0.0,0.03675,0.960569,-0.072707,0.675958
0,1107,0.0,0.0845,0.919344,-0.165549,0.656028
0,1108,1.0,0.74425,0.739346,-0.64187,0.526711
0,1110,1.0,0.68475,0.691059,-0.914747,0.628545
0,1111,0.0,0.0355,0.967209,-0.049743,0.473423
0,1112,0.0,0.05125,0.949105,-0.094011,0.595698
0,1113,0.0,0.42775,0.566886,-1.527215,0.717177
0,1114,1.0,0.9855,0.984983,-0.022439,0.694654
0,1115,1.0,0.94325,0.951003,-0.086643,0.584275
0,1116,0.0,0.022,0.977083,-0.040212,0.913812
0,1117,0.0,0.066,0.931562,-0.123507,0.709059
0,1118,1.0,0.759,0.761725,-0.590495,0.731432
0,1119,0.0,0.05875,0.94671,-0.092572,0.496828
0,1120,0.0,0.21825,0.783024,-0.523166,0.562201
0,1121,0.0,0.024,0.97499,-0.037235,0.621488
0,1122,1.0,0.88075,0.885191,-0.230138,0.599695
0,1123,1.0,0.7825,0.781566,-0.556209,0.698744
0,1124,1.0,0.4655,0.458812,-2.231135,0.843682
0,1125,1.0,0.45675,0.462567,-2.40935,0.851856
0,1126,0.0,0.24025,0.769096,-0.633249,0.772844
0,1127,0.0,0.08975,0.909957,-0.161023,0.44322
0,1128,1.0,0.8285,0.836725,-0.386128,0.629047
0,1129,0.0,0.03975,0.959136,-0.070884,0.678716
0,1130,0.0,0.10575,0.899236,-0.187232,0.534993
0,1131,0.0,0.2315,0.768424,-0.615577,0.727919
0,1132,0.0,0.1605,0.841777,-0.359349,0.473476
0,1133,0.0,0.02725,0.971274,-0.046211,0.604469
0,1134,1.0,0.77525,0.779123,-0.526747,0.580275
0,1135,1.0,0.88675,0.889205,-0.20898,0.578076
0,1136,0.0,0.033,0.96712,-0.050568,0.634483
0,1138,1.0,0.42675,0.417476,-2.585874,0.686778
0,1139,0.0,0.19325,0.804497,-0.425683,0.525552
0,1140,1.0,0.96925,0.969725,-0.046439,0.48479
0,1141,0.0,0.025,0.972122,-0.047907,0.670694
0,1142,0.0,0.05825,0.939372,-0.101573,0.479454
0,1144,1.0,0.8965,0.894638,-0.206931,0.546728
0,1145,0.0,0.43375,0.570789,-1.531135,0.845463
0,1146,0.0,0.43075,0.557895,-1.521371,0.657839
0,1148,0.0,0.027,0.971654,-0.041773,0.588743
0,1149,0.0,0.175,0.826907,-0.360534,0.316609
0,1150,1.0,0.73325,0.735341,-0.636694,0.452787
0,1151,0.0,0.35075,0.647308,-1.118324,0.743882
0,1152,1.0,0.97,0.9707,-0.05163,0.716941
0,1153,0.0,0.43325,0.556238,-1.633953,0.673506
0,1154,1.0,0.97375,0.97413,-0.042523,0.734409
0,1155,1.0,0.75775,0.756742,-0.622792,0.752506
0,1156,0.0,0.039,0.962089,-0.066394,0.696434
0,1157,0.0,0.03875,0.964677,-0.062787,0.744341
0,1158,0.0,0.16625,0.833126,-0.399387,0.701152
0,1159,0.0,0.062,0.937827,-0.101392,0.468674
0,1160,1.0,0.7175,0.719899,-0.759776,0.642825
0,1161,0.0,0.0415,0.965563,-0.055694,0.529644
0,1162,0.0,0.0635,0.939269,-0.103077,0.605979
0,1163,0.0,0.1245,0.877583,-0.237769,0.581794
0,1164,1.0,0.88575,0.886903,-0.221851,0.513041
0,1165,1.0,0.87275,0.872681,-0.275816,0.503535
0,1166,1.0,0.868,0.8713,-0.260659,0.580843
0,1168,0.0,0.182,0.811094,-0.407374,0.451081
0,1169,1.0,0.7765,0.777783,-0.528403,0.601707
0,1170,0.0,0.20425,0.796235,-0.472136,0.453306
0,1171,0.0,0.266,0.731525,-0.777143,0.686034
0,1172,0.0,0.03125,0.963822,-0.060569,0.642251
0,1173,0.0,0.029,0.973311,-0.03772,0.497459
0,1174,0.0,0.06075,0.939296,-0.115247,0.734996
