k1,k2,obs,pred,pval
0,0,0.04987614983252843,0.036757387799166485,1.0
1,0,0.05722474418850244,0.0008742626558282064,0.792
2,0,-0.006179009974312627,-6.065632215766367e-06,0.476
2,1,0.01859010972951847,0.0006285535987261288,0.63075
3,0,-0.004052609240941242,-0.00041671154946505684,0.48275
3,1,0.01772370439142978,0.0008193441236370021,0.6425
3,2,0.03856405936715134,0.0001692714090047219,0.7775
4,0,-0.013219861171134965,-0.0011191250813787222,0.402
4,1,0.03055439301878292,2.4938422101730444e-05,0.76125
4,2,-0.00918517882735827,2.5217169965286128e-05,0.4235
4,3,0.07125553405839515,-0.0001796798823260031,0.909
5,0,0.10042568229699847,-0.0004504521431543427,0.96
5,1,-0.0563871290107188,-0.00036033665158633334,0.1265
5,2,0.2278603787893957,0.0011644038351216258,1.0
5,3,0.12073496486881935,-0.0010819704835667461,0.9865
5,4,0.007750623048538661,-0.0003601203114957297,0.55825
6,0,0.03577208388417584,5.8035010681002614e-05,0.7435
6,1,0.013206041077543525,-0.00039335851829731843,0.614
6,2,0.05179917533441453,-0.0001676972581162017,0.861
6,3,-0.018254430114047034,-0.00031169865103971667,0.3485
6,4,0.004457295976834004,-3.983517145629406e-05,0.541
6,5,0.18031228944412545,0.0011997265154407367,0.99825
7,0,-0.08340009324649533,0.0008820280536967412,0.05375
7,1,0.013105289687015824,0.00044728708790271683,0.605
7,2,0.03559891895878708,-0.0001027432957888887,0.7605
7,3,0.021706244384562506,-0.0009466221621092262,0.66525
7,4,0.05276032502487699,-0.00010285577196841122,0.81625
7,5,-0.06254052899827683,-0.0004149601650035869,0.13175
7,6,-0.03852385213184107,-0.00024955229688832897,0.2085
8,0,-0.04448203368972993,0.00010365047676610815,0.2015
8,1,-0.040129288008820055,-8.11687877921339e-05,0.18525
8,2,0.02333539291116206,0.0008210216315522777,0.67775
8,3,-0.03137653807651028,0.0014801865912503617,0.27425
8,4,-0.08904628958805817,0.0003577511553981476,0.0605
8,5,0.02063775478646431,-0.00046255115406644744,0.646
8,6,0.018351462749750243,5.224737408610731e-05,0.661
8,7,0.18165675385939725,0.0007390132827946014,0.992
9,0,-0.008378442020927735,-7.879237914360947e-05,0.43375
9,1,-0.0030629258849650346,0.0008725463714204434,0.467
9,2,0.11174978634518838,0.0011988713730593616,0.98675
9,3,0.05592811917399401,-0.0011384981137001647,0.84725
9,4,0.004716441111798398,0.00019038190839278156,0.53825
9,5,0.20373632914864745,0.0007183363815711577,0.99975
9,6,0.1986915745827181,-0.0006724476428247456,1.0
9,7,-0.05069319789392984,-0.0007699994529458663,0.19475
9,8,0.03982052916190053,-0.0009819637364327262,0.76325
10,0,-0.028467739085197903,0.0006797592739682809,0.27225
10,1,-0.010353392091174782,0.0008155113033298759,0.38625
10,2,-0.03470305884767762,0.000554937039730324,0.21925
10,3,0.01219841152990554,0.0005482461179221418,0.587
10,4,0.1011393623630437,-0.0007207452682248491,0.9255
10,5,0.0007630726482309717,-0.0010501317419522086,0.5065
10,6,0.004573679158458685,-0.0011485742209481169,0.5475
10,7,0.26779295464880903,-0.00105392327381209,1.0
10,8,0.14812021326201114,-0.00046350760248502497,0.98125
10,9,0.026042863163561514,0.0002236579899054171,0.6675
11,0,-0.06005376284718254,-0.0005162331341659606,0.12675
11,1,-0.012374388240515536,-2.1423597683172826e-05,0.37175
11,2,0.035484123771789396,-0.0013322648353981414,0.787
11,3,-0.04938558582235449,-0.0002684482309497913,0.18925
11,4,-0.09690491477454882,-8.587722240825718e-05,0.0345
11,5,-0.00629622759777579,0.001725823852699888,0.4505
11,6,-0.03206767513740158,-0.0009516377980861983,0.2575
11,7,0.035173326253073595,0.00042806389160724784,0.722
11,8,0.2523720231587573,0.0017194183627382063,0.9985
11,9,0.05363707669258637,-6.862595294282232e-05,0.81575
11,10,0.42380286923724153,0.0006797653940672903,1.0
12,0,-0.0017541371301489474,0.0011693400545245147,0.47525
12,1,-0.0657094761892947,-0.000367406298157542,0.0805
12,2,0.02634025555926752,0.0010599886398534332,0.69675
12,3,-0.00912362239891421,0.0008101656323281321,0.43625
12,4,-0.026930246356827597,-0.0006529748795710323,0.335
12,5,-0.02094523509785505,-0.0004516581556500407,0.35275
12,6,-0.015077027273493549,-0.000721267737099054,0.3815
12,7,0.003958775320801925,-0.0019011513091476717,0.546
12,8,0.21656910488833103,-0.0009074886015630585,0.99625
12,9,-0.007429619650288602,0.0004623683960500404,0.44775
12,10,0.04379304065711303,7.784576016546436e-05,0.7685
12,11,0.18083509873677753,0.00019939031035908742,0.99175
13,0,0.062447848674340965,0.0008738894431041498,0.87325
13,1,-0.05697846810910486,0.0004623963271258899,0.10075
13,2,0.11964540584840876,-0.0004982005696069665,0.99175
13,3,0.08828036023188611,-0.0015911650999656897,0.94325
13,4,-0.01042143787694974,0.0008391476259570367,0.42775
13,5,0.14155794303208877,0.00029776950551399197,0.99575
13,6,0.010725762447909366,0.00026749818437579764,0.592
13,7,-0.09122899283401016,0.0016468888160004914,0.06025
13,8,0.01875707972266571,-0.0011592979011160055,0.63725
13,9,0.1360136191129205,0.0005591630592629272,0.9865
13,10,0.016480110353214637,0.0005733298988156952,0.603
13,11,-0.04384403397429718,0.0003121576669939358,0.23525
13,12,0.05946035348177487,0.0008689769467091307,0.85475
14,0,-0.01668667575929683,-0.001133998594195815,0.38475
14,1,0.00960590769798483,0.0012517017924699677,0.5645
14,2,0.04834974602069164,1.528612138176722e-05,0.83575
14,3,-0.020746818529452697,-0.001253743285398146,0.36375
14,4,-0.055179709330189355,0.0008851901179101894,0.17225
14,5,0.0277587389089896,-0.0019278674883333271,0.71225
14,6,0.02728848226564918,-0.0008511343340759513,0.72975
14,7,-0.04226825091028689,0.00046582422494929383,0.23875
14,8,0.0222843098063632,5.027866117554801e-05,0.65275
14,9,0.012009258255889185,0.00033475802401925755,0.591
14,10,-0.1009422004381398,0.00045577334403599563,0.05425
14,11,-0.004528967102866836,0.0014059567528013647,0.48725
14,12,0.09267350548308777,-0.0003082901915886818,0.9375
14,13,0.1587549701567601,0.00045421695064042143,0.9815
15,0,0.07110875576285124,-0.0006130552996946383,0.9075
15,1,-0.0010877479466293955,-0.000932667732546726,0.5005
15,2,-0.04504829277532316,0.0005727965181053098,0.18125
15,3,-0.01522956121922317,0.001237893750060385,0.36175
15,4,0.00970494595833734,-0.0009993035360212367,0.595
15,5,0.0015008788705229213,-6.77894955565449e-05,0.5065
15,6,0.0410639825078275,0.000354474638110807,0.79675
15,7,-0.022607459935863158,6.646016556374786e-05,0.296
15,8,0.002887622136742637,-0.0015438946093357991,0.54325
15,9,-0.0059658938151283805,-4.14633458301259e-05,0.45225
15,10,0.030399398361328205,0.00011140750022316236,0.7395
15,11,-0.006335731624641671,-0.0004865506000658834,0.433
15,12,-0.010136652151002363,0.0005706322384666648,0.4095
15,13,-0.0014124509655500722,0.0009162288784075104,0.46775
15,14,-0.01558377417593451,2.1425286660983964e-05,0.3615
16,0,-0.07877234519075152,-0.0006437494742005474,0.06575
16,1,0.1488375191770374,0.0006027796325042579,0.9985
16,2,-0.02626563190740101,-0.0005423103570441067,0.3015
16,3,-0.05799045564265208,-0.0006850660238756746,0.1015
16,4,0.02334394925021779,0.0005697947988434183,0.70225
16,5,-0.04295030288633824,-0.0001190294561101458,0.17725
16,6,-0.02397321226872534,0.0008527699623882666,0.3005
16,7,-0.004819501742227362,-0.0007164870392542993,0.45375
16,8,0.06839349150460211,0.00038027431030402943,0.93725
16,9,0.022212269892242974,0.00036986647424210473,0.689
16,10,0.0380568609218508,0.00025140696304499637,0.81625
16,11,0.028543173011736863,0.0006052878918328815,0.73775
16,12,0.012359901616876365,0.0009718405772587335,0.59425
16,13,-0.07703331078679013,-0.0011477002901261954,0.049
16,14,0.053492772782755375,-1.1783740444490586e-05,0.8885
16,15,0.22605569427106947,-0.0014580925991753454,0.9985
17,0,0.028632481422203458,8.516950301834726e-05,0.70375
17,1,-0.028581194559193716,-6.261725376583361e-06,0.289
17,2,0.006231464061100336,0.0006843518227657893,0.5475
17,3,0.03186963269970108,-0.0003688465484467297,0.7515
17,4,-0.016885731871689073,-0.001109003533866483,0.35925
17,5,-0.02685717415980966,-0.0006566651265493655,0.29325
17,6,-0.043309240645716326,0.00020675911268475963,0.17175
17,7,0.060136489902521274,0.0005860178188364956,0.9025
17,8,-0.09195581657265418,-0.0008623889505769683,0.02725
17,9,-0.018658489530614546,0.0007378109182030305,0.344
17,10,-0.04862002729468258,-0.0004997089015242891,0.1485
17,11,-0.05453528392724019,0.0008184256093886889,0.1125
17,12,0.009326030091795223,-1.810950565939839e-05,0.57675
17,13,0.019605461213584384,0.00042818514619959657,0.66025
17,14,-0.05067084574321815,9.342213476627748e-05,0.13625
17,15,-0.09788277291468193,1.947563348413078e-05,0.05375
17,16,0.02010354145803094,6.456652571273863e-05,0.63575
18,0,-0.025642836931857284,0.0003564995765273855,0.309
18,1,0.11313811277289006,0.0008523792240929435,0.98875
18,2,-0.02947714002454413,0.0012288138102520838,0.26275
18,3,0.09781492864953442,0.0006371932342819968,0.98
18,4,0.0056599322633408946,0.0002763264624585034,0.544
18,5,-0.03252267447966826,-0.0012729341016154765,0.26025
18,6,-0.03296773704382943,-0.0005930072116577971,0.2385
18,7,0.06259013258733935,0.000988867919382169,0.905
18,8,-0.0846741907542415,0.0006126416030627792,0.036
18,9,-0.05086795073299743,3.801004949991174e-05,0.139
18,10,-0.018710287269919686,4.687206249634981e-05,0.3475
18,11,-0.03460452933328742,0.00015272405773879752,0.22275
18,12,-0.05868510147739128,-0.0005578356028704966,0.1055
18,13,-0.04794439938966423,-0.0005002430998217169,0.1525
18,14,-0.00487877475500229,0.0005721804398718614,0.456
18,15,-0.0798104574368706,-0.00028352292416848867,0.08025
18,16,-0.035605728076426355,0.0006653357368946136,0.25375
18,17,0.1284623023216858,0.00038811786082682253,0.9795
19,0,-0.024748670143216238,0.00019792946039138266,0.30825
19,1,-0.07811440766272239,-0.0002581004994835088,0.052
19,2,-0.006469316825866864,-6.545510491931358e-05,0.45075
19,3,-0.05716918248732122,-0.00094039029501468,0.13
19,4,-0.040437924382389294,0.0010322431780913192,0.2055
19,5,-0.025098114019731665,0.0015038067543278876,0.30825
19,6,0.017035132973080916,-0.0024154860006855546,0.66275
19,7,-0.04188021705730295,-0.0003799172656586941,0.22
19,8,0.044783003326273794,0.0007363560210905437,0.809
19,9,-0.022421023693013544,-0.00016416432141006933,0.341
19,10,0.006819362025136804,0.0013220338498511639,0.54125
19,11,0.10111740588365717,-0.0006488203406040576,0.97475
19,12,0.027975565087487265,0.000155714941483683,0.72
19,13,0.0012424983278683964,0.0004141822355119853,0.509
19,14,-0.06441200913846763,0.0009548850291158862,0.0945
19,15,0.07778373459491333,0.00013628453925940465,0.94925
19,16,0.00074966279985324,0.00021301108401694426,0.50425
19,17,-0.03866818186617653,-0.0005055748582388171,0.22075
19,18,0.014545245466521169,0.0007381383336577268,0.6155
20,0,-0.025658600756999387,0.0007901860576031985,0.31125
20,1,-0.08512409371521691,0.0008130846478938429,0.03675
20,2,0.03625163274539316,1.5708537855267838e-06,0.77925
20,3,-0.050725177724267025,-0.0007320804492475677,0.16675
20,4,0.018295152325220835,0.0008170254569056319,0.6375
20,5,-0.030821852161711984,-0.00025321584275429034,0.279
20,6,0.011001948974583559,-0.0005851810137569767,0.59625
20,7,-0.05357447874341306,0.00069355173338784,0.158
20,8,-0.061483971978581596,0.0006123139055235762,0.13475
20,9,-0.005670983956815189,0.0002777362906344713,0.466
20,10,-0.036679328810055,0.0015094750988838114,0.26225
20,11,-0.024969156150046225,0.0005289317821467459,0.34225
20,12,0.02476114606206543,0.0010536870755815133,0.68125
20,13,-0.06262864269296134,0.00025735948409918064,0.13025
20,14,0.0042198493001678605,-0.0002140566448639722,0.54025
20,15,0.04184496617468233,-9.113313421097054e-05,0.8195
20,16,-0.05552527149982787,0.0005114254147619043,0.09825
20,17,-0.01260395801519665,0.00018355143530805146,0.38575
20,18,0.054877070632133214,0.00048553824527855765,0.883
20,19,0.16972812619975078,0.0018163263659527115,0.9985
21,0,0.007536819963206759,0.0014231324539564988,0.54175
21,1,-0.08456379657131531,0.00014452695788595832,0.0365
21,2,-0.03823632035066599,-0.0002163156224988693,0.2345
21,3,0.0037152775139324776,-0.00010049197464075096,0.535
21,4,0.027992610153753393,0.0008187358981494369,0.70575
21,5,-0.03057386791619759,-0.0008549979563872514,0.282
21,6,-0.015659960849020084,0.0013083904432966372,0.3555
21,7,-0.007744901540393061,-8.247058608171841e-05,0.445
21,8,-0.028068600654633413,0.00012774299780393445,0.31525
21,9,-0.0392933695815636,-0.0005461574547507528,0.237
21,10,-0.050513499034436804,-6.8445921885238235e-06,0.1865
21,11,-0.0183710226669683,0.0008682872507536953,0.36825
21,12,0.0001946006298651093,0.0006917994370917253,0.5025
21,13,-0.07219133628675721,0.00022772913990621265,0.095
21,14,0.015223894137422082,0.0010660364719349616,0.608
21,15,-0.008012175092001233,0.0014827445760896034,0.42725
21,16,0.02447553748458463,-0.0001538875207435645,0.716
21,17,0.05046443892295855,0.0006016970314258459,0.85425
21,18,0.016439578917225767,-0.00023658184687174873,0.63325
21,19,0.12713875181360815,0.0011835542089963748,0.99275
21,20,0.03457719811115915,0.00030276769875114165,0.71075
22,0,-0.020553459668226623,0.0005006707349184823,0.34
22,1,-0.01142768995288962,-0.00032656882628558884,0.403
