	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[231,2]	-0.21	0.012	0.91	-1.8	-0.19	1.3	5630.0	2.0	1.0
theta[232,2]	-0.26	0.013	0.91	-1.8	-0.24	1.2	5230.0	1.9	1.0
theta[233,2]	-0.71	0.012	0.76	-2.0	-0.69	0.49	4222.0	1.5	1.0
theta[234,2]	-0.24	0.012	0.89	-1.8	-0.21	1.2	5176.0	1.9	1.0
theta[235,2]	-0.59	0.011	0.78	-1.9	-0.58	0.67	4617.0	1.7	1.0
theta[236,2]	-0.24	0.013	0.94	-1.8	-0.21	1.3	5470.0	2.0	1.0
theta[237,2]	0.46	0.012	0.75	-0.83	0.51	1.6	3752.0	1.4	1.0
theta[238,2]	-0.16	0.013	0.94	-1.7	-0.14	1.4	5461.0	2.0	1.0
theta[239,2]	1.3	0.01	0.71	0.16	1.3	2.5	4591.0	1.7	1.0
theta[240,2]	1.2	0.011	0.71	-0.051	1.2	2.3	4488.0	1.6	1.0
theta[241,2]	0.2	0.011	0.72	-1.0	0.21	1.3	4580.0	1.7	1.0
theta[242,2]	-0.36	0.012	0.87	-1.9	-0.32	1.0	5250.0	1.9	1.0
theta[243,2]	-0.45	0.013	0.82	-1.8	-0.41	0.86	4155.0	1.5	1.0
theta[244,2]	-0.12	0.011	0.71	-1.3	-0.12	1.0	3994.0	1.4	1.0
theta[245,2]	-0.38	0.013	0.89	-1.9	-0.35	0.99	4891.0	1.8	1.0
theta[246,2]	0.022	0.011	0.73	-1.2	0.024	1.2	4440.0	1.6	1.0
theta[247,2]	-0.26	0.013	0.86	-1.7	-0.24	1.2	4576.0	1.7	1.0
theta[248,2]	-0.61	0.0095	0.7	-1.8	-0.6	0.54	5440.0	2.0	1.0
theta[249,2]	-0.096	0.011	0.73	-1.3	-0.087	1.1	4556.0	1.7	1.0
theta[250,2]	-0.3	0.014	0.9	-1.9	-0.28	1.1	3994.0	1.4	1.0
theta[251,2]	-0.36	0.012	0.84	-1.8	-0.32	0.97	4560.0	1.7	1.0
theta[252,2]	0.22	0.01	0.71	-0.96	0.23	1.4	4683.0	1.7	1.0
theta[253,2]	-0.2	0.011	0.75	-1.4	-0.19	1.0	4497.0	1.6	1.0
theta[254,2]	-0.34	0.012	0.85	-1.9	-0.3	0.99	4719.0	1.7	1.0
theta[255,2]	-0.69	0.013	0.85	-2.1	-0.66	0.64	4470.0	1.6	1.0
theta[256,2]	0.16	0.011	0.72	-1.0	0.16	1.3	4340.0	1.6	1.0
theta[257,2]	-0.25	0.013	0.9	-1.8	-0.23	1.2	5089.0	1.8	1.0
theta[258,2]	-0.53	0.013	0.79	-1.8	-0.5	0.72	3917.0	1.4	1.0
theta[259,2]	-0.86	0.012	0.8	-2.2	-0.84	0.43	4479.0	1.6	1.0
theta[260,2]	-0.14	0.013	0.97	-1.8	-0.12	1.4	5333.0	1.9	1.0
theta[261,2]	-0.84	0.012	0.77	-2.1	-0.83	0.44	4217.0	1.5	1.0
theta[262,2]	0.74	0.01	0.67	-0.37	0.75	1.8	4424.0	1.6	1.0
theta[263,2]	-0.7	0.012	0.79	-2.0	-0.68	0.55	4518.0	1.6	1.0
theta[264,2]	-0.32	0.012	0.8	-1.7	-0.3	0.96	4379.0	1.6	1.0
theta[265,2]	0.78	0.012	0.8	-0.63	0.81	2.0	4450.0	1.6	1.0
theta[266,2]	-0.28	0.012	0.89	-1.8	-0.26	1.1	5088.0	1.8	1.0
theta[267,2]	-0.35	0.012	0.85	-1.9	-0.28	0.99	4929.0	1.8	1.0
theta[268,2]	0.75	0.012	0.73	-0.43	0.74	1.9	3706.0	1.3	1.0
theta[269,2]	-0.16	0.013	0.95	-1.7	-0.12	1.4	5364.0	1.9	1.0
theta[270,2]	1.4	0.012	0.77	0.12	1.3	2.7	4415.0	1.6	1.0
theta[271,2]	1.4	0.011	0.75	0.12	1.3	2.6	5035.0	1.8	1.0
theta[272,2]	-0.24	0.013	0.89	-1.8	-0.22	1.2	4921.0	1.8	1.0
theta[273,2]	-0.15	0.012	0.92	-1.7	-0.15	1.3	5639.0	2.0	1.0
theta[274,2]	-0.55	0.012	0.84	-2.0	-0.54	0.81	4762.0	1.7	1.0
theta[275,2]	-0.0063	0.011	0.72	-1.2	0.0065	1.2	4711.0	1.7	1.0
theta[276,2]	-0.72	0.012	0.75	-1.9	-0.69	0.47	3744.0	1.4	1.0
theta[277,2]	-0.21	0.012	0.88	-1.7	-0.19	1.3	5398.0	2.0	1.0
theta[278,2]	-0.19	0.012	0.74	-1.4	-0.19	1.0	3987.0	1.4	1.0
theta[279,2]	-0.14	0.013	0.97	-1.7	-0.13	1.4	5719.0	2.1	1.0
theta[280,2]	0.22	0.0099	0.72	-0.96	0.22	1.4	5288.0	1.9	1.0
theta[281,2]	0.16	0.011	0.72	-1.0	0.16	1.3	4635.0	1.7	1.0
theta[282,2]	-0.18	0.013	0.94	-1.7	-0.16	1.3	5496.0	2.0	1.0
theta[283,2]	-0.34	0.013	0.86	-1.8	-0.31	1.0	4197.0	1.5	1.0
theta[284,2]	-0.31	0.013	0.88	-1.8	-0.29	1.1	4662.0	1.7	1.0
theta[285,2]	0.41	0.013	0.78	-0.91	0.42	1.6	3851.0	1.4	1.0
theta[286,2]	-0.93	0.011	0.78	-2.2	-0.91	0.35	4770.0	1.7	1.0
theta[287,2]	-1.1	0.012	0.77	-2.4	-1.1	0.094	3892.0	1.4	1.0
theta[288,2]	0.84	0.012	0.79	-0.45	0.81	2.2	4366.0	1.6	1.0
theta[289,2]	0.17	0.011	0.73	-1.0	0.18	1.4	4025.0	1.5	1.0
theta[290,2]	-0.66	0.011	0.72	-1.8	-0.65	0.52	4399.0	1.6	1.0
theta[291,2]	-0.67	0.013	0.83	-2.1	-0.62	0.65	4368.0	1.6	1.0
theta[292,2]	1.1	0.012	0.83	-0.25	1.1	2.5	4507.0	1.6	1.0
theta[293,2]	-0.13	0.012	0.94	-1.7	-0.12	1.4	5826.0	2.1	1.0
theta[294,2]	0.8	0.012	0.78	-0.53	0.83	2.0	4134.0	1.5	1.0
theta[295,2]	-0.16	0.012	0.95	-1.8	-0.16	1.4	5791.0	2.1	1.0
theta[296,2]	-0.19	0.013	0.9	-1.7	-0.17	1.3	4913.0	1.8	1.0
theta[297,2]	-0.27	0.012	0.89	-1.8	-0.24	1.1	5325.0	1.9	1.0
theta[298,2]	-0.26	0.013	0.91	-1.8	-0.22	1.2	5247.0	1.9	1.0
theta[299,2]	-0.13	0.013	0.95	-1.7	-0.12	1.4	5111.0	1.9	1.0
theta[300,2]	-0.31	0.011	0.73	-1.5	-0.29	0.89	4584.0	1.7	1.0
theta[301,2]	-0.48	0.012	0.83	-1.9	-0.46	0.84	4597.0	1.7	1.0
theta[302,2]	0.96	0.011	0.75	-0.23	0.93	2.2	4694.0	1.7	1.0
theta[303,2]	1.3	0.011	0.72	0.13	1.3	2.5	4307.0	1.6	1.0
theta[304,2]	-0.0013	0.011	0.72	-1.2	0.016	1.2	4409.0	1.6	1.0
theta[305,2]	-0.22	0.013	0.89	-1.7	-0.2	1.2	5012.0	1.8	1.0
theta[306,2]	-0.77	0.012	0.83	-2.2	-0.74	0.56	4605.0	1.7	1.0
theta[307,2]	1.1	0.01	0.71	0.002	1.1	2.3	4739.0	1.7	1.0
theta[308,2]	-0.36	0.013	0.85	-1.8	-0.33	1.0	4555.0	1.7	1.0
theta[309,2]	-0.17	0.013	0.96	-1.8	-0.16	1.4	5458.0	2.0	1.0
theta[310,2]	0.27	0.012	0.73	-0.94	0.27	1.4	3888.0	1.4	1.0
theta[311,2]	-0.54	0.01	0.72	-1.7	-0.52	0.61	4772.0	1.7	1.0
theta[312,2]	0.22	0.011	0.72	-0.98	0.23	1.4	4615.0	1.7	1.0
theta[313,2]	0.76	0.011	0.69	-0.36	0.76	1.9	3966.0	1.4	1.0
theta[314,2]	-0.35	0.01	0.72	-1.6	-0.33	0.82	4889.0	1.8	1.0
theta[315,2]	-0.3	0.012	0.88	-1.8	-0.28	1.1	5238.0	1.9	1.0
theta[316,2]	-0.35	0.013	0.87	-1.8	-0.31	1.0	4328.0	1.6	1.0
theta[317,2]	-0.82	0.012	0.82	-2.2	-0.8	0.51	4668.0	1.7	1.0
theta[318,2]	0.95	0.011	0.71	-0.24	0.95	2.1	4110.0	1.5	1.0
theta[319,2]	-0.3	0.011	0.73	-1.5	-0.29	0.87	4671.0	1.7	1.0
theta[320,2]	-0.066	0.013	0.91	-1.6	-0.039	1.4	4801.0	1.7	1.0
theta[321,2]	0.83	0.011	0.74	-0.39	0.83	2.0	4540.0	1.6	1.0
theta[322,2]	-0.71	0.012	0.81	-2.1	-0.7	0.58	4460.0	1.6	1.0
theta[323,2]	-0.27	0.013	0.9	-1.8	-0.25	1.2	5004.0	1.8	1.0
theta[324,2]	-0.12	0.013	0.96	-1.7	-0.12	1.5	5399.0	2.0	1.0
theta[325,2]	-0.46	0.012	0.82	-1.9	-0.45	0.88	4948.0	1.8	1.0
theta[326,2]	-0.33	0.012	0.88	-1.9	-0.31	1.0	5386.0	2.0	1.0
theta[327,2]	-0.036	0.01	0.72	-1.3	-0.019	1.1	4852.0	1.8	1.0
theta[328,2]	-0.12	0.013	0.96	-1.7	-0.13	1.4	5609.0	2.0	1.0
theta[329,2]	-0.56	0.011	0.73	-1.8	-0.55	0.63	4412.0	1.6	1.0
theta[330,2]	0.8	0.01	0.71	-0.38	0.79	2.0	4842.0	1.8	1.0
theta[331,2]	-0.46	0.012	0.8	-1.8	-0.43	0.82	4245.0	1.5	1.0
theta[332,2]	-0.19	0.013	0.9	-1.7	-0.18	1.3	4965.0	1.8	1.0
theta[333,2]	1.2	0.01	0.73	-0.033	1.2	2.4	4937.0	1.8	1.0
theta[334,2]	-0.83	0.011	0.78	-2.1	-0.79	0.41	4995.0	1.8	1.0
theta[335,2]	-0.63	0.012	0.76	-1.9	-0.62	0.61	4346.0	1.6	1.0
theta[336,2]	-0.22	0.011	0.72	-1.4	-0.21	0.94	3929.0	1.4	1.0
theta[337,2]	0.7	0.011	0.72	-0.48	0.72	1.9	4649.0	1.7	1.0
theta[338,2]	-0.66	0.012	0.8	-2.0	-0.65	0.61	4558.0	1.7	1.0
theta[339,2]	0.11	0.011	0.72	-1.1	0.13	1.3	3948.0	1.4	1.0
theta[340,2]	0.26	0.011	0.7	-0.93	0.27	1.4	4233.0	1.5	1.0
theta[341,2]	0.052	0.012	0.74	-1.1	0.049	1.3	4105.0	1.5	1.0
theta[342,2]	-0.59	0.012	0.85	-2.0	-0.56	0.75	4702.0	1.7	1.0
theta[343,2]	0.51	0.011	0.73	-0.66	0.51	1.7	4471.0	1.6	1.0
theta[344,2]	-0.3	0.012	0.87	-1.8	-0.27	1.1	4892.0	1.8	1.0
theta[345,2]	-0.28	0.011	0.72	-1.4	-0.26	0.89	3971.0	1.4	1.0
theta[346,2]	0.56	0.013	0.78	-0.78	0.58	1.8	3808.0	1.4	1.0
theta[347,2]	-0.18	0.013	0.92	-1.7	-0.15	1.3	4839.0	1.8	1.0
theta[348,2]	-0.34	0.013	0.85	-1.8	-0.31	1.0	4486.0	1.6	1.0
theta[349,2]	-0.099	0.013	0.94	-1.7	-0.095	1.4	5416.0	2.0	1.0
theta[350,2]	0.79	0.011	0.74	-0.42	0.78	2.0	4625.0	1.7	1.0
theta[351,2]	-0.28	0.012	0.77	-1.6	-0.27	0.98	4180.0	1.5	1.0
theta[352,2]	1.1	0.011	0.71	-0.1	1.1	2.2	3891.0	1.4	1.0
theta[353,2]	-0.12	0.013	0.94	-1.7	-0.1	1.4	4863.0	1.8	1.0
theta[354,2]	-0.25	0.012	0.9	-1.7	-0.24	1.2	5400.0	2.0	1.0
theta[355,2]	-0.19	0.013	0.96	-1.7	-0.19	1.4	5566.0	2.0	1.0
theta[356,2]	-0.18	0.012	0.95	-1.8	-0.18	1.4	6023.0	2.2	1.0
theta[357,2]	0.44	0.012	0.74	-0.81	0.46	1.6	3934.0	1.4	1.0
theta[358,2]	-0.3	0.012	0.85	-1.7	-0.29	1.1	5396.0	2.0	1.0
theta[359,2]	0.67	0.011	0.7	-0.47	0.67	1.8	4165.0	1.5	1.0
theta[360,2]	0.93	0.011	0.77	-0.31	0.91	2.2	5047.0	1.8	1.0
theta[361,2]	0.082	0.012	0.74	-1.2	0.099	1.3	4121.0	1.5	1.0
theta[362,2]	-0.31	0.013	0.91	-1.8	-0.28	1.1	5016.0	1.8	1.0
theta[363,2]	1.0	0.011	0.76	-0.22	1.0	2.3	5091.0	1.8	1.0
theta[364,2]	-0.94	0.012	0.78	-2.3	-0.92	0.29	4286.0	1.6	1.0
theta[365,2]	-0.14	0.012	0.95	-1.7	-0.13	1.4	5828.0	2.1	1.0
theta[366,2]	-0.59	0.011	0.79	-1.9	-0.57	0.7	4865.0	1.8	1.0
theta[367,2]	-0.071	0.011	0.73	-1.3	-0.052	1.1	4095.0	1.5	1.0
theta[368,2]	-0.25	0.014	0.9	-1.8	-0.23	1.2	4077.0	1.5	1.0
theta[369,2]	-0.12	0.012	0.93	-1.7	-0.11	1.4	5804.0	2.1	1.0
theta[370,2]	0.72	0.013	0.79	-0.62	0.73	2.0	3752.0	1.4	1.0
theta[371,2]	-0.13	0.01	0.74	-1.3	-0.15	1.1	5257.0	1.9	1.0
theta[372,2]	-0.12	0.011	0.71	-1.3	-0.1	1.0	4372.0	1.6	1.0
theta[373,2]	-0.28	0.013	0.89	-1.8	-0.26	1.1	4720.0	1.7	1.0
theta[374,2]	-0.71	0.012	0.81	-2.1	-0.7	0.58	4326.0	1.6	1.0
theta[375,2]	-0.4	0.012	0.87	-1.9	-0.37	0.99	4976.0	1.8	1.0
theta[376,2]	-0.36	0.011	0.73	-1.6	-0.35	0.85	4527.0	1.6	1.0
theta[377,2]	0.33	0.012	0.75	-0.91	0.34	1.5	3941.0	1.4	1.0
theta[378,2]	0.23	0.012	0.72	-0.99	0.24	1.4	3518.0	1.3	1.0
theta[379,2]	0.92	0.011	0.78	-0.32	0.89	2.2	4930.0	1.8	1.0
theta[380,2]	-0.84	0.012	0.81	-2.2	-0.81	0.42	4537.0	1.6	1.0
theta[381,2]	-0.29	0.012	0.93	-1.8	-0.26	1.2	5539.0	2.0	1.0
theta[382,2]	-0.59	0.012	0.8	-1.9	-0.59	0.68	4380.0	1.6	1.0
theta[383,2]	-0.62	0.012	0.8	-2.0	-0.58	0.62	4703.0	1.7	1.0
theta[384,2]	0.63	0.011	0.71	-0.55	0.62	1.8	4563.0	1.7	1.0
theta[385,2]	-0.28	0.013	0.91	-1.9	-0.25	1.2	4851.0	1.8	1.0
theta[386,2]	-0.48	0.012	0.85	-1.9	-0.46	0.87	4870.0	1.8	1.0
theta[387,2]	0.15	0.013	0.93	-1.4	0.18	1.6	4807.0	1.7	1.0
theta[388,2]	0.94	0.011	0.71	-0.2	0.93	2.1	4229.0	1.5	1.0
theta[389,2]	-0.42	0.012	0.85	-1.9	-0.4	0.92	5036.0	1.8	1.0
theta[390,2]	-0.33	0.013	0.91	-1.8	-0.29	1.1	4691.0	1.7	1.0
theta[391,2]	-0.23	0.013	0.91	-1.8	-0.21	1.2	5281.0	1.9	1.0
theta[392,2]	0.32	0.012	0.73	-0.92	0.36	1.5	3558.0	1.3	1.0
theta[393,2]	-0.14	0.013	0.91	-1.7	-0.12	1.3	4620.0	1.7	1.0
theta[394,2]	1.4	0.011	0.72	0.27	1.4	2.6	4022.0	1.5	1.0
theta[395,2]	-0.12	0.014	0.93	-1.7	-0.096	1.4	4770.0	1.7	1.0
theta[396,2]	-0.12	0.013	0.98	-1.8	-0.11	1.5	5479.0	2.0	1.0
theta[397,2]	-0.42	0.012	0.9	-1.9	-0.4	1.0	5399.0	2.0	1.0
theta[398,2]	-0.26	0.013	0.87	-1.7	-0.22	1.1	4697.0	1.7	1.0
theta[399,2]	-0.089	0.013	0.95	-1.7	-0.065	1.4	5317.0	1.9	1.0
theta[400,2]	0.39	0.011	0.72	-0.81	0.4	1.6	4685.0	1.7	1.0
theta[401,2]	1.2	0.012	0.73	0.014	1.2	2.4	4034.0	1.5	1.0
theta[402,2]	1.2	0.011	0.75	-0.059	1.1	2.4	4553.0	1.7	1.0
theta[403,2]	-0.56	0.012	0.77	-1.9	-0.53	0.69	4025.0	1.5	1.0
theta[404,2]	-0.35	0.013	0.91	-1.9	-0.34	1.1	4646.0	1.7	1.0
theta[405,2]	-1.0	0.012	0.76	-2.3	-1.0	0.18	3817.0	1.4	1.0
theta[406,2]	-0.15	0.013	0.98	-1.8	-0.14	1.5	5949.0	2.2	1.0
theta[407,2]	-0.79	0.013	0.77	-2.1	-0.75	0.43	3554.0	1.3	1.0
theta[408,2]	-0.18	0.012	0.92	-1.7	-0.16	1.3	5432.0	2.0	1.0
theta[409,2]	1.2	0.01	0.74	-0.0096	1.2	2.4	5190.0	1.9	1.0
theta[410,2]	0.88	0.011	0.79	-0.39	0.85	2.2	5084.0	1.8	1.0
theta[411,2]	-0.23	0.013	0.91	-1.8	-0.19	1.2	5150.0	1.9	1.0
theta[412,2]	1.2	0.011	0.74	0.0037	1.2	2.4	4977.0	1.8	1.0
theta[413,2]	-0.14	0.013	0.91	-1.7	-0.11	1.3	4861.0	1.8	1.0
theta[414,2]	0.87	0.013	0.81	-0.48	0.88	2.1	4121.0	1.5	1.0
theta[415,2]	-0.16	0.013	0.96	-1.7	-0.15	1.4	5170.0	1.9	1.0
theta[416,2]	-0.62	0.012	0.84	-2.0	-0.62	0.73	4643.0	1.7	1.0
theta[417,2]	-0.31	0.012	0.89	-1.9	-0.29	1.1	5298.0	1.9	1.0
theta[418,2]	-0.29	0.012	0.89	-1.8	-0.26	1.2	5651.0	2.1	1.0
theta[419,2]	-0.34	0.011	0.72	-1.5	-0.33	0.83	4004.0	1.5	1.0
theta[420,2]	-0.14	0.012	0.95	-1.7	-0.13	1.4	5778.0	2.1	1.0
theta[421,2]	-0.46	0.013	0.85	-1.9	-0.44	0.91	4604.0	1.7	1.0
theta[422,2]	-0.71	0.011	0.8	-2.1	-0.69	0.57	5347.0	1.9	1.0
theta[423,2]	-0.17	0.013	0.91	-1.7	-0.16	1.3	4933.0	1.8	1.0
theta[424,2]	-0.62	0.013	0.85	-2.0	-0.61	0.74	4372.0	1.6	1.0
theta[425,2]	-0.24	0.012	0.87	-1.7	-0.21	1.2	5568.0	2.0	1.0
theta[426,2]	1.3	0.011	0.71	0.18	1.4	2.5	4320.0	1.6	1.0
theta[427,2]	0.83	0.013	0.78	-0.47	0.85	2.1	3891.0	1.4	1.0
theta[428,2]	-0.52	0.011	0.84	-1.9	-0.49	0.82	5420.0	2.0	1.0
theta[429,2]	-0.8	0.012	0.8	-2.1	-0.78	0.47	4639.0	1.7	1.0
theta[430,2]	1.3	0.011	0.74	0.11	1.3	2.6	4794.0	1.7	1.0
theta[431,2]	-0.19	0.012	0.87	-1.6	-0.15	1.2	5076.0	1.8	1.0
theta[432,2]	-0.18	0.011	0.72	-1.4	-0.16	0.97	4421.0	1.6	1.0
theta[433,2]	0.42	0.012	0.75	-0.82	0.42	1.6	3641.0	1.3	1.0
theta[434,2]	-0.46	0.011	0.86	-1.9	-0.43	0.9	5690.0	2.1	1.0
theta[435,2]	-0.074	0.013	0.91	-1.6	-0.063	1.4	5026.0	1.8	1.0
theta[436,2]	-0.12	0.014	0.91	-1.7	-0.078	1.3	4461.0	1.6	1.0
theta[437,2]	-0.17	0.013	0.94	-1.7	-0.15	1.3	4890.0	1.8	1.0
theta[438,2]	-0.35	0.013	0.87	-1.9	-0.31	1.0	4525.0	1.6	1.0
theta[439,2]	-0.1	0.013	0.94	-1.7	-0.092	1.4	5561.0	2.0	1.0
theta[440,2]	-0.41	0.01	0.73	-1.6	-0.39	0.78	5126.0	1.9	1.0
theta[441,2]	-0.39	0.012	0.84	-1.9	-0.35	0.92	4770.0	1.7	1.0
theta[442,2]	-0.47	0.012	0.9	-2.0	-0.45	0.95	5187.0	1.9	1.0
theta[443,2]	-0.17	0.013	0.92	-1.7	-0.15	1.3	5169.0	1.9	1.0
theta[444,2]	0.099	0.012	0.72	-1.1	0.12	1.2	3455.0	1.3	1.0
theta[445,2]	-0.57	0.012	0.8	-1.9	-0.55	0.69	4561.0	1.7	1.0
theta[446,2]	-0.21	0.012	0.9	-1.7	-0.19	1.3	5627.0	2.0	1.0
theta[447,2]	-0.17	0.013	0.9	-1.7	-0.15	1.2	4563.0	1.7	1.0
theta[448,2]	-0.3	0.012	0.89	-1.9	-0.29	1.1	5234.0	1.9	1.0
theta[449,2]	1.4	0.011	0.71	0.24	1.4	2.5	3831.0	1.4	1.0
theta[450,2]	0.93	0.011	0.76	-0.27	0.9	2.2	4637.0	1.7	1.0
theta[451,2]	-0.29	0.011	0.71	-1.5	-0.28	0.88	4172.0	1.5	1.0
theta[452,2]	-0.32	0.011	0.74	-1.5	-0.31	0.86	4167.0	1.5	1.0
theta[453,2]	0.23	0.012	0.73	-0.98	0.24	1.4	3816.0	1.4	1.0
theta[454,2]	-0.31	0.013	0.78	-1.6	-0.28	0.93	3876.0	1.4	1.0
theta[455,2]	0.89	0.012	0.78	-0.38	0.89	2.2	4624.0	1.7	1.0
theta[456,2]	-0.41	0.013	0.87	-1.9	-0.39	0.97	4492.0	1.6	1.0
theta[457,2]	-0.46	0.013	0.84	-1.9	-0.43	0.87	4513.0	1.6	1.0
theta[458,2]	-0.32	0.011	0.73	-1.5	-0.3	0.83	4699.0	1.7	1.0
theta[459,2]	0.81	0.01	0.71	-0.34	0.82	2.0	4746.0	1.7	1.0
theta[460,2]	-0.63	0.012	0.82	-2.0	-0.6	0.69	4739.0	1.7	1.0
theta[461,2]	-1.1	0.011	0.76	-2.4	-1.1	0.14	5080.0	1.8	1.0
theta[462,2]	-0.39	0.013	0.87	-1.8	-0.36	0.98	4740.0	1.7	1.0
theta[463,2]	-0.71	0.012	0.8	-2.0	-0.68	0.57	4281.0	1.6	1.0
theta[464,2]	-0.19	0.013	0.92	-1.7	-0.18	1.3	5162.0	1.9	1.0
theta[465,2]	0.23	0.011	0.72	-0.94	0.21	1.4	4700.0	1.7	1.0
theta[466,2]	-0.44	0.012	0.85	-1.9	-0.41	0.89	5249.0	1.9	1.0
theta[467,2]	-1.3	0.012	0.79	-2.7	-1.2	-0.041	4414.0	1.6	1.0
theta[468,2]	-0.25	0.013	0.86	-1.7	-0.23	1.1	4034.0	1.5	1.0
theta[469,2]	-0.066	0.013	0.83	-1.5	-0.025	1.2	4213.0	1.5	1.0
theta[470,2]	-0.53	0.011	0.88	-2.0	-0.48	0.85	5904.0	2.1	1.0
theta[471,2]	-0.15	0.013	0.95	-1.7	-0.13	1.4	5333.0	1.9	1.0
theta[472,2]	0.71	0.012	0.77	-0.6	0.74	1.9	4200.0	1.5	1.0
theta[473,2]	-0.56	0.012	0.82	-2.0	-0.52	0.73	4837.0	1.8	1.0
theta[474,2]	-0.34	0.014	0.88	-1.9	-0.3	1.0	4193.0	1.5	1.0
theta[475,2]	-0.68	0.011	0.78	-2.0	-0.65	0.56	4557.0	1.7	1.0
theta[476,2]	-0.24	0.012	0.91	-1.8	-0.22	1.2	5592.0	2.0	1.0
theta[477,2]	-0.39	0.012	0.82	-1.8	-0.36	0.91	4628.0	1.7	1.0
theta[478,2]	-0.4	0.011	0.72	-1.6	-0.39	0.75	4513.0	1.6	1.0
theta[479,2]	-0.47	0.012	0.81	-1.9	-0.44	0.83	4633.0	1.7	1.0
theta[480,2]	-0.13	0.013	0.95	-1.7	-0.098	1.4	5451.0	2.0	1.0
theta[481,2]	-0.18	0.013	0.97	-1.8	-0.16	1.4	5265.0	1.9	1.0
theta[482,2]	-0.12	0.011	0.71	-1.3	-0.12	1.0	3992.0	1.4	1.0
theta[483,2]	-0.68	0.012	0.83	-2.1	-0.64	0.63	4611.0	1.7	1.0
theta[484,2]	-0.15	0.012	0.94	-1.7	-0.13	1.3	5669.0	2.1	1.0
theta[485,2]	-0.3	0.013	0.93	-1.8	-0.3	1.2	5304.0	1.9	1.0
theta[486,2]	-0.28	0.01	0.71	-1.5	-0.27	0.85	4672.0	1.7	1.0
theta[487,2]	-0.33	0.012	0.86	-1.8	-0.3	1.0	4733.0	1.7	1.0
theta[488,2]	0.071	0.011	0.71	-1.1	0.067	1.2	4384.0	1.6	1.0
theta[489,2]	-0.53	0.012	0.78	-1.9	-0.49	0.72	4207.0	1.5	1.0
theta[490,2]	-0.2	0.013	0.93	-1.8	-0.17	1.3	5248.0	1.9	1.0
theta[491,2]	-0.15	0.0097	0.71	-1.3	-0.14	1.0	5307.0	1.9	1.0
theta[492,2]	0.35	0.011	0.74	-0.86	0.36	1.5	4302.0	1.6	1.0
theta[493,2]	-0.1	0.013	0.96	-1.7	-0.11	1.5	5448.0	2.0	1.0
theta[494,2]	0.33	0.01	0.73	-0.85	0.32	1.5	5161.0	1.9	1.0
theta[495,2]	1.1	0.013	0.85	-0.39	1.1	2.4	4409.0	1.6	1.0
theta[496,2]	-0.11	0.013	0.96	-1.7	-0.095	1.5	5215.0	1.9	1.0
theta[497,2]	-0.51	0.012	0.81	-1.9	-0.48	0.74	4375.0	1.6	1.0
theta[498,2]	-1.1	0.011	0.72	-2.3	-1.1	0.09	4594.0	1.7	1.0
theta[499,2]	-0.45	0.012	0.87	-1.9	-0.43	0.94	5030.0	1.8	1.0
theta[500,2]	0.089	0.012	0.71	-1.1	0.093	1.3	3696.0	1.3	1.0
theta[501,2]	0.44	0.012	0.74	-0.8	0.46	1.6	3841.0	1.4	1.0
theta[502,2]	-0.22	0.012	0.9	-1.8	-0.19	1.2	5351.0	1.9	1.0
theta[503,2]	-0.23	0.013	0.93	-1.8	-0.19	1.2	5291.0	1.9	1.0
theta[504,2]	-0.2	0.013	0.91	-1.8	-0.17	1.2	4570.0	1.7	1.0
theta[505,2]	-0.15	0.013	0.94	-1.7	-0.15	1.4	5197.0	1.9	1.0
theta[506,2]	-0.2	0.014	0.89	-1.7	-0.17	1.2	4237.0	1.5	1.0
theta[507,2]	-0.21	0.013	0.79	-1.6	-0.17	1.1	3612.0	1.3	1.0
theta[508,2]	-0.8	0.011	0.75	-2.1	-0.78	0.41	4426.0	1.6	1.0
theta[509,2]	-0.28	0.012	0.87	-1.8	-0.25	1.1	5134.0	1.9	1.0
theta[510,2]	-0.55	0.012	0.75	-1.8	-0.53	0.62	4116.0	1.5	1.0
theta[511,2]	-0.16	0.011	0.72	-1.4	-0.15	1.0	4352.0	1.6	1.0
theta[512,2]	-0.022	0.011	0.74	-1.3	0.0028	1.2	4320.0	1.6	1.0
theta[513,2]	-0.39	0.014	0.86	-1.8	-0.37	0.98	3800.0	1.4	1.0
theta[514,2]	-0.01	0.011	0.7	-1.2	-0.012	1.1	4451.0	1.6	1.0
theta[515,2]	-0.68	0.011	0.74	-1.9	-0.65	0.49	4193.0	1.5	1.0
theta[516,2]	-0.2	0.013	0.92	-1.7	-0.16	1.2	5375.0	2.0	1.0
theta[517,2]	-0.43	0.011	0.72	-1.6	-0.43	0.75	4584.0	1.7	1.0
theta[518,2]	0.67	0.012	0.78	-0.64	0.69	1.9	3949.0	1.4	1.0
theta[519,2]	-0.87	0.011	0.78	-2.2	-0.85	0.35	4670.0	1.7	1.0
theta[520,2]	-0.69	0.012	0.81	-2.1	-0.66	0.6	4403.0	1.6	1.0
theta[521,2]	0.017	0.01	0.73	-1.2	0.03	1.2	4919.0	1.8	1.0
theta[522,2]	-0.33	0.012	0.83	-1.7	-0.3	0.97	4421.0	1.6	1.0
theta[523,2]	0.57	0.01	0.69	-0.58	0.59	1.7	4817.0	1.7	1.0
theta[524,2]	-0.14	0.013	0.94	-1.7	-0.12	1.4	4983.0	1.8	1.0
