item,subject,response,y_hat,y_pred,loo,ku
0,1052,1.0,0.7135,0.716927,-0.78092,0.539
0,1053,0.0,0.14725,0.85339,-0.272921,0.334001
0,1054,0.0,0.07,0.935169,-0.109703,0.572138
0,1055,0.0,0.04425,0.955154,-0.073692,0.531447
0,1056,1.0,0.918,0.910448,-0.169628,0.594094
0,1057,0.0,0.02925,0.974377,-0.045618,0.774454
0,1058,0.0,0.05425,0.942462,-0.093649,0.466638
0,1059,1.0,0.884,0.881794,-0.215597,0.322839
0,1060,0.0,0.09975,0.901876,-0.18157,0.576397
0,1061,1.0,0.85925,0.85635,-0.302371,0.388427
0,1062,0.0,0.2685,0.728728,-0.709153,0.70852
0,1064,1.0,0.8705,0.875391,-0.249539,0.612745
0,1065,0.0,0.08075,0.919079,-0.136369,0.479799
0,1066,0.0,0.02325,0.974548,-0.044038,0.7485
0,1068,0.0,0.076,0.928517,-0.127025,0.55846
0,1069,1.0,0.88475,0.885185,-0.21701,0.5313
0,1070,0.0,0.22125,0.783765,-0.560058,0.648712
0,1071,1.0,0.48075,0.484353,-2.230623,0.807551
0,1072,0.0,0.02125,0.978393,-0.036491,0.746546
0,1073,1.0,0.6325,0.643416,-1.134479,0.603475
0,1074,0.0,0.059,0.94026,-0.11406,0.669626
0,1075,0.0,0.261,0.747172,-0.653447,0.503404
0,1076,1.0,0.942,0.93935,-0.104054,0.343349
0,1077,0.0,0.044,0.962566,-0.05909,0.654227
0,1078,0.0,0.03,0.97223,-0.049283,0.723516
0,1079,1.0,0.8845,0.888376,-0.212509,0.360329
0,1080,1.0,0.75825,0.756443,-0.624699,0.586703
0,1081,1.0,0.89,0.885396,-0.213738,0.527057
0,1082,0.0,0.30025,0.703541,-0.829132,0.614271
0,1083,1.0,0.78225,0.777261,-0.541046,0.543117
0,1084,1.0,0.77775,0.77854,-0.55823,0.609177
0,1085,0.0,0.058,0.943769,-0.089754,0.505028
0,1086,0.0,0.039,0.960731,-0.061879,0.563096
0,1087,0.0,0.02525,0.971491,-0.054961,0.833876
0,1088,0.0,0.08425,0.909594,-0.158515,0.497565
0,1089,0.0,0.07575,0.928351,-0.134802,0.62733
0,1090,1.0,0.84,0.845082,-0.331651,0.560176
0,1092,0.0,0.06375,0.935332,-0.11388,0.506118
0,1094,1.0,0.794,0.794464,-0.50826,0.654271
0,1095,0.0,0.0245,0.975986,-0.040407,0.664578
0,1096,1.0,0.7405,0.744905,-0.711613,0.600061
0,1097,1.0,0.749,0.749142,-0.628321,0.463241
0,1098,0.0,0.02975,0.970121,-0.050785,0.657444
0,1100,1.0,0.78875,0.789306,-0.528589,0.608439
0,1101,0.0,0.04125,0.954097,-0.070553,0.457205
0,1102,0.0,0.23675,0.769127,-0.597329,0.672685
0,1104,1.0,0.99175,0.989789,-0.014796,0.740138
0,1105,1.0,0.90325,0.90959,-0.16684,0.528033
0,1106,0.0,0.03575,0.959983,-0.071908,0.698722
0,1107,0.0,0.07975,0.922701,-0.141274,0.583598
0,1108,1.0,0.753,0.743842,-0.697711,0.729284
0,1110,1.0,0.6885,0.697529,-0.940646,0.724359
0,1111,0.0,0.032,0.967368,-0.04824,0.364716
0,1112,0.0,0.048,0.951101,-0.088839,0.768036
0,1113,0.0,0.4325,0.569451,-1.442195,0.625305
0,1114,1.0,0.985,0.985958,-0.021612,0.713556
0,1115,1.0,0.95125,0.952082,-0.088828,0.706251
0,1116,0.0,0.022,0.978796,-0.033786,0.692044
0,1117,0.0,0.07175,0.926478,-0.13095,0.413008
0,1118,1.0,0.754,0.755718,-0.70998,0.773578
0,1119,0.0,0.04925,0.9518,-0.079985,0.645056
0,1120,0.0,0.212,0.779585,-0.563548,0.631725
0,1121,0.0,0.03025,0.969444,-0.055956,0.646595
0,1122,1.0,0.876,0.883034,-0.235144,0.440285
0,1123,1.0,0.795,0.792627,-0.481184,0.550201
0,1124,1.0,0.47025,0.466994,-2.142612,0.483266
0,1125,1.0,0.456,0.461695,-2.179405,0.673422
0,1126,0.0,0.232,0.77488,-0.573107,0.674756
0,1127,0.0,0.09975,0.905085,-0.166464,0.421494
0,1128,1.0,0.8385,0.839104,-0.339595,0.571198
0,1129,0.0,0.04425,0.960748,-0.06009,0.554131
0,1130,0.0,0.101,0.901713,-0.178949,0.452037
0,1131,0.0,0.2205,0.77643,-0.534777,0.510139
0,1132,0.0,0.14875,0.845903,-0.341905,0.545011
0,1133,0.0,0.02625,0.972948,-0.041293,0.540263
0,1134,1.0,0.78375,0.785295,-0.517422,0.703236
0,1135,1.0,0.88775,0.890201,-0.219567,0.555797
0,1136,0.0,0.0315,0.970222,-0.044572,0.54231
0,1138,1.0,0.41075,0.41753,-2.843398,1.009705
0,1139,0.0,0.195,0.805462,-0.446541,0.613066
0,1140,1.0,0.97625,0.974017,-0.042299,0.685699
0,1141,0.0,0.03225,0.969949,-0.05278,0.690996
0,1142,0.0,0.05475,0.940749,-0.108138,0.500601
0,1144,1.0,0.904,0.902557,-0.176023,0.527236
0,1145,0.0,0.434,0.56507,-1.541308,0.626063
0,1146,0.0,0.431,0.557951,-1.573235,0.723613
0,1148,0.0,0.035,0.969737,-0.049485,0.586323
0,1149,0.0,0.184,0.814882,-0.43035,0.521192
0,1150,1.0,0.729,0.739472,-0.743022,0.587907
0,1151,0.0,0.346,0.648192,-1.141691,0.600128
0,1152,1.0,0.96975,0.968551,-0.04793,0.539148
0,1153,0.0,0.45475,0.548361,-1.573188,0.55849
0,1154,1.0,0.978,0.972453,-0.046787,0.666489
0,1155,1.0,0.748,0.748462,-0.722203,0.637006
0,1156,0.0,0.0425,0.962713,-0.055277,0.459111
0,1157,0.0,0.03025,0.968112,-0.053099,0.65399
0,1158,0.0,0.15725,0.841379,-0.320468,0.570945
0,1159,0.0,0.06175,0.937494,-0.097615,0.454088
0,1160,1.0,0.72175,0.724978,-0.768289,0.613832
0,1161,0.0,0.0335,0.966612,-0.054122,0.624583
0,1162,0.0,0.059,0.939568,-0.10184,0.57926
0,1163,0.0,0.1225,0.873814,-0.277772,0.82528
0,1164,1.0,0.89575,0.896091,-0.185787,0.434145
0,1165,1.0,0.87175,0.871888,-0.282554,0.464567
0,1166,1.0,0.88375,0.877836,-0.271803,0.837332
0,1168,0.0,0.18125,0.810643,-0.426004,0.543635
0,1169,1.0,0.7735,0.774942,-0.564767,0.704543
0,1170,0.0,0.192,0.800384,-0.551507,0.777265
0,1171,0.0,0.27625,0.726432,-0.75728,0.687974
0,1172,0.0,0.0325,0.966287,-0.051741,0.539789
0,1173,0.0,0.03275,0.968122,-0.047302,0.430731
0,1174,0.0,0.06675,0.938767,-0.103874,0.557446
0,1175,0.0,0.13725,0.86706,-0.25708,0.485862
0,1176,0.0,0.09175,0.909851,-0.161369,0.361763
0,1178,1.0,0.68175,0.678218,-1.050568,0.716364
0,1179,1.0,0.826,0.829168,-0.362368,0.489332
0,1180,0.0,0.029,0.967907,-0.048505,0.563508
0,1182,0.0,0.246,0.763598,-0.593084,0.59868
0,1183,1.0,0.831,0.829002,-0.385647,0.711522
0,1184,0.0,0.03275,0.968836,-0.045727,0.439956
0,1186,0.0,0.229,0.779288,-0.534789,0.65147
0,1187,0.0,0.0465,0.953719,-0.069727,0.483849
0,1188,1.0,0.6945,0.692603,-0.828532,0.675151
0,1189,1.0,0.85775,0.85761,-0.311115,0.669614
0,1190,1.0,0.9155,0.917294,-0.156661,0.631694
0,1191,1.0,0.69025,0.689084,-0.907133,0.628838
0,1192,0.0,0.0255,0.973449,-0.040134,0.508639
0,1194,0.0,0.40175,0.599023,-1.380641,0.69133
0,1195,1.0,0.81625,0.817219,-0.390573,0.668023
0,1196,0.0,0.049,0.954773,-0.073493,0.553202
0,1197,1.0,0.96175,0.964066,-0.065534,0.699059
0,1198,0.0,0.10275,0.899994,-0.187061,0.554441
0,1199,1.0,0.94725,0.945786,-0.095746,0.598851
0,1200,0.0,0.0275,0.972782,-0.038154,0.401467
0,1201,0.0,0.06775,0.927036,-0.143921,0.891418
0,1202,0.0,0.02525,0.974403,-0.0386,0.492392
0,1203,0.0,0.087,0.918455,-0.148286,0.635177
0,1205,0.0,0.09125,0.914058,-0.140482,0.361421
0,1206,1.0,0.76575,0.765971,-0.561878,0.47473
0,1207,0.0,0.07225,0.931372,-0.118311,0.611833
0,1208,0.0,0.03375,0.962544,-0.062533,0.637579
0,1209,1.0,0.92875,0.925727,-0.138975,0.497519
0,1210,1.0,0.76825,0.780079,-0.509199,0.501004
0,1211,1.0,0.71075,0.716332,-0.816418,0.756746
0,1212,0.0,0.019,0.978181,-0.033359,0.611155
0,1213,1.0,0.888,0.892034,-0.230881,0.644424
0,1214,1.0,0.4845,0.482404,-2.259182,1.038919
0,1215,0.0,0.34275,0.64518,-1.142515,0.766645
0,1216,1.0,0.90125,0.905289,-0.190906,0.795332
0,1217,0.0,0.027,0.971368,-0.047252,0.67003
0,1218,0.0,0.0875,0.919699,-0.136282,0.479533
0,1219,0.0,0.036,0.956011,-0.070141,0.470188
0,1220,1.0,0.684,0.686472,-0.975063,0.676168
0,1221,0.0,0.02825,0.971796,-0.043721,0.542127
0,1223,0.0,0.035,0.965379,-0.050897,0.404961
0,1225,0.0,0.17725,0.82864,-0.389051,0.467804
0,1226,0.0,0.3125,0.694721,-0.792931,0.449647
0,1227,1.0,0.72625,0.725509,-0.746354,0.652163
0,1228,1.0,0.82825,0.825327,-0.379146,0.614604
0,1229,0.0,0.193,0.81538,-0.444605,0.675822
0,1230,1.0,0.9245,0.928269,-0.139829,0.677175
0,1231,1.0,0.481,0.477445,-2.218819,0.889891
0,1232,1.0,0.8965,0.902166,-0.19815,0.65395
0,1233,0.0,0.418,0.586924,-1.433844,0.667794
0,1234,0.0,0.026,0.977298,-0.035811,0.684491
0,1235,1.0,0.8645,0.871725,-0.255115,0.513062
0,1236,0.0,0.214,0.783031,-0.50329,0.534883
0,1237,0.0,0.03375,0.964765,-0.054496,0.528484
0,1238,0.0,0.06875,0.937601,-0.107806,0.568116
0,1239,0.0,0.0205,0.977811,-0.033391,0.609091
0,1240,0.0,0.03175,0.97061,-0.051918,0.801388
0,1241,1.0,0.83525,0.830451,-0.353801,0.449483
0,1243,1.0,0.8965,0.892399,-0.206099,0.448909
0,1244,1.0,0.9405,0.939359,-0.116965,0.582977
0,1245,1.0,0.81925,0.822894,-0.38318,0.574418
0,1246,0.0,0.24125,0.75523,-0.616865,0.604978
0,1247,1.0,0.9285,0.93181,-0.115634,0.46742
0,1248,0.0,0.28525,0.718656,-0.70127,0.428246
0,1249,1.0,0.8795,0.874479,-0.304022,0.86702
0,1250,1.0,0.49825,0.499606,-1.900082,0.768871
0,1251,0.0,0.25325,0.73683,-0.710888,0.68322
0,1252,0.0,0.0885,0.919597,-0.139571,0.506444
0,1253,1.0,0.957,0.958527,-0.074706,0.787747
0,1254,0.0,0.21575,0.780421,-0.521086,0.544403
0,1255,1.0,0.92875,0.928231,-0.132168,0.703006
0,1256,1.0,0.7285,0.725808,-0.784875,0.774398
0,1258,1.0,0.91125,0.912596,-0.15509,0.464352
0,1259,0.0,0.03025,0.971762,-0.045407,0.598847
0,1260,0.0,0.0305,0.972208,-0.046163,0.753119
0,1261,1.0,0.8455,0.845468,-0.342772,0.673169
0,1262,0.0,0.163,0.842055,-0.355818,0.672805
0,1263,0.0,0.11,0.893632,-0.208832,0.595177
0,1264,0.0,0.036,0.968095,-0.047879,0.57148
0,1265,0.0,0.1495,0.845998,-0.332377,0.590369
0,1266,1.0,0.77375,0.771778,-0.574898,0.66403
0,1267,0.0,0.028,0.977745,-0.03458,0.637264
0,1268,1.0,0.52425,0.534456,-1.783329,0.928495
0,1269,1.0,0.84125,0.845946,-0.360049,0.592318
0,1270,0.0,0.0455,0.951588,-0.083731,0.513757
0,1271,1.0,0.743,0.738907,-0.664203,0.452867
0,1272,0.0,0.02375,0.977837,-0.033781,0.760236
0,1273,0.0,0.29975,0.693917,-0.955705,0.881292
0,1274,1.0,0.778,0.777551,-0.530774,0.481568
0,1275,0.0,0.4865,0.516518,-2.027418,0.76011
0,1276,0.0,0.05625,0.94203,-0.094918,0.595834
0,1278,1.0,0.635,0.622708,-1.224838,0.655335
0,1279,1.0,0.83125,0.826,-0.395616,0.562715
0,1281,0.0,0.259,0.739525,-0.689741,0.635114
0,1282,0.0,0.03175,0.971728,-0.043683,0.528264
0,1283,0.0,0.1525,0.844926,-0.389351,0.820942
0,1285,0.0,0.0415,0.958069,-0.069287,0.598652
0,1286,0.0,0.35275,0.652825,-1.122804,0.487045
0,1287,1.0,0.81125,0.815291,-0.418992,0.490788
0,1288,1.0,0.886,0.888129,-0.238238,0.765265
0,1289,0.0,0.23575,0.769508,-0.659694,0.86077
0,1290,1.0,0.844,0.841775,-0.387665,0.615118
0,1291,1.0,0.94,0.933847,-0.122005,0.470256
0,1292,1.0,0.853,0.861552,-0.267175,0.445032
0,1293,0.0,0.19475,0.804991,-0.450187,0.648127
0,1294,0.0,0.2215,0.779376,-0.633969,0.818473
0,1296,1.0,0.8705,0.867552,-0.273236,0.402564
0,1297,0.0,0.02475,0.972962,-0.04187,0.569568
0,1299,1.0,0.6885,0.68949,-1.003227,0.66657
0,1300,0.0,0.13525,0.86057,-0.283798,0.64257
0,1301,0.0,0.1535,0.846602,-0.363448,0.617344
0,1302,1.0,0.8375,0.837771,-0.337894,0.556354
0,1303,1.0,0.55975,0.556395,-1.833016,1.06722
0,1304,0.0,0.06525,0.938925,-0.110099,0.475481
0,1305,0.0,0.4245,0.580423,-1.37663,0.769205
0,1306,0.0,0.20925,0.787615,-0.473086,0.58048
0,1307,0.0,0.04925,0.950174,-0.084205,0.503081
0,1309,0.0,0.19875,0.812559,-0.436653,0.600478
