	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[4,155]	1.1	0.022	1.0	-0.56	1.2	2.7	2037.0	0.97	1.0
theta[5,155]	-0.69	0.012	0.7	-1.9	-0.65	0.36	3352.0	1.6	1.0
theta[6,155]	-0.16	0.015	0.87	-1.6	-0.14	1.3	3450.0	1.6	1.0
theta[7,155]	-0.075	0.016	0.85	-1.6	-0.023	1.2	2861.0	1.4	1.0
theta[8,155]	-0.86	0.012	0.69	-2.0	-0.82	0.2	3297.0	1.6	1.0
theta[9,155]	-0.11	0.014	0.93	-1.7	-0.068	1.3	4236.0	2.0	1.0
theta[10,155]	-0.089	0.016	0.96	-1.7	-0.075	1.5	3531.0	1.7	1.0
theta[11,155]	0.066	0.016	0.99	-1.6	0.062	1.7	3788.0	1.8	1.0
theta[1,156]	-0.85	0.0091	0.42	-1.6	-0.83	-0.2	2156.0	1.0	1.0
theta[2,156]	-0.21	0.017	0.91	-1.8	-0.17	1.2	2887.0	1.4	1.0
theta[3,156]	-0.44	0.014	0.88	-1.9	-0.42	1.0	3921.0	1.9	1.0
theta[4,156]	-0.016	0.016	0.95	-1.6	-0.0094	1.5	3352.0	1.6	1.0
theta[5,156]	0.85	0.011	0.58	-0.063	0.84	1.8	2703.0	1.3	1.0
theta[6,156]	0.5	0.016	0.75	-0.71	0.5	1.7	2114.0	1.0	1.0
theta[7,156]	-0.4	0.013	0.82	-1.8	-0.37	0.86	3746.0	1.8	1.0
theta[8,156]	0.39	0.01	0.52	-0.43	0.38	1.3	2778.0	1.3	1.0
theta[9,156]	-0.16	0.015	0.89	-1.7	-0.11	1.2	3602.0	1.7	1.0
theta[10,156]	-0.12	0.016	0.94	-1.7	-0.1	1.4	3568.0	1.7	1.0
theta[11,156]	-0.13	0.015	0.97	-1.8	-0.12	1.4	3945.0	1.9	1.0
theta[1,157]	0.63	0.0066	0.28	0.16	0.63	1.1	1821.0	0.86	1.0
theta[2,157]	-0.033	0.012	0.63	-1.1	0.0043	0.94	3028.0	1.4	1.0
theta[3,157]	0.9	0.014	0.79	-0.35	0.85	2.2	3157.0	1.5	1.0
theta[4,157]	-0.5	0.013	0.82	-1.9	-0.48	0.79	3789.0	1.8	1.0
theta[5,157]	0.59	0.011	0.58	-0.34	0.59	1.6	2869.0	1.4	1.0
theta[6,157]	-0.8	0.014	0.67	-1.9	-0.81	0.33	2342.0	1.1	1.0
theta[7,157]	-0.82	0.013	0.71	-2.1	-0.76	0.26	3230.0	1.5	1.0
theta[8,157]	-0.027	0.011	0.6	-0.94	-0.059	1.0	2723.0	1.3	1.0
theta[9,157]	0.71	0.01	0.46	-0.074	0.74	1.4	2146.0	1.0	1.0
theta[10,157]	-0.58	0.014	0.78	-2.0	-0.51	0.59	3123.0	1.5	1.0
theta[11,157]	0.6	0.018	0.85	-0.85	0.6	2.0	2274.0	1.1	1.0
theta[1,158]	2e-05	0.0065	0.31	-0.51	0.0036	0.49	2285.0	1.1	1.0
theta[2,158]	-0.34	0.014	0.83	-1.8	-0.29	0.9	3277.0	1.6	1.0
theta[3,158]	1.1	0.013	0.72	-0.092	1.1	2.3	3244.0	1.5	1.0
theta[4,158]	-0.16	0.015	0.88	-1.7	-0.11	1.2	3586.0	1.7	1.0
theta[5,158]	0.81	0.01	0.57	-0.1	0.78	1.8	3215.0	1.5	1.0
theta[6,158]	0.66	0.013	0.7	-0.47	0.64	1.9	3154.0	1.5	1.0
theta[7,158]	-0.63	0.013	0.79	-2.0	-0.58	0.55	3831.0	1.8	1.0
theta[8,158]	0.84	0.011	0.68	-0.21	0.8	2.0	3602.0	1.7	1.0
theta[9,158]	-0.34	0.015	0.84	-1.8	-0.27	0.92	3276.0	1.6	1.0
theta[10,158]	-0.37	0.015	0.85	-1.8	-0.31	0.93	3016.0	1.4	1.0
theta[11,158]	-0.19	0.015	0.93	-1.7	-0.18	1.4	3910.0	1.9	1.0
theta[1,159]	0.16	0.0067	0.32	-0.36	0.17	0.67	2197.0	1.0	1.0
theta[2,159]	-0.45	0.015	0.8	-1.9	-0.42	0.79	2975.0	1.4	1.0
theta[3,159]	-0.12	0.022	0.78	-1.4	-0.11	1.1	1287.0	0.61	1.0
theta[4,159]	-0.23	0.014	0.84	-1.7	-0.2	1.1	3792.0	1.8	1.0
theta[5,159]	-0.027	0.0092	0.53	-0.89	-0.037	0.87	3305.0	1.6	1.0
theta[6,159]	0.8	0.014	0.77	-0.41	0.77	2.1	3224.0	1.5	1.0
theta[7,159]	-0.65	0.014	0.77	-2.0	-0.59	0.49	3218.0	1.5	1.0
theta[8,159]	0.79	0.012	0.71	-0.31	0.75	2.0	3389.0	1.6	1.0
theta[9,159]	-0.34	0.014	0.8	-1.7	-0.28	0.84	3347.0	1.6	1.0
theta[10,159]	-0.38	0.015	0.83	-1.8	-0.33	0.9	3102.0	1.5	1.0
theta[11,159]	-0.21	0.015	0.91	-1.8	-0.18	1.3	3814.0	1.8	1.0
theta[1,160]	0.22	0.0065	0.3	-0.28	0.23	0.69	2115.0	1.0	1.0
theta[2,160]	-0.46	0.014	0.8	-1.8	-0.41	0.79	3117.0	1.5	1.0
theta[3,160]	-0.23	0.022	0.78	-1.5	-0.22	1.0	1273.0	0.6	1.0
theta[4,160]	-0.24	0.014	0.85	-1.7	-0.21	1.1	3609.0	1.7	1.0
theta[5,160]	1.1	0.01	0.6	0.16	1.1	2.1	3489.0	1.7	1.0
theta[6,160]	-1.0	0.013	0.69	-2.2	-0.99	0.06	2972.0	1.4	1.0
theta[7,160]	0.39	0.0098	0.54	-0.55	0.41	1.2	2974.0	1.4	1.0
theta[8,160]	0.29	0.011	0.62	-0.67	0.25	1.4	3218.0	1.5	1.0
theta[9,160]	-0.43	0.016	0.82	-1.8	-0.35	0.79	2590.0	1.2	1.0
theta[10,160]	-0.4	0.014	0.8	-1.7	-0.36	0.83	3144.0	1.5	1.0
theta[11,160]	0.75	0.022	0.89	-0.79	0.79	2.1	1598.0	0.76	1.0
theta[1,161]	1.1	0.0066	0.29	0.58	1.1	1.6	1974.0	0.94	1.0
theta[2,161]	1.3	0.012	0.58	0.38	1.2	2.3	2478.0	1.2	1.0
theta[3,161]	-0.27	0.023	0.76	-1.5	-0.27	0.98	1094.0	0.52	1.0
theta[4,161]	1.3	0.012	0.68	0.22	1.3	2.4	2945.0	1.4	1.0
theta[5,161]	-1.0	0.01	0.52	-1.9	-1.0	-0.21	2632.0	1.2	1.0
theta[6,161]	0.54	0.015	0.89	-0.88	0.5	2.1	3411.0	1.6	1.0
theta[7,161]	0.76	0.0081	0.47	-0.042	0.75	1.6	3438.0	1.6	1.0
theta[8,161]	0.39	0.012	0.71	-0.73	0.36	1.6	3325.0	1.6	1.0
theta[9,161]	-0.64	0.013	0.75	-2.0	-0.59	0.48	3579.0	1.7	1.0
theta[10,161]	-0.72	0.012	0.71	-1.9	-0.68	0.38	3368.0	1.6	1.0
theta[11,161]	-0.35	0.014	0.86	-1.8	-0.34	1.1	3587.0	1.7	1.0
theta[1,162]	-0.46	0.0087	0.37	-1.1	-0.45	0.13	1789.0	0.85	1.0
theta[2,162]	0.56	0.014	0.73	-0.76	0.62	1.6	2916.0	1.4	1.0
theta[3,162]	0.38	0.021	0.79	-0.97	0.41	1.6	1411.0	0.67	1.0
theta[4,162]	-0.25	0.015	0.93	-1.9	-0.22	1.2	3957.0	1.9	1.0
theta[5,162]	-0.96	0.012	0.67	-2.2	-0.91	0.025	2905.0	1.4	1.0
theta[6,162]	0.28	0.021	0.73	-0.96	0.33	1.4	1251.0	0.59	1.0
theta[7,162]	-0.44	0.014	0.81	-1.9	-0.39	0.79	3399.0	1.6	1.0
theta[8,162]	0.47	0.01	0.59	-0.45	0.44	1.5	3463.0	1.6	1.0
theta[9,162]	-0.23	0.015	0.85	-1.7	-0.17	1.1	3258.0	1.5	1.0
theta[10,162]	-0.17	0.015	0.89	-1.7	-0.13	1.3	3741.0	1.8	1.0
theta[11,162]	-0.04	0.016	0.96	-1.6	-0.033	1.5	3759.0	1.8	1.0
theta[1,163]	0.81	0.0062	0.29	0.33	0.81	1.3	2217.0	1.1	1.0
theta[2,163]	-0.044	0.012	0.6	-1.1	0.0048	0.85	2668.0	1.3	1.0
theta[3,163]	0.52	0.014	0.75	-0.68	0.51	1.8	3098.0	1.5	1.0
theta[4,163]	-0.58	0.013	0.8	-2.0	-0.55	0.68	3881.0	1.8	1.0
theta[5,163]	0.14	0.011	0.56	-0.77	0.13	1.1	2625.0	1.2	1.0
theta[6,163]	0.53	0.014	0.83	-0.79	0.5	1.9	3458.0	1.6	1.0
theta[7,163]	-0.86	0.013	0.71	-2.1	-0.8	0.21	3138.0	1.5	1.0
theta[8,163]	0.53	0.013	0.73	-0.62	0.49	1.8	3148.0	1.5	1.0
theta[9,163]	-0.52	0.012	0.75	-1.8	-0.47	0.6	3658.0	1.7	1.0
theta[10,163]	-0.67	0.015	0.75	-2.0	-0.61	0.47	2463.0	1.2	1.0
theta[11,163]	-0.41	0.014	0.87	-1.9	-0.39	1.0	3718.0	1.8	1.0
theta[1,164]	0.59	0.0064	0.28	0.13	0.6	1.0	1938.0	0.92	1.0
theta[2,164]	-0.048	0.012	0.65	-1.2	0.0026	0.94	2885.0	1.4	1.0
theta[3,164]	0.031	0.028	0.76	-1.2	0.05	1.3	763.0	0.36	1.0
theta[4,164]	0.75	0.015	0.7	-0.45	0.79	1.8	2303.0	1.1	1.0
theta[5,164]	-0.39	0.01	0.51	-1.2	-0.4	0.47	2574.0	1.2	1.0
theta[6,164]	-0.53	0.018	0.69	-1.6	-0.55	0.67	1468.0	0.7	1.0
theta[7,164]	-0.83	0.013	0.74	-2.2	-0.77	0.28	3437.0	1.6	1.0
theta[8,164]	0.67	0.013	0.73	-0.47	0.62	2.0	3085.0	1.5	1.0
theta[9,164]	1.0	0.0075	0.41	0.31	1.0	1.7	2967.0	1.4	1.0
theta[10,164]	-0.14	0.013	0.71	-1.4	-0.086	0.93	2947.0	1.4	1.0
theta[11,164]	-0.28	0.015	0.89	-1.8	-0.26	1.2	3459.0	1.6	1.0
theta[1,165]	-1.9	0.012	0.63	-2.9	-1.8	-0.88	2879.0	1.4	1.0
theta[2,165]	-0.11	0.016	0.96	-1.7	-0.072	1.4	3682.0	1.7	1.0
theta[3,165]	-0.15	0.015	0.94	-1.7	-0.15	1.4	3770.0	1.8	1.0
theta[4,165]	-0.074	0.016	0.99	-1.7	-0.054	1.5	3653.0	1.7	1.0
theta[5,165]	-0.64	0.012	0.72	-1.9	-0.57	0.46	3560.0	1.7	1.0
theta[6,165]	-0.097	0.016	0.93	-1.7	-0.077	1.4	3523.0	1.7	1.0
theta[7,165]	-0.037	0.014	0.88	-1.5	0.013	1.3	3747.0	1.8	1.0
theta[8,165]	-0.77	0.013	0.75	-2.1	-0.72	0.37	3466.0	1.6	1.0
theta[9,165]	-0.042	0.015	0.92	-1.6	0.0074	1.4	4006.0	1.9	1.0
theta[10,165]	-0.056	0.015	0.97	-1.7	-0.056	1.5	4011.0	1.9	1.0
theta[11,165]	0.011	0.015	0.97	-1.6	0.02	1.6	4265.0	2.0	1.0
theta[1,166]	0.61	0.0064	0.28	0.14	0.61	1.1	1942.0	0.92	1.0
theta[2,166]	-0.14	0.012	0.66	-1.3	-0.088	0.84	3208.0	1.5	1.0
theta[3,166]	0.61	0.013	0.75	-0.55	0.59	1.9	3071.0	1.5	1.0
theta[4,166]	0.24	0.013	0.76	-1.1	0.3	1.4	3282.0	1.6	1.0
theta[5,166]	0.28	0.0095	0.54	-0.57	0.26	1.2	3246.0	1.5	1.0
theta[6,166]	0.48	0.015	0.81	-0.78	0.44	1.9	2989.0	1.4	1.0
theta[7,166]	-0.72	0.012	0.71	-2.0	-0.66	0.32	3242.0	1.5	1.0
theta[8,166]	0.14	0.011	0.64	-0.85	0.11	1.3	3249.0	1.5	1.0
theta[9,166]	0.74	0.0076	0.43	0.0074	0.77	1.4	3215.0	1.5	1.0
theta[10,166]	1.9	0.011	0.57	0.91	1.9	2.8	2671.0	1.3	1.0
theta[11,166]	-0.36	0.015	0.89	-1.8	-0.35	1.1	3542.0	1.7	1.0
theta[1,167]	0.23	0.0069	0.3	-0.26	0.23	0.71	1819.0	0.86	1.0
theta[2,167]	-0.54	0.015	0.8	-2.0	-0.49	0.69	2890.0	1.4	1.0
theta[3,167]	0.66	0.015	0.72	-0.54	0.67	1.9	2313.0	1.1	1.0
theta[4,167]	-0.21	0.015	0.83	-1.6	-0.18	1.1	2880.0	1.4	1.0
theta[5,167]	1.6	0.011	0.68	0.54	1.6	2.8	3477.0	1.7	1.0
theta[6,167]	-0.89	0.012	0.69	-2.0	-0.88	0.22	3121.0	1.5	1.0
theta[7,167]	0.36	0.0099	0.54	-0.59	0.39	1.2	2992.0	1.4	1.0
theta[8,167]	0.13	0.011	0.6	-0.8	0.1	1.2	3149.0	1.5	1.0
theta[9,167]	1.5	0.0085	0.43	0.81	1.5	2.2	2618.0	1.2	1.0
theta[10,167]	-0.37	0.013	0.79	-1.8	-0.31	0.82	3718.0	1.8	1.0
theta[11,167]	-0.33	0.016	0.94	-1.9	-0.3	1.2	3495.0	1.7	1.0
theta[1,168]	-1.4	0.011	0.54	-2.4	-1.4	-0.6	2360.0	1.1	1.0
theta[2,168]	-0.14	0.017	0.96	-1.8	-0.089	1.4	3221.0	1.5	1.0
theta[3,168]	0.24	0.016	0.89	-1.3	0.27	1.7	3246.0	1.5	1.0
theta[4,168]	-0.052	0.016	0.98	-1.7	-0.046	1.5	3824.0	1.8	1.0
theta[5,168]	0.45	0.01	0.58	-0.47	0.44	1.4	3120.0	1.5	1.0
theta[6,168]	-0.29	0.014	0.89	-1.8	-0.27	1.1	3772.0	1.8	1.0
theta[7,168]	-0.16	0.014	0.84	-1.6	-0.12	1.1	3696.0	1.8	1.0
theta[8,168]	-0.88	0.013	0.72	-2.2	-0.82	0.21	3056.0	1.5	1.0
theta[9,168]	-0.098	0.015	0.89	-1.6	-0.062	1.3	3319.0	1.6	1.0
theta[10,168]	-0.1	0.016	0.96	-1.7	-0.088	1.4	3398.0	1.6	1.0
theta[11,168]	-0.07	0.015	0.98	-1.7	-0.063	1.6	4266.0	2.0	1.0
theta[1,169]	-0.9	0.0092	0.43	-1.7	-0.87	-0.25	2158.0	1.0	1.0
theta[2,169]	-0.19	0.016	0.92	-1.8	-0.13	1.2	3312.0	1.6	1.0
theta[3,169]	-0.37	0.015	0.86	-1.8	-0.33	0.99	3327.0	1.6	1.0
theta[4,169]	-0.14	0.016	0.95	-1.7	-0.12	1.4	3458.0	1.6	1.0
theta[5,169]	0.26	0.0097	0.54	-0.59	0.26	1.2	3069.0	1.5	1.0
theta[6,169]	-0.44	0.015	0.83	-1.9	-0.41	0.85	3169.0	1.5	1.0
theta[7,169]	-0.26	0.014	0.82	-1.7	-0.21	1.0	3421.0	1.6	1.0
theta[8,169]	-1.0	0.012	0.65	-2.1	-0.98	-0.059	2971.0	1.4	1.0
theta[9,169]	1.7	0.0084	0.45	0.91	1.7	2.4	2930.0	1.4	1.0
theta[10,169]	1.7	0.014	0.66	0.63	1.8	2.8	2213.0	1.1	1.0
theta[11,169]	-0.096	0.017	1.0	-1.8	-0.093	1.6	3727.0	1.8	1.0
theta[1,170]	-1.8	0.012	0.63	-2.9	-1.8	-0.87	2635.0	1.3	1.0
theta[2,170]	-0.14	0.016	0.97	-1.7	-0.11	1.4	3778.0	1.8	1.0
theta[3,170]	-0.14	0.015	0.94	-1.7	-0.14	1.4	4132.0	2.0	1.0
theta[4,170]	-0.057	0.017	1.0	-1.7	-0.059	1.6	3412.0	1.6	1.0
theta[5,170]	-0.64	0.013	0.74	-1.9	-0.58	0.49	3014.0	1.4	1.0
theta[6,170]	-0.091	0.015	0.91	-1.6	-0.042	1.3	3465.0	1.6	1.0
theta[7,170]	-0.035	0.014	0.87	-1.5	-0.0084	1.3	3809.0	1.8	1.0
theta[8,170]	-0.77	0.014	0.76	-2.1	-0.73	0.42	3082.0	1.5	1.0
theta[9,170]	-0.07	0.015	0.92	-1.6	-0.044	1.4	3707.0	1.8	1.0
theta[10,170]	-0.055	0.015	1.0	-1.8	-0.028	1.6	4288.0	2.0	1.0
theta[11,170]	0.026	0.015	0.99	-1.6	0.03	1.7	4449.0	2.1	1.0
theta[1,171]	-1.7	0.011	0.59	-2.7	-1.6	-0.77	2728.0	1.3	1.0
theta[2,171]	-0.12	0.016	0.96	-1.7	-0.07	1.4	3635.0	1.7	1.0
theta[3,171]	-0.15	0.016	0.93	-1.7	-0.13	1.3	3349.0	1.6	1.0
theta[4,171]	-0.048	0.016	0.99	-1.7	-0.036	1.6	3899.0	1.9	1.0
theta[5,171]	0.54	0.01	0.57	-0.37	0.54	1.5	3291.0	1.6	1.0
theta[6,171]	-0.22	0.015	0.89	-1.8	-0.2	1.2	3524.0	1.7	1.0
theta[7,171]	-0.12	0.015	0.88	-1.6	-0.087	1.2	3601.0	1.7	1.0
theta[8,171]	-0.75	0.013	0.71	-2.0	-0.71	0.35	3189.0	1.5	1.0
theta[9,171]	-0.069	0.015	0.92	-1.6	-0.034	1.4	3841.0	1.8	1.0
theta[10,171]	-0.076	0.016	0.96	-1.6	-0.084	1.5	3774.0	1.8	1.0
theta[11,171]	-0.087	0.017	1.0	-1.7	-0.097	1.6	3581.0	1.7	1.0
theta[1,172]	0.034	0.0066	0.32	-0.5	0.044	0.52	2293.0	1.1	1.0
theta[2,172]	-0.58	0.016	0.85	-2.0	-0.51	0.72	2692.0	1.3	1.0
theta[3,172]	-0.56	0.013	0.79	-1.9	-0.53	0.7	3552.0	1.7	1.0
theta[4,172]	-0.26	0.015	0.87	-1.8	-0.21	1.1	3190.0	1.5	1.0
theta[5,172]	-0.35	0.011	0.54	-1.2	-0.35	0.55	2335.0	1.1	1.0
theta[6,172]	1.0	0.015	0.79	-0.21	1.0	2.4	2626.0	1.2	1.0
theta[7,172]	-0.06	0.011	0.64	-1.2	-0.0057	0.91	3426.0	1.6	1.0
theta[8,172]	-1.5	0.012	0.61	-2.6	-1.5	-0.61	2817.0	1.3	1.0
theta[9,172]	1.6	0.0084	0.43	0.94	1.6	2.4	2656.0	1.3	1.0
theta[10,172]	-0.4	0.014	0.83	-1.8	-0.34	0.87	3447.0	1.6	1.0
theta[11,172]	-0.17	0.015	0.94	-1.8	-0.16	1.3	3703.0	1.8	1.0
theta[1,173]	0.74	0.0067	0.27	0.3	0.74	1.2	1668.0	0.79	1.0
theta[2,173]	0.69	0.0093	0.49	-0.13	0.7	1.5	2784.0	1.3	1.0
theta[3,173]	-0.89	0.014	0.75	-2.1	-0.87	0.28	2654.0	1.3	1.0
theta[4,173]	1.2	0.012	0.65	0.14	1.2	2.3	2737.0	1.3	1.0
theta[5,173]	0.12	0.0093	0.53	-0.76	0.12	1.0	3273.0	1.6	1.0
theta[6,173]	0.46	0.013	0.8	-0.78	0.43	1.8	3975.0	1.9	1.0
theta[7,173]	0.27	0.0098	0.49	-0.59	0.29	1.1	2533.0	1.2	1.0
theta[8,173]	-1.8	0.01	0.55	-2.8	-1.7	-0.93	2976.0	1.4	1.0
theta[9,173]	-0.45	0.013	0.73	-1.8	-0.37	0.62	3033.0	1.4	1.0
theta[10,173]	0.53	0.011	0.56	-0.44	0.55	1.4	2881.0	1.4	1.0
theta[11,173]	0.59	0.02	0.85	-0.86	0.62	1.9	1868.0	0.89	1.0
theta[1,174]	1.2	0.007	0.28	0.74	1.2	1.7	1588.0	0.75	1.0
theta[2,174]	-0.39	0.012	0.64	-1.5	-0.33	0.56	2859.0	1.4	1.0
theta[3,174]	0.55	0.013	0.8	-0.71	0.52	1.9	3489.0	1.7	1.0
theta[4,174]	0.81	0.012	0.65	-0.27	0.8	1.9	2736.0	1.3	1.0
theta[5,174]	-0.75	0.0092	0.49	-1.6	-0.75	0.055	2792.0	1.3	1.0
theta[6,174]	0.39	0.014	0.88	-0.99	0.35	1.9	3813.0	1.8	1.0
theta[7,174]	-0.68	0.011	0.62	-1.8	-0.63	0.26	3257.0	1.5	1.0
theta[8,174]	0.78	0.013	0.8	-0.45	0.74	2.2	3506.0	1.7	1.0
theta[9,174]	0.98	0.0073	0.4	0.32	0.97	1.7	3067.0	1.5	1.0
theta[10,174]	1.3	0.011	0.61	0.38	1.3	2.4	3085.0	1.5	1.0
theta[11,174]	-0.49	0.014	0.88	-2.0	-0.47	0.94	3762.0	1.8	1.0
theta[1,175]	0.42	0.0068	0.3	-0.089	0.42	0.91	1894.0	0.9	1.0
theta[2,175]	0.16	0.012	0.64	-0.98	0.19	1.2	2755.0	1.3	1.0
theta[3,175]	0.072	0.031	0.77	-1.3	0.083	1.3	610.0	0.29	1.0
theta[4,175]	0.32	0.014	0.78	-1.0	0.36	1.5	2913.0	1.4	1.0
theta[5,175]	-1.4	0.012	0.64	-2.5	-1.3	-0.41	2809.0	1.3	1.0
theta[6,175]	0.57	0.014	0.78	-0.66	0.52	1.9	2934.0	1.4	1.0
theta[7,175]	-0.59	0.013	0.71	-1.9	-0.54	0.46	3037.0	1.4	1.0
theta[8,175]	-0.3	0.0099	0.55	-1.2	-0.33	0.66	3101.0	1.5	1.0
theta[9,175]	-0.39	0.014	0.78	-1.8	-0.33	0.75	3306.0	1.6	1.0
theta[10,175]	-0.5	0.014	0.79	-1.9	-0.46	0.73	3361.0	1.6	1.0
theta[11,175]	0.78	0.022	0.86	-0.73	0.83	2.1	1593.0	0.76	1.0
theta[1,176]	-0.18	0.0075	0.33	-0.76	-0.17	0.34	1950.0	0.93	1.0
theta[2,176]	0.4	0.014	0.69	-0.84	0.46	1.4	2574.0	1.2	1.0
theta[3,176]	0.99	0.018	0.72	-0.18	1.0	2.2	1587.0	0.75	1.0
theta[4,176]	-0.4	0.016	0.92	-1.9	-0.38	1.1	3297.0	1.6	1.0
theta[5,176]	-1.1	0.012	0.65	-2.3	-1.1	-0.16	3107.0	1.5	1.0
theta[6,176]	0.0056	0.016	0.71	-1.2	0.0056	1.2	1892.0	0.9	1.0
theta[7,176]	-0.29	0.013	0.72	-1.6	-0.22	0.8	3307.0	1.6	1.0
theta[8,176]	-1.4	0.011	0.59	-2.4	-1.3	-0.47	3093.0	1.5	1.0
theta[9,176]	-0.27	0.014	0.82	-1.7	-0.21	0.94	3305.0	1.6	1.0
theta[10,176]	2.0	0.011	0.56	1.0	2.0	2.9	2545.0	1.2	1.0
theta[11,176]	-0.099	0.015	0.92	-1.6	-0.067	1.4	3761.0	1.8	1.0
theta[1,177]	1.3	0.0064	0.29	0.82	1.3	1.8	1987.0	0.94	1.0
theta[2,177]	-0.47	0.012	0.64	-1.6	-0.42	0.49	2718.0	1.3	1.0
theta[3,177]	0.031	0.015	0.76	-1.2	0.027	1.3	2555.0	1.2	1.0
theta[4,177]	0.75	0.012	0.68	-0.35	0.74	1.9	3127.0	1.5	1.0
theta[5,177]	-0.2	0.011	0.54	-1.1	-0.21	0.71	2443.0	1.2	1.0
theta[6,177]	0.34	0.015	0.87	-1.0	0.31	1.8	3250.0	1.5	1.0
theta[7,177]	-0.074	0.0088	0.5	-0.93	-0.059	0.71	3203.0	1.5	1.0
theta[8,177]	0.39	0.014	0.75	-0.79	0.35	1.7	2977.0	1.4	1.0
theta[9,177]	-0.72	0.013	0.74	-2.1	-0.66	0.37	3090.0	1.5	1.0
theta[10,177]	0.99	0.011	0.58	0.052	0.99	2.0	2735.0	1.3	1.0
theta[11,177]	-0.56	0.016	0.88	-2.0	-0.55	0.91	3179.0	1.5	1.0
theta[1,178]	0.24	0.0071	0.3	-0.28	0.25	0.72	1824.0	0.87	1.0
theta[2,178]	1.2	0.0096	0.52	0.39	1.2	2.1	2944.0	1.4	1.0
theta[3,178]	0.68	0.016	0.74	-0.5	0.66	1.9	2116.0	1.0	1.0
theta[4,178]	-0.32	0.016	0.9	-1.9	-0.3	1.1	3186.0	1.5	1.0
theta[5,178]	-0.21	0.0098	0.53	-1.1	-0.23	0.66	2921.0	1.4	1.0
theta[6,178]	-0.46	0.015	0.67	-1.5	-0.47	0.65	1909.0	0.91	1.0
theta[7,178]	-0.61	0.012	0.74	-1.9	-0.54	0.49	3630.0	1.7	1.0
theta[8,178]	0.28	0.011	0.61	-0.66	0.25	1.3	3097.0	1.5	1.0
theta[9,178]	-0.4	0.013	0.79	-1.8	-0.36	0.79	3569.0	1.7	1.0
theta[10,178]	0.062	0.014	0.73	-1.2	0.1	1.2	2523.0	1.2	1.0
theta[11,178]	-0.17	0.015	0.94	-1.8	-0.14	1.3	3761.0	1.8	1.0
theta[1,179]	0.87	0.0063	0.29	0.39	0.87	1.3	2167.0	1.0	1.0
theta[2,179]	-0.12	0.01	0.59	-1.2	-0.073	0.78	3244.0	1.5	1.0
theta[3,179]	0.8	0.013	0.77	-0.39	0.74	2.1	3524.0	1.7	1.0
theta[4,179]	-0.61	0.015	0.79	-1.9	-0.57	0.61	2939.0	1.4	1.0
theta[5,179]	-0.081	0.0096	0.54	-0.95	-0.1	0.83	3138.0	1.5	1.0
theta[6,179]	0.31	0.015	0.82	-0.97	0.27	1.7	2978.0	1.4	1.0
theta[7,179]	-0.92	0.013	0.71	-2.2	-0.85	0.12	2913.0	1.4	1.0
theta[8,179]	0.87	0.013	0.78	-0.33	0.84	2.2	3613.0	1.7	1.0
theta[9,179]	-0.55	0.015	0.77	-1.9	-0.46	0.56	2773.0	1.3	1.0
theta[10,179]	-0.68	0.014	0.75	-2.0	-0.63	0.49	2987.0	1.4	1.0
theta[11,179]	-0.4	0.017	0.88	-1.9	-0.37	1.0	2634.0	1.3	1.0
theta[1,180]	-0.39	0.0076	0.36	-1.0	-0.38	0.19	2294.0	1.1	1.0
theta[2,180]	-0.19	0.016	0.86	-1.7	-0.14	1.1	3060.0	1.5	1.0
theta[3,180]	1.2	0.013	0.74	0.025	1.2	2.4	3030.0	1.4	1.0
theta[4,180]	-0.15	0.016	0.93	-1.7	-0.13	1.3	3480.0	1.7	1.0
theta[5,180]	-1.0	0.012	0.66	-2.2	-0.95	-0.037	3115.0	1.5	1.0
theta[6,180]	0.26	0.021	0.73	-0.97	0.27	1.4	1231.0	0.58	1.0
theta[7,180]	-0.37	0.013	0.77	-1.7	-0.33	0.79	3519.0	1.7	1.0
theta[8,180]	-0.14	0.0093	0.5	-0.97	-0.15	0.7	2925.0	1.4	1.0
theta[9,180]	-0.27	0.015	0.83	-1.7	-0.22	1.0	3164.0	1.5	1.0
theta[10,180]	-0.21	0.015	0.86	-1.7	-0.16	1.2	3473.0	1.6	1.0
theta[11,180]	-0.015	0.015	0.94	-1.6	0.021	1.5	3830.0	1.8	1.0
theta[1,181]	0.039	0.0071	0.31	-0.47	0.042	0.55	1988.0	0.94	1.0
theta[2,181]	-0.13	0.015	0.77	-1.5	-0.068	1.0	2559.0	1.2	1.0
theta[3,181]	0.013	0.022	0.76	-1.3	0.029	1.3	1260.0	0.6	1.0
theta[4,181]	-0.25	0.014	0.88	-1.8	-0.22	1.1	3836.0	1.8	1.0
theta[5,181]	-0.1	0.0097	0.51	-0.95	-0.099	0.74	2781.0	1.3	1.0
theta[6,181]	-0.25	0.013	0.67	-1.3	-0.25	0.84	2514.0	1.2	1.0
theta[7,181]	-0.67	0.014	0.8	-2.1	-0.6	0.52	3342.0	1.6	1.0
theta[8,181]	0.87	0.012	0.73	-0.23	0.81	2.2	3579.0	1.7	1.0
theta[9,181]	-0.33	0.015	0.81	-1.8	-0.28	0.89	2923.0	1.4	1.0
theta[10,181]	-0.32	0.015	0.84	-1.8	-0.27	0.98	3289.0	1.6	1.0
theta[11,181]	-0.17	0.016	0.92	-1.7	-0.15	1.3	3489.0	1.7	1.0
