sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,17,22,30,23,27,42,26,35,27,24,24,32,25,30,23,18,26,10,13,13,14,14,8,8,10,8,6,6,2,3,3,4,1,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,11,19,43,28,24,33,30,29,31,23,39,27,16,33,22,21,17,19,21,9,12,11,5,6,5,12,6,7,4,6,2,2,1,0,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,12,13,27,30,31,45,38,29,25,22,31,31,30,17,19,20,13,22,13,17,15,11,14,9,9,10,4,4,6,2,3,0,3,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,22,12,27,26,28,35,27,34,37,31,28,25,14,24,26,20,16,16,18,19,12,12,13,8,10,11,8,5,0,6,3,1,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,11,30,28,38,23,26,39,28,26,30,26,33,19,24,27,14,17,14,20,11,11,13,14,9,9,7,6,9,4,4,4,0,1,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,13,28,16,30,35,37,25,30,31,23,30,24,22,26,27,21,25,13,17,15,10,14,7,15,9,8,7,5,2,6,3,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,14,25,23,22,31,41,28,32,34,34,24,32,20,14,28,19,19,16,16,19,14,10,15,4,7,5,7,7,7,1,2,3,1,2,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,20,24,30,26,25,36,29,39,43,22,25,34,24,16,15,24,16,15,18,11,14,6,8,10,7,3,9,1,3,1,3,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,19,27,35,28,32,23,35,39,38,22,25,23,24,20,23,22,12,15,17,13,19,4,6,11,3,6,4,3,4,2,2,1,1,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,26,23,21,26,37,34,36,31,31,19,28,20,33,26,21,12,9,20,18,15,14,12,12,6,6,7,4,4,3,1,4,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
