k1,k2,sk,lb,ub,pval
49,38,0.627148,0.572165,0.659794,0.70175
49,39,0.637457,0.558419,0.646048,0.9515
49,40,0.675258,0.61512,0.699313,0.7875
49,41,0.680412,0.652921,0.745704,0.2035
49,42,0.635739,0.634021,0.718213,0.0275
49,43,0.678694,0.658076,0.745704,0.157
49,44,0.701031,0.647766,0.74055,0.57
49,45,0.702749,0.656357,0.747423,0.5265
49,46,0.694158,0.656357,0.750859,0.334
49,47,0.680412,0.594502,0.680412,0.97625
49,48,0.656357,0.563574,0.649485,0.9855
50,0,0.649485,0.609966,0.695876,0.4565
50,1,0.565292,0.513746,0.608247,0.4985
50,2,0.694158,0.67354,0.754296,0.13825
50,3,0.762887,0.725086,0.800687,0.45125
50,4,0.778351,0.750859,0.824742,0.32225
50,5,0.675258,0.66323,0.743986,0.07525
50,6,0.749141,0.728522,0.804124,0.18075
50,7,0.804124,0.756014,0.833333,0.6735
50,8,0.417526,0.407216,0.505155,0.061
50,9,0.702749,0.67354,0.754296,0.309
50,10,0.649485,0.61512,0.704467,0.291
50,11,0.793814,0.749141,0.824742,0.6065
50,12,0.78866,0.749141,0.824742,0.486
50,13,0.783505,0.750859,0.82646,0.3725
50,14,0.741348,0.724954,0.801457,0.11725
50,15,0.790528,0.748634,0.826958,0.57825
50,16,0.786885,0.750455,0.82878,0.40825
50,17,0.794171,0.750455,0.82878,0.576
50,18,0.752577,0.735395,0.812715,0.1295
50,19,0.774914,0.749141,0.824742,0.228
50,20,0.752577,0.718213,0.795533,0.36425
50,21,0.798969,0.757732,0.833333,0.50275
50,22,0.78866,0.749141,0.82646,0.436
50,23,0.771478,0.74055,0.814433,0.36675
50,24,0.80756,0.75945,0.835052,0.729
50,25,0.489691,0.462199,0.560137,0.25
50,26,0.417526,0.388316,0.486254,0.22
50,27,0.546392,0.522337,0.618557,0.1575
50,28,0.525773,0.505155,0.601375,0.1045
50,29,0.697595,0.685567,0.766323,0.06675
50,30,0.756014,0.731959,0.810997,0.24375
50,31,0.745704,0.71134,0.786942,0.47
50,32,0.656357,0.642612,0.728522,0.068
50,33,0.742268,0.713058,0.790378,0.27875
50,34,0.790378,0.750859,0.82646,0.492
50,35,0.764605,0.733677,0.809278,0.36375
50,36,0.754296,0.719931,0.797251,0.41675
50,37,0.761168,0.695876,0.773196,0.906
50,38,0.64433,0.609966,0.697595,0.33425
50,39,0.616838,0.582474,0.67354,0.32925
50,40,0.726804,0.678694,0.75945,0.639
50,41,0.841924,0.747423,0.823024,0.9995
50,42,0.831615,0.713058,0.790378,1.0
50,43,0.860825,0.754296,0.82646,1.0
50,44,0.80756,0.745704,0.821306,0.8915
50,45,0.809278,0.756014,0.829897,0.82875
50,46,0.800687,0.754296,0.829897,0.622
50,47,0.67354,0.64433,0.728522,0.24425
50,48,0.632302,0.594502,0.685567,0.30275
50,49,0.666667,0.640893,0.725086,0.245
51,0,0.678694,0.642612,0.726804,0.36775
51,1,0.642612,0.591065,0.680412,0.68
51,2,0.719931,0.699313,0.776632,0.2
51,3,0.730241,0.685567,0.766323,0.56525
51,4,0.707904,0.658076,0.74055,0.63525
51,5,0.67354,0.675258,0.757732,0.01525
51,6,0.723368,0.704467,0.783505,0.12825
51,7,0.702749,0.656357,0.74055,0.4945
51,8,0.491409,0.463918,0.560137,0.2065
51,9,0.666667,0.632302,0.718213,0.3625
51,10,0.634021,0.61512,0.701031,0.15975
51,11,0.723368,0.67354,0.756014,0.67225
51,12,0.701031,0.664948,0.747423,0.40025
51,13,0.695876,0.652921,0.735395,0.46425
51,14,0.704918,0.681239,0.763206,0.19975
51,15,0.688525,0.641166,0.728597,0.48125
51,16,0.70674,0.655738,0.739526,0.64275
51,17,0.695811,0.648452,0.73224,0.58225
51,18,0.69244,0.654639,0.737113,0.4095
51,19,0.694158,0.658076,0.742268,0.35
51,20,0.706186,0.676976,0.75945,0.2155
51,21,0.714777,0.682131,0.764605,0.31
51,22,0.694158,0.654639,0.738832,0.36425
51,23,0.701031,0.67354,0.754296,0.309
51,24,0.709622,0.658076,0.742268,0.6305
51,25,0.539519,0.5189,0.613402,0.15025
51,26,0.501718,0.463918,0.561856,0.3505
51,27,0.579038,0.551546,0.64433,0.21775
51,28,0.558419,0.52921,0.621993,0.211
51,29,0.682131,0.659794,0.74055,0.22125
51,30,0.685567,0.651203,0.733677,0.31725
51,31,0.675258,0.659794,0.738832,0.14425
51,32,0.647766,0.635739,0.719931,0.086
51,33,0.678694,0.654639,0.737113,0.18925
51,34,0.706186,0.659794,0.742268,0.53525
51,35,0.690722,0.661512,0.742268,0.27275
51,36,0.687285,0.651203,0.738832,0.3375
51,37,0.783505,0.687285,0.769759,0.99575
51,38,0.680412,0.618557,0.706186,0.7465
51,39,0.649485,0.616838,0.704467,0.29275
51,40,0.718213,0.67354,0.756014,0.593
51,41,0.750859,0.671821,0.752577,0.9675
51,42,0.792096,0.66323,0.745704,1.0
51,43,0.780069,0.685567,0.766323,0.995
51,44,0.719931,0.661512,0.742268,0.80425
51,45,0.728522,0.675258,0.757732,0.7025
51,46,0.713058,0.661512,0.745704,0.604
51,47,0.685567,0.652921,0.733677,0.3505
51,48,0.637457,0.611684,0.697595,0.20175
51,49,0.651203,0.620275,0.706186,0.2625
51,50,0.867698,0.685567,0.764605,1.0
