	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[420,2]	-0.78	0.0091	0.76	-2.1	-0.76	0.45	7002.0	14.0	1.0
theta[421,2]	-0.71	0.0063	0.57	-1.7	-0.7	0.17	8287.0	16.0	1.0
theta[422,2]	1.2	0.0077	0.68	0.12	1.2	2.3	7744.0	15.0	1.0
theta[423,2]	-0.2	0.0076	0.64	-1.3	-0.18	0.82	7133.0	14.0	1.0
theta[424,2]	0.68	0.0068	0.58	-0.26	0.66	1.7	7452.0	15.0	1.0
theta[425,2]	0.92	0.0071	0.59	-0.036	0.9	1.9	7025.0	14.0	1.0
theta[426,2]	-1.0	0.0075	0.63	-2.1	-0.98	-0.042	7013.0	14.0	1.0
theta[427,2]	-1.1	0.0089	0.69	-2.3	-1.1	-0.016	6088.0	12.0	1.0
theta[428,2]	-0.55	0.0077	0.6	-1.5	-0.53	0.43	6091.0	12.0	1.0
theta[429,2]	-0.23	0.0066	0.55	-1.1	-0.24	0.7	7071.0	14.0	1.0
theta[430,2]	-0.5	0.0062	0.54	-1.4	-0.51	0.38	7388.0	15.0	1.0
theta[431,2]	0.85	0.0071	0.59	-0.1	0.84	1.8	6960.0	14.0	1.0
theta[432,2]	-0.071	0.0067	0.57	-0.98	-0.083	0.86	7130.0	14.0	1.0
theta[433,2]	-1.2	0.0083	0.68	-2.4	-1.1	-0.098	6747.0	13.0	1.0
theta[434,2]	1.0	0.0074	0.62	0.052	1.0	2.1	7033.0	14.0	1.0
theta[435,2]	-0.97	0.009	0.72	-2.2	-0.92	0.14	6380.0	13.0	1.0
theta[436,2]	-0.65	0.0079	0.68	-1.8	-0.62	0.44	7380.0	14.0	1.0
theta[437,2]	-0.86	0.0084	0.74	-2.1	-0.82	0.26	7665.0	15.0	1.0
theta[438,2]	0.8	0.0064	0.57	-0.11	0.78	1.8	7899.0	16.0	1.0
theta[439,2]	0.66	0.0072	0.58	-0.31	0.65	1.6	6634.0	13.0	1.0
theta[440,2]	-0.18	0.0074	0.59	-1.1	-0.21	0.81	6341.0	12.0	1.0
theta[441,2]	1.2	0.0075	0.64	0.13	1.2	2.3	7241.0	14.0	1.0
theta[442,2]	-0.59	0.0079	0.64	-1.7	-0.57	0.41	6609.0	13.0	1.0
theta[443,2]	0.41	0.0075	0.57	-0.51	0.4	1.3	5722.0	11.0	1.0
theta[444,2]	0.8	0.0077	0.61	-0.15	0.77	1.9	6314.0	12.0	1.0
theta[445,2]	1.5	0.0078	0.65	0.52	1.5	2.6	6880.0	14.0	1.0
theta[446,2]	-0.015	0.0074	0.59	-0.99	-0.0056	0.94	6313.0	12.0	1.0
theta[447,2]	1.8	0.0077	0.67	0.71	1.8	2.9	7496.0	15.0	1.0
theta[448,2]	-0.35	0.0077	0.61	-1.4	-0.33	0.62	6210.0	12.0	1.0
theta[449,2]	0.23	0.0067	0.57	-0.68	0.23	1.2	7129.0	14.0	1.0
theta[450,2]	0.018	0.0067	0.6	-0.93	-0.0041	1.0	7884.0	15.0	1.0
theta[451,2]	0.79	0.0082	0.66	-0.24	0.78	1.9	6558.0	13.0	1.0
theta[452,2]	0.031	0.007	0.61	-0.91	0.011	1.1	7588.0	15.0	1.0
theta[453,2]	-0.5	0.0063	0.53	-1.4	-0.49	0.36	7094.0	14.0	1.0
theta[454,2]	0.57	0.0065	0.58	-0.36	0.57	1.5	7958.0	16.0	1.0
theta[455,2]	0.73	0.0083	0.69	-0.38	0.71	1.9	6999.0	14.0	1.0
theta[456,2]	0.078	0.0067	0.54	-0.82	0.077	0.97	6609.0	13.0	1.0
theta[457,2]	0.17	0.0065	0.56	-0.7	0.16	1.1	7326.0	14.0	1.0
theta[458,2]	-0.52	0.0066	0.56	-1.4	-0.52	0.42	7258.0	14.0	1.0
theta[459,2]	0.92	0.0072	0.61	-0.049	0.9	1.9	7151.0	14.0	1.0
theta[460,2]	1.2	0.0072	0.68	0.17	1.2	2.4	8787.0	17.0	1.0
theta[461,2]	0.88	0.0079	0.69	-0.25	0.86	2.1	7545.0	15.0	1.0
theta[462,2]	-0.082	0.0068	0.57	-1.0	-0.077	0.83	6952.0	14.0	1.0
theta[463,2]	0.12	0.006	0.55	-0.76	0.11	1.0	8309.0	16.0	1.0
theta[464,2]	1.1	0.0072	0.59	0.11	1.1	2.1	6826.0	13.0	1.0
theta[465,2]	0.6	0.0077	0.61	-0.37	0.59	1.6	6255.0	12.0	1.0
theta[466,2]	1.5	0.0076	0.64	0.51	1.5	2.6	7056.0	14.0	1.0
theta[467,2]	0.88	0.0078	0.67	-0.16	0.86	2.0	7292.0	14.0	1.0
theta[468,2]	1.7	0.0079	0.66	0.61	1.7	2.8	6974.0	14.0	1.0
theta[469,2]	-0.14	0.0068	0.57	-1.1	-0.14	0.79	7057.0	14.0	1.0
theta[470,2]	-0.17	0.0061	0.54	-1.1	-0.17	0.71	7890.0	16.0	1.0
theta[471,2]	-0.86	0.0085	0.73	-2.1	-0.84	0.26	7382.0	15.0	1.0
theta[472,2]	0.038	0.0069	0.56	-0.89	0.038	0.95	6582.0	13.0	1.0
theta[473,2]	-0.43	0.0061	0.55	-1.4	-0.43	0.48	8322.0	16.0	1.0
theta[474,2]	0.58	0.007	0.57	-0.34	0.57	1.5	6540.0	13.0	1.0
theta[475,2]	1.4	0.0076	0.67	0.32	1.4	2.5	7774.0	15.0	1.0
theta[476,2]	0.15	0.0068	0.54	-0.73	0.15	1.0	6292.0	12.0	1.0
theta[477,2]	1.5	0.0072	0.64	0.43	1.5	2.6	7945.0	16.0	1.0
theta[478,2]	0.29	0.0073	0.59	-0.66	0.28	1.3	6502.0	13.0	1.0
theta[479,2]	2.2	0.0079	0.72	0.98	2.2	3.4	8172.0	16.0	1.0
theta[480,2]	0.47	0.0076	0.59	-0.51	0.47	1.5	6133.0	12.0	1.0
theta[481,2]	-0.88	0.008	0.73	-2.1	-0.84	0.27	8281.0	16.0	1.0
theta[482,2]	0.19	0.0072	0.58	-0.72	0.17	1.2	6491.0	13.0	1.0
theta[483,2]	0.1	0.0063	0.55	-0.79	0.093	1.0	7755.0	15.0	1.0
theta[484,2]	-0.13	0.008	0.65	-1.3	-0.099	0.93	6613.0	13.0	1.0
theta[485,2]	-0.85	0.009	0.73	-2.1	-0.82	0.3	6659.0	13.0	1.0
theta[486,2]	1.8	0.0084	0.73	0.6	1.8	3.0	7616.0	15.0	1.0
theta[487,2]	-1.3	0.008	0.68	-2.5	-1.3	-0.27	7135.0	14.0	1.0
theta[488,2]	1.6	0.0077	0.7	0.53	1.6	2.8	8089.0	16.0	1.0
theta[489,2]	0.4	0.0066	0.59	-0.54	0.39	1.4	7906.0	16.0	1.0
theta[490,2]	0.013	0.0071	0.58	-0.96	0.034	0.96	6744.0	13.0	1.0
theta[491,2]	-1.3	0.0063	0.55	-2.2	-1.3	-0.4	7769.0	15.0	1.0
theta[492,2]	0.72	0.0072	0.59	-0.21	0.7	1.7	6797.0	13.0	1.0
theta[493,2]	-0.21	0.0081	0.68	-1.4	-0.17	0.88	7176.0	14.0	1.0
theta[494,2]	0.19	0.0072	0.61	-0.8	0.18	1.2	7287.0	14.0	1.0
theta[495,2]	-0.86	0.0093	0.72	-2.1	-0.82	0.27	5951.0	12.0	1.0
theta[496,2]	0.28	0.0079	0.62	-0.78	0.29	1.3	6185.0	12.0	1.0
theta[497,2]	0.64	0.0076	0.59	-0.31	0.63	1.6	6011.0	12.0	1.0
theta[498,2]	-0.49	0.0064	0.56	-1.4	-0.5	0.45	7656.0	15.0	1.0
theta[499,2]	-0.26	0.0069	0.56	-1.2	-0.26	0.67	6539.0	13.0	1.0
theta[500,2]	0.023	0.0061	0.55	-0.89	0.016	0.93	8127.0	16.0	1.0
theta[501,2]	1.5	0.0076	0.67	0.46	1.5	2.7	7652.0	15.0	1.0
theta[502,2]	0.53	0.007	0.57	-0.38	0.53	1.5	6481.0	13.0	1.0
theta[503,2]	-0.5	0.0075	0.63	-1.5	-0.48	0.5	7056.0	14.0	1.0
theta[504,2]	1.0	0.007	0.6	0.059	1.0	2.1	7381.0	15.0	1.0
theta[505,2]	-0.87	0.0094	0.76	-2.2	-0.85	0.31	6583.0	13.0	1.0
theta[506,2]	1.0	0.0073	0.59	0.084	1.0	2.0	6548.0	13.0	1.0
theta[507,2]	0.34	0.0072	0.56	-0.56	0.33	1.2	5991.0	12.0	1.0
theta[508,2]	0.75	0.0069	0.63	-0.23	0.74	1.8	8383.0	16.0	1.0
theta[509,2]	0.29	0.0065	0.57	-0.63	0.29	1.2	7628.0	15.0	1.0
theta[510,2]	0.86	0.0071	0.61	-0.1	0.84	1.9	7306.0	14.0	1.0
theta[511,2]	0.19	0.0066	0.58	-0.73	0.18	1.2	7777.0	15.0	1.0
theta[512,2]	0.18	0.0066	0.58	-0.74	0.17	1.2	7759.0	15.0	1.0
theta[513,2]	0.18	0.0064	0.54	-0.68	0.17	1.1	7178.0	14.0	1.0
theta[514,2]	-0.13	0.0065	0.55	-1.0	-0.14	0.8	6992.0	14.0	1.0
theta[515,2]	1.4	0.008	0.7	0.23	1.3	2.5	7688.0	15.0	1.0
theta[516,2]	1.7	0.0082	0.65	0.67	1.7	2.8	6232.0	12.0	1.0
theta[517,2]	0.015	0.007	0.6	-0.93	-0.0049	1.0	7399.0	15.0	1.0
theta[518,2]	0.27	0.0072	0.56	-0.64	0.26	1.2	5957.0	12.0	1.0
theta[519,2]	-0.55	0.0065	0.54	-1.4	-0.55	0.33	6768.0	13.0	1.0
theta[520,2]	-0.27	0.0065	0.54	-1.1	-0.27	0.62	6812.0	13.0	1.0
theta[521,2]	-0.082	0.0064	0.54	-0.95	-0.085	0.83	7237.0	14.0	1.0
theta[522,2]	1.1	0.0076	0.62	0.16	1.1	2.2	6557.0	13.0	1.0
theta[523,2]	-0.59	0.0064	0.53	-1.5	-0.6	0.26	7017.0	14.0	1.0
theta[524,2]	0.56	0.0071	0.58	-0.4	0.58	1.5	6744.0	13.0	1.0
theta[525,2]	0.26	0.0067	0.56	-0.66	0.27	1.2	6913.0	14.0	1.0
theta[526,2]	1.6	0.0088	0.78	0.35	1.6	2.9	7999.0	16.0	1.0
theta[527,2]	-0.96	0.0083	0.73	-2.2	-0.92	0.19	7693.0	15.0	1.0
theta[528,2]	1.8	0.0078	0.69	0.69	1.8	2.9	7774.0	15.0	1.0
theta[529,2]	0.38	0.0065	0.55	-0.49	0.37	1.3	7101.0	14.0	1.0
theta[530,2]	0.62	0.0082	0.66	-0.43	0.6	1.7	6432.0	13.0	1.0
theta[531,2]	-1.5	0.0072	0.63	-2.6	-1.5	-0.5	7681.0	15.0	1.0
theta[532,2]	-0.76	0.0086	0.75	-2.0	-0.73	0.41	7519.0	15.0	1.0
theta[533,2]	0.97	0.0071	0.6	0.0025	0.95	2.0	7109.0	14.0	1.0
theta[534,2]	0.33	0.007	0.58	-0.61	0.33	1.3	6928.0	14.0	1.0
theta[535,2]	-0.23	0.0062	0.55	-1.1	-0.21	0.67	7961.0	16.0	1.0
theta[536,2]	0.06	0.0067	0.56	-0.85	0.054	1.0	7045.0	14.0	1.0
theta[537,2]	-0.61	0.0064	0.54	-1.5	-0.6	0.29	7032.0	14.0	1.0
theta[538,2]	-0.23	0.0066	0.53	-1.1	-0.24	0.64	6367.0	13.0	1.0
theta[539,2]	1.7	0.0071	0.64	0.66	1.7	2.8	8284.0	16.0	1.0
theta[540,2]	-0.25	0.0061	0.53	-1.1	-0.25	0.61	7326.0	14.0	1.0
theta[541,2]	0.51	0.0066	0.57	-0.42	0.5	1.5	7674.0	15.0	1.0
theta[542,2]	-0.7	0.0076	0.63	-1.8	-0.66	0.28	6788.0	13.0	1.0
theta[543,2]	-0.053	0.0069	0.55	-0.97	-0.063	0.86	6470.0	13.0	1.0
theta[544,2]	1.1	0.0072	0.61	0.1	1.1	2.1	7124.0	14.0	1.0
theta[545,2]	-0.55	0.0067	0.59	-1.5	-0.53	0.4	7740.0	15.0	1.0
theta[546,2]	-0.14	0.0065	0.53	-0.98	-0.15	0.75	6626.0	13.0	1.0
theta[547,2]	-0.29	0.0061	0.54	-1.2	-0.3	0.6	7882.0	15.0	1.0
theta[548,2]	-1.5	0.0077	0.65	-2.7	-1.5	-0.53	7136.0	14.0	1.0
theta[549,2]	0.8	0.0068	0.59	-0.15	0.78	1.8	7447.0	15.0	1.0
theta[550,2]	0.35	0.0074	0.54	-0.53	0.35	1.2	5361.0	11.0	1.0
theta[551,2]	0.57	0.0074	0.58	-0.34	0.55	1.6	6136.0	12.0	1.0
theta[552,2]	0.23	0.007	0.58	-0.7	0.22	1.2	6938.0	14.0	1.0
theta[553,2]	-0.0012	0.0066	0.57	-0.93	0.0026	0.92	7395.0	15.0	1.0
theta[554,2]	-1.0	0.0075	0.54	-1.9	-1.0	-0.16	5120.0	10.0	1.0
theta[555,2]	0.38	0.0069	0.56	-0.54	0.37	1.3	6472.0	13.0	1.0
theta[556,2]	0.068	0.0065	0.54	-0.81	0.055	0.99	7115.0	14.0	1.0
theta[557,2]	-1.7	0.0072	0.63	-2.7	-1.6	-0.67	7672.0	15.0	1.0
theta[558,2]	0.084	0.0065	0.53	-0.78	0.076	0.97	6675.0	13.0	1.0
theta[559,2]	-0.83	0.0083	0.74	-2.1	-0.79	0.33	8000.0	16.0	1.0
theta[560,2]	0.12	0.0072	0.56	-0.79	0.11	1.1	5989.0	12.0	1.0
theta[561,2]	-0.82	0.0085	0.73	-2.1	-0.78	0.32	7367.0	14.0	1.0
theta[562,2]	0.39	0.0071	0.57	-0.54	0.38	1.3	6395.0	13.0	1.0
theta[563,2]	0.58	0.0072	0.6	-0.35	0.57	1.6	6869.0	13.0	1.0
theta[564,2]	0.0059	0.0063	0.56	-0.94	0.012	0.93	7956.0	16.0	1.0
theta[565,2]	0.12	0.0068	0.55	-0.79	0.12	1.0	6661.0	13.0	1.0
theta[566,2]	-0.041	0.0075	0.62	-1.1	-0.014	0.93	6836.0	13.0	1.0
theta[567,2]	-0.83	0.009	0.75	-2.1	-0.8	0.36	6832.0	13.0	1.0
theta[568,2]	0.96	0.0069	0.6	-0.00066	0.94	2.0	7610.0	15.0	1.0
theta[569,2]	0.099	0.0069	0.55	-0.81	0.099	1.0	6525.0	13.0	1.0
theta[570,2]	0.2	0.0072	0.55	-0.71	0.19	1.1	5806.0	11.0	1.0
theta[571,2]	0.29	0.0063	0.57	-0.62	0.26	1.2	8293.0	16.0	1.0
theta[572,2]	0.73	0.0072	0.58	-0.19	0.72	1.7	6599.0	13.0	1.0
theta[573,2]	-0.21	0.0068	0.59	-1.2	-0.19	0.75	7536.0	15.0	1.0
theta[574,2]	0.84	0.0079	0.59	-0.13	0.84	1.8	5614.0	11.0	1.0
theta[575,2]	-1.0	0.0064	0.58	-2.0	-0.97	-0.11	8151.0	16.0	1.0
theta[576,2]	0.71	0.0075	0.62	-0.3	0.7	1.7	6808.0	13.0	1.0
theta[577,2]	-0.85	0.0068	0.56	-1.8	-0.85	0.036	6673.0	13.0	1.0
theta[578,2]	-0.95	0.0086	0.74	-2.3	-0.91	0.21	7420.0	15.0	1.0
theta[579,2]	0.85	0.0077	0.65	-0.18	0.85	1.9	7080.0	14.0	1.0
theta[580,2]	0.17	0.0066	0.56	-0.74	0.16	1.1	7263.0	14.0	1.0
theta[581,2]	0.91	0.0069	0.59	-0.025	0.9	1.9	7226.0	14.0	1.0
theta[582,2]	0.28	0.0065	0.57	-0.64	0.25	1.3	7719.0	15.0	1.0
theta[1,3]	-0.69	0.0096	0.74	-2.0	-0.63	0.42	6034.0	12.0	1.0
theta[2,3]	1.4	0.0067	0.54	0.52	1.3	2.3	6399.0	13.0	1.0
theta[3,3]	-0.37	0.01	0.83	-1.8	-0.31	0.9	6474.0	13.0	1.0
theta[4,3]	-0.27	0.0095	0.84	-1.7	-0.23	1.0	7837.0	15.0	1.0
theta[5,3]	-1.5	0.0075	0.59	-2.5	-1.5	-0.62	6201.0	12.0	1.0
theta[6,3]	-0.26	0.01	0.87	-1.7	-0.22	1.1	7044.0	14.0	1.0
theta[7,3]	0.82	0.0091	0.65	-0.3	0.86	1.8	5015.0	9.9	1.0
theta[8,3]	-0.41	0.0057	0.48	-1.2	-0.41	0.38	6998.0	14.0	1.0
theta[9,3]	0.98	0.0072	0.53	0.13	0.97	1.8	5305.0	10.0	1.0
theta[10,3]	-1.1	0.009	0.65	-2.2	-1.0	-0.1	5293.0	10.0	1.0
theta[11,3]	-0.2	0.0072	0.58	-1.2	-0.17	0.71	6616.0	13.0	1.0
theta[12,3]	1.1	0.0069	0.6	0.16	1.1	2.1	7484.0	15.0	1.0
theta[13,3]	-0.42	0.0093	0.75	-1.7	-0.38	0.73	6524.0	13.0	1.0
theta[14,3]	-0.25	0.0099	0.86	-1.8	-0.22	1.1	7558.0	15.0	1.0
theta[15,3]	-0.39	0.0096	0.79	-1.8	-0.33	0.82	6909.0	14.0	1.0
theta[16,3]	0.82	0.0061	0.51	-0.016	0.81	1.7	7106.0	14.0	1.0
theta[17,3]	-0.57	0.01	0.77	-2.0	-0.52	0.56	5597.0	11.0	1.0
theta[18,3]	-0.59	0.01	0.78	-2.0	-0.54	0.57	5822.0	11.0	1.0
theta[19,3]	-0.2	0.01	0.89	-1.7	-0.18	1.2	7996.0	16.0	1.0
theta[20,3]	-0.49	0.0098	0.79	-1.9	-0.46	0.72	6495.0	13.0	1.0
theta[21,3]	-0.4	0.0097	0.79	-1.8	-0.35	0.82	6684.0	13.0	1.0
theta[22,3]	-0.62	0.0093	0.76	-1.9	-0.57	0.55	6697.0	13.0	1.0
theta[23,3]	0.19	0.007	0.55	-0.7	0.16	1.1	6155.0	12.0	1.0
theta[24,3]	-0.26	0.0098	0.84	-1.7	-0.21	1.0	7223.0	14.0	1.0
theta[25,3]	-0.24	0.011	0.88	-1.8	-0.2	1.1	6987.0	14.0	1.0
theta[26,3]	-0.6	0.0067	0.53	-1.5	-0.58	0.26	6381.0	13.0	1.0
theta[27,3]	0.62	0.0061	0.49	-0.19	0.63	1.4	6240.0	12.0	1.0
theta[28,3]	0.5	0.006	0.52	-0.35	0.49	1.4	7462.0	15.0	1.0
theta[29,3]	-0.65	0.01	0.73	-1.9	-0.58	0.43	5017.0	9.9	1.0
theta[30,3]	-0.99	0.0091	0.65	-2.1	-0.95	0.023	5093.0	10.0	1.0
theta[31,3]	-0.95	0.0085	0.64	-2.1	-0.91	0.021	5764.0	11.0	1.0
theta[32,3]	-0.42	0.01	0.78	-1.8	-0.38	0.77	6045.0	12.0	1.0
theta[33,3]	-0.25	0.01	0.82	-1.7	-0.2	1.0	6629.0	13.0	1.0
theta[34,3]	-0.23	0.0097	0.9	-1.8	-0.19	1.2	8634.0	17.0	1.0
theta[35,3]	0.53	0.0067	0.53	-0.33	0.53	1.4	6199.0	12.0	1.0
theta[36,3]	-0.47	0.01	0.77	-1.8	-0.42	0.73	5971.0	12.0	1.0
theta[37,3]	-0.97	0.0085	0.65	-2.1	-0.92	0.016	5822.0	11.0	1.0
theta[38,3]	-0.5	0.01	0.77	-1.9	-0.44	0.66	5587.0	11.0	1.0
theta[39,3]	-0.75	0.0097	0.73	-2.0	-0.7	0.34	5589.0	11.0	1.0
theta[40,3]	-0.21	0.01	0.91	-1.8	-0.17	1.2	7483.0	15.0	1.0
theta[41,3]	-1.2	0.0081	0.62	-2.2	-1.1	-0.24	5766.0	11.0	1.0
theta[42,3]	-0.78	0.0085	0.66	-2.0	-0.72	0.22	6074.0	12.0	1.0
theta[43,3]	-0.17	0.0098	0.86	-1.6	-0.14	1.2	7689.0	15.0	1.0
theta[44,3]	-1.2	0.0089	0.62	-2.3	-1.2	-0.24	4939.0	9.7	1.0
theta[45,3]	-0.38	0.0099	0.84	-1.8	-0.34	0.94	7126.0	14.0	1.0
theta[46,3]	-0.61	0.01	0.77	-1.9	-0.56	0.54	5841.0	11.0	1.0
theta[47,3]	-0.69	0.0074	0.58	-1.6	-0.69	0.29	6243.0	12.0	1.0
theta[48,3]	-0.91	0.0063	0.52	-1.8	-0.88	-0.091	6775.0	13.0	1.0
theta[49,3]	-0.33	0.01	0.84	-1.7	-0.27	0.95	6754.0	13.0	1.0
theta[50,3]	0.63	0.0067	0.52	-0.24	0.63	1.5	5987.0	12.0	1.0
theta[51,3]	-0.89	0.0091	0.65	-2.0	-0.83	0.06	5205.0	10.0	1.0
theta[52,3]	1.4	0.0076	0.62	0.42	1.4	2.5	6683.0	13.0	1.0
theta[53,3]	-0.29	0.011	0.88	-1.8	-0.26	1.1	6987.0	14.0	1.0
theta[54,3]	-0.23	0.011	0.85	-1.7	-0.19	1.1	6351.0	12.0	1.0
theta[55,3]	-0.13	0.0066	0.51	-1.0	-0.11	0.66	5962.0	12.0	1.0
theta[56,3]	-0.82	0.0072	0.57	-1.7	-0.83	0.14	6254.0	12.0	1.0
theta[57,3]	0.84	0.0076	0.62	-0.13	0.82	1.9	6763.0	13.0	1.0
theta[58,3]	-0.2	0.01	0.93	-1.8	-0.17	1.3	8072.0	16.0	1.0
theta[59,3]	-0.37	0.01	0.8	-1.8	-0.32	0.86	6059.0	12.0	1.0
theta[60,3]	0.74	0.0057	0.48	-0.065	0.73	1.5	7288.0	14.0	1.0
theta[61,3]	-0.41	0.0091	0.8	-1.8	-0.38	0.85	7745.0	15.0	1.0
theta[62,3]	-0.72	0.0096	0.71	-2.0	-0.67	0.35	5453.0	11.0	1.0
theta[63,3]	-0.26	0.0099	0.86	-1.7	-0.23	1.1	7673.0	15.0	1.0
theta[64,3]	-0.59	0.0066	0.5	-1.4	-0.59	0.21	5676.0	11.0	1.0
theta[65,3]	1.7	0.0077	0.62	0.69	1.6	2.7	6481.0	13.0	1.0
theta[66,3]	-0.56	0.01	0.75	-1.9	-0.51	0.57	5607.0	11.0	1.0
theta[67,3]	-0.5	0.01	0.78	-1.9	-0.45	0.69	6115.0	12.0	1.0
theta[68,3]	-0.62	0.0097	0.76	-1.9	-0.58	0.55	6073.0	12.0	1.0
theta[69,3]	-0.52	0.0096	0.77	-1.9	-0.46	0.64	6469.0	13.0	1.0
theta[70,3]	-0.99	0.0092	0.69	-2.2	-0.94	0.029	5627.0	11.0	1.0
theta[71,3]	-0.19	0.01	0.87	-1.7	-0.13	1.2	6960.0	14.0	1.0
theta[72,3]	0.54	0.0064	0.51	-0.32	0.56	1.3	6434.0	13.0	1.0
theta[73,3]	-0.61	0.0093	0.74	-1.9	-0.55	0.51	6328.0	12.0	1.0
theta[74,3]	-0.31	0.0097	0.82	-1.7	-0.27	0.96	7163.0	14.0	1.0
theta[75,3]	-0.27	0.0094	0.88	-1.8	-0.24	1.1	8804.0	17.0	1.0
theta[76,3]	0.17	0.0062	0.49	-0.65	0.17	0.98	6189.0	12.0	1.0
theta[77,3]	0.18	0.0057	0.49	-0.63	0.18	1.0	7428.0	15.0	1.0
theta[78,3]	-0.21	0.011	0.85	-1.7	-0.19	1.1	6549.0	13.0	1.0
theta[79,3]	-0.46	0.011	0.82	-1.9	-0.4	0.78	5096.0	10.0	1.0
theta[80,3]	-0.46	0.01	0.76	-1.8	-0.42	0.71	5769.0	11.0	1.0
theta[81,3]	1.3	0.0082	0.73	0.19	1.3	2.6	7971.0	16.0	1.0
theta[82,3]	-0.17	0.01	0.86	-1.6	-0.14	1.2	7454.0	15.0	1.0
theta[83,3]	-0.36	0.0091	0.78	-1.7	-0.32	0.86	7330.0	14.0	1.0
theta[84,3]	0.28	0.0061	0.49	-0.51	0.27	1.1	6516.0	13.0	1.0
theta[85,3]	-0.95	0.0095	0.68	-2.2	-0.9	0.071	5138.0	10.0	1.0
theta[86,3]	-1.1	0.0085	0.65	-2.2	-1.0	-0.093	5879.0	12.0	1.0
theta[87,3]	-0.26	0.011	0.88	-1.7	-0.22	1.1	6806.0	13.0	1.0
theta[88,3]	-0.81	0.0091	0.7	-2.0	-0.75	0.25	5949.0	12.0	1.0
theta[89,3]	0.0012	0.0068	0.52	-0.89	0.026	0.82	5731.0	11.0	1.0
theta[90,3]	-0.78	0.0086	0.69	-2.0	-0.74	0.24	6373.0	13.0	1.0
theta[91,3]	-0.079	0.0072	0.56	-0.99	-0.082	0.86	6083.0	12.0	1.0
theta[92,3]	-1.3	0.0085	0.62	-2.3	-1.2	-0.32	5395.0	11.0	1.0
theta[93,3]	-1.4	0.0065	0.53	-2.3	-1.4	-0.55	6603.0	13.0	1.0
theta[94,3]	-0.039	0.0072	0.53	-0.94	-0.025	0.83	5496.0	11.0	1.0
theta[95,3]	-0.24	0.0095	0.82	-1.7	-0.21	1.0	7552.0	15.0	1.0
theta[96,3]	-0.26	0.01	0.9	-1.8	-0.22	1.2	7476.0	15.0	1.0
theta[97,3]	0.32	0.0058	0.48	-0.45	0.31	1.1	6823.0	13.0	1.0
theta[98,3]	-0.38	0.01	0.81	-1.8	-0.31	0.87	6466.0	13.0	1.0
theta[99,3]	-0.65	0.0093	0.73	-1.9	-0.59	0.45	6202.0	12.0	1.0
theta[100,3]	-0.21	0.011	0.83	-1.7	-0.18	1.1	6282.0	12.0	1.0
theta[101,3]	-0.44	0.01	0.8	-1.9	-0.39	0.79	6076.0	12.0	1.0
theta[102,3]	-0.79	0.0086	0.67	-2.0	-0.74	0.24	6123.0	12.0	1.0
theta[103,3]	-0.39	0.0065	0.5	-1.2	-0.37	0.4	5896.0	12.0	1.0
theta[104,3]	1.4	0.0081	0.66	0.41	1.4	2.6	6662.0	13.0	1.0
theta[105,3]	0.27	0.0059	0.49	-0.52	0.27	1.1	6997.0	14.0	1.0
theta[106,3]	-0.84	0.0093	0.72	-2.1	-0.79	0.25	6004.0	12.0	1.0
theta[107,3]	0.55	0.0059	0.48	-0.23	0.54	1.4	6684.0	13.0	1.0
theta[108,3]	-0.43	0.01	0.79	-1.8	-0.38	0.79	6000.0	12.0	1.0
theta[109,3]	-0.73	0.011	0.71	-2.0	-0.68	0.33	4514.0	8.9	1.0
theta[110,3]	-0.26	0.0095	0.84	-1.7	-0.22	1.1	7869.0	15.0	1.0
theta[111,3]	-0.16	0.01	0.87	-1.7	-0.12	1.2	7542.0	15.0	1.0
theta[112,3]	-0.4	0.0095	0.78	-1.8	-0.33	0.77	6791.0	13.0	1.0
theta[113,3]	-0.77	0.0086	0.71	-2.0	-0.71	0.28	6763.0	13.0	1.0
theta[114,3]	0.36	0.0077	0.56	-0.64	0.39	1.2	5169.0	10.0	1.0
theta[115,3]	-0.59	0.01	0.78	-2.0	-0.52	0.6	5965.0	12.0	1.0
theta[116,3]	-0.6	0.0083	0.62	-1.7	-0.56	0.35	5469.0	11.0	1.0
theta[117,3]	-0.21	0.01	0.85	-1.7	-0.17	1.1	6715.0	13.0	1.0
theta[118,3]	1.1	0.0069	0.5	0.22	1.1	1.9	5323.0	10.0	1.0
theta[119,3]	0.094	0.0071	0.51	-0.79	0.095	0.92	5313.0	10.0	1.0
theta[120,3]	-0.17	0.0096	0.88	-1.7	-0.13	1.2	8357.0	16.0	1.0
theta[121,3]	0.99	0.0063	0.49	0.18	0.99	1.8	6158.0	12.0	1.0
theta[122,3]	-0.36	0.0097	0.83	-1.8	-0.32	0.92	7305.0	14.0	1.0
theta[123,3]	2.1	0.007	0.63	1.1	2.0	3.1	7958.0	16.0	1.0
theta[124,3]	-1.1	0.009	0.62	-2.2	-1.1	-0.18	4751.0	9.3	1.0
theta[125,3]	-1.1	0.0069	0.55	-2.0	-1.1	-0.19	6314.0	12.0	1.0
theta[126,3]	-0.59	0.0091	0.75	-1.9	-0.53	0.54	6768.0	13.0	1.0
theta[127,3]	-0.19	0.01	0.87	-1.7	-0.15	1.2	7568.0	15.0	1.0
theta[128,3]	-0.88	0.0089	0.68	-2.1	-0.82	0.12	5893.0	12.0	1.0
