sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
60,15,18,32,33,30,25,38,26,28,22,39,21,30,16,19,27,21,14,16,13,13,11,13,6,2,13,4,10,6,5,3,4,4,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
61,15,22,28,27,29,32,29,45,24,25,28,26,35,16,18,19,11,24,21,6,13,13,14,7,6,13,4,7,7,2,5,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,13,18,21,32,36,36,26,31,28,30,33,37,25,19,23,19,13,17,18,16,17,13,12,9,5,3,8,4,2,6,1,0,2,2,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,8,24,35,24,37,33,25,41,26,27,27,19,25,25,19,18,20,16,19,16,13,15,6,11,6,7,5,5,7,8,6,1,0,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
64,13,21,24,34,27,42,40,30,29,19,26,23,26,24,20,13,21,14,14,19,20,12,11,11,5,10,5,4,4,3,4,6,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,17,24,29,33,26,27,26,31,33,31,29,37,19,20,21,15,15,22,13,13,13,18,8,13,7,8,5,7,6,2,3,2,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,10,18,34,39,22,29,32,29,33,28,29,26,29,21,25,14,15,22,20,14,13,17,8,6,6,7,6,11,3,5,1,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,17,21,19,41,24,37,27,35,28,31,18,33,23,24,17,18,20,19,15,10,14,13,8,14,11,4,8,8,5,4,3,2,1,3,0,0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,10,14,26,32,22,41,35,33,39,26,31,18,29,17,18,14,22,23,18,19,10,14,8,10,10,11,4,6,4,5,3,2,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
69,10,22,32,32,27,35,31,24,21,31,26,25,22,23,25,31,12,20,16,15,17,12,8,14,5,10,10,5,3,1,6,2,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,9,20,26,29,38,31,35,33,29,20,25,28,20,30,25,22,19,17,15,14,17,12,11,8,3,11,7,6,6,3,3,1,1,3,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,22,21,27,36,24,33,23,28,29,33,42,25,21,20,17,14,23,17,13,15,17,9,9,11,8,6,6,3,8,2,2,1,7,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,9,21,27,45,28,27,37,26,30,25,25,32,25,19,25,18,20,16,11,15,7,14,13,12,10,12,5,5,6,4,4,1,0,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,16,20,22,24,32,36,28,29,38,40,25,26,19,22,24,21,18,11,17,19,8,14,9,9,5,9,9,9,6,7,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11,32,24,32,34,22,34,19,35,28,27,29,19,19,24,28,12,24,21,9,10,13,10,8,10,4,10,4,3,5,3,8,2,2,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,11,22,30,24,25,32,37,37,28,24,37,27,28,24,24,18,17,20,10,18,15,10,13,5,17,3,6,4,1,2,2,2,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,13,22,21,27,34,35,33,26,24,30,31,21,17,26,27,28,22,22,18,12,12,9,13,9,7,9,6,5,5,4,1,5,0,2,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
77,16,20,26,37,32,32,24,33,29,29,26,31,25,23,22,18,26,13,20,20,5,15,11,8,9,6,4,5,2,0,4,3,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
78,10,19,28,29,27,35,28,32,30,24,35,32,29,22,22,31,13,13,13,13,12,12,10,9,12,6,4,6,4,6,3,6,1,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9,17,33,27,42,26,32,28,29,30,24,31,21,28,19,24,16,14,15,22,13,5,14,7,10,10,7,3,7,4,4,5,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
