	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,291]	0.27	0.0041	0.26	-0.16	0.27	0.68	3974.0	5.1	1.0
theta[1,292]	-1.7	0.0089	0.55	-2.6	-1.6	-0.82	3811.0	4.9	1.0
theta[1,293]	-2.1	0.0092	0.6	-3.1	-2.0	-1.1	4262.0	5.4	1.0
theta[1,294]	-0.36	0.0048	0.32	-0.89	-0.34	0.14	4331.0	5.5	1.0
theta[1,295]	-1.4	0.0068	0.48	-2.2	-1.3	-0.61	4940.0	6.3	1.0
theta[1,296]	-1.1	0.0069	0.44	-1.9	-1.1	-0.44	4071.0	5.2	1.0
theta[1,297]	-0.59	0.0051	0.35	-1.2	-0.58	-0.032	4678.0	6.0	1.0
theta[1,298]	-0.52	0.0054	0.33	-1.1	-0.51	-0.015	3584.0	4.6	1.0
theta[1,299]	-2.1	0.0089	0.61	-3.1	-2.0	-1.1	4642.0	5.9	1.0
theta[1,300]	1.1	0.0037	0.23	0.68	1.1	1.4	4003.0	5.1	1.0
theta[1,301]	0.072	0.0046	0.27	-0.4	0.082	0.51	3372.0	4.3	1.0
theta[1,302]	1.4	0.0036	0.23	1.1	1.4	1.8	3954.0	5.0	1.0
theta[1,303]	0.65	0.0042	0.24	0.26	0.65	1.0	3270.0	4.2	1.0
theta[1,304]	0.76	0.0037	0.23	0.37	0.76	1.1	3912.0	5.0	1.0
theta[1,305]	-0.77	0.006	0.37	-1.4	-0.75	-0.21	3785.0	4.8	1.0
theta[1,306]	0.39	0.004	0.25	-0.022	0.38	0.79	3843.0	4.9	1.0
theta[1,307]	0.12	0.0044	0.26	-0.32	0.12	0.53	3545.0	4.5	1.0
theta[1,308]	-0.37	0.0048	0.32	-0.91	-0.36	0.13	4364.0	5.6	1.0
theta[1,309]	-1.8	0.0087	0.54	-2.7	-1.8	-0.96	3849.0	4.9	1.0
theta[1,310]	0.31	0.0044	0.25	-0.12	0.32	0.71	3397.0	4.3	1.0
theta[1,311]	1.2	0.0041	0.23	0.82	1.2	1.6	3092.0	3.9	1.0
theta[1,312]	1.3	0.004	0.23	0.96	1.3	1.7	3358.0	4.3	1.0
theta[1,313]	0.41	0.0042	0.24	-0.00024	0.41	0.81	3421.0	4.4	1.0
theta[1,314]	1.3	0.0041	0.23	0.9	1.3	1.7	3205.0	4.1	1.0
theta[1,315]	-0.38	0.0049	0.32	-0.91	-0.37	0.12	4090.0	5.2	1.0
theta[1,316]	-0.54	0.0051	0.33	-1.1	-0.52	-0.029	4198.0	5.3	1.0
theta[1,317]	0.37	0.0041	0.25	-0.042	0.37	0.76	3696.0	4.7	1.0
theta[1,318]	0.22	0.0045	0.26	-0.23	0.23	0.63	3248.0	4.1	1.0
theta[1,319]	1.0	0.0043	0.23	0.64	1.0	1.4	2796.0	3.6	1.0
theta[1,320]	-0.72	0.006	0.36	-1.3	-0.69	-0.16	3632.0	4.6	1.0
theta[1,321]	1.6	0.0046	0.23	1.2	1.6	2.0	2437.0	3.1	1.0
theta[1,322]	0.33	0.0041	0.24	-0.073	0.33	0.72	3484.0	4.4	1.0
theta[1,323]	-0.82	0.0059	0.39	-1.5	-0.8	-0.22	4228.0	5.4	1.0
theta[1,324]	-2.0	0.0095	0.59	-3.1	-2.0	-1.1	3862.0	4.9	1.0
theta[1,325]	0.059	0.0044	0.27	-0.4	0.062	0.5	3763.0	4.8	1.0
theta[1,326]	-0.44	0.0053	0.33	-1.0	-0.43	0.078	4040.0	5.1	1.0
theta[1,327]	0.99	0.0035	0.23	0.61	0.99	1.4	4380.0	5.6	1.0
theta[1,328]	-2.0	0.0096	0.6	-3.1	-2.0	-1.1	3948.0	5.0	1.0
theta[1,329]	1.4	0.0041	0.23	1.0	1.4	1.8	3070.0	3.9	1.0
theta[1,330]	0.79	0.0035	0.22	0.44	0.8	1.2	3932.0	5.0	1.0
theta[1,331]	0.1	0.0044	0.27	-0.34	0.11	0.53	3616.0	4.6	1.0
theta[1,332]	-0.69	0.0056	0.36	-1.3	-0.66	-0.14	4136.0	5.3	1.0
theta[1,333]	0.9	0.0041	0.23	0.52	0.9	1.3	3093.0	3.9	1.0
theta[1,334]	0.77	0.0039	0.24	0.38	0.77	1.2	3711.0	4.7	1.0
theta[1,335]	0.44	0.0044	0.24	0.032	0.44	0.82	3086.0	3.9	1.0
theta[1,336]	0.92	0.0038	0.23	0.55	0.92	1.3	3631.0	4.6	1.0
theta[1,337]	0.24	0.0037	0.26	-0.2	0.24	0.65	4998.0	6.4	1.0
theta[1,338]	0.37	0.0042	0.25	-0.051	0.38	0.78	3484.0	4.4	1.0
theta[1,339]	0.32	0.004	0.26	-0.1	0.33	0.74	4081.0	5.2	1.0
theta[1,340]	0.42	0.0042	0.25	-0.0091	0.43	0.84	3584.0	4.6	1.0
theta[1,341]	1.7	0.0041	0.23	1.3	1.7	2.1	3167.0	4.0	1.0
theta[1,342]	0.15	0.0045	0.26	-0.28	0.16	0.56	3293.0	4.2	1.0
theta[1,343]	0.96	0.0041	0.23	0.58	0.96	1.3	3290.0	4.2	1.0
theta[1,344]	-0.3	0.0049	0.31	-0.83	-0.29	0.19	3930.0	5.0	1.0
theta[1,345]	1.0	0.0038	0.23	0.67	1.0	1.4	3586.0	4.6	1.0
theta[1,346]	-0.32	0.0049	0.31	-0.84	-0.31	0.15	3964.0	5.0	1.0
theta[1,347]	-1.4	0.0072	0.48	-2.2	-1.3	-0.62	4448.0	5.7	1.0
theta[1,348]	-0.13	0.0043	0.29	-0.62	-0.12	0.33	4441.0	5.7	1.0
theta[1,349]	-1.2	0.0065	0.43	-1.9	-1.2	-0.53	4520.0	5.8	1.0
theta[1,350]	0.81	0.0039	0.23	0.41	0.81	1.2	3565.0	4.5	1.0
theta[1,351]	0.16	0.0042	0.26	-0.27	0.16	0.57	3666.0	4.7	1.0
theta[1,352]	0.13	0.0044	0.27	-0.33	0.13	0.56	3800.0	4.8	1.0
theta[1,353]	-1.4	0.007	0.48	-2.2	-1.4	-0.6	4788.0	6.1	1.0
theta[1,354]	-0.72	0.0054	0.37	-1.4	-0.71	-0.15	4517.0	5.8	1.0
theta[1,355]	-1.7	0.0086	0.54	-2.7	-1.7	-0.89	4020.0	5.1	1.0
theta[1,356]	-1.4	0.0074	0.48	-2.2	-1.3	-0.62	4078.0	5.2	1.0
theta[1,357]	0.1	0.0043	0.27	-0.34	0.11	0.53	3809.0	4.9	1.0
theta[1,358]	-0.099	0.0048	0.29	-0.59	-0.085	0.36	3640.0	4.6	1.0
theta[1,359]	0.74	0.0039	0.23	0.35	0.75	1.1	3592.0	4.6	1.0
theta[1,360]	1.6	0.0045	0.24	1.2	1.6	2.0	2955.0	3.8	1.0
theta[1,361]	0.46	0.004	0.25	0.04	0.47	0.87	4087.0	5.2	1.0
theta[1,362]	-0.8	0.0063	0.38	-1.5	-0.77	-0.21	3688.0	4.7	1.0
theta[1,363]	1.3	0.0043	0.23	0.93	1.3	1.7	2921.0	3.7	1.0
theta[1,364]	0.76	0.0043	0.23	0.38	0.76	1.2	2975.0	3.8	1.0
theta[1,365]	-2.0	0.0096	0.6	-3.1	-2.0	-1.1	3880.0	4.9	1.0
theta[1,366]	0.48	0.0041	0.24	0.077	0.48	0.88	3601.0	4.6	1.0
theta[1,367]	0.85	0.0039	0.23	0.47	0.86	1.2	3496.0	4.5	1.0
theta[1,368]	-0.63	0.0052	0.34	-1.2	-0.6	-0.097	4425.0	5.6	1.0
theta[1,369]	-2.0	0.0085	0.59	-3.1	-2.0	-1.1	4777.0	6.1	1.0
theta[1,370]	-0.47	0.0046	0.33	-1.0	-0.45	0.053	5228.0	6.7	1.0
theta[1,371]	2.3	0.0049	0.26	1.9	2.3	2.8	2878.0	3.7	1.0
theta[1,372]	0.87	0.0039	0.24	0.48	0.87	1.3	3833.0	4.9	1.0
theta[1,373]	-0.5	0.0048	0.33	-1.1	-0.49	0.0097	4828.0	6.1	1.0
theta[1,374]	0.39	0.0039	0.25	-0.034	0.4	0.79	4207.0	5.4	1.0
theta[1,375]	-0.23	0.0058	0.31	-0.76	-0.21	0.25	2795.0	3.6	1.0
theta[1,376]	1.4	0.0038	0.23	1.0	1.4	1.7	3483.0	4.4	1.0
theta[1,377]	0.18	0.0044	0.27	-0.27	0.18	0.61	3692.0	4.7	1.0
theta[1,378]	0.41	0.004	0.24	0.013	0.41	0.79	3733.0	4.8	1.0
theta[1,379]	1.7	0.004	0.23	1.3	1.7	2.1	3355.0	4.3	1.0
theta[1,380]	0.48	0.0042	0.25	0.064	0.49	0.88	3351.0	4.3	1.0
theta[1,381]	-1.1	0.0064	0.42	-1.8	-1.1	-0.48	4182.0	5.3	1.0
theta[1,382]	0.23	0.0037	0.26	-0.2	0.23	0.64	4782.0	6.1	1.0
theta[1,383]	0.35	0.0039	0.26	-0.088	0.36	0.76	4304.0	5.5	1.0
theta[1,384]	0.71	0.0043	0.24	0.32	0.71	1.1	3026.0	3.9	1.0
theta[1,385]	-0.57	0.0049	0.35	-1.2	-0.55	-0.037	5209.0	6.6	1.0
theta[1,386]	-0.049	0.0047	0.29	-0.53	-0.042	0.4	3728.0	4.7	1.0
theta[1,387]	-1.5	0.0074	0.49	-2.3	-1.4	-0.71	4379.0	5.6	1.0
theta[1,388]	0.46	0.004	0.25	0.049	0.47	0.87	3943.0	5.0	1.0
theta[1,389]	-0.16	0.0044	0.29	-0.66	-0.15	0.3	4373.0	5.6	1.0
theta[1,390]	-0.67	0.0054	0.36	-1.3	-0.66	-0.1	4407.0	5.6	1.0
theta[1,391]	-0.42	0.0046	0.32	-0.97	-0.4	0.095	4801.0	6.1	1.0
theta[1,392]	0.025	0.0044	0.26	-0.42	0.034	0.45	3570.0	4.5	1.0
theta[1,393]	-1.2	0.0069	0.45	-2.0	-1.2	-0.52	4163.0	5.3	1.0
theta[1,394]	0.62	0.0039	0.23	0.24	0.62	1.0	3586.0	4.6	1.0
theta[1,395]	-1.4	0.0073	0.49	-2.2	-1.4	-0.63	4422.0	5.6	1.0
theta[1,396]	-1.8	0.0087	0.58	-2.8	-1.8	-0.96	4453.0	5.7	1.0
theta[1,397]	-0.61	0.0061	0.35	-1.2	-0.6	-0.06	3395.0	4.3	1.0
theta[1,398]	-0.56	0.0054	0.34	-1.2	-0.54	-0.028	4047.0	5.2	1.0
theta[1,399]	-1.1	0.0064	0.44	-1.9	-1.1	-0.43	4723.0	6.0	1.0
theta[1,400]	1.4	0.0044	0.23	1.0	1.4	1.8	2895.0	3.7	1.0
theta[1,401]	0.83	0.0043	0.24	0.42	0.83	1.2	3121.0	4.0	1.0
theta[1,402]	1.3	0.0038	0.22	0.94	1.3	1.7	3406.0	4.3	1.0
theta[1,403]	0.31	0.0041	0.25	-0.11	0.31	0.72	3907.0	5.0	1.0
theta[1,404]	-0.91	0.0062	0.4	-1.6	-0.88	-0.3	4017.0	5.1	1.0
theta[1,405]	1.2	0.0047	0.23	0.87	1.2	1.6	2372.0	3.0	1.0
theta[1,406]	-2.0	0.01	0.6	-3.1	-2.0	-1.1	3562.0	4.5	1.0
theta[1,407]	0.48	0.0043	0.24	0.079	0.49	0.87	3154.0	4.0	1.0
theta[1,408]	-1.3	0.0069	0.46	-2.1	-1.2	-0.56	4410.0	5.6	1.0
theta[1,409]	0.99	0.0046	0.24	0.59	1.0	1.4	2673.0	3.4	1.0
theta[1,410]	1.8	0.0044	0.23	1.4	1.8	2.2	2817.0	3.6	1.0
theta[1,411]	-1.0	0.0067	0.41	-1.7	-0.99	-0.38	3819.0	4.9	1.0
theta[1,412]	1.2	0.0043	0.24	0.84	1.2	1.6	2962.0	3.8	1.0
theta[1,413]	-1.1	0.0064	0.44	-1.9	-1.1	-0.44	4609.0	5.9	1.0
theta[1,414]	-0.5	0.0053	0.34	-1.1	-0.49	0.017	3958.0	5.0	1.0
theta[1,415]	-1.6	0.0075	0.5	-2.4	-1.5	-0.79	4523.0	5.8	1.0
theta[1,416]	0.043	0.0044	0.27	-0.42	0.053	0.47	3640.0	4.6	1.0
theta[1,417]	-0.37	0.0048	0.32	-0.92	-0.35	0.14	4399.0	5.6	1.0
theta[1,418]	-0.93	0.0067	0.4	-1.6	-0.91	-0.31	3537.0	4.5	1.0
theta[1,419]	1.1	0.004	0.23	0.74	1.1	1.5	3261.0	4.2	1.0
theta[1,420]	-2.1	0.01	0.61	-3.1	-2.0	-1.1	3756.0	4.8	1.0
theta[1,421]	-0.23	0.005	0.3	-0.73	-0.22	0.24	3592.0	4.6	1.0
theta[1,422]	0.43	0.0038	0.24	0.024	0.44	0.83	4171.0	5.3	1.0
theta[1,423]	-1.1	0.0065	0.43	-1.8	-1.0	-0.4	4283.0	5.5	1.0
theta[1,424]	-0.044	0.0043	0.28	-0.53	-0.034	0.4	4109.0	5.2	1.0
theta[1,425]	-0.55	0.0054	0.34	-1.1	-0.53	-0.0023	4045.0	5.2	1.0
theta[1,426]	-0.091	0.0045	0.29	-0.57	-0.084	0.35	4121.0	5.2	1.0
theta[1,427]	-0.88	0.0058	0.39	-1.5	-0.85	-0.28	4486.0	5.7	1.0
theta[1,428]	0.015	0.0048	0.29	-0.48	0.027	0.47	3519.0	4.5	1.0
theta[1,429]	0.79	0.0041	0.24	0.4	0.79	1.2	3363.0	4.3	1.0
theta[1,430]	0.75	0.004	0.24	0.37	0.75	1.1	3419.0	4.4	1.0
theta[1,431]	-0.47	0.0054	0.34	-1.0	-0.46	0.051	3923.0	5.0	1.0
theta[1,432]	0.65	0.004	0.24	0.25	0.65	1.0	3530.0	4.5	1.0
theta[1,433]	-0.43	0.0051	0.33	-0.99	-0.42	0.096	4268.0	5.4	1.0
theta[1,434]	-0.13	0.0047	0.3	-0.64	-0.11	0.34	3934.0	5.0	1.0
theta[1,435]	-1.5	0.0075	0.5	-2.4	-1.4	-0.71	4455.0	5.7	1.0
theta[1,436]	-1.2	0.0072	0.46	-2.0	-1.2	-0.55	3951.0	5.0	1.0
theta[1,437]	-1.5	0.0074	0.51	-2.4	-1.5	-0.76	4702.0	6.0	1.0
theta[1,438]	-0.19	0.0044	0.29	-0.69	-0.17	0.26	4350.0	5.5	1.0
theta[1,439]	-1.2	0.0069	0.44	-1.9	-1.1	-0.49	4102.0	5.2	1.0
theta[1,440]	1.2	0.0039	0.23	0.83	1.2	1.6	3422.0	4.4	1.0
theta[1,441]	0.0022	0.0044	0.27	-0.46	0.013	0.43	3818.0	4.9	1.0
theta[1,442]	-0.77	0.0058	0.38	-1.5	-0.75	-0.19	4292.0	5.5	1.0
theta[1,443]	-0.91	0.0065	0.41	-1.6	-0.9	-0.28	3960.0	5.0	1.0
theta[1,444]	0.44	0.0045	0.26	0.0078	0.44	0.86	3214.0	4.1	1.0
theta[1,445]	0.31	0.0042	0.25	-0.12	0.32	0.71	3615.0	4.6	1.0
theta[1,446]	-1.1	0.0062	0.43	-1.8	-1.1	-0.41	4691.0	6.0	1.0
theta[1,447]	-0.75	0.0067	0.39	-1.4	-0.72	-0.15	3353.0	4.3	1.0
theta[1,448]	-0.81	0.0057	0.38	-1.5	-0.79	-0.21	4448.0	5.7	1.0
theta[1,449]	-0.28	0.0049	0.31	-0.81	-0.27	0.21	4048.0	5.2	1.0
theta[1,450]	1.7	0.0039	0.24	1.3	1.7	2.1	3715.0	4.7	1.0
theta[1,451]	1.2	0.0041	0.24	0.82	1.2	1.6	3349.0	4.3	1.0
theta[1,452]	1.2	0.0041	0.24	0.86	1.2	1.7	3462.0	4.4	1.0
theta[1,453]	0.37	0.0044	0.25	-0.06	0.38	0.77	3318.0	4.2	1.0
theta[1,454]	0.15	0.0045	0.26	-0.3	0.16	0.56	3434.0	4.4	1.0
theta[1,455]	1.6	0.0039	0.24	1.2	1.6	2.0	3826.0	4.9	1.0
theta[1,456]	-0.14	0.0045	0.29	-0.62	-0.13	0.34	4157.0	5.3	1.0
theta[1,457]	-0.14	0.0046	0.29	-0.64	-0.13	0.33	4113.0	5.2	1.0
theta[1,458]	0.85	0.0041	0.23	0.47	0.85	1.2	3308.0	4.2	1.0
theta[1,459]	0.67	0.004	0.23	0.28	0.67	1.0	3290.0	4.2	1.0
theta[1,460]	0.42	0.0039	0.24	0.012	0.43	0.83	3928.0	5.0	1.0
theta[1,461]	1.1	0.0038	0.23	0.76	1.1	1.5	3632.0	4.6	1.0
theta[1,462]	-0.39	0.0048	0.32	-0.94	-0.38	0.11	4295.0	5.5	1.0
theta[1,463]	0.29	0.0038	0.25	-0.13	0.29	0.7	4314.0	5.5	1.0
theta[1,464]	-0.76	0.0061	0.39	-1.4	-0.74	-0.17	4082.0	5.2	1.0
theta[1,465]	1.2	0.004	0.23	0.8	1.2	1.6	3332.0	4.2	1.0
theta[1,466]	0.08	0.0043	0.26	-0.37	0.088	0.51	3866.0	4.9	1.0
theta[1,467]	1.4	0.0043	0.22	0.99	1.4	1.7	2790.0	3.6	1.0
theta[1,468]	-0.55	0.0048	0.34	-1.1	-0.54	-0.018	4827.0	6.1	1.0
theta[1,469]	-0.44	0.005	0.33	-1.0	-0.42	0.061	4267.0	5.4	1.0
theta[1,470]	-0.079	0.0045	0.28	-0.56	-0.071	0.36	3879.0	4.9	1.0
theta[1,471]	-1.8	0.0075	0.54	-2.7	-1.7	-0.91	5261.0	6.7	1.0
theta[1,472]	-0.4	0.0047	0.32	-0.96	-0.39	0.1	4750.0	6.0	1.0
theta[1,473]	-0.12	0.005	0.29	-0.6	-0.12	0.33	3259.0	4.1	1.0
theta[1,474]	-0.4	0.0054	0.32	-0.95	-0.39	0.1	3576.0	4.6	1.0
theta[1,475]	0.43	0.0039	0.26	0.0086	0.43	0.84	4215.0	5.4	1.0
theta[1,476]	-0.71	0.0054	0.37	-1.3	-0.7	-0.13	4538.0	5.8	1.0
theta[1,477]	-0.1	0.0052	0.29	-0.58	-0.084	0.35	3028.0	3.9	1.0
theta[1,478]	1.0	0.0038	0.23	0.66	1.0	1.4	3703.0	4.7	1.0
theta[1,479]	0.27	0.0044	0.26	-0.16	0.28	0.67	3408.0	4.3	1.0
theta[1,480]	-1.2	0.0067	0.44	-2.0	-1.2	-0.54	4435.0	5.6	1.0
theta[1,481]	-1.3	0.0073	0.49	-2.2	-1.3	-0.59	4532.0	5.8	1.0
theta[1,482]	0.7	0.0039	0.24	0.3	0.7	1.1	3799.0	4.8	1.0
theta[1,483]	0.25	0.004	0.26	-0.19	0.25	0.67	4211.0	5.4	1.0
theta[1,484]	-1.3	0.0071	0.47	-2.1	-1.3	-0.58	4367.0	5.6	1.0
theta[1,485]	-1.5	0.0081	0.5	-2.4	-1.5	-0.75	3784.0	4.8	1.0
theta[1,486]	1.4	0.0038	0.23	0.99	1.4	1.7	3627.0	4.6	1.0
theta[1,487]	-0.39	0.0048	0.32	-0.93	-0.38	0.11	4288.0	5.5	1.0
theta[1,488]	0.82	0.0042	0.24	0.43	0.82	1.2	3220.0	4.1	1.0
theta[1,489]	0.44	0.0039	0.24	0.042	0.44	0.84	3976.0	5.1	1.0
theta[1,490]	-0.86	0.0061	0.4	-1.5	-0.83	-0.26	4195.0	5.3	1.0
theta[1,491]	0.92	0.0041	0.24	0.52	0.92	1.3	3227.0	4.1	1.0
theta[1,492]	-0.0031	0.0044	0.27	-0.47	0.0043	0.43	3793.0	4.8	1.0
theta[1,493]	-1.8	0.0085	0.57	-2.8	-1.8	-0.97	4440.0	5.7	1.0
theta[1,494]	1.5	0.0041	0.23	1.1	1.5	1.9	3161.0	4.0	1.0
theta[1,495]	-1.5	0.0072	0.49	-2.3	-1.4	-0.69	4742.0	6.0	1.0
theta[1,496]	-1.6	0.0083	0.52	-2.5	-1.6	-0.82	3931.0	5.0	1.0
theta[1,497]	0.17	0.004	0.27	-0.28	0.18	0.61	4569.0	5.8	1.0
theta[1,498]	0.96	0.0038	0.23	0.58	0.96	1.3	3716.0	4.7	1.0
theta[1,499]	-0.2	0.0044	0.29	-0.7	-0.19	0.27	4413.0	5.6	1.0
theta[1,500]	0.5	0.0047	0.24	0.1	0.5	0.89	2700.0	3.4	1.0
theta[1,501]	0.1	0.0042	0.27	-0.34	0.11	0.52	4093.0	5.2	1.0
theta[1,502]	-0.55	0.0053	0.34	-1.1	-0.53	-0.017	4099.0	5.2	1.0
theta[1,503]	-1.2	0.0071	0.44	-1.9	-1.1	-0.5	3851.0	4.9	1.0
theta[1,504]	-0.6	0.0053	0.35	-1.2	-0.59	-0.046	4371.0	5.6	1.0
theta[1,505]	-1.5	0.0075	0.5	-2.4	-1.5	-0.78	4390.0	5.6	1.0
theta[1,506]	-0.62	0.0055	0.36	-1.2	-0.59	-0.059	4235.0	5.4	1.0
theta[1,507]	-0.13	0.0043	0.28	-0.61	-0.12	0.32	4269.0	5.4	1.0
theta[1,508]	0.75	0.004	0.24	0.34	0.75	1.1	3450.0	4.4	1.0
theta[1,509]	-0.33	0.0046	0.31	-0.87	-0.32	0.17	4514.0	5.7	1.0
theta[1,510]	0.46	0.004	0.24	0.052	0.46	0.84	3647.0	4.6	1.0
theta[1,511]	0.74	0.0036	0.23	0.37	0.75	1.1	3903.0	5.0	1.0
theta[1,512]	0.68	0.004	0.24	0.28	0.68	1.1	3519.0	4.5	1.0
theta[1,513]	-0.061	0.0043	0.28	-0.54	-0.048	0.38	4190.0	5.3	1.0
theta[1,514]	0.75	0.0045	0.24	0.35	0.75	1.1	2813.0	3.6	1.0
theta[1,515]	0.92	0.0038	0.23	0.55	0.93	1.3	3562.0	4.5	1.0
theta[1,516]	-0.62	0.0057	0.35	-1.2	-0.6	-0.063	3814.0	4.9	1.0
theta[1,517]	1.3	0.0042	0.22	0.9	1.3	1.6	2904.0	3.7	1.0
theta[1,518]	-0.47	0.0052	0.34	-1.1	-0.45	0.06	4350.0	5.5	1.0
theta[1,519]	0.63	0.0038	0.24	0.24	0.63	1.0	3904.0	5.0	1.0
theta[1,520]	0.32	0.004	0.25	-0.092	0.33	0.72	3892.0	5.0	1.0
theta[1,521]	0.5	0.0037	0.24	0.1	0.51	0.9	4259.0	5.4	1.0
theta[1,522]	-0.12	0.0046	0.29	-0.6	-0.12	0.33	3855.0	4.9	1.0
theta[1,523]	0.7	0.0039	0.23	0.32	0.71	1.1	3436.0	4.4	1.0
theta[1,524]	-1.2	0.0071	0.46	-2.0	-1.2	-0.52	4202.0	5.3	1.0
theta[1,525]	-0.37	0.0054	0.32	-0.93	-0.36	0.14	3593.0	4.6	1.0
theta[1,526]	1.8	0.0044	0.25	1.4	1.8	2.2	3110.0	4.0	1.0
theta[1,527]	-1.5	0.0078	0.49	-2.3	-1.4	-0.72	3894.0	5.0	1.0
theta[1,528]	0.82	0.0041	0.23	0.43	0.82	1.2	3260.0	4.2	1.0
theta[1,529]	-0.25	0.005	0.3	-0.77	-0.25	0.23	3675.0	4.7	1.0
theta[1,530]	1.5	0.004	0.23	1.1	1.5	1.9	3207.0	4.1	1.0
theta[1,531]	0.22	0.0041	0.26	-0.22	0.23	0.63	4111.0	5.2	1.0
theta[1,532]	-2.1	0.0098	0.61	-3.2	-2.0	-1.1	3836.0	4.9	1.0
theta[1,533]	0.032	0.0044	0.28	-0.44	0.041	0.47	3957.0	5.0	1.0
theta[1,534]	0.12	0.0043	0.26	-0.32	0.12	0.54	3652.0	4.7	1.0
theta[1,535]	-0.51	0.006	0.35	-1.1	-0.49	0.037	3340.0	4.3	1.0
theta[1,536]	0.19	0.0044	0.27	-0.27	0.19	0.61	3727.0	4.7	1.0
theta[1,537]	0.72	0.0039	0.23	0.34	0.72	1.1	3452.0	4.4	1.0
theta[1,538]	0.53	0.004	0.24	0.13	0.54	0.92	3682.0	4.7	1.0
theta[1,539]	0.31	0.0039	0.25	-0.11	0.32	0.72	4206.0	5.4	1.0
theta[1,540]	0.14	0.0043	0.27	-0.3	0.15	0.57	3768.0	4.8	1.0
theta[1,541]	0.029	0.0042	0.27	-0.42	0.034	0.46	4018.0	5.1	1.0
theta[1,542]	-0.69	0.0067	0.37	-1.3	-0.66	-0.11	3011.0	3.8	1.0
theta[1,543]	-0.32	0.0047	0.31	-0.86	-0.31	0.18	4340.0	5.5	1.0
theta[1,544]	-0.79	0.0059	0.38	-1.5	-0.77	-0.19	4227.0	5.4	1.0
theta[1,545]	-0.64	0.0052	0.35	-1.2	-0.63	-0.095	4634.0	5.9	1.0
theta[1,546]	0.19	0.0044	0.26	-0.25	0.2	0.61	3461.0	4.4	1.0
theta[1,547]	-0.19	0.0045	0.3	-0.69	-0.18	0.31	4606.0	5.9	1.0
theta[1,548]	0.039	0.0044	0.27	-0.42	0.045	0.47	3815.0	4.9	1.0
theta[1,549]	0.0077	0.0046	0.28	-0.47	0.014	0.45	3705.0	4.7	1.0
theta[1,550]	-0.64	0.0052	0.35	-1.2	-0.63	-0.094	4655.0	5.9	1.0
theta[1,551]	0.29	0.0042	0.24	-0.11	0.3	0.68	3352.0	4.3	1.0
theta[1,552]	1.0	0.004	0.23	0.63	1.0	1.4	3404.0	4.3	1.0
theta[1,553]	-0.76	0.0067	0.38	-1.4	-0.73	-0.16	3296.0	4.2	1.0
theta[1,554]	1.8	0.004	0.24	1.4	1.8	2.2	3510.0	4.5	1.0
theta[1,555]	-0.69	0.0059	0.36	-1.3	-0.67	-0.13	3741.0	4.8	1.0
theta[1,556]	0.47	0.0037	0.24	0.055	0.47	0.86	4330.0	5.5	1.0
theta[1,557]	0.54	0.0044	0.24	0.14	0.54	0.93	3084.0	3.9	1.0
theta[1,558]	0.19	0.0042	0.27	-0.25	0.2	0.61	4018.0	5.1	1.0
theta[1,559]	-1.8	0.0083	0.55	-2.8	-1.8	-0.97	4374.0	5.6	1.0
theta[1,560]	0.77	0.004	0.24	0.36	0.77	1.2	3830.0	4.9	1.0
theta[1,561]	-1.8	0.0082	0.55	-2.8	-1.8	-0.95	4558.0	5.8	1.0
theta[1,562]	-0.69	0.0062	0.36	-1.3	-0.67	-0.12	3440.0	4.4	1.0
theta[1,563]	-0.05	0.0044	0.28	-0.54	-0.038	0.4	4116.0	5.2	1.0
theta[1,564]	-0.91	0.0061	0.4	-1.6	-0.88	-0.29	4420.0	5.6	1.0
theta[1,565]	-0.27	0.0045	0.31	-0.8	-0.26	0.22	4584.0	5.8	1.0
theta[1,566]	-1.5	0.0082	0.51	-2.4	-1.5	-0.73	3845.0	4.9	1.0
theta[1,567]	-1.7	0.009	0.55	-2.6	-1.6	-0.84	3679.0	4.7	1.0
theta[1,568]	0.013	0.0043	0.28	-0.46	0.023	0.46	4161.0	5.3	1.0
theta[1,569]	-0.16	0.0044	0.29	-0.67	-0.15	0.3	4463.0	5.7	1.0
theta[1,570]	-0.37	0.0051	0.32	-0.91	-0.35	0.12	3772.0	4.8	1.0
theta[1,571]	0.66	0.0037	0.24	0.27	0.66	1.1	4119.0	5.2	1.0
theta[1,572]	-0.3	0.0051	0.3	-0.83	-0.28	0.16	3518.0	4.5	1.0
theta[1,573]	-0.68	0.0059	0.37	-1.3	-0.66	-0.11	3951.0	5.0	1.0
theta[1,574]	-0.93	0.006	0.41	-1.6	-0.91	-0.3	4686.0	6.0	1.0
theta[1,575]	-0.064	0.0046	0.29	-0.56	-0.057	0.39	4036.0	5.1	1.0
theta[1,576]	1.2	0.0045	0.23	0.81	1.2	1.6	2693.0	3.4	1.0
theta[1,577]	1.0	0.0042	0.23	0.64	1.0	1.4	2994.0	3.8	1.0
theta[1,578]	-1.5	0.0075	0.49	-2.4	-1.5	-0.74	4312.0	5.5	1.0
theta[1,579]	0.93	0.0042	0.24	0.55	0.94	1.3	3185.0	4.1	1.0
theta[1,580]	-0.33	0.0053	0.31	-0.86	-0.31	0.17	3462.0	4.4	1.0
theta[1,581]	-0.82	0.0054	0.39	-1.5	-0.8	-0.22	5099.0	6.5	1.0
