sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,17,22,30,23,27,42,26,35,27,24,24,32,25,30,23,18,26,10,13,13,14,14,8,8,10,8,6,6,2,3,3,4,1,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10,21,23,29,24,41,26,38,29,29,29,28,29,32,11,18,17,20,14,11,9,8,11,17,11,10,7,6,6,1,3,1,3,0,1,1,3,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2,17,14,24,27,32,38,33,30,30,30,28,18,26,26,33,17,23,14,14,13,13,11,12,10,9,6,7,2,5,3,4,2,1,3,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,9,21,24,26,37,31,31,25,27,31,36,24,26,33,22,19,24,14,20,20,12,12,9,6,4,4,2,7,5,7,3,4,0,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,16,19,22,22,33,43,25,29,31,32,33,19,27,23,18,21,11,14,21,17,10,16,16,14,13,10,3,2,4,5,2,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,16,23,27,32,23,39,31,27,31,33,35,19,22,20,21,11,31,28,17,14,6,8,11,2,13,9,5,6,3,2,0,4,4,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,15,26,27,36,29,34,31,37,30,28,30,31,19,28,17,13,20,13,16,16,7,18,7,4,7,5,6,5,3,5,1,1,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,22,19,36,35,27,30,38,30,30,22,23,25,26,18,29,24,12,9,11,16,12,12,8,13,3,9,7,4,4,3,1,3,1,3,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
8,12,16,19,32,40,37,28,24,28,37,25,18,21,24,28,22,17,21,20,12,13,11,9,12,6,9,7,6,6,5,0,5,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,28,19,17,36,34,26,34,26,31,30,35,31,23,19,17,20,13,15,13,12,16,11,10,9,7,5,3,7,3,4,1,4,0,3,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,12,26,26,21,29,20,29,32,39,23,36,28,24,22,19,22,23,20,12,16,15,12,8,16,8,7,2,7,7,1,2,5,3,2,3,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
11,11,26,23,24,34,33,30,41,24,30,25,26,22,20,24,13,19,20,21,15,18,12,12,10,8,8,7,6,5,2,1,3,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,21,15,28,25,25,33,32,29,26,36,30,28,25,20,25,24,18,15,19,15,16,6,15,7,8,5,7,4,5,6,4,3,0,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,11,17,22,30,30,44,39,29,28,29,36,24,18,23,18,20,17,24,12,25,11,7,7,10,7,9,5,6,7,4,4,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,16,13,25,28,35,25,35,28,19,38,27,39,13,23,28,21,22,24,15,12,8,12,14,7,17,6,6,4,2,6,3,2,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,11,22,25,27,39,29,36,27,27,35,23,22,30,32,18,20,17,24,17,7,12,12,17,8,8,6,4,4,3,3,3,4,3,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,14,20,28,30,36,37,26,34,29,23,31,23,19,23,22,23,18,15,13,14,14,12,10,18,8,12,7,6,5,1,2,2,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,22,23,29,36,31,36,30,14,37,33,22,22,22,24,32,20,25,13,14,9,10,12,7,6,8,4,4,7,4,5,0,2,3,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,21,24,35,41,30,23,29,35,28,37,26,16,26,20,14,22,12,19,14,12,12,13,6,13,11,8,3,6,2,2,2,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,11,21,20,42,24,32,37,37,29,26,27,28,23,25,22,11,19,17,19,16,19,8,4,11,14,4,3,10,5,5,6,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14,21,25,29,33,32,28,32,28,29,25,27,24,17,16,24,19,21,23,13,14,13,17,9,7,5,6,7,2,5,4,1,2,0,1,1,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
21,11,23,30,25,34,36,29,24,31,27,28,35,21,23,14,20,23,16,20,19,15,8,8,10,9,3,9,8,5,6,2,2,2,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,13,25,21,29,39,26,38,32,23,28,21,26,26,31,24,16,12,13,23,13,18,6,13,11,7,14,9,4,1,3,4,1,1,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,15,20,18,32,35,35,34,21,27,32,35,27,18,18,14,29,25,17,16,18,16,9,11,7,6,12,9,6,5,3,4,2,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24,9,18,27,20,36,28,33,35,36,28,28,31,27,17,16,29,25,19,15,14,21,8,9,10,7,8,5,0,4,4,2,0,4,2,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,9,22,26,27,34,31,31,40,17,27,34,33,20,23,24,20,16,13,15,15,13,11,9,16,7,13,9,4,3,4,2,5,1,3,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,7,15,28,34,26,37,38,32,32,29,28,22,23,26,22,17,14,15,15,21,22,13,9,9,5,7,9,6,4,1,6,1,2,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,15,24,21,26,38,33,32,26,36,36,24,25,21,26,18,19,23,16,17,12,13,8,11,6,7,3,10,7,9,4,6,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,14,13,25,30,35,34,26,32,43,31,27,26,14,25,20,23,24,16,11,20,15,10,7,12,11,6,3,3,4,4,6,3,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,10,24,31,30,41,25,20,35,27,30,33,26,23,17,21,15,23,23,26,10,13,17,3,8,7,6,3,6,7,2,5,6,2,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,10,14,32,35,26,27,32,30,35,37,35,24,22,22,20,15,20,15,17,10,14,19,13,14,4,6,7,3,5,2,7,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31,11,22,31,26,32,35,32,21,26,37,26,19,27,22,25,21,17,22,20,13,7,13,10,13,8,11,6,7,3,5,0,5,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,13,17,14,29,43,32,29,36,33,35,36,18,23,21,19,14,19,15,14,15,18,15,13,11,12,6,3,3,5,4,5,2,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,10,21,23,31,22,41,29,33,29,32,30,24,26,28,19,20,16,25,20,16,10,13,5,7,16,6,5,2,6,3,2,1,1,2,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,12,18,24,28,44,32,33,33,35,25,23,21,27,17,23,16,22,12,15,18,13,12,16,5,8,11,9,5,4,2,5,4,3,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,12,19,26,24,35,26,26,34,34,37,23,26,25,24,20,18,19,21,17,13,19,12,17,6,7,8,3,5,6,5,4,3,1,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,9,20,29,35,33,36,34,31,25,25,24,33,18,29,18,20,11,13,16,17,11,8,15,14,13,10,5,3,6,5,3,3,3,1,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
