name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,1]	-0.317	0.00613	0.371	-0.973	-0.292	0.25	3662.0	0.644	1.0
theta[2,1]	-0.279	0.0127	0.848	-1.73	-0.229	1.03	4480.0	0.788	1.0
theta[3,1]	-0.404	0.0116	0.846	-1.86	-0.373	0.937	5278.0	0.928	0.999
theta[4,1]	-0.227	0.0116	0.936	-1.82	-0.198	1.27	6556.0	1.15	0.999
theta[5,1]	-1.12	0.0103	0.68	-2.33	-1.06	-0.107	4364.0	0.767	0.999
theta[6,1]	1.02	0.0108	0.74	-0.166	0.993	2.27	4692.0	0.825	1.0
theta[7,1]	-0.269	0.0109	0.762	-1.61	-0.215	0.873	4895.0	0.861	1.0
theta[8,1]	-0.958	0.00769	0.542	-1.87	-0.934	-0.112	4967.0	0.873	0.999
theta[9,1]	-0.192	0.0115	0.813	-1.62	-0.132	1.04	4993.0	0.878	0.999
theta[10,1]	1.31	0.00994	0.61	0.251	1.31	2.28	3766.0	0.662	0.999
theta[11,1]	0.00978	0.0121	0.997	-1.67	0.016	1.66	6736.0	1.18	0.999
theta[1,2]	0.369	0.00529	0.289	-0.113	0.373	0.834	2971.0	0.522	1.0
theta[2,2]	1.04	0.00729	0.509	0.199	1.04	1.86	4871.0	0.856	1.0
theta[3,2]	0.689	0.0107	0.73	-0.48	0.679	1.9	4623.0	0.813	1.0
theta[4,2]	1.31	0.0109	0.662	0.165	1.32	2.38	3705.0	0.651	1.0
theta[5,2]	-1.21	0.00859	0.6	-2.26	-1.16	-0.289	4888.0	0.859	0.999
theta[6,2]	-1.25	0.0109	0.692	-2.4	-1.24	-0.16	3997.0	0.703	1.0
theta[7,2]	-0.29	0.00992	0.65	-1.39	-0.253	0.704	4289.0	0.754	0.999
theta[8,2]	-0.49	0.0073	0.502	-1.29	-0.514	0.382	4734.0	0.832	0.999
theta[9,2]	1.95	0.00677	0.493	1.2	1.93	2.84	5314.0	0.934	1.0
theta[10,2]	-0.41	0.0113	0.79	-1.77	-0.349	0.791	4907.0	0.863	1.0
theta[11,2]	-0.00867	0.0126	0.979	-1.65	-0.0052	1.56	6021.0	1.06	0.999
theta[1,3]	-0.636	0.00666	0.4	-1.32	-0.614	-0.0209	3613.0	0.635	1.0
theta[2,3]	-0.0551	0.0119	0.859	-1.55	-0.000709	1.25	5189.0	0.912	1.0
theta[3,3]	-0.533	0.0113	0.844	-1.93	-0.525	0.826	5561.0	0.978	1.0
theta[4,3]	-0.119	0.0123	0.952	-1.68	-0.104	1.4	6024.0	1.06	1.0
theta[5,3]	-0.951	0.00968	0.676	-2.16	-0.892	0.0505	4877.0	0.857	0.999
theta[6,3]	-0.461	0.012	0.792	-1.81	-0.434	0.791	4382.0	0.77	1.0
theta[7,3]	1.58	0.00705	0.492	0.788	1.57	2.4	4880.0	0.858	0.999
theta[8,3]	0.162	0.00805	0.509	-0.631	0.152	1.03	3992.0	0.702	0.999
theta[9,3]	1.92	0.00692	0.45	1.2	1.91	2.68	4228.0	0.743	1.0
theta[10,3]	-0.0733	0.0121	0.872	-1.58	-0.0372	1.3	5170.0	0.909	0.999
theta[11,3]	-0.0191	0.0144	0.992	-1.65	-0.0385	1.64	4718.0	0.829	1.0
theta[1,4]	-1.07	0.00761	0.472	-1.89	-1.06	-0.353	3840.0	0.675	1.0
theta[2,4]	-0.106	0.012	0.917	-1.64	-0.0792	1.3	5881.0	1.03	0.999
theta[3,4]	-0.342	0.0122	0.894	-1.86	-0.32	1.09	5372.0	0.944	1.0
theta[4,4]	-0.0424	0.0139	0.972	-1.67	-0.0201	1.53	4906.0	0.863	1.0
theta[5,4]	0.286	0.00786	0.546	-0.592	0.276	1.19	4837.0	0.85	1.0
theta[6,4]	-0.344	0.0113	0.843	-1.77	-0.318	0.975	5569.0	0.979	1.0
theta[7,4]	1.8	0.00743	0.486	1.02	1.79	2.61	4276.0	0.752	1.0
theta[8,4]	0.213	0.00791	0.525	-0.614	0.201	1.11	4403.0	0.774	1.0
theta[9,4]	-0.235	0.0121	0.92	-1.82	-0.207	1.22	5766.0	1.01	0.999
theta[10,4]	0.0131	0.0121	0.925	-1.56	0.0385	1.48	5849.0	1.03	0.999
theta[11,4]	0.00205	0.0127	1.02	-1.67	-0.0123	1.68	6504.0	1.14	0.999
theta[1,5]	1.26	0.00478	0.281	0.804	1.26	1.72	3452.0	0.607	1.0
theta[2,5]	-0.951	0.0109	0.716	-2.19	-0.909	0.189	4353.0	0.765	1.0
theta[3,5]	-0.741	0.0196	0.758	-1.97	-0.751	0.535	1492.0	0.262	1.0
theta[4,5]	-0.805	0.0109	0.759	-2.05	-0.788	0.38	4862.0	0.855	1.0
theta[5,5]	-1.15	0.0079	0.505	-2.0	-1.14	-0.34	4088.0	0.719	1.0
theta[6,5]	0.213	0.0125	0.853	-1.15	0.198	1.66	4667.0	0.82	1.0
theta[7,5]	0.643	0.00675	0.474	-0.151	0.641	1.43	4918.0	0.865	1.0
theta[8,5]	-0.0422	0.00921	0.652	-1.03	-0.0792	1.09	5000.0	0.879	0.999
theta[9,5]	0.635	0.00768	0.43	-0.0718	0.638	1.32	3138.0	0.552	1.0
theta[10,5]	1.01	0.00791	0.551	0.119	1.0	1.92	4849.0	0.852	0.999
theta[11,5]	0.0398	0.0142	0.919	-1.48	0.0659	1.49	4211.0	0.74	0.999
theta[1,6]	-1.67	0.00898	0.59	-2.7	-1.64	-0.762	4321.0	0.76	1.0
theta[2,6]	-0.127	0.0122	0.969	-1.72	-0.116	1.4	6352.0	1.12	1.0
theta[3,6]	-0.171	0.0117	0.945	-1.76	-0.139	1.35	6495.0	1.14	1.0
theta[4,6]	-0.045	0.0129	0.984	-1.7	-0.0323	1.54	5810.0	1.02	1.0
theta[5,6]	0.526	0.00823	0.575	-0.435	0.521	1.49	4889.0	0.86	1.0
theta[6,6]	-0.224	0.0127	0.912	-1.73	-0.199	1.25	5163.0	0.908	1.0
theta[7,6]	-0.124	0.013	0.855	-1.62	-0.0673	1.17	4352.0	0.765	0.999
theta[8,6]	-0.757	0.00994	0.71	-2.0	-0.71	0.353	5104.0	0.897	1.0
theta[9,6]	-0.0856	0.0125	0.908	-1.64	-0.0633	1.36	5234.0	0.92	1.0
theta[10,6]	-0.0843	0.0121	0.946	-1.69	-0.0716	1.44	6089.0	1.07	1.0
theta[11,6]	0.00249	0.0117	0.994	-1.61	0.00138	1.63	7253.0	1.28	0.999
theta[1,7]	-0.918	0.00743	0.444	-1.68	-0.904	-0.209	3574.0	0.628	1.0
theta[2,7]	-0.677	0.0126	0.946	-2.28	-0.655	0.839	5613.0	0.987	1.0
theta[3,7]	0.0646	0.013	0.851	-1.38	0.0949	1.44	4286.0	0.754	1.0
theta[4,7]	2.38	0.0125	0.749	1.09	2.41	3.56	3575.0	0.628	1.0
theta[5,7]	-0.821	0.01	0.665	-2.0	-0.768	0.167	4421.0	0.777	1.0
theta[6,7]	-0.338	0.0113	0.814	-1.7	-0.312	0.942	5210.0	0.916	0.999
theta[7,7]	-0.169	0.0114	0.806	-1.59	-0.116	1.06	5014.0	0.881	1.0
theta[8,7]	-1.05	0.00974	0.654	-2.22	-1.0	-0.0646	4507.0	0.792	1.0
theta[9,7]	-0.154	0.0113	0.868	-1.6	-0.119	1.22	5859.0	1.03	0.999
theta[10,7]	-0.157	0.0121	0.915	-1.75	-0.141	1.32	5727.0	1.01	1.0
theta[11,7]	-0.0176	0.0133	1.0	-1.67	-0.0245	1.6	5638.0	0.991	1.0
theta[1,8]	0.784	0.00507	0.29	0.305	0.79	1.26	3280.0	0.577	1.0
theta[2,8]	-0.052	0.0102	0.623	-1.15	-0.0208	0.892	3703.0	0.651	1.0
theta[3,8]	0.799	0.0109	0.773	-0.439	0.779	2.11	5018.0	0.882	1.0
theta[4,8]	-0.387	0.0127	0.81	-1.76	-0.356	0.913	4039.0	0.71	1.0
theta[5,8]	-1.47	0.00918	0.615	-2.56	-1.43	-0.526	4492.0	0.79	0.999
theta[6,8]	0.467	0.012	0.837	-0.853	0.431	1.9	4828.0	0.849	1.0
theta[7,8]	-0.76	0.00996	0.701	-1.99	-0.717	0.295	4957.0	0.872	1.0
theta[8,8]	-0.041	0.00855	0.638	-0.994	-0.0891	1.11	5564.0	0.978	1.0
theta[9,8]	0.0916	0.00905	0.581	-0.939	0.148	0.927	4120.0	0.724	0.999
theta[10,8]	0.526	0.00806	0.539	-0.354	0.53	1.41	4471.0	0.786	1.0
theta[11,8]	0.00542	0.0119	0.986	-1.61	0.00872	1.62	6841.0	1.2	0.999
theta[1,9]	0.00226	0.00571	0.31	-0.522	0.00566	0.513	2955.0	0.519	1.0
theta[2,9]	1.55	0.00784	0.527	0.695	1.54	2.44	4522.0	0.795	0.999
theta[3,9]	-0.455	0.0115	0.766	-1.76	-0.426	0.76	4461.0	0.784	1.0
theta[4,9]	1.56	0.0121	0.688	0.379	1.59	2.66	3221.0	0.566	1.0
theta[5,9]	1.06	0.00866	0.584	0.114	1.05	2.03	4548.0	0.8	0.999
theta[6,9]	-1.09	0.00989	0.748	-2.35	-1.06	0.092	5724.0	1.01	1.0
theta[7,9]	-0.483	0.0108	0.739	-1.79	-0.417	0.606	4685.0	0.824	1.0
theta[8,9]	-1.33	0.00835	0.576	-2.34	-1.3	-0.441	4759.0	0.837	1.0
theta[9,9]	-0.31	0.0117	0.813	-1.75	-0.257	0.939	4793.0	0.843	0.999
theta[10,9]	-0.337	0.0122	0.844	-1.79	-0.277	0.959	4822.0	0.848	1.0
theta[11,9]	-0.0138	0.0126	0.993	-1.65	-0.0094	1.59	6185.0	1.09	1.0
theta[1,10]	0.532	0.00526	0.281	0.072	0.533	0.992	2847.0	0.5	1.0
theta[2,10]	-0.765	0.0116	0.798	-2.16	-0.715	0.478	4758.0	0.837	1.0
theta[3,10]	-0.452	0.0174	0.748	-1.68	-0.438	0.755	1842.0	0.324	1.0
theta[4,10]	-0.359	0.0117	0.824	-1.72	-0.334	0.932	4929.0	0.867	1.0
theta[5,10]	0.639	0.00869	0.565	-0.255	0.61	1.59	4228.0	0.743	1.0
theta[6,10]	0.557	0.0114	0.783	-0.657	0.524	1.93	4753.0	0.836	1.0
theta[7,10]	1.02	0.00639	0.467	0.271	1.01	1.82	5347.0	0.94	1.0
theta[8,10]	-0.203	0.00835	0.551	-1.08	-0.24	0.751	4346.0	0.764	1.0
theta[9,10]	-0.465	0.0111	0.774	-1.8	-0.413	0.715	4847.0	0.852	1.0
theta[10,10]	0.899	0.00835	0.536	-0.0205	0.899	1.77	4125.0	0.725	1.0
theta[11,10]	0.377	0.017	0.956	-1.27	0.406	1.89	3158.0	0.555	1.0
theta[1,11]	0.257	0.00549	0.303	-0.246	0.253	0.748	3050.0	0.536	1.0
theta[2,11]	0.822	0.00921	0.552	-0.12	0.849	1.7	3589.0	0.631	1.0
theta[3,11]	0.846	0.0115	0.744	-0.35	0.828	2.07	4168.0	0.733	1.0
theta[4,11]	-0.479	0.012	0.866	-1.94	-0.443	0.922	5179.0	0.91	1.0
theta[5,11]	-0.0433	0.00976	0.536	-0.903	-0.0654	0.891	3016.0	0.53	1.0
theta[6,11]	-0.41	0.0111	0.681	-1.53	-0.41	0.731	3747.0	0.659	1.0
theta[7,11]	-0.269	0.0101	0.649	-1.4	-0.222	0.713	4171.0	0.733	1.0
theta[8,11]	0.133	0.00862	0.604	-0.797	0.0909	1.18	4918.0	0.865	1.0
theta[9,11]	-0.383	0.0109	0.797	-1.79	-0.324	0.794	5347.0	0.94	1.0
theta[10,11]	-0.381	0.0115	0.807	-1.77	-0.333	0.86	4944.0	0.869	0.999
theta[11,11]	-0.00299	0.0129	0.991	-1.64	-0.000289	1.62	5885.0	1.03	0.999
theta[1,12]	1.04	0.00543	0.299	0.547	1.05	1.53	3042.0	0.535	1.0
theta[2,12]	0.599	0.00789	0.498	-0.201	0.593	1.42	3986.0	0.701	1.0
theta[3,12]	0.762	0.0115	0.804	-0.52	0.738	2.12	4895.0	0.861	1.0
theta[4,12]	1.38	0.0104	0.671	0.306	1.38	2.51	4158.0	0.731	1.0
theta[5,12]	-0.657	0.00717	0.496	-1.45	-0.652	0.16	4791.0	0.842	1.0
theta[6,12]	0.0997	0.0119	0.816	-1.16	0.0681	1.49	4711.0	0.828	1.0
theta[7,12]	0.0356	0.00729	0.509	-0.825	0.0619	0.819	4870.0	0.856	0.999
theta[8,12]	0.798	0.0101	0.777	-0.413	0.765	2.12	5973.0	1.05	1.0
theta[9,12]	-0.644	0.011	0.75	-1.95	-0.58	0.467	4634.0	0.815	1.0
theta[10,12]	-0.409	0.00966	0.649	-1.55	-0.374	0.602	4514.0	0.794	1.0
theta[11,12]	0.0197	0.0129	0.976	-1.6	0.021	1.62	5711.0	1.0	1.0
theta[1,13]	-0.495	0.00583	0.36	-1.12	-0.486	0.0839	3815.0	0.671	1.0
theta[2,13]	-0.199	0.0125	0.853	-1.64	-0.146	1.11	4661.0	0.819	0.999
theta[3,13]	0.589	0.0239	0.81	-0.789	0.618	1.9	1147.0	0.202	1.01
theta[4,13]	-0.0383	0.0127	0.926	-1.64	-0.00172	1.42	5282.0	0.929	1.0
theta[5,13]	1.25	0.0083	0.575	0.335	1.25	2.23	4805.0	0.845	1.0
theta[6,13]	-0.679	0.0115	0.765	-1.98	-0.642	0.526	4415.0	0.776	1.0
theta[7,13]	2.36	0.0081	0.551	1.48	2.34	3.3	4618.0	0.812	1.0
theta[8,13]	0.325	0.00787	0.547	-0.519	0.295	1.29	4828.0	0.849	0.999
theta[9,13]	-0.342	0.0117	0.86	-1.8	-0.306	1.02	5382.0	0.946	1.0
theta[10,13]	-0.0984	0.0117	0.867	-1.58	-0.0567	1.25	5528.0	0.972	1.0
theta[11,13]	-0.0399	0.0127	0.994	-1.71	-0.0422	1.59	6146.0	1.08	0.999
theta[1,14]	-1.69	0.0097	0.599	-2.74	-1.65	-0.765	3811.0	0.67	1.0
theta[2,14]	-0.131	0.0127	0.98	-1.81	-0.0909	1.45	5967.0	1.05	1.0
theta[3,14]	-0.155	0.0126	0.908	-1.65	-0.152	1.34	5174.0	0.91	1.0
theta[4,14]	-0.0244	0.0131	0.991	-1.63	-0.0363	1.6	5680.0	0.999	1.0
theta[5,14]	0.525	0.00825	0.575	-0.407	0.524	1.48	4858.0	0.854	1.0
theta[6,14]	-0.213	0.0127	0.917	-1.82	-0.177	1.22	5217.0	0.917	1.0
theta[7,14]	-0.115	0.0111	0.877	-1.62	-0.0728	1.25	6273.0	1.1	0.999
theta[8,14]	-0.757	0.0115	0.727	-2.03	-0.707	0.346	3967.0	0.697	1.0
theta[9,14]	-0.0665	0.0122	0.92	-1.63	-0.0278	1.39	5643.0	0.992	1.0
theta[10,14]	-0.0858	0.0116	0.96	-1.67	-0.0893	1.49	6857.0	1.21	1.0
theta[11,14]	0.00134	0.0129	0.997	-1.61	-0.00968	1.64	5951.0	1.05	1.0
theta[1,15]	-0.501	0.00654	0.383	-1.15	-0.479	0.0981	3438.0	0.604	1.0
theta[2,15]	-0.235	0.0125	0.865	-1.72	-0.179	1.1	4817.0	0.847	0.999
theta[3,15]	-0.398	0.0127	0.86	-1.85	-0.371	0.962	4589.0	0.807	1.0
theta[4,15]	-0.0545	0.0135	0.959	-1.69	-0.0222	1.49	5055.0	0.889	0.999
theta[5,15]	0.697	0.00803	0.548	-0.182	0.688	1.61	4655.0	0.818	1.0
theta[6,15]	-0.764	0.0117	0.8	-2.12	-0.75	0.491	4702.0	0.827	0.999
theta[7,15]	0.722	0.00896	0.557	-0.238	0.748	1.57	3868.0	0.68	1.0
theta[8,15]	1.34	0.00972	0.71	0.213	1.3	2.56	5333.0	0.938	1.0
theta[9,15]	-0.321	0.012	0.885	-1.85	-0.278	1.02	5420.0	0.953	0.999
theta[10,15]	-0.125	0.0119	0.869	-1.62	-0.0769	1.21	5366.0	0.943	1.0
theta[11,15]	-0.0196	0.0137	1.02	-1.69	-0.0216	1.59	5505.0	0.968	0.999
theta[1,16]	0.461	0.00514	0.293	-0.0277	0.465	0.931	3253.0	0.572	1.0
theta[2,16]	0.914	0.00803	0.498	0.101	0.907	1.73	3850.0	0.677	1.0
theta[3,16]	-0.329	0.0192	0.763	-1.62	-0.309	0.914	1574.0	0.277	1.0
theta[4,16]	0.261	0.0117	0.763	-1.05	0.307	1.44	4244.0	0.746	1.0
theta[5,16]	0.167	0.00727	0.519	-0.67	0.158	1.03	5090.0	0.895	1.0
theta[6,16]	0.767	0.0118	0.799	-0.467	0.733	2.14	4615.0	0.811	1.0
theta[7,16]	-0.383	0.0101	0.673	-1.58	-0.324	0.628	4424.0	0.778	1.0
theta[8,16]	0.706	0.00987	0.723	-0.409	0.665	1.94	5368.0	0.944	1.0
theta[9,16]	-0.405	0.0125	0.76	-1.78	-0.346	0.719	3694.0	0.649	1.0
theta[10,16]	-0.468	0.0119	0.796	-1.88	-0.406	0.721	4443.0	0.781	1.0
theta[11,16]	0.0425	0.0129	1.01	-1.62	0.0494	1.71	6115.0	1.08	0.999
theta[1,17]	-0.466	0.00632	0.382	-1.11	-0.448	0.125	3657.0	0.643	1.0
theta[2,17]	-0.209	0.012	0.862	-1.65	-0.174	1.15	5136.0	0.903	1.0
theta[3,17]	-0.443	0.0117	0.843	-1.83	-0.42	0.922	5145.0	0.905	1.0
theta[4,17]	-0.144	0.013	0.928	-1.72	-0.113	1.35	5122.0	0.9	1.0
theta[5,17]	0.647	0.00823	0.551	-0.249	0.628	1.57	4478.0	0.787	1.0
theta[6,17]	0.231	0.0118	0.72	-0.964	0.234	1.38	3700.0	0.65	1.0
theta[7,17]	-0.39	0.0115	0.8	-1.79	-0.337	0.818	4857.0	0.854	1.0
theta[8,17]	-0.568	0.00728	0.502	-1.41	-0.558	0.241	4752.0	0.836	1.0
theta[9,17]	-0.197	0.0125	0.845	-1.67	-0.144	1.09	4554.0	0.801	0.999
theta[10,17]	-0.237	0.0113	0.878	-1.75	-0.195	1.13	6053.0	1.06	1.0
theta[11,17]	0.00411	0.0128	0.983	-1.63	0.00552	1.6	5922.0	1.04	1.0
theta[1,18]	-0.418	0.00577	0.359	-1.02	-0.411	0.164	3868.0	0.68	1.0
theta[2,18]	-0.332	0.0123	0.875	-1.86	-0.289	1.04	5060.0	0.89	1.0
theta[3,18]	0.264	0.0149	0.795	-1.03	0.26	1.53	2841.0	0.499	1.0
theta[4,18]	-0.139	0.0123	0.934	-1.76	-0.113	1.36	5777.0	1.02	0.999
theta[5,18]	-1.01	0.00978	0.663	-2.21	-0.959	-0.0239	4598.0	0.808	1.0
theta[6,18]	0.201	0.0161	0.727	-1.01	0.198	1.39	2025.0	0.356	1.0
theta[7,18]	-0.36	0.0111	0.785	-1.71	-0.308	0.831	4973.0	0.874	1.0
theta[8,18]	0.123	0.0075	0.516	-0.685	0.105	0.997	4727.0	0.831	0.999
theta[9,18]	-0.256	0.0122	0.88	-1.8	-0.219	1.09	5162.0	0.908	1.0
theta[10,18]	1.39	0.00947	0.599	0.354	1.42	2.3	4003.0	0.704	0.999
theta[11,18]	0.0264	0.0128	1.0	-1.63	0.0265	1.68	6118.0	1.08	0.999
theta[1,19]	-1.85	0.00986	0.635	-2.94	-1.83	-0.852	4147.0	0.729	0.999
theta[2,19]	-0.11	0.0134	0.975	-1.74	-0.0875	1.45	5264.0	0.926	0.999
theta[3,19]	-0.141	0.0127	0.97	-1.81	-0.124	1.45	5850.0	1.03	0.999
theta[4,19]	-0.0912	0.0139	0.992	-1.74	-0.08	1.55	5089.0	0.895	1.0
theta[5,19]	-0.657	0.011	0.727	-1.92	-0.596	0.446	4336.0	0.762	1.0
theta[6,19]	-0.0921	0.0125	0.921	-1.63	-0.0694	1.37	5470.0	0.962	0.999
theta[7,19]	-0.0509	0.013	0.88	-1.58	-0.000825	1.31	4551.0	0.8	1.0
theta[8,19]	-0.79	0.0118	0.77	-2.14	-0.738	0.389	4231.0	0.744	1.0
theta[9,19]	-0.0725	0.0116	0.931	-1.69	-0.0379	1.4	6486.0	1.14	1.0
theta[10,19]	-0.0314	0.012	0.979	-1.73	-0.0193	1.54	6709.0	1.18	0.999
theta[11,19]	0.00799	0.0122	0.972	-1.6	-0.00183	1.65	6360.0	1.12	1.0
theta[1,20]	-0.903	0.00694	0.418	-1.61	-0.891	-0.244	3628.0	0.638	1.0
theta[2,20]	-0.263	0.0135	0.938	-1.87	-0.223	1.18	4822.0	0.848	1.0
theta[3,20]	-0.352	0.0117	0.898	-1.87	-0.341	1.08	5918.0	1.04	1.0
theta[4,20]	-0.0269	0.0127	0.967	-1.65	0.00078	1.52	5751.0	1.01	0.999
theta[5,20]	0.19	0.00812	0.542	-0.702	0.178	1.07	4458.0	0.784	1.0
theta[6,20]	1.47	0.0108	0.716	0.298	1.45	2.65	4367.0	0.768	1.0
theta[7,20]	-0.212	0.0112	0.792	-1.57	-0.157	0.981	4992.0	0.878	1.0
theta[8,20]	-0.58	0.00892	0.553	-1.55	-0.549	0.28	3841.0	0.675	0.999
theta[9,20]	-0.0808	0.0114	0.865	-1.57	-0.0376	1.23	5799.0	1.02	1.0
theta[10,20]	-0.172	0.0127	0.944	-1.77	-0.142	1.31	5490.0	0.965	1.0
theta[11,20]	-0.0541	0.013	0.981	-1.7	-0.047	1.56	5689.0	1.0	1.0
theta[1,21]	-0.753	0.00654	0.427	-1.49	-0.728	-0.0856	4270.0	0.751	1.0
theta[2,21]	-0.205	0.013	0.907	-1.75	-0.168	1.18	4837.0	0.85	0.999
theta[3,21]	0.885	0.0238	0.817	-0.541	0.926	2.17	1181.0	0.208	1.01
theta[4,21]	-0.0643	0.0124	0.951	-1.64	-0.0635	1.52	5877.0	1.03	1.0
theta[5,21]	-0.845	0.00882	0.659	-2.02	-0.803	0.158	5592.0	0.983	1.0
theta[6,21]	-0.552	0.0116	0.812	-1.94	-0.535	0.751	4931.0	0.867	1.0
theta[7,21]	-0.397	0.0114	0.841	-1.82	-0.345	0.871	5391.0	0.948	1.0
theta[8,21]	0.608	0.00873	0.59	-0.299	0.575	1.67	4560.0	0.802	1.0
theta[9,21]	-0.258	0.0118	0.869	-1.75	-0.209	1.08	5423.0	0.953	0.999
theta[10,21]	-0.0979	0.0126	0.919	-1.61	-0.0884	1.34	5294.0	0.931	1.0
theta[11,21]	0.0256	0.0119	1.0	-1.61	0.0258	1.66	7118.0	1.25	0.999
theta[1,22]	-0.249	0.00591	0.341	-0.811	-0.247	0.299	3333.0	0.586	1.0
theta[2,22]	-0.098	0.0124	0.806	-1.53	-0.032	1.1	4240.0	0.745	1.0
theta[3,22]	-0.639	0.012	0.848	-2.08	-0.606	0.688	4948.0	0.87	0.999
theta[4,22]	-0.181	0.013	0.935	-1.77	-0.166	1.3	5154.0	0.906	0.999
theta[5,22]	0.515	0.00783	0.555	-0.374	0.518	1.44	5019.0	0.882	0.999
theta[6,22]	0.131	0.0122	0.706	-1.02	0.123	1.32	3334.0	0.586	1.0
theta[7,22]	1.39	0.0061	0.461	0.644	1.38	2.16	5706.0	1.0	0.999
theta[8,22]	-0.402	0.00746	0.494	-1.19	-0.406	0.422	4380.0	0.77	1.0
theta[9,22]	1.72	0.00686	0.429	1.03	1.71	2.45	3915.0	0.688	1.0
theta[10,22]	-0.237	0.0118	0.872	-1.72	-0.19	1.1	5448.0	0.958	1.0
theta[11,22]	-0.0161	0.0126	1.0	-1.65	-0.0224	1.65	6284.0	1.1	1.0
theta[1,23]	1.27	0.00498	0.311	0.762	1.26	1.77	3903.0	0.686	1.0
theta[2,23]	-0.521	0.00935	0.651	-1.66	-0.48	0.486	4852.0	0.853	1.0
theta[3,23]	0.656	0.0113	0.818	-0.644	0.644	2.05	5202.0	0.915	0.999
theta[4,23]	0.776	0.0102	0.647	-0.297	0.777	1.83	4050.0	0.712	1.0
theta[5,23]	0.252	0.00782	0.582	-0.655	0.232	1.24	5547.0	0.975	0.999
theta[6,23]	0.395	0.0113	0.885	-1.02	0.368	1.9	6118.0	1.08	1.0
theta[7,23]	0.621	0.00666	0.472	-0.169	0.627	1.39	5019.0	0.882	1.0
theta[8,23]	0.276	0.00985	0.72	-0.848	0.244	1.49	5351.0	0.941	1.0
theta[9,23]	-0.746	0.0105	0.76	-2.11	-0.676	0.398	5218.0	0.917	1.0
theta[10,23]	-0.884	0.00992	0.699	-2.12	-0.84	0.208	4966.0	0.873	1.0
theta[11,23]	-0.00915	0.0132	0.995	-1.66	0.000349	1.63	5662.0	0.996	1.0
theta[1,24]	-1.2	0.00816	0.495	-2.06	-1.17	-0.432	3679.0	0.647	1.0
theta[2,24]	-0.133	0.0121	0.944	-1.77	-0.0984	1.35	6142.0	1.08	1.0
theta[3,24]	-0.356	0.0126	0.905	-1.9	-0.344	1.08	5133.0	0.902	0.999
theta[4,24]	0.0341	0.0143	0.988	-1.63	0.0555	1.61	4792.0	0.843	1.0
theta[5,24]	1.63	0.0094	0.615	0.647	1.61	2.67	4283.0	0.753	1.0
theta[6,24]	-0.504	0.0118	0.869	-2.0	-0.462	0.888	5464.0	0.961	0.999
theta[7,24]	-0.425	0.012	0.888	-1.95	-0.392	0.95	5504.0	0.968	0.999
theta[8,24]	0.589	0.00888	0.567	-0.31	0.56	1.56	4076.0	0.717	1.0
theta[9,24]	-0.12	0.0118	0.883	-1.61	-0.108	1.29	5581.0	0.981	1.0
theta[10,24]	-0.1	0.0122	0.944	-1.71	-0.061	1.43	5981.0	1.05	1.0
theta[11,24]	-0.0298	0.0127	1.01	-1.73	-0.0176	1.63	6355.0	1.12	1.0
theta[1,25]	-1.68	0.00855	0.582	-2.68	-1.65	-0.791	4638.0	0.815	1.0
theta[2,25]	-0.116	0.0131	0.96	-1.74	-0.12	1.44	5331.0	0.937	0.999
theta[3,25]	-0.164	0.0113	0.933	-1.72	-0.154	1.38	6861.0	1.21	0.999
theta[4,25]	-0.0416	0.0134	1.01	-1.72	-0.0593	1.61	5674.0	0.997	1.0
theta[5,25]	0.519	0.00789	0.575	-0.433	0.519	1.47	5302.0	0.932	1.0
theta[6,25]	-0.203	0.0126	0.907	-1.74	-0.171	1.23	5147.0	0.905	1.0
theta[7,25]	-0.13	0.012	0.887	-1.69	-0.0982	1.25	5455.0	0.959	0.999
theta[8,25]	-0.756	0.0105	0.74	-2.03	-0.709	0.38	5009.0	0.881	1.0
theta[9,25]	-0.0557	0.0123	0.902	-1.56	-0.0285	1.37	5382.0	0.946	0.999
theta[10,25]	-0.0818	0.0132	0.984	-1.75	-0.0754	1.58	5516.0	0.97	1.0
theta[11,25]	0.0109	0.0126	0.981	-1.6	0.0174	1.6	6079.0	1.07	1.0
theta[1,26]	0.494	0.00541	0.305	-0.0155	0.5	0.987	3188.0	0.56	0.999
theta[2,26]	0.739	0.00911	0.534	-0.16	0.76	1.59	3439.0	0.605	1.0
theta[3,26]	0.831	0.0122	0.779	-0.399	0.815	2.14	4083.0	0.718	1.0
theta[4,26]	-0.573	0.0116	0.847	-2.04	-0.531	0.746	5318.0	0.935	1.0
theta[5,26]	-1.08	0.00872	0.567	-2.06	-1.06	-0.19	4235.0	0.745	1.0
theta[6,26]	0.87	0.0119	0.846	-0.46	0.84	2.3	5027.0	0.884	1.0
theta[7,26]	-0.629	0.0101	0.698	-1.9	-0.583	0.418	4820.0	0.847	1.0
theta[8,26]	-0.3	0.00961	0.553	-1.14	-0.339	0.649	3314.0	0.583	1.0
theta[9,26]	0.785	0.00731	0.454	-0.00971	0.807	1.49	3862.0	0.679	1.0
theta[10,26]	-0.513	0.0109	0.809	-1.95	-0.452	0.713	5558.0	0.977	1.0
theta[11,26]	0.0263	0.0121	0.99	-1.59	0.0246	1.69	6671.0	1.17	0.999
theta[1,27]	0.327	0.00488	0.299	-0.162	0.332	0.801	3759.0	0.661	1.0
