k1,k2,stat,lb,ub,pval
28,21,-0.005729,-0.008619,0.009944,0.0965
28,22,-0.002893,-0.006861,0.006849,0.22125
28,23,0.002033,-0.010977,0.011098,0.63825
28,24,-0.001595,-0.006085,0.006057,0.28775
28,25,0.017531,0.008093,0.043564,0.2045
28,26,0.023494,0.004672,0.036837,0.6035
28,27,0.058784,0.001671,0.039987,1.0
29,0,-0.00192,-0.012402,0.013174,0.3525
29,1,-0.007663,-0.011144,0.01193,0.078
29,2,0.004301,-0.010728,0.012678,0.7425
29,3,-0.004236,-0.010078,0.01242,0.193
29,4,-0.00179,-0.006353,0.006835,0.28375
29,5,-0.003071,-0.011279,0.01337,0.2725
29,6,-0.002482,-0.010752,0.011727,0.287
29,7,-0.00077,-0.004868,0.005668,0.36175
29,8,-0.000134,-0.011712,0.013069,0.43775
29,9,0.002275,-0.012797,0.01183,0.62175
29,10,0.002181,-0.012858,0.014353,0.60825
29,11,-0.002729,-0.008757,0.008117,0.2605
29,12,0.004911,-0.007059,0.007349,0.9075
29,13,0.001118,-0.005806,0.005415,0.66325
29,14,-0.004785,-0.018538,0.018194,0.30225
29,15,0.002195,-0.009969,0.010278,0.68425
29,16,-0.000301,-0.011692,0.012795,0.48175
29,17,-0.001714,-0.010756,0.010225,0.34825
29,18,-0.001612,-0.008438,0.008208,0.3515
29,19,-0.002665,-0.006229,0.006913,0.20025
29,20,0.006405,-0.011612,0.011298,0.8525
29,21,0.0059,-0.007267,0.008851,0.8955
29,22,0.000323,-0.005712,0.006502,0.52175
29,23,-0.002604,-0.00898,0.009405,0.27725
29,24,-0.002141,-0.005014,0.005271,0.1905
29,25,0.002462,0.009813,0.031558,0.00125
29,26,-0.001927,0.004538,0.02227,0.0005
29,27,-0.009343,0.007215,0.035462,0.0
29,28,-0.000118,0.004376,0.033934,0.0035
30,0,-0.003005,-0.008945,0.009223,0.26625
30,1,-0.00831,-0.008334,0.008219,0.0255
30,2,0.005092,-0.00814,0.009375,0.865
30,3,-0.004062,-0.007576,0.009889,0.13675
30,4,0.001177,-0.005085,0.005395,0.6815
30,5,-0.001863,-0.008776,0.009182,0.34025
30,6,0.001743,-0.008283,0.008605,0.65175
30,7,0.000147,-0.003757,0.004731,0.5375
30,8,-0.000835,-0.009331,0.008915,0.41325
30,9,0.002787,-0.009515,0.008959,0.747
30,10,0.006785,-0.010102,0.010268,0.8985
30,11,-0.00448,-0.007426,0.006371,0.12475
30,12,-0.005518,-0.005952,0.005852,0.037
30,13,-0.00182,-0.00461,0.004211,0.26725
