name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,289]	0.47	0.00416	0.252	0.0577	0.473	0.89	3675.0	4.73	1.0
theta[1,290]	1.8	0.00385	0.246	1.41	1.8	2.21	4067.0	5.23	1.0
theta[1,291]	0.26	0.00389	0.256	-0.175	0.268	0.673	4345.0	5.59	1.0
theta[1,292]	-1.66	0.00793	0.533	-2.59	-1.63	-0.85	4514.0	5.81	1.0
theta[1,293]	-2.04	0.00968	0.619	-3.1	-2.0	-1.11	4090.0	5.26	1.0
theta[1,294]	-0.357	0.00485	0.313	-0.89	-0.345	0.137	4170.0	5.36	1.0
theta[1,295]	-1.35	0.00749	0.474	-2.19	-1.32	-0.645	4007.0	5.15	1.0
theta[1,296]	-1.12	0.00672	0.451	-1.9	-1.08	-0.431	4502.0	5.79	1.0
theta[1,297]	-0.587	0.00564	0.35	-1.21	-0.572	-0.0465	3837.0	4.94	1.0
theta[1,298]	-0.51	0.00493	0.337	-1.09	-0.497	0.0152	4669.0	6.0	0.999
theta[1,299]	-2.05	0.00916	0.614	-3.16	-2.0	-1.11	4501.0	5.79	1.0
theta[1,300]	1.03	0.00446	0.238	0.641	1.03	1.42	2855.0	3.67	1.0
theta[1,301]	0.0856	0.0041	0.269	-0.368	0.0945	0.513	4302.0	5.53	1.0
theta[1,302]	1.51	0.00395	0.234	1.13	1.52	1.89	3526.0	4.53	1.0
theta[1,303]	0.604	0.00408	0.241	0.2	0.607	0.992	3498.0	4.5	1.0
theta[1,304]	0.702	0.00377	0.242	0.297	0.704	1.1	4104.0	5.28	1.0
theta[1,305]	-0.741	0.00648	0.375	-1.39	-0.73	-0.147	3344.0	4.3	1.0
theta[1,306]	0.303	0.00445	0.263	-0.14	0.31	0.721	3479.0	4.47	1.0
theta[1,307]	0.154	0.00422	0.264	-0.282	0.162	0.587	3911.0	5.03	1.0
theta[1,308]	-0.338	0.00514	0.32	-0.878	-0.326	0.165	3870.0	4.98	1.0
theta[1,309]	-1.81	0.0085	0.57	-2.83	-1.78	-0.94	4495.0	5.78	1.0
theta[1,310]	0.305	0.00408	0.247	-0.112	0.312	0.705	3648.0	4.69	1.0
theta[1,311]	1.17	0.00354	0.234	0.79	1.17	1.56	4354.0	5.6	1.0
theta[1,312]	1.3	0.00414	0.231	0.926	1.3	1.68	3102.0	3.99	1.0
theta[1,313]	0.431	0.00379	0.251	0.0189	0.43	0.831	4394.0	5.65	1.0
theta[1,314]	1.26	0.004	0.233	0.878	1.26	1.64	3397.0	4.37	1.0
theta[1,315]	-0.353	0.00492	0.316	-0.911	-0.335	0.149	4123.0	5.3	1.0
theta[1,316]	-0.533	0.00584	0.339	-1.12	-0.514	-0.00163	3381.0	4.35	1.0
theta[1,317]	0.401	0.00407	0.256	-0.0339	0.398	0.815	3967.0	5.1	1.0
theta[1,318]	0.258	0.00367	0.254	-0.17	0.264	0.661	4803.0	6.18	1.0
theta[1,319]	1.07	0.00404	0.233	0.681	1.06	1.45	3309.0	4.26	0.999
theta[1,320]	-0.705	0.00564	0.367	-1.33	-0.681	-0.136	4224.0	5.43	1.0
theta[1,321]	1.59	0.0039	0.25	1.18	1.58	2.0	4123.0	5.3	1.0
theta[1,322]	0.356	0.00442	0.255	-0.0661	0.359	0.769	3320.0	4.27	1.0
theta[1,323]	-0.797	0.00563	0.375	-1.45	-0.775	-0.213	4429.0	5.7	1.0
theta[1,324]	-2.05	0.00884	0.597	-3.07	-2.02	-1.13	4568.0	5.88	1.0
theta[1,325]	0.0878	0.00426	0.272	-0.364	0.0942	0.525	4079.0	5.25	1.0
theta[1,326]	-0.441	0.00485	0.327	-1.01	-0.423	0.0717	4539.0	5.84	1.0
theta[1,327]	0.968	0.00389	0.223	0.614	0.964	1.34	3285.0	4.23	1.0
theta[1,328]	-2.05	0.00904	0.599	-3.11	-2.02	-1.13	4398.0	5.66	1.0
theta[1,329]	1.47	0.00405	0.235	1.08	1.47	1.86	3352.0	4.31	1.0
theta[1,330]	0.848	0.00362	0.237	0.455	0.854	1.23	4289.0	5.52	1.0
theta[1,331]	-0.00853	0.00431	0.282	-0.483	0.000877	0.441	4279.0	5.5	0.999
theta[1,332]	-0.658	0.00572	0.362	-1.27	-0.639	-0.0955	4004.0	5.15	1.0
theta[1,333]	0.888	0.00386	0.237	0.496	0.893	1.27	3758.0	4.83	1.0
theta[1,334]	0.814	0.00422	0.239	0.419	0.818	1.2	3208.0	4.13	1.0
theta[1,335]	0.467	0.00421	0.251	0.0482	0.475	0.874	3544.0	4.56	1.0
theta[1,336]	0.87	0.00361	0.233	0.475	0.87	1.26	4144.0	5.33	0.999
theta[1,337]	0.243	0.00403	0.258	-0.189	0.252	0.643	4113.0	5.29	1.0
theta[1,338]	0.396	0.00445	0.241	-0.00406	0.401	0.79	2934.0	3.77	1.0
theta[1,339]	0.328	0.00399	0.252	-0.0822	0.333	0.733	3983.0	5.12	1.0
theta[1,340]	0.458	0.00397	0.257	0.0235	0.459	0.88	4180.0	5.38	0.999
theta[1,341]	1.72	0.00445	0.242	1.32	1.72	2.12	2966.0	3.82	1.0
theta[1,342]	0.18	0.00452	0.268	-0.261	0.183	0.606	3504.0	4.51	1.0
theta[1,343]	0.927	0.00398	0.234	0.542	0.926	1.31	3452.0	4.44	1.0
theta[1,344]	-0.276	0.005	0.316	-0.808	-0.266	0.226	3987.0	5.13	1.0
theta[1,345]	1.09	0.00419	0.236	0.695	1.09	1.49	3158.0	4.06	1.0
theta[1,346]	-0.292	0.0047	0.309	-0.827	-0.278	0.185	4323.0	5.56	1.0
theta[1,347]	-1.35	0.00747	0.483	-2.18	-1.32	-0.605	4178.0	5.37	1.0
theta[1,348]	-0.108	0.00429	0.289	-0.599	-0.097	0.354	4543.0	5.84	1.0
theta[1,349]	-1.18	0.00643	0.452	-1.96	-1.16	-0.488	4938.0	6.35	1.0
theta[1,350]	0.855	0.00372	0.235	0.46	0.856	1.23	3990.0	5.13	1.0
theta[1,351]	0.197	0.00399	0.267	-0.254	0.205	0.62	4472.0	5.75	1.0
theta[1,352]	0.134	0.00429	0.264	-0.324	0.141	0.558	3796.0	4.88	0.999
theta[1,353]	-1.37	0.00714	0.485	-2.2	-1.34	-0.632	4627.0	5.95	1.0
theta[1,354]	-0.713	0.00564	0.367	-1.33	-0.689	-0.137	4231.0	5.44	1.0
theta[1,355]	-1.7	0.00838	0.549	-2.68	-1.67	-0.896	4297.0	5.53	0.999
theta[1,356]	-1.37	0.00734	0.495	-2.23	-1.33	-0.608	4541.0	5.84	1.0
theta[1,357]	0.137	0.00419	0.266	-0.316	0.138	0.558	4037.0	5.19	1.0
theta[1,358]	-0.0788	0.0044	0.285	-0.555	-0.0695	0.377	4194.0	5.39	1.0
theta[1,359]	0.79	0.00379	0.237	0.406	0.791	1.17	3893.0	5.01	1.0
theta[1,360]	1.64	0.00395	0.247	1.23	1.64	2.05	3928.0	5.05	1.0
theta[1,361]	0.451	0.00386	0.248	0.0373	0.455	0.855	4147.0	5.33	1.0
theta[1,362]	-0.746	0.00587	0.384	-1.42	-0.726	-0.152	4283.0	5.51	0.999
theta[1,363]	1.27	0.00378	0.229	0.898	1.27	1.65	3681.0	4.73	1.0
theta[1,364]	0.791	0.00389	0.238	0.396	0.794	1.19	3746.0	4.82	1.0
theta[1,365]	-2.04	0.0095	0.606	-3.12	-1.99	-1.14	4070.0	5.24	0.999
theta[1,366]	0.31	0.00365	0.252	-0.113	0.321	0.715	4791.0	6.16	1.0
theta[1,367]	0.9	0.00422	0.236	0.503	0.895	1.29	3116.0	4.01	1.0
theta[1,368]	-0.632	0.00547	0.362	-1.27	-0.616	-0.0609	4379.0	5.63	1.0
theta[1,369]	-2.03	0.00877	0.608	-3.09	-2.0	-1.11	4797.0	6.17	1.0
theta[1,370]	-0.473	0.00553	0.327	-1.03	-0.464	0.0514	3492.0	4.49	1.0
theta[1,371]	2.25	0.00476	0.252	1.84	2.24	2.65	2792.0	3.59	1.0
theta[1,372]	0.829	0.00382	0.236	0.438	0.829	1.22	3801.0	4.89	1.0
theta[1,373]	-0.521	0.00481	0.338	-1.11	-0.502	0.00296	4927.0	6.34	0.999
theta[1,374]	0.415	0.00411	0.246	0.011	0.426	0.796	3589.0	4.62	1.0
theta[1,375]	-0.207	0.00479	0.314	-0.74	-0.191	0.294	4306.0	5.54	1.0
theta[1,376]	1.35	0.00398	0.242	0.954	1.35	1.75	3696.0	4.75	1.0
theta[1,377]	0.21	0.00422	0.265	-0.234	0.216	0.635	3931.0	5.06	1.0
theta[1,378]	0.333	0.00407	0.263	-0.1	0.34	0.755	4191.0	5.39	1.0
theta[1,379]	1.69	0.00384	0.242	1.31	1.68	2.1	3963.0	5.1	1.0
theta[1,380]	0.5	0.00355	0.245	0.0857	0.505	0.911	4761.0	6.12	1.0
theta[1,381]	-1.11	0.00649	0.431	-1.87	-1.09	-0.443	4414.0	5.68	0.999
theta[1,382]	0.232	0.00369	0.26	-0.208	0.235	0.647	4980.0	6.41	1.0
theta[1,383]	0.33	0.00387	0.25	-0.0881	0.338	0.723	4185.0	5.38	1.0
theta[1,384]	0.746	0.00422	0.235	0.354	0.753	1.13	3098.0	3.98	1.0
theta[1,385]	-0.564	0.00537	0.351	-1.16	-0.544	-0.0124	4277.0	5.5	1.0
theta[1,386]	-0.0233	0.0043	0.284	-0.506	-0.0124	0.425	4358.0	5.61	0.999
theta[1,387]	-1.43	0.00733	0.499	-2.31	-1.41	-0.675	4639.0	5.97	1.0
theta[1,388]	0.494	0.00372	0.248	0.0675	0.497	0.896	4451.0	5.73	0.999
theta[1,389]	-0.152	0.00465	0.293	-0.646	-0.137	0.311	3979.0	5.12	1.0
theta[1,390]	-0.643	0.00568	0.363	-1.27	-0.623	-0.0855	4083.0	5.25	1.0
theta[1,391]	-0.405	0.00513	0.332	-0.959	-0.394	0.119	4188.0	5.39	1.0
theta[1,392]	0.0545	0.00404	0.272	-0.405	0.0599	0.486	4545.0	5.85	1.0
theta[1,393]	-1.19	0.00707	0.468	-2.02	-1.16	-0.477	4380.0	5.63	1.0
theta[1,394]	0.66	0.00365	0.242	0.259	0.655	1.06	4405.0	5.67	1.0
theta[1,395]	-1.36	0.00733	0.484	-2.23	-1.33	-0.641	4354.0	5.6	0.999
theta[1,396]	-1.83	0.00807	0.548	-2.78	-1.79	-0.982	4613.0	5.93	1.0
theta[1,397]	-0.584	0.00538	0.355	-1.2	-0.568	-0.0234	4359.0	5.61	1.0
theta[1,398]	-0.541	0.00516	0.34	-1.13	-0.521	-0.00694	4348.0	5.59	1.0
theta[1,399]	-1.07	0.00659	0.43	-1.81	-1.04	-0.407	4249.0	5.46	1.0
theta[1,400]	1.28	0.00445	0.241	0.887	1.28	1.68	2922.0	3.76	1.0
theta[1,401]	0.829	0.00398	0.239	0.432	0.826	1.22	3620.0	4.66	1.0
theta[1,402]	1.23	0.00471	0.24	0.84	1.24	1.64	2585.0	3.33	1.0
theta[1,403]	0.221	0.00423	0.27	-0.226	0.231	0.656	4081.0	5.25	1.0
theta[1,404]	-0.882	0.00585	0.398	-1.57	-0.867	-0.262	4632.0	5.96	1.0
theta[1,405]	1.15	0.00459	0.242	0.745	1.16	1.55	2765.0	3.56	1.0
theta[1,406]	-2.06	0.00947	0.607	-3.14	-2.01	-1.13	4111.0	5.29	1.0
theta[1,407]	0.519	0.00456	0.247	0.104	0.522	0.922	2926.0	3.76	1.0
theta[1,408]	-1.23	0.00644	0.451	-2.02	-1.2	-0.537	4901.0	6.3	1.0
theta[1,409]	1.05	0.00393	0.239	0.66	1.05	1.44	3683.0	4.74	1.0
theta[1,410]	1.85	0.00406	0.244	1.44	1.85	2.25	3601.0	4.63	1.0
theta[1,411]	-1.01	0.00616	0.416	-1.75	-0.987	-0.373	4567.0	5.87	1.0
theta[1,412]	1.31	0.00374	0.23	0.94	1.31	1.69	3781.0	4.86	1.0
theta[1,413]	-1.11	0.00643	0.43	-1.86	-1.09	-0.443	4476.0	5.76	1.0
theta[1,414]	-0.486	0.00563	0.341	-1.08	-0.47	0.0421	3658.0	4.71	0.999
theta[1,415]	-1.58	0.00748	0.531	-2.51	-1.56	-0.779	5031.0	6.47	1.0
theta[1,416]	0.044	0.00419	0.281	-0.432	0.0569	0.483	4500.0	5.79	1.0
theta[1,417]	-0.345	0.00514	0.322	-0.897	-0.335	0.171	3938.0	5.06	1.0
theta[1,418]	-0.923	0.00601	0.399	-1.61	-0.906	-0.293	4409.0	5.67	1.0
theta[1,419]	1.2	0.00393	0.245	0.805	1.2	1.61	3887.0	5.0	1.0
theta[1,420]	-2.04	0.00868	0.593	-3.06	-2.01	-1.12	4670.0	6.01	1.0
theta[1,421]	-0.222	0.00449	0.297	-0.726	-0.206	0.253	4377.0	5.63	1.0
theta[1,422]	0.467	0.00429	0.248	0.0427	0.473	0.856	3336.0	4.29	1.0
theta[1,423]	-1.08	0.00671	0.426	-1.82	-1.05	-0.413	4022.0	5.17	1.0
theta[1,424]	-0.0137	0.0047	0.283	-0.498	-0.00129	0.435	3634.0	4.67	0.999
theta[1,425]	-0.532	0.00521	0.348	-1.13	-0.521	0.0169	4469.0	5.75	1.0
theta[1,426]	-0.0681	0.00431	0.3	-0.58	-0.0543	0.396	4845.0	6.23	1.0
theta[1,427]	-0.876	0.00612	0.4	-1.58	-0.851	-0.258	4267.0	5.49	1.0
theta[1,428]	0.0655	0.0044	0.268	-0.393	0.0719	0.497	3715.0	4.78	1.0
theta[1,429]	0.67	0.00379	0.236	0.28	0.672	1.06	3881.0	4.99	1.0
theta[1,430]	0.794	0.004	0.239	0.385	0.796	1.18	3574.0	4.6	1.0
theta[1,431]	-0.429	0.00493	0.316	-0.973	-0.412	0.0665	4109.0	5.29	0.999
theta[1,432]	0.636	0.00387	0.231	0.249	0.637	1.0	3579.0	4.6	1.0
theta[1,433]	-0.431	0.00506	0.341	-1.01	-0.41	0.104	4539.0	5.84	1.0
theta[1,434]	-0.105	0.00531	0.293	-0.601	-0.0883	0.359	3040.0	3.91	1.0
theta[1,435]	-1.45	0.00754	0.504	-2.33	-1.42	-0.672	4474.0	5.75	1.0
theta[1,436]	-1.22	0.00647	0.462	-2.03	-1.19	-0.506	5104.0	6.56	0.999
theta[1,437]	-1.55	0.00707	0.505	-2.42	-1.52	-0.777	5097.0	6.56	1.0
theta[1,438]	-0.164	0.00453	0.308	-0.702	-0.15	0.314	4628.0	5.95	1.0
theta[1,439]	-1.15	0.00636	0.444	-1.92	-1.12	-0.477	4869.0	6.26	1.0
theta[1,440]	1.19	0.00406	0.234	0.796	1.2	1.59	3331.0	4.28	1.0
theta[1,441]	0.00963	0.00414	0.269	-0.446	0.0176	0.454	4211.0	5.42	1.0
theta[1,442]	-0.76	0.00537	0.366	-1.4	-0.747	-0.182	4652.0	5.98	1.0
theta[1,443]	-0.894	0.00593	0.4	-1.58	-0.866	-0.265	4560.0	5.87	1.0
theta[1,444]	0.447	0.00426	0.247	0.0238	0.454	0.851	3373.0	4.34	1.0
theta[1,445]	0.341	0.00444	0.255	-0.0819	0.346	0.748	3288.0	4.23	1.0
theta[1,446]	-1.08	0.00613	0.423	-1.82	-1.06	-0.417	4767.0	6.13	1.0
theta[1,447]	-0.724	0.00588	0.362	-1.33	-0.701	-0.165	3789.0	4.87	1.0
theta[1,448]	-0.822	0.00615	0.384	-1.49	-0.799	-0.23	3901.0	5.02	1.0
theta[1,449]	-0.251	0.00466	0.306	-0.767	-0.235	0.224	4304.0	5.54	1.0
theta[1,450]	1.67	0.00395	0.231	1.29	1.67	2.05	3432.0	4.41	1.0
theta[1,451]	1.22	0.00389	0.231	0.844	1.22	1.61	3546.0	4.56	1.0
theta[1,452]	1.21	0.00382	0.24	0.818	1.21	1.62	3933.0	5.06	1.0
theta[1,453]	0.401	0.00392	0.245	-0.00723	0.408	0.794	3901.0	5.02	1.0
theta[1,454]	0.183	0.00414	0.268	-0.271	0.192	0.611	4192.0	5.39	1.0
theta[1,455]	1.54	0.00381	0.231	1.16	1.54	1.92	3664.0	4.71	1.0
theta[1,456]	-0.118	0.00452	0.287	-0.605	-0.115	0.348	4028.0	5.18	1.0
theta[1,457]	-0.14	0.00454	0.288	-0.633	-0.13	0.321	4017.0	5.17	1.0
theta[1,458]	0.808	0.00421	0.238	0.406	0.81	1.19	3196.0	4.11	1.0
theta[1,459]	0.681	0.00353	0.231	0.29	0.688	1.05	4284.0	5.51	1.0
theta[1,460]	0.46	0.00399	0.247	0.048	0.469	0.862	3834.0	4.93	1.0
theta[1,461]	1.21	0.00436	0.24	0.814	1.2	1.6	3035.0	3.9	1.0
theta[1,462]	-0.384	0.00516	0.32	-0.939	-0.369	0.116	3853.0	4.96	1.0
theta[1,463]	0.211	0.00382	0.254	-0.214	0.22	0.617	4445.0	5.72	1.0
theta[1,464]	-0.744	0.0053	0.367	-1.38	-0.724	-0.17	4792.0	6.16	1.0
theta[1,465]	1.23	0.00421	0.235	0.852	1.23	1.62	3109.0	4.0	1.0
theta[1,466]	0.0699	0.00448	0.268	-0.386	0.0778	0.493	3582.0	4.61	1.0
theta[1,467]	1.34	0.00385	0.236	0.954	1.34	1.72	3748.0	4.82	1.0
theta[1,468]	-0.521	0.00512	0.339	-1.1	-0.506	0.00598	4379.0	5.63	1.0
theta[1,469]	-0.427	0.0049	0.332	-0.986	-0.408	0.091	4578.0	5.89	1.0
theta[1,470]	-0.2	0.00504	0.296	-0.706	-0.194	0.281	3435.0	4.42	0.999
theta[1,471]	-1.75	0.00869	0.554	-2.72	-1.71	-0.92	4070.0	5.24	1.0
theta[1,472]	-0.386	0.00468	0.318	-0.932	-0.374	0.12	4599.0	5.92	0.999
theta[1,473]	-0.0817	0.00467	0.295	-0.589	-0.0708	0.4	3983.0	5.12	1.0
theta[1,474]	-0.381	0.00504	0.324	-0.931	-0.371	0.127	4132.0	5.31	1.0
theta[1,475]	0.451	0.00413	0.245	0.0558	0.448	0.858	3537.0	4.55	0.999
theta[1,476]	-0.69	0.0051	0.358	-1.31	-0.67	-0.128	4929.0	6.34	1.0
theta[1,477]	-0.0984	0.00434	0.283	-0.57	-0.0877	0.345	4252.0	5.47	1.0
theta[1,478]	1.09	0.00478	0.239	0.695	1.09	1.48	2505.0	3.22	1.0
theta[1,479]	0.309	0.00436	0.262	-0.135	0.316	0.728	3604.0	4.64	1.0
theta[1,480]	-1.21	0.00652	0.437	-1.97	-1.18	-0.55	4499.0	5.79	1.0
theta[1,481]	-1.36	0.0071	0.481	-2.22	-1.33	-0.634	4577.0	5.89	0.999
theta[1,482]	0.747	0.00404	0.25	0.339	0.746	1.15	3823.0	4.92	1.0
theta[1,483]	0.237	0.0044	0.252	-0.181	0.241	0.648	3291.0	4.23	1.0
theta[1,484]	-1.28	0.00667	0.456	-2.08	-1.25	-0.581	4682.0	6.02	0.999
theta[1,485]	-1.48	0.00715	0.482	-2.3	-1.45	-0.743	4550.0	5.85	1.0
theta[1,486]	1.36	0.00361	0.23	0.983	1.35	1.73	4071.0	5.24	1.0
theta[1,487]	-0.369	0.00463	0.316	-0.921	-0.353	0.115	4648.0	5.98	1.0
theta[1,488]	0.808	0.00353	0.23	0.44	0.808	1.19	4219.0	5.43	1.0
theta[1,489]	0.425	0.0036	0.242	0.0199	0.431	0.818	4534.0	5.83	1.0
theta[1,490]	-0.853	0.00628	0.389	-1.52	-0.835	-0.248	3830.0	4.93	1.0
theta[1,491]	0.862	0.0037	0.233	0.479	0.858	1.26	3970.0	5.11	1.0
theta[1,492]	0.0279	0.00459	0.28	-0.454	0.034	0.478	3733.0	4.8	1.0
theta[1,493]	-1.82	0.0092	0.556	-2.78	-1.78	-0.965	3661.0	4.71	1.0
theta[1,494]	1.57	0.00423	0.239	1.18	1.57	1.98	3190.0	4.1	1.0
theta[1,495]	-1.46	0.00765	0.509	-2.35	-1.44	-0.675	4438.0	5.71	1.0
theta[1,496]	-1.59	0.00781	0.519	-2.47	-1.55	-0.803	4425.0	5.69	1.0
theta[1,497]	0.197	0.00443	0.259	-0.232	0.199	0.612	3423.0	4.4	0.999
theta[1,498]	0.911	0.00372	0.239	0.523	0.906	1.3	4106.0	5.28	1.0
theta[1,499]	-0.182	0.0045	0.302	-0.679	-0.175	0.295	4499.0	5.79	1.0
theta[1,500]	0.538	0.00378	0.241	0.132	0.54	0.932	4055.0	5.22	1.0
theta[1,501]	0.126	0.00401	0.272	-0.342	0.134	0.553	4610.0	5.93	1.0
theta[1,502]	-0.545	0.00497	0.334	-1.15	-0.532	-0.0124	4515.0	5.81	1.0
theta[1,503]	-1.16	0.00729	0.445	-1.94	-1.13	-0.496	3722.0	4.79	1.0
theta[1,504]	-0.832	0.00632	0.391	-1.51	-0.809	-0.222	3829.0	4.92	1.0
theta[1,505]	-1.55	0.0076	0.516	-2.44	-1.52	-0.762	4600.0	5.92	0.999
theta[1,506]	-0.829	0.00581	0.391	-1.51	-0.81	-0.21	4530.0	5.83	1.0
theta[1,507]	-0.106	0.00422	0.285	-0.584	-0.0955	0.352	4558.0	5.86	1.0
theta[1,508]	0.694	0.00413	0.242	0.301	0.695	1.09	3418.0	4.4	1.0
theta[1,509]	-0.311	0.00499	0.311	-0.836	-0.298	0.168	3882.0	4.99	1.0
theta[1,510]	0.486	0.00426	0.245	0.0761	0.49	0.886	3317.0	4.27	1.0
theta[1,511]	0.69	0.00482	0.24	0.293	0.693	1.08	2488.0	3.2	1.0
theta[1,512]	0.701	0.00392	0.24	0.311	0.704	1.1	3758.0	4.83	0.999
theta[1,513]	-0.0358	0.00415	0.281	-0.509	-0.0354	0.421	4601.0	5.92	0.999
theta[1,514]	0.788	0.00398	0.239	0.392	0.793	1.18	3608.0	4.64	1.0
theta[1,515]	0.976	0.00412	0.235	0.596	0.974	1.36	3266.0	4.2	1.0
theta[1,516]	-0.594	0.00526	0.346	-1.2	-0.576	-0.0556	4318.0	5.55	1.0
theta[1,517]	1.16	0.00385	0.237	0.772	1.15	1.54	3788.0	4.87	1.0
theta[1,518]	-0.437	0.00525	0.335	-1.01	-0.427	0.0868	4067.0	5.23	1.0
theta[1,519]	0.502	0.00384	0.246	0.106	0.501	0.902	4092.0	5.26	1.0
theta[1,520]	0.358	0.00395	0.253	-0.0617	0.363	0.765	4120.0	5.3	1.0
theta[1,521]	0.485	0.00387	0.242	0.0811	0.486	0.882	3924.0	5.05	1.0
theta[1,522]	-0.093	0.00444	0.288	-0.58	-0.0861	0.356	4220.0	5.43	0.999
theta[1,523]	0.744	0.00386	0.24	0.352	0.743	1.13	3864.0	4.97	1.0
theta[1,524]	-1.2	0.00712	0.451	-2.0	-1.17	-0.507	4015.0	5.16	1.0
theta[1,525]	-0.366	0.00506	0.322	-0.915	-0.358	0.135	4044.0	5.2	1.0
theta[1,526]	1.86	0.00404	0.251	1.45	1.85	2.27	3849.0	4.95	1.0
theta[1,527]	-1.46	0.00756	0.498	-2.33	-1.43	-0.701	4349.0	5.59	1.0
theta[1,528]	0.872	0.00429	0.247	0.459	0.874	1.27	3313.0	4.26	1.0
theta[1,529]	-0.223	0.00509	0.301	-0.745	-0.209	0.247	3507.0	4.51	1.0
theta[1,530]	1.49	0.00371	0.244	1.1	1.49	1.89	4307.0	5.54	1.0
theta[1,531]	0.247	0.00408	0.263	-0.199	0.257	0.662	4149.0	5.34	0.999
theta[1,532]	-2.05	0.00847	0.583	-3.06	-2.02	-1.14	4737.0	6.09	1.0
theta[1,533]	0.0594	0.00425	0.273	-0.394	0.0658	0.51	4117.0	5.3	1.0
theta[1,534]	0.0124	0.00454	0.283	-0.458	0.0172	0.457	3879.0	4.99	0.999
theta[1,535]	-0.489	0.00518	0.332	-1.07	-0.478	0.0316	4112.0	5.29	0.999
theta[1,536]	0.191	0.00396	0.261	-0.251	0.204	0.608	4357.0	5.6	1.0
theta[1,537]	0.76	0.00385	0.237	0.369	0.76	1.15	3782.0	4.86	1.0
theta[1,538]	0.567	0.00411	0.248	0.16	0.568	0.963	3651.0	4.7	1.0
theta[1,539]	0.337	0.00372	0.246	-0.0786	0.339	0.741	4353.0	5.6	1.0
theta[1,540]	0.166	0.00429	0.262	-0.267	0.174	0.591	3724.0	4.79	1.0
theta[1,541]	0.0512	0.00438	0.278	-0.416	0.0621	0.49	4032.0	5.19	1.0
theta[1,542]	-0.67	0.00573	0.362	-1.28	-0.644	-0.111	3990.0	5.13	1.0
theta[1,543]	-0.299	0.00489	0.318	-0.849	-0.285	0.204	4219.0	5.43	1.0
theta[1,544]	-0.776	0.00567	0.378	-1.43	-0.75	-0.19	4431.0	5.7	1.0
theta[1,545]	-0.627	0.00543	0.356	-1.25	-0.61	-0.0587	4303.0	5.53	1.0
theta[1,546]	0.0894	0.00443	0.273	-0.373	0.101	0.524	3780.0	4.86	1.0
theta[1,547]	-0.18	0.00463	0.305	-0.706	-0.17	0.309	4331.0	5.57	1.0
theta[1,548]	0.04	0.00418	0.266	-0.42	0.0509	0.465	4054.0	5.21	1.0
theta[1,549]	0.0427	0.00403	0.277	-0.424	0.0536	0.481	4739.0	6.09	1.0
theta[1,550]	-0.644	0.00552	0.363	-1.29	-0.622	-0.0763	4336.0	5.58	0.999
theta[1,551]	0.217	0.00409	0.266	-0.234	0.226	0.642	4228.0	5.44	0.999
theta[1,552]	1.09	0.00424	0.243	0.697	1.08	1.49	3288.0	4.23	1.0
theta[1,553]	-0.736	0.00548	0.364	-1.36	-0.721	-0.159	4412.0	5.67	1.0
theta[1,554]	1.76	0.00441	0.239	1.38	1.76	2.15	2951.0	3.8	1.0
theta[1,555]	-0.683	0.00547	0.366	-1.31	-0.664	-0.107	4482.0	5.77	0.999
theta[1,556]	0.462	0.00422	0.246	0.0486	0.467	0.859	3391.0	4.36	1.0
theta[1,557]	0.528	0.00415	0.238	0.126	0.533	0.904	3293.0	4.24	1.0
theta[1,558]	0.218	0.0039	0.261	-0.216	0.22	0.644	4467.0	5.75	1.0
theta[1,559]	-1.8	0.00855	0.555	-2.76	-1.75	-0.968	4215.0	5.42	1.0
theta[1,560]	0.705	0.00432	0.242	0.303	0.708	1.1	3149.0	4.05	1.0
theta[1,561]	-1.8	0.00916	0.557	-2.74	-1.78	-0.921	3695.0	4.75	1.0
theta[1,562]	-0.675	0.00553	0.36	-1.28	-0.653	-0.117	4236.0	5.45	1.0
theta[1,563]	-0.0484	0.0048	0.282	-0.521	-0.0453	0.4	3444.0	4.43	1.0
theta[1,564]	-0.908	0.00596	0.402	-1.6	-0.888	-0.287	4561.0	5.87	1.0
theta[1,565]	-0.275	0.00438	0.302	-0.8	-0.26	0.201	4750.0	6.11	0.999
theta[1,566]	-1.49	0.00751	0.505	-2.37	-1.45	-0.72	4522.0	5.82	1.0
theta[1,567]	-1.66	0.00822	0.538	-2.61	-1.64	-0.832	4288.0	5.52	1.0
theta[1,568]	0.0278	0.00463	0.281	-0.444	0.0418	0.474	3689.0	4.75	1.0
theta[1,569]	-0.174	0.00451	0.298	-0.673	-0.165	0.307	4357.0	5.6	1.0
theta[1,570]	-0.353	0.00493	0.316	-0.882	-0.342	0.15	4113.0	5.29	1.0
theta[1,571]	0.619	0.00371	0.242	0.222	0.618	1.02	4239.0	5.45	1.0
theta[1,572]	-0.276	0.00478	0.312	-0.812	-0.264	0.208	4260.0	5.48	1.0
theta[1,573]	-0.665	0.00537	0.368	-1.31	-0.643	-0.0891	4708.0	6.06	1.0
theta[1,574]	-0.912	0.00595	0.408	-1.61	-0.894	-0.282	4713.0	6.06	1.0
theta[1,575]	-0.0496	0.00447	0.284	-0.539	-0.0435	0.403	4048.0	5.21	1.0
theta[1,576]	1.17	0.00353	0.234	0.79	1.17	1.57	4383.0	5.64	1.0
theta[1,577]	1.08	0.00346	0.234	0.684	1.08	1.46	4546.0	5.85	1.0
