sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
58,12,23,28,35,24,29,28,34,41,27,24,23,33,34,19,25,20,19,11,14,14,12,9,6,7,5,1,5,6,4,2,3,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,9,20,29,32,36,36,32,26,35,32,25,23,29,22,23,26,21,19,10,12,5,13,10,8,8,10,7,2,3,2,3,4,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,13,29,30,27,33,30,27,34,27,24,32,29,19,24,25,19,15,21,16,12,17,12,16,9,6,9,8,6,1,3,1,1,2,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
61,4,20,24,34,22,32,33,38,45,31,33,31,20,31,14,22,22,7,14,14,15,15,14,9,3,7,6,2,1,4,2,2,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10,20,31,24,34,32,32,34,34,28,33,27,22,28,17,23,15,17,17,14,13,11,5,9,9,9,8,5,6,3,1,2,2,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,14,17,24,30,28,39,28,34,27,33,32,32,23,18,26,19,27,15,12,17,10,16,10,14,7,5,4,3,2,7,1,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12,27,19,27,24,43,34,27,18,36,27,27,33,35,23,16,15,19,15,18,10,10,12,7,7,8,4,8,4,2,5,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,14,27,35,23,22,31,34,35,31,30,29,22,27,17,27,22,22,17,17,10,12,12,15,6,9,8,4,2,6,5,2,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,14,21,33,38,28,26,25,26,31,33,24,28,26,27,28,23,21,20,13,7,11,14,11,8,10,4,4,4,5,3,2,2,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,16,21,25,26,32,29,28,31,40,37,24,23,22,22,18,19,24,18,19,11,15,17,12,5,6,11,5,4,6,4,0,3,1,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
68,12,22,31,24,26,29,32,36,36,26,27,25,30,19,28,20,17,24,9,13,15,16,10,9,7,5,3,6,5,6,3,3,1,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
69,13,19,26,22,36,41,35,39,22,33,33,23,21,17,20,19,23,22,14,13,14,12,16,10,5,5,5,6,5,2,1,2,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,7,25,27,29,32,35,38,22,30,29,38,21,32,22,29,19,13,21,11,11,12,12,11,9,11,8,5,4,8,3,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,10,19,29,21,40,30,39,31,29,31,26,27,17,25,24,24,19,14,26,15,13,10,8,9,4,4,9,4,5,3,6,2,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,12,21,25,39,32,31,27,28,35,36,32,30,24,26,24,18,19,14,17,8,8,13,8,9,7,4,1,6,7,4,2,5,3,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,12,21,29,29,25,30,39,40,29,35,28,28,21,19,20,14,26,22,14,14,12,4,11,10,14,7,2,5,4,6,2,0,1,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74,10,18,24,34,32,26,34,34,36,27,31,22,29,26,21,29,17,16,13,13,19,11,9,9,3,11,3,6,3,3,2,1,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,16,23,30,19,37,33,26,30,31,33,30,30,15,28,22,20,24,24,15,13,13,10,8,10,8,8,5,5,2,2,3,2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,18,10,30,37,27,37,33,32,26,23,29,27,33,23,16,27,16,26,16,18,11,9,9,8,9,4,10,4,0,3,1,1,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,11,30,20,31,35,33,30,35,21,29,27,29,29,25,31,25,5,17,17,9,15,19,8,8,6,5,5,3,5,4,1,2,1,2,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,12,21,24,25,33,34,29,32,31,33,27,31,28,31,19,16,25,22,21,14,13,8,4,6,7,7,4,8,1,3,8,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,8,18,43,32,23,29,31,36,33,26,32,30,24,25,17,18,19,18,15,22,8,6,12,11,10,7,4,4,3,2,1,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,14,21,21,28,40,35,24,32,28,25,35,28,26,21,19,32,22,10,18,14,10,12,15,9,6,6,6,7,7,2,2,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,13,22,25,27,39,36,33,23,25,29,21,30,28,25,21,27,31,12,13,16,10,11,10,9,11,8,5,5,2,3,3,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,11,18,27,24,33,49,36,23,35,22,29,30,32,17,18,23,14,18,28,14,12,11,6,4,1,6,9,7,4,5,5,2,1,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,10,17,33,34,20,35,32,30,29,39,32,20,23,28,25,17,23,24,16,10,10,11,10,8,5,7,9,5,6,3,5,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,10,24,30,21,22,37,54,25,27,36,24,23,30,27,19,15,19,23,11,17,16,13,7,4,9,6,3,8,2,4,3,2,2,0,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,7,21,28,29,25,36,37,41,38,30,28,17,16,24,22,19,30,8,20,18,9,11,6,5,12,5,3,5,4,7,7,3,4,0,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86,8,24,17,32,28,39,34,31,29,31,24,28,30,23,28,25,22,17,13,19,4,11,11,17,6,5,5,2,5,1,3,1,1,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
87,8,23,29,29,28,45,29,31,31,24,26,19,27,25,24,20,18,18,16,15,13,16,12,9,4,7,4,7,8,2,3,1,3,3,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,26,31,29,22,36,28,44,33,27,28,32,28,19,19,24,13,13,10,15,14,12,8,13,8,12,6,5,2,6,4,3,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
89,11,30,26,37,15,31,29,34,29,36,32,27,22,19,25,17,17,20,23,15,15,8,7,9,9,6,4,6,4,4,4,3,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90,20,11,31,28,33,37,31,30,24,27,26,24,22,28,30,24,14,18,16,9,19,10,5,11,7,11,6,6,2,3,3,6,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91,7,18,28,29,34,42,29,30,37,34,18,25,33,17,25,19,20,15,22,12,13,7,13,9,10,8,5,5,3,3,1,1,3,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,6,27,26,32,30,31,33,29,35,36,31,27,24,17,27,21,16,11,22,11,12,10,13,13,7,6,8,4,5,0,1,1,4,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,12,24,26,35,25,30,34,34,29,37,18,36,27,20,18,23,25,14,8,16,15,14,12,8,7,3,5,6,3,1,3,1,6,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
94,13,22,25,23,30,29,34,33,30,28,42,31,23,22,28,19,25,12,16,16,10,9,7,8,9,10,5,6,3,2,7,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,7,24,36,27,40,33,27,26,25,27,24,28,23,27,23,23,21,15,19,22,17,11,6,7,8,4,6,6,2,5,4,0,2,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,16,25,20,34,23,33,31,31,33,32,25,26,35,29,35,14,15,13,11,12,9,7,20,10,10,3,4,3,4,3,6,1,1,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,11,23,25,34,31,34,30,20,37,29,27,36,30,21,18,17,20,22,22,12,10,12,8,10,10,4,5,2,4,3,5,1,4,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,15,18,32,25,25,39,34,27,33,35,31,24,18,22,25,25,21,17,15,13,14,13,8,4,5,6,9,6,4,6,2,3,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,9,21,25,37,32,34,38,28,32,21,24,27,28,29,20,31,16,15,15,18,12,8,7,5,8,5,5,7,3,6,3,3,2,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
