sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0,17,22,30,23,27,43,29,34,25,23,25,34,27,30,23,19,23,12,14,10,16,12,8,11,9,6,7,3,2,2,6,4,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5,23,27,35,29,40,28,32,35,38,28,33,20,20,21,25,14,16,10,6,18,8,12,9,7,7,6,7,4,4,0,4,4,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,20,27,34,35,37,23,30,33,28,20,37,26,27,24,18,24,18,12,9,15,8,13,8,7,4,5,5,6,2,3,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,9,21,25,25,33,29,28,31,40,30,26,35,30,19,28,22,15,13,6,21,18,12,10,9,10,6,6,7,6,2,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,20,32,33,31,29,27,37,24,31,27,31,31,23,18,17,11,17,18,16,15,14,10,13,9,6,5,4,4,7,1,2,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,13,26,30,28,41,24,28,36,31,36,30,26,20,26,21,20,15,18,11,9,14,13,14,4,12,5,5,3,7,2,3,4,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,18,23,19,27,35,32,31,25,33,34,26,19,29,27,24,21,26,18,15,10,13,12,15,8,6,8,4,6,3,1,5,2,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7,11,17,27,35,34,35,24,33,32,34,31,32,25,24,21,18,20,22,19,10,9,12,11,12,2,5,5,4,1,3,2,1,3,0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
8,8,19,26,26,32,43,37,34,28,21,27,28,37,20,29,15,16,16,17,15,17,12,11,7,3,7,7,4,7,4,0,0,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,7,34,25,28,30,30,31,31,31,30,38,23,29,26,25,17,17,20,13,17,11,11,5,7,10,7,6,7,2,1,1,1,5,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
